Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Coil Type","Coil Current","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Must Operate Voltage","Must Release Voltage","Operate Time","Release Time","Features","Mounting Type","Termination Style","Operating Temperature"
https://cotorelay.com/wp-content/uploads/2014/09/9000_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/9002-05-10.jpg,306-1249-ND,9002-05-10,Coto Technology,RELAY RF SPST 500MA 5V,1431,0,"5.26000","0","1","Tube","9000","Active","Non Latching","14.3mA","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","3.75 VDC","0.4 VDC","0.35ms","0.1ms","Magnetic Shield","Through Hole","PC Pin","-20°C ~ 85°C"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180020e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRF05-1AS.jpg,374-1042-2-ND,CRF05-1AS,Standex-Meder Electronics,RELAY RF SPST 500MA 5V,3000,0,"5.92650","0","1000","Tape & Reel (TR)","CRF","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","3.75 VDC","0.75 VDC","0.1ms","0.02ms","-","Surface Mount","BGA","-40°C ~ 125°C"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180020e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRF05-1AS.jpg,374-1042-1-ND,CRF05-1AS,Standex-Meder Electronics,RELAY RF SPST 500MA 5V,4219,0,"9.66000","0","1","Cut Tape (CT)","CRF","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","3.75 VDC","0.75 VDC","0.1ms","0.02ms","-","Surface Mount","BGA","-40°C ~ 125°C"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180020e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRF05-1AS.jpg,374-1042-6-ND,CRF05-1AS,Standex-Meder Electronics,RELAY RF SPST 500MA 5V,4219,0,"Digi-Reel","0","1","Digi-Reel®","CRF","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","3.75 VDC","0.75 VDC","0.1ms","0.02ms","-","Surface Mount","BGA","-40°C ~ 125°C"
https://www3.panasonic.biz/ac/e_download/control/relay/device-hi/catalog/mech_eng_re.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/ARE.jpg,255-2700-ND,ARE104H,Panasonic Electric Works,RELAY RF SPDT 500MA 4.5V,1820,400,"5.98000","0","1","Box","ARE","Not For New Designs","Non Latching","44.4mA","4.5VDC","SPDT (1 Form C)","500mA","30VDC - Max","3.38 VDC","0.45 VDC","10ms","5ms","-","Through Hole","PC Pin","-40°C ~ 70°C"
https://cotorelay.com/wp-content/uploads/2014/09/9000_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9002%20SERIES.jpg,306-1060-ND,9002-05-01,Coto Technology,RELAY RF SPST 500MA 5V,17930,0,"6.35000","0","1","Tube","9000","Active","Non Latching","14.3mA","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","3.75 VDC","0.4 VDC","0.35ms","0.1ms","Diode","Through Hole","PC Pin","-20°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/9900_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9903-05-20.JPG,306-1396-2-ND,9903-05-20TR,Coto Technology,RELAY RF SPST 250MA 5V,11000,0,"6.42360","0","1000","Tape & Reel (TR)","9900","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","250mA","100VAC, 100VDC - Max","3.8 VDC","0.4 VDC","0.25ms","0.05ms","Magnetic Shield","Surface Mount","J Lead","-20°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/9900_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9903-05-20.JPG,306-1396-1-ND,9903-05-20TR,Coto Technology,RELAY RF SPST 250MA 5V,11548,0,"11.30000","0","1","Cut Tape (CT)","9900","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","250mA","100VAC, 100VDC - Max","3.8 VDC","0.4 VDC","0.25ms","0.05ms","Magnetic Shield","Surface Mount","J Lead","-20°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/9900_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9903-05-20.JPG,306-1396-6-ND,9903-05-20TR,Coto Technology,RELAY RF SPST 250MA 5V,11548,0,"Digi-Reel","0","1","Digi-Reel®","9900","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","250mA","100VAC, 100VDC - Max","3.8 VDC","0.4 VDC","0.25ms","0.05ms","Magnetic Shield","Surface Mount","J Lead","-20°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/9814_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9800%20SERIES%20J-LEAD.jpg,306-1161-5-ND,9814-05-20,Coto Technology,RELAY RF SPST 250MA 5V,20695,0,"7.18000","0","1","Tube","9800","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","250mA","100VAC, 100VDC - Max","3.8 VDC","0.4 VDC","0.25ms","0.05ms","Magnetic Shield","Surface Mount","J Lead","-20°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/9200_series_reed_relay_datasheet.pdf,"//media.digikey.com/photos/Coto%20Tech%20Photos/9290-12-00,9290-05-00.jpg",306-1141-ND,9290-05-00,Coto Technology,RELAY RF SPST 500MA 5V,11446,0,"7.71000","0","1","Tube","9290","Active","Non Latching","31.3mA","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","3.75 VDC","0.4 VDC","0.4ms","0.1ms","Magnetic Shield","Surface Mount","Gull Wing","-20°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/RS_Relays(ARS).pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/MFG_ARS1412.jpg,255-4230-5-ND,ARS1412,Panasonic Electric Works,RELAY RF SPDT 500MA 12V,727,0,"7.82000","0","1","Tube","ARS","Active","Non Latching","16.7mA","12VDC","SPDT (1 Form C)","500mA","30VDC - Max","9 VDC","1.2 VDC","10ms","6ms","-","Through Hole","PC Pin","-40°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB2069TR-ND,1462051-4,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 12V,6800,0,"8.19950","0","400","Tape & Reel (TR)","HF3, AXICOM","Active","Non Latching","11.7mA","12VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","9 VDC","1.2 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB2069CT-ND,1462051-4,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 12V,7303,0,"13.09000","0","1","Cut Tape (CT)","HF3, AXICOM","Active","Non Latching","11.7mA","12VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","9 VDC","1.2 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB2069DKR-ND,1462051-4,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 12V,7303,0,"Digi-Reel","0","1","Digi-Reel®","HF3, AXICOM","Active","Non Latching","11.7mA","12VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","9 VDC","1.2 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/RS_Relays(ARS).pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/ARS-SERIES.jpg,255-2708-ND,ARS14Y4H,Panasonic Electric Works,RELAY RF SPDT 500MA 4.5V,287,0,"8.95000","0","1","Tube","ARS","Active","Non Latching","44.4mA","4.5VDC","SPDT (1 Form C)","500mA","30VDC - Max","3.38 VDC","0.45 VDC","10ms","6ms","-","Surface Mount","Gull Wing","-40°C ~ 70°C"
https://cotorelay.com/wp-content/uploads/2014/09/9814_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9800%20SERIES%20J-LEAD.jpg,306-1158-5-ND,9814-03-20,Coto Technology,RELAY RF SPST 250MA 3.3V,5789,0,"9.03000","0","1","Tube","9800","Active","Non Latching","47.1mA","3.3VDC","SPST-NO (1 Form A)","250mA","100VAC, 100VDC - Max","2.5 VDC","0.4 VDC","0.25ms","0.05ms","Magnetic Shield","Surface Mount","J Lead","-20°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/9300_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/9400J-SERIES.jpg,306-1073-ND,9402-05-20,Coto Technology,RELAY RF SPST 500MA 5V,3013,0,"9.11000","0","1","Tube","9400","Active","Non Latching","25.0mA","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","3.75 VDC","0.4 VDC","0.4ms","0.2ms","-","Surface Mount","J Lead","-20°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB1103TR-ND,1462050-2,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 5V,7600,0,"9.74950","0","400","Tape & Reel (TR)","HF3, AXICOM","Active","Non Latching","28.0mA","5VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","3.75 VDC","0.5 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB1103CT-ND,1462050-2,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 5V,8002,0,"15.57000","0","1","Cut Tape (CT)","HF3, AXICOM","Active","Non Latching","28.0mA","5VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","3.75 VDC","0.5 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB1103DKR-ND,1462050-2,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 5V,8002,0,"Digi-Reel","0","1","Digi-Reel®","HF3, AXICOM","Active","Non Latching","28.0mA","5VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","3.75 VDC","0.5 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB1102TR-ND,1462051-1,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 3V,8000,0,"10.23000","0","400","Tape & Reel (TR)","HF3, AXICOM","Active","Non Latching","46.7mA","3VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","2.25 VDC","0.3 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB1102CT-ND,1462051-1,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 3V,8107,0,"16.34000","0","1","Cut Tape (CT)","HF3, AXICOM","Active","Non Latching","46.7mA","3VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","2.25 VDC","0.3 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB1102DKR-ND,1462051-1,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 3V,8107,0,"Digi-Reel","0","1","Digi-Reel®","HF3, AXICOM","Active","Non Latching","46.7mA","3VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","2.25 VDC","0.3 VDC","5ms","4ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/9814_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9800%20SERIES%20GULLWING%20LEAD.jpg,306-1159-5-ND,9814-05-00,Coto Technology,RELAY RF SPST 250MA 5V,27279,0,"10.84000","0","1","Tube","9800","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","250mA","100VAC, 100VDC - Max","3.8 VDC","0.4 VDC","0.25ms","0.05ms","Magnetic Shield","Surface Mount","Gull Wing","-20°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/9814_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9800%20SERIES%20GULLWING%20LEAD.jpg,306-1156-5-ND,9814-03-00,Coto Technology,RELAY RF SPST 250MA 3.3V,14494,0,"10.84000","0","1","Tube","9800","Active","Non Latching","47.1mA","3.3VDC","SPST-NO (1 Form A)","250mA","100VAC, 100VDC - Max","2.5 VDC","0.4 VDC","0.25ms","0.05ms","Magnetic Shield","Surface Mount","Gull Wing","-20°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB2054TR-ND,1-1462051-2,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 5V,2400,0,"11.48550","0","400","Tape & Reel (TR)","HF3, AXICOM","Active","Latching, Dual Coil","28.1mA","5VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","3.75 VDC","-","3ms","2ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB2054CT-ND,1-1462051-2,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 5V,2561,0,"18.34000","0","1","Cut Tape (CT)","HF3, AXICOM","Active","Latching, Dual Coil","28.1mA","5VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","3.75 VDC","-","3ms","2ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/HF3-AXICOM.jpg,PB2054DKR-ND,1-1462051-2,TE Connectivity Potter & Brumfield Relays,RELAY RF SPDT 2A 5V,2561,0,"Digi-Reel","0","1","Digi-Reel®","HF3, AXICOM","Active","Latching, Dual Coil","28.1mA","5VDC","SPDT (1 Form C)","2A","250VAC, 220VDC - Max","3.75 VDC","-","3ms","2ms","-","Surface Mount","Gull Wing","-55°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k_2f_rf.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G6K-RF-SERIES.jpg,Z6088TR-ND,G6K-2F-RF-S-TR03 DC5,Omron Electronics Inc-EMC Div,RELAY RF DPDT 1A 5V,1500,0,"11.49837","0","300","Tape & Reel (TR)","G6K-RF","Active","Non Latching","21.1mA","5VDC","DPDT (2 Form C)","1A","125VAC, 60VDC - Max","4 VDC","0.5 VDC","3ms","3ms","-","Surface Mount","Gull Wing","-40°C ~ 70°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k_2f_rf.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G6K-RF-SERIES.jpg,Z6088CT-ND,G6K-2F-RF-S-TR03 DC5,Omron Electronics Inc-EMC Div,RELAY RF DPDT 1A 5V,1782,0,"18.36000","0","1","Cut Tape (CT)","G6K-RF","Active","Non Latching","21.1mA","5VDC","DPDT (2 Form C)","1A","125VAC, 60VDC - Max","4 VDC","0.5 VDC","3ms","3ms","-","Surface Mount","Gull Wing","-40°C ~ 70°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k_2f_rf.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G6K-RF-SERIES.jpg,Z6088DKR-ND,G6K-2F-RF-S-TR03 DC5,Omron Electronics Inc-EMC Div,RELAY RF DPDT 1A 5V,1782,0,"Digi-Reel","0","1","Digi-Reel®","G6K-RF","Active","Non Latching","21.1mA","5VDC","DPDT (2 Form C)","1A","125VAC, 60VDC - Max","4 VDC","0.5 VDC","3ms","3ms","-","Surface Mount","Gull Wing","-40°C ~ 70°C"
https://cotorelay.com/wp-content/uploads/2014/09/9900_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9903-05-20.JPG,306-1198-ND,9903-05-20,Coto Technology,RELAY RF SPST 250MA 5V,18100,0,"13.00000","0","1","Tube","9900","Active","Non Latching","33.3mA","5VDC","SPST-NO (1 Form A)","250mA","100VAC, 100VDC - Max","3.8 VDC","0.4 VDC","0.25ms","0.05ms","Magnetic Shield","Surface Mount","J Lead","-20°C ~ 85°C"
https://cotorelay.com/wp-content/uploads/2014/09/2900_series_reed_relay_datasheet2.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/2900-SERIES.jpg,306-1113-ND,2911-05-321,Coto Technology,RELAY RF SPDT 250MA 5V,21094,0,"14.04000","0","1","Tube","2900","Active","Non Latching","21.7mA","5VDC","SPDT (1 Form C)","250mA","150VAC, 150VDC - Max","3.8 VDC","0.4 VDC","1ms","2ms","-","Through Hole","PC Pin","-20°C ~ 85°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k_2f_rf.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G6K-2F-RF-T.JPG,Z6091TR-ND,G6K-2F-RF-TR03DC5,Omron Electronics Inc-EMC Div,RELAY RF DPDT 1A 5V,300,300,"14.73863","0","300","Tape & Reel (TR)","G6K-RF","Active","Non Latching","21.1mA","5VDC","DPDT (2 Form C)","1A","125VAC, 60VDC - Max","4 VDC","0.5 VDC","3ms","3ms","-","Surface Mount","Gull Wing","-40°C ~ 70°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k_2f_rf.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G6K-2F-RF-T.JPG,Z6091CT-ND,G6K-2F-RF-TR03DC5,Omron Electronics Inc-EMC Div,RELAY RF DPDT 1A 5V,1136,300,"20.92000","0","1","Cut Tape (CT)","G6K-RF","Active","Non Latching","21.1mA","5VDC","DPDT (2 Form C)","1A","125VAC, 60VDC - Max","4 VDC","0.5 VDC","3ms","3ms","-","Surface Mount","Gull Wing","-40°C ~ 70°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k_2f_rf.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G6K-2F-RF-T.JPG,Z6091DKR-ND,G6K-2F-RF-TR03DC5,Omron Electronics Inc-EMC Div,RELAY RF DPDT 1A 5V,1136,300,"Digi-Reel","0","1","Digi-Reel®","G6K-RF","Active","Non Latching","21.1mA","5VDC","DPDT (2 Form C)","1A","125VAC, 60VDC - Max","4 VDC","0.5 VDC","3ms","3ms","-","Surface Mount","Gull Wing","-40°C ~ 70°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k_2f_rf.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G6K-2F-RF-T.JPG,Z1359TR-ND,G6K-2F-RF-T-TR03 DC12,Omron Electronics Inc-EMC Div,RELAY RF DPDT 1A 12V,300,0,"15.28320","0","300","Tape & Reel (TR)","G6K-RF","Active","Non Latching","9.1mA","12VDC","DPDT (2 Form C)","1A","125VAC, 60VDC - Max","9.6 VDC","1.2 VDC","3ms","3ms","-","Surface Mount","Gull Wing","-40°C ~ 70°C"
