Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Circuit","Output Type","Load Current","Voltage - Input","Voltage - Load","Termination Style","Package / Case"
http://www.crydom.com/en/products/catalog/hdc_200.pdf,//media.digikey.com/Photos/Crydom%20Photos/HDC60D120.jpg,CC1948-ND,HDC200D160,Sensata-Crydom,RELAY SSR CONTACTOR DC 160A 32V,68,0,"237.62000","0","1","Bulk","HDC","Active","Chassis Mount","SPST-NO (1 Form A)","DC","160A","4.5 ~ 32VDC","7 ~ 150V","Stud","Hockey Puck"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A15KGU.JPG,1864-1174-ND,RGC1A60A15KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 20A,103,0,"61.66000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D30KKE.jpg,1864-1181-ND,RGC1A60A30KKE,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 30A,120,0,"91.08000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D40KGU.jpg,1864-1167-ND,RGC1A23A42KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 230V 43A,36,0,"93.00000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","43A","20 ~ 275VAC, 24 ~ 190VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A60D40KGU.jpg,1864-1195-ND,RGC1A60D40KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 40A,79,0,"103.95000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","40A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A42KGE.jpg,1864-1196-ND,RGC1A60D42KGE,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 43A,59,0,"110.88000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","43A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2518-ND,DRC3P48D411R,Sensata-Crydom,480V 5A 24VAC/DC 1NO+1NC RN 3L,26,0,"111.02000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","5A","18 ~ 30VAC/DC","48 ~ 530V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/RGC(030910)eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A42KGE.jpg,1864-1182-ND,RGC1A60A42KGE,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 43A,37,0,"113.85000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","43A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60A42KGU.jpg,1864-1183-ND,RGC1A60A42KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 43A,33,0,"113.85000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","43A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A60D60KGU.jpg,1864-1198-ND,RGC1A60D60KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 600V 60A,56,0,"133.71000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","60A","4 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/temp/15/dec/drh.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRH-Series.jpg,CC2717-ND,DRH3P60D18R,Sensata-Crydom,SSR CONTACTOR 3PH DIN MNT 600VAC,30,0,"163.33000","0","1","Bulk","DRH","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","18A","4 ~ 32VDC","48 ~ 600V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/s_sc.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_SSC-Series.jpg,CC2034-ND,SSC1000-25-24,Sensata-Crydom,RELAY SSR HV DC 1KVDC 25A 24V,8,0,"214.73000","0","1","Bulk","SSC","Active","Chassis Mount","SPST-NO (1 Form A)","DC","25A","20 ~ 28VDC","0 ~ 1000V","Screw Terminal","Hockey Puck"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC1835-ND,DP4R60E60,Sensata-Crydom,RELAY SSR CONTACTOR 60A 48V,25,0,"399.32000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","60A","18 ~ 32VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC1A23D20KGU.jpg,1864-1169-ND,RGC1A23D15KGU,Carlo Gavazzi Inc.,RELAY SSR 32VDC 1PH 230V 20A,20,0,"55.39000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","3 ~ 32VDC","24 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2164-ND,DRC3P48D400R2,Sensata-Crydom,480V 7.6A 24VAC/DC NO AUX RN 2L,14,0,"71.56000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","7.6A","18 ~ 30VAC/DC","48 ~ 530V","Screw Terminal","Module"
https://www.gavazzionline.com/pdf/RGC_U.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_RGC1A60A60KGU.jpg,1864-1184-ND,RGC1A60A60KGU,Carlo Gavazzi Inc.,RELAY SSR 275VAC IN 1PH 600V 60A,18,0,"137.45000","0","1","Bulk","RGC","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","60A","20 ~ 275VAC, 24 ~ 190VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/hdc_60.pdf,//media.digikey.com/Photos/Crydom%20Photos/HDC60D120.jpg,CC1946-ND,HDC60D120,Sensata-Crydom,RELAY SSR CONTACTOR DC 120A 32V,14,0,"155.95000","0","1","Bulk","HDC","Active","Chassis Mount","SPST-NO (1 Form A)","DC","120A","4.5 ~ 32VDC","7 ~ 48V","Stud","Hockey Puck"
http://www.crydom.com/en/products/catalog/hdc_100.pdf,//media.digikey.com/Photos/Crydom%20Photos/HDC60D120.jpg,CC2568-ND,HDC100D160H,Sensata-Crydom,RELAY SSR CONTACTOR DC 160A,5,0,"197.90000","0","1","Bulk","HDC","Active","Chassis Mount","SPST-NO (1 Form A)","DC","160A","4.5 ~ 32VDC","7 ~ 72V","Stud","Hockey Puck"
https://www.gavazzionline.com/pdf/RGC_2_3A.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/RGC3A60D65GGEDF.JPG,1864-1211-ND,RGC3A60D65GGEDF,Carlo Gavazzi Inc.,RELAY SSR 32VDC IN 3PH 600V 66A,15,0,"385.00000","0","1","Bulk","RGC3","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC, Zero Cross","66A","5 ~ 32VDC","42 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/nova22-ac-din-rail-mount.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR2260xx0x.jpg,CC2265-ND,DR2260D20V,Sensata-Crydom,RELAY SSR 600V 20A DIN RAIL,6,0,"58.93000","0","1","Bulk","DR22","Active","DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","4 ~ 32VDC","48 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/nova22-ac-din-rail-mount.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR2260xx0x.jpg,CC2263-ND,DR2260A30V,Sensata-Crydom,RELAY SSR 600V 30A DIN RAIL,11,0,"69.26000","0","1","Bulk","DR22","Active","DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","90 ~ 280VAC/DC","48 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/dr_a3p.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRA3P.jpg,CC2180-ND,DRA3P48E4,Sensata-Crydom,RELAY CONTACT 3PH 480VAC 4A,19,0,"74.00000","0","1","Bulk","DRA3P","Active","DIN Rail","3PST-NO (3 Form A)","AC, Zero Cross","4.2A","18 ~ 28VDC","48 ~ 510V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2165-ND,DRC3P48D411R2,Sensata-Crydom,480V 7.6A 24VAC/DC 1NO+1NC RN 2L,5,0,"95.73000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","7.6A","18 ~ 30VAC/DC","48 ~ 530V","Screw Terminal","Module"
http://www.crydom.com/temp/15/dec/drh.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRH-Series.jpg,CC2275-ND,DRH3P60A18,Sensata-Crydom,SSR CONTACTOR 3PH DIN MNT 600VAC,6,0,"156.67000","0","1","Bulk","DRH","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC, Zero Cross","18A","90 ~ 280VAC/DC","48 ~ 600V","Screw Terminal","Module"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2297141.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2297141.JPG,277-5295-ND,2297141,Phoenix Contact,SOLID STATE 1PHASE 20A DIN 275V,5,0,"158.47000","0","1","Bulk","ELR 1","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","24 ~ 275VAC","42 ~ 660V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/hdc_100.pdf,//media.digikey.com/Photos/Crydom%20Photos/HDC60D120.jpg,CC1949-ND,HDC100D120,Sensata-Crydom,RELAY SSR CONTACTOR DC 120A 32V,3,0,"170.60000","0","1","Bulk","HDC","Active","Chassis Mount","SPST-NO (1 Form A)","DC","120A","4.5 ~ 32VDC","7 ~ 72V","Stud","Hockey Puck"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2297154.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2297154.JPG,277-5005-ND,2297154,Phoenix Contact,SOLID STATE 1PHASE 30A DIN 32V,5,83,"172.78000","0","1","Bulk","ELR 1","Active","Chassis Mount, DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","4 ~ 32VDC","42 ~ 660V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/hdc_200.pdf,//media.digikey.com/Photos/Crydom%20Photos/HDC60D120.jpg,CC1950-ND,HDC200D120,Sensata-Crydom,RELAY SSR CONTACTOR DC 120A 32V,8,0,"210.62000","0","1","Bulk","HDC","Active","Chassis Mount","SPST-NO (1 Form A)","DC","120A","4.5 ~ 32VDC","7 ~ 150V","Stud","Hockey Puck"
https://industrial.omron.us/en/media/G3PE_Datasheet_en_201506_J23I-E-02_tcm849-113227.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/G3PE-525B-2N%20DC12-24.jpg,Z3483-ND,G3PE-525B-2N DC12-24,Omron Automation and Safety,RELAY SSR 25A 3PH DIN MNT 24V,3,0,"216.22000","0","1","Bulk","G3PE","Active","Chassis Mount, DIN Rail","DPST-NO (2 Form A)","AC, Zero Cross","25A","12 ~ 24VDC","200 ~ 480V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/hdc_200.pdf,//media.digikey.com/Photos/Crydom%20Photos/HDC60D120.jpg,CC2350-ND,HDC200D160H,Sensata-Crydom,RELAY SSR CONTACTOR DC 160A,14,0,"243.03000","0","1","Bulk","HDC","Active","Chassis Mount","SPST-NO (1 Form A)","DC","160A","4.5 ~ 32VDC","7 ~ 150V","Stud","Hockey Puck"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC1831-ND,DP4R60D20,Sensata-Crydom,RELAY SSR CONTACTOR 20A 48V,12,0,"306.45000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","20A","4.5 ~ 15VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC2326-ND,DP4R60E40,Sensata-Crydom,RELAY SSR CONTACT 48VDC 40A 32V,18,0,"343.60000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","40A","18 ~ 32VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/PM22_Series.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_PM2260xxxV.jpg,CC2273-ND,PM2260D50V,Sensata-Crydom,RELAY SSR 600V 50A PNL MNT,8,0,"61.40000","0","1","Bulk","PM22","Active","Chassis Mount","SPST-NO (1 Form A)","AC, Zero Cross","50A","4 ~ 32VDC","48 ~ 600V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/nova22-ac-din-rail-mount.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR2260xx0x.jpg,CC2260-ND,DR2260A20V,Sensata-Crydom,RELAY SSR 600V 20A DIN RAIL,10,0,"62.10000","0","1","Bulk","DR22","Active","DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","20A","90 ~ 280VAC/DC","48 ~ 600V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/nova22-ac-din-rail-mount.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR2260xx0x.jpg,CC2318-ND,DR2260D30WJ,Sensata-Crydom,RELAY SSR 600V 30A DIN RAIL,10,0,"70.04000","0","1","Bulk","DR22","Active","DIN Rail","SPST-NO (1 Form A)","AC, Zero Cross","30A","4 ~ 32VDC","48 ~ 600V","Elevator Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2436-ND,DRC3P48D4002,Sensata-Crydom,480V 7.6A 24VAC/DC NO AUX ZC 2L,10,0,"72.04000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC, Zero Cross","7.6A","18 ~ 30VAC/DC","48 ~ 530V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2163-ND,DRC3P48D400R,Sensata-Crydom,480V 5A 24VAC/DC NO AUX RN 3L,3,0,"86.86000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","5A","18 ~ 30VAC/DC","48 ~ 530V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2473-ND,DRC3P48B411R,Sensata-Crydom,480V 5A 120VAC 1NO+1NC RN 3L,5,0,"111.02000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","5A","90 ~ 140VAC","48 ~ 530V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/drc_3.pdf,//media.digikey.com/photos/Crydom%20Photos/SOLICON%20DRC%20SERIES.jpg,CC2329-ND,DRC3R40D420,Sensata-Crydom,REV 400V 7.6A 24 VAC/DC 2NO,10,0,"155.51000","0","1","Bulk","Solicon DRC","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC","7.6A","18 ~ 30VAC/DC","48 ~ 415V","Screw Terminal","Module"
http://www.crydom.com/en/products/catalog/hac-series.pdf,//media.digikey.com/Photos/Crydom%20Photos/HAC24A150H.jpg,CC2206-ND,HAC24D150H,Sensata-Crydom,RELAY SSR CONTACTOR AC 150A 32V,6,0,"185.58000","0","1","Bulk","HAC","Active","Chassis Mount","SPST-NO (1 Form A)","AC, Zero Cross","150A","4 ~ 32VDC","24 ~ 280V","Stud","Hockey Puck"
http://www.crydom.com/en/products/catalog/hac-series.pdf,//media.digikey.com/Photos/Crydom%20Photos/HAC60D150H.jpg,CC2208-ND,HAC60D150H,Sensata-Crydom,RELAY SSR CONTACTOR AC 150A 32V,13,0,"203.27000","0","1","Bulk","HAC","Active","Chassis Mount","SPST-NO (1 Form A)","AC, Zero Cross","150A","4 ~ 32VDC","48 ~ 660V","Stud","Hockey Puck"
http://www.crydom.com/temp/10/apr/c_tr.pdf,//media.digikey.com/photos/Crydom%20Photos/CTRB6025_Series.jpg,CC1754-ND,CTRD6025,Sensata-Crydom,RELAY SSR CONTACT 3PH 25A 600VAC,8,0,"208.05000","0","1","Bulk","CTR","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC, Zero Cross","25A","4 ~ 32VDC","48 ~ 600V","Screw Terminal","Module"
http://www.crydom.com/temp/10/apr/c_tr.pdf,//media.digikey.com/photos/Crydom%20Photos/CTRB6025_Series.jpg,CC1752-ND,CTRB6025,Sensata-Crydom,RELAY SSR CONTACT 3PH 25A 600VAC,10,0,"210.07000","0","1","Bulk","CTR","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC, Zero Cross","25A","90 ~ 140VAC","48 ~ 600V","Screw Terminal","Module"
http://www.crydom.com/temp/10/apr/c_tr.pdf,//media.digikey.com/photos/Crydom%20Photos/CTRB6025_Series.jpg,CC1753-ND,CTRC6025,Sensata-Crydom,RELAY SSR CONTACT 3PH 25A 600VAC,9,0,"210.07000","0","1","Bulk","CTR","Active","Chassis Mount, DIN Rail","3PST-NO (3 Form A)","AC, Zero Cross","25A","180 ~ 280VAC","48 ~ 600V","Screw Terminal","Module"
https://industrial.omron.us/en/media/G3PE_Datasheet_en_201506_J23I-E-02_tcm849-113227.pdf,//media.digikey.com/Photos/Omron%20Auto/G3PE-225B-2N-DC12-24.jpg,Z6322-ND,G3PE-225B-2N DC12-24,Omron Automation and Safety,RELAY SSR 25A 3PH DIN MNT 2PL,2,0,"273.74000","0","1","Bulk","G3PE","Active","Chassis Mount, DIN Rail","DPST-NO (2 Form A)","AC, Zero Cross","25A","12 ~ 24VDC","100 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
https://industrial.omron.us/en/media/G3PE_Datasheet_en_201506_J23I-E-02_tcm849-113227.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/G3PE-235B-2-DC12-24.jpg,Z5329-ND,G3PE-235B-2 DC12-24,Omron Automation and Safety,RELAY SSR 35A 3PH SCREW 2PL,10,0,"280.25000","0","1","Bulk","G3PE","Active","Chassis Mount","DPST-NO (2 Form A)","AC, Zero Cross","35A","12 ~ 24VDC","100 ~ 240V","Screw Terminal","SSR with Integrated Heat Sink"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC2325-ND,DP4R60E20,Sensata-Crydom,RELAY SSR CONTACT 48VDC 20A 32V,5,0,"306.45000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","20A","18 ~ 32VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC1839-ND,DP4RSA60E20,Sensata-Crydom,RELAY SSR CONTACTOR 20A 48V,3,0,"347.32000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","20A","18 ~ 32VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
http://www.crydom.com/temp/11/jun/d_p4_r.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DP20.jpg,CC2470-ND,DP4RSC60E40B,Sensata-Crydom,RELAY SSR CONTACT 48VDC 40A 32V,3,0,"384.48000","0","1","Bulk","DP","Active","Chassis Mount","SPST-NO (1 Form A)","DC","40A","18 ~ 32VDC","1 ~ 48V","Screw Terminal","Hockey Puck"
