Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Mounting Type","Coil Voltage","Contact Form","Contact Rating (Current)","Switching Voltage","Coil Current","Coil Type","Features","Termination Style","Seal Rating","Must Operate Voltage","Must Release Voltage","Operate Time","Release Time","Operating Temperature","Contact Material"
https://cotorelay.com/wp-content/uploads/2014/09/8L_series_reed_relay_datasheet1.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/8L%20SERIES.jpg,306-1019-ND,8L01-05-001,Coto Technology,RELAY REED SPST 500MA 5V,7939,0,"2.21000","0","1","Tube","8L","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.8 VDC","0.5 VDC","0.5ms","0.5ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/8L_series_reed_relay_datasheet1.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/8L%20SERIES.jpg,306-1020-ND,8L01-05-011,Coto Technology,RELAY REED SPST 500MA 5V,8791,0,"2.42000","0","1","Tube","8L","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","Diode","PC Pin","-","3.8 VDC","0.5 VDC","0.5ms","1ms","-20°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE108-ND,HE722A1200,Littelfuse Inc.,RELAY REED DPST 500MA 12V,5801,0,"2.43000","0","1","Tube","HE700","Active","Through Hole","12VDC","DPST-NO (2 Form A)","500mA","200VDC - Max","24.0mA","Non Latching","-","PC Pin","-","8 VDC","1 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE112-ND,HE721C0500,Littelfuse Inc.,RELAY REED SPDT 250MA 5V,8946,0,"2.67000","0","1","Tube","HE700","Active","Through Hole","5VDC","SPDT (1 Form C)","250mA","175VDC - Max","25.0mA","Non Latching","-","PC Pin","-","3.75 VDC","0.5 VDC","3ms","3ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE113-ND,HE721C0510,Littelfuse Inc.,RELAY REED SPDT 250MA 5V,204,0,"2.91000","0","1","Tube","HE700","Active","Through Hole","5VDC","SPDT (1 Form C)","250mA","175VDC - Max","25.0mA","Non Latching","Diode","PC Pin","-","3.75 VDC","0.5 VDC","3ms","3ms","-40°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9000_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9001%20SERIES.jpg,306-1055-ND,9001-05-00,Coto Technology,RELAY REED SPST 500MA 5V,108587,0,"2.96000","0","1","Tube","9000","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.75 VDC","0.4 VDC","0.35ms","0.1ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9007_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/9000-SPARTANDM.jpg,306-1251-ND,9007-05-40,Coto Technology,RELAY REED SPST 500MA 5V,32867,0,"3.05000","0","1","Tube","9000, Spartan","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","5.0mA","Non Latching","EMI Shielded","PC Pin","-","3.75 VDC","0.4 VDC","0.5ms","0.2ms","-20°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE114-ND,HE721C1200,Littelfuse Inc.,RELAY REED SPDT 250MA 12V,2016,0,"3.05000","0","1","Tube","HE700","Active","Through Hole","12VDC","SPDT (1 Form C)","250mA","175VDC - Max","24.0mA","Non Latching","-","PC Pin","-","8 VDC","1 VDC","3ms","3ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE109-ND,HE722A1210,Littelfuse Inc.,RELAY REED DPST 500MA 12V,1684,0,"3.11000","0","1","Tube","HE700","Active","Through Hole","12VDC","DPST-NO (2 Form A)","500mA","200VDC - Max","24.0mA","Non Latching","Diode","PC Pin","-","8 VDC","1 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9007_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/9000-SPARTANDM.jpg,306-1250-ND,9007-05-11,Coto Technology,RELAY REED SPST 500MA 5V,11239,0,"3.42000","0","1","Tube","9000, Spartan","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","Diode, EMI Shielded","PC Pin","-","3.75 VDC","0.4 VDC","0.5ms","0.2ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9000_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9001%20SERIES.jpg,306-1056-ND,9001-05-01,Coto Technology,RELAY REED SPST 500MA 5V,30077,0,"3.44000","0","1","Tube","9000","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","Diode","PC Pin","-","3.75 VDC","0.4 VDC","0.35ms","0.1ms","-20°C ~ 85°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180012e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRR05-1A.jpg,374-1039-2-ND,CRR05-1A,Standex-Meder Electronics,RELAY REED SPST 500MA 5V,16000,0,"3.50560","0","1000","Tape & Reel (TR)","CRR","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","33.3mA","Non Latching","-","SMD (SMT) Tab","-","3.75 VDC","0.75 VDC","0.6ms","0.05ms","-40°C ~ 125°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180012e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRR05-1A.jpg,374-1039-1-ND,CRR05-1A,Standex-Meder Electronics,RELAY REED SPST 500MA 5V,16281,0,"6.61000","0","1","Cut Tape (CT)","CRR","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","33.3mA","Non Latching","-","SMD (SMT) Tab","-","3.75 VDC","0.75 VDC","0.6ms","0.05ms","-40°C ~ 125°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180012e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRR05-1A.jpg,374-1039-6-ND,CRR05-1A,Standex-Meder Electronics,RELAY REED SPST 500MA 5V,16281,0,"Digi-Reel","0","1","Digi-Reel®","CRR","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","33.3mA","Non Latching","-","SMD (SMT) Tab","-","3.75 VDC","0.75 VDC","0.6ms","0.05ms","-40°C ~ 125°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE554-ND,HE722A0500,Littelfuse Inc.,RELAY REED DPST 500MA 5V,13179,0,"3.53000","0","1","Tube","HE700","Active","Through Hole","5VDC","DPST-NO (2 Form A)","500mA","200VDC - Max","25.0mA","Non Latching","-","PC Pin","-","3.75 VDC","0.5 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE116-ND,HE721C2400,Littelfuse Inc.,RELAY REED SPDT 250MA 24V,11103,0,"3.55000","0","1","Tube","HE700","Active","Through Hole","24VDC","SPDT (1 Form C)","250mA","175VDC - Max","12.0mA","Non Latching","-","PC Pin","-","16 VDC","2 VDC","3ms","3ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE117-ND,HE721C2410,Littelfuse Inc.,RELAY REED SPDT 250MA 24V,1292,0,"3.65000","0","1","Tube","HE700","Active","Through Hole","24VDC","SPDT (1 Form C)","250mA","175VDC - Max","12.0mA","Non Latching","Diode","PC Pin","-","16 VDC","2 VDC","3ms","3ms","-40°C ~ 85°C","-"
https://www.littelfuse.com/~/media/electronics/datasheets/reed_relays/littelfuse_reed_relays_he700_datasheet.pdf.pdf,"//media.digikey.com/photos/Hamlin%20Photos/HE721A,%20HE721C,%20HE722A%20SERIES.jpg",HE123-ND,HE722A0510,Littelfuse Inc.,RELAY REED DPST 500MA 5V,3921,0,"3.67000","0","1","Tube","HE700","Active","Through Hole","5VDC","DPST-NO (2 Form A)","500mA","200VDC - Max","25.0mA","Non Latching","Diode","PC Pin","-","3.75 VDC","0.5 VDC","1ms","1ms","-40°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/8L_series_reed_relay_datasheet1.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/8L%20SERIES.jpg,306-1032-ND,8L02-05-01,Coto Technology,RELAY REED DPST 500MA 5V,28245,0,"3.78000","0","1","Tube","8L","Active","Through Hole","5VDC","DPST-NO (2 Form A)","500mA","200VAC, 200VDC - Max","25.0mA","Non Latching","Diode","PC Pin","-","3.8 VDC","0.5 VDC","0.5ms","1ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9091_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9091%20SERIES.jpg,306-1066-ND,9091-05-01,Coto Technology,RELAY REED SPST 500MA 5V,15894,0,"4.02000","0","1","Tube","9091","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","Diode","PC Pin","-","3.75 VDC","0.4 VDC","0.5ms","0.3ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9091_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9091%20SERIES.jpg,306-1067-ND,9091-12-01,Coto Technology,RELAY REED SPST 500MA 12V,3018,0,"4.15000","0","1","Tube","9091","Active","Through Hole","12VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","12.0mA","Non Latching","Diode","PC Pin","-","9 VDC","1 VDC","0.5ms","0.3ms","-20°C ~ 85°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180010e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRR05-1AS.jpg,374-1040-2-ND,CRR05-1AS,Standex-Meder Electronics,RELAY REED SPST 500MA 5V,5000,0,"4.79738","0","1000","Tape & Reel (TR)","CRR","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","33.3mA","Non Latching","-","BGA","-","3.75 VDC","0.75 VDC","0.6ms","0.05ms","-40°C ~ 125°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180010e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRR05-1AS.jpg,374-1040-1-ND,CRR05-1AS,Standex-Meder Electronics,RELAY REED SPST 500MA 5V,5274,0,"8.83000","0","1","Cut Tape (CT)","CRR","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","33.3mA","Non Latching","-","BGA","-","3.75 VDC","0.75 VDC","0.6ms","0.05ms","-40°C ~ 125°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/96/9605180010e.pdf,//media.digikey.com/photos/Meder%20Electronics%20Photos/CRR05-1AS.jpg,374-1040-6-ND,CRR05-1AS,Standex-Meder Electronics,RELAY REED SPST 500MA 5V,5274,0,"Digi-Reel","0","1","Digi-Reel®","CRR","Active","Surface Mount","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","33.3mA","Non Latching","-","BGA","-","3.75 VDC","0.75 VDC","0.6ms","0.05ms","-40°C ~ 125°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/43/4305180075e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/UMS05-1A80-75L.JPG,374-1253-ND,UMS05-1A80-75L,Standex-Meder Electronics,RELAY REED SPST 500MA 5V,515,0,"4.83000","0","1","Tube","UMS","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","12.5mA","Non Latching","-","PC Pin","-","3.75 VDC","0.5 VDC","0.2ms","0.1ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9000_series_reed_relay_datasheet.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/9001%20SERIES.jpg,306-1058-ND,9001-12-01,Coto Technology,RELAY REED SPST 500MA 12V,7643,0,"4.94000","0","1","Tube","9000","Active","Through Hole","12VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","12.0mA","Non Latching","Diode","PC Pin","-","9 VDC","1 VDC","0.35ms","0.1ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/8L_series_reed_relay_datasheet1.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/8L%20SERIES.jpg,306-1031-ND,8L02-05-00,Coto Technology,RELAY REED DPST 500MA 5V,17428,0,"5.04000","0","1","Tube","8L","Active","Through Hole","5VDC","DPST-NO (2 Form A)","500mA","200VAC, 200VDC - Max","25.0mA","Non Latching","-","PC Pin","-","3.8 VDC","0.5 VDC","0.5ms","0.5ms","-20°C ~ 85°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/33/3305100071e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/SIL05-1A85-76D3K.jpg,374-1054-ND,SIL05-1A72-71L,Standex-Meder Electronics,RELAY REED SPST 0.5A 5V,1482,0,"5.09000","0","1","Tube","SIL","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.5 VDC","0.75 VDC","0.7ms","0.1ms","-20°C ~ 70°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/33/3305100171e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/SIL05-1A85-76D3K.jpg,374-1113-ND,SIL05-1A72-71D,Standex-Meder Electronics,RELAY REED SPST 0.5A 5V,647,0,"5.30000","0","1","Tube","SIL","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.5 VDC","0.75 VDC","0.7ms","0.1ms","-20°C ~ 70°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/43/4305180175e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/UMS05-1A80-75D.JPG,374-1252-ND,UMS05-1A80-75D,Standex-Meder Electronics,RELAY REED SPST 500MA 5V,4494,0,"5.31000","0","1","Tube","UMS","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","170VAC, 170VDC - Max","12.5mA","Non Latching","Diode","PC Pin","-","3.75 VDC","0.5 VDC","0.2ms","0.1ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/8L_series_reed_relay_datasheet1.pdf,//media.digikey.com/photos/Coto%20Tech%20Photos/8L%20SERIES.jpg,306-1036-ND,8L02-12-01,Coto Technology,RELAY REED DPST 500MA 12V,3422,0,"5.43000","0","1","Tube","8L","Active","Through Hole","12VDC","DPST-NO (2 Form A)","500mA","200VAC, 200VDC - Max","24.0mA","Non Latching","Diode","PC Pin","-","9.6 VDC","1 VDC","0.5ms","1ms","-20°C ~ 85°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9000_series_reed_relay_datasheet.pdf,//media.digikey.com/Photos/Coto%20Tech%20Photos/9001-05-02.jpg,306-1247-ND,9001-05-02,Coto Technology,RELAY REED SPST 500MA 5V,11097,0,"5.45000","0","1","Tube","9000","Active","Through Hole","5VDC","SPST-NC (1 Form B)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.75 VDC","0.4 VDC","0.35ms","0.1ms","-20°C ~ 85°C","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_JWD-JWS&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/JWD-1%20SERIES.jpg,PB692-ND,JWD-107-1,TE Connectivity Potter & Brumfield Relays,RELAY REED SPST 500MA 5V,3131,0,"5.45000","0","1","Tray","JWD","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","100VDC - Max","10.0mA","Non Latching","-","PC Pin","-","3.8 VDC","0.5 VDC","1.5ms","0.5ms","-35°C ~ 85°C","Ruthenium (Ru)"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/33/3303172171e.pdf,//media.digikey.com/Photos/Meder%20Electronics%20Photos/SIL05-1A85-76D3K.jpg,374-1322-ND,SIL03-1A72-71D,Standex-Meder Electronics,RELAY REED SPST 0.5A 3V,1949,0,"5.50000","0","1","Tube","SIL","Active","Through Hole","3VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","6.0mA","Non Latching","Diode","PC Pin","-","2.1 VDC","0.45 VDC","0.7ms","0.05ms","-20°C ~ 70°C","-"
https://cotorelay.com/wp-content/uploads/2014/09/9011_series_reed_relay_datasheet.pdf,"//media.digikey.com/photos/Coto%20Tech%20Photos/9012-05-10,%209012-05-11.jpg",306-1135-ND,9012-05-11,Coto Technology,RELAY REED SPST 500MA 5V,14568,0,"6.25000","0","1","Tube","9012","Active","Through Hole","5VDC","SPST-NO (1 Form A)","500mA","200VAC, 200VDC - Max","10.0mA","Non Latching","Diode, EMI Shielded","PC Pin","-","3.75 VDC","0.4 VDC","0.35ms","0.1ms","-20°C ~ 85°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/90/9012185401e.pdf,//media.digikey.com/photos/Standex-Meder%20Electronics/KT12-1A-40L-SMD.JPG,374-1358-2-ND,KT12-1A-40L-SMD,Standex-Meder Electronics,REED RELAY 1 FORM A 12V SMD,750,0,"6.65600","0","250","Tape & Reel (TR)","KT","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","1A","1000VAC, 1000VDC - Max","25.0mA","Non Latching","-","Gull Wing","Sealed - Fully","9 VDC","1 VDC","-","-","-40°C ~ 100°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/90/9012185401e.pdf,//media.digikey.com/photos/Standex-Meder%20Electronics/KT12-1A-40L-SMD.JPG,374-1358-1-ND,KT12-1A-40L-SMD,Standex-Meder Electronics,REED RELAY 1 FORM A 12V SMD,954,0,"10.98000","0","1","Cut Tape (CT)","KT","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","1A","1000VAC, 1000VDC - Max","25.0mA","Non Latching","-","Gull Wing","Sealed - Fully","9 VDC","1 VDC","-","-","-40°C ~ 100°C","-"
https://4a30d8fd18dae1bf393d-df49f4cedb726ad03ad145d2e3d346bd.ssl.cf5.rackcdn.com/datasheets/90/9012185401e.pdf,//media.digikey.com/photos/Standex-Meder%20Electronics/KT12-1A-40L-SMD.JPG,374-1358-6-ND,KT12-1A-40L-SMD,Standex-Meder Electronics,REED RELAY 1 FORM A 12V SMD,954,0,"Digi-Reel","0","1","Digi-Reel®","KT","Active","Surface Mount","12VDC","SPST-NO (1 Form A)","1A","1000VAC, 1000VDC - Max","25.0mA","Non Latching","-","Gull Wing","Sealed - Fully","9 VDC","1 VDC","-","-","-40°C ~ 100°C","-"
