Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Gender","Style","1st Connector","2nd Connector","Length","Cable Type","Impedance","Frequency - Max","Color","Features","Operating Temperature"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0028-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0028%20SERIES.jpg,J3612-ND,415-0028-012,Cinch Connectivity Solutions Johnson,CBL ASSY SMA-BNC PLUG RG316 12"",332,0,"13.82000","0","1","-","Active","Male to Male","BNC to SMA","BNC Male Plug","SMA Male Plug","12.00"" (304.80mm)","RG-316","50 Ohms","12.4GHz","White","Shielded","-"
http://www.amphenolrf.com/media/downloads/1796/135101-01-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135101-01-36.00.JPG,ACX2407-ND,135101-01-M0.25,Amphenol RF Division,CBL ASSY SMA PLUG RG316 9.843"",489,0,"12.89000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","9.843"" (250.00mm)","RG-316","50 Ohms","3GHz","-","Shielded","-"
http://www.crystek.com/microwave/spec-sheets/rfcable/RG174.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA-MM-RG174-18.jpg,744-1247-ND,CCSMA-MM-RG174-24,Crystek Corporation,CBL ASSY SMA PLUG RG174 24"",2311,0,"12.96000","0","1","RG174","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","24.00"" (609.60mm)","RG-174","50 Ohms","-","Black","Shielded","-40°C ~ 85°C"
https://cdn.taoglas.com/datasheets/CAB.R02.pdf,//media.digikey.com/Photos/Taoglas/CAB.R02.jpg,931-1192-ND,CAB.R02,Taoglas Limited,CBL ASSY SMA-HSC 7.874"",754,0,"12.98000","0","1","-","Active","Female to Female","SMA to HSC","SMA Female Jack","U.FL (UMCC) Plug, Female Socket, Right Angle","7.874"" (200.00mm)","0.81mm OD Coaxial Cable","50 Ohms","6GHz","-","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0028-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0028%20SERIES.jpg,J3636-ND,415-0028-036,Cinch Connectivity Solutions Johnson,CBL ASSY SMA-BNC PLUG RG316 36"",399,0,"14.30000","0","1","-","Active","Male to Male","BNC to SMA","BNC Male Plug","SMA Male Plug","36.00"" (914.40mm)","RG-316","50 Ohms","12.4GHz","White","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0025-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0033%20SERIES.jpg,J4124-ND,415-0033-024,Cinch Connectivity Solutions Johnson,CBL ASSY SMA PLUG RG316 DS 24"",1506,0,"13.87000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","24.00"" (609.60mm)","RG-316 DS","50 Ohms","12.4GHz","White","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0025-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0033%20SERIES.jpg,J10114-ND,415-0033-018,Cinch Connectivity Solutions Johnson,CBL ASSY SMA PLUG RG316 DS 18"",622,0,"15.12000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","18.00"" (457.20mm)","RG-316 DS","50 Ohms","12.4GHz","Gray","Shielded","-"
http://www.amphenolrf.com/media/downloads/473/135101-03-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135101-03-06.00.JPG,ACX1575-ND,135101-03-06.00,Amphenol RF Division,CBL ASSY SMA PLUG RG316 DS 6"",857,0,"13.79000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","6.000"" (152.40mm)","RG-316 DS","50 Ohms","12.4GHz","-","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/TPI%20PDFs/BNC_Cable_Assemblies.pdf,//media.digikey.com/photos/TPI%20Photos/58-1200-1M.jpg,290-1012-ND,58-048-1M,TPI (Test Products Int),CBL ASSY BNC PLUG-PLUG RG58 4',577,931,"13.09000","0","1","58","Active","Male to Male","BNC to BNC","BNC Male Plug","BNC Male Plug","48.0"" (1.2m) 4.0'","RG-58","50 Ohms","-","Black","Shielded","80°C"
http://www.crystek.com/microwave/spec-sheets/rfcable/RG174.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA-MM-RG174-18.jpg,744-1248-ND,CCSMA-MM-RG174-36,Crystek Corporation,CBL ASSY SMA PLUG RG174 36"",390,0,"13.10000","0","1","RG174","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","36.00"" (914.40mm)","RG-174","50 Ohms","-","Black","Shielded","-40°C ~ 85°C"
http://www.amphenolrf.com/media/downloads/2735/115101-02-xx.xx.pdf,//media.digikey.com/Photos/Amphenol%20Photos/115101-02.jpg,ACX2316-ND,115101-02-24.00,Amphenol RF Division,CBL ASSY BNC PLUG RG174 24"",707,0,"13.11000","0","1","-","Active","Male to Male","BNC to BNC","BNC Male Plug","BNC Male Plug","24.00"" (609.60mm)","RG-174","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1064530&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1064530-1.jpg,A111766-ND,1064530-1,TE Connectivity AMP Connectors,CBL ASSY SSMT JACK-JACK 7.874"",1051,0,"13.14000","0","1","-","Active","Female to Female","SSMT to SSMT","SSMT Female Jack, Right Angle","SSMT Female Jack, Right Angle","7.874"" (200.00mm)","-","50 Ohms","6GHz","Blue","Shielded","-40°C ~ 105°C"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0025-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0029%20SERIES.jpg,J3712-ND,415-0029-012,Cinch Connectivity Solutions Johnson,CBL ASSY SMA PLUG RG316 12"",864,0,"13.17000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","12.00"" (304.80mm)","RG-316","50 Ohms","12.4GHz","Gray","Shielded","-"
http://www.crystek.com/microwave/spec-sheets/rfcable/141.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA18-MM.jpg,744-1446-ND,CCSMA18-MM-141-3,Crystek Corporation,CBL ASSY SMA PLUG-PLUG .141 3"",299,0,"13.30000","0","1","141","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","3.000"" (76.20mm)","Hand Formable .141","50 Ohms","18GHz","Gray","Shielded","-40°C ~ 85°C"
http://www.crystek.com/microwave/spec-sheets/rfcable/RG316DS.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA-MM-RG316DS-12P.jpg,744-1276-ND,CCSMA-MM-RG316DS-12,Crystek Corporation,CBL ASSY SMA PLUG RG316 DS 12"",355,0,"13.31000","0","1","RG316DS","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","12.00"" (304.80mm)","RG-316 DS","50 Ohms","-","Copper","Shielded","-55°C ~ 85°C"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0031-006.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/415.jpg,J3912-ND,415-0031-012,Cinch Connectivity Solutions Johnson,CBL ASSY SMA JACK-PLUG RG316 12"",491,0,"14.18000","0","1","-","Active","Female to Male","SMA to SMA","SMA Female Jack","SMA Male Plug","12.00"" (304.80mm)","RG-316","50 Ohms","12.4GHz","Gray","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0054-012.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0054%20SERIES.jpg,J10110-ND,415-0054-060,Cinch Connectivity Solutions Johnson,CBL ASSY BNC PLUG-PLUG RG58 5',141,0,"13.41000","0","1","-","Active","Male to Male","BNC to BNC","BNC Male Plug","BNC Male Plug","60.0"" (1.5m) 5.0'","RG-58","50 Ohms","4GHz","Black","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0059-012.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0059%20SERIES.jpg,J6712-ND,415-0059-012,Cinch Connectivity Solutions Johnson,CBL ASSY SMA-NTYPE PLUG RG58 12"",852,0,"13.43000","0","1","-","Active","Male to Male","SMA to N-Type","SMA Male Plug","N Male Plug","12.00"" (304.80mm)","RG-58","50 Ohms","12.4GHz","Black","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0025-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0029%20SERIES.jpg,J10233-ND,415-0029-048,Cinch Connectivity Solutions Johnson,CBL ASSY SMA PLUG-PLUG RG316 4',707,0,"13.45000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","48.0"" (1.2m) 4.0'","RG-316","50 Ohms","12.4GHz","Gray","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0028-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0028%20SERIES.jpg,J10111-ND,415-0028-048,Cinch Connectivity Solutions Johnson,CBL ASSY SMA-BNC PLUG RG316 4',1370,0,"15.41000","0","1","-","Active","Male to Male","BNC to SMA","BNC Male Plug","SMA Male Plug","48.0"" (1.2m) 4.0'","RG-316","50 Ohms","12.4GHz","White","Shielded","-"
http://www.amphenolrf.com/media/downloads/2713/135103-01-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135103-01-06.00.JPG,ACX1584-ND,135103-01-06.00,Amphenol RF Division,CBL ASSY SMA PLUG-PLUG RG316 6"",656,0,"13.49000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug, Right Angle","6.000"" (152.40mm)","RG-316","50 Ohms","3GHz","-","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/Laird%20Technologies/1300-00023.pdf,//media.digikey.com/photos/Laird%20Tech%20Photos/1300-00023.JPG,1300-00023-ND,1300-00023,Laird - Wireless & Thermal Systems,CBL ASSY RPSMA-MMCX RG316 7"",2037,0,"13.50000","0","1","-","Active","Male to Male","RP-SMA to MMCX","RP-SMA Female Jack, Male Pin","MMCX Male Plug, Right Angle","7.000"" (177.80mm)","RG-316","50 Ohms","2.5GHz","-","Shielded","-20°C ~ 65°C"
http://www.amphenolrf.com/media/downloads/3666/135101-04-XX.XX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_135101-04-M%20SERIES.jpg,ACX2420-ND,135101-04-M0.50,Amphenol RF Division,CBL ASSY SMA PLUG RG58 19.69"",282,0,"13.51000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","19.69"" (500.00mm)","RG-58","50 Ohms","1GHz","Black","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0025-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0029%20SERIES.jpg,J3724-ND,415-0029-024,Cinch Connectivity Solutions Johnson,CBL ASSY SMA PLUG RG316 24"",1165,0,"14.40000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","24.00"" (609.60mm)","RG-316","50 Ohms","12.4GHz","Gray","Shielded","-"
http://www.amphenolrf.com/media/downloads/838/135110-02-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135110-02-12.00.JPG,ACX1622-ND,135110-02-06.00,Amphenol RF Division,CBL ASSY SMA JACK-PLUG RG174 6"",569,0,"14.28000","0","1","-","Active","Female to Male","SMA to SMA","SMA Female Jack","SMA Male Plug","6.000"" (152.40mm)","RG-174","50 Ohms","3GHz","-","Shielded","-"
http://www.amphenolrf.com/media/downloads/3639/C135103-02-xx-xx.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SAM-135103-02.jpg,ACX1589-ND,135103-02-12.00,Amphenol RF Division,CBL ASSY SMA PLUG RG174 12"",4822,0,"14.06000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug, Right Angle","12.00"" (304.80mm)","RG-174","50 Ohms","3GHz","-","Shielded","-"
http://www.amphenolrf.com/media/downloads/2146/115101-19-xx.xx.pdf,//media.digikey.com/Photos/Amphenol%20Photos/115101-19-72.jpg,ACX1799-ND,115101-19-72.00,Amphenol RF Division,CBL ASSY BNC PLUG-PLUG RG58 6',273,0,"14.06000","0","1","-","Active","Male to Male","BNC to BNC","BNC Male Plug","BNC Male Plug","72.0"" (1.8m) 6.0'","RG-58","50 Ohms","-","-","-","-"
http://www.crystek.com/microwave/spec-sheets/rfcable/141.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA18-MM.jpg,744-1447-ND,CCSMA18-MM-141-4,Crystek Corporation,CBL ASSY SMA PLUG-PLUG .141 4"",436,0,"13.71000","0","1","141","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","4.000"" (101.60mm)","Hand Formable .141","50 Ohms","18GHz","Gray","Shielded","-40°C ~ 85°C"
http://www.amphenolrf.com/media/downloads/838/135110-02-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135110-02-12.00.JPG,ACX1623-ND,135110-02-12.00,Amphenol RF Division,CBL ASSY SMA JACK-PLUG RG174 12"",507,0,"13.73000","0","1","-","Active","Female to Male","SMA to SMA","SMA Female Jack","SMA Male Plug","12.00"" (304.80mm)","RG-174","50 Ohms","3GHz","-","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0025-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0033%20SERIES.jpg,J4112-ND,415-0033-012,Cinch Connectivity Solutions Johnson,CBL ASSY SMA PLUG RG316 DS 12"",540,0,"14.61000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","12.00"" (304.80mm)","RG-316 DS","50 Ohms","12.4GHz","White","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/TPI%20PDFs/BNC_Cable_Assemblies.pdf,//media.digikey.com/photos/TPI%20Photos/58-1200-1M.jpg,290-1013-ND,58-060-1M,TPI (Test Products Int),CBL ASSY BNC PLUG-PLUG RG58 5',715,688,"13.84000","0","1","58","Active","Male to Male","BNC to BNC","BNC Male Plug","BNC Male Plug","60.0"" (1.5m) 5.0'","RG-58","50 Ohms","-","Black","Shielded","80°C"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0025-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0033%20SERIES.jpg,J4106-ND,415-0033-006,Cinch Connectivity Solutions Johnson,CBL ASSY SMA PLUG RG316 DS 6"",547,0,"16.08000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","6.000"" (152.40mm)","RG-316 DS","50 Ohms","12.4GHz","White","Shielded","-"
http://www.crystek.com/microwave/spec-sheets/rfcable/RG316DS.pdf,//media.digikey.com/photos/Crystek%20Photos/CCSMA1-MM-RG316DS-6.JPG,744-1300-ND,CCSMA1-MM-RG316DS-12,Crystek Corporation,CBL ASSY SMA PLUG RG316 DS 12"",354,0,"13.94000","0","1","RG316DS","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug, Right Angle","12.00"" (304.80mm)","RG-316 DS","50 Ohms","-","Copper","Shielded","-55°C ~ 85°C"
http://www.amphenolrf.com/media/downloads/1796/135101-01-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135101-01-36.00.JPG,ACX1569-ND,135101-01-24.00,Amphenol RF Division,CBL ASSY SMA PLUG RG316 24"",753,0,"15.16000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","24.00"" (609.60mm)","RG-316","50 Ohms","3GHz","-","Shielded","-"
http://www.amphenolrf.com/media/downloads/3666/135101-04-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135101-04-36.00.JPG,ACX1582-ND,135101-04-36.00,Amphenol RF Division,CBL ASSY SMA PLUG-PLUG RG58 36"",296,0,"15.25000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","36.00"" (914.40mm)","RG-58","50 Ohms","1GHz","-","Shielded","-"
http://www.crystek.com/microwave/spec-sheets/rfcable/141.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA18-MM.jpg,744-1449-ND,CCSMA18-MM-141-6,Crystek Corporation,CBL ASSY SMA PLUG-PLUG .141 6"",196,0,"14.50000","0","1","141","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","6.000"" (152.40mm)","Hand Formable .141","50 Ohms","18GHz","Gray","Shielded","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/TPI%20PDFs/BNC_Cable_Assemblies.pdf,//media.digikey.com/photos/TPI%20Photos/58-1200-1M.jpg,290-1014-ND,58-072-1M,TPI (Test Products Int),CBL ASSY BNC PLUG-PLUG RG58 6',665,2171,"14.54000","0","1","58","Active","Male to Male","BNC to BNC","BNC Male Plug","BNC Male Plug","72.0"" (1.8m) 6.0'","RG-58","50 Ohms","-","Black","Shielded","80°C"
http://www.crystek.com/microwave/spec-sheets/rfcable/RG174.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA-MM-RG174-18.jpg,744-1329-ND,CCSMA-MM-RG174-48,Crystek Corporation,CBL ASSY SMA PLUG-PLUG RG174 4',100,0,"14.69000","0","1","RG174","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","48.0"" (1.2m) 4.0'","RG-174","50 Ohms","-","Black","Shielded","-40°C ~ 85°C"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0028-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0037%20SERIES.jpg,J10117-ND,415-0037-060,Cinch Connectivity Solutions Johnson,CBL ASSY SMA-BNC PLUG RG58 5',217,0,"14.86000","0","1","-","Active","Male to Male","BNC to SMA","BNC Male Plug","SMA Male Plug","60.0"" (1.5m) 5.0'","RG-58","50 Ohms","4GHz","White","Shielded","-"
https://www.molex.com/pdm_docs/sd/897616760_sd.pdf,//media.digikey.com/Photos/Molex/89761-6762-MCX.jpg,WM6139-ND,0897616762,Molex,CBL ASSY MCX PLUG RG316 18"",1355,0,"14.92000","0","1","89761","Active","Male to Male","MCX to MCX","MCX Male Plug","MCX Male Plug","18.00"" (457.20mm)","RG-316","50 Ohms","-","Black","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/TPI%20PDFs/BNC_Cable_Assemblies.pdf,//media.digikey.com/Photos/TPI%20Photos/59-1M%20SERIES.jpg,290-1026-ND,59-072-1M,TPI (Test Products Int),CBL ASSY BNC PLUG-PLUG RG59 6',947,438,"14.96000","0","1","59","Active","Male to Male","BNC to BNC","BNC Male Plug","BNC Male Plug","72.0"" (1.8m) 6.0'","RG-59","75 Ohms","-","Black","Shielded","80°C"
http://www.crystek.com/microwave/spec-sheets/rfcable/RG316DS.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA-MM-RG316DS-12P.jpg,744-1277-ND,CCSMA-MM-RG316DS-24,Crystek Corporation,CBL ASSY SMA PLUG RG316 DS 24"",173,0,"14.98000","0","1","RG316DS","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","24.00"" (609.60mm)","RG-316 DS","50 Ohms","-","Copper","Shielded","-55°C ~ 85°C"
http://ftp1.digi.com/support/documentation/90000540_F.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/DC-ANT-E-24DP.jpg,602-1066-ND,DC-ANT-E-24DP,Digi International,CBL ASSY RP-SMA 11.811"",205,0,"15.00000","0","1","-","Active","Female to Male","RP-SMA to RP-SMA","RP-SMA Female Jack, Male Pin","RP-SMA Male Plug, Female Socket","11.811"" (300.00mm)","-","-","-","-","-","-"
http://www.crystek.com/microwave/spec-sheets/rfcable/141.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA18-MM.jpg,744-1451-ND,CCSMA18-MM-141-8,Crystek Corporation,CBL ASSY SMA PLUG-PLUG .141 8"",192,0,"15.30000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","8.000"" (203.20mm)","Hand Formable .141","50 Ohms","18GHz","Gray","Shielded","-40°C ~ 85°C"
http://www.amphenolrf.com/media/downloads/2713/135103-01-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135103-01-06.00.JPG,ACX1585-ND,135103-01-12.00,Amphenol RF Division,CBL ASSY SMA PLUG RG316 12"",254,0,"15.38000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug, Right Angle","12.00"" (304.80mm)","RG-316","50 Ohms","3GHz","-","Shielded","-"
http://www.amphenolrf.com/media/downloads/3677/135104-02-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135104-02-06.00.JPG,ACX1605-ND,135104-02-06.00,Amphenol RF Division,CBL ASSY SMA PLUG-PLUG RG174 6"",591,0,"16.24000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug, Right Angle","SMA Male Plug, Right Angle","6.000"" (152.40mm)","RG-174","50 Ohms","3GHz","-","Shielded","-"
https://belfuse.com/resources/CinchConnectors/productinformation/pi-415-0025-006.pdf,//media.digikey.com/photos/Emerson%20Network%20Photos/415-0029%20SERIES.jpg,J3736-ND,415-0029-036,Cinch Connectivity Solutions Johnson,CBL ASSY SMA PLUG RG316 36"",753,0,"16.59000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","36.00"" (914.40mm)","RG-316","50 Ohms","12.4GHz","Gray","Shielded","-"
http://www.amphenolrf.com/media/downloads/3666/135101-04-XX.XX.pdf,//media.digikey.com/photos/Amphenol%20Photos/135101-04-36.00.JPG,ACX1583-ND,135101-04-48.00,Amphenol RF Division,CBL ASSY SMA PLUG-PLUG RG58 4',329,0,"15.75000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","48.0"" (1.2m) 4.0'","RG-58","50 Ohms","1GHz","-","Shielded","-"
http://www.amphenolrf.com/media/downloads/7165/336319-12-xxxx.pdf,//media.digikey.com/Photos/Amphenol%20Photos/336319-12-zzzz.jpg,ARF2397-ND,336319-12-0100,Amphenol RF Division,CBL ASSY SMA-UMC 3.937"",654,0,"15.74000","0","1","-","Active","Female to Female","U.FL (UMCC) to SMA","SMA Female Jack","U.FL (UMCC), AMC Plug, Female Socket, Right Angle","3.937"" (100.00mm)","1.13mm OD Coaxial Cable","50 Ohms","6GHz","-","IP67 - Dust Tight, Waterproof","-"
http://www.crystek.com/microwave/spec-sheets/rfcable/086.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA-MM-086.jpg,744-1431-ND,CCSMA-MM-086-24,Crystek Corporation,CBL ASSY SMA PLUG-PLUG .086 24"",137,0,"15.75000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","24.00"" (609.60mm)","Hand Formable .086","50 Ohms","12GHz","Silver","Shielded","-40°C ~ 85°C"
https://www.amphenolrf.com/downloads/dl/file/id/6877/product/6663/336309_12_xxxx_customer_drawing.pdf,//media.digikey.com/Photos/Amphenol%20Photos/336309-12-0150.jpg,ACX1894-ND,336309-12-0150,Amphenol RF Division,CBL ASSY SMA-UMC 5.906"",941,0,"15.77000","0","1","-","Active","Female to Female","U.FL (UMCC) to SMA","SMA Female Jack","U.FL (UMCC), AMC Plug, Female Socket, Right Angle","5.906"" (150.00mm)","1.13mm OD Coaxial Cable","50 Ohms","6GHz","-","IP67 - Dust Tight, Waterproof","-"
http://www.amphenolrf.com/media/downloads/2417/135104-01-XX.XX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SAM-135104-01.jpg,ACX1601-ND,135104-01-06.00,Amphenol RF Division,CBL ASSY SMA PLUG-PLUG RG316 6"",819,0,"15.77000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug, Right Angle","SMA Male Plug, Right Angle","6.000"" (152.40mm)","RG-316","50 Ohms","3GHz","-","Shielded","-"
http://www.amphenolrf.com/media/downloads/433/135103-03-XX.XX.pdf,//media.digikey.com/Photos/On%20Semi%20Photos/135103-03-XX.XX.jpg,ACX2443-ND,135103-03-M0.25,Amphenol RF Division,CBL ASSY SMA PLUG RG316 9.843"",342,0,"15.83000","0","1","-","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug, Right Angle","9.843"" (250.00mm)","RG-316","50 Ohms","12.4GHz","Black","Shielded","-"
http://www.amphenolrf.com/media/downloads/7165/336319-12-xxxx.pdf,//media.digikey.com/Photos/Amphenol%20Photos/336319-12-zzzz.jpg,ARF2401-ND,336319-12-0300,Amphenol RF Division,CBL ASSY SMA-UMC 11.811"",463,0,"15.85000","0","1","-","Active","Female to Female","U.FL (UMCC) to SMA","SMA Female Jack","U.FL (UMCC), AMC Plug, Female Socket, Right Angle","11.811"" (300.00mm)","1.13mm OD Coaxial Cable","50 Ohms","6GHz","-","IP67 - Dust Tight, Waterproof","-"
http://www.amphenolrf.com/media/downloads/3832/145101-01-XX.XX.pdf,//media.digikey.com/Photos/Amphenol%20Photos/145101-01-12.jpg,ACX1731-ND,145101-01-06.00,Amphenol RF Division,CBL ASSY SMB PLUG-PLUG RG316 6"",444,0,"15.85000","0","1","-","Active","Female to Female","SMB to SMB","SMB Plug Female Socket","SMB Plug Female Socket","6.000"" (152.40mm)","RG-316","-","-","-","Shielded","-"
http://www.amphenolrf.com/media/downloads/7165/336319-12-xxxx.pdf,//media.digikey.com/Photos/Amphenol%20Photos/336319-12-zzzz.jpg,ARF2398-ND,336319-12-0150,Amphenol RF Division,CBL ASSY SMA-UMC 5.906"",1660,0,"15.88000","0","1","-","Active","Female to Female","U.FL (UMCC) to SMA","SMA Female Jack","U.FL (UMCC), AMC Plug, Female Socket, Right Angle","5.906"" (150.00mm)","1.13mm OD Coaxial Cable","50 Ohms","6GHz","-","IP67 - Dust Tight, Waterproof","-"
http://www.amphenolrf.com/media/downloads/7165/336319-12-xxxx.pdf,//media.digikey.com/Photos/Amphenol%20Photos/336319-12-zzzz.jpg,ARF2399-ND,336319-12-0200,Amphenol RF Division,CBL ASSY SMA-UMC 7.874"",401,0,"16.02000","0","1","-","Active","Female to Female","U.FL (UMCC) to SMA","SMA Female Jack","U.FL (UMCC), AMC Plug, Female Socket, Right Angle","7.874"" (200.00mm)","1.13mm OD Coaxial Cable","50 Ohms","6GHz","-","IP67 - Dust Tight, Waterproof","-"
http://www.crystek.com/microwave/spec-sheets/rfcable/141.pdf,//media.digikey.com/Photos/Crystek%20Photos/CCSMA18-MM.jpg,744-1452-ND,CCSMA18-MM-141-10,Crystek Corporation,CBL ASSY SMA PLUG-PLUG .141 10"",168,0,"16.07000","0","1","141","Active","Male to Male","SMA to SMA","SMA Male Plug","SMA Male Plug","10.000"" (254.00mm)","Hand Formable .141","50 Ohms","18GHz","Gray","Shielded","-40°C ~ 85°C"
https://www.amphenolrf.com/downloads/dl/file/id/7166/product/7430/336320_12_xxxx_customer_drawing.pdf,//media.digikey.com/Photos/Amphenol%20Photos/336319-12-zzzz.jpg,ARF2404-ND,336320-12-0150,Amphenol RF Division,CBL ASSY RP-SMA-UMC 5.906"",1667,0,"17.03000","0","1","-","Active","Female to Male","U.FL (UMCC) to RP-SMA","RP-SMA Female Jack, Male Pin","U.FL (UMCC), AMC Plug, Female Socket, Right Angle","5.906"" (150.00mm)","1.13mm OD Coaxial Cable","50 Ohms","6GHz","-","IP67 - Dust Tight, Waterproof","-"
