Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Connector Type","Length","Cable Type","Color","Shielding","Usage"
https://www.molex.com/pdm_docs/sd/1203410500_sd.pdf,//media.digikey.com/Photos/Molex/1203410505.jpg,WM17328-ND,1203410500,Molex,CORDSET M12 TO RJ45 CAT6A BLUE P,83,0,"96.31000","0","1","120341","Active","Circular 08 pos Male to RJ45, 8p8c","1.64' (500.0mm)","Round","Blue","Shielded","Cat6a"
https://www.molex.com/pdm_docs/sd/1203410503_sd.pdf,//media.digikey.com/Photos/Molex/1203410505.jpg,WM17319-ND,1203410503,Molex,CORDSET M12 TO RJ45 CAT6A BLUE P,51,0,"136.31000","0","1","120341","Active","Circular 08 pos Male to RJ45, 8p8c","9.84' (3.00m)","Round","Blue","Shielded","Cat6a"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407474,//media.digikey.com/Photos/Phoenix%20Photos/1407474.jpg,277-12904-ND,1407474,Phoenix Contact,NETWORK CABLE,47,68,"142.39000","0","1","-","Active","Circular 08 pos Male to RJ45, 8p8c","32.81' (10.00m)","Round","Blue","Double Shielded","Cat6a, Industrial Environments"
https://www.molex.com/pdm_docs/sd/685610019_sd.pdf,//media.digikey.com/photos/Molex/68561-0019.jpg,WM19028-ND,0685610019,Molex,CABLE ADT SERIAL ATA-IDT PWR 6"",5718,0,"1.57000","0","1","68561","Last Time Buy","-","0.50' (152.4mm)","Individual","Multiple","Unshielded","Internal, Power Cable"
https://www.cui.com/product/resource/digikeypdf/cbl-ua-p5-1.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CBL-UA-P5-1.jpg,102-5945-ND,CBL-UA-P5-1,CUI Inc.,CBL 1000MM USB TYPE A TO P5 PLUG,1078,0,"1.90000","0","1","-","Active","Barrel Plug - 2.1mm ID, 5.5mm OD to USB A Male Plug","3.28' (1.00m)","Round","Black","Unshielded","-"
https://assets.tripplite.com/product-pdfs/en/p31606n.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P316-06N.JPG,TL1629-ND,P316-06N,Tripp Lite,CABLE ADAPTER,650,0,"4.01000","0","1","-","Active","Phone Jack 3.5mm (1/8"") Stereo - Headphone to Phono (RCA) Plug (2)","0.50' (152.4mm)","Round","Black","Shielded","-"
http://www.tensility.com/pdffiles/10-00250.pdf,//media.digikey.com/photos/Tensility%20Intl/MFG_10-00250.jpg,839-1024-ND,10-00250,Tensility International Corp,CABLE USB-A 3.5X1.35 CNTR POS RA,753,0,"4.98000","0","1","-","Active","Barrel Plug, Right Angle - 1.35mm ID, 3.5mm OD to USB A Male Plug","6.00' (1.83m)","Flat","Black","Unshielded","-"
http://www.tensility.com/pdffiles/10-00240.pdf,//media.digikey.com/Photos/Tensility%20Intl/10-00240.JPG,839-1016-ND,10-00240,Tensility International Corp,CABLE USB-A 5.5X2.1 CNTR POS,664,0,"5.14000","0","1","-","Active","Barrel Plug - 2.1mm ID, 5.5mm OD to USB A Male Plug","6.00' (1.83m)","Flat","Black","Unshielded","-"
http://www.tensility.com/pdffiles/10-00248.pdf,//media.digikey.com/Photos/Tensility%20Intl/10-00248.jpg,839-1022-ND,10-00248,Tensility International Corp,CABLE USB-A 3.5X1.35 CNTR POS,682,0,"5.19000","0","1","-","Active","Barrel Plug - 1.35mm ID, 3.5mm OD to USB A Male Plug","6.00' (1.83m)","Flat","Black","Unshielded","-"
http://www.tensility.com/pdffiles/10-00256.pdf,//media.digikey.com/Photos/Tensility%20Intl/10-00256.jpg,839-1027-ND,10-00256,Tensility International Corp,CABLE USB-A 2.35X0.7 CNTR POS,405,0,"5.35000","0","1","-","Active","Barrel Plug - 0.7mm ID, 2.35mm OD to USB A Male Plug","6.00' (1.83m)","Flat","Black","Unshielded","-"
https://www.bulgin.com/products/pub/media/bulgin/data/Standard_USB.pdf,//media.digikey.com/Photos/Bulgin%20Photos/14193.JPG,708-1026-ND,14193,Bulgin,CABLE USB A TO 5 WAY CRIMP 100MM,511,0,"6.78000","0","1","Buccaneer®","Active","Rectangular 05 pos Plug to USB A Male Plug","0.33' (100.0mm)","Round","Black","Shielded","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/CAB-10087_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/CAB-10087.jpg,1568-1227-ND,CAB-10087,SparkFun Electronics,OBD-II TO DB9 CABLE 10087,148,0,"9.95000","0","1","-","Active","D-Sub 09 pos Female to OBD-II Male","5.00' (1.52m)","Round","Black","Unshielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8320_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK553F-2.jpg,AE11050-ND,AK553F-2,Assmann WSW Components,CABLE VGA TO 5 X BNC MONITOR,101,0,"15.20000","0","1","-","Active","BNC Male (5) to D-Sub 15 pos Male, High Density (HD)","6.56' (2.00m)","Round","Black","Shielded","VGA Monitor"
https://www.bulgin.com/products/pub/media/bulgin/data/4000_series_Data.pdf,//media.digikey.com/Photos/Bulgin%20Photos/PXP4043%5EB.jpg,708-2061-ND,PXP4043/B,Bulgin,CONN USB MICRO B PNL MNT TO 5POS,189,0,"15.71000","0","1","-","Active","-","-","-","-","Shielded","Industrial Environments"
http://cnctech.us/pdfs/104-1030-WH-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/104-1030-WH-00100.jpg,1175-1728-ND,104-1030-WH-00050,CNC Tech,LIGHTNING TO USB CABLE WHT 0.5M,140,0,"20.35000","0","1","-","Active","USB A Male Plug to i5 Lightning Connector","1.64' (500.0mm)","Round","White","Shielded","Sync and Charge"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/104-1030-WH-00200_Dwg.pdf,//media.digikey.com/Photos/CnC%20Tech/104-1030-WH-00100.jpg,1175-1729-ND,104-1030-WH-00200,CNC Tech,LIGHTNING TO USB CABLE WHT 2M,385,0,"22.94000","0","1","-","Active","USB A Male Plug to i5 Lightning Connector","6.56' (2.00m)","Round","White","Shielded","Sync and Charge"
https://www.digi.com/resources/documentation/Digidocs/PDFs/90000253.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/76000195.jpg,602-1504-ND,76000238,Digi International,CABLE CROSSOVER 4' RJ-45/DB-25M,149,0,"23.00000","0","1","-","Active","D-Sub 25 pos Male to RJ45, 10p10c","4.00' (1.22m)","Round","Blue","Unshielded","Serial Modem"
https://b2b.harting.com/files/download/PRD/PDF_TS/09457005XXX_100081060DRW044E.pdf,//media.digikey.com/Photos/Harting/09457005027.jpg,1195-2222-ND,09457005025,HARTING,RJI CBL IP20 M12 4XAWG 22/7 3M,140,0,"70.23000","0","1","Han®","Active","Circular 04 pos Male to RJ45, 8p4c","9.84' (3.00m)","Round","Green","Shielded","Cat5"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407363,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1407363.jpg,277-16437-ND,1407363,Phoenix Contact,NETWORK CABLE,48,85,"108.10000","0","1","-","Active","Circular 04 pos Male to RJ45, 8p4c","32.81' (10.00m)","Round","Blue","Double Shielded","Cat5e, Industrial Environments"
https://www.molex.com/pdm_docs/sd/1203410502_sd.pdf,//media.digikey.com/Photos/Molex/1203410505.jpg,WM17332-ND,1203410502,Molex,CORDSET M12 TO RJ45 CAT6A BLUE P,326,0,"120.31000","0","1","120341","Active","Circular 08 pos Male to RJ45, 8p8c","6.56' (2.00m)","Round","Blue","Shielded","Cat6a"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2727_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2727.jpg,1528-1798-ND,2727,Adafruit Industries LLC,MICROUSB PLUG TO 5.5/2.1MM DC BA,315,0,"1.95000","0","1","-","Active","Barrel Jack - 2.1mm ID, 5.5mm OD to Micro USB A Plug","0.63' (190.5mm)","Round","Black","-","Adapter, Extension"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1328_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/1328.JPG,1528-1393-ND,1328,Adafruit Industries LLC,2.1MM DC BARREL JACK TO ALLIGATR,289,0,"1.95000","0","1","-","Active","Barrel Jack - 2.1mm ID, 5.5mm OD to Alligator Clips (2)","0.85' (260.4mm)","Round","Black, Red","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7213_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK-SATA-SP-050-R,%20AK-SATA-SP-075-R.jpg",AE10084-ND,AK-SATA-SP-050,Assmann WSW Components,CABLE SERIAL ATA W/4POS PWR .5M,564,0,"3.31000","0","1","AK-SATA","Active","SATA 07 pos Female to Female; SATA 15 pos Female to Rectangular 04 pos Plug","1.64' (500.0mm)","Flat, Individual","Multiple","Shielded","Internal, Power Cable"
https://assets.tripplite.com/product-pdfs/en/u0240035ppm.pdf,-,TL2257-ND,U024-003-5P-PM,Tripp Lite,USB 2.0 PANEL MOUNT CABLE 5 PIN,392,0,"5.66000","0","1","-","Active","USB A Female Receptacle to Rectangular 5 pos Header","3.00' (914.4mm)","Round","Black","Double Shielded","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ak10x-x-r.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK101-1.8-R,%20AK102-3,%20AK102-3-R,%20AK103-5,%20AK103-5-R,%20AK104-7-R.jpg",AE1366-ND,AK101-1.8,Assmann WSW Components,CABLE DB25M-36M CENTRONICS 1.8M,114,0,"7.11000","0","1","-","Active","Centronics 36 pos Male to D-Sub 25 pos Male","5.90' (1.80m)","Round","Beige","Shielded","Printer, Parallel"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3679_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3679.jpg,1528-2533-ND,3679,Adafruit Industries LLC,USB 3-IN-1 SYNC AND CHARGE CABLE,273,0,"8.50000","0","1","-","Active","USB A Male Plug to Micro USB B Male, USB C Male, and i5 Lightning Connector","3.28' (1.00m)","Round","-","-","Sync and Charge"
http://www.qualtekusa.com/images/Cable%20Assemblies/PDF_2/1321001-03.pdf,//media.digikey.com/Photos/Qualtek%20Photos/1321001-03.JPG,Q376-ND,1321001-03,Qualtek,CBL DVI(12+5) CON 3' 28 AWG,842,0,"9.25000","0","1","-","Active","D-Sub 15 pos Male, High Density (HD) to DVI-A Male","3.00' (914.4mm)","Round","Black","Shielded","Multi Media"
https://assets.tripplite.com/product-pdfs/en/p556006.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P556-0xx%20Series.jpg,TL674-ND,P556-006,Tripp Lite,CABLE DVI MALE TO HD15M 6',179,0,"12.44000","0","1","-","Active","D-Sub 15 pos Male, High Density (HD) to DVI-A Male","6.00' (1.83m)","Round","Black","Shielded","VGA Monitor"
https://assets.tripplite.com/product-pdfs/en/p556010.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P556-0xx%20Series.jpg,TL675-ND,P556-010,Tripp Lite,DVI TO VGA CABLE M M 10',322,0,"12.98000","0","1","-","Active","D-Sub 15 pos Male, High Density (HD) to DVI-A Male","10.00' (3.05m)","Round","Black","Shielded","VGA Monitor"
http://www.cnctech.us/pdfs/751-20010-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/751-20010-00200.jpg,1175-1172-ND,751-20010-00200,CNC Tech,CBL DVI-I TO VGA UL2076 2M,1303,0,"15.75000","0","1","-","Active","D-Sub 15 pos Male, High Density (HD) to DVI-I Male","6.56' (2.00m)","Round","Black","Shielded","Digital Visual Interface"
https://www.bulgin.com/products/pub/media/bulgin/data/Standard_USB.pdf,//media.digikey.com/photos/Bulgin%20Photos/PX0849^B.JPG,708-1359-ND,PX0849/B,Bulgin,CONN RCPT IP68 USB B REAR MOUNT,123,0,"18.33000","0","1","Buccaneer®","Active","USB B Female Receptacle to Rectangular 5 pos Header","0.45' (136.9mm)","Round","Black","Shielded","Industrial Environments - IP68"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/743-50012-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/743-50012-xxxxx.JPG,1175-1769-ND,743-50012-00050,CNC Tech,MINI DP MALE TO VGA FEMALE 0.5M,172,0,"19.06000","0","1","-","Active","D-Sub 15 pos Female, High Density (HD) to Mini DisplayPort, Male","1.64' (500.0mm)","Round","White","Shielded","VGA Monitor"
http://cnctech.us/pdfs/104-1030-BL-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/104-1030-BL-00050.jpg,1175-1730-ND,104-1030-BL-00050,CNC Tech,LIGHTNING TO USB CABLE BLK 0.5M,177,0,"19.43000","0","1","-","Active","USB A Male Plug to i5 Lightning Connector","1.64' (500.0mm)","Round","Black","Shielded","Sync and Charge"
//media.digikey.com/pdf/Data%20Sheets/CNC%20Tech%20PDFs/743-60012-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/743-60012-xxxxx.JPG,1175-1778-ND,743-60012-00200,CNC Tech,MINI DP/M TO VGA/M CONN,149,0,"21.28000","0","1","-","Active","D-Sub 15 pos Male, High Density (HD) to Mini DisplayPort Male","6.56' (2.00m)","Round","White","Shielded","VGA Monitor"
http://cnctech.us/pdfs/104-1030-BL-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/104-1030-BL-00050.jpg,1175-1731-ND,104-1030-BL-00100,CNC Tech,LIGHTNING TO USB CABLE BLK 1M,185,0,"22.02000","0","1","-","Active","USB A Male Plug to i5 Lightning Connector","3.28' (1.00m)","Round","Black","Shielded","Sync and Charge"
http://cnctech.us/pdfs/104-1030-WH-00100.pdf,//media.digikey.com/Photos/CnC%20Tech/104-1030-WH-00100.jpg,1175-1727-ND,104-1030-WH-00100,CNC Tech,LIGHTNING TO USB CABLE WHI,169,0,"22.02000","0","1","-","Active","USB A Male Plug to i5 Lightning Connector","3.28' (1.00m)","Round","White","Shielded","Sync and Charge"
http://cnctech.us/pdfs/104-1030-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/104-1030-BL-00050.jpg,1175-1732-ND,104-1030-BL-00200,CNC Tech,LIGHTNING TO USB CABLE BLK 2M,167,0,"22.94000","0","1","-","Active","USB A Male Plug to i5 Lightning Connector","6.56' (2.00m)","Round","Black","Shielded","Sync and Charge"
http://www.ia.omron.com/data_pdf/cat/xs5_xs6_g019-e1_9_6_csm2582.pdf?id=2715,//media.digikey.com/Photos/Omron%20Elect%20Photos/XS5W-T422-xMC-K.jpg,Z3652-ND,XS5W-T422-DMC-K,Omron Electronics Inc-EMC Div,ETHERNET CABLE M12 ANG-RJ45 2M,26,0,"83.17000","0","1","XS5","Active","Circular 04 pos Male, Right Angle to RJ45, 8p4c","6.56' (2.00m)","Round","Blue","Double Shielded","Cat5e, Industrial Environments - IP67"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1404514,//media.digikey.com/Photos/Phoenix%20Photos/1404514.jpg,277-12819-ND,1404514,Phoenix Contact,SERVICE SOCKET,68,97,"108.60000","0","1","-","Active","USB A Female Receptacle to USB A Male Plug","1.97' (600.0mm)","Round","-","Shielded","Industrial Environments - IP65"
http://rhu103.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/987650-9611.pdf,//media.digikey.com/Photos/Molex/0688014648.jpg,WM10337-ND,0688014648,Molex,FLEXIMATE TO FERRULE 600MM,553,0,"2.77000","0","1","Flexi-Mate","Active","Plug, 2 Position to Ferrule","1.97' (600.0mm)","Individual","White","Unshielded","-"
http://www.tensility.com/pdffiles/10-02402.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02402.jpg,839-1345-ND,10-02402,Tensility International Corp,CBL ASSY SAE TO 2.1X5.5 JACK 3',485,0,"9.41000","0","1","-","Active","Barrel Jack - 2.1mm ID, 5.5mm OD to SAE Connector","3.00' (914.4mm)","Individual","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02403.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02403.jpg,839-1346-ND,10-02403,Tensility International Corp,CBL ASSY SAE TO 2.5X5.5 JACK 3',493,0,"9.42000","0","1","-","Active","Barrel Jack - 2.5mm ID, 5.5mm OD to SAE Connector","3.00' (914.4mm)","Individual","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02414.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02414.jpg,839-1355-ND,10-02414,Tensility International Corp,CBL ASSY SAE TO ALLIGATOR CLIPS,497,0,"11.39000","0","1","-","Active","SAE Connector to Alligator Clips (2)","1.00' (304.8mm)","Individual","Black, Red","Unshielded","-"
http://www.cnctech.us/pdfs/751-20010-00300.pdf,//media.digikey.com/Photos/CnC%20Tech/751-20010-00200.jpg,1175-1173-ND,751-20010-00300,CNC Tech,CBL DVI-I TO VGA UL2076 3M,109,0,"18.27000","0","1","-","Active","D-Sub 15 pos Male, High Density (HD) to DVI-I Male","9.84' (3.00m)","Round","Black","Shielded","Digital Visual Interface"
https://www.cui.com/product/resource/digikeypdf/cbl-ua-p6-1.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CBL-UA-P6-1.jpg,102-5944-ND,CBL-UA-P6-1,CUI Inc.,CBL 1000MM USB TYPE A TO P6 PLUG,1145,0,"2.02000","0","1","-","Active","Barrel Plug - 2.5mm ID, 5.5mm OD to USB A Male Plug","3.28' (1.00m)","Round","Black","Unshielded","-"
https://assets.tripplite.com/product-pdfs/en/p94612n2p15.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P946-12N-2P15.jpg,TL2200-ND,P946-12N-2P15,Tripp Lite,CABLE POWER,140,0,"4.65000","0","1","-","Active","Rectangular 04 pos Plug to SATA 15 pos Female (2)","1.00' (304.8mm)","Individual","Multiple","Unshielded","-"
http://www.tensility.com/pdffiles/10-02464.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02464.jpg,839-1368-ND,10-02464,Tensility International Corp,CBL 2.1X5.5MM PLUG-GATOR CLIPS,1278,0,"5.02000","0","1","-","Active","Barrel Plug - 2.1mm ID, 5.5mm OD to Alligator Clips (2)","1.00' (304.8mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02465.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02465.jpg,839-1369-ND,10-02465,Tensility International Corp,CBL 2.5X5.5MM PLUG-GATOR CLIPS,554,0,"5.02000","0","1","-","Active","Barrel Jack - 2.5mm ID, 5.5mm OD to Alligator Clips (2)","1.00' (304.8mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-00246.pdf,//media.digikey.com/Photos/Tensility%20Intl/10-00246.jpg,839-1021-ND,10-00246,Tensility International Corp,CABLE USB-A 5.5X2.5 CNTR POS R/A,1675,0,"5.14000","0","1","-","Active","Barrel Plug, Right Angle - 2.5mm ID, 5.5mm OD to USB A Male Plug","6.00' (1.83m)","Flat","Black","Unshielded","-"
http://www.tensility.com/pdffiles/10-02461.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02461.jpg,839-1365-ND,10-02461,Tensility International Corp,CBL 2.5X5.5MM JACK-GATOR CLIPS,574,0,"5.51000","0","1","-","Active","Barrel Jack - 2.5mm ID, 5.5mm OD to Alligator Clips (2)","1.00' (304.8mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02460.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02460.jpg,839-1364-ND,10-02460,Tensility International Corp,CBL 2.1X5.5MM JACK-GATOR CLIPS,536,0,"5.51000","0","1","-","Active","Barrel Jack - 2.1mm ID, 5.5mm OD to Alligator Clips (2)","1.00' (304.8mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02457.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02457.jpg,839-1361-ND,10-02457,Tensility International Corp,CBL 2.5X5.5MM PLUG-GATOR CLIPS,597,0,"5.61000","0","1","-","Active","Barrel Plug - 2.5mm ID, 5.5mm OD to Alligator Clips (2)","1.00' (304.8mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02456.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02456.jpg,839-1360-ND,10-02456,Tensility International Corp,CBL 2.1X5.5MM PLUG-GATOR CLIPS,583,0,"5.61000","0","1","-","Active","Barrel Plug - 2.1mm ID, 5.5mm OD to Alligator Clips (2)","1.00' (304.8mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02453.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02453.jpg,839-1357-ND,10-02453,Tensility International Corp,CBL 2.5X5.5MM JACK-GATOR CLIPS,568,0,"6.10000","0","1","-","Active","Barrel Jack - 2.5mm ID, 5.5mm OD to Alligator Clips (2)","1.00' (304.8mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02467.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02467.jpg,839-1371-ND,10-02467,Tensility International Corp,CBL 2.5X5.5MM PLUG-GATOR CLIPS,594,0,"6.83000","0","1","-","Active","Barrel Plug - 2.5mm ID, 5.5mm OD to Alligator Clips (2)","3.00' (914.4mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02466.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02466.jpg,839-1370-ND,10-02466,Tensility International Corp,CBL 2.1X5.5MM PLUG-GATOR CLIPS,593,0,"6.83000","0","1","-","Active","Barrel Plug - 2.1mm ID, 5.5mm OD to Alligator Clips (2)","3.00' (914.4mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02462.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02462.jpg,839-1366-ND,10-02462,Tensility International Corp,CBL 2.1X5.5MM JACK-GATOR CLIPS,596,0,"7.30000","0","1","-","Active","Barrel Jack - 2.1mm ID, 5.5mm OD to Alligator Clips (2)","3.00' (914.4mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02463.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02460.jpg,839-1367-ND,10-02463,Tensility International Corp,CBL 2.5X5.5MM JACK-GATOR CLIPS,595,0,"7.30000","0","1","-","Active","Barrel Jack - 2.5mm ID, 5.5mm OD to Alligator Clips (2)","3.00' (914.4mm)","Flat","Black, Red","Unshielded","-"
http://www.tensility.com/pdffiles/10-02458.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_10-02458.jpg,839-1362-ND,10-02458,Tensility International Corp,CBL 2.1X5.5MM PLUG-GATOR CLIPS,598,0,"8.13000","0","1","-","Active","Barrel Plug - 2.1mm ID, 5.5mm OD to Alligator Clips (2)","3.00' (914.4mm)","Flat","Black, Red","Unshielded","-"
