Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Cable Connectors","Number of Positions","Connector Type","Gender","Fastening Type","Features","Cable Type","Usage","Length","Color","Shielding"
http://multimedia.3m.com/mws/media/812299O/3mtm-twin-axial-cable-assembly-for-pci-express-x4-cd2521.pdf,//media.digikey.com/Photos/3M%20Photos/8KJ1-0727-0250.jpg,3M12025-ND,8KJ1-0727-0250,3M,CABLE ASSY PCIE X4 F-M 250MM 1=1,562,0,"71.98000","0","1","8KXX","Active","PCIe x4","64","Receptacle to Card Edge","Female to Male","-","Extender","Flat, Twin Axial","Internal","0.82' (250.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/812299O/3mtm-twin-axial-cable-assembly-for-pci-express-x4-cd2521.pdf,//media.digikey.com/Photos/3M%20Photos/8KJ1-0727-0500.JPG,3M12027-ND,8KJ1-0727-0500,3M,CABLE ASSY PCIE X4 F-M 500MM 1=1,315,0,"73.75000","0","1","8KXX","Active","PCIe x4","64","Receptacle to Card Edge","Female to Male","-","Extender","Flat, Twin Axial","Internal","1.64' (500.0mm)","Silver","Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2231368&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2231368-2.jpg,A126792-ND,2231368-8,TE Connectivity AMP Connectors,CABLE QSFP+ M-M 3M,151,0,"75.57000","0","1","-","Active","QSFP","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","9.84' (3.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/1002971201_sd.pdf,//media.digikey.com/Photos/Molex/1002971x01.jpg,WM11888-ND,1002971201,Molex,CABLE ASSY ZQSFP+ M-M 2M,285,0,"76.06000","0","1","-","Active","zQSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","6.56' (2.00m)","-","-"
http://multimedia.3m.com/mws/media/790191O/3mtm-twinax-cable-assy-for-pcie-x8-ext-card-apps-cd2511.pdf,//media.digikey.com/Photos/3M%20Photos/8KH2-0723-0250.jpg,3M12024-ND,8KH2-0723-0250,3M,CABLE ASSY PCIE X8 F-M 250MM 1=1,1062,0,"78.15000","0","1","8KXX","Active","PCIe x8","98","Receptacle to Card Edge","Female to Male","-","Extender","Flat, Twin Axial","Internal","0.82' (250.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/790191O/3mtm-twinax-cable-assy-for-pcie-x8-ext-card-apps-cd2511.pdf,//media.digikey.com/Photos/3M%20Photos/8KH2-0723-0250.jpg,3M12029-ND,8KH2-0723-0500,3M,CABLE ASSY PCIE X8 F-M 500MM 1=1,931,0,"80.05000","0","1","8KXX","Active","PCIe x8","98","Receptacle to Card Edge","Female to Male","-","Extender","Flat, Twin Axial","Internal","1.64' (500.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/812298O/3mtm-twin-ax-cable-assy-for-pci-express-x16-cd2520.pdf,//media.digikey.com/Photos/3M%20Photos/8KC3-0726-0250.jpg,3M12028-ND,8KC3-0726-0250,3M,CABLE ASSY PCIEX16 F-M 250MM 1=1,1874,0,"86.47000","0","1","8KXX","Active","PCIe x16","164","Receptacle to Card Edge","Female to Male","-","Extender","Flat, Twin Axial","Internal","0.82' (250.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/812298O/3mtm-twin-ax-cable-assy-for-pci-express-x16-cd2520.pdf,//media.digikey.com/Photos/3M%20Photos/8KC3-0726-0250.jpg,3M12026-ND,8KC3-0726-0500,3M,CABLE ASSY PCIEX16 F-M 500MM 1=1,1065,0,"88.58000","0","1","8KXX","Active","PCIe x16","164","Receptacle to Card Edge","Female to Male","-","Extender","Flat, Twin Axial","Internal","1.64' (500.0mm)","Silver","Shielded"
https://www.molex.com/pdm_docs/sd/745460401_sd.pdf,//media.digikey.com/photos/Molex/74546-0403.JPG,WM1146-ND,0745460401,Molex,CABLE ASSY PCIE X4 M-M 1M,154,0,"96.19000","0","1","iPass 74546","Active","PCIe x4","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","3.28' (1.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745460402_sd.pdf,//media.digikey.com/Photos/Molex/iPass-38-Pos-Plug-to-Plug.jpg,WM3556-ND,0745460402,Molex,CABLE ASSY PCIE X4 M-M 2M,130,0,"110.47000","0","1","iPass 74546","Active","PCIe x4","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","6.56' (2.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745460801_sd.pdf,//media.digikey.com/photos/Molex/74546-0801.JPG,WM1148-ND,0745460801,Molex,CABLE ASSY PCIE X8 M-M 1M,163,0,"138.21000","0","1","iPass 74546","Active","PCIe x8","68","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","3.28' (1.00m)","Black","Shielded"
http://www.cablesondemand.com/images/diagrams/SF-NDAAFF100G-002M.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-NDAAFF100G-002M.JPG,SF-NDAAFF100G-002M-ND,SF-NDAAFF100G-002M,Amphenol ICC (Commercial Products),CABLE QSFP+ M-M 2M,31,0,"157.98000","0","1","-","Active","QSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","Network","6.56' (2.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745460802_sd.pdf,//media.digikey.com/photos/Molex/74546-0801.JPG,WM8579-ND,0745460802,Molex,CABLE ASSY PCIE X8 M-M 2M,87,0,"159.66000","0","1","iPass 74546","Active","PCIe x8","68","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","6.56' (2.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745460405_sd.pdf,//media.digikey.com/photos/Molex/74546-0403.JPG,WM1163-ND,0745460405,Molex,CABLE ASSY PCIE X4 M-M 5M,35,0,"165.99000","0","1","iPass 74546","Active","PCIe x4","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","16.40' (5.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745460801_sd.pdf,//media.digikey.com/photos/Molex/74546-0803.JPG,WM1149-ND,0745460803,Molex,CABLE ASSY PCIE X8 M-M 3M,53,0,"173.42000","0","1","iPass 74546","Active","PCIe x8","68","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","9.84' (3.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/1110251201_sd.pdf,//media.digikey.com/Photos/Molex/111025-1205.jpg,WM8549-ND,1110251201,Molex,CABLE ASSY CXP M-M 1M,38,0,"193.41000","0","1","iPass+ 111025","Active","CXP","84","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round, Twin Axial","External","3.28' (1.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745460407_sd.pdf,//media.digikey.com/Photos/Molex/iPass-38-Pos-Plug-to-Plug.jpg,WM8578-ND,0745460407,Molex,CABLE ASSY PCIE X4 M-M 7M,88,0,"193.97000","0","1","iPass 74546","Active","PCIe x4","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","22.97' (7.00m)","Black","Shielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/10119313.pdf,-,609-6113-ND,10119313-301TLF,Amphenol ICC (FCI),MIN-SAS HD ASY,20602,0,"0.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/887511311_sd.pdf,//media.digikey.com/Photos/Molex/0887511311.JPG,WM12809-ND,0887511311,Molex,CABLE SATA RECTANG F-M 152.4MM,1051,0,"1.60000","0","1","-","Last Time Buy","SATA, Rectangular","15, 4","Plug to Plug","Female to Male","Push-Pull","-","Individual","Internal, Power Cable","0.50' (152.4mm)","Multiple","-"
https://www.molex.com/pdm_docs/sd/887505318_sd.pdf,//media.digikey.com/Photos/Molex/0887505318.jpg,WM9403-ND,0887505318,Molex,CABLE SATA F-F 500MM,4265,0,"1.78000","0","1","-","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","1.64' (500.0mm)","Red","-"
https://www.molex.com/pdm_docs/sd/685610017_sd.pdf,//media.digikey.com/Photos/Molex/0685610016.jpg,WM13273-ND,0685610017,Molex,CABLE SATA F-F 1M,3589,0,"2.68000","0","1","68561","Active","SATA","7","Receptacle to Receptacle, Right Angle","Female to Female","Latch Lock","-","Flat","External","3.28' (1.00m)","Red","Shielded"
https://www.molex.com/pdm_docs/sd/685610020_sd.pdf,//media.digikey.com/Photos/Molex/0685610020.jpg,WM8714-ND,0685610020,Molex,CABLE SATA PIGTAIL 1.5M,5177,0,"3.91000","0","1","68561","Active","SATA","15, 4","Receptacle to Individual Wires","Female to Pigtail","Latch Lock","-","Individual","Internal","4.92' (1.50m)","Multiple","Unshielded"
https://assets.tripplite.com/product-pdfs/en/p94019i.pdf,//media.digikey.com/Photos/Tripplite%20Photos/P940-19I.jpg,TL380-ND,P940-19I,Tripp Lite,CABLE SATA F-F 482.6MM,555,0,"4.04000","0","1","-","Active","SATA","7","Receptacle to Receptacle","Female to Female","Latch Lock","-","Flat","External","1.58' (482.6mm)","Red","Shielded"
http://multimedia.3m.com/mws/media/412909O/3mtm-serial-adv-tech-attach-sata-signal-cable-ts2111-0.pdf,"//media.digikey.com/photos/3M%20Photos/5602-2201,%205602-2202.jpg",3M5743-ND,5602-22-0000-500,3M,CABLE SATA F-F 500MM,818,0,"4.96000","0","1","5602","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","1.64' (500.0mm)","Blue","Shielded"
https://www.molex.com/pdm_docs/sd/685610015_sd.pdf,//media.digikey.com/photos/Molex/68561-0014.jpg,WM13272-ND,0685610015,Molex,CABLE SATA F-F 1M,532,0,"5.53000","0","1","68561","Active","SATA","7","Receptacle to Receptacle","Female to Female","Latch Lock","-","Flat","External","3.28' (1.00m)","Red","Shielded"
https://assets.tripplite.com/product-pdfs/en/p95018i.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P950%20Series.jpg,TL756-ND,P950-18I,Tripp Lite,CABLE ASSY ESATA M-M 457.2MM,331,0,"6.06000","0","1","-","Active","eSATA","7","Plug to Plug","Male to Male","Push-Pull","-","Flat","External","1.50' (457.2mm)","Blue","Shielded"
http://multimedia.3m.com/mws/media/773095O/3mtm-high-routability-int-sata-cable-asm-5602-series-cd4897.pdf,-,3M156901-ND,5602-44-0142A-200,3M,CABLE SATA F-F 200MM,312,0,"6.93000","0","1","5602","Active","SATA","7","Receptacle to Receptacle","Female to Female","Latch Lock","-","Flat, Twin Axial","Internal","0.66' (200.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/773095O/3mtm-high-routability-int-sata-cable-asm-5602-series-cd4897.pdf,//media.digikey.com/Photos/3M%20Photos/5602-12-0142A-500.jpg,3M10738-ND,5602-12-0142A-500,3M,CABLE SATA F-F 500MM,696,0,"7.30000","0","1","5602","Active","SATA","7","Receptacle to Receptacle, Right Angle","Female to Female","Push-Pull","-","Flat, Twin Axial","Internal","1.64' (500.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/773095O/3mtm-high-routability-int-sata-cable-asm-5602-series-cd4897.pdf,//media.digikey.com/Photos/3M%20Photos/5602-44-0142A.jpg,3M10728-ND,5602-44-0142A-700,3M,CABLE SATA F-F 700MM,913,0,"7.47000","0","1","5602","Active","SATA","7","Receptacle to Receptacle","Female to Female","Latch Lock","-","Flat, Twin Axial","Internal","2.30' (700.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/673438O/3mtm-high-routability-int-minisas-cbl-assm-8f36-series-ts2363.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_8F36-AAA105-1.00.jpg,3M156828-ND,8F36-AAA105-1.00,3M,CABLE MINISAS 4I M-M 1M,1036,0,"14.48000","0","1","8F36","Active","miniSAS 4i","36","Plug to Plug","Male to Male","Latch Lock","Sidebands on Cable","Flat, Twin Axial","Internal","3.28' (1.00m)","Silver","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/2205131_Dwg.pdf,-,A135446-ND,2-2205131-2,TE Connectivity AMP Connectors,CA MINI IO MINI IO TYPE I,143,0,"22.57000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/2205132_Dwg.pdf,-,A135452-ND,2-2205132-4,TE Connectivity AMP Connectors,CA MINI IO MINI IO TYPE II,409,0,"30.36000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/pdm_docs/sd/2021431001_sd.pdf,//media.digikey.com/photos/Molex/2021431001.jpg,WM22188-ND,2021431001,Molex,CABLE M-M 500MM,120,0,"51.00000","0","1","Nano-Pitch I/O 202143","Active","-","42","Plug to Plug","Male to Male","Latch Lock, Push-Pull","-","Flat, Twin Axial","-","1.64' (500.0mm)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/2050581000_sd.pdf,//media.digikey.com/photos/Molex/2050581000.jpg,WM22169-ND,2050581000,Molex,CABLE ASSY PCIE X8 M-M 300MM,147,0,"51.20000","0","1","Nano-Pitch I/O 205058","Active","PCIe x8","80","Plug to Plug","Male to Male","Latch Lock, Push-Pull","-","Flat, Twin Axial","External","0.98' (300.0mm)","-","Shielded"
http://multimedia.3m.com/mws/media/736527O/3m-cable-assemblies-for-sfp-apps-1410-series-cd2418.pdf,//media.digikey.com/Photos/3M%20Photos/SFP+%20SERIES.jpg,3M10642-ND,1410-P-11-00-0.50,3M,CABLE ASSY SFP+ M-M 500MM,168,0,"53.04000","0","1","-","Active","SFP+","20","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Flat, Twin Axial","External","1.64' (500.0mm)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/747571101_sd.pdf,//media.digikey.com/Photos/Molex/0747571101.jpg,WM1160-ND,0747571101,Molex,CABLE QSFP+ M-M 1M,163,0,"80.85000","0","1","-","Last Time Buy","QSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Passive, Pull Tab","Round","External","3.28' (1.00m)","Black","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Amphenol%20PDFs/SF-QSFPPEXPAS-xyy_Dwg_RevC.pdf,//media.digikey.com/Photos/Amphenol%20Photos/SF-QSFPPEXPAS-001.jpg,SF-QSFPPEXPAS-001-ND,SF-QSFPPEXPAS-001,Amphenol ICC (Commercial Products),CABLE QSFP+ M-M 1M,34,0,"89.88000","0","1","-","Active","QSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","Network","3.28' (1.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/1002971301_sd.pdf,//media.digikey.com/Photos/Molex/1002971x01.jpg,WM11889-ND,1002971301,Molex,CABLE ASSY ZQSFP+ M-M 3M,199,0,"91.41000","0","1","-","Active","zQSFP+","38","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","9.84' (3.00m)","-","-"
https://www.molex.com/pdm_docs/sd/745464082_sd.pdf,//media.digikey.com/Photos/Molex/0745464081.jpg,WM13283-ND,0745464082,Molex,CABLE ASSY PCIE-PCIE M-M 2M,91,0,"101.51000","0","1","iPass 74546","Active","PCIe x8, PCIe x4","38, 68","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","6.56' (2.00m)","Black","Shielded"
https://multimedia.3m.com/mws/media/1444770O/3m-100g-qsfp28-direct-attach-copper-cable-assemblies-9q-series-78-5100-2672-3-78510026723.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_QSFP28.jpg,3M156803-ND,9QJ0-114-22-1.00,3M,CABLE QSFP28 M-M 1M,113,0,"110.58000","0","1","9Q","Active","QSFP28","38","Plug to Plug","Male to Male","Latch Lock","Pull Tab","Flat, Twin Axial","External","3.28' (1.00m)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745460813_sd.pdf,//media.digikey.com/photos/Molex/74546-0801.JPG,WM8580-ND,0745460813,Molex,CABLE ASSY PCIE X8 M-M 500MM,418,0,"118.27000","0","1","iPass 74546","Active","PCIe x8","68","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","1.64' (500.0mm)","Black","Shielded"
https://www.molex.com/pdm_docs/sd/745461602_sd.pdf,//media.digikey.com/photos/Molex/74546-1601.JPG,WM8581-ND,0745461602,Molex,CABLE ASSY PCIE X16 M-M 2M,48,0,"279.68000","0","1","iPass 74546","Active","PCIe x16","136","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","External","6.56' (2.00m)","Black","Shielded"
http://cnctech.us/pdfs/760-10010-00050.pdf,//media.digikey.com/Photos/CnC%20Tech/760-10010.JPG,1175-1177-ND,760-10010-00050,CNC Tech,CABLE SATA F-F 500MM,1189,0,"1.76000","0","1","-","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","1.64' (500.0mm)","Red","Shielded"
https://www.molex.com/pdm_docs/sd/887505418_sd.pdf,//media.digikey.com/Photos/Molex/0887505418.jpg,WM9404-ND,0887505418,Molex,CABLE SATA F-F 1M,351,0,"3.84000","0","1","-","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat","External","3.28' (1.00m)","Red","-"
https://assets.tripplite.com/product-pdfs/en/p94219i.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P942-19I.jpg,TL753-ND,P942-19I,Tripp Lite,CABLE SATA F-F 482.6MM,284,0,"4.87000","0","1","-","Active","SATA","7","Receptacle to Receptacle, Right Angle","Female to Female","Push-Pull","-","Flat","External","1.58' (482.6mm)","Red","Shielded"
http://multimedia.3m.com/mws/media/412909O/3mtm-serial-adv-tech-attach-sata-signal-cable-ts2111-0.pdf,//media.digikey.com/photos/3M%20Photos/5602-11-0000-500.JPG,3M5565-ND,5602-11-0000-500,3M,CABLE SATA F-F 500MM,671,0,"6.14000","0","1","5602","Active","SATA","7","Receptacle, Right Angle to Receptacle, Right Angle","Female to Female","Push-Pull","-","Flat","External","1.64' (500.0mm)","Blue","Shielded"
http://multimedia.3m.com/mws/media/773095O/3mtm-high-routability-int-sata-cable-asm-5602-series-cd4897.pdf,//media.digikey.com/Photos/3M%20Photos/5602%20Series%20Receptacle-to-Receptacle-Flat-Twin-Cable-ST-ST.jpg,3M10740-ND,5602-22-0142A-500,3M,CABLE SATA F-F 500MM,114,0,"6.99000","0","1","5602","Active","SATA","7","Receptacle to Receptacle","Female to Female","Push-Pull","-","Flat, Twin Axial","Internal","1.64' (500.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/773095O/3mtm-high-routability-int-sata-cable-asm-5602-series-cd4897.pdf,//media.digikey.com/Photos/3M%20Photos/5602-Series-RA-RA-Flat-Twin-Silver-Cable.jpg,3M10736-ND,5602-11-0142A-500,3M,CABLE SATA F-F 500MM,882,0,"7.10000","0","1","5602","Active","SATA","7","Receptacle, Right Angle to Receptacle, Right Angle","Female to Female","Push-Pull","-","Flat, Twin Axial","Internal","1.64' (500.0mm)","Silver","Shielded"
http://multimedia.3m.com/mws/media/773095O/3mtm-high-routability-int-sata-cable-asm-5602-series-cd4897.pdf,//media.digikey.com/Photos/3M%20Photos/5602-44-0142A.jpg,3M10731-ND,5602-44-0142A-000,3M,CABLE SATA F-F 1M,1237,0,"7.93000","0","1","5602","Active","SATA","7","Receptacle to Receptacle","Female to Female","Latch Lock","-","Flat, Twin Axial","Internal","3.28' (1.00m)","Silver","Shielded"
http://multimedia.3m.com/mws/media/773095O/3mtm-high-routability-int-sata-cable-asm-5602-series-cd4897.pdf,//media.digikey.com/Photos/3M%20Photos/5602-12-0142A-000.JPG,3M10737-ND,5602-12-0142A-000,3M,CABLE SATA F-F 1M,129,0,"7.95000","0","1","5602","Active","SATA","7","Receptacle to Receptacle, Right Angle","Female to Female","Push-Pull","-","Flat, Twin Axial","Internal","3.28' (1.00m)","Silver","Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2304883&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_230488x-x.jpg,A124580-ND,2304883-1,TE Connectivity AMP Connectors,CABLE M-M 250MM,333,0,"8.17000","0","1","Elcon Mini","Active","-","2","Plug to Plug","Male to Male","Latch Lock, Push-Pull","Pull Tab","Round","-","0.82' (250.0mm)","Black, Red","Unshielded"
