Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Power (Watts) - Max","Current @ Pmpp","Voltage @ Pmpp","Current - Short Circuit (Isc)","Type","Voltage - Open Circuit","Operating Temperature","Package / Case","Size / Dimension"
http://ixapps.ixys.com/DataSheet/SM400K10L.pdf,-,SM400K10L-ND,SM400K10L,IXYS,SOLAR CELL MONO 25% 33X15MM,1967,0,"3.86000","0","1","IXOLAR™","Active","85.7mW","15.4mA","5.58V","16.4mA","Monocrystalline","6.91V","-40°C ~ 90°C","Cells","1.299"" L x 0.591"" W x 0.071"" H (33.00mm x 15.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/SM500K12L.pdf,-,SM500K12L-ND,SM500K12L,IXYS,SOLAR CELL MONO 25% 24X32MM,1999,0,"5.29000","0","1","IXOLAR™","Active","132.3mW","19.8mA","6.7V","21mA","Monocrystalline","8.29V","-40°C ~ 90°C","Cells","0.945"" L x 1.260"" W x 0.071"" H (24.00mm x 32.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/SM141K06L.pdf,-,SM141K06L-ND,SM141K06L,IXYS,SOLAR CELL MONO 25% 42X23MM,1965,0,"5.47000","0","1","IXOLAR™","Active","184mW","55.1mA","3.35V","58.6mA","Monocrystalline","4.15V","-40°C ~ 90°C","Cells","1.654"" L x 0.906"" W x 0.083"" H (42.00mm x 23.00mm x 2.10mm)"
http://ixapps.ixys.com/DataSheet/SM700K10L.pdf,-,SM700K10L-ND,SM700K10L,IXYS,SOLAR CELL MONO 25% 24X36MM,1987,0,"5.76000","0","1","IXOLAR™","Active","154.3mW","27.7mA","5.58V","29.5mA","Monocrystalline","6.91V","-40°C ~ 90°C","Cells","0.945"" L x 1.417"" W x 0.071"" H (24.00mm x 36.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/SM730K12L.pdf,-,SM730K12L-ND,SM730K12L,IXYS,SOLAR CELL MONO 25% 33X32MM,1997,0,"5.87000","0","1","IXOLAR™","Active","189mW","28.2mA","6.7V","30mA","Monocrystalline","8.29V","-40°C ~ 90°C","Cells","1.299"" L x 1.260"" W x 0.071"" H (33.00mm x 32.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/SM101K09L.pdf,-,SM101K09L-ND,SM101K09L,IXYS,SOLAR CELL MONO 25% 47X23MM,1970,0,"5.95000","0","1","IXOLAR™","Active","198mW","39.3mA","5.02V","41.9mA","Monocrystalline","6.22V","-40°C ~ 90°C","Cells","1.850"" L x 0.906"" W x 0.083"" H (47.00mm x 23.00mm x 2.10mm)"
http://ixapps.ixys.com/DataSheet/SM141K09L.pdf,-,SM141K09L-ND,SM141K09L,IXYS,SOLAR CELL MONO 25% 63X23MM,1987,0,"7.03000","0","1","IXOLAR™","Active","277mW","55.1mA","5.02V","58.6mA","Monocrystalline","6.22V","-40°C ~ 90°C","Cells","2.480"" L x 0.906"" W x 0.083"" H (63.00mm x 23.00mm x 2.10mm)"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Optoelectronics.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_3603.jpg,1927-1050-ND,3603,Kitronik Ltd.,3.0V 50MA POLYCRYSTALLINE SOLAR,177,0,"7.03000","0","1","-","Active","-","50mA","3V","-","Photovoltaic","-","-","Cells","2.362"" L x 2.362"" W (60.00mm x 60.00mm)"
http://ixapps.ixys.com/DataSheet/SM101K12L.pdf,-,SM101K12L-ND,SM101K12L,IXYS,SOLAR CELL MONO 25% 45X32MM,1978,0,"7.15000","0","1","IXOLAR™","Active","263mW","39.3mA","6.7V","41.9mA","Monocrystalline","8.29V","-40°C ~ 90°C","Cells","1.772"" L x 1.260"" W x 0.083"" H (45.00mm x 32.00mm x 2.10mm)"
http://ixapps.ixys.com/DataSheet/SM141K08L.pdf,-,SM141K08L-ND,SM141K08L,IXYS,SOLAR CELL MONO 25% 88X15MM,2000,0,"7.43000","0","1","IXOLAR™","Active","246mW","55.1mA","4.46V","58.6mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","3.465"" L x 0.591"" W x 0.083"" H (88.00mm x 15.00mm x 2.10mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MPT4.8-75.jpg,1996-1021-ND,MPT4.8-75,PowerFilm Inc.,SOLAR MODULE: 4.8V 50MA,266,0,"7.55000","0","1","Wireless Electronics","Active","240mW","50mA","4.8V","64mA","-","7.4V","-","Cells","3.701"" L x 2.870"" W x 0.009"" H (94.00mm x 72.90mm x 0.22mm)"
http://ixapps.ixys.com/DataSheet/SM850K12L.pdf,-,SM850K12L-ND,SM850K12L,IXYS,SOLAR CELL MONO 25% 38.5X33MM,1996,0,"7.71000","0","1","IXOLAR™","Active","221mW","32.9mA","6.7V","35.1mA","Monocrystalline","8.29V","-40°C ~ 90°C","Cells","1.516"" L x 1.299"" W x 0.079"" H (38.50mm x 33.00mm x 2.00mm)"
http://ixapps.ixys.com/DataSheet/SM141K10LV.pdf,-,SM141K10LV-ND,SM141K10LV,IXYS,SOLAR CELL MONO 25% 45X36MM,1952,0,"7.80000","0","1","IXOLAR™","Active","307mW","55.1mA","5.58V","58.6mA","Monocrystalline","6.91V","-40°C ~ 90°C","Cells","1.772"" L x 1.417"" W x 0.083"" H (45.00mm x 36.00mm x 2.10mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MPT6-75.jpg,1996-1015-ND,MPT6-75,PowerFilm Inc.,SOLAR MODULE: 6V 50MA,105,0,"8.93000","0","1","Wireless Electronics","Active","300mW","50mA","6V","64mA","-","9.3V","-","Cells","4.488"" L x 2.870"" W x 0.009"" H (114.00mm x 72.90mm x 0.22mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MPT3.6-150.jpg,1996-1013-ND,MPT3.6-150,PowerFilm Inc.,SOLAR MODULE: 3.6V 100MA,132,0,"11.43000","0","1","Wireless Electronics","Active","360mW","100mA","3.6V","128mA","-","5.5V","-","Cells","2.909"" L x 5.748"" W x 0.009"" H (73.90mm x 146.00mm x 0.22mm)"
https://www.powerfilmsolar.com/media/cms/Electronic_Component_Spec_Sheet_Cla_77DEA84523C82.pdf,//media.digikey.com/Photos/PowerFilm%20Inc.%20Photos/MFG_MPT4.8-150.jpg,1996-1014-ND,MPT4.8-150,PowerFilm Inc.,SOLAR MODULE: 4.8V 100MA,120,0,"14.19000","0","1","Wireless Electronics","Active","480mW","100mA","4.8V","128mA","-","7.4V","-","Cells","3.701"" L x 5.748"" W x 0.009"" H (94.00mm x 146.00mm x 0.22mm)"
http://ixapps.ixys.com/DataSheet/SM531K08L.pdf,-,SM531K08L-ND,SM531K08L,IXYS,SOLAR CELL MONO 25% 89X52MM,476,0,"16.29000","0","1","IXOLAR™","Active","913mW","205mA","4.46V","218mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","3.504"" L x 2.047"" W x 0.071"" H (89.00mm x 52.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/SM531K10L.pdf,-,SM531K10L-ND,SM531K10L,IXYS,SOLAR CELL MONO 25% 89X65MM,471,0,"18.15000","0","1","IXOLAR™","Active","1.141W","205mA","5.58V","218mA","Monocrystalline","6.91V","-40°C ~ 90°C","Cells","3.504"" L x 2.559"" W x 0.071"" H (89.00mm x 65.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/KXOB22-12X1F_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB22-12X1L.jpg,KXOB22-12X1F-ND,KXOB22-12X1F,IXYS,MONO SOLAR CELL 22MM X 7MM,7170,0,"1.95000","0","1","IXOLAR™","Obsolete","-","44.6mA","500mV","50mA","Monocrystalline","630mV","-","Cells","0.866"" L x 0.276"" W x 0.074"" H (22.00mm x 7.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-05X3F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-05X3FTR-ND,KXOB25-05X3F-TR,IXYS,SOLAR CELL MONO 25% 23X8MM,0,0,"1.43560","0","2500","IXOLAR™","Active","30.7mW","18.4mA","1.67V","19.5mA","Monocrystalline","2.07V","-40°C ~ 90°C","Cells","0.906"" L x 0.315"" W x 0.071"" H (23.00mm x 8.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-05X3F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-05X3FCT-ND,KXOB25-05X3F-TR,IXYS,SOLAR CELL MONO 25% 23X8MM,1768,0,"2.46000","0","1","IXOLAR™","Active","30.7mW","18.4mA","1.67V","19.5mA","Monocrystalline","2.07V","-40°C ~ 90°C","Cells","0.906"" L x 0.315"" W x 0.071"" H (23.00mm x 8.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-05X3F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-05X3FDKR-ND,KXOB25-05X3F-TR,IXYS,SOLAR CELL MONO 25% 23X8MM,1768,0,"Digi-Reel","0","1","IXOLAR™","Active","30.7mW","18.4mA","1.67V","19.5mA","Monocrystalline","2.07V","-40°C ~ 90°C","Cells","0.906"" L x 0.315"" W x 0.071"" H (23.00mm x 8.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-02X8F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-02X8FTR-ND,KXOB25-02X8F-TR,IXYS,SOLAR CELL MONO 25% 23X8MM,0,0,"1.68720","0","2500","IXOLAR™","Active","26.3mW","5.9mA","4.46V","6.3mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","0.906"" L x 0.315"" W x 0.071"" H (23.00mm x 8.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-02X8F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-02X8FCT-ND,KXOB25-02X8F-TR,IXYS,SOLAR CELL MONO 25% 23X8MM,2468,0,"2.90000","0","1","IXOLAR™","Active","26.3mW","5.9mA","4.46V","6.3mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","0.906"" L x 0.315"" W x 0.071"" H (23.00mm x 8.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/KXOB25-02X8F.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB25-SERIES.jpg,KXOB25-02X8FDKR-ND,KXOB25-02X8F-TR,IXYS,SOLAR CELL MONO 25% 23X8MM,2468,0,"Digi-Reel","0","1","IXOLAR™","Active","26.3mW","5.9mA","4.46V","6.3mA","Monocrystalline","5.53V","-40°C ~ 90°C","Cells","0.906"" L x 0.315"" W x 0.071"" H (23.00mm x 8.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/KXOB22-01X8F_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/KXOB22-01X8L.jpg,KXOB22-01X8F-ND,KXOB22-01X8F,IXYS,MONO SOLAR CELL 22MM X 7MM,2429,0,"4.04000","0","1","IXOLAR™","Obsolete","-","3.8mA","3.4V","4.4mA","Monocrystalline","4.7V","-","Cell (8)","0.866"" L x 0.276"" W x 0.074"" H (22.00mm x 7.00mm x 1.80mm)"
http://ixapps.ixys.com/DataSheet/SLMD121H04L_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLMD121H04L.JPG,SLMD121H04L-ND,SLMD121H04L,IXYS,MONO SOLAR CELL 43MM X 14MM,6502,0,"5.12000","0","1","IXOLAR™","Obsolete","89mW","44.6mA","2V","50mA","Monocrystalline","2.52V","-","Cell (4)","1.693"" L x 0.551"" W x 0.079"" H (43.00mm x 14.00mm x 2.00mm)"
http://ixapps.ixys.com/DataSheet/SLMD600H10L_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLMD600H10L.JPG,SLMD600H10L-ND,SLMD600H10L,IXYS,MONO SOLAR CELL 22MM X 35MM,5510,0,"6.05000","0","1","IXOLAR™","Obsolete","111mW","22.3mA","5.01V","25mA","Monocrystalline","6.3V","-","Cell (10)","0.866"" L x 1.378"" W x 0.079"" H (22.00mm x 35.00mm x 2.00mm)"
http://ixapps.ixys.com/DataSheet/SLMD480H12L_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLMD480H12L.JPG,SLMD480H12L-ND,SLMD480H12L,IXYS,MONO SOLAR CELL 35MM X 22MM,926,0,"6.05000","0","1","IXOLAR™","Obsolete","109mW","18mA","6.06V","20mA","Monocrystalline","7.56V","-","Cell (12)","0.866"" L x 1.378"" W x 0.079"" H (22.00mm x 35.00mm x 2.00mm)"
http://ixapps.ixys.com/DataSheet/SLMD121H08L_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLMD121H08L.JPG,SLMD121H08L-ND,SLMD121H08L,IXYS,MONO SOLAR CELL 86MM X 14MM,161,0,"8.30000","0","1","IXOLAR™","Obsolete","178mW","44.6mA","4V","50mA","Monocrystalline","5.04V","-","Cell (8)","3.386"" L x 0.551"" W x 0.079"" H (86.00mm x 14.00mm x 2.00mm)"
http://ixapps.ixys.com/DataSheet/SLMD121H09L_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/MFG_SLMD121H9.JPG,SLMD121H9L-ND,SLMD121H09L,IXYS,MONO SOLAR CELL 62MM X 21MM,1228,0,"9.24000","0","1","IXOLAR™","Obsolete","201mW","44.6mA","4.5V","50mA","Monocrystalline","5.67V","-","Cell (9)","-"
http://ixapps.ixys.com/DataSheet/SLMD121H10L_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/MFG_SLMD121H10L.JPG,SLMD121H10L-ND,SLMD121H10L,IXYS,MONO SOLAR CELL 42MM X 35MM,1710,0,"9.80000","0","1","IXOLAR™","Obsolete","223mW","44.6mA","5.01V","50mA","Monocrystalline","6.3V","-","Cell (10)","1.378"" L x 1.654"" W x 0.079"" H (35.00mm x 42.00mm x 2.00mm)"
http://ixapps.ixys.com/DataSheet/SLMD481H10L_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLMD481H10L.JPG,SLMD481H10L-ND,SLMD481H10L,IXYS,MONO SOLAR CELL 89MM X 67MM,2284,0,"30.90000","0","1","IXOLAR™","Obsolete","892mW","178mA","5V","200mA","Monocrystalline","6.3V","-","Cell (20)","3.504"" L x 2.638"" W x 0.079"" H (89.00mm x 67.00mm x 2.00mm)"
http://ixapps.ixys.com/DataSheet/SLMD481H12L_Nov16.pdf,//media.digikey.com/Photos/IXYS%20Photos/SLMD481H12L.JPG,SLMD481H12L-ND,SLMD481H12L,IXYS,MONO SOLAR CELL 90MM X 79MM,285,0,"34.72000","0","1","IXOLAR™","Obsolete","1.08W","178mA","6.06V","200mA","Monocrystalline","7.56V","-","Cell (24)","3.543"" L x 3.110"" W x 0.079"" H (90.00mm x 79.00mm x 2.00mm)"
