Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Sensor Type","Sensing Distance","Output Type","Response Frequency","Shielding","Material - Body","Voltage - Supply","Termination Style","Operating Temperature","Ingress Protection","Indicator","Package / Case"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-3SB-R.jpg,1110-2204-ND,GX-3S,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 0.6MM CYLIND,655,59,"78.30000","0","1","GX","Active","Inductive","0.024"" (0.6mm)","NPN-NO, 2-Wire","1kHz","Shielded","Stainless Steel","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder"
https://www.ia.omron.com/data_pdf/cat/e2e_d115-e1_9_4_csm1012586.pdf?id=3181,//media.digikey.com/Photos/Omron%20Auto/E2E-S05S12-WC-C1.jpg,Z6409-ND,E2E-S05S12-WC-C1 2M,Omron Automation and Safety,SENSOR PROX INDUCT 1.2MM CYLIND,149,526,"88.20000","0","1","E2E","Active","Inductive","0.047"" (1.2mm)","NPN-NO, 3-Wire","4kHz","Shielded","Stainless Steel","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M5"
http://www.ia.omron.com/data_pdf/cat/e2e_ds_e_12_3_csm446.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E2E-X5ME1.jpg,Z3253-ND,E2E-X5ME1,Omron Automation and Safety,SENSOR PROX INDUCTIVE 5MM CYLIND,204,344,"98.15000","0","1","E2E","Active","Inductive","0.197"" (5mm)","NPN-NO, 3-Wire","400Hz","Unshielded","Nickel-Plated Brass","10V ~ 40V","Cable Leads","-40°C ~ 85°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2e_ds_e_12_3_csm446.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/E2E-X1R5E1.jpg,Z1062-ND,E2E-X1R5E1,Omron Automation and Safety,SENSOR PROX INDUCT 1.5MM CYLIND,166,603,"98.15000","0","1","E2E","Active","Inductive","0.059"" (1.5mm)","NPN-NO, 3-Wire","2kHz","Shielded","Stainless Steel","10V ~ 40V","Cable Leads","-40°C ~ 85°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2k-f_ds_e_5_5_csm458.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E2K-F10MC-1.JPG,Z3191-ND,E2K-F10MC1,Omron Automation and Safety,SENSOR PROX CAP 10MM IP66 BOX,69,125,"125.69000","0","1","E2K","Active","Capacitive","0.394"" (10mm)","NPN-NO, 3-Wire","100Hz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-10°C ~ 55°C","IP66","LED","Box"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc0851,//media.digikey.com/Renders/Texas%20Instr%20Renders/8-WFDFN.jpg,296-47329-2-ND,LDC0851HDSGR,Texas Instruments,SENSOR PROX INDUCTIVE 8WDFN,3000,9000,"0.46760","0","3000","-","Active","Inductive","-","Push-Pull","-","-","-","1.71V ~ 3.46V","PC Pin","-40°C ~ 125°C","-","-","8-WDFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc0851,//media.digikey.com/Renders/Texas%20Instr%20Renders/8-WFDFN.jpg,296-47329-1-ND,LDC0851HDSGR,Texas Instruments,SENSOR PROX INDUCTIVE 8WDFN,6591,10001,"1.14000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","8-WDFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc0851,//media.digikey.com/Renders/Texas%20Instr%20Renders/8-WFDFN.jpg,296-47329-6-ND,LDC0851HDSGR,Texas Instruments,SENSOR PROX INDUCTIVE 8WDFN,6591,10001,"Digi-Reel","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","8-WDFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc0851,//media.digikey.com/Renders/Texas%20Instr%20Renders/8-WFDFN.jpg,296-43798-2-ND,LDC0851HDSGT,Texas Instruments,SENSOR PROX INDUCTIVE 8WFDFN,4750,10000,"0.82776","0","250","-","Active","Inductive","-","Push-Pull","-","-","-","1.71V ~ 3.46V","PC Pin","-40°C ~ 125°C","-","-","8-WFDFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc0851,//media.digikey.com/Renders/Texas%20Instr%20Renders/8-WFDFN.jpg,296-43798-1-ND,LDC0851HDSGT,Texas Instruments,SENSOR PROX INDUCTIVE 8WFDFN,4981,10001,"1.31000","0","1","-","Active","Inductive","-","Push-Pull","-","-","-","1.71V ~ 3.46V","PC Pin","-40°C ~ 125°C","-","-","8-WFDFN Exposed Pad"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fldc0851,//media.digikey.com/Renders/Texas%20Instr%20Renders/8-WFDFN.jpg,296-43798-6-ND,LDC0851HDSGT,Texas Instruments,SENSOR PROX INDUCTIVE 8WFDFN,4981,10001,"Digi-Reel","0","1","-","Active","Inductive","-","Push-Pull","-","-","-","1.71V ~ 3.46V","PC Pin","-40°C ~ 125°C","-","-","8-WFDFN Exposed Pad"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-F6A.jpg,1110-2211-ND,GX-F6A,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 1.3MM MOD,111,5,"26.70000","0","1","GX","Active","Inductive","0.051"" (1.3mm)","NPN-NO, 3-Wire","400Hz","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-H8.jpg,1110-1951-ND,GX-H8B,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 2.1MM MOD,298,0,"26.80000","0","1","GX","Active","Inductive","0.083"" (2.1mm)","NPN-NC, 3-Wire","500Hz","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-M12KN08-WP.jpg,Z4150-ND,E2B-M12KN08-WP-C1 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,281,424,"29.00000","0","1","E2B","Active","Inductive","0.315"" (8mm)","NPN-NO, 3-Wire","800Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-S08KN04-MC-B1.JPG,Z4106-ND,E2B-S08KN04-MC-B1,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,103,594,"30.69000","0","1","E2B","Active","Inductive","0.157"" (4mm)","PNP-NO, 3-Wire","1kHz","Unshielded","Stainless Steel","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/photos/Omron%20Auto/E2B-S08KN04-WP.jpg,Z4104-ND,E2B-S08KN04-WP-C2 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,249,0,"32.40000","0","1","E2B","Active","Inductive","0.157"" (4mm)","NPN-NC, 3-Wire","1kHz","Unshielded","Stainless Steel","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/GX-FL15B.jpg,1110-1157-ND,GX-FL15A-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 4.2MM MOD,134,0,"42.00000","0","1","GX","Active","Inductive","0.165"" (4.2mm)","PNP-NO, 3-Wire","150Hz","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2A_Proximity_Sensor.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E2A-M12KS04-WP-C1%202M.jpg,Z3133-ND,E2A-M12KS04-WP-C1 2M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 4MM CYLIND,183,228,"88.20000","0","1","E2A","Active","Inductive","0.157"" (4mm)","NPN-NO, 3-Wire","1kHz","Shielded","Nickel-Plated Brass","10V ~ 32V","Cable Leads","-40°C ~ 70°C","IP67, IP69K","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2e_ds_e_12_3_csm446.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E2E-X2D1-M1G.JPG,Z3246-ND,E2E-X2D1-M1G,Omron Automation and Safety,SENSOR PROX INDUCTIVE 2MM CYLIND,32,308,"107.73000","0","1","E2E","Active","Inductive","0.079"" (2mm)","NPN-NO, 2-Wire","1.5kHz","Shielded","Stainless Steel","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
http://www.ia.omron.com/data_pdf/cat/tl-w_ds_e_11_1_csm469.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/TL-W20ME1.jpg,Z1660-ND,TL-W20ME1,Omron Automation and Safety,SENSOR PROX INDUCT 20MM IP67 MOD,43,101,"136.08000","0","1","-","Active","Inductive","0.787"" (20mm)","NPN-NO, 3-Wire","40Hz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Module"
http://www.ia.omron.com/data_pdf/cat/e2k-l_ds_e_4_3_csm459.pdf,//media.digikey.com/Photos/Omron%20Auto/E2K-L26MC1.JPG,Z3455-ND,E2K-L26MC1,Omron Automation and Safety,SENSOR PROX CAP 12-26MM IP66 BOX,194,298,"170.10000","0","1","E2K","Active","Capacitive","0.472"" ~ 1.024"" (12mm ~ 26mm)","NPN-NO, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","0°C ~ 55°C","IP66","LED","Box"
http://www.ia.omron.com/data_pdf/cat/e2k-x_ds_e_8_1_csm460.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/E2K-X8ME1,%20E2K-X8MF1.jpg",Z2424-ND,E2K-X8ME1,Omron Automation and Safety,SENSOR PROX CAP 8MM IP66 CYLIND,32,125,"170.10000","0","1","E2K","Active","Capacitive","0.315"" (8mm)","NPN-NO, 3-Wire","100Hz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP66","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-H6.jpg,1110-1946-ND,GX-H6A,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 1.3MM MOD,114,10,"26.70000","0","1","GX","Active","Inductive","0.051"" (1.3mm)","NPN-NO, 3-Wire","400Hz","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-H8.jpg,1110-1949-ND,GX-H8AI,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 2.1MM MOD,261,235,"26.80000","0","1","GX","Active","Inductive","0.083"" (2.1mm)","NPN-NO, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-F12.jpg,1110-1933-ND,GX-F12AI-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 3.3MM MOD,159,140,"26.80000","0","1","GX","Active","Inductive","0.13"" (3.3mm)","PNP-NO, 3-Wire","-","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M12LN08-M1.jpg,Z4167-ND,E2B-M12LN08-M1-C1,Omron Automation and Safety,SENSOR PROX INDUCTIVE 8MM CYLIND,118,79,"34.11000","0","1","E2B","Active","Inductive","0.315"" (8mm)","NPN-NO, 3-Wire","800Hz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
http://www.ia.omron.com/data_pdf/cat/e2b_d116-e1_1_5_csm1012652.pdf,//media.digikey.com/Photos/Omron%20Auto/E2B-M30LS15-M1.jpg,Z4238-ND,E2B-M30LS15-M1-B1,Omron Automation and Safety,SENSOR PROX INDUCTIVE 15MM CYL,169,0,"51.28000","0","1","E2B","Active","Inductive","0.591"" (15mm)","PNP-NO, 3-Wire","250Hz","Shielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M30"
http://www.ia.omron.com/data_pdf/cat/e2s_ds_e_9_2_csm462.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E2S-W23%201M.jpg,Z5694-ND,E2S-W25 1M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 2.5MM MOD,157,104,"63.00000","0","1","E2S","Active","Inductive","0.098"" (2.5mm)","PNP-NO, 3-Wire","1kHz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Module"
http://www.ia.omron.com/data_pdf/cat/e2s_ds_e_9_2_csm462.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/E2S-W23%201M.jpg,Z3193-ND,E2S-W23 1M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 2.5MM MOD,123,117,"63.00000","0","1","E2S","Active","Inductive","0.098"" (2.5mm)","NPN-NO, 3-Wire","1kHz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Module"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/GX-U,FU.pdf",//media.digikey.com/Photos/Panasonic%20Photos/GX-12MUB.jpg,1110-1924-ND,GX-12MU-J,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 2.4MM CYLIND,145,26,"66.50000","0","1","GX","Active","Inductive","0.094"" (2.4mm)","NPN-NO, 2-Wire","1.2kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable with Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M12"
-,//media.digikey.com/Photos/Panasonic%20Photos/GS-3S.jpg,1110-1921-ND,GS-3S,Panasonic Industrial Automation Sales,SENSOR PROX IND 0.8MM CYL 3M CBL,31,0,"101.60000","0","1","GS","Active","Inductive","0.031"" (0.8mm)","Requires Amplifier","-","Unshielded","Stainless Steel","-","Cable Leads","-10°C ~ 60°C","IP67","No Indicator","Cylinder"
https://cdn.sick.com/media/pdf/9/89/589/dataSheet_IME18-12NPSZC0S_1040982_en.pdf,//media.digikey.com/Photos/Sick%20Photos/IME18-12NPSZC0S.jpg,1882-1262-ND,IME18-12NPSZC0S,"SICK, Inc.",SENSOR PROX INDUCTIVE 12MM CYL,139,0,"56.00000","0","1","-","Active","Inductive","0.472"" (12mm)","PNP-NO, 3-Wire","1kHz","Unshielded","Nickel-Plated Brass","10V ~ 30V","Connector","-25°C ~ 75°C","IP67","LED","Cylinder, Threaded - M18"
http://www.ia.omron.com/data_pdf/cat/e2s_ds_e_9_2_csm462.pdf,//media.digikey.com/Photos/Omron%20Auto/E2S-W14-1M.jpg,Z9241-ND,E2S-W14 1M,Omron Automation and Safety,SENSOR PROX INDUCTIVE 1.6MM MOD,149,18,"63.00000","0","1","E2S","Active","Inductive","0.063"" (1.6mm)","NPN-NC, 3-Wire","1kHz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Module"
https://cdn.sick.com/media/pdf/0/40/440/dataSheet_IN30-E0306K_6034581_en.pdf,//media.digikey.com/Photos/Sick%20Photos/IN30-E0306K.jpg,1882-1271-ND,IN30-E0306K,"SICK, Inc.",SENSOR PROX INDUCTIVE 1-5MM CYL,27,0,"223.04000","0","1","-","Active","Inductive","0.039"" ~ 0.197"" (1mm ~ 5mm)","-","-","Unshielded","-","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
https://cdn.sick.com/media/pdf/2/62/362/dataSheet_UM18-218161101_6048420_en.pdf,//media.digikey.com/photos/Sick%20Photos/UM18-218161101.jpg,1882-1416-ND,UM18-218161101,"SICK, Inc.",SENSOR PROX ULTRA 120-1000MM CYL,37,0,"229.63000","0","1","UM18","Active","Ultrasonic","4.724"" ~ 39.37"" (120mm ~ 1000mm)","PNP","10Hz","-","Polybutylene Terephthalate (PBT)","10V ~ 30V","Connector","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M18"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx-f_h_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/GX-F8BI-P.jpg,1110-1939-ND,GX-F8A-P,Panasonic Industrial Automation Sales,SENSOR PROX INDUCTIVE 2.1MM MOD,110,134,"26.80000","0","1","GX","Active","Inductive","0.083"" (2.1mm)","PNP-NO, 3-Wire","500Hz","Unshielded","Plastic","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP68","LED","Module"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/GX-U,FU.pdf",//media.digikey.com/Photos/Panasonic%20Photos/GX-8MUB-C5.jpg,1110-2206-ND,GX-8MU,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 1.6MM CYLIND,39,41,"54.90000","0","1","GX","Active","Inductive","0.063"" (1.6mm)","NPN-NO, 3-Wire","1.2kHz","Shielded","Stainless Steel","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M8"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/GX-U,FU.pdf",//media.digikey.com/Photos/Panasonic%20Photos/GX-5SU.jpg,1110-1060-ND,GX-5SU,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 1.2MM CYLIND,65,25,"65.50000","0","1","GX","Active","Inductive","0.047"" (1.2mm)","NPN-NO, 3-Wire","1.75kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-5M%20SERIES.jpg,1110-2205-ND,GX-5M,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 0.6MM CYLIND,78,21,"78.30000","0","1","GX","Active","Inductive","0.024"" (0.6mm)","NPN-NO, 2-Wire","1kHz","Shielded","Nickel-Plated Brass","12V ~ 24V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder, Threaded - M5"
http://www.ia.omron.com/data_pdf/cat/tl-w_ds_e_11_1_csm469.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/TL-W5MC1.jpg,Z1086-ND,TL-W5MC1,Omron Automation and Safety,SENSOR PROX INDUCT 5MM IP67 MOD,23,165,"85.68000","0","1","-","Active","Inductive","0.197"" (5mm)","NPN-NO, 3-Wire","500Hz","Unshielded","Plastic","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Module"
https://industrial.omron.us/en/media/E2E-S0_E2E-C0_Datasheet_en_201412_E55I-E-03_rev8_1_tcm849-114339.pdf,//media.digikey.com/Photos/Omron%20Auto/E2E-CR8C2.jpg,Z5679-ND,E2E-C04S12-WC-C1 2M,Omron Automation and Safety,SENSOR PROX INDUCT 1.2MM CYLIND,30,115,"88.20000","0","1","E2E","Active","Inductive","0.047"" (1.2mm)","NPN-NO, 3-Wire","4kHz","Shielded","Stainless Steel","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/proximity/catalog/gx_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/GX-5SB.jpg,1110-1928-ND,GX-5S,Panasonic Industrial Automation Sales,SENSOR PROX INDUCT 0.8MM CYLIND,9,35,"93.50000","0","1","GX","Active","Inductive","0.031"" (0.8mm)","NPN-NO, 2-Wire","1kHz","Shielded","Nickel-Plated Brass","10V ~ 30V","Cable Leads","-25°C ~ 70°C","IP67","LED","Cylinder"
