Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Operating Force","Output","Sensor Type","Voltage - Supply","Actuator Type","Actuator Style/Size","Operating Temperature"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FX19&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/FX1901-0001.jpg,223-1530-ND,FX1901-0001-0100-L,TE Connectivity Measurement Specialties,SENSOR TENSE LOAD CELL,77,0,"30.76000","0","1","-","Active","45.36kgf (100lbs)","Voltage","Load Cell","5V","Pushbutton","-","0°C ~ 50°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FS20&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/FS2030-000X-0500-G.jpg,223-1525-ND,FS2030-000X-0500-G,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL,14,0,"61.40000","0","1","-","Active","500gf","Voltage","Load Cell","3.3V ~ 12V","Button","-","0°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FC22&DocType=DS&DocLang=English,//media.digikey.com/photos/Measurement%20Specialties%20Photos/FC2231%20SERIES.jpg,MSP6951-ND,FC2231-0000-0100-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 100LBS,77,0,"66.88000","0","1","-","Active","45.36kgf (100lbs)","0.5 V ~ 4.5 V","Load Cell","5V","Pushbutton","Round, 6mm","-40°C ~ 85°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FC22&DocType=DS&DocLang=English,//media.digikey.com/photos/Measurement%20Specialties%20Photos/FC2231%20SERIES.jpg,MSP6950-ND,FC2231-0000-0050-L,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 50LBS,59,0,"66.88000","0","1","-","Active","22.68kgf (50lbs)","0.5 V ~ 4.5 V","Load Cell","5V","Pushbutton","Round, 6mm","-40°C ~ 85°C"
http://sensing.honeywell.com/honeywell-t&m-model-53-load-cell-product-sheet-008638-4-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/53-SERIES.jpg,480-6069-ND,060-0238-07,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 1000LBS,5,0,"553.61000","0","1","Model 53","Active","453.59kgf (1000lbs)","Voltage","Load Cell","10V","Pushbutton","Round, 8.13mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-53-load-cell-product-sheet-008638-4-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/53-SERIES.jpg,480-6072-ND,060-0239-08,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 10000LBS,8,0,"625.82000","0","1","Model 53","Active","4536kgf (10000lbs)","Voltage","Load Cell","10V","Pushbutton","Round, 10.16mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-53-load-cell-product-sheet-008638-4-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/53-SERIES.jpg,480-6071-ND,060-0239-04,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 5000LBS,3,0,"625.82000","0","1","Model 53","Active","2268kgf (5000lbs)","Voltage","Load Cell","10V","Pushbutton","Round, 10.16mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-13-subminiature-load-cell-product-sheet-008641-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/13-SERIES.jpg,480-6091-ND,060-2444-03,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 100LBS,16,0,"679.98000","0","1","Model 13","Active","45.36kgf (100lbs)","Voltage","Load Cell","5V","Pushbutton","Round, 3.05mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-13-subminiature-load-cell-product-sheet-008641-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/13-SERIES.jpg,480-6092-ND,060-2444-06,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 250LBS,14,0,"679.98000","0","1","Model 13","Active","113.4kgf (250lbs)","Voltage","Load Cell","5V","Pushbutton","Round, 3.05mm","-54°C to 121°C"
https://measurementsensors.honeywell.com/ProductDocuments/Load/Model_31_Datasheet.pdf,//media.digikey.com/Photos/Honeywell%20Photos/31-SERIES.jpg,480-6080-ND,060-1426-04,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 10LBS,16,0,"853.53000","0","1","Model 31","Active","4.54kgf (10lbs)","Voltage","Load Cell","5V","Diaphragm","Stud, 6-32 UNC","-54°C to 121°C"
https://measurementsensors.honeywell.com/ProductDocuments/Load/Model_31_Datasheet.pdf,//media.digikey.com/Photos/Honeywell%20Photos/31-SERIES.jpg,480-6082-ND,060-1430-05,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 50LBS,4,0,"853.53000","0","1","Model 31","Active","22.68kgf (50lbs)","Voltage","Load Cell","5V","Diaphragm","Stud, 6-32 UNC","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-41-precision-load-cell-product-sheet-008609-3-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/41-SERIES.jpg,480-6077-ND,060-0572-05,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 5000LBS,11,0,"1085.28000","0","1","Model 41","Active","2268kgf (5000lbs)","Voltage","Load Cell","10V","Diaphragm","Internal Thread, 1/2-20 UNF","-54°C to 121°C"
https://cdn.sparkfun.com/assets/9/9/a/f/3/TAL221.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-14727.jpg,1568-1898-ND,SEN-14727,SparkFun Electronics,MINI LOAD CELL 100G STRAIGHT BAR,61,0,"10.00000","0","1","-","Active","0.10kgf (0.220lbs)","Analog Voltage","Load Cell","6V","-","-","-10°C ~ 40°C"
https://www.sparkfun.com/datasheets/Sensors/loadsensor.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-10245.jpg,1568-1661-ND,SEN-10245,SparkFun Electronics,LOAD SENSOR STRAIN GAUGE,40,0,"10.95000","0","1","*","Active","-","-","-","-","-","-","-"
https://cdn.sparkfun.com/assets/9/9/a/f/3/TAL221.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_SEN-14728.jpg,1568-1899-ND,SEN-14728,SparkFun Electronics,MINI LOAD CELL 500G STRAIGHT BAR,43,0,"11.25000","0","1","-","Active","0.50kgf (1.10lbs)","Analog Voltage","Load Cell","6V","-","-","-10°C ~ 40°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FX19&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/FX1901-0001.jpg,223-1776-ND,FX1901-0001-0010-L,TE Connectivity Measurement Specialties,SENSOR TENSE LOAD CELL,67,0,"30.76000","0","1","-","Active","4.54kgf (10lbs)","Voltage","Resistive","5V","Pushbutton","-","0°C ~ 50°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FS20&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/FS2050-0000-1500-G.jpg,223-1526-ND,FS2050-000X-1500-G,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 3.3LBS,35,0,"61.40000","0","1","-","Active","1.5kgf (3.3lbs)","1 V ~ 4 V","Load Cell","3.3V ~ 12V","Plunger","Round, 12.2mm","0°C ~ 70°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FS20&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/FS2050-0000-1500-G.jpg,223-1243-ND,FS2050-0000-1500-G,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL 3.3LBS,15,0,"61.40000","0","1","-","Active","1.5kgf (3.3lbs)","1 V ~ 4 V","Load Cell","3.3V ~ 12V","Plunger","Round, 12.2mm","0°C ~ 70°C"
http://sensing.honeywell.com/index.php?ci_id=50137,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,480-6894-ND,FSS020WNSB,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 0-20N,14,0,"89.24000","0","1","FSS-SMT","Active","0 ~ 20N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","-","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=44994,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,480-6857-ND,FSS005WNGB,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 1.124LBS,15,0,"93.70000","0","1","FSS-SMT","Active","0 ~ 5N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/FSG&FSL_ds.pdf,//media.digikey.com/photos/Honeywell%20Photos/FSG15N1A.JPG,480-2621-5-ND,FSG15N1A,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 3.3LBS,9,0,"123.25000","0","1","FS","Active","1.5kgf (3.3lbs)","360mV","Resistive","10V","Plunger","Round, 5.08mm","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=50136,//media.digikey.com/Photos/Honeywell%20Photos/FSG020WNPB.jpg,480-5695-ND,FSG020WNPB,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SENSING RES 0-20N,22,0,"129.42000","0","1","FSG","Active","0 ~ 20N","Voltage","Force Sensing Resistor","10V","Plunger","-","-40°C ~ 85°C"
http://sensing.honeywell.com/honeywell-t&m-model-13-subminiature-load-cell-product-sheet-008641-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/13-SERIES.jpg,480-6090-ND,060-2443-08,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 50LBS,15,0,"679.98000","0","1","Model 13","Active","22.68kgf (50lbs)","Voltage","Load Cell","5V","Pushbutton","Round, 2.29mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-13-subminiature-load-cell-product-sheet-008641-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/13-SERIES.jpg,480-6089-ND,060-2443-07,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 25LBS,4,0,"696.36000","0","1","Model 13","Active","11.34kgf (25lbs)","Voltage","Load Cell","5V","Pushbutton","Round, 2.29mm","-54°C to 121°C"
https://measurementsensors.honeywell.com/ProductDocuments/Load/Model_31_Datasheet.pdf,//media.digikey.com/Photos/Honeywell%20Photos/31-SERIES.jpg,480-6086-ND,060-1432-07,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 1000LBS,4,0,"853.53000","0","1","Model 31","Active","453.59kgf (1000lbs)","Voltage","Load Cell","5V","Diaphragm","Stud, 6-32 UNC","-54°C to 121°C"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/114990100_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_114990100.jpg,1597-1482-ND,114990100,"Seeed Technology Co., Ltd",WEIGHT SENSOR (LOAD CELL) 0-50KG,50,0,"10.15000","0","1","*","Active","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FX19&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/FX1900-0000-0025-L.jpg,223-1527-ND,FX1900-0000-0025-L,TE Connectivity Measurement Specialties,SENSOR TENSE LOAD CELL,16,0,"30.76000","0","1","-","Active","11.34kgf (25lbs)","Voltage","Resistive","5V","Pushbutton","-","0°C ~ 50°C"
http://sensing.honeywell.com/index.php?ci_id=50137,//media.digikey.com/Photos/Honeywell%20Photos/FSS010WNSB.jpg,480-6859-ND,FSS010WNSB,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 2.248LBS,6,0,"76.97000","0","1","FSS","Active","0 ~ 10N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
-,"//media.digikey.com/photos/Honeywell%20Photos/FSS1500NSB,%20FSS1500NSR,%20FSS1500NST.jpg",480-2620-5-ND,FSS1500NST,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 3.3LBS,45,0,"91.92000","0","1","FSS","Active","1.5kgf (3.3lbs)","180mV","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
-,"//media.digikey.com/photos/Honeywell%20Photos/FSS1500NSB,%20FSS1500NSR,%20FSS1500NST.jpg",480-2618-ND,FSS1500NSB,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 3.3LBS,37,0,"91.92000","0","1","FSS","Active","1.5kgf (3.3lbs)","180mV","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
http://sensing.honeywell.com/honeywell-t&m-model-53-load-cell-product-sheet-008638-4-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/53-SERIES.jpg,480-6070-ND,060-0238-10,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 2000LBS,5,0,"553.61000","0","1","Model 53","Active","907.18kgf (2000lbs)","Voltage","Load Cell","10V","Pushbutton","Round, 8.13mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-53-load-cell-product-sheet-008638-4-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/53-SERIES.jpg,480-6068-ND,060-0238-05,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 500LBS,3,0,"553.61000","0","1","Model 53","Active","226.80kgf (500lbs)","Voltage","Load Cell","10V","Pushbutton","Round, 8.13mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-53-load-cell-product-sheet-008638-4-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/53-SERIES.jpg,480-6073-ND,060-0240-02,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 20000LBS,6,0,"695.46000","0","1","Model 53","Active","9072kgf (20000lbs)","Voltage","Load Cell","10V","Pushbutton","Round, 15.24mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-13-subminiature-load-cell-product-sheet-008641-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/13-SERIES.jpg,480-6093-ND,060-2445-04,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 1000LBS,3,0,"696.36000","0","1","Model 13","Active","453.59kgf (1000lbs)","Voltage","Load Cell","5V","Pushbutton","Round, 6.35mm","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-53-load-cell-product-sheet-008638-4-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/53-SERIES.jpg,480-6074-ND,060-0241-04,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 50000LBS,2,0,"830.92000","0","1","Model 53","Active","22680kgf (50000lbs)","Voltage","Load Cell","10V","Pushbutton","Round, 19.81mm","-54°C to 121°C"
https://measurementsensors.honeywell.com/ProductDocuments/Load/Model_31_Datasheet.pdf,//media.digikey.com/Photos/Honeywell%20Photos/31-SERIES.jpg,480-6081-ND,060-1430-04,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 25LBS,4,0,"833.44000","0","1","Model 31","Active","11.34kgf (25lbs)","Voltage","Load Cell","5V","Diaphragm","Stud, 6-32 UNC","-54°C to 121°C"
https://measurementsensors.honeywell.com/ProductDocuments/Load/Model_31_Datasheet.pdf,//media.digikey.com/Photos/Honeywell%20Photos/31-SERIES.jpg,480-6085-ND,060-1432-08,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 500LBS,17,0,"853.53000","0","1","Model 31","Active","226.80kgf (500lbs)","Voltage","Load Cell","5V","Diaphragm","Stud, 6-32 UNC","-54°C to 121°C"
https://measurementsensors.honeywell.com/ProductDocuments/Load/Model_31_Datasheet.pdf,//media.digikey.com/Photos/Honeywell%20Photos/31-SERIES.jpg,480-6084-ND,060-1432-04,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 250LBS,2,0,"853.53000","0","1","Model 31","Active","113.4kgf (250lbs)","Voltage","Load Cell","5V","Diaphragm","Stud, 6-32 UNC","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-41-precision-load-cell-product-sheet-008609-3-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/41-SERIES.jpg,480-6078-ND,060-0574-03,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 10000LBS,3,0,"1209.64000","0","1","Model 41","Active","4536kgf (10000lbs)","Voltage","Load Cell","10V","Diaphragm","Internal Thread, 1-14 UNS","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-13-subminiature-load-cell-product-sheet-008641-2-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/13-SERIES.jpg,480-6087-ND,060-2443-02,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 2.2LBS,0,0,"689.61000","0","1","Model 13","Active","1kgf (2.2lbs)","Voltage","Load Cell","5V","Pushbutton","Round, 2.29mm","-54°C to 121°C"
https://measurementsensors.honeywell.com/ProductDocuments/Load/Model_31_Datasheet.pdf,//media.digikey.com/Photos/Honeywell%20Photos/31-SERIES.jpg,480-6079-ND,060-1426-02,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 2.2LBS,0,0,"853.53000","0","1","Model 31","Active","1kgf (2.2lbs)","Voltage","Load Cell","5V","Diaphragm","Stud, 6-32 UNC","-54°C to 121°C"
http://sensing.honeywell.com/honeywell-t&m-model-41-precision-load-cell-product-sheet-008609-3-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/41-SERIES.jpg,480-6075-ND,060-0571-07,Honeywell Sensing and Productivity Solutions T&M,SENSOR FORCE LOAD CELL 500LBS,0,0,"1085.28000","0","1","Model 41","Active","226.80kgf (500lbs)","Voltage","Load Cell","10V","Diaphragm","Internal Thread, 38-24 UNF","-54°C to 121°C"
http://sensing.honeywell.com/index.php?ci_id=50137,//media.digikey.com/Photos/Honeywell%20Photos/MFG_FSS-SMT_SERIES.jpg,480-6858-ND,FSS005WNSB,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 1.124LBS,0,0,"93.70000","0","1","FSS-SMT","Active","0 ~ 5N","Analog, Ratiometric","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php/ci_id/44994/la_id/1/document/1/re_id/0,//media.digikey.com/Photos/Honeywell%20Photos/FSS1500NGT.jpg,480-6180-ND,FSS1500NGB,Honeywell Sensing and Productivity Solutions,SENSOR FORCE SURF MOUNT 3.3LBS,1,0,"94.38000","0","1","FSS","Active","1.5kgf (3.3lbs)","180mV","Resistive","3V ~ 6V","Ball","Round, 1.98mm","-40°C ~ 85°C"
