Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Sensor Type","Humidity Range","Output Type","Output","Accuracy","Response Time","Sensitivity","Voltage - Supply","Mounting Type","Operating Temperature","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc1010,//media.digikey.com/Renders/Texas%20Instr%20Renders/HDC1010YPAR.jpg,296-44913-2-ND,HDC1010YPAT,Texas Instruments,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,500,1000,"1.89212","0","250","Tape & Reel (TR)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2%","15s","-","2.7V ~ 5.5V","Surface Mount","-20°C ~ 70°C","8-WFBGA, DSBGA","8-DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc1010,//media.digikey.com/Renders/Texas%20Instr%20Renders/HDC1010YPAR.jpg,296-44913-1-ND,HDC1010YPAT,Texas Instruments,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,502,1077,"4.16000","0","1","Cut Tape (CT)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2%","15s","-","2.7V ~ 5.5V","Surface Mount","-20°C ~ 70°C","8-WFBGA, DSBGA","8-DSBGA"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc1010,//media.digikey.com/Renders/Texas%20Instr%20Renders/HDC1010YPAR.jpg,296-44913-6-ND,HDC1010YPAT,Texas Instruments,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,502,1077,"Digi-Reel","0","1","Digi-Reel®","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2%","15s","-","2.7V ~ 5.5V","Surface Mount","-20°C ~ 70°C","8-WFBGA, DSBGA","8-DSBGA"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7006-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7006-DFN6.jpg,336-3124-ND,SI7006-A20-IM,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 5% 6DFN,316,0,"2.04000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±5% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-WDFN Exposed Pad","6-DFN (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc1080,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_HDC1080DMBR.jpg,296-43864-2-ND,HDC1080DMBT,Texas Instruments,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,43750,10000,"2.06380","0","250","Tape & Reel (TR)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","15s","-","2.7V ~ 5.5V","Surface Mount","-20°C ~ 85°C","6-WDFN Exposed Pad","6-WSON (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc1080,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_HDC1080DMBR.jpg,296-43864-1-ND,HDC1080DMBT,Texas Instruments,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,45984,10001,"4.54000","0","1","Cut Tape (CT)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","15s","-","2.7V ~ 5.5V","Surface Mount","-20°C ~ 85°C","6-WDFN Exposed Pad","6-WSON (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc1080,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_HDC1080DMBR.jpg,296-43864-6-ND,HDC1080DMBT,Texas Instruments,SENSOR HUMI/TEMP 3.3V I2C 2% SMD,45984,10001,"Digi-Reel","0","1","Digi-Reel®","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","15s","-","2.7V ~ 5.5V","Surface Mount","-20°C ~ 85°C","6-WDFN Exposed Pad","6-WSON (3x3)"
https://ae-bst.resource.bosch.com/media/_tech/media/datasheets/BST-BME280-DS002.pdf,//media.digikey.com/Photos/Bosch%20Sensortec/MFG_BME280.jpg,828-1063-2-ND,BME280,Bosch Sensortec,SENSOR PRESSURE HUMIDITY TEMP,10000,0,"2.23125","0","10000","Tape & Reel (TR)","-","Active","Humidity, Pressure, Temperature","0 ~ 100% RH","I²C, SPI","16b","±3%","1s","-","1.71V ~ 3.6V","Surface Mount","-40°C ~ 85°C","8-VFLGA","8-LGA (2.5x2.5)"
https://ae-bst.resource.bosch.com/media/_tech/media/datasheets/BST-BME280-DS002.pdf,//media.digikey.com/Photos/Bosch%20Sensortec/MFG_BME280.jpg,828-1063-1-ND,BME280,Bosch Sensortec,SENSOR PRESSURE HUMIDITY TEMP,15733,0,"6.57000","0","1","Cut Tape (CT)","-","Active","Humidity, Pressure, Temperature","0 ~ 100% RH","I²C, SPI","16b","±3%","1s","-","1.71V ~ 3.6V","Surface Mount","-40°C ~ 85°C","8-VFLGA","8-LGA (2.5x2.5)"
https://ae-bst.resource.bosch.com/media/_tech/media/datasheets/BST-BME280-DS002.pdf,//media.digikey.com/Photos/Bosch%20Sensortec/MFG_BME280.jpg,828-1063-6-ND,BME280,Bosch Sensortec,SENSOR PRESSURE HUMIDITY TEMP,15733,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Humidity, Pressure, Temperature","0 ~ 100% RH","I²C, SPI","16b","±3%","1s","-","1.71V ~ 3.6V","Surface Mount","-40°C ~ 85°C","8-VFLGA","8-LGA (2.5x2.5)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc2080,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDE06A.jpg,296-49482-2-ND,HDC2080DMBT,Texas Instruments,HUMIDITY SENSOR,1250,1500,"2.23720","0","250","Tape & Reel (TR)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","8s","-","1.62V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-WSON (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc2080,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDE06A.jpg,296-49482-1-ND,HDC2080DMBT,Texas Instruments,HUMIDITY SENSOR,2123,1723,"4.92000","0","1","Cut Tape (CT)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","8s","-","1.62V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-WSON (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fhdc2080,//media.digikey.com/Renders/National%20Semi%20Renders/Pkg%20SDE06A.jpg,296-49482-6-ND,HDC2080DMBT,Texas Instruments,HUMIDITY SENSOR,2123,1723,"Digi-Reel","0","1","Digi-Reel®","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","14b","±2% RH","8s","-","1.62V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-WSON (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7006-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7006-DFN6.jpg,336-3125-ND,SI7006-A20-IM1,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 5% 6DFN,996,0,"2.25000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±5% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7020-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7020-DFN6.jpg,336-3596-2-ND,SI7020-A20-GM1R,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 4% 6DFN,17500,0,"2.39562","0","2500","Tape & Reel (TR)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7020-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7020-DFN6.jpg,336-3596-1-ND,SI7020-A20-GM1R,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 4% 6DFN,19207,0,"7.37000","0","1","Cut Tape (CT)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7020-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7020-DFN6.jpg,336-3596-6-ND,SI7020-A20-GM1R,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 4% 6DFN,19207,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7020-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7020-DFN6.jpg,336-4307-ND,SI7020-A20-GMR,Silicon Labs,SENS HUMID/TEMP 3.6V I2C 4% 6DFN,4045,0,"2.48000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.sensirion.com/file/datasheet_sht20,//media.digikey.com/Photos/Sensirion/MFG_SHT2x.JPG,1649-1004-2-ND,SHT20,Sensirion AG,SENSOR HUMID/TEMP 3V I2C 3% SMD,3000,0,"2.68250","0","1500","Tape & Reel (TR)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","8s","-","2.1V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-TDFN Exposed Pad","6-DFN (3x3)"
https://www.sensirion.com/file/datasheet_sht20,//media.digikey.com/Photos/Sensirion/MFG_SHT2x.JPG,1649-1004-1-ND,SHT20,Sensirion AG,SENSOR HUMID/TEMP 3V I2C 3% SMD,4081,0,"6.92000","0","1","Cut Tape (CT)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","8s","-","2.1V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-TDFN Exposed Pad","6-DFN (3x3)"
https://www.sensirion.com/file/datasheet_sht20,//media.digikey.com/Photos/Sensirion/MFG_SHT2x.JPG,1649-1004-6-ND,SHT20,Sensirion AG,SENSOR HUMID/TEMP 3V I2C 3% SMD,4081,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","8s","-","2.1V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-TDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si7021-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7021-DFN6.jpg,336-4379-2-ND,SI7021-A20-GMR,Silicon Labs,SENS HUMID/TEMP 3.6V I2C 3% 6DFN,2500,0,"2.71200","0","2500","Tape & Reel (TR)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si7021-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7021-DFN6.jpg,336-4379-1-ND,SI7021-A20-GMR,Silicon Labs,SENS HUMID/TEMP 3.6V I2C 3% 6DFN,3193,0,"3.44000","0","1","Cut Tape (CT)","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/documents/public/data-sheets/Si7021-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7021-DFN6.jpg,336-4379-6-ND,SI7021-A20-GMR,Silicon Labs,SENS HUMID/TEMP 3.6V I2C 3% 6DFN,3193,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±3% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.silabs.com/Support%20Documents%2fTechnicalDocs%2fSi7020-A20.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_Si7020-DFN6.jpg,336-3137-ND,SI7020-A20-GM1,Silicon Labs,SENS HUMI/TEMP 3.6V I2C 4% 6DFN,914,0,"2.72000","0","1","Strip","-","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±4% RH","18s","-","1.9V ~ 3.6V","Surface Mount","-40°C ~ 85°C","6-WDFN Exposed Pad","6-DFN (3x3)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HPC199_6&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Renders/Measurement%20Specialties%20Renders/HPP828E031.jpg,223-1144-2-ND,HPP845E031R4,TE Connectivity Measurement Specialties,SENSOR HUMID/TEMP 3V I2C 2% SMD,3200,0,"2.87300","0","400","Tape & Reel (TR)","HTU","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±2% RH","5s","-","1.5V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-VDFN Exposed Pad","6-DFN (3x3)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HPC199_6&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Renders/Measurement%20Specialties%20Renders/HPP828E031.jpg,223-1144-1-ND,HPP845E031R4,TE Connectivity Measurement Specialties,SENSOR HUMID/TEMP 3V I2C 2% SMD,3593,0,"6.32000","0","1","Cut Tape (CT)","HTU","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±2% RH","5s","-","1.5V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-VDFN Exposed Pad","6-DFN (3x3)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=HPC199_6&DocType=Data+Sheet&DocLang=English,//media.digikey.com/Renders/Measurement%20Specialties%20Renders/HPP828E031.jpg,223-1144-6-ND,HPP845E031R4,TE Connectivity Measurement Specialties,SENSOR HUMID/TEMP 3V I2C 2% SMD,3593,0,"Digi-Reel","0","1","Digi-Reel®","HTU","Active","Humidity, Temperature","0 ~ 100% RH","I²C","12b","±2% RH","5s","-","1.5V ~ 3.6V","Surface Mount","-40°C ~ 125°C","6-VDFN Exposed Pad","6-DFN (3x3)"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/HT_DS_SHT3x_ARP_V3.pdf,//media.digikey.com/Photos/Sensirion/MFG_SHTxx.jpg,1649-1012-2-ND,SHT31-ARP-B,Sensirion AG,SENSOR HUMID/TEMP 5V ANLG 2% SMD,15000,0,"3.01000","0","2500","Tape & Reel (TR)","SHT3","Active","Humidity, Temperature","0 ~ 100% RH","Analog Voltage","-","±2% RH","8s","26mV/%RH","2.4V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-VFDFN Exposed Pad","8-DFN (2.5x2.5)"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/HT_DS_SHT3x_ARP_V3.pdf,//media.digikey.com/Photos/Sensirion/MFG_SHTxx.jpg,1649-1012-1-ND,SHT31-ARP-B,Sensirion AG,SENSOR HUMID/TEMP 5V ANLG 2% SMD,15892,0,"8.04000","0","1","Cut Tape (CT)","SHT3","Active","Humidity, Temperature","0 ~ 100% RH","Analog Voltage","-","±2% RH","8s","26mV/%RH","2.4V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-VFDFN Exposed Pad","8-DFN (2.5x2.5)"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/HT_DS_SHT3x_ARP_V3.pdf,//media.digikey.com/Photos/Sensirion/MFG_SHTxx.jpg,1649-1012-6-ND,SHT31-ARP-B,Sensirion AG,SENSOR HUMID/TEMP 5V ANLG 2% SMD,15892,0,"Digi-Reel","0","1","Digi-Reel®","SHT3","Active","Humidity, Temperature","0 ~ 100% RH","Analog Voltage","-","±2% RH","8s","26mV/%RH","2.4V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-VFDFN Exposed Pad","8-DFN (2.5x2.5)"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/HT_DS_SHT3x_DIS.pdf,//media.digikey.com/Photos/Sensirion/MFG_SHTxx.jpg,1649-1011-2-ND,SHT31-DIS-B2.5KS,Sensirion AG,SENSOR HUMID/TEMP 5V I2C 2% SMD,5000,0,"3.01000","0","2500","Tape & Reel (TR)","SHT3","Active","Humidity, Temperature","0 ~ 100% RH","I²C","16b","±2% RH","8s","-","2.15V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-VFDFN Exposed Pad","8-DFN (2.5x2.5)"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/HT_DS_SHT3x_DIS.pdf,//media.digikey.com/Photos/Sensirion/MFG_SHTxx.jpg,1649-1011-1-ND,SHT31-DIS-B2.5KS,Sensirion AG,SENSOR HUMID/TEMP 5V I2C 2% SMD,6864,0,"8.04000","0","1","Cut Tape (CT)","SHT3","Active","Humidity, Temperature","0 ~ 100% RH","I²C","16b","±2% RH","8s","-","2.15V ~ 5.5V","Surface Mount","-40°C ~ 125°C","8-VFDFN Exposed Pad","8-DFN (2.5x2.5)"
