Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Encoder Type","Output Type","Pulses per Revolution","Voltage - Supply","Actuator Type","Detent","Built in Switch","Mounting Type","Orientation","Termination Style","Rotational Life (Cycles Min)"
https://ams.com/documents/20143/36005/AS5130_DS000103_1-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5130-ASSPTR-ND,AS5130-ASSP,ams,ROTARY ENCODER MAGNETIC,6000,0,"3.75200","0","2000","Automotive, AEC-Q100","Active","Magnetic","PWM","-","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5130_DS000103_1-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5130-ASSPCT-ND,AS5130-ASSP,ams,ROTARY ENCODER MAGNETIC,8065,0,"8.40000","0","1","Automotive, AEC-Q100","Active","Magnetic","PWM","-","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5130_DS000103_1-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5130-ASSPDKR-ND,AS5130-ASSP,ams,ROTARY ENCODER MAGNETIC,8065,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","PWM","-","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Switches%20PDFs/EVEWRHJR012B.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EVE-WRHJR012B.JPG,P15917-ND,EVE-WRHJR012B,Panasonic Electronic Components,ROTARY ENCODER MECHANICAL 12PPR,3507,0,"4.14000","0","1","-","Active","Mechanical","Quadrature (Incremental)","12","10V","12mm Dia Round End","Yes","Yes","PCB, Through Hole","Vertical","PC Pin","200K"
https://www.ctscorp.com/wp-content/uploads/288.pdf,//media.digikey.com/photos/CTS%20Photos/288V232R161B2.jpg,CT2999-ND,288V232R161B2,CTS Electrocomponents,ROTARY ENCODER MECHANICAL 4PPR,1774,0,"4.24000","0","1","288","Active","Mechanical","Quadrature (Incremental)","4","-","1/4"" Dia Round End","Yes","Yes","Panel, PCB Through Hole","Vertical","PC Pin","50K"
https://ams.com/documents/20143/36005/AS5047D_DS000394_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5047D-ATSMTR-ND,AS5047D-ATSM,ams,ROTARY ENCODER MAGNETIC PROG,12500,0,"5.31000","0","500","-","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5047D_DS000394_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5047D-ATSMCT-ND,AS5047D-ATSM,ams,ROTARY ENCODER MAGNETIC PROG,12517,0,"11.10000","0","1","-","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5047D_DS000394_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5047D-ATSMDKR-ND,AS5047D-ATSM,ams,ROTARY ENCODER MAGNETIC PROG,12517,0,"Digi-Reel","0","1","-","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5043_FS000102_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5043-ASSTTR-ND,AS5043-ASST,ams,ROTARY ENCODER MAGNETIC,6000,0,"5.81000","0","2000","-","Active","Magnetic","Voltage","-","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5043_FS000102_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5043-ASSTCT-ND,AS5043-ASST,ams,ROTARY ENCODER MAGNETIC,7441,0,"13.01000","0","1","-","Active","Magnetic","Voltage","-","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5043_FS000102_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5043-ASSTDKR-ND,AS5043-ASST,ams,ROTARY ENCODER MAGNETIC,7441,0,"Digi-Reel","0","1","-","Active","Magnetic","Voltage","-","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5047P_DS000324_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5047P-ATSMTR-ND,AS5047P-ATSM,ams,ROTARY ENCODER MAGNETIC PROG,20500,0,"5.85000","0","500","-","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5047P_DS000324_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5047P-ATSMCT-ND,AS5047P-ATSM,ams,ROTARY ENCODER MAGNETIC PROG,20840,0,"12.23000","0","1","-","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5047P_DS000324_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5047P-ATSMDKR-ND,AS5047P-ATSM,ams,ROTARY ENCODER MAGNETIC PROG,20840,0,"Digi-Reel","0","1","-","Active","Magnetic","PWM","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5304_06_UG000216_2-00.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP%20(0.173,%204.40mm%20Width).jpg",AS5304A-ATSMTR-ND,AS5304A-ATSM,ams,ROTARY ENCODER MAGNETIC 1280PPR,1000,0,"6.06000","0","500","-","Active","Magnetic","Quadrature (Incremental)","1280","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5304_06_UG000216_2-00.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP%20(0.173,%204.40mm%20Width).jpg",AS5304A-ATSMCT-ND,AS5304A-ATSM,ams,ROTARY ENCODER MAGNETIC 1280PPR,1470,0,"12.67000","0","1","-","Active","Magnetic","Quadrature (Incremental)","1280","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5304_06_UG000216_2-00.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP%20(0.173,%204.40mm%20Width).jpg",AS5304A-ATSMDKR-ND,AS5304A-ATSM,ams,ROTARY ENCODER MAGNETIC 1280PPR,1470,0,"Digi-Reel","0","1","-","Active","Magnetic","Quadrature (Incremental)","1280","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5147_DS000307_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5147-HTSMTR-ND,AS5147-HTSM,ams,ROTARY ENCODER MAGNETIC PROG,3500,0,"6.09000","0","500","Automotive, AEC-Q100","Active","Magnetic","Commutation, PWM, SPI, Quadrature with index (Incremental)","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5147_DS000307_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5147-HTSMCT-ND,AS5147-HTSM,ams,ROTARY ENCODER MAGNETIC PROG,3501,0,"12.73000","0","1","Automotive, AEC-Q100","Active","Magnetic","Commutation, PWM, SPI, Quadrature with index (Incremental)","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5147_DS000307_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5147-HTSMDKR-ND,AS5147-HTSM,ams,ROTARY ENCODER MAGNETIC PROG,3501,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","Commutation, PWM, SPI, Quadrature with index (Incremental)","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5040.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5040-ASSTTR-ND,AS5040-ASST,ams,ROTARY ENCODER MAGNETIC 512PPR,12000,0,"6.17400","0","2000","-","Active","Magnetic","PWM","512","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5040.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5040-ASSTCT-ND,AS5040-ASST,ams,ROTARY ENCODER MAGNETIC 512PPR,12897,0,"13.83000","0","1","-","Active","Magnetic","PWM","512","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5040.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5040-ASSTDKR-ND,AS5040-ASST,ams,ROTARY ENCODER MAGNETIC 512PPR,12897,0,"Digi-Reel","0","1","-","Active","Magnetic","PWM","512","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5311_DS000200_2-00.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP%20(0.173,%204.40mm%20Width).jpg",AS5311-ATST-500TR-ND,AS5311-ATST-500,ams,ROTARY ENCODER MAGNETIC,7000,0,"6.51000","0","500","-","Active","Magnetic","PWM","-","3.3V, 5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5311_DS000200_2-00.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP%20(0.173,%204.40mm%20Width).jpg",AS5311-ATST-500CT-ND,AS5311-ATST-500,ams,ROTARY ENCODER MAGNETIC,7444,0,"13.61000","0","1","-","Active","Magnetic","PWM","-","3.3V, 5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5311_DS000200_2-00.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-TSSOP%20(0.173,%204.40mm%20Width).jpg",AS5311-ATST-500DKR-ND,AS5311-ATST-500,ams,ROTARY ENCODER MAGNETIC,7444,0,"Digi-Reel","0","1","-","Active","Magnetic","PWM","-","3.3V, 5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5147P_DS000328_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5147P-HTSMTR-ND,AS5147P-HTSM,ams,ROTARY ENCODER MAGNETIC PROG,3000,0,"6.70500","0","500","Automotive, AEC-Q100","Active","Magnetic","Commutation, PWM, SPI, Quadrature with index (Incremental)","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5147P_DS000328_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5147P-HTSMCT-ND,AS5147P-HTSM,ams,ROTARY ENCODER MAGNETIC PROG,3191,0,"14.01000","0","1","Automotive, AEC-Q100","Active","Magnetic","Commutation, PWM, SPI, Quadrature with index (Incremental)","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5147P_DS000328_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-TSSOP.jpg,AS5147P-HTSMDKR-ND,AS5147P-HTSM,ams,ROTARY ENCODER MAGNETIC PROG,3191,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","Commutation, PWM, SPI, Quadrature with index (Incremental)","Programmable","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5215_DS000104_1-00.pdf,//media.digikey.com/Renders/Austriamicrosystems/AM%2032-QFN%20Pkg.jpg,AS5215OM-HMFMTR-ND,AS5215OM-HMFM,ams,ROTARY ENCODER MAGNETIC,500,0,"7.30800","0","500","Automotive, AEC-Q100","Active","Magnetic","Voltage","-","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5215_DS000104_1-00.pdf,//media.digikey.com/Renders/Austriamicrosystems/AM%2032-QFN%20Pkg.jpg,AS5215OM-HMFMCT-ND,AS5215OM-HMFM,ams,ROTARY ENCODER MAGNETIC,1000,0,"13.58000","0","1","Automotive, AEC-Q100","Active","Magnetic","Voltage","-","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5215_DS000104_1-00.pdf,//media.digikey.com/Renders/Austriamicrosystems/AM%2032-QFN%20Pkg.jpg,AS5215OM-HMFMDKR-ND,AS5215OM-HMFM,ams,ROTARY ENCODER MAGNETIC,1000,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","Voltage","-","4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5045_DS000101_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5045-ASSTTR-ND,AS5045-ASST,ams,ROTARY ENCODER MAGNETIC,1000,0,"7.38000","0","500","-","Active","Magnetic","PWM","-","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5045_DS000101_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5045-ASSTCT-ND,AS5045-ASST,ams,ROTARY ENCODER MAGNETIC,1065,0,"13.26000","0","1","-","Active","Magnetic","PWM","-","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5045_DS000101_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5045-ASSTDKR-ND,AS5045-ASST,ams,ROTARY ENCODER MAGNETIC,1065,0,"Digi-Reel","0","1","-","Active","Magnetic","PWM","-","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
http://www.grayhill.com/assets/1/7/Mech_Encoder_25L.pdf,//media.digikey.com/photos/Grayhill%20Photos/25LB22-Q.jpg,GH3073-ND,25LB22-Q,Grayhill Inc.,ROTARY ENCODER MECHANICAL 16PPR,1118,34,"7.39000","0","1","25L","Active","Mechanical","Quadrature (Incremental)","16","-","1/4"" Dia Flatted End","Yes","No","Panel, PCB Through Hole","Vertical","PC Pin","100K"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5145H,A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5145B-HSSTTR-ND,AS5145B-HSST,ams,ROTARY ENCODER MAGNETIC 1024PPR,4000,0,"7.39750","0","2000","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","1024","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5145H,A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5145B-HSSTCT-ND,AS5145B-HSST,ams,ROTARY ENCODER MAGNETIC 1024PPR,7970,0,"14.50000","0","1","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","1024","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5145H,A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5145B-HSSTDKR-ND,AS5145B-HSST,ams,ROTARY ENCODER MAGNETIC 1024PPR,7970,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","1024","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5145H,A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5145H-HSSMTR-ND,AS5145H-HSSM,ams,ROTARY ENCODER MAGNETIC 1024PPR,3000,0,"7.80100","0","500","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","1024","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5145H,A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5145H-HSSMCT-ND,AS5145H-HSSM,ams,ROTARY ENCODER MAGNETIC 1024PPR,3093,0,"14.50000","0","1","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","1024","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
"//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS5145H,A,B.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5145H-HSSMDKR-ND,AS5145H-HSSM,ams,ROTARY ENCODER MAGNETIC 1024PPR,3093,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","Quadrature (Incremental)","1024","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5140H_DS000315_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5140H-ASSMTR-ND,AS5140H-ASSM,ams,ROTARY ENCODER MAGNETIC 512PPR,1500,0,"7.80100","0","500","Automotive, AEC-Q100","Active","Magnetic","PWM","512","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5140H_DS000315_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5140H-ASSMCT-ND,AS5140H-ASSM,ams,ROTARY ENCODER MAGNETIC 512PPR,1580,0,"14.50000","0","1","Automotive, AEC-Q100","Active","Magnetic","PWM","512","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://ams.com/documents/20143/36005/AS5140H_DS000315_2-00.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16-SSOP.jpg,AS5140H-ASSMDKR-ND,AS5140H-ASSM,ams,ROTARY ENCODER MAGNETIC 512PPR,1580,0,"Digi-Reel","0","1","Automotive, AEC-Q100","Active","Magnetic","PWM","512","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://docs.broadcom.com/docs/AV02-2792EN,//media.digikey.com/Renders/Avago%20Tech%20Renders/16-TSSOP.jpg,516-2636-ND,AEAT-6600-T16,Broadcom Limited,ROTARY ENCODER MAGNETIC,12315,0,"8.13000","0","1","-","Active","Magnetic","Quadrature (Incremental)","-","3V ~ 3.6V, 4.5V ~ 5.5V","External Magnet, Not Included","No","No","Surface Mount","-","SMD (SMT) Tab","-"
https://docs.broadcom.com/docs/pub-005906,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,516-3787-ND,AEAT-8800-Q24,Broadcom Limited,ROTARY ENCODER MAGNETIC 4096PPR,11458,0,"8.36000","0","1","-","Active","Magnetic","SSI","4096","5.6V","External Magnet, Not Included","No","No","Surface Mount","Vertical","Surface Mount (SMD,SMT)","-"
http://www.grayhill.com/assets/1/7/Opt_Encoder_62AG.pdf,//media.digikey.com/Photos/Grayhill%20Photos/62AG22-x5-xxxC.jpg,GH7536-ND,62AG22-L5-040C,Grayhill Inc.,ROTARY ENCODER OPT 16PPR 4"" CBL,2529,0,"18.40000","0","1","62AG","Active","Optical","Quadrature (Incremental)","16","5V","1/4"" Dia Flatted End","Yes","Yes","Panel Mount","Vertical","Cable with Connector","1M"
