Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Sensor Type","Output Type","Operating Temperature"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ex-f70_f60_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/EX-F72.jpg,1110-1881-ND,EX-F72,Panasonic Industrial Automation Sales,SENSOR LEAK DETECT 12-24VDC NPN,1190,279,"156.60000","0","1","EX-F70","Active","Liquid Leakage","NPN - Open Collector","-10°C ~ 60°C (TA)"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ex-f70_f60_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/EX-F71.jpg,1110-1880-ND,EX-F71-PN,Panasonic Industrial Automation Sales,SENSOR LEAK DETECT 12-24VDC PNP,765,118,"156.60000","0","1","EX-F70","Active","Liquid Leakage","PNP - Open Collector","-"
http://www.crmagnetics.com/Products/Assets/ProductPDFs/CR5300%20Series.pdf,//media.digikey.com/photos/CR%20Magnetics%20Photos/MFG_CR5320%20Parts.jpg,582-1071-ND,CR5320-50,CR Magnetics Inc.,TRANSDUCER DC VOLTAGE 50VDC-IN,67,0,"161.82000","0","1","CR5300","Active","-","Analog Voltage","-"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ex-f70_f60_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EX-F71-C5.jpg,1110-2627-ND,EX-F71-C5,Panasonic Industrial Automation Sales,SENSOR LIQUID LEAK 12-24VDC NPN,50,0,"168.30000","0","1","EX-F70","Active","Liquid Leakage","NPN - Open Collector","-"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ex-f70_f60_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/EX-F62.jpg,1110-1878-ND,EX-F62-PN,Panasonic Industrial Automation Sales,SENSOR LEAK DETECT 12-24VDC PNP,59,23,"231.40000","0","1","EX-F60","Active","Liquid Leakage","PNP - Open Collector","-"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ex-f70_f60_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/EX-F61.jpg,1110-1876-ND,EX-F61-PN,Panasonic Industrial Automation Sales,SENSOR LEAK DETECT 12-24VDC PNP,87,0,"250.10000","0","1","EX-F60","Active","Liquid Leakage","PNP - Open Collector","-"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ex-f70_f60_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/EX-F61.jpg,1110-1875-ND,EX-F61,Panasonic Industrial Automation Sales,SENSOR LEAK DETECT 12-24VDC NPN,71,0,"250.10000","0","1","EX-F60","Active","Liquid Leakage","NPN - Open Collector","-"
http://www.ia.omron.com/data_pdf/cat/k7l_n211-e1_4_6_csm1050158.pdf,//media.digikey.com/Photos/Omron%20Auto/K7L-AT50.JPG,Z5905-ND,K7L-AT50,Omron Automation and Safety,AMPLIFIER LIQUID LEAKAGE SENSOR,47,131,"252.00000","0","1","K7L","Active","Liquid Leakage","Open Collector","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FPS2800B12C4&DocType=DS&DocLang=English,//media.digikey.com/Photos/Measurement%20Specialties%20Photos/MFG_FPP800A110.JPG,223-1523-ND,FPP800A110,TE Connectivity Measurement Specialties,SENSOR FORCE LOAD CELL,83,0,"500.25000","0","1","-","Active","Liquid Property Sensor","Digital","-"
https://www.bosch-connectivity.com/media/downloads/ciss/ciss_datasheet.pdf,//media.digikey.com/Photos/Bosch%20Sensortec/MFG_CISS_View-1.jpg,1723-1002-ND,CISS,Bosch Connected Devices and Solutions,CONNECTED INDUSTRIAL SENSOR SOLU,122,0,"601.75000","0","1","-","Active","Accelerometer, Gyroscope, Magnetometer, Pressure, Temperature, Humidity, Light","Bluetooth, USB","-25°C ~ 80°C"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496436/SFH%207060.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-7060.JPG,475-3174-2-ND,SFH 7060,OSRAM Opto Semiconductors Inc.,CHIP ON BOARD BIOMON,3000,0,"1.29352","0","3000","-","Active","Oximeter/Heart Rate","Current","-40°C ~ 85°C (TA)"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496436/SFH%207060.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-7060.JPG,475-3174-1-ND,SFH 7060,OSRAM Opto Semiconductors Inc.,CHIP ON BOARD BIOMON,3633,0,"3.43000","0","1","-","Active","Oximeter/Heart Rate","Current","-40°C ~ 85°C (TA)"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496436/SFH%207060.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-7060.JPG,475-3174-6-ND,SFH 7060,OSRAM Opto Semiconductors Inc.,CHIP ON BOARD BIOMON,3633,0,"Digi-Reel","0","1","-","Active","Oximeter/Heart Rate","Current","-40°C ~ 85°C (TA)"
http://www.vishay.com/docs/83774/tczt8020.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/TCZT8020-PAER.jpg,TCZT8020-PAER-ND,TCZT8020-PAER,Vishay Semiconductor Opto Division,"PAIRS, IR, SINGLE PARTS: V420P/S",4663,0,"1.39000","0","1","-","Active","Infrared","Voltage","-"
http://cache.freescale.com/files/sensors/doc/fact_sheet/1500FXTH87FS.pdf,//media.digikey.com/Photos/Freescale%20Photos/24%20QFN.jpg,FXTH871511DT1TR-ND,FXTH871511DT1,NXP USA Inc.,IC TPMS 1500KPA XZ AXIS 24QFN,4000,0,"4.44500","0","2000","-","Active","Tire Pressure Monitoring (TPMS)","RF","-"
http://cache.freescale.com/files/sensors/doc/fact_sheet/1500FXTH87FS.pdf,//media.digikey.com/Photos/Freescale%20Photos/24%20QFN.jpg,FXTH871511DT1CT-ND,FXTH871511DT1,NXP USA Inc.,IC TPMS 1500KPA XZ AXIS 24QFN,4725,0,"9.95000","0","1","-","Active","Tire Pressure Monitoring (TPMS)","RF","-"
http://cache.freescale.com/files/sensors/doc/fact_sheet/1500FXTH87FS.pdf,//media.digikey.com/Photos/Freescale%20Photos/24%20QFN.jpg,FXTH871511DT1DKR-ND,FXTH871511DT1,NXP USA Inc.,IC TPMS 1500KPA XZ AXIS 24QFN,4725,0,"Digi-Reel","0","1","-","Active","Tire Pressure Monitoring (TPMS)","RF","-"
https://datasheets.maximintegrated.com/en/ds/MAX86150.pdf,//media.digikey.com/Renders/Maxim%20Renders/Max86150.JPG,MAX86150EFF+-ND,MAX86150EFF+,Maxim Integrated,3RD GEN HIGH-ACCURACY PULSE OXIM,157,1456,"7.59000","0","1","-","Active","Oximeter/Heart Rate","I²C","-40°C ~ 85°C"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=218,//media.digikey.com/Photos/Amphenol%20Photos/TSW-10.jpg,235-1382-ND,TSW-10,Amphenol Advanced Sensors,SENSOR TURBIDITY 5V,872,0,"7.70000","0","1","-","Active","Turbidity","Phototransistor","-10°C ~ 90°C"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=216,//media.digikey.com/Photos/Amphenol%20Photos/TST-10.jpg,235-1367-ND,TST-10,Amphenol Advanced Sensors,SENSOR TURBIDITY 5V,544,0,"7.71000","0","1","-","Active","Turbidity","Phototransistor","-10°C ~ 90°C"
https://www.amphenol-sensors.com/index.php?option=com_edocman&task=document.download&id=217,//media.digikey.com/Photos/Amphenol%20Photos/TSD-10.jpg,235-1368-ND,TSD-10,Amphenol Advanced Sensors,SENSOR TURBIDITY 5V,945,0,"8.45000","0","1","-","Active","Turbidity","Phototransistor","-10°C ~ 90°C"
//media.digikey.com/pdf/Data%20Sheets/Thermometrics%20Global%20Business%20PDFs/GE-1935_AAS-920-657A.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_GE-1935.jpg,235-1388-ND,GE-1935,Amphenol Advanced Sensors,CTS FLOW THROUGH SENSOR,135,0,"18.09000","0","1","-","Active","Temperature","Resistive","-40°C ~ 120°C"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Optoelectronics/Datasheets/OPB350.pdf,//media.digikey.com/photos/TT%20Electronics-Optek%20Photos/OCB350L250Z.JPG,365-1532-ND,OCB350L250Z,TT Electronics/Optek Technology,BOARD CALIBR CIRCUIT OPB350L250,109,0,"19.20000","0","1","OCB350","Active","Tube Liquid Sensor","Analog","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2314291&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_MS4-Series.jpg,A126949-ND,1-2314291-2,TE Connectivity AMP Connectors,"AMBIMATE MODULE, MS4, PTH, WITH",812,0,"31.35000","0","1","MS4","Active","Humidity, Light, Motion, Temperature","I²C","-5°C ~ 50°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2314291&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_MS4-Series.jpg,A126948-ND,2314291-2,TE Connectivity AMP Connectors,"AMBIMATE MODULE, MS4, TH, WITH C",851,0,"32.53000","0","1","MS4","Active","Humidity, Light, Motion, Temperature","I²C","-5°C ~ 50°C"
https://lunainc.com/wp-content/uploads/2016/06/1124211221.pdf,//media.digikey.com/photos/Advanced%20Photonix%20Photos/SD112-42-11-221.JPG,SD112-42-11-221-ND,SD112-42-11-221,Advanced Photonix,DETECTOR/AMP RED 100KOHM TO-5,42,0,"118.62000","0","1","-","Active","-","-","-"
https://www.nidec-copal-electronics.com/e/catalog/liquid-leak-sensor/wl10.pdf,//media.digikey.com/Photos/Copal%20Photos/MFG_WL10.JPG,563-1959-ND,WL10-PF-2,Nidec Copal Electronics,LIQUID LEAK SENSORS PNP OC,300,0,"149.40000","0","1","WL10","Active","Liquid Leakage","PNP - Open Collector","-10°C ~ 60°C (TA)"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ex-f70_f60_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EX-F72-PN.jpg,1110-2629-ND,EX-F72-PN,Panasonic Industrial Automation Sales,SENSOR LIQUID LEAK 12-24VDC PNP,102,0,"156.60000","0","1","EX-F70","Active","Liquid Leakage","PNP - Open Collector","-"
http://www.grayhill.com/assets/1/7/Touch_Encoder_Datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_TE-M32Mx-A11x_primary.jpg,GH7911-ND,TE-M32M1-A11U,Grayhill Inc.,"TOUCH ENCODER, M12 CONNECTOR, 32",50,0,"181.93000","0","1","-","Active","Multi-Touch Ring Encoder","USB","-20°C ~ 65°C"
http://www.grayhill.com/assets/1/7/Touch_Encoder_Datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/MFG_TE-M32Mx-A11x_primary.jpg,GH7914-ND,TE-M32M2-A11C,Grayhill Inc.,"TOUCH ENCODER, M12 CONNECTOR, 32",31,0,"181.93000","0","1","-","Active","Multi-Touch Ring Encoder","CAN Bus","-20°C ~ 65°C"
https://www3.panasonic.biz/ac/e_download/fasys/sensor/photoelectric/catalog/ex-f70_f60_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/EX-F62.jpg,1110-1877-ND,EX-F62,Panasonic Industrial Automation Sales,SENSOR LEAK DETECT 12-24VDC NPN,131,0,"231.40000","0","1","EX-F60","Active","Liquid Leakage","NPN - Open Collector","-"
https://lunainc.com/wp-content/uploads/2016/06/1124311221.pdf,//media.digikey.com/photos/Advanced%20Photonix%20Photos/SD112-43-11-221.JPG,SD112-43-11-221-ND,SD112-43-11-221,Advanced Photonix,DETECTOR/AMP RED 75MOHM TO-5,48,0,"90.75000","0","1","-","Active","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Thermometrics%20Global%20Business%20PDFs/GE-2102,2103,1935.pdf",//media.digikey.com/Photos/Amphenol%20Photos/MFG_GE-2103.jpg,235-1490-ND,GE-2103,Amphenol Advanced Sensors,INLINE FLUID TEMP SENSOR 1 1/4"",137,0,"18.51000","0","1","-","Active","Temperature","Analog Voltage","-40°C ~ 120°C"
https://lunainc.com/wp-content/uploads/2016/06/1004222231.pdf,//media.digikey.com/photos/Advanced%20Photonix%20Photos/SD100-42-22-231.JPG,SD100-42-22-231-ND,SD100-42-22-231,Advanced Photonix,DETECTOR/AMP BLUE ENH 2.54MM TO5,30,0,"159.53000","0","1","-","Active","Infrared","Analog","-"
-,-,336-5851-ND,SI1181-B3-GM,Silicon Labs,IC OPTICAL SENSOR,250,0,"2.57000","0","1","-","Active","Optical","I²C, SPI","-40°C ~ 85°C"
https://docs.broadcom.com/docs/pub-005792,-,516-4268-ND,AFBR-S10RX021Z,Broadcom Limited,ANALOG SENSOR HORIZ VL,590,0,"11.77000","0","1","-","Active","Optical","Analog Voltage","-40°C ~ 85°C (TA)"
https://docs.broadcom.com/docs/pub-005792,-,516-4269-ND,AFBR-S10RX031Z,Broadcom Limited,ANALOG SENSOR VERT VL,595,0,"12.86000","0","1","-","Active","Optical","Analog Voltage","-40°C ~ 85°C (TA)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2316851&DocType=Customer+Drawing&DocLang=English,-,A126946-ND,2316851-1,TE Connectivity AMP Connectors,"AMBIMATE MODULE, MS4, CAST, WITH",300,0,"14.96000","0","1","-","Active","Humidity, Temperature","I²C","-5°C ~ 50°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2316852&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_MS4-Series.jpg,A126947-ND,2316852-2,TE Connectivity AMP Connectors,"AMBIMATE MODULE, MS4, CAST, WITH",270,0,"33.91000","0","1","MS4","Active","Humidity, Light, Motion, Temperature","I²C","-5°C ~ 50°C"
https://monnit.azureedge.net/content/documents/datasheets/ALTA/ADS-003-Water-Sensor-Data-Sheet.pdf,//media.digikey.com/Photos/Monnit-Corporation/MFG_MNS2-9-W2-WS-WD-L03.jpg,1859-1021-ND,MNS2-9-W2-WS-WD-L03,Monnit Corporation,ALTA WIRELESS WATER DETECTION SE,46,0,"105.00000","0","1","-","Active","Water Detection","900MHz","-40°C ~ 85°C"
https://monnit.azureedge.net/content/documents/datasheets/ALTA/ADS-039-500-VAC-Detect-Sensor-Data-Sheet.pdf,//media.digikey.com/Photos/Monnit-Corporation/MFG_MNS2-9-IN-VD-DC.jpg,1859-1052-ND,MNS2-9-IN-VD-DC,Monnit Corporation,ALTA INDUSTRIAL WIRELESS VOLTAGE,78,0,"187.20000","0","1","-","Active","Voltage Detection","Voltage, 900MHz","-40°C ~ 85°C"
https://www.ia.omron.com/data_pdf/cat/f03-16pt_ds_e_1_3_csm526.pdf,//media.digikey.com/Photos/Omron%20Auto/F03-16PT-xxM.jpg,Z7750-ND,F03-16PT-2M,Omron Automation and Safety,SENSING BAND 2M,39,0,"192.78000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/FC30.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-LGA%20PKG.jpg,497-6969-2-ND,FC30TR,STMicroelectronics,IC MEMS FUNCTIONAL SENSOR 14-LGA,0,0,"Obsolete","0","5000","-","Obsolete","3D Orientation Detection","Digital","-40°C ~ 85°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/FC30.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-LGA%20PKG.jpg,497-6969-1-ND,FC30TR,STMicroelectronics,IC MEMS FUNCTIONAL SENSOR 14-LGA,8157,0,"2.72000","0","1","-","Obsolete","3D Orientation Detection","Digital","-40°C ~ 85°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/FC30.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/14-LGA%20PKG.jpg,497-6969-6-ND,FC30TR,STMicroelectronics,IC MEMS FUNCTIONAL SENSOR 14-LGA,8157,0,"Digi-Reel","0","1","-","Obsolete","3D Orientation Detection","Digital","-40°C ~ 85°C (TA)"
http://cache.freescale.com/files/sensors/doc/fact_sheet/FXTH87FS.pdf,//media.digikey.com/Photos/NXP%20USA/MFG_FXTH8709116T1.jpg,568-15057-2-ND,FXTH8709116T1,NXP USA Inc.,IC SENSOR MULTICHIP XZAXIS 24QFN,2000,0,"3.58554","0","2000","-","Active","Tire Pressure Monitoring (TPMS)","RF","-40°C ~ 125°C"
http://cache.freescale.com/files/sensors/doc/fact_sheet/FXTH87FS.pdf,//media.digikey.com/Photos/NXP%20USA/MFG_FXTH8709116T1.jpg,568-15057-1-ND,FXTH8709116T1,NXP USA Inc.,IC SENSOR MULTICHIP XZAXIS 24QFN,2000,0,"8.03000","0","1","-","Active","Tire Pressure Monitoring (TPMS)","RF","-40°C ~ 125°C"
http://cache.freescale.com/files/sensors/doc/fact_sheet/FXTH87FS.pdf,//media.digikey.com/Photos/NXP%20USA/MFG_FXTH8709116T1.jpg,568-15057-6-ND,FXTH8709116T1,NXP USA Inc.,IC SENSOR MULTICHIP XZAXIS 24QFN,2000,0,"Digi-Reel","0","1","-","Active","Tire Pressure Monitoring (TPMS)","RF","-40°C ~ 125°C"
https://datasheets.maximintegrated.com/en/ds/MAX30112.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0538;WG;24.jpg,MAX30112EWG+TTR-ND,MAX30112EWG+T,Maxim Integrated,INTEGRATED BIOSENSOR FOR MOBILE,0,2500,"2.89940","0","2500","-","Active","Oximeter/Heart Rate","I²C","-40°C ~ 85°C"
https://datasheets.maximintegrated.com/en/ds/MAX30112.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0538;WG;24.jpg,MAX30112EWG+TCT-ND,MAX30112EWG+T,Maxim Integrated,INTEGRATED BIOSENSOR FOR MOBILE,3278,2500,"6.35000","0","1","-","Active","Oximeter/Heart Rate","I²C","-40°C ~ 85°C"
https://datasheets.maximintegrated.com/en/ds/MAX30112.pdf,//media.digikey.com/Renders/Maxim%20Renders/175;21-0538;WG;24.jpg,MAX30112EWG+TDKR-ND,MAX30112EWG+T,Maxim Integrated,INTEGRATED BIOSENSOR FOR MOBILE,3278,2500,"Digi-Reel","0","1","-","Active","Oximeter/Heart Rate","I²C","-40°C ~ 85°C"
https://datasheets.maximintegrated.com/en/ds/MAX30110.pdf,-,MAX30110EWG+TTR-ND,MAX30110EWG+T,Maxim Integrated,INTEGRATED BIOSENSOR FOR MOBILE,0,15000,"2.89940","0","2500","-","Active","Oximeter/Heart Rate","SPI","-40°C ~ 85°C"
https://datasheets.maximintegrated.com/en/ds/MAX30110.pdf,-,MAX30110EWG+TCT-ND,MAX30110EWG+T,Maxim Integrated,INTEGRATED BIOSENSOR FOR MOBILE,2418,15000,"6.35000","0","1","-","Active","Oximeter/Heart Rate","SPI","-40°C ~ 85°C"
https://datasheets.maximintegrated.com/en/ds/MAX30110.pdf,-,MAX30110EWG+TDKR-ND,MAX30110EWG+T,Maxim Integrated,INTEGRATED BIOSENSOR FOR MOBILE,2418,15000,"Digi-Reel","0","1","-","Active","Oximeter/Heart Rate","SPI","-40°C ~ 85°C"
https://datasheets.maximintegrated.com/en/ds/MAX30100.pdf,//media.digikey.com/Photos/Maxim%20Photos/MAX30100EFD+.jpg,MAX30100EFD+TTR-ND,MAX30100EFD+T,Maxim Integrated,IC SENSOR OXIMETER/HEARTRATE,0,0,"Obsolete","0","7500","-","Obsolete","Oximeter/Heart Rate","-","-"
https://datasheets.maximintegrated.com/en/ds/MAX30100.pdf,//media.digikey.com/Photos/Maxim%20Photos/MAX30100EFD+.jpg,MAX30100EFD+TCT-ND,MAX30100EFD+T,Maxim Integrated,IC SENSOR OXIMETER/HEARTRATE,4364,0,"6.81000","0","1","-","Obsolete","Oximeter/Heart Rate","-","-"
https://datasheets.maximintegrated.com/en/ds/MAX30100.pdf,//media.digikey.com/Photos/Maxim%20Photos/MAX30100EFD+.jpg,MAX30100EFD+TDKR-ND,MAX30100EFD+T,Maxim Integrated,IC SENSOR OXIMETER/HEARTRATE,4364,0,"Digi-Reel","0","1","-","Obsolete","Oximeter/Heart Rate","-","-"
https://datasheets.maximintegrated.com/en/ds/MAX86140.pdf,//media.digikey.com/Renders/Maxim%20Renders/20-WLP%2021-0095.jpg,MAX86140ENP+TTR-ND,MAX86140ENP+T,Maxim Integrated,IC SENSOR OXIMETER/HEARTRATE,0,0,"3.48400","0","2500","-","Active","Oximeter/Heart Rate","SPI","-40°C ~ 85°C (TA)"
https://datasheets.maximintegrated.com/en/ds/MAX86140.pdf,//media.digikey.com/Renders/Maxim%20Renders/20-WLP%2021-0095.jpg,MAX86140ENP+TCT-ND,MAX86140ENP+T,Maxim Integrated,IC SENSOR OXIMETER/HEARTRATE,1441,0,"7.02000","0","1","-","Active","Oximeter/Heart Rate","SPI","-40°C ~ 85°C (TA)"
https://datasheets.maximintegrated.com/en/ds/MAX86140.pdf,//media.digikey.com/Renders/Maxim%20Renders/20-WLP%2021-0095.jpg,MAX86140ENP+TDKR-ND,MAX86140ENP+T,Maxim Integrated,IC SENSOR OXIMETER/HEARTRATE,1441,0,"Digi-Reel","0","1","-","Active","Oximeter/Heart Rate","SPI","-40°C ~ 85°C (TA)"
