Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","For Measuring","Sensor Type","Current - Sensing","Number of Channels","Output","Sensitivity","Frequency","Linearity","Accuracy","Voltage - Supply","Response Time","Current - Supply (Max)","Operating Temperature","Polarization","Mounting Type","Package / Case","Supplier Device Package"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1370-1-ND,ACS711ELCTR-12AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 12.5A AC/DC,22485,0,"2.89000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","12.5A","1","Ratiometric, Voltage","110mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1370-6-ND,ACS711ELCTR-12AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 12.5A AC/DC,22485,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","12.5A","1","Ratiometric, Voltage","110mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1371-2-ND,ACS711ELCTR-25AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 25A AC/DC,9000,0,"1.08750","0","3000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","25A","1","Ratiometric, Voltage","55mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1371-1-ND,ACS711ELCTR-25AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 25A AC/DC,9940,0,"2.89000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","25A","1","Ratiometric, Voltage","55mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1371-6-ND,ACS711ELCTR-25AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 25A AC/DC,9940,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","25A","1","Ratiometric, Voltage","55mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1373-2-ND,ACS711KLCTR-25AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 25A AC/DC,30000,0,"1.14550","0","3000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","25A","1","Ratiometric, Voltage","55mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1373-1-ND,ACS711KLCTR-25AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 25A AC/DC,32446,0,"3.04000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","25A","1","Ratiometric, Voltage","55mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1373-6-ND,ACS711KLCTR-25AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 25A AC/DC,32446,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","25A","1","Ratiometric, Voltage","55mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1372-2-ND,ACS711KLCTR-12AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 12.5A AC/DC,6000,0,"1.14550","0","3000","Tape & Reel (TR)","-","Active","AC/DC","Hall Effect, Open Loop","12.5A","1","Ratiometric, Voltage","110mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1372-1-ND,ACS711KLCTR-12AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 12.5A AC/DC,9438,0,"3.04000","0","1","Cut Tape (CT)","-","Active","AC/DC","Hall Effect, Open Loop","12.5A","1","Ratiometric, Voltage","110mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS711-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1372-6-ND,ACS711KLCTR-12AB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 12.5A AC/DC,9438,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","AC/DC","Hall Effect, Open Loop","12.5A","1","Ratiometric, Voltage","110mV/A","DC ~ 100kHz","±1%","±5%","3V ~ 5.5V","4.6µs","5.5mA","-40°C ~ 125°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1189-2-ND,ACS712ELCTR-05B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 5A AC/DC,39000,0,"1.62400","0","3000","Tape & Reel (TR)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","5A","1","Ratiometric, Voltage","185mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1189-1-ND,ACS712ELCTR-05B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 5A AC/DC,41482,0,"4.34000","0","1","Cut Tape (CT)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","5A","1","Ratiometric, Voltage","185mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1189-6-ND,ACS712ELCTR-05B-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 5A AC/DC,41482,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","5A","1","Ratiometric, Voltage","185mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1190-2-ND,ACS712ELCTR-20A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,39000,0,"1.62400","0","3000","Tape & Reel (TR)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1190-1-ND,ACS712ELCTR-20A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,39043,0,"4.34000","0","1","Cut Tape (CT)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1190-6-ND,ACS712ELCTR-20A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,39043,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","100mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1191-2-ND,ACS712ELCTR-30A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,15000,0,"1.62400","0","3000","Tape & Reel (TR)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","66mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1191-1-ND,ACS712ELCTR-30A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,16743,0,"4.34000","0","1","Cut Tape (CT)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","66mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS712-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1191-6-ND,ACS712ELCTR-30A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A AC/DC,16743,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","66mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Bidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS709-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/24-QSOP.jpg,620-1337-2-ND,ACS709LLFTR-20BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,87500,0,"1.69400","0","2500","Tape & Reel (TR)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","56mV/A","DC ~ 120kHz","±0.25%","±2%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 150°C","Bidirectional","Surface Mount","24-SSOP (0.154"", 3.90mm Width)","24-QSOP"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS709-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/24-QSOP.jpg,620-1337-1-ND,ACS709LLFTR-20BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,90350,0,"4.53000","0","1","Cut Tape (CT)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","56mV/A","DC ~ 120kHz","±0.25%","±2%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 150°C","Bidirectional","Surface Mount","24-SSOP (0.154"", 3.90mm Width)","24-QSOP"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS709-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/24-QSOP.jpg,620-1337-6-ND,ACS709LLFTR-20BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A AC/DC,90350,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","56mV/A","DC ~ 120kHz","±0.25%","±2%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 150°C","Bidirectional","Surface Mount","24-SSOP (0.154"", 3.90mm Width)","24-QSOP"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS709-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/24-QSOP.jpg,620-1336-2-ND,ACS709LLFTR-35BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 37.5A AC/DC,37500,0,"1.69400","0","2500","Tape & Reel (TR)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","37.5A","1","Ratiometric, Voltage","28mV/A","DC ~ 120kHz","±0.25%","±3%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 150°C","Bidirectional","Surface Mount","24-SSOP (0.154"", 3.90mm Width)","24-QSOP"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS709-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/24-QSOP.jpg,620-1336-1-ND,ACS709LLFTR-35BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 37.5A AC/DC,41212,0,"4.53000","0","1","Cut Tape (CT)","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","37.5A","1","Ratiometric, Voltage","28mV/A","DC ~ 120kHz","±0.25%","±3%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 150°C","Bidirectional","Surface Mount","24-SSOP (0.154"", 3.90mm Width)","24-QSOP"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS709-Datasheet.ashx,//media.digikey.com/Renders/Allegro%20Microsystems%20Renders/24-QSOP.jpg,620-1336-6-ND,ACS709LLFTR-35BB-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 37.5A AC/DC,41212,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","AC/DC","Hall Effect, Open Loop","37.5A","1","Ratiometric, Voltage","28mV/A","DC ~ 120kHz","±0.25%","±3%","3V ~ 5.5V","4µs","14.5mA","-40°C ~ 150°C","Bidirectional","Surface Mount","24-SSOP (0.154"", 3.90mm Width)","24-QSOP"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS713-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1192-2-ND,ACS713ELCTR-20A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A DC,3000,0,"1.80600","0","3000","Tape & Reel (TR)","-","Not For New Designs","DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","185mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS713-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1192-1-ND,ACS713ELCTR-20A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A DC,12900,0,"4.82000","0","1","Cut Tape (CT)","-","Not For New Designs","DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","185mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS713-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1192-6-ND,ACS713ELCTR-20A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 20A DC,12900,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","DC","Hall Effect, Open Loop","20A","1","Ratiometric, Voltage","185mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS713-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1193-2-ND,ACS713ELCTR-30A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A DC,3000,0,"1.80600","0","3000","Tape & Reel (TR)","-","Not For New Designs","DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","133mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS713-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1193-1-ND,ACS713ELCTR-30A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A DC,4103,0,"4.82000","0","1","Cut Tape (CT)","-","Not For New Designs","DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","133mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
https://www.allegromicro.com/~/media/Files/Datasheets/ACS713-Datasheet.ashx,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,620-1193-6-ND,ACS713ELCTR-30A-T,"Allegro MicroSystems, LLC",SENSOR CURRENT HALL 30A DC,4103,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","DC","Hall Effect, Open Loop","30A","1","Ratiometric, Voltage","133mV/A","DC ~ 80kHz","±1.5%","±1.5%","5V","5µs","13mA","-40°C ~ 85°C","Unidirectional","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
