Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Capacitance Range","Mounting Type","Voltage - Rated","Tolerance","Applications","Features","Quantity","Packages Included"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/875075_WCAP-PSLC_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_875075.jpg,732-11630-ND,875075,Wurth Electronics Inc.,DESIGN KIT WCAP-PSLC,3,0,"107.00000","0","1","Plastic Box with Bin Guide","WCAP-PSLC","Active","Aluminum (Polymer)","39µF ~ 2mF","Surface Mount","6.3 ~ 25 V","±20%","General Purpose","-","174 Pieces (29 Values - 6 Each)","Radial, Can - SMD"
https://api.kemet.com/component-edge/download/datasheet/TAN ENG KIT 23.pdf,//media.digikey.com/photos/Kemet%20Photos/TAN%20ENG%20KIT%2023.JPG,399-11667-ND,TAN ENG KIT 23,KEMET,CAP KIT ALUM/TAN 10-1500UF 170PC,20,0,"118.51000","0","1","Binder","A700, T520, T530","Active","Aluminum, Tantalum (Polymer)","10µF ~ 1500µF","Surface Mount","2.5 ~ 16 V","±20%","General Purpose","-","170 Pieces (17 Values - 10 Each)","1206, 1411, 2917 (3216, 3528, 7343 Metric)"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/875105_WCAP-PSLP_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_875105.jpg,732-11631-ND,875105,Wurth Electronics Inc.,DESIGN KIT WCAP-PSLP,4,0,"119.00000","0","1","Plastic Box with Bin Guide","WCAP-PSLP","Active","Aluminum (Polymer)","10µF ~ 390µF","Surface Mount","6.3 ~ 25 V","±20%","General Purpose","-","525 Pieces (35 Values - 15 Each)","Radial, Can - SMD"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/870135_WCAP-PTHT_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_870135.jpg,732-11628-ND,870135,Wurth Electronics Inc.,DESIGN KIT WCAP-PTHT,3,0,"119.00000","0","1","Plastic Box with Bin Guide","WCAP-PTHT","Active","Aluminum (Polymer)","100µF ~ 2mF","Through Hole","6.3 ~ 16 V","±20%","General Purpose","-","225 Pieces (15 Values - 15 Each)","Radial, Can"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/875115_WCAP-PSHP_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_875115.jpg,732-11632-ND,875115,Wurth Electronics Inc.,DESIGN KIT WCAP-PSHP,2,0,"119.00000","0","1","Plastic Box with Bin Guide","WCAP-PSHP","Active","Aluminum (Polymer)","68µF ~ 1.2mF","Surface Mount","6.3 ~ 25 V","±20%","General Purpose","-","246 Pieces (Assorted Per Value)","Radial, Can - SMD"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/885300_WCAP-CSSA_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_885300.jpg,732-11619-ND,885300,Wurth Electronics Inc.,CAP KIT CERAMIC 33PF-2200PF,3,0,"125.00000","0","1","Plastic Box with Bin Guide","WCAP-CSSA","Active","Ceramic","33pF ~ 2200pF","Surface Mount, MLCC","250VAC","±5%, ±10%","General Purpose","X1Y2, X2Y3 Safety Rated","-","1808, 1812, 2211 (4520, 4532, 5723 Metric)"
https://api.kemet.com/component-edge/download/datasheet/TAN ENG KIT 19.pdf,//media.digikey.com/photos/Kemet%20Photos/TAN%20ENG%20KIT%2019.JPG,399-11665-ND,TAN ENG KIT 19,KEMET,CAP KIT TANT 1UF-22UF 100PCS,15,0,"127.00000","0","1","Binder","T498, T499","Active","Tantalum","1µF ~ 22µF","Surface Mount","10 ~ 50 V","±10%","General Purpose","High Temperature","100 Pieces (10 Values - 10 Each)","1206, 1411, 2312, 2917 (3216, 3528, 6032, 7343 Metric)"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0007.JPG,1284-1770-ND,DK0007,American Technical Ceramics,CAP KIT CERAMIC 100PF-1000PF,10,0,"128.50000","0","1","-","ATC 700A","Active","Ceramic","100pF ~ 1000pF","Surface Mount, MLCC","-","±5%, ±10%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0007T.JPG,1284-1771-ND,DK0007T,American Technical Ceramics,CAP KIT CERAMIC 100PF-1000PF,10,0,"128.50000","0","1","-","ATC 700A","Active","Ceramic","100pF ~ 1000pF","Surface Mount, MLCC","-","±5%, ±10%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0081T.jpg,1284-1814-ND,DK0081T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,10,0,"128.50000","0","1","-","ATC 800A","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0002.JPG,1284-1760-ND,DK0002,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,9,0,"128.50000","0","1","-","Porcelain Superchip® ATC 100A","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0001T.JPG,1284-1759-ND,DK0001T,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-2PF 240PC,8,0,"128.50000","0","1","-","Porcelain Superchip® ATC 100A","Active","Ceramic","0.1pF ~ 2pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0006T.jpg,1284-1769-ND,DK0006T,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,8,0,"128.50000","0","1","-","ATC 700A","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0080T.jpg,1284-1813-ND,DK0080T,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-2PF 240PC,6,0,"128.50000","0","1","-","ATC 800A","Active","Ceramic","0.1pF ~ 2pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0082T.jpg,1284-1815-ND,DK0082T,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,6,0,"128.50000","0","1","-","ATC 800A","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0005.JPG,1284-1766-ND,DK0005,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,5,0,"128.50000","0","1","-","ATC 700A","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0003.JPG,1284-1762-ND,DK0003,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,4,0,"128.50000","0","1","-","Porcelain Superchip® ATC 100A","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,-,1284-1764-ND,DK0004,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-2PF 240PC,4,0,"128.50000","0","1","-","ATC 700A","Active","Ceramic","0.1pF ~ 2pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0006.JPG,1284-1768-ND,DK0006,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,4,0,"128.50000","0","1","-","ATC 700A","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0005T.JPG,1284-1767-ND,DK0005T,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,3,0,"128.50000","0","1","-","ATC 700A","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0004T.JPG,1284-1765-ND,DK0004T,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-2PF 240PC,2,0,"128.50000","0","1","-","ATC 700A","Active","Ceramic","0.1pF ~ 2pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/861141_WCAP-AI3H_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_861141.jpg,732-11623-ND,861141,Wurth Electronics Inc.,DESIGN KIT WCAP-AI3H,5,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-AI3H","Active","Aluminum","68µF ~ 330µF","Through Hole","450V","±20%","General Purpose","-","43 Pieces (Assorted Per Value)","Radial, Can - SMD"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/861221_WCAP-AIE8_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_861221.jpg,732-11625-ND,861221,Wurth Electronics Inc.,DESIGN KIT WCAP-AIE8,5,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-AIE8","Active","Aluminum","68µF ~ 560µF","Through Hole","450V","±20%","General Purpose","-","40 Pieces (Assorted Per Value)","Radial, Can - SMD"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/861021_WCAP-AIG5_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_861021.jpg,732-11622-ND,861021,Wurth Electronics Inc.,DESIGN KIT WCAP-AIG5,3,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-AIG5","Active","Aluminum","33µF ~ 390µF","Through Hole","450V","±20%","General Purpose","-","44 Pieces (Assorted Per Value)","Radial, Can - SMD"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/861011_WCAP-AIG8_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_861011.jpg,732-11620-ND,861011,Wurth Electronics Inc.,DESIGN KIT WCAP-AIG8,2,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-AIG8","Active","Aluminum","47µF ~ 560µF","Through Hole","450V","±20%","General Purpose","-","41 Pieces (Assorted Per Value)","Radial, Can - SMD"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/861012_WCAP-AIG8_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_861012.jpg,732-11621-ND,861012,Wurth Electronics Inc.,DESIGN KIT WCAP-AIG8,2,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-AIG8","Active","Aluminum","82µF ~ 470µF","Through Hole","450V","±20%","General Purpose","-","28 Pieces (Assorted Per Value)","Radial, Can - SMD"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/861142_WCAP-AI3H_Design_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_861142.jpg,732-11624-ND,861142,Wurth Electronics Inc.,DESIGN KIT WCAP-AI3H,2,0,"140.00000","0","1","Plastic Box with Bin Guide","WCAP-AI3H","Active","Aluminum","82µF ~ 680µF","Through Hole","450V","±20%","General Purpose","-","22 Pieces (Assorted Per Value)","Radial, Can - SMD"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0074T.JPG,1284-1808-ND,DK0074T,American Technical Ceramics,CAP KIT CERAMIC 0.8PF-8.2PF,9,0,"160.63000","0","1","-","ATC 400L","Active","Ceramic","0.8pF ~ 8.2pF","Surface Mount, MLCC","-","±0.02pF, ±0.03pF, ±0.05pF, ±0.1pF","-","-","320 Pieces (16 Values - 20 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0009.jpg,1284-1774-ND,DK0009,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,8,0,"160.63000","0","1","-","Porcelain Superchip® ATC 100B","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0011.JPG,1284-1778-ND,DK0011,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,6,0,"160.63000","0","1","-","ATC 700B","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0013T.JPG,1284-1783-ND,DK0013T,American Technical Ceramics,CAP KIT CERAMIC 100PF-1000PF,6,0,"160.63000","0","1","-","ATC 700B","Active","Ceramic","100pF ~ 1000pF","Surface Mount, MLCC","-","±5%, ±10%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0009.jpg,1284-1776-ND,DK0010,American Technical Ceramics,CAP KIT CERAMIC 100PF-1000PF,5,0,"160.63000","0","1","-","Porcelain Superchip® ATC 100B","Active","Ceramic","100pF ~ 1000pF","Surface Mount, MLCC","-","±5%, ±10%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0012.JPG,1284-1780-ND,DK0012,American Technical Ceramics,CAP KIT CERAMIC 10PF-100PF 240PC,5,0,"160.63000","0","1","-","ATC 700B","Active","Ceramic","10pF ~ 100pF","Surface Mount, MLCC","-","±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0013.JPG,1284-1782-ND,DK0013,American Technical Ceramics,CAP KIT CERAMIC 100PF-1000PF,5,0,"160.63000","0","1","-","ATC 700B","Active","Ceramic","100pF ~ 1000pF","Surface Mount, MLCC","-","±5%, ±10%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0014T.JPG,1284-1785-ND,DK0014T,American Technical Ceramics,CAP KIT CERAMIC 1000PF-5100PF,5,0,"160.63000","0","1","-","ATC 700B","Active","Ceramic","1000pF ~ 5100pF","Surface Mount, MLCC","-","±10%","-","-","165 Pieces (11 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0070T.JPG,1284-1804-ND,DK0070T,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-1.8PF,5,0,"160.63000","0","1","-","ATC 400Z","Active","Ceramic","0.1pF ~ 1.8pF","Surface Mount, MLCC","-","±0.02pF, ±0.05pF","-","-","320 Pieces (16 Values - 20 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0073T.JPG,1284-1807-ND,DK0073T,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-1PF 300PC,5,0,"160.63000","0","1","-","ATC 400L","Active","Ceramic","0.1pF ~ 1pF","Surface Mount, MLCC","-","±0.02pF","-","-","300 Pieces (15 Values - 20 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0075T.JPG,1284-1809-ND,DK0075T,American Technical Ceramics,CAP KIT CERAMIC 10PF-68PF 300PC,5,0,"160.63000","0","1","-","ATC 400L","Active","Ceramic","10pF ~ 68pF","Surface Mount, MLCC","-","±1%","-","-","300 Pieces (15 Values - 20 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0077T.JPG,1284-1811-ND,DK0077T,American Technical Ceramics,CAP KIT CERAMIC 1PF-5.6PF 320PC,5,0,"160.63000","0","1","-","ATC 400S","Active","Ceramic","1pF ~ 5.6pF","Surface Mount, MLCC","-","±0.02pF, ±0.03pF, ±0.05pF","-","-","320 Pieces (16 Values - 20 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0078T.JPG,1284-1812-ND,DK0078T,American Technical Ceramics,CAP KIT CERAMIC 10PF-68PF 300PC,5,0,"160.63000","0","1","-","ATC 400S","Active","Ceramic","10pF ~ 68pF","Surface Mount, MLCC","-","±1%","-","-","300 Pieces (15 Values - 20 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0008.JPG,1284-1772-ND,DK0008,American Technical Ceramics,CAP KIT CERAMIC 1PF-10PF 240PC,4,0,"160.63000","0","1","-","Porcelain Superchip® ATC 100B","Active","Ceramic","1pF ~ 10pF","Surface Mount, MLCC","-","±0.1pF, ±0.25pF, ±5%","-","-","240 Pieces (16 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/photos/American%20Technical%20Ceramics/DK0014.JPG,1284-1784-ND,DK0014,American Technical Ceramics,CAP KIT CERAMIC 1000PF-5100PF,3,0,"160.63000","0","1","-","ATC 700B","Active","Ceramic","1000pF ~ 5100pF","Surface Mount, MLCC","-","±10%","-","-","165 Pieces (11 Values - 15 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0072T.JPG,1284-1806-ND,DK0072T,American Technical Ceramics,CAP KIT CERAMIC 2PF-12PF 320PC,3,0,"160.63000","0","1","-","ATC 400Z","Active","Ceramic","2pF ~ 12pF","Surface Mount, MLCC","-","±0.1pF, ±1%","-","-","320 Pieces (16 Values - 20 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0071T.JPG,1284-1805-ND,DK0071T,American Technical Ceramics,CAP KIT CERAMIC 1PF-2.5PF 300PC,2,0,"160.63000","0","1","-","ATC 400Z","Active","Ceramic","1pF ~ 2.5pF","Surface Mount, MLCC","-","±0.05pF, ±0.1pF","-","-","300 Pieces (15 Values - 20 Each)","Surface Mount, MLCC"
//media.digikey.com/pdf/Data%20Sheets/American%20Technical%20Ceramics/Design_Kits_2-22-18.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/DK0076T.JPG,1284-1810-ND,DK0076T,American Technical Ceramics,CAP KIT CERAMIC 0.1PF-0.9PF,2,0,"160.63000","0","1","-","ATC 400S","Active","Ceramic","0.1pF ~ 0.9pF","Surface Mount, MLCC","-","±0.02pF","-","-","320 Pieces (16 Values - 20 Each)","Surface Mount, MLCC"
https://api.kemet.com/component-edge/download/datasheet/TAN ENG KIT 27.pdf,//media.digikey.com/photos/Kemet%20Photos/TAN%20ENG%20KIT%2027.JPG,399-11668-ND,TAN ENG KIT 27,KEMET,CAP KIT TANT 4.7-1500UF 100PCS,15,0,"194.18000","0","1","Binder","T540, T541, T543","Active","Tantalum (Polymer)","4.7µF ~ 1500µF","Surface Mount","2.5 ~ 63 V","±20%","High Reliability","-","100 Pieces (10 Values - 10 Each)","2917 (7343 Metric)"
//media.digikey.com/pdf/Data%20Sheets/BC%20Components%20PDFs/VY1_Compact_Sample_Kit.pdf,//media.digikey.com/Photos/Vishay%20BC%20Photos/MFG_VY11-KIT-CS.jpg,BC2979-ND,VY11-KIT-CS,Vishay BC Components,CAP KIT CER 470PF-4700PF 70PCS,28,0,"36.00000","0","1","Plastic Box with Bin Guide","VY1","Active","Ceramic","470pF ~ 4700pF","Through Hole","760VAC","±20%","Safety","X1Y1 Safety Rated","70 Pieces (7 Values - 10 Each)","Radial"
https://api.kemet.com/component-edge/download/datasheet/FLM ENG KIT 24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FLM-ENG-KIT-24.jpg,1680-1013-ND,FLM ENG KIT 24,KEMET,F863 METALLIZED POLYPROPYLENE FI,6,0,"37.82000","0","1","-","F863","Active","Film","0.1µF ~ 4.7µF","Through Hole","310VAC","±10%","Automotive; EMI, RFI Suppression","X2 Safety Rated","90 Pieces (9 Values - 10 Each)","Radial"
-,//media.digikey.com/photos/Johanson%20Dielect%20Photos/DIGI-402.JPG,709-1109-ND,S-0402DIGI,Johanson Dielectrics Inc.,CAP KIT CER 1PF-0.22UF 1400PCS,14,0,"45.37000","0","1","Plastic Box with Bin Guide","-","Active","Ceramic","1pF ~ 0.22µF","Surface Mount, MLCC","6.3 ~ 50 V","±0.25pF, ±5%, ±10%, -20%, +80%","General Purpose","-","1400 Pieces (28 Values - 50 Each)","0402 (1005 Metric)"
https://www.johansondielectrics.com/downloads/jdi-product-catalog.pdf,//media.digikey.com/photos/Johanson%20Dielect%20Photos/S-PLY-2.jpg,709-1251-ND,S-PLY-2,Johanson Dielectrics Inc.,CAP KIT CER 100PF-2200PF 200PCS,8,0,"59.47000","0","1","Plastic Box with Bin Guide","PolyTerm®","Active","Ceramic","100pF ~ 2200pF","Surface Mount, MLCC","250VAC, 1000 ~ 3000 V (3kV)","±10%","Safety, Boardflex Sensitive","Soft Termination, High Voltage","200 Pieces (10 Values - 20 Each)","0805 ~ 2220 (2012 ~ 5750 Metric)"
https://api.kemet.com/component-edge/download/datasheet/ALU ENG KIT 01.pdf,//media.digikey.com/Photos/Kemet%20Photos/ALU-ENG-KIT-01.jpg,1680-1012-ND,ALU ENG KIT 01,KEMET,"ALU ELEC, SMD, SMD, LOW PROFILE,",8,0,"101.84000","0","1","-","-","Active","Aluminum","2.2µF ~ 2200µF","Surface Mount","16 ~ 450V","±20%","General Purpose","-","120 Pieces (20 Values - 6 Each)","Radial, Can - SMD"
https://api.kemet.com/component-edge/download/datasheet/ALU ENG KIT 03.pdf,-,1680-1016-ND,ALU ENG KIT 03,KEMET,ALU HIGH VOLTAGE RADIAL ELECTROL,6,0,"101.84000","0","1","-","ESG, ESH","Active","Aluminum","1µF ~ 470µF","Through Hole","100 ~ 500 V","±20%","General Purpose","-","109 Pieces (15 Values - Mixed Quantities)","Radial"
//media.digikey.com/pdf/Data%20Sheets/Kemet%20PDFs/TAN_ENG_KIT_34.pdf,//media.digikey.com/Photos/Kemet%20Photos/TAN-ENG-KIT-34.jpg,1680-1014-ND,TAN ENG KIT 34,KEMET,T521 HIGH VOLTAGE POLYMER CAP,6,0,"107.09000","0","1","-","T521","Active","Tantalum (Polymer)","1.5µF ~ 330µF","Surface Mount","16 ~ 75 V","±20%","-","-","160 Pieces (16 Values - 10 Each)","1411, 2917 (3528, 7343 Metric)"
-,//media.digikey.com/photos/Murata%20Photos/MKV250V-KIT-1-DE.JPG,490-16136-ND,MKV250V-KIT-1-DE,Murata Electronics North America,CAP KIT CER 1000PF-0.056UF 160PC,5,0,"130.10000","0","1","Binder","GA3, KX","Obsolete","Ceramic","1000pF ~ 0.056µF","Surface Mount, MLCC; Through Hole","250V","±0.1pF, ±10%","-","X1Y2 Safety Rated","160 Pieces (16 Values - 10 Each)","2220 (5750 Metric), Radial"
-,//media.digikey.com/Photos/Cornell%20Dubilier%20Photos/EDU-KIT1.jpg,338-3478-ND,EDU-KIT1,Cornell Dubilier Electronics (CDE),CAPACITOR KIT FOR UNIVERSITIES,11,0,"130.22000","0","1","-","-","Obsolete","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/photos/Murata%20Photos/MKV250V-KIT-2-DE.JPG,490-16137-ND,MKV250V-KIT-2-DE,Murata Electronics North America,CAP KIT CER 10000PF-2.2UF 240PCS,6,0,"144.50000","0","1","Binder","GRM, RDE","Obsolete","Ceramic","10000pF ~ 2.2µF","Surface Mount, MLCC; Through Hole","250V, 630V","±10%","General Purpose","-","240 Pieces (24 Values - 10 Each)","0805 ~ 2220 (2012 ~ 5750 Metric), Radial"
