Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Kit Contents"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/999_002_VER_2.0_Balun_Core_Kit.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/999-002-VER-2.0.jpg,1773-1041-ND,999 002 VER 2.0,Wurth Elektronik iBE,BALUN CORE KIT,5,0,"77.25000","0","1","-","-","Active","Design","Assorted"
http://www.memoryprotectiondevices.com/documents/COINCELL-DEVKIT-PC%20(1).pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/MFG_BK-DEVKIT-PC.jpg,BK-DEVKIT-PC-ND,BK-DEVKIT-PC,MPD (Memory Protection Devices),COIN CELL EVAL KIT PC PINS,41,949,"84.67000","0","1","-","-","Active","Coin Cell","Assorted"
//media.digikey.com/pdf/Data%20Sheets/Memory%20Protection%20PDFs/BK-DevKit_SM.pdf,//media.digikey.com/Photos/Memory%20Protection%20Photos/BK-DEVKIT-SM.jpg,BK-DEVKIT-SM-ND,BK-DEVKIT-SM,MPD (Memory Protection Devices),COIN CELL EVAL KIT SURFACE MOUNT,39,829,"84.67000","0","1","-","-","Active","Coin Cell","85 Pieces - 17 Values (5 Each)"
https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/LTE-M/doc_part/LTE-M.pdf,-,1837-1137-ND,LTE-M,PulseLarsen Antennas,ANTENNA KIT LTE NB IOT SERIES,6,0,"93.75000","0","1","-","-","Active","IoT and Wearables","19 pcs - Assorted Values"
https://www.pomonaelectronics.com/file/17798/download?token=ktUvMKor,//media.digikey.com/photos/Pomona%20Photos/MFG_5513.jpg,501-2066-ND,5513,Pomona Electronics,KIT ATTENUATOR BNC 50 OHM,4,0,"409.99000","0","1","Bulk","Pomona®","Active","BNC Attenuator","6 pcs, 5 Attenuators and 1 Case"
//media.digikey.com/pdf/Data%20Sheets/Advanced%20Thermal%20Solutions%20PDFs/ATS-51300K-C2-R0.pdf,//media.digikey.com/Photos/Advanced%20Thermal%20Solutions%20Photos/ATS-TMDK-96.jpg,ATS1397-ND,ATS-TMDK-96,Advanced Thermal Solutions Inc.,KIT THERMAL MANAGEMENT DESIGN,4,0,"734.40000","0","1","Cardboard Box","Innovations in Thermal Management®","Active","Thermal Management Design","96 pcs - 1 ea of 96 values"
https://www.murata.com/~/media/webrenewal/support/referencedesign/nrf/20160928_referencedesign_nordic_nrf5_flyer.ashx,//media.digikey.com/Photos/Murata%20Photos/MFG_EKSM-PND52X32A-KIT.jpg,490-14303-ND,EKSM-PND52X32A-KIT,Murata Electronics North America,NORDIC STARTER KIT FOR NRF52X32,6,0,"11.97000","0","1","Notebook","-","Active","Design","290 pcs - Assorted values"
https://www.murata.com/~/media/webrenewal/support/referencedesign/nrf/20160928_referencedesign_nordic_nrf5_flyer.ashx,//media.digikey.com/photos/Murata%20Photos/EKSM-PND51X22A-KIT.JPG,490-14302-ND,EKSM-PND51X22A-KIT,Murata Electronics North America,NORDIC STARTER KIT FOR NRF51X22,9,0,"14.41000","0","1","Notebook","-","Active","Design","420 pcs - Assorted values"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/L%5EC-201DL.jpg,712-1550-ND,L/C-201DL,Johanson Technology Inc.,0201 L-SER CAP & IND (CHIP) KIT,0,0,"107.09000","0","1","Box","-","Active","Design","Assorted"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKSM-PDADA1A-KIT_Br.pdf,-,490-18382-ND,EKSM-PDADA1A-KIT,Murata Electronics North America,DIALOG PASSIVE STARTER KIT,0,0,"10.43000","0","1","-","-","Active","Design","240 pcs - Assorted Values"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/744999.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_Design%20Kit.jpg,732-2115-ND,744999,Wurth Electronics Inc.,KIT DESIGN FOR INTERFACES,0,0,"150.00000","0","1","Tray","-","Active","Interface","235 pcs - Assorted values"
-,-,999-690-ND,999-690,Amphenol RF Division,AUTOMOTIVE SAMPLE KITS,0,0,"33.76000","0","3","Plastic Box","Fakra II","Active","Coaxial, RF","12 pcs - 1 ea of 12 values"
https://www.bourns.com/docs/technical-documents/featured-product-bulletins/Bourns_K1411_CC-LAB2_FPB.pdf,//media.digikey.com/Photos/Bourns%20Photos/CC-LAB2.JPG,CC-LAB2-ND,CC-LAB2,Bourns Inc.,AC/DC CIRCUIT CONDITIONING LAB K,0,0,"37.50000","0","1","Plastic Box with Bin Guide","-","Active","Design","Assorted"
-,-,CC-LAB1-ND,CC-LAB1,Bourns Inc.,CIRCUIT CONDITIONING LAB KIT,0,0,"37.50000","0","1","Plastic Box with Bin Guide","-","Active","Design","Assorted"
//media.digikey.com/pdf/Data%20Sheets/Abracon%20Corp%20PDFs/ABKIT-ANTENNA-2.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ABKIT-ANTENNA-2.jpg,535-14705-KIT-ND,ABKIT-ANTENNA-2,Abracon LLC,CHIP/PATCH ANTENNA KIT,6,0,"39.55000","0","1","-","-","Active","IoT and Wearables","11 pcs - 11 Values (1 Each)"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/GBBL.JPG,712-1554-ND,GBBL,Johanson Technology Inc.,BROADBAND SINGLE LAYER CAP KIT,0,0,"45.38500","0","4","-","-","Active","Design","50 pcs - Assortment"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B66482G0000X608.pdf,//media.digikey.com/Photos/Epcos%20Photos/495-77298-KIT.jpg,495-77298-KIT-ND,495-77298-KIT,EPCOS (TDK),PC200 FERRITE CORE KIT,4,0,"47.09000","0","1","-","-","Active","Ferrite Disks and Plates","56 pcs - 14 Values (4 Each)"
https://abracon.com/uploads/resources/Automotive-Component-Kit-ABKIT-AUTOMOTIVE-1.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ABKIT-AUTOMOTIVE-1.jpg,ABKIT-AUTOMOTIVE-1-KIT-ND,ABKIT-AUTOMOTIVE-1,Abracon LLC,AUTOMOTIVE COMPONENT KIT,0,0,"66.02000","0","1","-","-","Active","Assorted Automotive Kit","37 pcs - Assorted Values"
https://cdn.macom.com/datasheets/MABA-000001-75KIT1.pdf,//media.digikey.com/photos/MACom%20Technology%20Solutions/MABA-000001-75KIT1.JPG,1465-1799-ND,MABA-000001-75KIT1,M/A-Com Technology Solutions,75 OHM DESIGNERS KIT,1,0,"74.36000","0","1","Bulk","-","Active","Design","120 pcs - 10 ea of 12 values"
https://abracon.com/uploads/resources/IoT-and-Wearables-Component-Kit-ABKIT-IOT-1.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ABKIT-IOT-KIT.jpg,ABKIT-IOT-1-KIT-ND,ABKIT-IOT-1,Abracon LLC,IOT & WEARABLES COMPONENT KIT,5,0,"83.16000","0","1","Book","-","Active","IoT and Wearables","85 Pieces - 17 Values (5 Each)"
-,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/535-13678-KIT.jpg,535-13678-KIT-ND,ABKIT-RTC32K-1,Abracon LLC,RTC AND 32KHZ SAMPLE KIT,2,0,"85.11000","0","1","Book","-","Active","Design","50 pcs - 5 ea of 10 values"
//media.digikey.com/pdf/Data%20Sheets/Abracon%20Corp%20PDFs/ABKIT-NETWORKING-1.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/535-14707-KIT.jpg,535-14707-KIT-ND,ABKIT-NETWORKING-1,Abracon LLC,NETWORKING APPLICATIONS KIT,10,0,"89.64000","0","1","-","-","Active","Networking Applications","Assorted"
//media.digikey.com/pdf/Data%20Sheets/Abracon%20Corp%20PDFs/ABKIT-ANTENNA-3.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/535-14706-KIT.jpg,535-14706-KIT-ND,ABKIT-ANTENNA-3,Abracon LLC,EXTERNAL ANTENNA KIT,9,0,"101.81000","0","1","-","-","Active","External Antenna","6 pcs - 6 Values (1 Each)"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/5500L%5EC402D.jpg,712-1548-ND,5500L/C402D,Johanson Technology Inc.,0402 CAP/IN/IPC 2.45GHZ DSGN KIT,0,0,"114.75000","0","2","Tray","-","Active","Design","Assorted"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/5500L%5EC603D.jpg,712-1549-ND,5500L/C603D,Johanson Technology Inc.,0603 CAP/IN IPC 5.5GHZ DSGN KIT,0,0,"114.75000","0","2","Tray","-","Active","Design","Assorted"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/WUWBL%5EC603D.jpg,712-1556-ND,WUWBL/C603D,Johanson Technology Inc.,0603 CAP/IND/IPC WIMAX/UWB KIT,0,0,"114.75000","0","2","Tray","-","Active","Design","Assorted"
https://abracon.com/uploads/resources/Abracon-Antennas-for-the-IoT-Flyer.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/535-14703-KIT.jpg,535-14703-KIT-ND,ABKIT-ANTENNA-1,Abracon LLC,IOT ANTENNA COMPONENT KIT,5,0,"116.38000","0","1","Box","-","Active","IoT and Wearables","17 Pieces - 17 Values (1 Each)"
-,-,CT3417-ND,CT3417,Cal Test Electronics,PRECISION 50OHM N TYPE ATTENUATO,0,0,"432.00000","0","1","Plastic Box","Cal Test","Active","Coaxial Attenuator","4 pcs - 4 values"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MK-0020-106-MISC&DocType=Customer+Drawing&DocLang=English,-,3-1201725-8-ND,3-1201725-8,TE Connectivity Raychem Cable Protection,BDAR BOX MISC,0,0,"540.45600","0","10","Plastic Box with Bin Guide","-","Active","Design","32 pcs - Assorted of 10 values"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/System%20for%20Harsh%20Environments%20Catalog.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_STK12.jpg,STK12-ND,STK12,Panduit Corp,MARKER STAMP KIT 0.13""CHARACTERS,0,0,"1425.30000","0","1","-","Pan-Steel®","Active","Marker Stamp","Holder, Carrying Case, and 100 Character Stamps"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/441_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_441.jpg,441-ND,441,Adafruit Industries LLC,SMT/SMD 0805 RESISTOR AND CAPACI,0,0,"39.95000","0","1","-","-","Active","Design","3725 pcs - Assorted Values"
-,//media.digikey.com/photos/3M%20Photos/70-0064-3160-8.JPG,SJ5751-ND,70-0064-3160-8,3M,BUMPON VARIETY PACK 36PCS,0,0,"Obsolete","0","10","Bulk","-","Obsolete","Bumpons","36 Pcs, Round"
http://documents.mendapump.com/PDF/35875.pdf,-,35875-ND,35875,Desco,WORKSTATION ORGANIZER KIT,0,0,"Obsolete","0","1","Plastic Box","Menda®","Obsolete","Workstation Organizer","3 Bottles, 1 Cable Tie, 1 Dissipative Brush"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/748150%20RF%20Design%20Kit%20GPS.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_Design%20Kit.jpg,748150-ND,748150,Wurth Electronics Inc.,KIT DESIGN RF FOR GPS,0,0,"Obsolete","0","1","-","-","Obsolete","Interface","Assorted"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/748240%20Design%20Kit%20WLAN.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_Design%20Kit.jpg,748240-ND,748240,Wurth Electronics Inc.,KIT DESIGN FOR WLAN,0,0,"Obsolete","0","1","-","-","Obsolete","Interface","Assorted"
-,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_Design%20Kit.jpg,748868-ND,748868,Wurth Electronics Inc.,KIT DESIGN FOR ISM 868,0,0,"Obsolete","0","1","-","-","Obsolete","Interface","Assorted"
http://www.ohmite.com/assets/docs/cab_assort.pdf?r=false,//media.digikey.com/Photos/Ohmite%20Photos/CAB-HS1.JPG,CAB-HS1-ND,CAB-HS1,Ohmite,CABINET ASSORTMENT HEATSINK,0,0,"Obsolete","0","2","Plastic Cabinet","D, E, F, M, R, W","Obsolete","Heat Sink","Assorted"
-,-,45656-ND,45656,Greenlee Communications,KIT CONSUMABLES,0,0,"Obsolete","0","1","Plastic Carrying Case","-","Obsolete","Fiber Optic","Assorted"
https://www.johansontechnology.com/downloads/jti-prototyping.pdf,//media.digikey.com/Photos/Johanson%20Tech%20Photos/SLC.JPG,712-1566-ND,SLC,Johanson Technology Inc.,SINGLE LAYER CAP DESIGN KIT,0,0,"Obsolete","0","4","Plastic Box with Bin Guide","-","Obsolete","Design","Assorted"
http://www.caltestelectronics.com/documents/Cal_Test_Cat_No_23.pdf,//media.digikey.com/Photos/Cal-Test-Electronics/MFG_CT3382A.jpg,CT3382A-ND,CT3382A,Cal Test Electronics,PRECISION 50OHM BNC ATTENUATOR K,0,0,"Obsolete","0","1","Plastic Box","Cal Test","Obsolete","Coaxial Attenuator","6 pcs - 6 values"
https://cdn.macom.com/datasheets/MABA-000001-50KIT1.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MABA-000001-50KIT1.JPG,1465-1798-ND,MABA-000001-50KIT1,M/A-Com Technology Solutions,BALUN DESIGNER KIT,0,0,"Active","0","0","Bulk","-","Active","Design","150 pcs - 10 ea of 15 values"
//media.digikey.com/pdf/Data%20Sheets/Digi-Key%20PDFs/RS3202C%20TTL%20Converter.pdf,//media.digikey.com/Photos/Digi-Key%20Photos/DKTGRS232C-KIT.jpg,DKTGRS232C-KIT-ND,DKTGRS232C-KIT,Digi-Key Electronics,TTL CONVERTER,0,0,"Discontinued at Digi-Key","0","1","-","-","Discontinued at Digi-Key","RS232C (9 pos D-Sub) / TTL Converter","Parts to Complete Board (PC Board not included)"
