Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Values"
//media.digikey.com/pdf/Data%20Sheets/TPI%20PDFs/WiFi%20Connector%20Kit%20Brochure.pdf,//media.digikey.com/photos/TPI%20Photos/TPI-4013.jpg,290-1935-ND,TPI-4013,TPI (Test Products Int),CONN 7-16 DIN ADAPTER KIT 6PC,0,0,"570.37000","0","1","Carrying Case","-","Active","RF","6 Adapters: 7/16 Din to N"
//media.digikey.com/pdf/Data%20Sheets/TPI%20PDFs/WiFi%20Connector%20Kit%20Brochure.pdf,//media.digikey.com/photos/TPI%20Photos/TPI-4028WIFI.JPG,290-1928-ND,TPI-4028WIFI,TPI (Test Products Int),CONN ADAPTER KIT W/TESTERS 32PCS,0,1,"720.45000","0","1","Plastic Carrying Case","-","Active","WiFi","32 Adapters: Assorted Cable Tester, Female, Male"
https://www.pomonaelectronics.com/file/17967/download?token=ofiVoIbt,//media.digikey.com/photos/Pomona%20Photos/6254.jpg,501-1121-ND,6254,Pomona Electronics,KIT ADAPTER 7/16DIN TO TYPE N,0,0,"724.99000","0","1","Carrying Case","-","Active","N Adapter","6 Adapters: 7/16 Din to N"
-,//media.digikey.com/photos/Pomona%20Photos/MFG_6201.jpg,6201-ND,6201,Pomona Electronics,KIT COAXIAL LAN TEST ACCESSORY,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","-","Obsolete","RF","17 Adapters: BNC, N"
-,-,5512PO-ND,5512,Pomona Electronics,ADAPTER KIT W/BNC MALE TERM,0,0,"Obsolete","0","1","Plastic Carrying Case","-","Obsolete","BNC","5 Adapters: BNC Male Resistor Terminal"
-,//media.digikey.com/photos/Pomona%20Photos/Pomona_72933.jpg,501-1237-ND,72933,Pomona Electronics,KIT BROADCAST BNC ADAPTER,0,0,"Obsolete","0","1","Plastic Carrying Case","-","Obsolete","BNC","19 Adapters: Broadcast BNC"
//media.digikey.com/pdf/Data%20Sheets/Bomar%20PDFs/Adapter_Kits.pdf,//media.digikey.com/Photos/Bomar%20Inter%20Photos/ADPT1.jpg,991-1114-ND,ADPT1,Winchester Interconnect,RF UNIVERSAL ADAPTER KIT 30 PCS,0,0,"Active","0","0","Carrying Case","-","Active","RF","30 Adapters: BNC, Mini-UHF, N, SMA, TNC, UHF, 6 Universal Adapters"
//media.digikey.com/pdf/Data%20Sheets/Bomar%20PDFs/Adapter_Kits.pdf,//media.digikey.com/Photos/Bomar%20Inter%20Photos/ADPT2.jpg,991-1115-ND,ADPT2,Winchester Interconnect,ADAPTER KIT 40 PCS,0,0,"Active","0","0","Carrying Case","-","Active","RF","40 Adapters: BNC, F, Mini-UHF, N, RCA, SMA, TNC, UHF, 8 Universal Adapters"
//media.digikey.com/pdf/Data%20Sheets/Bomar%20PDFs/Adapter_Kits.pdf,//media.digikey.com/Photos/Bomar%20Inter%20Photos/ADPT3PA.jpg,991-1116-ND,ADPT3PA,Winchester Interconnect,KIT ADAPTER 7/16-N TRI-PLATE 8PC,0,0,"Active","0","0","Carrying Case","-","Active","RF","8 Adapters: 7/16 to 7/16, 7/16 to N, N to N"
//media.digikey.com/pdf/Data%20Sheets/Bomar%20PDFs/Adapter_Kits.pdf,//media.digikey.com/Photos/Bomar%20Inter%20Photos/ADPT4RP.jpg,991-1117-ND,ADPT4RP,Winchester Interconnect,KIT ADPT RF ANTENNA RP &RT,0,0,"Active","0","0","Carrying Case","-","Active","RF","42 Adapters: BNC, N, SMA, SMA-RP, TNC, TNC-RT, TNC-RP, UHF, 8 Universal Adapters"
https://www.molex.com/pdm_docs/sd/1061540000_sd.pdf,//media.digikey.com/Photos/Molex/1061540000.jpg,WM11954-ND,1061540000,Molex,ADPT OPT UNIVER DEVELOPMENT KIT,0,0,"Obsolete","0","500","Carrying Case","-","Obsolete","-","8 Adapters: LC Base, SC Base"
