Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","User Configuration","Type","Number of Outputs","Voltage - Output","Current - Output (Max)","Power (Watts)","Features"
https://www.excelsys.com/wp-content/uploads/2017/11/CoolX_with_CME_2.0.1.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/CMD.jpg,633-1331-ND,CMD,Excelsys Technologies Ltd,CONFIG DC PWR MOD 48V (28-58V),35,0,"135.25000","0","1","CoolX™600 NFF","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","48V (28 ~ 58V)","4.17A","200W","Remote On/Off, Remote Sense, User Adjustable"
-,//media.digikey.com/photos/Excelsys%20Tech%20Photos/CMG.JPG,633-1352-ND,CMG,Excelsys Technologies Ltd,CONFIG DC PWR MOD 24V (3-30V),35,0,"149.18000","0","1","-","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","2","24V (3 ~ 30V)","3A, 3A","120W","-"
http://www.excelsys.com/wp-content/uploads/2015/04/Wide-Trim-PowerMod-Mar.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGM.jpg,633-1313-ND,XGM,Excelsys Technologies Ltd,CONFIG DC PWR MOD 5V (3.2-6V),64,0,"161.86000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","5V (3.2 ~ 6V)","40A","200W","Remote On/Off, Remote Sense, User Adjustable"
http://www.excelsys.com/wp-content/uploads/2012/07/Xgen_Brochure_Web_Resolution_03-2.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XG3C.JPG,633-1279-ND,XG3C,Excelsys Technologies Ltd,CONFIG DC PWR MOD 12V(6-15V),46,0,"186.83000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","12V (6.0 ~ 15.0V)","20A","240W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
http://www.excelsys.com/wp-content/uploads/2012/07/Xgen_Brochure_Web_Resolution_03-2.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XG7C.JPG,633-1282-ND,XG7C,Excelsys Technologies Ltd,CONFIG DC PWR MOD 24V (5-28V),39,0,"118.13000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","24V (5 ~ 28V)","5A","120W","Conformal Coating, Remote On/Off, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGF.jpg,633-1345-ND,XGFC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 24V (5-28V),51,0,"143.13000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","2","24V (5 ~ 28V)","3A, 3A","144W","Conformal Coating, Remote On/Off, User Adjustable"
http://www.excelsys.com/wp-content/uploads/2015/04/Wide-Trim-PowerMod-Mar.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGQ.jpg,633-1316-ND,XGQ,Excelsys Technologies Ltd,CONFIG DC PWR MOD 48V (24-58V),79,0,"161.86000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","48V (24 ~ 58V)","6A","288W","Remote On/Off, Remote Sense, User Adjustable"
http://www.excelsys.com/wp-content/uploads/2012/07/Xgen_Brochure_Web_Resolution_03-2.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XG2C.JPG,633-1278-ND,XG2C,Excelsys Technologies Ltd,CONFIG DC PWR MOD 5V (3.2-6V),28,0,"186.83000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","5V (3.2 ~ 6V)","40A","200W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
http://www.allegromicro.com/~/media/Files/Sanken/C-Series/C-Series-Datasheet.pdf,//media.digikey.com/Photos/Sanken%20Photos/C050S24.jpg,C050S24-ND,C050S24,Sanken,CONFG DC PWR MOD 24V(22.8-24.7V),135,0,"42.55000","0","1","C","Active","-","DC Output Module","1","24V (22.8 ~ 24.7V)","2.5A","60W","Remote On/Off, User Adjustable"
http://www.allegromicro.com/~/media/Files/Sanken/C-Series/C-Series-Datasheet.pdf,//media.digikey.com/Photos/Sanken%20Photos/C050S12.jpg,C050S12-ND,C050S12,Sanken,CONFG DC PWR MOD 12V(11.6-12.3V),133,0,"42.55000","0","1","C","Active","-","DC Output Module","1","12V (11.6 ~ 12.3V)","5A","60W","Remote On/Off, User Adjustable"
http://www.allegromicro.com/~/media/Files/Sanken/C-Series/C-Series-Datasheet.pdf,//media.digikey.com/Photos/Sanken%20Photos/C050S05.jpg,C050S05-ND,C050S05,Sanken,CONFIG DC PWR MOD 5V (4.8-5.1V),127,0,"42.55000","0","1","C","Active","-","DC Output Module","1","5V (4.8 ~ 5.1V)","10A","50W","Remote On/Off, User Adjustable"
http://www.allegromicro.com/~/media/Files/Sanken/C-Series/C-Series-Datasheet.pdf,//media.digikey.com/Photos/Sanken%20Photos/C150S05.jpg,C150S05-ND,C150S05,Sanken,CONFIG DC PWR MOD 5V (4.8-5.1V),138,0,"57.80000","0","1","C","Active","-","DC Output Module","1","5V (4.8 ~ 5.1V)","26A","130W","Remote On/Off, Remote Sense, User Adjustable"
//media.digikey.com/pdf/Data%20Sheets/Sanken/C-Series_DS.pdf,//media.digikey.com/Photos/Sanken%20Photos/C150S24.jpg,C150S24-ND,C150S24,Sanken,CONFG DC PWR MOD 24V(22.8-24.7V),137,0,"57.80000","0","1","C","Active","-","DC Output Module","1","24V (22.8 ~ 24.7V)","6.5A","156W","Remote On/Off, Remote Sense, User Adjustable"
http://www.allegromicro.com/~/media/Files/Sanken/C-Series/C-Series-Datasheet.pdf,//media.digikey.com/Photos/Sanken%20Photos/C150S12.jpg,C150S12-ND,C150S12,Sanken,CONFG DC PWR MOD 12V(11.6-12.3V),135,0,"57.80000","0","1","C","Active","-","DC Output Module","1","12V (11.6 ~ 12.3V)","13A","156W","Remote On/Off, Remote Sense, User Adjustable"
http://www.excelsys.com/wp-content/uploads/2012/07/Xgen_Brochure_Web_Resolution_03-2.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XG4C.JPG,633-1280-ND,XG4C,Excelsys Technologies Ltd,CONFIG DC PWR MOD 24V (12-30V),15,0,"186.83000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","24V (12 ~ 30V)","10A","240W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
https://www.excelsys.com/wp-content/uploads/2017/11/CoolX_with_CME_2.0.1.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/CMC.jpg,633-1328-ND,CMA,Excelsys Technologies Ltd,CONFIG DC PWR MOD 5V (2.5-6V),22,0,"135.25000","0","1","CoolX™600 NFF","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","5V (2.5 ~ 6V)","21A","105W","Remote On/Off, Remote Sense, User Adjustable"
https://www.excelsys.com/wp-content/uploads/2017/11/CoolX_with_CME_2.0.1.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/CMDC.JPG,633-1335-ND,CMDC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 48V (28-58V),16,0,"143.21000","0","1","CoolX™600 NFF","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","48V (28 ~ 58V)","4.17A","200W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
https://www.excelsys.com/wp-content/uploads/2017/11/CoolX_with_CME_2.0.1.pdf,-,633-1334-ND,CMCC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 24V (15-28V),2,0,"143.21000","0","1","CoolX™600 NFF","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","24V (15 ~ 28V)","8.33A","200W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGD.jpg,633-1299-ND,XGD,Excelsys Technologies Ltd,CONFG DC PWR MOD 48V(38.5-50.4V),84,0,"116.22000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","48V (38.5 ~ 50.4V)","4.2A","200W","Remote On/Off, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGKC.jpg,633-1349-ND,XGKC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 24V (12-30V),16,0,"158.94000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","24V (12 ~ 30V)","9.2A","220W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGJC.jpg,633-1348-ND,XGJC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 12V (6-15V),9,0,"158.94000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","12V (6.0 ~ 15.0V)","18.3A","220W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
http://www.excelsys.com/wp-content/uploads/2012/07/Xgen_Brochure_Web_Resolution_03-2.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XG8C.JPG,633-1283-ND,XG8C,Excelsys Technologies Ltd,CONFIG DC PWR MOD 24V (5-28V),13,0,"161.84000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","2","24V (5 ~ 28V)","3A, 3A","144W","Conformal Coating, Remote On/Off, User Adjustable"
http://www.allegromicro.com/~/media/Files/Sanken/C-Series/C-Series-Datasheet.pdf,//media.digikey.com/Photos/Sanken%20Photos/C050S03.jpg,C050S03-ND,C050S03,Sanken,CONFIG DC PWR MOD 3.3V(3.2-3.3V),9,0,"42.55000","0","1","C","Active","-","DC Output Module","1","3.3V (3.2 ~ 3.3V)","10A","33W","Remote On/Off, User Adjustable"
http://www.allegromicro.com/~/media/Files/Sanken/C-Series/C-Series-Datasheet.pdf,//media.digikey.com/Photos/Sanken%20Photos/C150S03.jpg,C150S03-ND,C150S03,Sanken,CONFIG DC PWR MOD 3.3V(3.2-3.3V),8,0,"57.80000","0","1","C","Active","-","DC Output Module","1","3.3V (3.2 ~ 3.3V)","26A","86W","Remote On/Off, Remote Sense, User Adjustable"
http://www.allegromicro.com/~/media/Files/Sanken/C-Series/C-Series-Datasheet.pdf,//media.digikey.com/Photos/Sanken%20Photos/C130X24.jpg,C130X24-ND,C130X24,Sanken,CONFG DC PWR MOD 24V(22.8-24.7V),7,0,"64.60000","0","1","C","Active","-","DC Output Module","1","24V (22.8 ~ 24.7V)","5.5A","132W","Remote On/Off, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGC.jpg,633-1298-ND,XGC,Excelsys Technologies Ltd,CONFG DC PWR MOD 36V(28.8-39.6V),11,0,"116.22000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","36V (28.8 ~ 39.6V)","5.6A","200W","Remote On/Off, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGEC.jpg,633-1344-ND,XGEC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 24V (5-28V),15,0,"120.73000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","24V (5 ~ 28V)","5A","120W","Conformal Coating, Remote On/Off, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGDC.jpg,633-1343-ND,XGDC,Excelsys Technologies Ltd,CONFG DC PWR MOD 48V(38.5-50.4V),20,0,"136.11000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","48V (38.5 ~ 50.4V)","4.2A","200W","Conformal Coating, Remote On/Off, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGC.jpg,633-1342-ND,XGCC,Excelsys Technologies Ltd,CONFG DC PWR MOD 36V(28.8-39.6V),19,0,"136.11000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","36V (28.8 ~ 39.6V)","5.6A","200W","Conformal Coating, Remote On/Off, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGAC.jpg,633-1340-ND,XGAC,Excelsys Technologies Ltd,CONFG DC PWR MOD 12V(10.8-15.6V),14,0,"136.11000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","12V (10.8 ~ 15.6V)","12.5A","150W","Conformal Coating, Remote On/Off, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGBC.jpg,633-1341-ND,XGBC,Excelsys Technologies Ltd,CONFG DC PWR MOD 24V(19.2-26.4V),10,0,"136.11000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","24V (19.2 ~ 26.4V)","8.3A","200W","Conformal Coating, Remote On/Off, User Adjustable"
https://www.excelsys.com/wp-content/uploads/2017/11/CoolX_with_CME_2.0.1.pdf,-,633-1332-ND,CMAC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 5V (2.5-6V),12,0,"143.21000","0","1","CoolX™600 NFF","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","5V (2.5 ~ 6V)","21A","105W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGG.jpg,633-1346-ND,XGGC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 2.5V(1.5-3.6V),18,0,"158.94000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","2.5V (1.5 ~ 3.6V)","40A","100W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGHC.jpg,633-1347-ND,XGHC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 5V (3.2-6V),13,0,"158.94000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","5V (3.2 ~ 6V)","36A","180W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
https://www.advancedenergy.com/globalassets/resources-root/data-sheets/en-lv-ultimod-data-sheet.pdf,//media.digikey.com/Photos/Excelsys%20Tech%20Photos/XGLC.jpg,633-1350-ND,XGLC,Excelsys Technologies Ltd,CONFIG DC PWR MOD 48V (24-58V),8,0,"158.94000","0","1","powerMods","Active","<a href='http://ordering.digikey.com/ProductGuides/Excelsys.aspx'>Configurator</a>","DC Output Module","1","48V (24 ~ 58V)","5A","240W","Conformal Coating, Remote On/Off, Remote Sense, User Adjustable"
