Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Base Resonator","Type","Frequency","Function","Output","Voltage - Supply","Frequency Stability","Absolute Pull Range (APR)","Operating Temperature","Spread Spectrum Bandwidth","Current - Supply (Max)","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)"
https://abracon.com/Oscillators/ASV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASV7%20SERIES.jpg,535-9330-1-ND,ASV-50.000MHZ-EJ-T,Abracon LLC,XTAL OSC XO 50.0000MHZ HCMOS SMD,21780,0,"1.29000","0","1","Cut Tape (CT)","ASV","Active","Crystal","XO (Standard)","50MHz","Enable/Disable","HCMOS","3.3V","±20ppm","-","-20°C ~ 70°C","-","30mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.200"" W (7.00mm x 5.08mm)","0.071"" (1.80mm)"
https://abracon.com/Oscillators/ASV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASV7%20SERIES.jpg,535-9330-6-ND,ASV-50.000MHZ-EJ-T,Abracon LLC,XTAL OSC XO 50.0000MHZ HCMOS SMD,21780,0,"Digi-Reel","0","1","Digi-Reel®","ASV","Active","Crystal","XO (Standard)","50MHz","Enable/Disable","HCMOS","3.3V","±20ppm","-","-20°C ~ 70°C","-","30mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.200"" W (7.00mm x 5.08mm)","0.071"" (1.80mm)"
https://www.sitime.com/datasheet/SiT1533,//media.digikey.com/Renders/SiTIME/SiT1533%20Series.jpg,1473-1239-2-ND,SIT1533AI-H4-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,94000,0,"0.63648","0","1000","Tape & Reel (TR)","SiT1533","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.5V ~ 3.63V","+100ppm","-","-40°C ~ 85°C","-","1.4µA","-","Surface Mount","4-SMD, No Lead","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.024"" (0.60mm)"
https://www.sitime.com/datasheet/SiT1533,//media.digikey.com/Renders/SiTIME/SiT1533%20Series.jpg,1473-1239-1-ND,SIT1533AI-H4-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,94857,0,"1.21000","0","1","Cut Tape (CT)","SiT1533","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.5V ~ 3.63V","+100ppm","-","-40°C ~ 85°C","-","1.4µA","-","Surface Mount","4-SMD, No Lead","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.024"" (0.60mm)"
https://www.sitime.com/datasheet/SiT1533,//media.digikey.com/Renders/SiTIME/SiT1533%20Series.jpg,1473-1239-6-ND,SIT1533AI-H4-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,94857,0,"Digi-Reel","0","1","Digi-Reel®","SiT1533","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.5V ~ 3.63V","+100ppm","-","-40°C ~ 85°C","-","1.4µA","-","Surface Mount","4-SMD, No Lead","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.024"" (0.60mm)"
https://abracon.com/Oscillators/ASEM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASEM%20Series.jpg,535-9774-2-ND,ASEM1-50.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 50.0000MHZ CMOS SMD,42000,0,"0.66000","0","1000","Tape & Reel (TR)","ASEM, Pure Silicon™","Active","MEMS","XO (Standard)","50MHz","Standby (Power Down)","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASEM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASEM%20Series.jpg,535-9774-1-ND,ASEM1-50.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 50.0000MHZ CMOS SMD,42630,0,"1.21000","0","1","Cut Tape (CT)","ASEM, Pure Silicon™","Active","MEMS","XO (Standard)","50MHz","Standby (Power Down)","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASEM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASEM%20Series.jpg,535-9774-6-ND,ASEM1-50.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 50.0000MHZ CMOS SMD,42630,0,"Digi-Reel","0","1","Digi-Reel®","ASEM, Pure Silicon™","Active","MEMS","XO (Standard)","50MHz","Standby (Power Down)","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
https://www.idt.com/document/dst/xl-family-low-phase-noise-quartz-based-pll-oscillators-datasheet,//media.digikey.com/Photos/Fox%20Elect%20Photos/FXO-HC535.15%20SERIES.JPG,631-1166-2-ND,XLH536050.000000I,"IDT, Integrated Device Technology Inc",XTAL OSC XO 50.0000MHZ HCMOS SMD,11000,0,"0.66000","0","1000","Tape & Reel (TR)","XPRESSO™ FXO-HC53","Active","Crystal","XO (Standard)","50MHz","Enable/Disable","HCMOS","3.3V","±25ppm","-","-40°C ~ 85°C","-","35mA","-","Surface Mount","4-SMD, No Lead","0.203"" L x 0.132"" W (5.15mm x 3.35mm)","0.055"" (1.40mm)"
https://www.idt.com/document/dst/xl-family-low-phase-noise-quartz-based-pll-oscillators-datasheet,//media.digikey.com/Photos/Fox%20Elect%20Photos/FXO-HC535.15%20SERIES.JPG,631-1166-1-ND,XLH536050.000000I,"IDT, Integrated Device Technology Inc",XTAL OSC XO 50.0000MHZ HCMOS SMD,11796,0,"1.26000","0","1","Cut Tape (CT)","XPRESSO™ FXO-HC53","Active","Crystal","XO (Standard)","50MHz","Enable/Disable","HCMOS","3.3V","±25ppm","-","-40°C ~ 85°C","-","35mA","-","Surface Mount","4-SMD, No Lead","0.203"" L x 0.132"" W (5.15mm x 3.35mm)","0.055"" (1.40mm)"
https://www.idt.com/document/dst/xl-family-low-phase-noise-quartz-based-pll-oscillators-datasheet,//media.digikey.com/Photos/Fox%20Elect%20Photos/FXO-HC535.15%20SERIES.JPG,631-1166-6-ND,XLH536050.000000I,"IDT, Integrated Device Technology Inc",XTAL OSC XO 50.0000MHZ HCMOS SMD,11796,0,"Digi-Reel","0","1","Digi-Reel®","XPRESSO™ FXO-HC53","Active","Crystal","XO (Standard)","50MHz","Enable/Disable","HCMOS","3.3V","±25ppm","-","-40°C ~ 85°C","-","35mA","-","Surface Mount","4-SMD, No Lead","0.203"" L x 0.132"" W (5.15mm x 3.35mm)","0.055"" (1.40mm)"
https://www.idt.com/document/dst/xl-family-low-phase-noise-quartz-based-pll-oscillators-datasheet,//media.digikey.com/Photos/Fox%20Elect%20Photos/FXO-HC535.15%20SERIES.JPG,631-1156-2-ND,XLH536025.000000I,"IDT, Integrated Device Technology Inc",XTAL OSC XO 25.0000MHZ HCMOS SMD,4000,0,"0.66000","0","1000","Tape & Reel (TR)","XPRESSO™ FXO-HC53","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","HCMOS","3.3V","±25ppm","-","-40°C ~ 85°C","-","35mA","-","Surface Mount","4-SMD, No Lead","0.203"" L x 0.132"" W (5.15mm x 3.35mm)","0.055"" (1.40mm)"
https://www.idt.com/document/dst/xl-family-low-phase-noise-quartz-based-pll-oscillators-datasheet,//media.digikey.com/Photos/Fox%20Elect%20Photos/FXO-HC535.15%20SERIES.JPG,631-1156-1-ND,XLH536025.000000I,"IDT, Integrated Device Technology Inc",XTAL OSC XO 25.0000MHZ HCMOS SMD,4796,0,"1.26000","0","1","Cut Tape (CT)","XPRESSO™ FXO-HC53","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","HCMOS","3.3V","±25ppm","-","-40°C ~ 85°C","-","35mA","-","Surface Mount","4-SMD, No Lead","0.203"" L x 0.132"" W (5.15mm x 3.35mm)","0.055"" (1.40mm)"
https://www.idt.com/document/dst/xl-family-low-phase-noise-quartz-based-pll-oscillators-datasheet,//media.digikey.com/Photos/Fox%20Elect%20Photos/FXO-HC535.15%20SERIES.JPG,631-1156-6-ND,XLH536025.000000I,"IDT, Integrated Device Technology Inc",XTAL OSC XO 25.0000MHZ HCMOS SMD,4796,0,"Digi-Reel","0","1","Digi-Reel®","XPRESSO™ FXO-HC53","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","HCMOS","3.3V","±25ppm","-","-40°C ~ 85°C","-","35mA","-","Surface Mount","4-SMD, No Lead","0.203"" L x 0.132"" W (5.15mm x 3.35mm)","0.055"" (1.40mm)"
https://www.sitime.com/datasheet/SiT1532,"//media.digikey.com/Renders/SiTIME/4-UFBGA,CSPBGA.jpg",1473-1313-2-ND,SIT1532AC-J5-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,4000,0,"0.66708","0","1000","Tape & Reel (TR)","SiT1532","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.2V ~ 3.63V","+75ppm","-","-10°C ~ 70°C","-","1.3µA","-","Surface Mount","4-UFBGA, CSPBGA","0.061"" L x 0.033"" W (1.54mm x 0.84mm)","0.024"" (0.60mm)"
https://www.sitime.com/datasheet/SiT1532,"//media.digikey.com/Renders/SiTIME/4-UFBGA,CSPBGA.jpg",1473-1313-1-ND,SIT1532AC-J5-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,5099,0,"1.27000","0","1","Cut Tape (CT)","SiT1532","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.2V ~ 3.63V","+75ppm","-","-10°C ~ 70°C","-","1.3µA","-","Surface Mount","4-UFBGA, CSPBGA","0.061"" L x 0.033"" W (1.54mm x 0.84mm)","0.024"" (0.60mm)"
https://www.sitime.com/datasheet/SiT1532,"//media.digikey.com/Renders/SiTIME/4-UFBGA,CSPBGA.jpg",1473-1313-6-ND,SIT1532AC-J5-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,5099,0,"Digi-Reel","0","1","Digi-Reel®","SiT1532","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.2V ~ 3.63V","+75ppm","-","-10°C ~ 70°C","-","1.3µA","-","Surface Mount","4-UFBGA, CSPBGA","0.061"" L x 0.033"" W (1.54mm x 0.84mm)","0.024"" (0.60mm)"
https://abracon.com/Oscillators/ASDM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASDM%20Series.jpg,535-9792-2-ND,ASDM1-25.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 25.0000MHZ LVCMOS,24001,0,"0.72000","0","1000","Tape & Reel (TR)","ASDM, Pure Silicon™","Active","MEMS","XO (Standard)","25MHz","Standby (Power Down)","LVCMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASDM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASDM%20Series.jpg,535-9792-1-ND,ASDM1-25.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 25.0000MHZ LVCMOS,24821,0,"1.19000","0","1","Cut Tape (CT)","ASDM, Pure Silicon™","Active","MEMS","XO (Standard)","25MHz","Standby (Power Down)","LVCMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASDM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASDM%20Series.jpg,535-9792-6-ND,ASDM1-25.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 25.0000MHZ LVCMOS,24821,0,"Digi-Reel","0","1","Digi-Reel®","ASDM, Pure Silicon™","Active","MEMS","XO (Standard)","25MHz","Standby (Power Down)","LVCMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.035"" (0.90mm)"
https://www.sitime.com/datasheet/SiT1532,"//media.digikey.com/Renders/SiTIME/4-UFBGA,CSPBGA.jpg",1473-1240-2-ND,SIT1532AI-J4-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,7000,0,"0.69921","0","1000","Tape & Reel (TR)","SiT1532","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.5V ~ 3.63V","+100ppm","-","-40°C ~ 85°C","-","1.4µA","-","Surface Mount","4-UFBGA, CSPBGA","0.061"" L x 0.033"" W (1.54mm x 0.84mm)","0.024"" (0.60mm)"
https://www.sitime.com/datasheet/SiT1532,"//media.digikey.com/Renders/SiTIME/4-UFBGA,CSPBGA.jpg",1473-1240-1-ND,SIT1532AI-J4-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,7078,0,"1.15000","0","1","Cut Tape (CT)","SiT1532","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.5V ~ 3.63V","+100ppm","-","-40°C ~ 85°C","-","1.4µA","-","Surface Mount","4-UFBGA, CSPBGA","0.061"" L x 0.033"" W (1.54mm x 0.84mm)","0.024"" (0.60mm)"
https://www.sitime.com/datasheet/SiT1532,"//media.digikey.com/Renders/SiTIME/4-UFBGA,CSPBGA.jpg",1473-1240-6-ND,SIT1532AI-J4-DCC-32.768E,SiTIME,MEMS OSC XO 32.7680KHZ LVCMOS,7978,0,"Digi-Reel","0","1","Digi-Reel®","SiT1532","Active","MEMS","XO (Standard)","32.768kHz","-","LVCMOS","1.5V ~ 3.63V","+100ppm","-","-40°C ~ 85°C","-","1.4µA","-","Surface Mount","4-UFBGA, CSPBGA","0.061"" L x 0.033"" W (1.54mm x 0.84mm)","0.024"" (0.60mm)"
https://abracon.com/Oscillators/ASEM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASEM%20Series.jpg,535-9754-2-ND,ASEM1-8.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 8.0000MHZ CMOS SMD,21000,0,"0.70448","0","1000","Tape & Reel (TR)","ASEM, Pure Silicon™","Active","MEMS","XO (Standard)","8MHz","Standby (Power Down)","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASEM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASEM%20Series.jpg,535-9754-1-ND,ASEM1-8.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 8.0000MHZ CMOS SMD,21093,0,"1.21000","0","1","Cut Tape (CT)","ASEM, Pure Silicon™","Active","MEMS","XO (Standard)","8MHz","Standby (Power Down)","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASEM.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASEM%20Series.jpg,535-9754-6-ND,ASEM1-8.000MHZ-LC-T,Abracon LLC,MEMS OSC XO 8.0000MHZ CMOS SMD,21093,0,"Digi-Reel","0","1","Digi-Reel®","ASEM, Pure Silicon™","Active","MEMS","XO (Standard)","8MHz","Standby (Power Down)","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9576-2-ND,ASE-48.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 48.0000MHZ CMOS SMD,10000,0,"0.71000","0","1000","Tape & Reel (TR)","ASE","Active","Crystal","XO (Standard)","48MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","19mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9576-1-ND,ASE-48.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 48.0000MHZ CMOS SMD,10180,0,"1.17000","0","1","Cut Tape (CT)","ASE","Active","Crystal","XO (Standard)","48MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","19mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://abracon.com/Oscillators/ASEseries.pdf,//media.digikey.com/Renders/Abracon%20Renders/ASE%20Series.jpg,535-9576-6-ND,ASE-48.000MHZ-LC-T,Abracon LLC,XTAL OSC XO 48.0000MHZ CMOS SMD,10180,0,"Digi-Reel","0","1","Digi-Reel®","ASE","Active","Crystal","XO (Standard)","48MHz","Enable/Disable","CMOS","3.3V","±50ppm","-","-40°C ~ 85°C","-","19mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.047"" (1.20mm)"
https://www.diodes.com/assets/Datasheets/FK-3-3V.pdf,//media.digikey.com/Renders/Pericom%20Renders/SMD_2.5mmx2mm.jpg,FKSSD1025TR-ND,FKSSD1025,Diodes Incorporated,XTAL OSC XO 25.0000MHZ CMOS SMD,9000,0,"0.72800","0","3000","Tape & Reel (TR)","SaRonix-eCera™ ASSP XO™","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","CMOS","3.3V","±25ppm","-","-10°C ~ 70°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.045"" (1.15mm)"
https://www.diodes.com/assets/Datasheets/FK-3-3V.pdf,//media.digikey.com/Renders/Pericom%20Renders/SMD_2.5mmx2mm.jpg,FKSSD1025CT-ND,FKSSD1025,Diodes Incorporated,XTAL OSC XO 25.0000MHZ CMOS SMD,10044,0,"1.29000","0","1","Cut Tape (CT)","SaRonix-eCera™ ASSP XO™","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","CMOS","3.3V","±25ppm","-","-10°C ~ 70°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.045"" (1.15mm)"
https://www.diodes.com/assets/Datasheets/FK-3-3V.pdf,//media.digikey.com/Renders/Pericom%20Renders/SMD_2.5mmx2mm.jpg,FKSSD1025DKR-ND,FKSSD1025,Diodes Incorporated,XTAL OSC XO 25.0000MHZ CMOS SMD,10044,0,"Digi-Reel","0","1","Digi-Reel®","SaRonix-eCera™ ASSP XO™","Active","Crystal","XO (Standard)","25MHz","Enable/Disable","CMOS","3.3V","±25ppm","-","-10°C ~ 70°C","-","10mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.045"" (1.15mm)"
https://abracon.com/Oscillators/ASV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASV7%20SERIES.jpg,535-9327-2-ND,ASV-40.000MHZ-EJ-T,Abracon LLC,XTAL OSC XO 40.0000MHZ HCMOS SMD,3000,0,"0.73500","0","1000","Tape & Reel (TR)","ASV","Active","Crystal","XO (Standard)","40MHz","Enable/Disable","HCMOS","3.3V","±20ppm","-","-20°C ~ 70°C","-","25mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.200"" W (7.00mm x 5.08mm)","0.071"" (1.80mm)"
https://abracon.com/Oscillators/ASV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASV7%20SERIES.jpg,535-9327-1-ND,ASV-40.000MHZ-EJ-T,Abracon LLC,XTAL OSC XO 40.0000MHZ HCMOS SMD,3866,0,"1.21000","0","1","Cut Tape (CT)","ASV","Active","Crystal","XO (Standard)","40MHz","Enable/Disable","HCMOS","3.3V","±20ppm","-","-20°C ~ 70°C","-","25mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.200"" W (7.00mm x 5.08mm)","0.071"" (1.80mm)"
https://abracon.com/Oscillators/ASV.pdf,//media.digikey.com/Photos/Abracon%20Corporation%20Photos/ASV7%20SERIES.jpg,535-9327-6-ND,ASV-40.000MHZ-EJ-T,Abracon LLC,XTAL OSC XO 40.0000MHZ HCMOS SMD,3866,0,"Digi-Reel","0","1","Digi-Reel®","ASV","Active","Crystal","XO (Standard)","40MHz","Enable/Disable","HCMOS","3.3V","±20ppm","-","-20°C ~ 70°C","-","25mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.200"" W (7.00mm x 5.08mm)","0.071"" (1.80mm)"
