Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Base Resonator","Type","Programmable Type","Available Frequency Range","Function","Output","Voltage - Supply","Frequency Stability","Frequency Stability (Total)","Operating Temperature","Spread Spectrum Bandwidth","Current - Supply (Max)","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)"
https://www.sitime.com/datasheet/SiT8008,//media.digikey.com/Renders/SiTIME/4-SMD_3.2x2.5.jpg,1473-1544-1-ND,SIT8008BI-21-XXX-000.FP0000G,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,1545,0,"1.35000","0","1","Cut Tape (CT)","SiT8008B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","4.5mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)"
https://www.sitime.com/datasheet/SiT8008,//media.digikey.com/Renders/SiTIME/4-SMD_3.2x2.5.jpg,1473-1544-6-ND,SIT8008BI-21-XXX-000.FP0000G,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,1545,0,"Digi-Reel","0","1","Digi-Reel®","SiT8008B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","4.5mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)"
https://www.sitime.com/datasheet/SiT8008,//media.digikey.com/Renders/SiTIME/4-SMD_7.0x5.0.jpg,1473-1700-2-ND,SIT8008BI-81-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,1500,0,"1.02816","0","250","Tape & Reel (TR)","SiT8008B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","4.5mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/datasheet/SiT8008,//media.digikey.com/Renders/SiTIME/4-SMD_7.0x5.0.jpg,1473-1700-1-ND,SIT8008BI-81-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,1519,0,"1.41000","0","1","Cut Tape (CT)","SiT8008B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","4.5mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/datasheet/SiT8008,//media.digikey.com/Renders/SiTIME/4-SMD_7.0x5.0.jpg,1473-1700-6-ND,SIT8008BI-81-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,1519,0,"Digi-Reel","0","1","Digi-Reel®","SiT8008B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","4.5mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
-,"//media.digikey.com/photos/Cardinal%20Components%20Photos/CPPX7-A5BC,A7BR,%20CPPLX7-A7BRNP,%20CPPFX-X7-A7BCNP.jpg",5X715TR-ND,CPPX7-A7BR,Cardinal Components Inc.,XTAL OSC PROG BLANK 1MHZ-133MHZ,2700,0,"2.29687","0","300","Tape & Reel (TR)","FIPO™ CPP","Active","Crystal","XO (Standard)","Blank (User Must Program)","1MHz ~ 133MHz","Enable/Disable, Standby","CMOS, TTL","3V ~ 5.5V","±50ppm","-","-40°C ~ 85°C","-","45mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.067"" (1.70mm)"
-,"//media.digikey.com/photos/Cardinal%20Components%20Photos/CPPX7-A5BC,A7BR,%20CPPLX7-A7BRNP,%20CPPFX-X7-A7BCNP.jpg",5X715CT-ND,CPPX7-A7BR,Cardinal Components Inc.,OSC PROG BLANK 1MHZ-133MHZ,3948,0,"3.10000","0","1","Strip","FIPO™ CPP","Active","Crystal","XO (Standard)","Blank (User Must Program)","1MHz ~ 133MHz","Enable/Disable, Standby","CMOS, TTL","3V ~ 5.5V","±50ppm","-","-40°C ~ 85°C","-","45mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.067"" (1.70mm)"
https://www.ecsxtal.com/store/pdf/ecs-p73_p75.pdf,-,XC3028TR-ND,ECS-UPO-5X7-1,ECS Inc.,OSC BLANK UNPROGRAMMED 5X7 SMD,8690,0,"2.83500","0","1000","Tape & Reel (TR)","-","Active","Crystal","XO (Standard)","Programmed by Digi-Key (Enter your frequency in Web Order Notes)","1MHz ~ 150MHz","Enable/Disable","HCMOS","3.3V, 5V","-","±50ppm, ±100ppm","-","-","45mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.067"" (1.70mm)"
https://www.sitime.com/datasheet/SiT2024,"//media.digikey.com/Renders/SiTIME/SC-74A,-SOT-753.jpg",1473-1588-2-ND,SIT2024BM-S1-XXX-000.FP0000G,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,250,0,"3.40472","0","250","Tape & Reel (TR)","SiT2024B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","-","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-55°C ~ 125°C","-","4.8mA","AEC-Q100","Surface Mount","SC-74A, SOT-753","0.114"" L x 0.063"" W (2.90mm x 1.60mm)","0.057"" (1.45mm)"
https://www.sitime.com/datasheet/SiT2024,"//media.digikey.com/Renders/SiTIME/SC-74A,-SOT-753.jpg",1473-1588-1-ND,SIT2024BM-S1-XXX-000.FP0000G,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,398,0,"4.53000","0","1","Cut Tape (CT)","SiT2024B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","-","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-55°C ~ 125°C","-","4.8mA","AEC-Q100","Surface Mount","SC-74A, SOT-753","0.114"" L x 0.063"" W (2.90mm x 1.60mm)","0.057"" (1.45mm)"
https://www.sitime.com/datasheet/SiT2024,"//media.digikey.com/Renders/SiTIME/SC-74A,-SOT-753.jpg",1473-1588-6-ND,SIT2024BM-S1-XXX-000.FP0000G,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,398,0,"Digi-Reel","0","1","Digi-Reel®","SiT2024B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","-","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-55°C ~ 125°C","-","4.8mA","AEC-Q100","Surface Mount","SC-74A, SOT-753","0.114"" L x 0.063"" W (2.90mm x 1.60mm)","0.057"" (1.45mm)"
https://www.sitime.com/datasheet/SiT8924,//media.digikey.com/Renders/SiTIME/4-SMD_2.0x1.6.jpg,1473-1611-2-ND,SIT8924BM-71-XXX-000.FP0000G,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,500,0,"4.12568","0","250","Tape & Reel (TR)","SiT8924B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","-","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-55°C ~ 125°C","-","4.8mA","AEC-Q100","Surface Mount","4-SMD, No Lead","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.031"" (0.80mm)"
https://www.sitime.com/datasheet/SiT8924,//media.digikey.com/Renders/SiTIME/4-SMD_2.0x1.6.jpg,1473-1611-1-ND,SIT8924BM-71-XXX-000.FP0000G,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,649,0,"5.38000","0","1","Cut Tape (CT)","SiT8924B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","-","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-55°C ~ 125°C","-","4.8mA","AEC-Q100","Surface Mount","4-SMD, No Lead","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.031"" (0.80mm)"
https://www.sitime.com/datasheet/SiT8924,//media.digikey.com/Renders/SiTIME/4-SMD_2.0x1.6.jpg,1473-1611-6-ND,SIT8924BM-71-XXX-000.FP0000G,SiTIME,MEMS OSC PROG BLANK 1MHZ-110MHZ,649,0,"Digi-Reel","0","1","Digi-Reel®","SiT8924B","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 110MHz","-","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-55°C ~ 125°C","-","4.8mA","AEC-Q100","Surface Mount","4-SMD, No Lead","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.031"" (0.80mm)"
http://www.cardinalxtal.com/uploads/files/cppfxx-datasheet-1.pdf,"//media.digikey.com/photos/Cardinal%20Components%20Photos/CPPX7-A5BC,A7BR,%20CPPLX7-A7BRNP,%20CPPFX-X7-A7BCNP.jpg",FX5X7TR-ND,CPPFX-X7-A7BCNP,Cardinal Components Inc.,XTAL OSC PROG BLANK 1MHZ-133MHZ,300,0,"4.36480","0","300","Tape & Reel (TR)","FIPO™ CPPFX","Active","Crystal","XO (Standard)","Blank (User Must Program)","1MHz ~ 133MHz","Enable/Disable, Standby","CMOS, TTL","5V","-","-","-40°C ~ 85°C","-","45mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.075"" (1.90mm)"
http://www.cardinalxtal.com/uploads/files/cppfxx-datasheet-1.pdf,"//media.digikey.com/photos/Cardinal%20Components%20Photos/CPPX7-A5BC,A7BR,%20CPPLX7-A7BRNP,%20CPPFX-X7-A7BCNP.jpg",FX5X7CT-ND,CPPFX-X7-A7BCNP,Cardinal Components Inc.,OSC PROG BLANK 1MHZ-133MHZ,300,0,"5.50000","0","1","Strip","FIPO™ CPPFX","Active","Crystal","XO (Standard)","Blank (User Must Program)","1MHz ~ 133MHz","Enable/Disable, Standby","CMOS, TTL","5V","-","-","-40°C ~ 85°C","-","45mA","-","Surface Mount","4-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.075"" (1.90mm)"
https://www.sitime.com/datasheet/SiT9121,//media.digikey.com/Renders/SiTIME/4-SMD_7.0x5.0.jpg,1473-1727-2-ND,SIT9121AI-2D1-XXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,250,0,"4.73756","0","250","Tape & Reel (TR)","SiT9121","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±20ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/datasheet/SiT9121,//media.digikey.com/Renders/SiTIME/4-SMD_7.0x5.0.jpg,1473-1727-1-ND,SIT9121AI-2D1-XXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,275,0,"5.95000","0","1","Cut Tape (CT)","SiT9121","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±20ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/datasheet/SiT9121,//media.digikey.com/Renders/SiTIME/4-SMD_7.0x5.0.jpg,1473-1727-6-ND,SIT9121AI-2D1-XXX000.FP0000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,275,0,"Digi-Reel","0","1","Digi-Reel®","SiT9121","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","LVDS","2.5V, 3.3V","-","±20ppm","-40°C ~ 85°C","-","55mA","-","Surface Mount","6-SMD, No Lead","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.039"" (1.00mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1735-2-ND,SIT9002AI-X32XXXXX000.FP000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,1000,0,"6.08940","0","250","Tape & Reel (TR)","SiT9002","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","CML, HCSL, LVDS, LVPECL","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","±0.25% ~ ±2% Center Spread, -0.5% ~ -4% Down Spread","85mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1735-1-ND,SIT9002AI-X32XXXXX000.FP000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,1068,0,"7.58000","0","1","Cut Tape (CT)","SiT9002","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","CML, HCSL, LVDS, LVPECL","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","±0.25% ~ ±2% Center Spread, -0.5% ~ -4% Down Spread","85mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/6-SMD,-5.0-x-3.2.jpg",1473-1735-6-ND,SIT9002AI-X32XXXXX000.FP000X,SiTIME,MEMS OSC PROG BLANK 1MHZ-220MHZ,1068,0,"Digi-Reel","0","1","Digi-Reel®","SiT9002","Active","MEMS","XO (Standard)","Blank (User Must Program)","1MHz ~ 220MHz","Enable/Disable, Standby","CML, HCSL, LVDS, LVPECL","1.8V, 2.5V ~ 3.3V","-","±25ppm","-40°C ~ 85°C","±0.25% ~ ±2% Center Spread, -0.5% ~ -4% Down Spread","85mA","-","Surface Mount","6-SMD, No Lead","0.197"" L x 0.126"" W (5.00mm x 3.20mm)","0.031"" (0.80mm)"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si500S.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/Si500S-4-SMD.jpg,336-5706-2-ND,500SA00000M000AC0R,Silicon Labs,OSC PROG CMOS 3.3V SMD,1025,0,"1.76900","0","1000","Tape & Reel (TR)","Si500S","Active","Crystal","XO (Standard)","Blank (User Must Program)","900kHz ~ 200MHz","Enable/Disable, Standby","CMOS","3.3V","-","-","-","-","24mA","-","Surface Mount","6-SMD, No Lead","-","-"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si500S.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/Si500S-4-SMD.jpg,336-5706-1-ND,500SA00000M000AC0R,Silicon Labs,OSC PROG CMOS 3.3V SMD,1025,0,"5.64000","0","1","Cut Tape (CT)","Si500S","Active","Crystal","XO (Standard)","Blank (User Must Program)","900kHz ~ 200MHz","Enable/Disable, Standby","CMOS","3.3V","-","-","-","-","24mA","-","Surface Mount","6-SMD, No Lead","-","-"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si500S.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/Si500S-4-SMD.jpg,336-5706-6-ND,500SA00000M000AC0R,Silicon Labs,OSC PROG CMOS 3.3V SMD,1025,0,"Digi-Reel","0","1","Digi-Reel®","Si500S","Active","Crystal","XO (Standard)","Blank (User Must Program)","900kHz ~ 200MHz","Enable/Disable, Standby","CMOS","3.3V","-","-","-","-","24mA","-","Surface Mount","6-SMD, No Lead","-","-"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/4-SMD,-3.2-x-2.5.jpg",1473-1713-2-ND,SIT8209AI-21-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,500,0,"2.23124","0","250","Tape & Reel (TR)","SiT8209","Active","MEMS","XO (Standard)","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/4-SMD,-3.2-x-2.5.jpg",1473-1713-1-ND,SIT8209AI-21-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,549,0,"3.01000","0","1","Cut Tape (CT)","SiT8209","Active","MEMS","XO (Standard)","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,"//media.digikey.com/Renders/SiTIME/4-SMD,-3.2-x-2.5.jpg",1473-1713-6-ND,SIT8209AI-21-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,549,0,"Digi-Reel","0","1","Digi-Reel®","SiT8209","Active","MEMS","XO (Standard)","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,//media.digikey.com/Renders/SiTIME/4-SMD_2.5x2.0.jpg,1473-1714-2-ND,SIT8209AI-G1-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,250,0,"2.23124","0","250","Tape & Reel (TR)","SiT8209","Active","MEMS","XO (Standard)","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","4-SMD, No Lead","0.106"" L x 0.094"" W (2.70mm x 2.40mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,//media.digikey.com/Renders/SiTIME/4-SMD_2.5x2.0.jpg,1473-1714-1-ND,SIT8209AI-G1-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,471,0,"3.01000","0","1","Cut Tape (CT)","SiT8209","Active","MEMS","XO (Standard)","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","4-SMD, No Lead","0.106"" L x 0.094"" W (2.70mm x 2.40mm)","0.031"" (0.80mm)"
https://www.sitime.com/sites/default/files/gated/FP-Oscillator-Datasheet-rev1p5.pdf,//media.digikey.com/Renders/SiTIME/4-SMD_2.5x2.0.jpg,1473-1714-6-ND,SIT8209AI-G1-XXX-000.FP0000X,SiTIME,MEMS OSC PROG BLANK 80MHZ-220MHZ,471,0,"Digi-Reel","0","1","Digi-Reel®","SiT8209","Active","MEMS","XO (Standard)","Blank (User Must Program)","80MHz ~ 220MHz","Enable/Disable, Standby","LVCMOS","1.8V, 2.5V ~ 3.3V","-","±20ppm","-40°C ~ 85°C","-","36mA","-","Surface Mount","4-SMD, No Lead","0.106"" L x 0.094"" W (2.70mm x 2.40mm)","0.031"" (0.80mm)"
