Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Base Resonator","Type","Frequency - Output 1","Frequency - Output 2","Frequency - Output 3","Frequency - Output 4","Function","Output","Voltage - Supply","Frequency Stability","Operating Temperature","Current - Supply (Max)","Size / Dimension","Height","Package / Case"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14624-1-ND,AMPDAFH-A01T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","20MHz, 25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14624-6-ND,AMPDAFH-A01T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","20MHz, 25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14625-2-ND,AMPDAFH-A02T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","25Mhz, 50MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14625-1-ND,AMPDAFH-A02T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","25Mhz, 50MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14625-6-ND,AMPDAFH-A02T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","25Mhz, 50MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14626-2-ND,AMPDAFH-A04T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","74.1758MHz, 74.25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14626-1-ND,AMPDAFH-A04T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","74.1758MHz, 74.25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14626-6-ND,AMPDAFH-A04T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","74.1758MHz, 74.25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14627-2-ND,AMPDAFH-A09T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","24MHz, 48MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14627-1-ND,AMPDAFH-A09T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","24MHz, 48MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14627-6-ND,AMPDAFH-A09T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","24MHz, 48MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14628-2-ND,AMPDAFH-A13T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","6.1298496MHz, 6.16791MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14628-1-ND,AMPDAFH-A13T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","6.1298496MHz, 6.16791MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14628-6-ND,AMPDAFH-A13T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","6.1298496MHz, 6.16791MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14629-2-ND,AMPDAFI-A01T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","20MHz, 25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14629-1-ND,AMPDAFI-A01T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","20MHz, 25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14629-6-ND,AMPDAFI-A01T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","20MHz, 25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14630-2-ND,AMPDAFI-A02T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","25Mhz, 50MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14630-1-ND,AMPDAFI-A02T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","25Mhz, 50MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14630-6-ND,AMPDAFI-A02T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","25Mhz, 50MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14631-2-ND,AMPDAFI-A04T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","74.1758MHz, 74.25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14631-1-ND,AMPDAFI-A04T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","74.1758MHz, 74.25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14631-6-ND,AMPDAFI-A04T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","74.1758MHz, 74.25MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14632-2-ND,AMPDAFI-A09T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","24MHz, 48MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14632-1-ND,AMPDAFI-A09T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","24MHz, 48MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14632-6-ND,AMPDAFI-A09T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","24MHz, 48MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14633-2-ND,AMPDAFI-A13T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.60805","0","1000","Tape & Reel (TR)","AMPD","Active","MEMS","XO (Standard)","6.1298496MHz, 6.16791MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14633-1-ND,AMPDAFI-A13T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.62000","0","1","Cut Tape (CT)","AMPD","Active","MEMS","XO (Standard)","6.1298496MHz, 6.16791MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMPD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)2x1,6x0,9.JPG",535-14633-6-ND,AMPDAFI-A13T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMPD","Active","MEMS","XO (Standard)","6.1298496MHz, 6.16791MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.079"" L x 0.063"" W (2.00mm x 1.60mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMJD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)1,6x1,2x0,89.JPG",535-14622-2-ND,AMJDGFH-A11T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.76465","0","1000","Tape & Reel (TR)","AMJD","Active","MEMS","XO (Standard)","50MHz, 100MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.063"" L x 0.047"" W (1.60mm x 1.20mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMJD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)1,6x1,2x0,89.JPG",535-14622-1-ND,AMJDGFH-A11T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.88000","0","1","Cut Tape (CT)","AMJD","Active","MEMS","XO (Standard)","50MHz, 100MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.063"" L x 0.047"" W (1.60mm x 1.20mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMJD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)1,6x1,2x0,89.JPG",535-14622-6-ND,AMJDGFH-A11T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMJD","Active","MEMS","XO (Standard)","50MHz, 100MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.063"" L x 0.047"" W (1.60mm x 1.20mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMJD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)1,6x1,2x0,89.JPG",535-14623-2-ND,AMJDGFJ-A11T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"1.76465","0","1000","Tape & Reel (TR)","AMJD","Active","MEMS","XO (Standard)","50MHz, 100MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.063"" L x 0.047"" W (1.60mm x 1.20mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMJD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)1,6x1,2x0,89.JPG",535-14623-1-ND,AMJDGFJ-A11T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"2.88000","0","1","Cut Tape (CT)","AMJD","Active","MEMS","XO (Standard)","50MHz, 100MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.063"" L x 0.047"" W (1.60mm x 1.20mm)","0.035"" (0.89mm)","4-VFLGA"
https://abracon.com/datasheets/AMJD.pdf,"//media.digikey.com/Renders/Abracon%20Renders/AMJM(4SMD,No-Lead)1,6x1,2x0,89.JPG",535-14623-6-ND,AMJDGFJ-A11T,Abracon LLC,MEMS OSC XO 1.71V-3.63V 4VFLGA,1000,0,"Digi-Reel","0","1","Digi-Reel®","AMJD","Active","MEMS","XO (Standard)","50MHz, 100MHz","-","-","-","-","-","1.71V ~ 3.63V","±25ppm","-40°C ~ 85°C","1.3mA (Typ)","0.063"" L x 0.047"" W (1.60mm x 1.20mm)","0.035"" (0.89mm)","4-VFLGA"
