Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Battery Chemistry","Battery Cell Size","Voltage - Rated","Capacity","Size / Dimension","Termination Style"
https://www.sii.co.jp/en/me/files/2018/04/MicroBattery_catalogue_E_2018_forWeb.pdf,//media.digikey.com/photos/Seiko%20Instr%20Photos/MS920SE-FL27E.JPG,728-1058-ND,MS920SE-FL27E,Seiko Instruments,BATTERY LITH 3V 11MAH COIN 9.5MM,5417,0,"2.27000","0","1","MS920SE","Active","Lithium","Coin, 9.5mm","3V","11mAh","0.37"" Dia x 0.08"" H (9.5mm x 2.1mm)","SMD (SMT) Tab"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ML_Serie.pdf,//media.digikey.com/photos/Panasonic%20Photos/ML2020^H1C.jpg,P047-ND,ML-2020/H1CN,Panasonic - BSG,BATT LITH 3V 45MAH COIN 20.0MM,19554,0,"2.52000","0","1","ML2020","Active","Lithium","Coin, 20.0mm","3V","45mAh","0.79"" Dia x 0.08"" H (20.0mm x 2.0mm)","PC Pin (Horizontal Mount)"
https://www.sii.co.jp/en/me/files/2018/04/MicroBattery_catalogue_E_2018_forWeb.pdf,//media.digikey.com/Photos/Cree%20Photos/MFG_MS621T.jpg,728-1080-ND,MS621T-FL11E,Seiko Instruments,BATTERY LITH 3V 3MAH COIN 6.8MM,1406,0,"2.60000","0","1","MS621T","Active","Lithium","Coin, 6.8mm","3V","3mAh","0.27"" Dia x 0.08"" H (6.8mm x 2.1mm)","SMD (SMT) Tab"
http://eu.industrial.panasonic.com/sites/default/pidseu/files/downloads/files/id_ni-mh_1104_e.pdf,//media.digikey.com/Photos/Panasonic%20Photos/HHR-70AAAB8.jpg,P213-ND,HHR-70AAAE4,Panasonic - BSG,BATTERY NIMH 1.2V 700MAH AAA,33933,0,"2.79000","0","1","HHR","Active","Nickel Metal Hydride","AAA","1.2V","700mAh","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Flat Top (Non-Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr75aaab.pdf,//media.digikey.com/photos/Panasonic%20Photos/HHR-75AAA^B5B.jpg,P008-ND,HHR-75AAA/B,Panasonic - BSG,BATTERY NIMH 1.2V 700MAH AAA,37806,0,"2.99000","0","1","HHR","Active","Nickel Metal Hydride","AAA","1.2V","700mAh","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
https://www.sii.co.jp/en/me/files/2018/04/MicroBattery_catalogue_E_2018_forWeb.pdf,//media.digikey.com/Photos/Seiko%20Instr%20Photos/MS920T-FL27E.jpg,728-1077-ND,MS920T-FL27E,Seiko Instruments,BATT LITH 3V 6.5MAH COIN 9.5MM,1741,0,"3.09000","0","1","MS920T","Active","Lithium","Coin, 9.5mm","3V","6.5mAh","0.37"" Dia x 0.08"" H (9.5mm x 2.1mm)","SMD (SMT) Tab"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/ML_Serie.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ML-2020%5EF1AN.JPG,P664-ND,ML-2020/F1AN,Panasonic - BSG,BATT LITH 3V 45MAH COIN 20.0MM,20117,0,"3.17000","0","1","ML2020","Active","Lithium","Coin, 20.0mm","3V","45mAh","0.79"" Dia x 0.08"" H (20.0mm x 2.0mm)","SMD (SMT) Tab"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-bk80aaab-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BK-80AAAB9B.JPG,P689-ND,BK-80AAAB9B,Panasonic - BSG,BATTERY NIMH 1.2V 750MAH AAA,5229,0,"3.24000","0","1","-","Active","Nickel Metal Hydride","AAA","1.2V","750mAh","0.41"" Dia x 1.75"" H (10.5mm x 44.5mm)","Button Top (Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-bk150aa-datasheet.pdf,//media.digikey.com/photos/Panasonic%20Photos/HHR-150AAC8.jpg,P015-ND,HHR-150AAC8,Panasonic - BSG,BATTERY NIMH 1.2V 1.5AH AA,14296,0,"3.47000","0","1","HHR","Active","Nickel Metal Hydride","AA","1.2V","1.5Ah","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Flat Top (Non-Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-bk210a-datasheet.pdf,//media.digikey.com/photos/Panasonic%20Photos/HHR-210AA^B2B.jpg,P220-ND,HHR-210AAC4B,Panasonic - BSG,BATTERY NIMH 1.2V 2AH AA,41286,0,"3.98000","0","1","HHR","Active","Nickel Metal Hydride","AA","1.2V","2Ah","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
http://industrial.panasonic.com/cdbs/www-data/pdf2/ACG4000/ACG4000CE266.pdf,//media.digikey.com/Photos/Panasonic%20Photos/BK-200AAB9B.jpg,P688-ND,BK-200AAB9B,Panasonic - BSG,BATTERY NIMH 1.2V 1.9AH AA,6990,0,"3.98000","0","1","-","Active","Nickel Metal Hydride","AA","1.2V","1.9Ah","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/vlseries_datasheets_merged.pdf,//media.digikey.com/Photos/Panasonic%20Photos/VL-1220%5EVCN.jpg,P080-ND,VL-1220/VCN,Panasonic - BSG,BATTERY LITH 3V 7MAH COIN 12.5MM,16645,0,"4.03000","0","1","VL1220","Active","Lithium","Coin, 12.5mm","3V","7mAh","0.49"" Dia x 0.08"" H (12.5mm x 2.0mm)","PC Pin (Vertical Mount)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/vlseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/VL-1220^HFN.JPG,P079-ND,VL-1220/HFN,Panasonic - BSG,BATTERY LITH 3V 7MAH COIN 12.5MM,3848,0,"4.03000","0","1","VL1220","Active","Lithium","Coin, 12.5mm","3V","7mAh","0.49"" Dia x 0.08"" H (12.5mm x 2.0mm)","PC Pin (Horizontal Mount)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/vlseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/VL2020-1HF.jpg,P081-ND,VL-2020/HFN,Panasonic - BSG,BATT LITH 3V 20MAH COIN 20.0MM,3601,0,"4.30000","0","1","VL2020","Active","Lithium","Coin, 20.0mm","3V","20mAh","0.79"" Dia x 0.08"" H (20.0mm x 2.0mm)","PC Pin (Horizontal Mount)"
http://cdn.sparkfun.com/datasheets/Prototyping/SPE-00-301120-40mah-en-1.0ver.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-13852.jpg,1568-1496-ND,PRT-13852,SparkFun Electronics,BATTERY LITHIUM 3.7V 40MAH,840,0,"4.50000","0","1","PRT","Active","Lithium-Ion","-","3.7V","40mAh","0.79"" L x 0.43"" W x 0.12"" H (20.0mm x 11.0mm x 3.0mm)","JST PH Connector"
https://cdn.sparkfun.com/datasheets/Prototyping/spe-00-502535-400mah-en-1.0ver.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-13851.jpg,1568-1493-ND,PRT-13851,SparkFun Electronics,BATTERY LITHIUM 3.7V 400MAH,203,0,"4.95000","0","1","PRT","Active","Lithium-Ion","-","3.7V","400mAh","1.04"" L x 1.45"" W x 0.20"" H (26.5mm x 36.9mm x 5.0mm)","JST PH Connector"
https://cdn.sparkfun.com/datasheets/Prototyping/ICR18650%202600mAH%20datasheet.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-12895.jpg,1568-1488-ND,PRT-12895,SparkFun Electronics,BATTERY LITHIUM 3.7V 2.6AH,1274,0,"5.95000","0","1","PRT","Active","Lithium-Ion","18650","3.7V","2.6Ah","0.72"" Dia x 2.56"" H (18.2mm x 65.0mm)","Flat Top (Non-Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-bk380a-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/HHR-380A.JPG,P018-ND,HHR-380A,Panasonic - BSG,BATTERY NIMH 1.2V 3.7AH L-A,2664,0,"6.26000","0","1","HHR","Active","Nickel Metal Hydride","L-A","1.2V","3.7Ah","0.67"" Dia x 2.64"" H (17.0mm x 67.0mm)","Flat Top (Non-Extending)"
http://na.industrial.panasonic.com/sites/default/pidsa/files/vlseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/VL2330-1HF.jpg,P085-ND,VL-2330/HFN,Panasonic - BSG,BATT LITH 3V 50MAH COIN 23.0MM,1168,0,"6.36000","0","1","VL2330","Active","Lithium","Coin, 23.0mm","3V","50mAh","0.91"" Dia x 0.12"" H (23.0mm x 3.0mm)","PC Pin (Horizontal Mount)"
https://cdn.sparkfun.com/datasheets/Prototyping/ICR18650%202600mAH%20datasheet.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-13189.jpg,1568-1490-ND,PRT-13189,SparkFun Electronics,BATTERY LITHIUM 3.7V 2.6AH,345,0,"6.50000","0","1","PRT","Active","Lithium-Ion","18650","3.7V","2.6Ah","0.72"" Dia x 2.56"" H (18.2mm x 65.0mm)","Solder Tab"
http://na.industrial.panasonic.com/sites/default/pidsa/files/vlseries_datasheets_merged.pdf,//media.digikey.com/photos/Panasonic%20Photos/VL3032-1F2.jpg,P088-ND,VL-3032/F2N,Panasonic - BSG,BATT LITH 3V 100MAH COIN 30.0MM,6374,0,"7.34000","0","1","VL3032","Active","Lithium","Coin, 30.0mm","3V","100mAh","1.18"" Dia x 0.13"" H (30.0mm x 3.2mm)","SMD (SMT) Tab"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300scp_0.pdf,//media.digikey.com/photos/Panasonic%20Photos/HHR-30SCPY20.jpg,P021-ND,HHR-30SCPY20,Panasonic - BSG,BATTERY NIMH 1.2V 3AH SC,200,0,"8.63000","0","1","HHR","Active","Nickel Metal Hydride","SC","1.2V","3Ah","0.91"" Dia x 1.69"" H (23.0mm x 43.0mm)","Flat Top (Non-Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-bk450a-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/HHR-450AB21.JPG,P214-ND,HHR-450AB21,Panasonic - BSG,BATTERY NIMH 1.2V 4.2AH L-FAT A,2549,0,"8.82000","0","1","HHR","Active","Nickel Metal Hydride","L-Fat A","1.2V","4.2Ah","0.72"" Dia x 2.64"" H (18.2mm x 67.0mm)","Flat Top (Non-Extending)"
http://products.illinoiscapacitor.com/seriesDocuments/RJD_series.pdf,//media.digikey.com/Photos/Illinois%20Capacitor/MFG_RJD.JPG,1572-1617-ND,RJD2032C1,Illinois Capacitor,BATT LITH 3.7V 85MAH COIN 20.0MM,649,840,"8.90000","0","1","RJD","Active","Lithium-Ion","Coin, 20.0mm","3.7V","85mAh","0.79"" Dia x 0.14"" H (20.0mm x 3.5mm)","Requires Holder"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-13813_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-13813.jpg,1568-1492-ND,PRT-13813,SparkFun Electronics,BATTERY LITHIUM 3.7V 1AH,784,0,"9.95000","0","1","PRT","Active","Lithium-Ion","-","3.7V","1Ah","2.00"" L x 1.32"" W x 0.23"" H (50.8mm x 33.5mm x 5.9mm)","JST PH Connector"
http://cdn.sparkfun.com/datasheets/Prototyping/850mah-en-1.0ver.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-13854.jpg,1568-1495-ND,PRT-13854,SparkFun Electronics,BATTERY LITHIUM 3.7V 850MAH,419,0,"9.95000","0","1","PRT","Active","Lithium-Ion","-","3.7V","850mAh","1.69"" L x 1.34"" W x 0.24"" H (43.0mm x 34.0mm x 6.2mm)","JST PH Connector"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_nimh_hhr300ch.pdf,//media.digikey.com/Photos/Panasonic%20Photos/HHR-300CHA03.jpg,P639-ND,HHR-300CHA03,Panasonic - BSG,BATTERY NIMH 1.2V 3.1AH C,303,0,"9.96000","0","1","HHR","Active","Nickel Metal Hydride","C","1.2V","3.1Ah","1.02"" Dia x 1.97"" H (25.8mm x 50.0mm)","Flat Top (Non-Extending)"
http://products.illinoiscapacitor.com/seriesDocuments/RJD_series.pdf,//media.digikey.com/Photos/Illinois%20Capacitor/RJD2450.jpg,1572-1621-ND,RJD2450,Illinois Capacitor,BATTERY LITHIUM 3.7V COIN 24.5MM,965,960,"10.19000","0","1","RJD","Active","Lithium-Ion","Coin, 24.5mm","3.7V","200mAh","0.96"" Dia x 0.21"" H (24.5mm x 5.4mm)","Requires Holder"
http://na.industrial.panasonic.com/sites/default/pidsa/files/lcseries_datasheets_merged.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-R061R3P.jpg,P128-ND,LC-R061R3P,Panasonic - BSG,BATTERY LEAD ACID 6V 1.3AH,13088,0,"12.84000","0","1","LC","Active","Lead Acid (VRLA)","-","6V","1.3Ah","3.86"" L x 0.98"" W x 2.01"" H (98.0mm x 25.0mm x 51.0mm)","Spade, .187"" (4.7mm)"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/3545,//media.digikey.com/photos/Panasonic%20Photos/LC-R064R5P.jpg,P141-ND,LC-R064R5P,Panasonic - BSG,BATTERY LEAD ACID 6V 4.5AH,13946,0,"14.10000","0","1","LC","Active","Lead Acid (VRLA)","-","6V","4.5Ah","2.80"" L x 1.93"" W x 4.06"" H (71.0mm x 49.0mm x 103.2mm)","Spade, .187"" (4.7mm)"
http://www.enersys.com/workarea/downloadasset.aspx?id=490,//media.digikey.com/photos/Enersys%20Energy%20Products%20Photos/0810-0004.JPG,842-1000-ND,0810-0004,EnerSys,BATTERY LEAD ACID 2V 2.5AH,3616,0,"17.44000","0","1","Cyclon®","Active","Lead Acid (VRLA)","-","2V","2.5Ah","1.35"" Dia x 2.41"" H (34.3mm x 61.2mm)","Spade, .187"" (4.7mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lcr063r4p.pdf,//media.digikey.com/photos/Panasonic%20Photos/LC-R063R4P.jpg,P166-ND,LC-R063R4P,Panasonic - BSG,BATTERY LEAD ACID 6V 3.4AH,493,0,"26.12000","0","1","LC","Active","Lead Acid (VRLA)","-","6V","3.4Ah","5.33"" L x 1.38"" W x 2.40"" H (135.5mm x 35.0mm x 61.0mm)","Spade, .187"" (4.7mm)"
http://www.enersys.com/workarea/downloadasset.aspx?id=490,//media.digikey.com/photos/Enersys%20Energy%20Products%20Photos/0860-0004.JPG,842-1001-ND,0860-0004,EnerSys,BATTERY LEAD ACID 2V 4.5AH,1440,0,"26.66000","0","1","Cyclon®","Active","Lead Acid (VRLA)","-","2V","4.5Ah","1.35"" Dia x 3.78"" H (34.3mm x 96.0mm)","Spade, .187"" (4.7mm)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/LC-R121R3.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-R121R3P.JPG,P264-ND,LC-R121R3P,Panasonic - BSG,BATTERY LEAD ACID 12V 1.3AH,11152,0,"26.83000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","1.3Ah","3.86"" L x 1.91"" W x 2.01"" H (98.0mm x 48.5mm x 51.0mm)","Spade, .187"" (4.7mm)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/UP-VW1220P1.pdf,//media.digikey.com/Photos/Panasonic%20Photos/UP-VW1220P1.jpg,P210-ND,UP-VW1220P1,Panasonic - BSG,BATTERY LEAD ACID 12V 20W,605,0,"28.36000","0","1","UP","Active","Lead Acid (VRLA)","-","12V","20W","5.57"" L x 1.57"" W x 3.76"" H (141.5mm x 40.0mm x 95.5mm)","Spade, .250"" (6.3mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/lc-r0612p.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-R0612P.jpg,P075-ND,LC-R0612P,Panasonic - BSG,BATTERY LEAD ACID 6V 12AH,796,0,"29.23000","0","1","LC","Active","Lead Acid (VRLA)","-","6V","12Ah","6.00"" L x 2.01"" W x 3.76"" H (152.5mm x 51.0mm x 95.5mm)","Spade, .187"" (4.7mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-r122r2p.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-R122R2P.jpg,P171-ND,LC-R122R2P,Panasonic - BSG,BATTERY LEAD ACID 12V 2.2AH,403,0,"30.96000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","2.2Ah","7.03"" L x 1.38"" W x 2.40"" H (178.5mm x 35.0mm x 61.0mm)","Spade, .187"" (4.7mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-r127r2p.pdf,//media.digikey.com/photos/Panasonic%20Photos/LC-R127R2P1.jpg,P218-ND,LC-R127R2P1,Panasonic - BSG,BATTERY LEAD ACID 12V 7.2AH,7812,0,"33.14000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","7.2Ah","6.00"" L x 2.58"" W x 3.76"" H (152.5mm x 65.5mm x 95.5mm)","Spade, .250"" (6.3mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-r127r2p.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-R127R2P.jpg,P078-ND,LC-R127R2P,Panasonic - BSG,BATTERY LEAD ACID 12V 7.2AH,2773,0,"34.27000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","7.2Ah","6.00"" L x 2.58"" W x 3.76"" H (152.5mm x 65.5mm x 95.5mm)","Spade, .187"" (4.7mm)"
http://data.energizer.com/pdfs/nh15-2300.pdf,//media.digikey.com/photos/Energizer%20Photos/NH15VP.JPG,N730-ND,NH15BP-8,Energizer Battery Company,BATTERY NIMH 1.2V 2.3AH AA 1=8PK,1323,0,"37.34000","0","1","NH15","Active","Nickel Metal Hydride","AA","1.2V","2.3Ah","0.57"" Dia x 1.99"" H (14.5mm x 50.5mm)","Button Top (Extending)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/lc-r123r4p.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-R123R4P.jpg,P172-ND,LC-R123R4P,Panasonic - BSG,BATTERY LEAD ACID 12V 3.4AH,1302,0,"38.56000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","3.4Ah","5.33"" L x 2.68"" W x 2.40"" H (135.5mm x 68.0mm x 61.0mm)","Spade, .187"" (4.7mm)"
http://www.enersys.com/workarea/downloadasset.aspx?id=490,//media.digikey.com/photos/Enersys%20Energy%20Products%20Photos/0850-0004.JPG,842-1003-ND,0850-0004,EnerSys,BATTERY LEAD ACID 2V 8AH,281,0,"39.89000","0","1","Cyclon®","Active","Lead Acid (VRLA)","-","2V","8Ah","1.75"" Dia x 3.94"" H (44.5mm x 100.1mm)","Spade, .250"" (6.3mm)"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Batteries%20PDFS/UP-VW1245P1.pdf,//media.digikey.com/Photos/Panasonic%20Photos/UP-VW1245P1.jpg,P225-ND,UP-VW1245P1,Panasonic - BSG,BATTERY LEAD ACID 12V 45W,358,0,"40.85000","0","1","UP","Active","Lead Acid (VRLA)","-","12V","45W","6.00"" L x 2.58"" W x 3.76"" H (152.5mm x 65.5mm x 95.5mm)","Spade, .250"" (6.3mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-p127r2p.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-P127R2P.jpg,P682-ND,LC-P127R2P,Panasonic - BSG,BATTERY LEAD ACID 12V 7.2AH,610,0,"41.78000","0","1","LC-P","Active","Lead Acid (VRLA)","-","12V","7.2Ah","5.95"" L x 2.54"" W x 3.70"" H (151.0mm x 65.0mm x 94.0mm)","Spade, .187"" (4.7mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-ra1212p.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-RA1212P1.jpg,P230-ND,LC-RA1212P1,Panasonic - BSG,BATTERY LEAD ACID 12V 12AH,1233,0,"50.33000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","12Ah","6.00"" L x 3.92"" W x 3.76"" H (152.5mm x 99.5mm x 95.5mm)","Spade, .250"" (6.3mm)"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-rd1217p.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-RD1217P.jpg,P174-ND,LC-RD1217P,Panasonic - BSG,BATTERY LEAD ACID 12V 17AH,1773,0,"98.96000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","17Ah","7.20"" L x 3.07"" W x 6.65"" H (183.0mm x 78.0mm x 169.0mm)","Nut and Bolt, M5"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-x1220p_lc-x1220ap.pdf,//media.digikey.com/photos/Panasonic%20Photos/LC-X1220P.jpg,P231-ND,LC-X1220P,Panasonic - BSG,BATTERY LEAD ACID 12V 20AH,1631,0,"105.66000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","20Ah","7.20"" L x 3.07"" W x 6.65"" H (183.0mm x 78.0mm x 169.0mm)","Nut and Bolt, M5"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-x1228p_lc-x1228ap.pdf,//media.digikey.com/Photos/Panasonic%20Photos/LC-X1228P.jpg,P049-ND,LC-X1228P,Panasonic - BSG,BATTERY LEAD ACID 12V 28AH,156,0,"125.81000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","28Ah","6.50"" L x 4.92"" W x 6.89"" H (165.0mm x 125.0mm x 175.0mm)","Nut and Bolt, M5"
https://na.industrial.panasonic.com/sites/default/pidsa/files/panasonic_vrla_lc-x1228p_lc-x1228ap.pdf,//media.digikey.com/photos/Panasonic%20Photos/LC-X1228AP.jpg,P629-ND,LC-X1228AP,Panasonic - BSG,BATTERY LEAD ACID 12V 28AH,463,0,"126.25000","0","1","LC","Active","Lead Acid (VRLA)","-","12V","28Ah","6.50"" L x 4.92"" W x 6.89"" H (165.0mm x 125.0mm x 175.0mm)","Threaded Post, M5"
