Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transformer Type","Inductance","ET (Volt-Time)","Turns Ratio - Primary:Secondary","Mounting Type","Size / Dimension","Height - Seated (Max)","Operating Temperature"
https://www.murata-ps.com/data/magnetics/kmp_da100.pdf,//media.digikey.com/Photos/Murata%20Photos/DA100J-SERIES.jpg,811-3122-2-ND,DA101MC-R,Murata Power Solutions Inc.,DIGITAL AUDIO TX,1500,0,"1.12000","0","500","Tape & Reel (TR)","DA100","Not For New Designs","-","2.06mH","15VµS","1:1","Surface Mount","0.354"" L x 0.375"" W (9.00mm x 9.52mm)","0.250"" (6.35mm)","0°C ~ 70°C"
https://www.murata-ps.com/data/magnetics/kmp_da100.pdf,//media.digikey.com/Photos/Murata%20Photos/DA100J-SERIES.jpg,811-3122-1-ND,DA101MC-R,Murata Power Solutions Inc.,DIGITAL AUDIO TX,1863,0,"1.23000","0","1","Cut Tape (CT)","DA100","Not For New Designs","-","2.06mH","15VµS","1:1","Surface Mount","0.354"" L x 0.375"" W (9.00mm x 9.52mm)","0.250"" (6.35mm)","0°C ~ 70°C"
https://www.murata-ps.com/data/magnetics/kmp_da100.pdf,//media.digikey.com/Photos/Murata%20Photos/DA100J-SERIES.jpg,811-3122-6-ND,DA101MC-R,Murata Power Solutions Inc.,DIGITAL AUDIO TX,1863,0,"Digi-Reel","0","1","Digi-Reel®","DA100","Not For New Designs","-","2.06mH","15VµS","1:1","Surface Mount","0.354"" L x 0.375"" W (9.00mm x 9.52mm)","0.250"" (6.35mm)","0°C ~ 70°C"
http://products.sumida.com/products/pdf/CBM5D33(ESMIT4180).pdf,//media.digikey.com/Photos/Sumida%20Photos/ESMIT-4180%5EA.jpg,308-2353-2-ND,ESMIT-4180/A,Sumida America Components Inc.,XFMR MODEM SMD,6500,0,"1.17810","0","500","Tape & Reel (TR)","CBM","Active","Data/Voice Coupling","120µH","-","1:1","Surface Mount","0.205"" L x 0.280"" W (5.20mm x 7.10mm)","0.138"" (3.50mm)","-20°C ~ 105°C"
http://products.sumida.com/products/pdf/CBM5D33(ESMIT4180).pdf,//media.digikey.com/Photos/Sumida%20Photos/ESMIT-4180%5EA.jpg,308-2353-1-ND,ESMIT-4180/A,Sumida America Components Inc.,XFMR MODEM SMD,6554,0,"2.18000","0","1","Cut Tape (CT)","CBM","Active","Data/Voice Coupling","120µH","-","1:1","Surface Mount","0.205"" L x 0.280"" W (5.20mm x 7.10mm)","0.138"" (3.50mm)","-20°C ~ 105°C"
http://products.sumida.com/products/pdf/CBM5D33(ESMIT4180).pdf,//media.digikey.com/Photos/Sumida%20Photos/ESMIT-4180%5EA.jpg,308-2353-6-ND,ESMIT-4180/A,Sumida America Components Inc.,XFMR MODEM SMD,6554,0,"Digi-Reel","0","1","Digi-Reel®","CBM","Active","Data/Voice Coupling","120µH","-","1:1","Surface Mount","0.205"" L x 0.280"" W (5.20mm x 7.10mm)","0.138"" (3.50mm)","-20°C ~ 105°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5500-25-F.pdf,//media.digikey.com/Photos/Bel%20Photos/S558-5500-25-F.JPG,507-1724-2-ND,S558-5500-25-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100 POE SMD,11700,0,"1.21380","0","900","Tape & Reel (TR)","-","Active","LAN 10/100 Base-T, Power over Ethernet (PoE)","350µH","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","0°C ~ 70°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5500-25-F.pdf,//media.digikey.com/Photos/Bel%20Photos/S558-5500-25-F.JPG,507-1724-1-ND,S558-5500-25-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100 POE SMD,12564,0,"2.24000","0","1","Cut Tape (CT)","-","Active","LAN 10/100 Base-T, Power over Ethernet (PoE)","350µH","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","0°C ~ 70°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5500-25-F.pdf,//media.digikey.com/Photos/Bel%20Photos/S558-5500-25-F.JPG,507-1724-6-ND,S558-5500-25-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100 POE SMD,12564,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100 Base-T, Power over Ethernet (PoE)","350µH","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","0°C ~ 70°C"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_61.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-68386NL.jpg,553-1776-2-ND,PE-68386NLT,Pulse Electronics Power,PULSE XFMR 1:1 785UH,1500,0,"1.23240","0","1500","Tape & Reel (TR)","-","Active","-","785µH","9.7VµS","1:1","Surface Mount","0.340"" L x 0.265"" W (8.64mm x 6.73mm)","0.098"" (2.49mm)","-40°C ~ 130°C"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_61.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-68386NL.jpg,553-1776-1-ND,PE-68386NLT,Pulse Electronics Power,PULSE XFMR 1:1 785UH,2852,0,"2.57000","0","1","Cut Tape (CT)","-","Active","-","785µH","9.7VµS","1:1","Surface Mount","0.340"" L x 0.265"" W (8.64mm x 6.73mm)","0.098"" (2.49mm)","-40°C ~ 130°C"
http://productfinder.pulseeng.com/products/datasheets/SPM2007_61.pdf,//media.digikey.com/Photos/Pulse%20Photos/PE-68386NL.jpg,553-1776-6-ND,PE-68386NLT,Pulse Electronics Power,PULSE XFMR 1:1 785UH,2852,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","785µH","9.7VµS","1:1","Surface Mount","0.340"" L x 0.265"" W (8.64mm x 6.73mm)","0.098"" (2.49mm)","-40°C ~ 130°C"
https://www.bourns.com/pdfs/PT61020.pdf,//media.digikey.com/Photos/Bourns%20Photos/PT61020EL.jpg,PT61020ELTR-ND,PT61020EL,Bourns Inc.,PULSE XFMR 1CT:1 350UH,7200,0,"1.42200","0","400","Tape & Reel (TR)","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1","Surface Mount","0.694"" L x 0.480"" W (17.62mm x 12.20mm)","0.236"" (6.00mm)","-40°C ~ 85°C"
https://www.bourns.com/pdfs/PT61020.pdf,//media.digikey.com/Photos/Bourns%20Photos/PT61020EL.jpg,PT61020ELCT-ND,PT61020EL,Bourns Inc.,PULSE XFMR 1CT:1 350UH,7463,0,"2.61000","0","1","Cut Tape (CT)","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1","Surface Mount","0.694"" L x 0.480"" W (17.62mm x 12.20mm)","0.236"" (6.00mm)","-40°C ~ 85°C"
https://www.bourns.com/pdfs/PT61020.pdf,//media.digikey.com/Photos/Bourns%20Photos/PT61020EL.jpg,PT61020ELDKR-ND,PT61020EL,Bourns Inc.,PULSE XFMR 1CT:1 350UH,7463,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100/1000 Base-T","350µH","-","1CT:1","Surface Mount","0.694"" L x 0.480"" W (17.62mm x 12.20mm)","0.236"" (6.00mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-U7-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1463-2-ND,S558-5999-U7-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,93400,0,"1.42800","0","900","Tape & Reel (TR)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-U7-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1463-1-ND,S558-5999-U7-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,95545,0,"2.64000","0","1","Cut Tape (CT)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-U7-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1463-6-ND,S558-5999-U7-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,95545,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-T7-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1459-2-ND,S558-5999-T7-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,36000,0,"1.42800","0","900","Tape & Reel (TR)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-T7-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1459-1-ND,S558-5999-T7-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,37250,0,"2.64000","0","1","Cut Tape (CT)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-T7-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1459-6-ND,S558-5999-T7-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,37250,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-Z5-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1475-2-ND,S558-5999-Z5-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,16200,0,"1.42800","0","900","Tape & Reel (TR)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-Z5-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1475-1-ND,S558-5999-Z5-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,16339,0,"2.64000","0","1","Cut Tape (CT)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-Z5-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1475-6-ND,S558-5999-Z5-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,16339,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-T5-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1460-2-ND,S558-5999-T5-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,5400,0,"1.42800","0","900","Tape & Reel (TR)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-T5-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1460-1-ND,S558-5999-T5-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,6316,0,"2.64000","0","1","Cut Tape (CT)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-T5-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1460-6-ND,S558-5999-T5-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,6316,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
http://productfinder.pulseeng.com/products/datasheets/P663.pdf,//media.digikey.com/Photos/Pulse%20Photos/PA2002NLT.jpg,553-1994-2-ND,PA2002NLT,Pulse Electronics Power,PULSE XFMR 1:1:1 1.8MH,5200,0,"1.44000","0","400","Tape & Reel (TR)","-","Active","-","1.8mH","60VµS","1:1:1","Surface Mount","0.355"" L x 0.340"" W (9.02mm x 8.64mm)","0.300"" (7.62mm)","-40°C ~ 130°C"
http://productfinder.pulseeng.com/products/datasheets/P663.pdf,//media.digikey.com/Photos/Pulse%20Photos/PA2002NLT.jpg,553-1994-1-ND,PA2002NLT,Pulse Electronics Power,PULSE XFMR 1:1:1 1.8MH,5414,0,"2.64000","0","1","Cut Tape (CT)","-","Active","-","1.8mH","60VµS","1:1:1","Surface Mount","0.355"" L x 0.340"" W (9.02mm x 8.64mm)","0.300"" (7.62mm)","-40°C ~ 130°C"
http://productfinder.pulseeng.com/products/datasheets/P663.pdf,//media.digikey.com/Photos/Pulse%20Photos/PA2002NLT.jpg,553-1994-6-ND,PA2002NLT,Pulse Electronics Power,PULSE XFMR 1:1:1 1.8MH,5414,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","1.8mH","60VµS","1:1:1","Surface Mount","0.355"" L x 0.340"" W (9.02mm x 8.64mm)","0.300"" (7.62mm)","-40°C ~ 130°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-W2-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1465-2-ND,S558-5999-W2-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,6300,0,"1.51726","0","900","Tape & Reel (TR)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-W2-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1465-1-ND,S558-5999-W2-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,7370,0,"2.81000","0","1","Cut Tape (CT)","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.belfuse.com/resources/ICMs/lan-/S558-5999-W2-F.pdf,//media.digikey.com/photos/Bel%20Photos/S558-5999-U7-F.JPG,507-1465-6-ND,S558-5999-W2-F,Bel Fuse Inc.,MODULE XFRMR LAN 10/100B-TX SMD,7370,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","LAN 10/100 Base-T","350µH","-","1CT:1CT Transmitter, 1CT:1CT Receiver","Surface Mount","0.485"" L x 0.285"" W (12.32mm x 7.24mm)","0.225"" (5.72mm)","-40°C ~ 85°C"
https://www.murata-ps.com/data/magnetics/kmp_786j.pdf,//media.digikey.com/Photos/Murata%20Photos/DA103MC.JPG,811-2418-ND,78602/9JC,Murata Power Solutions Inc.,XFRMR 1:1:1 56VUS SMD TOROID,16989,0,"1.57000","0","1","Tube","786","Active","General Purpose","10mH","56VµS","1:1:1","Surface Mount","0.354"" L x 0.375"" W (9.00mm x 9.52mm)","0.250"" (6.35mm)","0°C ~ 70°C"
https://www.bourns.com/docs/Product-Datasheets/sm13072apel.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SM13072APEL.jpg,SM13072APELTR-ND,SM13072APEL,Bourns Inc.,LAN 10/100 BASE T XFORMER AECQ +,3000,0,"1.60650","0","600","Tape & Reel (TR)","Automotive, AEC-Q200, SM","Active","LAN 10/100 Base-T","350µH","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.504"" L x 0.272"" W (12.80mm x 6.90mm)","0.232"" (5.90mm)","-40°C ~ 125°C"
https://www.bourns.com/docs/Product-Datasheets/sm13072apel.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SM13072APEL.jpg,SM13072APELCT-ND,SM13072APEL,Bourns Inc.,LAN 10/100 BASE T XFORMER AECQ +,3170,0,"2.97000","0","1","Cut Tape (CT)","Automotive, AEC-Q200, SM","Active","LAN 10/100 Base-T","350µH","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.504"" L x 0.272"" W (12.80mm x 6.90mm)","0.232"" (5.90mm)","-40°C ~ 125°C"
https://www.bourns.com/docs/Product-Datasheets/sm13072apel.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_SM13072APEL.jpg,SM13072APELDKR-ND,SM13072APEL,Bourns Inc.,LAN 10/100 BASE T XFORMER AECQ +,3170,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q200, SM","Active","LAN 10/100 Base-T","350µH","-","1:1 Transmitter, 1:1 Receiver","Surface Mount","0.504"" L x 0.272"" W (12.80mm x 6.90mm)","0.232"" (5.90mm)","-40°C ~ 125°C"
