Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Module/Board Type","For Use With/Related Products"
http://www.logicalsys.com/datasht/32-32zr.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA32-32.jpg,309-1091-ND,PA32-32,Logical Systems Inc.,ADAPTER 32-PLCC AE TO 32-DIP,7,0,"59.50000","0","1","-","Active","Socket Module - PLCC","32 pin PLCC Devices"
http://www.logicalsys.com/datasht/2006.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA8SO1-2006-3.jpg,309-1047-ND,PA8SO1-2006-3,Logical Systems Inc.,ADAPTER 8-SOIC TO 8-DIP,6,0,"59.50000","0","1","-","Active","Socket Module - SOIC","PIC12(L)C508A, 509A PIC12(L)CE518, 519"
http://ww1.microchip.com/downloads/en/DeviceDoc/Universal%20Socket%20Module%2051280B.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC162049-2.jpg,AC162049-2-ND,AC162049-2,Microchip Technology,MOD PROGR UNIV MPLAB ICD2 ICD3,9,0,"79.99000","0","1","-","Active","Socket Module - DIP","MPLAB® REAL ICE, ICD 3, PICkit 3"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-SC02.JPG,ATSTK600-SC02-ND,ATSTK600-SC02,Microchip Technology,STK600 TQFP SOCKET CARD AVR,5,0,"79.99000","0","1","AVR®","Active","Socket Adapter","STK600"
http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-8756-ATSHA204A-ATAES132A-ATECC108A-ATECC508A-Flyer-E.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MFG_AT88CKSCKTUDFN-XPRO.jpg,AT88CKSCKTUDFN-XPRO-ND,AT88CKSCKTUDFN-XPRO,Microchip Technology,DEVELOPMENT BOARD,14,0,"85.00000","0","1","CryptoAuthentication™","Active","Socket Module - UDFN","ATAES132A, ATECC108A/508A/608A, ATSHA204A"
http://www.logicalsys.com/datasht/32-32zr.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA32-32Z.jpg,309-1092-ND,PA32-32Z,Logical Systems Inc.,ADAPTER 32-PLCC ZIF TO 32-DIP,7,0,"89.25000","0","1","-","Active","ZIF Socket","32 pin PLCC Devices"
"//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/AE-SC8,16UM.pdf",//media.digikey.com/photos/Phyton%20Photos/AE-SC8^16UM.JPG,AE-SC8/16UM-ND,AE-SC8/16UM,Phyton Inc.,ADAPTER 16-DIP TO 16-SOIC,3,0,"90.00000","0","1","-","Active","Socket Module - SOIC","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc430f5137,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430DA38.jpg,296-30957-ND,MSP-TS430DA38,Texas Instruments,TARGET BOARD ZIF SKT MSP430,12,181,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/photos/Texas%20Instr%20Photos/MSP-TS430PM64.JPG,296-24191-ND,MSP-TS430PM64,Texas Instruments,TARGET BOARD ZIF 64SKT MSP430,9,251,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/MSP-TS430PZ5X100.JPG,296-23448-ND,MSP-TS430PZ5X100,Texas Instruments,TARGET BOARD ZIF SKT MSP430F5XX,4,62,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau138,//media.digikey.com/photos/Texas%20Instr%20Photos/MSP-TS430PZ100USB.jpg,296-30967-ND,MSP-TS430PZ100USB,Texas Instruments,TARGET BOARD ZIF SOCKET MSP430,4,16,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430RHB32A.jpg,296-38652-ND,MSP-TS430RHB32A,Texas Instruments,DEV KIT 32QFN ZIF TARGET BOARD,4,76,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430PZ100C.jpg,296-37505-ND,MSP-TS430PZ100C,Texas Instruments,TARGET BRD 100PIN ZIF SKT MSP430,3,0,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430PN80A.jpg,296-45820-ND,MSP-TS430PN80A,Texas Instruments,TARGET BRD 80PIN ZIF SKT MSP430,2,0,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau157,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430RGZ48C.jpg,296-34918-ND,MSP-TS430RGZ48C,Texas Instruments,BOARD TARGET MSP430F434X,2,433,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
https://www.silabs.com/documents/public/user-guides/ug286-clockbuilderpro-dongle.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/SI5332-32SKT-DK.JPG,336-4096-ND,SI5332-32SKT-DK,Silicon Labs,32-QFN SI5332 CBPRO DONGLE KIT,12,0,"127.73000","0","1","ClockBuilderPro™","Active","Socket Module - QFN","Si5332"
https://www.silabs.com/documents/public/user-guides/ClockBuilderPro-Dongle-UG.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SI538X4X-64SKT-DK.JPG,336-3256-ND,SI538X4X-64SKT-DK,Silicon Labs,DEV BOARD FOR CBPROG-DONGLE,10,0,"127.73000","0","1","ClockBuilderPro™","Active","Socket Module - QFN","Si534x, Si538x"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_VPROG1.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/MFG_VPROG-1-S-LQFP48.jpg,768-1086-ND,VPROG-1-S-LQFP48,"FTDI, Future Technology Devices International Ltd",VPROG-1 SOCKET/ADAPTER 48-LQFP,4,0,"140.00000","0","1","-","Active","Adapter LQFP","VPROG-1"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/AE-TS48U.pdf,//media.digikey.com/photos/Phyton%20Photos/AE-TS48U.JPG,AE-TS48U-ND,AE-TS48U,Phyton Inc.,ADAPTER SOCKET 48-TSOP TO 48-DIP,2,0,"150.00000","0","1","-","Active","Socket Module - TSOP","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/MPLAB%20PM3%20Universal%20Device%20Programmer.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164301.JPG,AC164301-ND,AC164301,Microchip Technology,MODULE SKT FOR PM3 18/28/40DIP,18,0,"189.99000","0","1","-","Active","Socket Module - DIP","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/MPLAB%20PM3%20Universal%20Device%20Programmer.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164307.JPG,AC164307-ND,AC164307,Microchip Technology,MODULE SKT FOR PM3 28SSOP,4,0,"189.99000","0","1","-","Active","Socket Module - SSOP","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/MPLAB%20PM3%20Universal%20Device%20Programmer.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164302.JPG,AC164302-ND,AC164302,Microchip Technology,MODULE SKT FOR PM3 16/28SOIC,3,0,"189.99000","0","1","-","Active","Socket Module - SOIC","MPLAB® PM3"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-RC22.JPG,ATSTK600-RC22-ND,ATSTK600-RC22,Microchip Technology,STK600 ROUTING CARD AVR,9,0,"14.99000","0","1","AVR®","Active","Routing Card","STK600"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-RC11.JPG,ATSTK600-RC11-ND,ATSTK600-RC11,Microchip Technology,STK600 ROUTING CARD AVR,11,0,"15.99000","0","1","AVR®","Active","Routing Card","STK600"
http://ww1.microchip.com/downloads/en/DeviceDoc/51280a.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC162049.jpg,AC162049-ND,AC162049,Microchip Technology,MODULE SOCKET FOR ICD2 DIP,7,0,"39.99000","0","1","-","Active","Socket Module - DIP","ICD2"
http://www.ftdichip.com/Support/Documents/DataSheets/Modules/DS_VPROG1.pdf,//media.digikey.com/Photos/FTDI%20(Future%20Tech%20Devices)/MFG_VPROG-1-S-ZIF40.jpg,768-1087-ND,VPROG-1-S-ZIF40,"FTDI, Future Technology Devices International Ltd",VPROG-1 SOCKET/ADAPTER ZIF40,6,0,"50.00000","0","1","-","Active","ZIF Socket","VPROG-1"
-,//media.digikey.com/Photos/Microchip%20Tech%20Photos/AC163020.JPG,AC163020-ND,AC163020,Microchip Technology,ADAPTER PROGRAMMER PIC10F2XX,7,0,"50.99000","0","1","-","Active","Socket Module - DIP","Baseline Flash Microcontroller Programmer"
http://www.logicalsys.com/datasht/16so03.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA14SO1-03-3.jpg,309-1000-ND,PA14SO1-03-3,Logical Systems Inc.,ADAPTER 14-SOIC TO 14-DIP,9,0,"51.00000","0","1","-","Active","Socket Module - SOIC","PIC16C505"
http://www.chipquik.com/datasheets/SK0001.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SK0001.jpg,SK0001-ND,SK0001,Chip Quik Inc.,SOIC-8 SOCKET TO DIP-8 ADAPTER (,40,0,"60.99000","0","1","-","Active","Socket Module - SOIC","-"
http://www.logicalsys.com/datasht/28ss-otb.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA20SS-OT-3.jpg,309-1014-ND,PA20SS-OT-3,Logical Systems Inc.,ADAPTER 20-SSOP TO 20-DIP,6,0,"68.00000","0","1","-","Active","Socket Module - SSOP","PIC16C770, 771"
http://www.logicalsys.com/datasht/28ss-otb.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA28SS-OT-6.jpg,309-1025-ND,PA28SS-OT-6,Logical Systems Inc.,ADAPTER 28-SSOP TO 28-DIP,5,0,"68.00000","0","1","-","Active","Socket Module - SSOP","PIC14000, PIC16C62A(B), 63A, 72(A), 73B, 773, F872"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-SC03.JPG,ATSTK600-SC03-ND,ATSTK600-SC03,Microchip Technology,STK600 TQFP SOCKET CARD AVR,4,0,"74.99000","0","1","AVR®","Active","Socket Adapter","STK600"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fdrv10983,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DRV10983EVM-TB.jpg,296-45679-ND,DRV10983EVM-TB,Texas Instruments,EVAL BOARD FOR DRV10983,2,2,"77.88000","0","1","-","Active","Socket Module - TSSOP","DRV10983"
http://ww1.microchip.com/downloads/en/AppNotes/Atmel-8170-STK600-Expansion-Routing-and-Socket-Boards_Application-Note_AVR600.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATSTK600-SC06.JPG,ATSTK600-SC06-ND,ATSTK600-SC06,Microchip Technology,STK600 TQFP SOCKET CARD AVR,2,0,"78.99000","0","1","AVR®","Active","Socket Adapter","STK600"
http://www.logicalsys.com/datasht/3228r.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA32-28Z.jpg,309-1090-ND,PA32-28Z,Logical Systems Inc.,ADAPTER 32-PLCC ZIF TO 28-DIP,4,0,"89.25000","0","1","-","Active","ZIF Socket","27C64, '128, '256, '512, pin skips 1, 12, 17, 26"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/AE-P32U.pdf,//media.digikey.com/photos/Phyton%20Photos/AE-P32U.JPG,AE-P32U-ND,AE-P32U,Phyton Inc.,ADAPTER 32-PLCC TO 32-DIP,2,0,"90.00000","0","1","-","Active","Socket Module - PLCC","ChipProg-40, ChipProg-48, ChipProg-481, ChipProg-G41"
http://www.ti.com/lit/pdf/slau646,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_MSP-TS430D8.jpg,296-45818-ND,MSP-TS430D8,Texas Instruments,TARGET BOARD 8PIN SOCKET MSP430,4,20,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_TS430PW14.jpg,296-25885-ND,MSP-TS430PW14,Texas Instruments,TARGET BOARD ZIF SKT MSP430,3,108,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc430f5137,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430PW28.jpg,296-30963-ND,MSP-TS430PW28,Texas Instruments,TARGET BOARD ZIF SKT MSP430,3,116,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_MSP-TS430PW28A.jpg,296-30964-ND,MSP-TS430PW28A,Texas Instruments,TARGET BOARD ZIF SKT MSP430,3,299,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430PZ100B.jpg,296-30414-ND,MSP-TS430PZ100B,Texas Instruments,TARGET BOARD/100PIN ZIF MSP430,3,85,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430PZ100AUSB.jpg,296-42440-ND,MSP-TS430PZ100AUSB,Texas Instruments,TARGET BOARD ZIF SKT MSP430,3,0,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430PM64A.jpg,296-30959-ND,MSP-TS430PM64A,Texas Instruments,TARGET BOARD ZIF SKT MSP430,2,40,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_MSP-TS430PW24.jpg,296-30962-ND,MSP-TS430PW24,Texas Instruments,TARGET BOARD ZIF SKT MSP430,2,11,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_MSP-TS430PM64F.jpg,296-42222-ND,MSP-TS430PM64F,Texas Instruments,TARGET SOCKET BOARD FRAM 64PIN,2,0,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430RGE24A.jpg,296-42590-ND,MSP-TS430RGE24A,Texas Instruments,TARGET BOARD MSP-TS430RG,2,0,"92.42000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau157,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430RSB40.jpg,296-38402-ND,MSP-TS430RSB40,Texas Instruments,TARGET BRD 40PIN ZIF SKT MSP430,2,197,"98.87000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430PN80B_primary.jpg,296-44105-ND,MSP-TS430PN80B,Texas Instruments,EVAL TARGET BRD FOR MSP430FR599,7,0,"102.80000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_MSP-TS430DL48.jpg,296-45819-ND,MSP-TS430DL48,Texas Instruments,TARGET BOARD ZIF SKT MSP430,3,5,"102.80000","0","1","-","Active","ZIF Socket","MSP430"
https://ams.com/documents/20143/36005/AS5x47_SB_UG000371_1-00.pdf,//media.digikey.com/Photos/AMS-Taos%20USA%20Photos/AS5X47-TS_EK_SB.JPG,AS5X47-TS_EK_SB-ND,AS5X47-TS_EK_SB,ams,DEV KIT FOR AS5X47,2,0,"110.25000","0","1","-","Active","ZIF Socket","AS5047D, AS5147"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fmsp430l092,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430L092.jpg,296-28270-ND,MSP-TS430L092,Texas Instruments,TARGET BRD ZIF SOCKET MSP430L092,4,26,"121.49000","0","1","-","Active","ZIF Socket","MSP430"
-,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_MSP-TS430RHA40A.jpg,296-28531-ND,MSP-TS430RHA40A,Texas Instruments,TARGET BOARD FOR MSP430FR5XXX,3,51,"121.49000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fmsp430f5212,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430RGC64C.jpg,296-38637-ND,MSP-TS430RGC64C,Texas Instruments,TARGET BOARD 64PIN,0,106,"121.49000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau157,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430RGC64USB.jpg,296-30970-ND,MSP-TS430RGC64USB,Texas Instruments,TARGET BOARD ZIF SKT MSP430,2,56,"121.49000","0","1","-","Active","ZIF Socket","MSP430"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/Photos/Texas%20Instr%20Photos/MSP-TS430RGZ48B.jpg,296-38401-ND,MSP-TS430RGZ48B,Texas Instruments,BOARD TARGET MSP430F434X,2,123,"121.49000","0","1","-","Active","ZIF Socket","MSP430"
https://www.silabs.com/documents/public/user-guides/ClockBuilderPro-Dongle-UG.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SI538X4X-44SKT-DK.JPG,336-3257-ND,SI538X4X-44SKT-DK,Silicon Labs,DEV BOARD FOR CBPROG-DONGLE,2,0,"127.73000","0","1","ClockBuilderPro™","Active","Socket Module - QFN","Si534x, Si538x"
http://www.logicalsys.com/datasht/16c64qd.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA16C64-QD-16.jpg,309-1002-ND,PA16C64-QD-16,Logical Systems Inc.,ADAPTER 44QFP TO 40DIP,2,0,"140.25000","0","1","-","Active","Socket Module - PQFP","PIC16C64A, 65A(B), 67, 662, 74A(B), 774, 77, F874, F877"
http://www.logicalsys.com/datasht/16c64qd.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA16C64-QD-03.JPG,309-1003-ND,PA16C64-QD-03,Logical Systems Inc.,ADAPTER 44-TQFP TO 40-DIP,2,0,"140.25000","0","1","-","Active","Socket Module - TQFP","PIC16C64A, 65A(B), 67, 662, 74A(B), 774, 77, F874, F877"
http://www.logicalsys.com/datasht/17c42-qd.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA17C42-QD-03.jpg,309-1008-ND,PA17C42-QD-03,Logical Systems Inc.,ADAPTER 44-TQFP TO 40-DIP,2,0,"140.25000","0","1","-","Active","Socket Module - TQFP","PIC17C42(A), 43, 44"
http://www.ti.com/lit/pdf/slau278,//media.digikey.com/photos/Texas%20Instr%20Photos/MSP-TS430PEU128.jpg,296-37849-ND,MSP-TS430PEU128,Texas Instruments,TARGET BOARD 128PIN,2,17,"154.72000","0","1","-","Active","ZIF Socket","MSP430"
http://www.logicalsys.com/datasht/44pp.pdf,//media.digikey.com/photos/Logical%20Systems%20Photos/PA44-PZP.jpg,309-1042-ND,PA44-PZP,Logical Systems Inc.,ADAPTER 44-PLCC ZIF TO 44-PLCC,2,0,"187.00000","0","1","-","Active","Socket Module - PLCC","Z86C(E)21, 40, 43, 743, 44, 45, 46, 61"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/MPLAB%20PM3%20Universal%20Device%20Programmer.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164305.JPG,AC164305-ND,AC164305,Microchip Technology,MODULE SKT FOR PM3 44TQFP,5,0,"189.99000","0","1","-","Active","Socket Module - TQFP","MPLAB® PM3"
http://ww1.microchip.com/downloads/en/DeviceDoc/00148M.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164324.JPG,AC164324-ND,AC164324,Microchip Technology,MODULE SKT FOR MPLAB 8DFN/16QFN,4,0,"189.99000","0","1","-","Active","Socket Module - 8DFN/16QFN","MPLAB®"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/MPLAB%20PM3%20Universal%20Device%20Programmer.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/ac164312.JPG,AC164312-ND,AC164312,Microchip Technology,MODULE SKT FOR PM3 16SOIC,2,0,"189.99000","0","1","-","Active","Socket Module - SOIC","MPLAB® PM3"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164339.JPG,AC164339-ND,AC164339,Microchip Technology,MODULE SKT FOR PM3 28SOIC,2,0,"189.99000","0","1","-","Active","Socket Module - SOIC","MPLAB® PM3"
http://ww1.microchip.com/downloads/en/DeviceDoc/00148L1.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164327%20FRONT.JPG,AC164327-ND,AC164327,Microchip Technology,MODULE SKT FOR 64TQFP,3,0,"199.99000","0","1","-","Active","Socket Module - TQFP","MPLAB® PM3"
//media.digikey.com/pdf/Data%20Sheets/Microchip%20PDFs/MPLAB%20PM3%20Universal%20Device%20Programmer.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164308.JPG,AC164308-ND,AC164308,Microchip Technology,MODULE SKT FOR PM3 68PLCC,2,0,"199.99000","0","1","-","Active","Socket Module - PLCC","MPLAB® PM3"
-,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164343.JPG,AC164343-ND,AC164343,Microchip Technology,MODULE SKT MPLAB PM3 64-QFN,2,0,"199.99000","0","1","MPLAB® PM3","Active","Socket Module - QFN","MPLAB® PM3, Promate II™"
//media.digikey.com/pdf/Data%20Sheets/Phyton%20Inc/AE-B24-25XX-3_Web.pdf,//media.digikey.com/Photos/Phyton%20Photos/AE-B24-25XX-3.jpg,AE-B24-25XX-3-ND,AE-B24-25XX-3,Phyton Inc.,ADAPTER DIP-16 TO BGA-24,2,0,"345.00000","0","1","-","Active","Socket Module - BGA","ChipProg-48, ChipProg-481, ChipProg-G41"
http://ww1.microchip.com/downloads/en/DeviceDoc/00148L1.pdf,//media.digikey.com/photos/Microchip%20Tech%20Photos/AC164328%20FRONT.JPG,AC164328-ND,AC164328,Microchip Technology,MODULE SKT FOR 80TQFP,2,0,"199.99000","0","1","-","Active","Socket Module - TQFP","MPLAB® PM3"
