Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Polarization","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3948CT-ND,EEE-1VA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,37746,0,"0.33000","0","1","Cut Tape (CT)","S","Active","10µF","±20%","35V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","22mA @ 120Hz","37.4mA @ 10kHz","-","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3948DKR-ND,EEE-1VA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,37746,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","10µF","±20%","35V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","22mA @ 120Hz","37.4mA @ 10kHz","-","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3895TR-ND,EEE-1EA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,30000,0,"0.06580","0","2000","Tape & Reel (TR)","S","Active","10µF","±20%","25V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","22mA @ 120Hz","37.4mA @ 10kHz","-","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3895CT-ND,EEE-1EA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,32144,0,"0.33000","0","1","Cut Tape (CT)","S","Active","10µF","±20%","25V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","22mA @ 120Hz","37.4mA @ 10kHz","-","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.50H,4.0D,HA%20SERIES%205.5H,4.0D.jpg",PCE3895DKR-ND,EEE-1EA100WR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,32144,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","10µF","±20%","25V","-","1000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","22mA @ 120Hz","37.4mA @ 10kHz","-","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%205.5H,4.0D.jpg",PCE3995TR-ND,EEE-FC1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,278000,0,"0.07300","0","2000","Tape & Reel (TR)","FC","Active","10µF","±20%","16V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","45mA @ 120Hz","60mA @ 100kHz","3 Ohms","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%205.5H,4.0D.jpg",PCE3995CT-ND,EEE-FC1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,279651,0,"0.32000","0","1","Cut Tape (CT)","FC","Active","10µF","±20%","16V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","45mA @ 120Hz","60mA @ 100kHz","3 Ohms","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%205.5H,4.0D.jpg",PCE3995DKR-ND,EEE-FC1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,279651,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","10µF","±20%","16V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","45mA @ 120Hz","60mA @ 100kHz","3 Ohms","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwx.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,WX%20SERIES%206.3,5.4.jpg",493-2105-2-ND,UWX1C101MCL1GB,Nichicon,CAP ALUM 100UF 20% 16V SMD,318000,0,"0.07308","0","1000","Tape & Reel (TR)","UWX","Active","100µF","±20%","16V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","86mA @ 120Hz","129mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwx.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,WX%20SERIES%206.3,5.4.jpg",493-2105-1-ND,UWX1C101MCL1GB,Nichicon,CAP ALUM 100UF 20% 16V SMD,318267,0,"0.29000","0","1","Cut Tape (CT)","UWX","Active","100µF","±20%","16V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","86mA @ 120Hz","129mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-uwx.pdf,"//media.digikey.com/photos/Nichicon%20Photos/WT,WX%20SERIES%206.3,5.4.jpg",493-2105-6-ND,UWX1C101MCL1GB,Nichicon,CAP ALUM 100UF 20% 16V SMD,318267,0,"Digi-Reel","0","1","Digi-Reel®","UWX","Active","100µF","±20%","16V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","-","General Purpose","86mA @ 120Hz","129mA @ 10kHz","-","-","0.248"" Dia (6.30mm)","0.213"" (5.40mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%205.5H,4.0D.jpg",PCE4024TR-ND,EEE-FC1V1R0R,Panasonic Electronic Components,CAP ALUM 1UF 20% 35V SMD,140000,0,"0.07452","0","2000","Tape & Reel (TR)","FC","Active","1µF","±20%","35V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","45mA @ 120Hz","60mA @ 100kHz","3 Ohms","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%205.5H,4.0D.jpg",PCE4024CT-ND,EEE-FC1V1R0R,Panasonic Electronic Components,CAP ALUM 1UF 20% 35V SMD,142104,0,"0.34000","0","1","Cut Tape (CT)","FC","Active","1µF","±20%","35V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","45mA @ 120Hz","60mA @ 100kHz","3 Ohms","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1172.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FC%20SERIES%205.5H,4.0D.jpg",PCE4024DKR-ND,EEE-FC1V1R0R,Panasonic Electronic Components,CAP ALUM 1UF 20% 35V SMD,142104,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","1µF","±20%","35V","-","1000 Hrs @ 105°C","-40°C ~ 105°C","Polar","AEC-Q200","Automotive","45mA @ 120Hz","60mA @ 100kHz","3 Ohms","-","0.157"" Dia (4.00mm)","0.213"" (5.40mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3947TR-ND,EEE-1VA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,115000,0,"0.07455","0","1000","Tape & Reel (TR)","S","Active","10µF","±20%","35V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","30mA @ 120Hz","51mA @ 10kHz","-","-","0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3947CT-ND,EEE-1VA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,115675,0,"0.29000","0","1","Cut Tape (CT)","S","Active","10µF","±20%","35V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","30mA @ 120Hz","51mA @ 10kHz","-","-","0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3947DKR-ND,EEE-1VA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,115675,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","10µF","±20%","35V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","30mA @ 120Hz","51mA @ 10kHz","-","-","0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3894TR-ND,EEE-1EA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,86000,0,"0.07455","0","1000","Tape & Reel (TR)","S","Active","10µF","±20%","25V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","28mA @ 120Hz","47.6mA @ 10kHz","-","-","0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3894CT-ND,EEE-1EA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,86606,0,"0.31000","0","1","Cut Tape (CT)","S","Active","10µF","±20%","25V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","28mA @ 120Hz","47.6mA @ 10kHz","-","-","0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/S_Series,Type_V_Rev2018.pdf","//media.digikey.com/photos/Panasonic%20Photos/VS%20SERIES%206.5H,5.0D,HA%20SERIES%205.5H,5.0D.jpg",PCE3894DKR-ND,EEE-1EA100SR,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,86606,0,"Digi-Reel","0","1","Digi-Reel®","S","Active","10µF","±20%","25V","-","2000 Hrs @ 85°C","-40°C ~ 85°C","Polar","AEC-Q200","Automotive","28mA @ 120Hz","47.6mA @ 10kHz","-","-","0.197"" Dia (5.00mm)","0.213"" (5.40mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C100R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3782TR-ND,EEE-FK1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,232000,0,"0.07524","0","2000","Tape & Reel (TR)","FK","Active","10µF","±20%","16V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","67.5mA @ 120Hz","90mA @ 100kHz","1.35 Ohms","-","0.157"" Dia (4.00mm)","0.240"" (6.10mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C100R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3782CT-ND,EEE-FK1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,234254,0,"0.36000","0","1","Cut Tape (CT)","FK","Active","10µF","±20%","16V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","67.5mA @ 120Hz","90mA @ 100kHz","1.35 Ohms","-","0.157"" Dia (4.00mm)","0.240"" (6.10mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1C100R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3782DKR-ND,EEE-FK1C100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 16V SMD,234254,0,"Digi-Reel","0","1","Digi-Reel®","FK","Active","10µF","±20%","16V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","67.5mA @ 120Hz","90mA @ 100kHz","1.35 Ohms","-","0.157"" Dia (4.00mm)","0.240"" (6.10mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1181.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3795TR-ND,EEE-FK1E100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,222000,0,"0.07524","0","2000","Tape & Reel (TR)","FK","Active","10µF","±20%","25V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","67.5mA @ 120Hz","90mA @ 100kHz","1.35 Ohms","-","0.157"" Dia (4.00mm)","0.240"" (6.10mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1181.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3795CT-ND,EEE-FK1E100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,223772,0,"0.36000","0","1","Cut Tape (CT)","FK","Active","10µF","±20%","25V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","67.5mA @ 120Hz","90mA @ 100kHz","1.35 Ohms","-","0.157"" Dia (4.00mm)","0.240"" (6.10mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDE0000/ABA0000C1181.pdf,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3795DKR-ND,EEE-FK1E100R,Panasonic Electronic Components,CAP ALUM 10UF 20% 25V SMD,223772,0,"Digi-Reel","0","1","Digi-Reel®","FK","Active","10µF","±20%","25V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","67.5mA @ 120Hz","90mA @ 100kHz","1.35 Ohms","-","0.157"" Dia (4.00mm)","0.240"" (6.10mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0120+EEEFK1V100UR+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/FK%20SERIES%206.0H,4.0D.jpg",PCE3834TR-ND,EEE-FK1V100UR,Panasonic Electronic Components,CAP ALUM 10UF 20% 35V SMD,98000,0,"0.07524","0","2000","Tape & Reel (TR)","FK","Active","10µF","±20%","35V","-","2000 Hrs @ 105°C","-55°C ~ 105°C","Polar","AEC-Q200","Automotive","67.5mA @ 120Hz","90mA @ 100kHz","1.35 Ohms","-","0.157"" Dia (4.00mm)","0.240"" (6.10mm)","0.169"" L x 0.169"" W (4.30mm x 4.30mm)","Surface Mount","Radial, Can - SMD"
