Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Threaded/Unthreaded","Gender","Screw, Thread Size","Diameter - Inside","Diameter - Outside","Between Board Height","Length - Overall","Features","Material","Plating","Color"
https://cadlinks.rafhdwe.com/dk2d/2100-632-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2100-632-AL-x.JPG,1772-1229-ND,2100-632-AL,RAF Electronic Hardware,HEX STANDOFF #6-32 ALUMINUM 1/4"",1718,12670,"0.25000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Aluminum","-","-"
http://www.keyelco.com/product-pdf.cfm?p=4784,//media.digikey.com/photos/Keystone%20Elect%20Photos/879.jpg,36-879-ND,879,Keystone Electronics,ROUND SPACER #4 NYLON 5/8"",1638,1500,"0.25000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#4","0.120"" (3.05mm)","0.250"" (6.35mm) 1/4""","0.625"" (15.88mm) 5/8""","0.625"" (15.88mm) 5/8""","-","Nylon","-","Natural"
https://cadlinks.rafhdwe.com/dk2d/2102-440-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2102-440-AL-7.JPG,1772-2042-ND,2102-440-AL-7,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 3/8"",7166,0,"0.26000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.375"" (9.53mm) 3/8""","0.375"" (9.53mm) 3/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4784,//media.digikey.com/photos/Keystone%20Elect%20Photos/880.jpg,36-880-ND,880,Keystone Electronics,ROUND SPACER #4 NYLON 3/4"",3171,2000,"0.26000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#4","0.120"" (3.05mm)","0.250"" (6.35mm) 1/4""","0.750"" (19.05mm) 3/4""","0.750"" (19.05mm) 3/4""","-","Nylon","-","Natural"
https://cadlinks.rafhdwe.com/dk2d/2104-632-al/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/2104-632-AL.JPG,1772-1401-ND,2104-632-AL,RAF Electronic Hardware,HEX STANDOFF #6-32 ALUMINUM 1/2"",1599,50353,"0.26000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","-","-"
http://www.keyelco.com/product-pdf.cfm?p=4750,//media.digikey.com/Photos/Keystone%20Elect%20Photos/792.jpg,36-792-ND,792,Keystone Electronics,ROUND SPACER #10 NYLON 1/2"",3780,7100,"0.26000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#10","0.196"" (4.98mm)","0.313"" (7.95mm) 5/16""","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Nylon","-","Natural"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0916_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6516C.JPG,AE10867-ND,V6516C,Assmann WSW Components,HEX STNDFF M2.5X0.45 BRASS 10MM,17745,0,"0.27000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","M2.5x0.45","-","0.217"" (5.50mm) Hex","0.394"" (10.00mm)","0.394"" (10.00mm)","-","Brass","-","-"
http://www.keyelco.com/product-pdf.cfm?p=5159,//media.digikey.com/photos/Keystone%20Elect%20Photos/2036.jpg,36-2036-ND,2036,Keystone Electronics,ROUND SPACER #4 ALUMINUM 1/8"",14802,0,"0.27000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#4","0.120"" (3.05mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8""","0.125"" (3.18mm) 1/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=5174,//media.digikey.com/photos/Keystone%20Elect%20Photos/3403.jpg,36-3403-ND,3403,Keystone Electronics,ROUND SPACER #6 ALUMINUM 1/8"",13325,38100,"0.27000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#6","0.144"" (3.66mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8""","0.125"" (3.18mm) 1/8""","-","Aluminum","Iridite","-"
http://www.essentracomponents.com.sg/images-line/pdfs/R900.pdf,//media.digikey.com/Photos/Richco%20Photos/R906-2.jpg,RP786-ND,R906-2,Essentra Components,ROUND SPACER NYLON 1/8"",9928,0,"0.27000","0","1","R900","Active","Round Spacer","Unthreaded","Female, Female","-","0.085"" (2.16mm)","0.148"" (3.76mm)","0.125"" (3.18mm) 1/8""","0.125"" (3.18mm) 1/8""","-","Nylon","-","White"
http://www.keyelco.com/product-pdf.cfm?p=5050,//media.digikey.com/photos/Keystone%20Elect%20Photos/4258.JPG,36-4258-ND,4258,Keystone Electronics,ROUND SPACER #8 ALUMINUM 1/8"",6681,4800,"0.27000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#8","0.170"" (4.32mm)","0.250"" (6.35mm) 1/4""","0.125"" (3.18mm) 1/8""","0.125"" (3.18mm) 1/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=4805,//media.digikey.com/photos/Keystone%20Elect%20Photos/890.jpg,36-890-ND,890,Keystone Electronics,ROUND SPACER #6 NYLON 1"",13420,28300,"0.28000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#6","0.144"" (3.66mm)","0.250"" (6.35mm) 1/4""","1.000"" (25.40mm) 1""","1.000"" (25.40mm) 1""","-","Nylon","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4821,//media.digikey.com/photos/Keystone%20Elect%20Photos/898.jpg,36-898-ND,898,Keystone Electronics,ROUND SPACER #8 NYLON 1"",3439,7600,"0.28000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#8","0.170"" (4.32mm)","0.250"" (6.35mm) 1/4""","1.000"" (25.40mm) 1""","1.000"" (25.40mm) 1""","-","Nylon","-","Natural"
https://cadlinks.rafhdwe.com/dk2d/2104-632-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2104-632-AL-7.jpg,1772-1940-ND,2104-632-AL-7,RAF Electronic Hardware,HEX STANDOFF #6-32 ALUMINUM 1/2"",3361,0,"0.28000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","Iridite","-"
//media.digikey.com/pdf/Data%20Sheets/Harwin%20PDFs/Clearance_Spacers.pdf,//media.digikey.com/Photos/Harwin/R30-9400500.jpg,952-3017-ND,R30-9400500,Harwin Inc.,HEX SPACER M3 PLASTIC 5MM,2727,0,"0.28000","0","1","R30-940","Active","Hex Spacer","Unthreaded","Female, Female","M3","0.116"" (2.95mm)","0.250"" (6.35mm) 1/4"" Hex","0.197"" (5.00mm)","0.197"" (5.00mm)","-","Plastic","-","Natural"
http://www.keyelco.com/product-pdf.cfm?p=4784,//media.digikey.com/photos/Keystone%20Elect%20Photos/882.jpg,36-882-ND,882,Keystone Electronics,ROUND SPACER #4 NYLON 1"",2126,1600,"0.28000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#4","0.120"" (3.05mm)","0.250"" (6.35mm) 1/4""","1.000"" (25.40mm) 1""","1.000"" (25.40mm) 1""","-","Nylon","-","Natural"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0493_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6622A.JPG,AE10795-ND,V6622A,Assmann WSW Components,HEX STANDOFF M2.5X0.45 BRASS 5MM,28371,0,"0.29000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","M2.5x0.45","-","0.217"" (5.50mm) Hex","0.197"" (5.00mm)","0.433"" (11.00mm)","-","Brass","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0916_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6516D.JPG,AE10866-ND,V6516D,Assmann WSW Components,HEX STNDFF M2.5X0.45 BRASS 12MM,4790,0,"0.29000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","M2.5x0.45","-","0.217"" (5.50mm) Hex","0.472"" (12.00mm)","0.472"" (12.00mm)","-","Brass","-","-"
https://cdn.harwin.com/pdfs/R40-671.pdf,//media.digikey.com/Photos/Harwin/R40-6710594.jpg,952-2194-ND,R40-6710594,Harwin Inc.,ROUND SPACER M4 NYLON 5MM,1729,0,"0.29000","0","1","R40-671","Active","Round Spacer","Unthreaded","Female, Female","M4","0.165"" (4.20mm)","0.248"" (6.30mm)","0.197"" (5.00mm)","0.197"" (5.00mm)","-","Nylon","-","White"
https://katalog.we-online.de/em/datasheet/971xx0xx1.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SSTIE.jpg,732-10381-ND,971050321,Wurth Electronics Inc.,HEX STANDOFF M3X0.5 STEEL 5MM,8592,0,"0.30000","0","1","WA-SSTIE","Active","Hex Standoff","Threaded","Male, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.197"" (5.00mm)","0.433"" (11.00mm)","-","Steel","Zinc","-"
//media.digikey.com/pdf/Data%20Sheets/Harwin%20PDFs/Clearance_Spacers.pdf,//media.digikey.com/Photos/Harwin/R30-9401000.jpg,952-3019-ND,R30-9401000,Harwin Inc.,HEX SPACER M3 PLASTIC 10MM,4421,0,"0.30000","0","1","R30-940","Active","Hex Spacer","Unthreaded","Female, Female","M3","0.116"" (2.95mm)","0.250"" (6.35mm) 1/4"" Hex","0.394"" (10.00mm)","0.394"" (10.00mm)","-","Plastic","-","Natural"
https://cadlinks.rafhdwe.com/dk2d/4530-440-al/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/4530-440-AL.JPG,1772-1005-ND,4530-440-AL,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 1/4"",3889,16953,"0.30000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.438"" (11.13mm) 7/16""","-","Aluminum","-","-"
https://cadlinks.rafhdwe.com/dk2d/2104-440-al/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/2105-440-AL.jpg,1772-1579-ND,2104-440-AL,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 1/2"",2922,28538,"0.30000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","-","-"
https://cadlinks.rafhdwe.com/dk2d/2057-440-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2057-440-AL.JPG,1772-1545-ND,2057-440-AL,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 1/2"",2503,27760,"0.30000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.188"" (4.78mm) 3/16"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","-","-"
http://www.keyelco.com/product-pdf.cfm?p=5171,//media.digikey.com/photos/Keystone%20Elect%20Photos/3464.jpg,36-3464-ND,3464,Keystone Electronics,ROUND SPACER #6 ALUMINUM 1/4"",27888,35600,"0.31000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#6","0.144"" (3.66mm)","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Aluminum","Iridite","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0493_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6622B.jpg,AE10794-ND,V6622B,Assmann WSW Components,HEX STANDOFF M2.5X0.45 BRASS 8MM,12917,0,"0.31000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","M2.5x0.45","-","0.217"" (5.50mm) Hex","0.315"" (8.00mm)","0.551"" (14.00mm)","-","Brass","-","-"
http://www.keyelco.com/product-pdf.cfm?p=5057,//media.digikey.com/photos/Keystone%20Elect%20Photos/3471.jpg,36-3471-ND,3471,Keystone Electronics,ROUND SPACER #8 ALUMINUM 1/4"",9790,5500,"0.31000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#8","0.170"" (4.32mm)","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=5156,//media.digikey.com/photos/Keystone%20Elect%20Photos/3457.jpg,36-3457-ND,3457,Keystone Electronics,ROUND SPACER #4 ALUMINUM 1/4"",6359,11900,"0.31000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#4","0.120"" (3.05mm)","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Aluminum","Iridite","-"
https://cadlinks.rafhdwe.com/dk2d/4530-632-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4530-632-AL.JPG,1772-1589-ND,4530-632-AL,RAF Electronic Hardware,HEX STANDOFF #6-32 ALUMINUM 1/4"",3422,18785,"0.31000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.500"" (12.70mm) 1/2""","-","Aluminum","-","-"
https://cadlinks.rafhdwe.com/dk2d/2053-440-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2053-440-AL-7.jpg,1772-1983-ND,2053-440-AL-7,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 1/4"",1809,0,"0.31000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.188"" (4.78mm) 3/16"" Hex","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Aluminum","Iridite","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0916_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6516E.JPG,AE10865-ND,V6516E,Assmann WSW Components,HEX STNDFF M2.5X0.45 BRASS 15MM,11362,0,"0.32000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","M2.5x0.45","-","0.217"" (5.50mm) Hex","0.591"" (15.00mm)","0.591"" (15.00mm)","-","Brass","-","-"
https://cadlinks.rafhdwe.com/dk2d/2057-440-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2104-632-AL-7.jpg,1772-1993-ND,2057-440-AL-7,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 1/2"",9662,0,"0.32000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.188"" (4.78mm) 3/16"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","Iridite","-"
https://cadlinks.rafhdwe.com/dk2d/2055-440-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2055-440-AL-7.JPG,1772-1992-ND,2055-440-AL-7,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 3/8"",2828,0,"0.32000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.188"" (4.78mm) 3/16"" Hex","0.375"" (9.53mm) 3/8""","0.375"" (9.53mm) 3/8""","-","Aluminum","Iridite","-"
https://katalog.we-online.de/em/datasheet/970xxxxx1_overview.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SSTII-Series-11-24.jpg,732-10550-ND,970110321,Wurth Electronics Inc.,HEX SPACER M3X0.5 STEEL 11MM,2600,0,"0.32000","0","1","WA-SSTII","Active","Hex Spacer","Threaded","Female, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.433"" (11.00mm)","0.433"" (11.00mm)","-","Steel","Zinc","-"
https://cadlinks.rafhdwe.com/dk2d/4530-440-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/4530-632-AL.JPG,1772-2000-ND,4530-440-AL-7,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 1/4"",9501,0,"0.33000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.438"" (11.13mm) 7/16""","-","Aluminum","Iridite","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0493_HS.pdf,//media.digikey.com/photos/Assmann%20Photos/V6622C.JPG,AE10793-ND,V6622C,Assmann WSW Components,HEX STNDFF M2.5X0.45 BRASS 10MM,7060,0,"0.33000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","M2.5x0.45","-","0.217"" (5.50mm) Hex","0.394"" (10.00mm)","0.630"" (16.00mm)","-","Brass","-","-"
https://cadlinks.rafhdwe.com/dk2d/4530-632-al/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/4530-632-AL-7.JPG,1772-2004-ND,4530-632-AL-7,RAF Electronic Hardware,HEX STANDOFF #6-32 ALUMINUM 1/4"",7347,0,"0.33000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#6-32","-","0.250"" (6.35mm) 1/4"" Hex","0.250"" (6.35mm) 1/4""","0.500"" (12.70mm) 1/2""","-","Aluminum","Iridite","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0912_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6621A.JPG,AE10788-ND,V6621A,Assmann WSW Components,HEX STANDOFF M3X0.5 BRASS 5MM,5045,0,"0.33000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.197"" (5.00mm)","0.512"" (13.00mm)","-","Brass","-","-"
https://cadlinks.rafhdwe.com/dk2d/2104-440-al/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/2104-632-AL-7.jpg,1772-1999-ND,2104-440-AL-7,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 1/2"",4994,0,"0.33000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.500"" (12.70mm) 1/2""","0.500"" (12.70mm) 1/2""","-","Aluminum","Iridite","-"
https://katalog.we-online.de/em/datasheet/971xx0xx1.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SSTIE.jpg,732-10390-ND,971080321,Wurth Electronics Inc.,HEX STANDOFF M3X0.5 STEEL 8MM,4442,0,"0.33000","0","1","WA-SSTIE","Active","Hex Standoff","Threaded","Male, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.315"" (8.00mm)","0.551"" (14.00mm)","-","Steel","Zinc","-"
https://katalog.we-online.de/em/datasheet/971xx0xx1.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SSTIE.jpg,732-10384-ND,971060321,Wurth Electronics Inc.,HEX STANDOFF M3X0.5 STEEL 6MM,4107,0,"0.33000","0","1","WA-SSTIE","Active","Hex Standoff","Threaded","Male, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.236"" (6.00mm)","0.472"" (12.00mm)","-","Steel","Zinc","-"
https://cdn.harwin.com/pdfs/R30-620.pdf,//media.digikey.com/Photos/Harwin/R30-6200314.JPG,952-2365-ND,R30-6200314,Harwin Inc.,ROUND SPACER M3 ALUMINUM 3MM,2754,0,"0.35000","0","1","R30-620","Active","Round Spacer","Unthreaded","Female, Female","M3","0.126"" (3.20mm)","0.197"" (5.00mm)","0.118"" (3.00mm)","0.118"" (3.00mm)","-","Aluminum","Gold Chromate","-"
https://cdn.harwin.com/pdfs/R30-620.pdf,//media.digikey.com/Photos/Harwin/R30-6200514.jpg,952-3014-ND,R30-6200514,Harwin Inc.,ROUND SPACER M3 ALUMINUM 5MM,4429,0,"0.35000","0","1","R30-620","Active","Round Spacer","Unthreaded","Female, Female","M3","0.126"" (3.20mm)","0.197"" (5.00mm)","0.197"" (5.00mm)","0.197"" (5.00mm)","-","Aluminum","Gold Chromate","-"
https://cdn.harwin.com/pdfs/R30-620.pdf,//media.digikey.com/photos/Harwin/R30-6200614.JPG,952-2007-ND,R30-6200614,Harwin Inc.,ROUND SPACER M3 ALUMINUM 6MM,2790,0,"0.35000","0","1","R30-620","Active","Round Spacer","Unthreaded","Female, Female","M3","0.126"" (3.20mm)","0.197"" (5.00mm)","0.236"" (6.00mm)","0.236"" (6.00mm)","-","Aluminum","Gold Chromate","-"
https://katalog.we-online.de/em/datasheet/970xxxxx1_overview.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SSTII-Series-11-24.jpg,732-10568-ND,970150321,Wurth Electronics Inc.,HEX SPACER M3X0.5 STEEL 15MM,2354,0,"0.35000","0","1","WA-SSTII","Active","Hex Spacer","Threaded","Female, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.591"" (15.00mm)","0.591"" (15.00mm)","-","Steel","Zinc","-"
https://cdn.harwin.com/pdfs/R30-620.pdf,//media.digikey.com/Photos/Harwin/R30-6200414.jpg,952-2006-ND,R30-6200414,Harwin Inc.,ROUND SPACER M3 ALUMINUM 4MM,1275,0,"0.35000","0","1","R30-620","Active","Round Spacer","Unthreaded","Female, Female","M3","0.126"" (3.20mm)","0.197"" (5.00mm)","0.157"" (4.00mm)","0.157"" (4.00mm)","-","Aluminum","Gold Chromate","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0912_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6621B.JPG,AE10787-ND,V6621B,Assmann WSW Components,HEX STANDOFF M3X0.5 BRASS 8MM,7494,0,"0.36000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.315"" (8.00mm)","0.630"" (16.00mm)","-","Brass","-","-"
https://katalog.we-online.de/em/datasheet/971xx0xx1.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SSTIE.jpg,732-10401-ND,971100471,Wurth Electronics Inc.,HEX STANDOFF M4X0.7 STEEL 10MM,3870,0,"0.36000","0","1","WA-SSTIE","Active","Hex Standoff","Threaded","Male, Female","M4x0.7","-","0.276"" (7.01mm) Hex","0.394"" (10.00mm)","0.709"" (18.00mm)","-","Steel","Zinc","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0916_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6516G.JPG,AE10863-ND,V6516G,Assmann WSW Components,HEX STNDFF M2.5X0.45 BRASS 20MM,3736,0,"0.36000","0","1","-","Active","Hex Standoff","Threaded","Female, Female","M2.5x0.45","-","0.217"" (5.50mm) Hex","0.787"" (20.00mm)","0.787"" (20.00mm)","-","Brass","-","-"
https://cadlinks.rafhdwe.com/dk2d/4532-440-al/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/4532-440-AL.JPG,1772-1214-ND,4532-440-AL,RAF Electronic Hardware,HEX STANDOFF #4-40 ALUMINUM 3/8"",2922,10407,"0.36000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","#4-40","-","0.250"" (6.35mm) 1/4"" Hex","0.375"" (9.53mm) 3/8""","0.563"" (14.30mm) 9/16""","-","Aluminum","-","-"
https://katalog.we-online.de/em/datasheet/971xx0xx1.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SSTIE.jpg,732-10436-ND,971200321,Wurth Electronics Inc.,HEX STANDOFF M3X0.5 STEEL 20MM,2676,0,"0.36000","0","1","WA-SSTIE","Active","Hex Standoff","Threaded","Male, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.787"" (20.00mm)","1.024"" (26.00mm)","-","Steel","Zinc","-"
https://katalog.we-online.de/em/datasheet/971xx0xx1.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SSTIE.jpg,732-10415-ND,971150321,Wurth Electronics Inc.,HEX STANDOFF M3X0.5 STEEL 15MM,1777,0,"0.36000","0","1","WA-SSTIE","Active","Hex Standoff","Threaded","Male, Female","M3x0.5","-","0.217"" (5.50mm) Hex","0.591"" (15.00mm)","0.827"" (21.00mm)","-","Steel","Zinc","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0493_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V6622E.JPG,AE10792-ND,V6622E,Assmann WSW Components,HEX STNDFF M2.5X0.45 BRASS 15MM,26856,0,"0.37000","0","1","-","Active","Hex Standoff","Threaded","Male, Female","M2.5x0.45","-","0.217"" (5.50mm) Hex","0.591"" (15.00mm)","0.827"" (21.00mm)","-","Brass","-","-"
https://katalog.we-online.de/em/datasheet/970060354.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/970060354.jpg,732-12830-ND,970060354,Wurth Electronics Inc.,BRASS SPACER STUD METRIC THREAD,6778,0,"0.37000","0","1","WA-SBRII","Active","Hex Spacer","Threaded","Female, Female","M3","-","0.197"" (5.00mm) Hex","0.236"" (6.00mm)","0.236"" (6.00mm)","-","Brass","-","-"
http://www.keyelco.com/product-pdf.cfm?p=5171,//media.digikey.com/photos/Keystone%20Elect%20Photos/3465.jpg,36-3465-ND,3465,Keystone Electronics,ROUND SPACER #6 ALUMINUM 3/8"",5782,10000,"0.37000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#6","0.144"" (3.66mm)","0.250"" (6.35mm) 1/4""","0.375"" (9.53mm) 3/8""","0.375"" (9.53mm) 3/8""","-","Aluminum","Iridite","-"
http://www.keyelco.com/product-pdf.cfm?p=5156,//media.digikey.com/photos/Keystone%20Elect%20Photos/3458.jpg,36-3458-ND,3458,Keystone Electronics,ROUND SPACER #4 ALUMINUM 3/8"",5115,1700,"0.37000","0","1","-","Active","Round Spacer","Unthreaded","Female, Female","#4","0.120"" (3.05mm)","0.250"" (6.35mm) 1/4""","0.375"" (9.53mm) 3/8""","0.375"" (9.53mm) 3/8""","-","Aluminum","Iridite","-"
https://katalog.we-online.de/em/datasheet/970050154.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/970050154.jpg,732-12788-ND,970050154,Wurth Electronics Inc.,BRASS SPACER STUD METRIC THREAD,4441,0,"0.37000","0","1","WA-SBRII","Active","Hex Spacer","Threaded","Female, Female","M2.5","-","0.197"" (5.00mm) Hex","0.197"" (5.00mm)","0.197"" (5.00mm)","-","Brass","Nickel","Silver"
http://www.keyelco.com/product-pdf.cfm?p=4295,//media.digikey.com/photos/Keystone%20Elect%20Photos/3478.jpg,36-3478-ND,3478,Keystone Electronics,ROUND STANDOFF #4-40 ALUM 1/4"",3372,2100,"0.37000","0","1","-","Active","Round Standoff","Threaded","Female, Female","#4-40","-","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","-","Aluminum","Iridite","-"
https://cdn.harwin.com/pdfs/R44-100.pdf,//media.digikey.com/Photos/Harwin/R44-1000602.JPG,952-1962-ND,R44-1000602,Harwin Inc.,HEX STANDOFF #4-40 BRASS 6MM,3213,0,"0.37000","0","1","R44-100","Active","Hex Standoff","Threaded","Female, Female","#4-40","-","0.217"" (5.50mm) Hex","0.236"" (6.00mm)","0.236"" (6.00mm)","-","Brass","Nickel","-"
