Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Usage","Material","Color","Features","Length","Width","Height","Diameter - Outside","Diameter - Inside"
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/TO-8-060.jpg,492-1807-ND,TO-8-060,Bivar Inc.,SPACER TUBULAR GEN PURP 0.060"",1262,0,"0.27000","0","1","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.060"" (1.52mm)","-","0.060"" (1.52mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm) 1/16"""
https://www.bivar.com/Files/Datasheets/TO-XXX-XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/TO-10-050.JPG,492-1806-ND,TO-10-050,Bivar Inc.,SPACER TUBULAR GEN PURP 0.050"",10692,0,"0.28000","0","1","DISS-O-PADs®","Active","Spacer","Tubular","General Purpose - Axial, Radial","-","Natural","Wash Away","0.050"" (1.27mm)","-","0.050"" (1.28mm)","0.085"" (2.16mm)","0.040"" (1.02mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1393564-7&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1393564-6.JPG,A104868-ND,1393564-6,TE Connectivity AMP Connectors,MOUNT RECTANGULAR GEN PURP,5144,0,"0.28000","0","1","-","Active","Mount","Rectangular","General Purpose - Axial, Radial","Polycarbonate","-","-","-","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC1490-ND,CSR8-224-01,Essentra Components,SPACER TUBULAR GEN PURP 0.224"",3305,0,"0.42000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.224"" (5.70mm)","-","0.224"" (5.70mm)","0.436"" (11.07mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/photos/Richco%20Photos/CSR8-591-01.JPG,RPC2176-ND,CSR8-591-01,Essentra Components,SPACER TUBULAR GEN PURP 0.591"",14592,0,"0.44000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.591"" (15.01mm)","-","0.591"" (15.00mm)","0.436"" (11.07mm)","-"
https://www.bivar.com/Files/Datasheets/330-XXX%20(CM).pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/330-072.jpg,492-1816-ND,330-072,Bivar Inc.,MOUNT RECT CAPACITORS 0.071"",5372,0,"0.50000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.290"" (7.37mm)","0.090"" (2.30mm)","0.071"" (1.80mm)","-","-"
https://www.bivar.com/Files/Datasheets/300-XXX-XXX%20(CM).pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/306-400.JPG,492-1852-ND,306-400,Bivar Inc.,MOUNT RECT CAPACITORS 0.045"",6592,0,"0.52000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.490"" (12.45mm)","0.090"" (2.30mm)","0.045"" (1.15mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/PERM-O-PADS(5mm).pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/104-020.JPG,492-1849-ND,104-020,Bivar Inc.,MOUNT CIRCULAR TO18 0.020"",4620,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-18","Nylon","Natural","-","-","-","0.020"" (0.51mm)","0.200"" (5.08mm)","-"
https://www.bivar.com/Files/Datasheets/102-XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/102-200.jpg,492-1702-ND,102-200,Bivar Inc.,MOUNT CIRCULAR TO18 0.200"",3476,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-18","Nylon","White","-","-","-","0.200"" (5.08mm)","0.245"" (6.22mm)","-"
https://www.bivar.com/Files/Datasheets/300-XXX-XXX%20(CM).pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/302-200.jpg,492-1488-ND,302-200,Bivar Inc.,MOUNT RECT CAPACITORS 0.043"",2113,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.290"" (7.37mm)","0.045"" (1.15mm)","0.043"" (1.09mm)","-","-"
https://www.bivar.com/Files/Datasheets/300-XXX-XXX%20(CM).pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/303-250.JPG,492-1711-ND,303-250,Bivar Inc.,MOUNT RECT CAPACITORS 0.250"",1670,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.340"" (8.64mm)","0.090"" (2.30mm)","0.250"" (6.35mm) 1/4""","-","-"
https://www.bivar.com/Files/Datasheets/300-XXX-XXX%20(CM).pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/301-150.jpg,492-1709-ND,301-150,Bivar Inc.,MOUNT RECT CAPACITORS 0.150"",1365,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.270"" (6.86mm)","0.125"" (3.18mm) 1/8”","0.150"" (3.81mm)","-","-"
https://www.bivar.com/Files/Datasheets/514-XXX.pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/514-050.JPG,492-1740-ND,514-050,Bivar Inc.,MOUNT CIRCULAR TO5 0.050"",1053,0,"0.53000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-5","Nylon","White","-","-","-","0.050"" (1.28mm)","0.365"" (9.27mm)","-"
https://www.bivar.com/Files/Datasheets/423-424-425-XXX.pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/423-150.JPG,492-1719-ND,423-150,Bivar Inc.,MOUNT RECT TO202/220 0.150"",1876,0,"0.54000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","TO-202, TO-220","Nylon","Black","-","0.425"" (10.80mm)","0.220"" (5.59mm)","0.150"" (3.81mm)","-","-"
https://www.bivar.com/Files/Datasheets/423-424-425-XXX.pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/423-125.JPG,492-1718-ND,423-125,Bivar Inc.,MOUNT RECT TO202/220 0.125"",1411,0,"0.54000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","TO-202, TO-220","Nylon","Black","-","0.425"" (10.80mm)","0.220"" (5.59mm)","0.125"" (3.18mm) 1/8""","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CER-X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23191.jpg,RPC2173-ND,CER-3,Essentra Components,SPACER TUBULAR GEN PURP,3255,0,"0.69000","0","1","-","Active","Spacer","Tubular","General Purpose - Axial, Radial","Ceramic","Natural","-","0.393"" (10.00mm)","-","-","0.177"" (4.50mm)","0.063"" (1.60mm)"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_0925_HS.pdf,//media.digikey.com/Photos/Assmann%20Photos/V4718.jpg,AE10874-ND,V4718,Assmann WSW Components,SPACER CIRCULAR GEN PURP 3.5MM,1463,0,"0.10000","0","1","-","Active","Spacer","Circular","General Purpose - Axial, Radial","Polypropylene","-","-","-","-","0.138"" (3.50mm)","0.216"" (5.49mm)","0.098"" (2.49mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC1489-ND,CSR4-591-01,Essentra Components,SPACER TUBULAR GEN PURP 0.591"",3914,0,"0.44000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.591"" (15.01mm)","-","0.591"" (15.00mm)","0.295"" (7.49mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC2175-ND,CSR6-787-01,Essentra Components,SPACER TUBULAR GEN PURP 0.787"",3758,0,"0.45000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.787"" (20.00mm)","-","0.787"" (20.00mm)","0.394"" (10.01mm)","-"
https://www.bivar.com/Files/Datasheets/109-045.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/109-045.JPG,492-1483-ND,109-045,Bivar Inc.,MOUNT CIRCULAR TO18 0.045"",12950,0,"0.18000","0","1","PERM-O-PADS®","Active","Mount","Circular","TO-18","Nylon","White","-","-","-","0.045"" (1.15mm)","0.200"" (5.08mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HTRTC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_HTRTC-1.jpg,RPC4152-ND,HTRTC-1,Essentra Components,INSULATOR RECT TO220 0.213"",1469,0,"0.18000","0","1","-","Active","Insulator","Rectangular","TO-220","Polybutylene Terephthalate (PBT), Glass Filled","White","-","0.630"" (16.00mm)","0.512"" (13.00mm)","0.213"" (5.40mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bivar%20Inc%20PDFs/814-XXX_Dwg.pdf,//media.digikey.com/photos/Bivar%20Inc%20Photos/814-030.JPG,492-2488-ND,814-030,Bivar Inc.,MOUNT RECT IC 14DIP 0.030"",2914,0,"0.28000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Integrated Circuits, 14-DIP","Nylon","Natural","-","0.750"" (19.05mm) 3/4""","0.450"" (11.43mm)","0.030"" (0.76mm)","-","-"
https://www.bivar.com/Files/Datasheets/300-XXX-XXX%20(CM).pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/304-300.jpg,492-2278-ND,304-300,Bivar Inc.,MOUNT RECT CAPACITORS 0.045"",4016,0,"0.33000","0","1","PERM-O-PADS®","Active","Mount","Rectangular","Capacitors","Nylon","Natural","-","0.390"" (9.91mm)","0.090"" (2.30mm)","0.045"" (1.15mm)","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MNI.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MNI-6-32.jpg,RPC4363-ND,MNI-6-32,Essentra Components,INSULATOR #6 X .5"",2821,0,"0.37000","0","1","MNI","Active","Insulator","Circular","-","Nylon","Natural","-","-","-","0.047"" (1.19mm) Flange, 0.500"" (12.70mm) Body","0.290"" (7.37mm) Flange, 0.170"" (4.32mm) Tube","0.140"" (3.56mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3684-ND,CSR4-224-01,Essentra Components,SPACER TUBULAR GEN PURP 0.224"",2906,0,"0.42000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.224"" (5.70mm)","-","0.224"" (5.70mm)","0.295"" (7.49mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3685-ND,CSR4-295-01,Essentra Components,SPACER TUBULAR GEN PURP 0.295"",2900,0,"0.42000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.295"" (7.49mm)","-","0.295"" (7.49mm)","0.295"" (7.49mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3687-ND,CSR6-224-01,Essentra Components,SPACER TUBULAR GEN PURP 0.224"",2840,0,"0.42000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.224"" (5.70mm)","-","0.224"" (5.70mm)","0.394"" (10.01mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3688-ND,CSR6-295-01,Essentra Components,SPACER TUBULAR GEN PURP 0.295"",2830,0,"0.42000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.295"" (7.49mm)","-","0.295"" (7.49mm)","0.394"" (10.01mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3033-ND,CSR8-295-01,Essentra Components,SPACER TUBULAR GEN PURP 0.295"",1899,0,"0.42000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.295"" (7.49mm)","-","0.295"" (7.49mm)","0.436"" (11.07mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CER-X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_CER-7.jpg,RPC3628-ND,CER-7,Essentra Components,SPACER TUBULAR GEN PURP,4870,0,"0.43000","0","1","-","Active","Spacer","Tubular","General Purpose - Axial, Radial","Ceramic","Natural","-","0.197"" (5.00mm)","-","-","0.197"" (5.00mm)","0.098"" (2.49mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3689-ND,CSR6-394-01,Essentra Components,SPACER TUBULAR GEN PURP 0.394"",2990,0,"0.43000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.393"" (10.00mm)","-","0.394"" (10.00mm)","0.394"" (10.01mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CSP-CSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22686.jpg,RPC3686-ND,CSR4-394-01,Essentra Components,SPACER TUBULAR GEN PURP 0.394"",2945,0,"0.43000","0","1","CSR","Active","Spacer","Tubular","General Purpose","Nylon","Natural","-","0.393"" (10.00mm)","-","0.394"" (10.00mm)","0.295"" (7.49mm)","-"
