Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Screw Head Type","Drive Type","Features","Thread Size","Head Diameter","Head Height","Length - Below Head","Length - Overall","Material","Plating"
http://www.fasnetdirect.com/refguide/MetD7985a.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/MPMS%20006%200025%20PH.JPG,H760-ND,MPMS 006 0025 PH,B&F Fastener Supply,MACH SCREW PAN HEAD PHILLIPS M6,1090,0,"0.31500","0","10","-","Active","Machine Screw","Pan Head","Phillips","-","M6","0.464"" (11.79mm)","0.180"" (4.57mm)","0.984"" (25.00mm)","1.164"" (29.57mm)","-","Zinc"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HMSSS-632-0050.jpg,H145-ND,HMSSS 632 0050,B&F Fastener Supply,MACH SCREW HEX #6-32,1590,0,"0.32000","0","10","-","Active","Machine Screw","Hex Head","Hex Socket","-","#6-32","-","-","0.500"" (12.70mm) 1/2""","-","Stainless Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Serpac%20Electronic%20Enclosures%20PDFs/Accessories_Screws.pdf,//media.digikey.com/photos/Serpac%20Photos/6001.jpg,SR6001-ND,6001,Serpac,SHT MTL SCREW FLAT PHIL #0 1=1,1487,0,"0.32000","0","1","-","Active","Sheet Metal Screw","Flat Head","Phillips","Self Tapping","#0","-","-","0.563"" (14.30mm) 9/16""","-","-","-"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HMSSS-440-0025.jpg,H259-ND,HMSSS 440 0025,B&F Fastener Supply,MACH SCREW HEX #4-40,3230,0,"0.32700","0","10","-","Active","Machine Screw","Hex Head","Hex Socket","-","#4-40","-","-","0.250"" (6.35mm) 1/4""","-","Stainless Steel","-"
http://www.keyelco.com/product-pdf.cfm?p=14171,//media.digikey.com/Photos/Keystone%20Elect%20Photos/9192-4.jpg,36-9192-4-ND,9192-4,Keystone Electronics,MACH SCREW BINDING COMBO M4X0.7,2963,2600,"0.35000","0","1","-","Active","Machine Screw","Binding Head","Combination","Colored Head","M4x0.7","0.282"" (7.16mm)","0.083"" (2.11mm)","0.250"" (6.35mm) 1/4""","0.333"" (8.46mm)","Brass","Nickel"
http://www.keyelco.com/product-pdf.cfm?p=14171,//media.digikey.com/Photos/Keystone%20Elect%20Photos/9192-7.jpg,36-9192-7-ND,9192-7,Keystone Electronics,MACH SCREW BINDING COMBO M4X0.7,2584,2500,"0.35000","0","1","-","Active","Machine Screw","Binding Head","Combination","Colored Head","M4x0.7","0.282"" (7.16mm)","0.083"" (2.11mm)","0.250"" (6.35mm) 1/4""","0.333"" (8.46mm)","Brass","Nickel"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HMSSS-832-0075.jpg,H167-ND,HMSSS 832 0075,B&F Fastener Supply,MACH SCREW HEX #8-32,1120,0,"0.41300","0","10","-","Active","Machine Screw","Hex Head","Hex Socket","-","#8-32","-","-","0.750"" (19.05mm) 3/4""","-","Stainless Steel","-"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/8X3%5E8%20HHSMS.JPG,H815-ND,8X3/8 HHSMS,B&F Fastener Supply,SHEET METAL SCREW HEX SLOTTED #8,3700,0,"0.07840","0","100","-","Active","Sheet Metal Screw","Hex Head","Hex Socket, Slotted","Self Tapping","#8","-","-","0.375"" (9.53mm) 3/8""","-","Steel","Zinc"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/6X3%5E4%20HHSMS.JPG,H814-ND,6X3/4 HHSMS,B&F Fastener Supply,SHEET METAL SCREW HEX SLOTTED #6,2500,0,"0.09540","0","100","-","Active","Sheet Metal Screw","Hex Head","Hex Socket, Slotted","Self Tapping","#6","-","-","0.750"" (19.05mm) 3/4""","-","Steel","Zinc"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/8x3%5E4%20hhsms.JPG,H817-ND,8X3/4 HHSMS,B&F Fastener Supply,SHEET METAL SCREW HEX SLOTTED #8,3200,0,"0.09950","0","100","-","Active","Sheet Metal Screw","Hex Head","Hex Socket, Slotted","Self Tapping","#8","-","-","0.750"" (19.05mm) 3/4""","-","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440P025.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/010440P025.JPG,RPC6929-ND,010440P025,Essentra Components,"PAN SLOTTED MACHINE SCREW, NATUR",49900,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#4-40","0.219"" (5.56mm)","0.063"" (1.60mm)","0.250"" (6.35mm) 1/4""","0.320"" (8.13mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440F037.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7268-ND,010440F037,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",39975,0,"0.10000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","#4-40","0.175"" (4.45mm)","0.098"" (2.49mm)","0.375"" (9.53mm)","0.473"" (12.02mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632P037.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/010440P025.JPG,RPC6925-ND,010632P037,Essentra Components,"PAN SLOTTED MACHINE SCREW, NATUR",30000,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#6-32","0.270"" (6.86mm)","0.080"" (2.03mm)","0.375"" (9.53mm)","0.455"" (11.56mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632P050.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/010440P025.JPG,RPC6930-ND,010632P050,Essentra Components,"PAN SLOTTED MACHINE SCREW, NATUR",29400,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#6-32","0.270"" (6.86mm)","0.080"" (2.03mm)","0.500"" (12.70mm) 1/2""","0.580"" (14.73mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440F018.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7267-ND,010440F018,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",24990,0,"0.10000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","#4-40","0.175"" (4.45mm)","0.098"" (2.49mm)","0.187"" (4.75mm)","0.285"" (7.24mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632PW025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_010632PW025.jpg,RPC6932-ND,010632PW025,Essentra Components,"PAN PHILLIPS MACHINE SCREW, NATU",24890,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Phillips","-","#6-32","0.270"" (6.86mm)","0.092"" (2.34mm)","0.250"" (6.35mm) 1/4""","0.340"" (8.64mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020632A050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020632A050.jpg,RPC7345-ND,020632A050,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",24890,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#6-32","0.262"" (6.65mm)","0.083"" (2.11mm)","0.500"" (12.70mm) 1/2""","0.583"" (14.81mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440R050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440R100.JPG,RPC7274-ND,010440R050,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",24850,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#4-40","0.202"" (5.13mm)","0.081"" (2.06mm)","0.500"" (12.70mm) 1/2""","0.581"" (14.76mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010256P037.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/012520P075.JPG,RPC7262-ND,010256P037,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",24773,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#2-56","0.161"" (4.09mm)","0.049"" (1.24mm)","0.375"" (9.53mm)","0.482"" (12.24mm)","Nylon","-"
https://www.ledil.com/data/prod/Carmen/16939/16939-ds.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Pan-Slotted-Screw.jpg,RPC7261-ND,010256P025,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",24190,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#2-56","0.161"" (4.09mm)","0.049"" (1.24mm)","0.250"" (6.35mm) 1/4""","0.299"" (7.59mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440R025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440R100.JPG,RPC7272-ND,010440R025,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",20000,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#4-40","0.202"" (5.13mm)","0.081"" (2.06mm)","0.250"" (6.35mm) 1/4""","0.331"" (8.41mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632R037.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7282-ND,010632R037,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",20000,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#6-32","0.250"" (6.35mm) 1/4""","0.097"" (2.46mm)","0.375"" (9.53mm)","0.472"" (11.99mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440F050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7269-ND,010440F050,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",19975,0,"0.10000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","#4-40","0.175"" (4.45mm)","0.098"" (2.49mm)","0.500"" (12.70mm) 1/2""","0.598"" (15.19mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020632A037.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/020632A031.JPG,RPC7344-ND,020632A037,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",19896,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#6-32","0.262"" (6.65mm)","0.083"" (2.11mm)","0.375"" (9.53mm)","0.458"" (11.64mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020256A025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020256A025.jpg,RPC7334-ND,020256A025,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",19830,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#2-56","0.160"" (4.06mm)","0.051"" (1.30mm)","0.250"" (6.35mm) 1/4""","0.301"" (7.65mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440R037.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440R100.JPG,RPC7273-ND,010440R037,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",15000,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#4-40","0.202"" (5.13mm)","0.081"" (2.06mm)","0.375"" (9.53mm)","0.456"" (11.59mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632R025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7281-ND,010632R025,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",15000,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#6-32","0.250"" (6.35mm) 1/4""","0.097"" (2.46mm)","0.250"" (6.35mm) 1/4""","0.347"" (8.81mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010832R050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7292-ND,010832R050,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",15000,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#8-32","0.298"" (7.57mm)","0.114"" (2.90mm)","0.500"" (12.70mm) 1/2""","0.614"" (15.60mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020440A018.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020256A025.jpg,RPC7336-ND,020440A018,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",15000,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#4-40","0.210"" (5.33mm)","0.067"" (1.70mm)","0.120"" (3.05mm)","0.187"" (4.75mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020440A050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020256A025.jpg,RPC7340-ND,020440A050,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",15000,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#4-40","0.210"" (5.33mm)","0.067"" (1.70mm)","0.433"" (11.00mm)","0.500"" (12.70mm) 1/2""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020632A031.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/020632A031.JPG,RPC7343-ND,020632A031,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",15000,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#6-32","0.262"" (6.65mm)","0.083"" (2.11mm)","0.312"" (7.92mm)","0.395"" (10.03mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010832P050.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/010440P025.JPG,RPC6933-ND,010832P050,Essentra Components,"PAN SLOTTED MACHINE SCREW, NATUR",14935,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#8-32","0.322"" (8.18mm)","0.091"" (2.31mm)","0.500"" (12.70mm) 1/2""","0.580"" (14.73mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632R050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7283-ND,010632R050,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",14900,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#6-32","0.250"" (6.35mm) 1/4""","0.097"" (2.46mm)","0.500"" (12.70mm) 1/2""","0.597"" (15.16mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020440A025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020256A025.jpg,RPC7337-ND,020440A025,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",14900,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#4-40","0.210"" (5.33mm)","0.067"" (1.70mm)","0.183"" (4.65mm)","0.250"" (6.35mm) 1/4""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020440A037.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020256A025.jpg,RPC7339-ND,020440A037,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",14900,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#4-40","0.210"" (5.33mm)","0.067"" (1.70mm)","0.308"" (7.82mm)","0.375"" (9.53mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020832A037.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020632A050.jpg,RPC7348-ND,020832A037,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",14900,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#8-32","0.312"" (7.92mm)","0.100"" (2.54mm)","0.275"" (6.99mm)","0.375"" (9.53mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/021032A100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/021032A100.jpg,RPC7352-ND,021032A100,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",14900,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#10-32","0.363"" (9.22mm)","0.116"" (2.95mm)","0.884"" (22.45mm)","1.000"" (25.40mm) 1""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020632A025.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/020632A031.JPG,RPC7342-ND,020632A025,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",14890,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#6-32","0.262"" (6.65mm)","0.083"" (2.11mm)","0.167"" (4.24mm)","0.250"" (6.35mm) 1/4""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/011032P050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_Pan-Slotted-Screw.jpg,RPC7301-ND,011032P050,Essentra Components,"PAN SLOTTED SCREW, NATURAL, NYLO",14875,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#10-32","0.365"" (9.27mm)","0.105"" (2.67mm)","0.500"" (12.70mm) 1/2""","0.605"" (15.37mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010632P100.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/010632P062.JPG,RPC6931-ND,010632P100,Essentra Components,"PAN SLOTTED MACHINE SCREW, NATUR",12000,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#6-32","0.270"" (6.86mm)","0.080"" (2.03mm)","1.000"" (25.40mm) 1""","1.080"" (27.43mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020832A050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020632A050.jpg,RPC7349-ND,020832A050,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",11899,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#8-32","0.312"" (7.92mm)","0.100"" (2.54mm)","0.400"" (10.16mm)","0.500"" (12.70mm) 1/2""","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20305.jpg,RPC4541-ND,NSS-6-5-01,Essentra Components,MACH SCREW PAN HEAD SLOTTED 6-32,10800,0,"0.10000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Slotted","-","#6-32","0.272"" (6.90mm)","0.080"" (2.03mm)","0.313"" (7.95mm) 5/16""","0.393"" (9.98mm)","Nylon","-"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27115.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/010632P062.JPG,RPC6352-ND,010632P062,Essentra Components,"PAN SLOTTED MACHINE SCREW, NATUR",10000,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#6-32","0.260"" (6.60mm)","0.080"" (2.03mm)","0.625"" (15.88mm)","0.705"" (17.91mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010440F100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7270-ND,010440F100,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",10000,0,"0.10000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","#4-40","0.175"" (4.45mm)","0.098"" (2.49mm)","1.000"" (25.40mm) 1""","1.098"" (27.89mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010832F050.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010832F050.jpg,RPC7288-ND,010832F050,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",10000,0,"0.10000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","#8-32","0.260"" (6.60mm)","0.145"" (3.68mm)","0.500"" (12.70mm) 1/2""","0.645"" (16.38mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010832R037.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7291-ND,010832R037,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",10000,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#8-32","0.298"" (7.57mm)","0.114"" (2.90mm)","0.375"" (9.53mm)","0.489"" (12.43mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020440A100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020256A025.jpg,RPC7341-ND,020440A100,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",10000,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#4-40","0.210"" (5.33mm)","0.067"" (1.70mm)","0.933"" (23.70mm)","1.000"" (25.40mm) 1""","Nylon","-"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27115.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/010632P062.JPG,RPC6353-ND,010832P062,Essentra Components,"PAN SLOTTED MACHINE SCREW, NATUR",9998,0,"0.10000","0","1","MicroPlastics","Active","-","Pan Head","Slotted","-","#8-32","0.320"" (8.13mm)","0.080"" (2.03mm)","0.625"" (15.88mm)","0.705"" (17.91mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20305.jpg,RPC4535-ND,NSS-6-10-01,Essentra Components,MACH SCREW PAN HEAD SLOTTED 6-32,9990,0,"0.10000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Slotted","-","#6-32","0.272"" (6.90mm)","0.080"" (2.03mm)","0.625"" (15.88mm) 5/8""","0.705"" (17.91mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010256F100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/010440X050.jpg,RPC7259-ND,010256F100,Essentra Components,"FILLISTER SLOTTED SCREW, NATURAL",9965,0,"0.10000","0","1","MicroPlastics","Active","-","Binding Head","Slotted","-","#2-56","0.132"" (3.35mm)","0.075"" (1.91mm)","1.000"" (25.40mm) 1""","1.076"" (27.31mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010256R025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7265-ND,010256R050,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",9950,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#2-56","0.154"" (3.91mm)","0.064"" (1.63mm)","0.500"" (12.70mm) 1/2""","0.564"" (13.93mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20305.jpg,RPC4543-ND,NSS-6-7-01,Essentra Components,MACH SCREW PAN HEAD SLOTTED 6-32,9925,0,"0.10000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Slotted","-","#6-32","0.272"" (6.90mm)","0.080"" (2.03mm)","0.438"" (11.13mm) 7/16""","0.518"" (13.16mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20305.jpg,RPC4544-ND,NSS-6-8-01,Essentra Components,MACH SCREW PAN HEAD SLOTTED 6-32,9906,0,"0.10000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Slotted","-","#6-32","0.272"" (6.90mm)","0.080"" (2.03mm)","0.500"" (12.70mm) 1/2""","0.580"" (14.73mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20305.jpg,RPC4537-ND,NSS-6-14-01,Essentra Components,MACH SCREW PAN HEAD SLOTTED 6-32,9900,0,"0.10000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Slotted","-","#6-32","0.272"" (6.90mm)","0.080"" (2.03mm)","0.875"" (22.23mm) 7/8""","0.955"" (24.26mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020832A100.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020632A050.jpg,RPC7351-ND,020832A100,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",9900,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#8-32","0.312"" (7.92mm)","0.100"" (2.54mm)","0.900"" (22.86mm)","1.000"" (25.40mm) 1""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/010256R025.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/011032R100.JPG,RPC7264-ND,010256R025,Essentra Components,"ROUND SLOTTED SCREW, NATURAL, NY",9875,0,"0.10000","0","1","MicroPlastics","Active","-","Round Head","Slotted","-","#2-56","0.154"" (3.91mm)","0.064"" (1.63mm)","0.250"" (6.35mm) 1/4""","0.314"" (7.98mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/NSS-NSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20303.jpg,RPC4519-ND,NSP-8-2-01,Essentra Components,MACHINE SCREW PAN PHILLIPS 8-32,9778,0,"0.10000","0","1","NSS-NSP","Active","Machine Screw","Pan Head","Phillips","-","#8-32","0.319"" (8.10mm)","0.110"" (2.79mm)","0.125"" (3.18mm) 1/8""","0.235"" (5.97mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020256A018.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/020256A025.jpg,RPC7333-ND,020256A018,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",9775,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#2-56","0.160"" (4.06mm)","0.051"" (1.30mm)","0.188"" (4.78mm)","0.239"" (6.08mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/020632A100.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/020632A031.JPG,RPC7346-ND,020632A100,Essentra Components,"COUNTER SUNK SCREW, SLOTTED, 82",9775,0,"0.10000","0","1","MicroPlastics","Active","-","Flat Head","Slotted","-","#6-32","0.262"" (6.65mm)","0.083"" (2.11mm)","1.000"" (25.40mm) 1""","1.083"" (27.51mm)","Nylon","-"
