Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Input","Specifications","Size / Dimension"
http://www.hammondmfg.com/pdf/9R3pg100.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FT300TA1BK.jpg,HM2228-ND,FT300TA1BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/3 FANS,13,10,"191.80000","0","1","FT","Active","Fan Tray","115VAC","Fan Tray, AC, 3 Fans, 300 CFM","17.01"" L x 7.62"" W x 1.75"" H (432.1mm x 193.5mm x 44.4mm)"
http://www.hammondmfg.com/pdf/9R3pg100.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FT300HA1BK.JPG,HM2227-ND,FT300HA1BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/3 FANS,8,5,"191.80000","0","1","FT","Active","Fan Tray","115VAC","Fan Tray, AC, 3 Fans, 300 CFM","17.01"" L x 7.62"" W x 1.75"" H (432.1mm x 193.5mm x 44.4mm)"
https://www.hammfg.com/files/parts/pdf/FLHTF125A115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FLHTF125A115.JPG,HM1663-ND,FLHTF125A115,Hammond Manufacturing,FAN HEATER 125W 120V 5.5X4X5.3"",14,54,"201.64000","0","1","FLHTF","Active","Heating Unit","120VAC","Heater, 125W","5.30"" L x 4.00"" W x 5.50"" H (134.6mm x 101.6mm x 139.7mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF10XX414.jpg,1441-1613-ND,HF1016414,"Hoffman Enclosures, Inc.","IP54 10"" FILTER FAN 115V 7035, B",5,0,"246.36000","0","1","HF","Active","Fan","115VAC","Fan, AC, Square, 159 CFM","4.69"" L x 10.16"" W x 10.12"" H (119.0mm x 258.0mm x 257.0mm)"
http://www.hammondmfg.com/pdf/9R3pg100.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/FT600HA1220BK.jpg,HM5445-ND,FT600HA1220BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/6 FANS,25,12,"326.20000","0","1","FT","Active","Fan Tray","220VAC","Fan Tray, AC, 6 Fans, 600 CFM","16.99"" L x 13.12"" W x 1.75"" H (431.5mm x 333.2mm x 44.4mm)"
http://www.hammondmfg.com/pdf/FT600HA1BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FT600HA1BK.jpg,HM2229-ND,FT600HA1BK,Hammond Manufacturing,FAN TRAY ASSEMBLY W/6 FANS,2,15,"326.20000","0","1","FT","Active","Fan Tray","115VAC","Fan Tray, AC, 6 Fans, 600 CFM","16.99"" L x 13.12"" W x 1.75"" H (431.5mm x 333.2mm x 44.4mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF04XX414.jpg,1441-1608-ND,HF0416414,"Hoffman Enclosures, Inc.","IP54 4"" FILTER FAN 115V 7035, BU",4,0,"109.35000","0","1","HF","Active","Fan","115VAC","Fan, AC, Square, 21 CFM","3.66"" L x 4.45"" W x 4.41"" H (93.0mm x 113.0mm x 112.0mm)"
https://orionfans.com/productFiles/datasheet/OA300ST.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_OA300ST.jpg,1053-1428-ND,OA300ST-230,Orion Fans,3 FAN TRAY 230V 8"" DEEP 310CFM,6,0,"123.75000","0","1","OA300ST","Active","Fan Tray","230VAC","Fan Tray, AC, 3 Fans, 310 CFM","17.00"" L x 8.00"" W x 1.75"" H (431.8mm x 203.2mm x 44.4mm)"
https://orionfans.com/productFiles/datasheet/OA300ST.pdf,//media.digikey.com/Photos/Orion%20Fans/OA300ST-23003.jpg,1053-1453-ND,OA300ST-23003,Orion Fans,3 FAN 230V SMART TRAY HUB SENSOR,8,0,"148.50000","0","1","OA300ST","Active","Fan Tray","230VAC","Fan Tray, AC, 3 Fans, 190 ~ 300 CFM","17.00"" L x 8.00"" W x 1.75"" H (431.8mm x 203.2mm x 44.4mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF05XX414.jpg,1441-1609-ND,HF0516414,"Hoffman Enclosures, Inc.","IP54 5"" FILTER FAN 115V 7035, BU",2,0,"149.81000","0","1","HF","Active","Fan","115VAC","Fan, AC, Square, 35 CFM","3.98"" L x 6.06"" W x 6.14"" H (101.0mm x 157.0mm x 156.0mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00051.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/DAH301.jpg,1441-1462-ND,DAH301,"Hoffman Enclosures, Inc.",SEMICONDUCTOR HEATER 30 WATT,17,0,"158.76000","0","1","-","Active","Heating Unit","110 ~ 120 VAC","Heater, 30W, 1.2A","3.94"" L (100.0mm)"
https://orionfans.com/productFiles/datasheet/OA300.pdf,//media.digikey.com/Photos/Orion%20Fans/OA300S.jpg,1053-1301-ND,OA300S,Orion Fans,3 FAN TRAY 115V 14"" DEEP 330CFM,10,0,"161.70000","0","1","OA300","Active","Fan Tray","115VAC","Fan Tray, AC, 3 Fans, 330 CFM","14.00"" L x 19.00"" W x 1.75"" H (355.6mm x 482.6mm x 44.4mm)"
https://orionfans.com/productFiles/datasheet/OA300.pdf,//media.digikey.com/Photos/Orion%20Fans/OA300S7.jpg,1053-1302-ND,OA300S7,Orion Fans,3 FAN TRAY 115V 7"" DEEP 330CFM,5,0,"161.70000","0","1","OA300","Active","Fan Tray","115VAC","Fan Tray, AC, 3 Fans, 330 CFM","7.00"" L x 19.00"" W x 1.75"" H (177.8mm x 482.6mm x 44.4mm)"
https://orionfans.com/productFiles/datasheet/OA300ST.pdf,//media.digikey.com/Photos/Orion%20Fans/OA300ST-12004.jpg,1053-1452-ND,OA300ST-12004,Orion Fans,3 FAN 120V SMART TRAY REMOTE,5,0,"161.70000","0","1","OA300ST","Active","Fan Tray","120VAC","Fan Tray, AC, 3 Fans, 190 ~ 300 CFM","17.00"" L x 8.00"" W x 1.75"" H (431.8mm x 203.2mm x 44.4mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF09XX414.jpg,1441-1611-ND,HF0924414,"Hoffman Enclosures, Inc.","IP54 9"" FILTER FAN 24V 7035, BUL",4,0,"178.11000","0","1","HF","Active","Fan","24VDC","Fan, AC, Square, 70 CFM","4.13"" L x 8.23"" W x 8.19"" H (105.0mm x 209.0mm x 208.0mm)"
https://orionfans.com/productFiles/datasheet/OA300ST.pdf,//media.digikey.com/Photos/Orion%20Fans/OA600ST-230.jpg,1053-1571-ND,OA600ST-230,Orion Fans,6 FAN TRAY 13.4"" DEEP 230V,5,0,"221.76000","0","1","OA600ST","Active","Fan Tray","230VAC","Fan Tray, AC, 6 Fans, 620 CFM","17.01"" L x 13.39"" W x 1.75"" H (432.0mm x 340.0mm x 44.5mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF10XX414.jpg,1441-1615-ND,HF1026414,"Hoffman Enclosures, Inc.","IP54 10"" FILTER FAN 230V 7035, B",7,0,"246.36000","0","1","HF","Active","Fan","230VAC","Fan, AC, Square, 159 CFM","4.69"" L x 10.16"" W x 10.12"" H (119.0mm x 258.0mm x 257.0mm)"
https://orionfans.com/productFiles/datasheet/OA300.pdf,//media.digikey.com/Photos/Orion%20Fans/OA600.jpg,1053-1306-ND,OA600,Orion Fans,6 FAN TRAY 115V 660CFM,9,0,"254.10000","0","1","OA600","Active","Fan Tray","115VAC","Fan Tray, AC, 6 Fans, 660 CFM","19.00"" L x 19.00"" W x 1.75"" H (482.6mm x 482.6mm x 44.4mm)"
http://www.budind.com/pdf/hb1986.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/FT-1986.jpg,377-1759-ND,FT-1986,Bud Industries,FAN TRAY ASSEMBLY 1.75X19X18.56,4,0,"266.53000","0","1","FT","Active","Fan Tray","110VAC","Fan Tray, AC, 6 Fans, 540 CFM","18.56"" L x 16.71"" W x 1.75"" H (471.1mm x 424.4mm x 44.4mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF10XX414.jpg,1441-1614-ND,HF1024414,"Hoffman Enclosures, Inc.","IP54 10"" FILTER FAN 24V 7035, BU",6,0,"302.12000","0","1","HF","Active","Fan","24VDC","Fan, AC, Square, 159 CFM","4.69"" L x 10.16"" W x 10.12"" H (119.0mm x 258.0mm x 257.0mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF13XX414.jpg,1441-1619-ND,HF1326414,"Hoffman Enclosures, Inc.",IP54 13"" 376 FILTER FAN 230V 703,12,0,"310.45000","0","1","HF","Active","Fan","230VAC","Fan, AC, Square, 395 CFM","6.30"" L x 12.83"" W x 12.80"" H (160.0mm x 326.0mm x 325.0mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF13XX414.jpg,1441-1617-ND,HF1316424,"Hoffman Enclosures, Inc.",IP54 13"" 473 FILTER FAN 115V 703,2,0,"348.73000","0","1","HF","Active","Fan","115VAC","Fan, AC, Square, 484 CFM","6.30"" L x 12.83"" W x 12.80"" H (160.0mm x 326.0mm x 325.0mm)"
https://orionfans.com/productFiles/datasheet/OMB5200.pdf,//media.digikey.com/Photos/Orion%20Fans/OMB5200-120.jpg,1053-1297-ND,OMB5200-120,Orion Fans,FAN TRAY 115V FRONT ENTRY 340CFM,4,0,"401.94000","0","1","OMB5200","Active","Fan Tray","115VAC","Fan Tray, AC, 2 Fans, 340 CFM","17.00"" L x 13.70"" W x 5.22"" H (431.8mm x 348.0mm x 132.6mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-01170.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_HF13XX414.jpg,1441-1618-ND,HF1324414,"Hoffman Enclosures, Inc.",IP54 13"" 376 FILTER FAN 24V 7035,7,0,"485.09000","0","1","HF","Active","Fan","24VDC","Fan, AC, Square, 395 CFM","6.30"" L x 12.83"" W x 12.80"" H (160.0mm x 326.0mm x 325.0mm)"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00051.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/DAHx001B.JPG,1441-1464-ND,DAH8001B,"Hoffman Enclosures, Inc.",ELECTRIC HEATER 800 WATT,3,0,"491.96000","0","1","-","Active","Heating Unit","115VAC","Heater, 800W, 7.37A","4.37"" L x 4.25"" W x 7.48"" H (111.0mm x 108.0mm x 190.0mm)"
https://assets.tripplite.com/submittal-drawing/srcool7krm-submittal-drawing-en.pdf,-,TL2235-ND,SRCOOL7KRM,Tripp Lite,RACKMOUNT COOLING UNIT AIR CONDI,2,0,"1068.98000","0","1","SmartRack™","Active","Air Conditioning Unit","120VAC","A/C Unit, 7000 BTU","13.90"" L x 17.35"" W x 22.52"" H (353.1mm x 440.7mm x 572.0mm)"
http://www.hammondmfg.com/pdf/PPGP191202.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PPGP191202BK1.jpg,HM5606-ND,PPGP191202BK1,Hammond Manufacturing,FAN PANEL GRILL 19"" RACK MOUNT,44,98,"17.85000","0","1","PPG","Active","Fan Tray","-","Fan Tray, Unpopulated, 2 Fans","19.00"" L x 5.22"" W x 0.07"" H (482.6mm x 132.6mm x 1.8mm)"
http://www.hammondmfg.com/pdf/PPFP191202.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PPFP191202BK1.jpg,HM5600-ND,PPFP191202BK1,Hammond Manufacturing,FAN PANEL 120MM 2 HOLE,27,121,"17.85000","0","1","PPF","Active","Fan Tray","-","Fan Tray, Unpopulated, 2 Fans","19.00"" L x 6.97"" W x 0.07"" H (482.6mm x 177.0mm x 1.8mm)"
http://www.hammondmfg.com/pdf/DNMF100AC115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNMF100AC115.jpg,HM2221-ND,DNMF100AC115,Hammond Manufacturing,FAN AC 115V 120MM 105CFM 22W,23,37,"35.48000","0","1","DNMF","Active","Fan","115VAC","Fan, AC, Square, 105 CFM","4.72"" L x 4.72"" W x 1.50"" H (119.9mm x 119.9mm x 38.1mm)"
http://www.hammondmfg.com/pdf/DNMF100AC230.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNMF100AC115.jpg,HM2222-ND,DNMF100AC230,Hammond Manufacturing,FAN 230VAC 120MM X 1.5"",8,70,"35.48000","0","1","DNMF","Active","Fan","230VAC","Fan, AC, Square, 105 CFM","4.72"" L x 4.72"" W x 1.50"" H (119.9mm x 119.9mm x 38.1mm)"
http://www.hammondmfg.com/pdf/9R3pg97-101P.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FAN10A115.jpg,HM5424-ND,FAN80AC115,Hammond Manufacturing,FAN AC AXIAL 80MM 32CFM 115V,9,12,"39.60000","0","1","DNMF","Active","Fan","115VAC","Fan, AC, Square, 32 CFM","3.15"" L x 3.15"" W x 1.51"" H (80.0mm x 80.0mm x 38.4mm)"
http://www.hammondmfg.com/pdf/9R3pg97-101P.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FAN10A115.jpg,HM2225-ND,FAN80AC230,Hammond Manufacturing,FAN AC AXIAL 80MM 32CFM 230V,7,167,"40.43000","0","1","DNMF","Active","Fan","230VAC","Fan, AC, Square, 32 CFM","3.15"" L x 3.15"" W x 1.51"" H (80.0mm x 80.0mm x 38.4mm)"
https://www.hammfg.com/files/parts/pdf/C2T1923FLG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5235-ND,C2T1923FLG1,Hammond Manufacturing,RACK TOP,9,8,"44.00000","0","1","C2TF","Active","Fan Tray","-","Fan Tray, Unpopulated, 4 Fans","20.00"" L x 15.00"" W x 0.07"" H (508.0mm x 381.0mm x 1.8mm)"
https://www.hammfg.com/dci/products/accessories/c2tf.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923F10BK1.jpg,HM5234-ND,C2T1923FBK1,Hammond Manufacturing,PANEL 4"" FAN TOP 23.63"" BLACK,9,11,"45.38000","0","1","C2TF","Active","Fan Tray","-","Fan Tray, Unpopulated, 4 Fans","20.00"" L x 15.00"" W x 0.07"" H (508.0mm x 381.0mm x 1.8mm)"
http://www.hammondmfg.com/pdf/DNFF080_115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFF080BK115.jpg,HM5353-ND,DNFF080LG115,Hammond Manufacturing,FAN KIT 80MM LT GRY 115VAC 5PCS,9,2,"53.60000","0","1","DNFF","Active","Fan","115VAC","Fan, AC, Square, 32 CFM","4.13"" L x 4.13"" W x 2.42"" H (105.0mm x 105.0mm x 61.5mm)"
http://www.hammondmfg.com/pdf/DNFF080_115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFF080BK115.jpg,HM5351-ND,DNFF080BK115,Hammond Manufacturing,FAN KIT 80MM BLACK 115VAC 5PCS,8,17,"53.60000","0","1","DNFF","Active","Fan","115VAC","Fan, AC, Square, 32 CFM","4.13"" L x 4.13"" W x 2.42"" H (105.0mm x 105.0mm x 61.5mm)"
http://www.hammondmfg.com/pdf/DNFF120_230.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFF080BK115.jpg,HM5354-ND,DNFF120BK230,Hammond Manufacturing,FAN KIT 120MM BLACK 230VAC 5PCS,10,14,"56.00000","0","1","DNFF","Active","Fan","230VAC","Fan, AC, Square, 105 CFM","5.91"" L x 5.91"" W x 2.41"" H (150.1mm x 150.1mm x 61.2mm)"
http://www.hammondmfg.com/pdf/DNFF120_115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFF080BK115.jpg,HM2217-ND,DNFF120GY115,Hammond Manufacturing,FAN KIT 120MM GRAY 115VAC 5PCS,7,20,"56.00000","0","1","DNFF","Active","Fan","115VAC","Fan, AC, Square, 105 CFM","5.91"" L x 5.91"" W x 2.41"" H (150.1mm x 150.1mm x 61.2mm)"
http://www.hammondmfg.com/pdf/DNFF120_115.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFF080BK115.jpg,HM2216-ND,DNFF120BK115,Hammond Manufacturing,FAN KIT 120MM BLACK 115VAC 5PCS,6,27,"56.00000","0","1","DNFF","Active","Fan","115VAC","Fan, AC, Square, 105 CFM","5.91"" L x 5.91"" W x 2.41"" H (150.1mm x 150.1mm x 61.2mm)"
https://gfinder.findernet.com/public/attachments/7F/EN/S7FEN.pdf,-,2066-7F.20.8.120.1020-ND,7F.20.8.120.1020,"Finder Relays, Inc.",FAN W/FILTER SIZE 1 14.1CFM 120V,9,0,"56.82000","0","1","*","Active","Fan","120VAC","-","3.622"" L x 3.622"" W (92.00mm x 92.00mm)"
http://www.hammondmfg.com/pdf/9R3pg49-51.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1931FBK1.jpg,HM5250-ND,C2T1931FBK1,Hammond Manufacturing,PANEL 4"" FAN TOP 31.5"" BLACK,6,39,"64.00000","0","1","C2TF","Active","Fan Tray","-","Fan Tray, Unpopulated, 6 Fans","23.75"" L x 20.00"" W x 0.07"" H (603.2mm x 508.0mm x 1.8mm)"
https://www.hammfg.com/electrical/products/climate/shgm.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SHGM14x0.jpg,HM1674-ND,SHGM1410,Hammond Manufacturing,HEATER,18,66,"66.70000","0","1","SHGM","Active","Heating Unit","110 ~ 250 VAC","Heater, 10W, 1A","1.97"" L x 1.16"" W x 1.77"" H (50.0mm x 29.5mm x 45.0mm)"
https://www.hammfg.com/electrical/products/climate/shgm.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SHGM14x0.jpg,HM1675-ND,SHGM1420,Hammond Manufacturing,HEATER,19,0,"72.40000","0","1","SHGM","Active","Heating Unit","110 ~ 250 VAC","Heater, 20W, 1.1A","2.95"" L x 1.16"" W x 1.77"" H (75.0mm x 29.5mm x 45.0mm)"
https://www.hammfg.com/electrical/products/climate/shg.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SHG14000.jpg,HM1670-ND,SHG14000,Hammond Manufacturing,HEATER 15W 1.5A 2.6"",53,123,"72.70000","0","1","SHG","Active","Heating Unit","110 ~ 250 VAC","Heater, 15W, 1.5A","2.80"" L x 2.00"" W x 3.53"" H (71.1mm x 50.8mm x 89.7mm)"
"//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Fans,Fan_Kits,Fan_Panels,Grills,&_Filters).pdf",//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFK2AC120.jpg,HM2219-ND,DNFK2AC120,Hammond Manufacturing,FAN (2)KIT 120MM 115VAC 9PCS,18,54,"73.60000","0","1","DNF","Active","Fan","115VAC","Fan, AC, Square, 105 CFM","4.72"" L x 4.72"" W x 1.50"" H (119.9mm x 119.9mm x 38.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/FAN150AC230.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FAN10A115.jpg,HM5422-ND,FAN150AC230,Hammond Manufacturing,FAN AC AXIAL 150MM 210CFM 230V,2,0,"81.00000","0","1","DNMF","Active","Fan","230VAC","Fan, AC, Round, 235 CFM","6.38"" L x 5.75"" W x 2.00"" H (162.1mm x 146.1mm x 50.8mm)"
