Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Size / Dimension","Height","Card Size Range","Guide Method","Material"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,V2109-ND,CCM15S/90,Vector Electronics,CARD RACK ASSEMBLY EIA 4UX19X12,6,0,"223.41000","0","1","CCM","Active","Assembled Card Mount Subracks","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","4U = 7.000"" (177.80mm)","6.250"" H x 9.600"" L (158.75mm x 243.84mm)","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563144.jpg,1439-1201-ND,24563144,Schroff,SUBRACK FOR 19"" 3U 84HP 355MM,8,0,"273.76000","0","1","europacPRO","Active","Subrack Kit","13.976"" L x 16.800"" W (355.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20eco%20wakfield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3688114.jpg,345-1376-ND,3688114,Wakefield-Vette,SUBRACK ECO 3U/84HP/175 MM,8,0,"80.95000","0","1","Ripac Eco","Active","Subrack Frame","6.890"" L x 16.800"" W (175.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Steel"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/photos/Schroff/24563133.jpg,1439-1195-ND,24563133,Schroff,SUBRACK FOR 19"" 3U 84HP 295MM,8,0,"86.01000","0","1","europacPRO","Active","Subrack Kit","11.614"" L x 16.800"" W (295.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563436.jpg,1439-1218-ND,24563436,Schroff,SUBRACK FOR 19"" 6U 84HP 475MM,15,0,"142.17000","0","1","europacPRO","Active","Subrack Kit","18.701"" L x 16.800"" W (475.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
https://nebula.wsimg.com/663dc8b0e2617e8040ab930e773bec4a?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/CCA28-84-00.jpg,V1178-ND,CCA28-84-00,Vector Electronics,CARD RACK COMPACT PCI 6UX19X10,11,0,"175.34000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","10.000"" L x 19.000"" W (254.00mm x 482.60mm)","6U = 10.500"" (266.70mm)","9.187"" H x 8.660"" L (233.35mm x 219.96mm)","Guide Plate","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Subracks%20-%20VectorPak.pdf,//media.digikey.com/Photos/Vector%20Photos/CCK100S%5E90.jpg,V1149-ND,CCK100S/90,Vector Electronics,CARD RACK KIT EIA 7UX19X9 SNAPIN,8,0,"176.30000","0","1","VectorPak™ CCK","Active","Subrack Kit","9.000"" L x 19.000"" W (228.60mm x 482.60mm)","7U = 12.250"" (311.15mm)","9.500"" ~ 11.500"" H x 6.500"" L (241.30mm ~ 292.10mm x 165.10mm)","Card Guide","Aluminum"
http://nebula.wsimg.com/0351cc178239d4c62a495f1c6975ae8d?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/CCA220-3U.jpg,V1214-ND,CCA220-3U,Vector Electronics,CARD RACK VME 3UX220MM ASSEMBLED,7,0,"194.57000","0","1","VectorPak™ CCA","Active","Subrack Frame","11.630"" L x 19.000"" W (295.40mm x 482.60mm)","3U = 5.250"" (133.35mm)","3.940"" H x 8.660"" L (100.08mm x 219.96mm)","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20emc%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3684128.JPG,345-1253-ND,3684128,Wakefield-Vette,SUBRACK VARIO EMC 3U/84HP/245MM,8,0,"225.34000","0","1","Ripac Vairo EMC","Active","Subrack Frame","9.646"" L x 16.800"" W (245.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Subracks%20-%20VectorPak.pdf,//media.digikey.com/Photos/Vector%20Photos/CCK18S-90.jpg,V2039-ND,CCK18S-90,Vector Electronics,CARD RACK KIT 6UX19X15.75 SNAPIN,2,0,"225.40000","0","1","VectorPak™ CCK","Active","Subrack Kit","15.750"" L x 19.000"" W (400.05mm x 482.60mm)","6U = 10.500"" (266.70mm)","7.750"" ~ 9.750"" H x 13.500"" L (196.85mm ~ 247.65mm x 342.90mm)","Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563157.jpg,1439-1205-ND,24563157,Schroff,SUBRACK FOR 19"" 3U 84HP 275MM,5,0,"271.35000","0","1","CompactPCI","Active","Subrack Kit","10.827"" L x 16.800"" W (275.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563152.jpg,1439-1204-ND,24563152,Schroff,SUBRACK FOR 19"" 3U 84HP 235MM,9,0,"302.63000","0","1","CompactPCI","Active","Subrack Kit","9.187"" L x 16.800"" W (235.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20eco%20wakfield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3688115.jpg,345-1377-ND,3688115,Wakefield-Vette,SUBRACK ECO 3U/84HP/235 MM,6,0,"82.51000","0","1","Ripac Eco","Active","Subrack Frame","9.187"" L x 16.800"" W (235.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Steel"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3684020.jpg,345-1245-ND,3684021,Wakefield-Vette,SUBRACK VARIO 3U/84HP/225MM,3,0,"104.39000","0","1","Ripac Vairo","Active","Subrack Frame","8.858"" L x 16.800"" W (225.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3684036.jpg,345-1249-ND,3684036,Wakefield-Vette,SUBRACK VARIO 3U/84HP/245MM,5,0,"115.14000","0","1","Ripac Vairo","Active","Subrack Frame","9.646"" L x 16.800"" W (245.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,V2079-ND,CM45A65-2,Vector Electronics,MODULE CARD MOUNT 2"" WIDTH,7,0,"34.22000","0","1","CM Module","Active","Card Mount Module","6.570"" L x 2.000"" W (166.88mm x 50.80mm)","3U = 5.250"" (133.35mm)","4.500"" H x 6.500"" L (114.30mm x 165.10mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,V2080-ND,CM45A65-4,Vector Electronics,MODULE CARD MOUNT 4"" WIDTH,14,0,"38.69000","0","1","CM Module","Active","Card Mount Module","6.570"" L x 4.000"" W (166.88mm x 101.60mm)","3U = 5.250"" (133.35mm)","4.500"" H x 6.500"" L (114.30mm x 165.10mm)","-","Aluminum"
http://nebula.wsimg.com/7d5caa5408f1b6c5daf24ccb40cec8f5?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,V2081-ND,CM62F95-2,Vector Electronics,MODULE CARD MOUNT 2"" WIDTH,23,0,"42.48000","0","1","CM Module","Active","Card Mount Module","9.570"" L x 2.000"" W (243.08mm x 50.80mm)","4U = 7.000"" (177.80mm)","6.250"" H x 9.600"" L (158.75mm x 243.84mm)","-","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_Vectorpak.pdf,-,V2067-ND,CCK10S/90,Vector Electronics,CARD RACK KIT CPCI 24 CUSTOM,2,0,"158.68000","0","1","VectorPak™ CCK","Active","Subrack Kit","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","2U = 3.500"" (88.90mm)","0.750"" ~ 2.750"" H x 6.500"" L (19.05mm ~ 69.85mm x 165.10mm)","Card Guide","Aluminum"
https://nebula.wsimg.com/663dc8b0e2617e8040ab930e773bec4a?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,V2066-ND,CCA26-84-00-00,Vector Electronics,CARD RACK COMPACT PCI 3UX8.5X20,12,0,"166.21000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","8.500"" L x 19.000"" W (215.90mm x 482.60mm)","3U = 5.250"" (133.35mm)","3.937"" H x 8.660"" L (100.00mm x 219.96mm)","Guide Plate","Aluminum"
https://nebula.wsimg.com/663dc8b0e2617e8040ab930e773bec4a?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/Photos/Vector%20Photos/CCA26-36-01.JPG,V2065-ND,CCA26-36-01,Vector Electronics,CARD RACK TOP/BOT VENT 3UX8.5X7,3,0,"175.00000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","8.500"" L x 7.400"" W (215.90mm x 187.96mm)","3U = 5.250"" (133.35mm)","3.937"" H x 8.660"" L (100.00mm x 219.96mm)","Guide Plate","Aluminum"
http://nebula.wsimg.com/14e053189220e7b540a561076d4c404d?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,V2082-ND,CMA13-20/90,Vector Electronics,MODULE CARD RACK 19X3UX9 5 SLOT,3,0,"194.04000","0","1","CMA","Active","Assembled Module Subracks","9.000"" L x 19.000"" W (228.60mm x 482.60mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
-,-,V2105-ND,CCA13S-8/90,Vector Electronics,"CAGE, 3U W/ 8 SLOT STDBUS MOTHER",7,0,"344.40000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","7.000"" L x 4.350"" W (177.80mm x 110.49mm)","3U = 5.250"" (133.35mm)","-","Card Guide","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_Vectorpak.pdf,-,V2064-ND,CCA13S-HT8/90,Vector Electronics,CARD RACK EIA W/BACKPLN 8POS,5,0,"361.37000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","8.120"" L x 8.240"" W (206.25mm x 209.30mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_Vectorpak.pdf,-,V2104-ND,CCA13S-16/90,Vector Electronics,CARD RACK EIA W/BACKPLN 16POS,22,0,"371.00000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","9.000"" L x 19.000"" W (228.60mm x 482.60mm)","3U = 5.250"" (133.35mm)","2.500"" ~ 4.500"" H x 6.500"" L (63.50mm ~ 114.30mm x 165.10mm)","Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/36840xx.jpg,345-1246-ND,3684022,Wakefield-Vette,SUBRACK VARIO 3U/84HP/245MM,3,0,"102.79000","0","1","Ripac Vairo","Active","Subrack Frame","9.646"" L x 16.800"" W (245.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3685232.jpg,345-1323-ND,3685231,Wakefield-Vette,SUBRACK VARIO 3U/84HP/305MM,3,0,"105.54000","0","1","Ripac Vairo","Active","Subrack Frame","12.008"" L x 16.800"" W (305.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3685232.jpg,345-1324-ND,3685232,Wakefield-Vette,SUBRACK VARIO 3U/84HP/365MM,3,0,"105.59000","0","1","Ripac Vairo","Active","Subrack Frame","14.370"" L x 16.800"" W (365.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/36840xx.jpg,345-1248-ND,3684034,Wakefield-Vette,SUBRACK VARIO 3U/84HP/185MM,3,0,"110.71000","0","1","Ripac Vairo","Active","Subrack Frame","7.283"" L x 16.800"" W (185.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3684025.jpg,345-1247-ND,3684025,Wakefield-Vette,SUBRACK VARIO 3U/84HP/405MM,3,0,"114.87000","0","1","Ripac Vairo","Active","Subrack Frame","15.945"" L x 16.800"" W (405.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20emc%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3685241.JPG,345-1326-ND,3685241,Wakefield-Vette,SUBRACK VARIO EMC 3U/84HP/305MM,3,0,"241.81000","0","1","Ripac Vairo EMC","Active","Subrack Frame","12.008"" L x 16.800"" W (305.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/EIA-Based_VectorPak_Subracks.pdf,-,CCA19M/90-ND,CCA19M/90,Vector Electronics,CARD CAGE ASSMBL METAL SCREW-IN,2,0,"281.96000","0","1","VectorPak™ CCA","Active","Assembled Subracks with Card Guides","15.750"" L x 19.000"" W (400.05mm x 482.60mm)","7U = 12.250"" (311.15mm)","11.500"" H x 13.500"" L (292.10mm x 342.90mm)","Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563172.jpg,1439-1210-ND,24563172,Schroff,SUBRACK FOR 19"" 3U 84HP 235MM,0,0,"279.40000","0","1","europacPRO","Active","Subrack Kit","9.187"" L x 16.800"" W (235.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20easy%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3634100.JPG,345-1228-ND,3634100,Wakefield-Vette,SUBRACK EASY 3U/84HP/175MM,3,0,"64.08000","0","1","Ripac Easy","Active","Subrack Frame","6.890"" L x 16.800"" W (175.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/photos/Schroff/24563134.jpg,1439-1196-ND,24563134,Schroff,SUBRACK FOR 19"" 3U 84HP 355MM,0,0,"89.24000","0","1","europacPRO","Active","Subrack Kit","13.976"" L x 16.800"" W (355.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/photos/Schroff/24563135.jpg,1439-1197-ND,24563135,Schroff,SUBRACK FOR 19"" 3U 84HP 415MM,0,0,"92.76000","0","1","europacPRO","Active","Subrack Kit","16.339"" L x 16.800"" W (415.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/photos/Schroff/24563136.jpg,1439-1198-ND,24563136,Schroff,SUBRACK FOR 19"" 3U 84HP 475MM,0,0,"96.13000","0","1","europacPRO","Active","Subrack Kit","18.701"" L x 16.800"" W (475.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563163.jpg,1439-1208-ND,24563163,Schroff,SUBRACK FOR 19"" 3U 84HP 295MM,1,0,"98.47000","0","1","europacPRO","Active","Subrack Kit","11.614"" L x 16.800"" W (295.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/24563431.jpg,1439-1213-ND,24563431,Schroff,SUBRACK FOR 19"" 6U 84HP 175MM,1,0,"110.04000","0","1","europacPRO","Active","Subrack Kit","6.890"" L x 16.800"" W (175.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20easy%20wakefield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3634110.jpg,345-1229-ND,3634110,Wakefield-Vette,SUBRACK EASY 3U/84HP/235MM,5,0,"65.74000","0","1","Ripac Easy","Active","Subrack Frame","9.187"" L x 16.800"" W (235.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20easy%20wakefield%20data%20sheet.pdf,//media.digikey.com/photos/Wakefield%20Photos/3634150.jpg,345-1230-ND,3634150,Wakefield-Vette,SUBRACK EASY 3U/84HP/175MM,3,0,"65.74000","0","1","Ripac Easy","Active","Subrack Frame","6.890"" L x 16.800"" W (175.00mm x 426.72mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3685235.jpg,345-1325-ND,3685235,Wakefield-Vette,SUBRACK VARIO 4U(3+1)/84HP/245MM,1,0,"116.42000","0","1","Ripac Vairo","Active","Subrack Frame","9.646"" L x 16.800"" W (245.00mm x 426.72mm)","4U = 7.000"" (177.80mm)","-","No Card Guide","Aluminum"
http://www.wakefield-vette.com/Portals/0/EPS/subrack/data%20sheets/ripac%20vario%20wakefield%20data%20sheet.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3684045.jpg,345-1251-ND,3684045,Wakefield-Vette,SUBRACK VARIO 6U/84HP/245MM,1,0,"153.21000","0","1","Ripac Vairo","Active","Subrack Frame","9.646"" L x 16.800"" W (245.00mm x 426.72mm)","6U = 10.500"" (266.70mm)","-","No Card Guide","Aluminum"
http://nebula.wsimg.com/14e053189220e7b540a561076d4c404d?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,V2083-ND,CMA14-30/90,Vector Electronics,MODULE CARD RACK 19X3UX12 5 SLOT,1,0,"214.65000","0","1","CMA","Active","Assembled Module Subracks","12.000"" L x 19.000"" W (304.80mm x 482.60mm)","3U = 5.250"" (133.35mm)","-","No Card Guide","Aluminum"
-,-,SW122P156/90-ND,SW122P156/90,Vector Electronics,SWALL CCK19 MAX 11.5""X13.5""CARDS,0,0,"19.53000","0","1","VectorPak™","Active","-","-","-","-","-","-"
https://nebula.wsimg.com/663dc8b0e2617e8040ab930e773bec4a?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,1406-1003-01-ND,1406-1003-01,Vector Electronics,MOUNTING FLANGE 3U EMC SUBRACK,0,0,"22.10000","0","1","EMC","Active","Subrack Kit","-","3U = 5.250"" (133.35mm)","-","-","Aluminum"
https://nebula.wsimg.com/663dc8b0e2617e8040ab930e773bec4a?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,-,1406-1006-01-ND,1406-1006-01,Vector Electronics,MOUNTING FLANGE 6U EMC SUBRACK,0,0,"28.05000","0","1","EMC","Active","Subrack Kit","-","6U = 10.500"" (266.70mm)","-","-","Aluminum"
-,-,SW34P89/90-ND,SW34P89/90,Vector Electronics,SDWAL 3.47""X9"" RKS M4424-D5.11,0,0,"28.82000","0","1","VectorPak™","Active","-","-","-","-","-","-"
