Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Function","Modulation or Protocol","Frequency","Applications","Interface","Sensitivity","Power - Output","Data Rate (Max)","Features"
https://www.lantronix.com/wp-content/uploads/pdf/WiPort-NR_DS.pdf,//media.digikey.com/photos/LANTRONIX/WP5001000-01.JPG,1829-1014-ND,WP5001000-01,"Lantronix, Inc.",WIPORT NR (NO RADIO) BULK PACK.,129,0,"72.92000","0","1","WiPort™ NR","Active","Gateway","802.11b/g","2.4GHz","General Purpose","Ethernet, I²C, SPI","-","-","-","-"
https://nimbelink.com/Documentation/Development_Kits/NL-S2CK/30230_NL-S2CK_Datasheet.pdf,//media.digikey.com/Photos/NimbeLink/MFG_NL-S2CK.jpg,1477-1047-ND,NL-S2CK,"NimbeLink, LLC",SKYWIRE SERIAL TO CELL KIT USB,27,0,"99.00000","0","1","S2C Link™","Active","Modem","CDMA, GSM, LTE","700MHz, 850MHz, 900MHz, 1.7GHz, 1.8GHz, 1.9GHz, 2.1GHz","General Purpose","RS-232, USB","-","-","-","-"
https://www.digi.com/pdf/ds_xbeegateway.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/X2E-Z3C-E1-A.jpg,602-1323-ND,X2E-Z3C-E1-A,Digi International,GATEWAY ZIGBEE RJ-45 ETHERNET,93,0,"105.00000","0","1","ConnectPort® X2E","Active","Transceiver, Gateway","ZigBee™","2.4GHz","AMR, Consumer/PC, ISM","RJ-45 Ethernet","-102dBm","18dBm","-","IoT Gateway"
//media.digikey.com/pdf/Data%20Sheets/Multi-Tech%20Systems%20PDFs/MultiMobile_USB_V.92.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MT9234MU-CDC-XR.jpg,881-1171-ND,MT9234MU-CDC-XR,Multi-Tech Systems Inc.,MODEM V.92 DATA/FAX USB WORLD,31,0,"151.38000","0","1","MultiMobile™ USB","Active","-","-","-","-","USB","-","-","-","-"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_MB5001C%20Series.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_MB5001C-SIS.jpg,MB5001C-SIS-ND,MB5001C-SIS,ATOP Technologies,GATEWAY MODBUS RS-232/485,31,0,"156.70000","0","1","*","Active","Gateway","-","-","General Purpose","RS-232, RS-485","-","-","100Mbps","-"
https://www.digi.com/pdf/ds_connectportx2.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/X2-Z11-E-A.jpg,602-1173-ND,X2-Z11-EM-A,Digi International,GATEWAY 802.15.4 ZIGBEE ETHERNET,108,0,"158.54000","0","1","ConnectPort™ X2","Active","Transceiver, Xbee, Gateway","802.15.4 Zigbee™","2.4GHz","General Purpose","RJ-45 Ethernet","-82dBm","16dBm","11Mbps","IoT Gateway"
https://www.digi.com/pdf/ds_connectportx2.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/X2-HMU-EM-A.jpg,602-1401-ND,X2-HMU-EM-A,Digi International,GATEWAY 802.15.4 ZIGBEE ETHERNET,102,0,"169.18000","0","1","ConnectPort™ X2","Active","Transceiver, Gateway","802.15.4 Zigbee™","900MHz","General Purpose","RJ-45 Ethernet","-","-","100Mbps","IoT Gateway"
http://www.multitech.com/documents/publications/data-sheets/86002093.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MT9234ZBA-IEC.jpg,881-1139-ND,MT9234ZBA-IEC,Multi-Tech Systems Inc.,MODEM V.92 DATA/FAX WORLD PWRSUP,60,0,"187.53000","0","1","MultiModem® ZBA","Active","-","-","-","-","RS-232","-","-","-","-"
https://www.multitech.com/documents/publications/data-sheets/86002155.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTSMC-LVW2-U-SP.jpg,591-1261-ND,MTSMC-LVW2-U-SP,Multi-Tech Systems Inc.,EMBEDDED LTE SOCKETMODEM USB,78,0,"192.89000","0","1","SocketModem® Cell","Active","-","-","-","-","-","-","-","-","-"
https://www.multitech.com/documents/publications/data-sheets/86002155.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTSMC-LAT1-SP.jpg,591-1258-ND,MTSMC-LAT1-SP,Multi-Tech Systems Inc.,EMBEDDED LTE SOCKETMODEM SERIAL,102,0,"237.24000","0","1","SocketModem® Cell","Active","-","-","-","-","-","-","-","-","-"
https://www.digi.com/pdf/ds_digitransportwr11xt.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_WR11XT-1.jpg,602-2151-ND,WR11-M600-DE1-XB,Digi International,CELLULAR ROUTER 4GLTE AT&T VERIZ,332,0,"249.00000","0","1","Transport®","Active","Router","HSPA+, LTE","700MHz, 850MHz, 1.9GHz","LTE","RJ-45","-","-","10Mbps","-"
https://assets.lairdtech.com/home/brandworld/files/Product%20Brief%20-%20Sentrius%20RG1xx%20Series%20Gateway%20v1_2.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_Sentrius-Series.jpg,RG191-ND,RG191,Laird - Wireless & Thermal Systems,GATEWAY WIFI LORA ETHERNET US,217,0,"250.00000","0","1","Sentrius™","Active","Gateway","802.11a/b/g/n, Bluetooth v4.0, LoRaWAN","902MHz ~ 928MHz, 2.4GHz, 5GHz","General Purpose","Ethernet","-127dBm","28dbm","65Mbps","IoT Gateway"
https://assets.lairdtech.com/home/brandworld/files/Product%20Brief%20-%20Sentrius%20RG1xx%20Series%20Gateway%20v1_2.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_Sentrius-Series.jpg,RG186-ND,RG186,Laird - Wireless & Thermal Systems,GATEWAY WIFI LORA ETHERNET EU,172,0,"250.00000","0","1","Sentrius™","Active","Gateway","802.11a/b/g/n, Bluetooth v4.0, LoRaWAN","863MHz ~ 870MHz, 2.4GHz, 5GHz","General Purpose","Ethernet","-125dBm","25dBm","65Mbps","IoT Gateway"
https://www.sierrawireless.com/-/media/iot/pdf/datasheets/sierrawireless_fx30series_datasheet.pdf,//media.digikey.com/photos/Sierra-Wireless/FX30S_1103232.jpg,1645-1050-ND,FX30S_1103232,Sierra Wireless,GATEWAY EDGE GPRS GSM HSPA+,49,0,"266.64000","0","1","-","Active","Gateway","EDGE, GPRS, GSM, HSPA+","-","General Purpose","RS-232, RS-485","-","-","-","IoT Gateway, Expansion Slot"
https://www.sierrawireless.com/-/media/iot/pdf/datasheets/sierrawireless_fx30series_datasheet.pdf,//media.digikey.com/Photos/Sierra-Wireless/MFG_FX30_1103191.jpg,1645-1021-ND,FX30_1103214,Sierra Wireless,GATEWAY EDGE GPRS GSM HSPA+,28,0,"266.64000","0","1","-","Active","Gateway","EDGE, GPRS, GSM, HSPA+","850MHz, 900MHz, 1.8GHz, 1.9GHz","General Purpose","Ethernet","-","-","-","IoT Gateway, Expansion Slot"
http://advdownload.advantech.com/productfile/PIS/BB-ABDN-ER-DP551/Product%20-%20Datasheet/AirborneM2M-Enterprise-Series_0615ds20171129110434.pdf,//media.digikey.com/Photos/B&B%20Electronics/ABDN-ER-DP551.jpg,1165-1133-ND,BB-ABDN-ER-DP551,"B&B SmartWorx, Inc.",GATEWAY MODBUS 4 PORT,27,38,"279.06000","0","1","AirborneM2M™","Active","Bridge/Router","802.11 a/b/g/n","2.4GHz ~ 2.5GHz, 5.15GHz ~ 5.35GHz, 5.7GHz ~ 5.8GHz","General Purpose","-","-92dBm","17dBm","65Mbps","-"
https://www.multitech.com/documents/publications/data-sheets/86002163.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MultiConnect-LTE.jpg,881-1253-ND,MTR-LVW2-B07,Multi-Tech Systems Inc.,ROUTER LAN W/USB,37,0,"313.34000","0","1","MultiConnect®","Active","Router","LTE","700MHz, 1.7GHz","General Purpose","RS-232","-","-","100Mbps","-"
https://www.multitech.com/documents/publications/data-sheets/86002163.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MultiConnect-LTE.jpg,881-1249-ND,MTR-LAT1-B07,Multi-Tech Systems Inc.,LTE CAT 3 ROUTER W/O ACCESSORY K,109,0,"351.07000","0","1","MultiConnect®","Active","Router","LTE","700MHz, 850MHz, 1.7GHz, 1.9GHz","General Purpose","RS-232","-","-","100Mbps","-"
https://www.multitech.com/documents/publications/data-sheets/86002163.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MTR-LTE.jpg,881-1254-ND,MTR-LVW2-B07-US,Multi-Tech Systems Inc.,LTE CAT 3 ROUTER W/US ACCESSORY,75,0,"390.20000","0","1","MultiConnect®","Active","Router","LTE","700MHz, 1.7GHz","General Purpose","RS-232","-","-","100Mbps","-"
https://www.multitech.com/documents/publications/data-sheets/86002187.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTCAP-xxxx-xxx-001A.jpg,591-1326-ND,MTCAP-LNA3-915-001A,Multi-Tech Systems Inc.,LTE AEP PROGRAMMABLE ACCESS POIN,61,0,"452.24000","0","1","MultiConnect® Conduit™","Active","Gateway","LoRa, LTE","915MHz","General Purpose","Ethernet","-","27dBm","10Mbps","IoT Gateway"
https://www.digi.com/resources/documentation/Digidocs/pdfs/90001019.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_WR21-1.jpg,602-2156-ND,WR21-M52B-DE1-SB,Digi International,ROUTER 4G/3G LTE AT&T RS-232,72,0,"495.00000","0","1","Transport®","Active","Router","LTE, HSPA+","700MHz, 850MHz, 1.7GHz, 1.9GHz","General Purpose","RS-232","-","-","150Mbps","-"
https://www.digi.com/resources/documentation/Digidocs/pdfs/90001019.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_WR21-1.jpg,602-2162-ND,WR21-M72B-DE1-SB,Digi International,CELLULAR ROUTER GLOBAL HSPA 3G,43,0,"495.00000","0","1","Transport®","Active","-","-","-","-","-","-","-","-","-"
https://www.sierrawireless.com/-/media/iot/pdf/datasheets/sierrawireless_airlink_rv50_datasheet.pdf,//media.digikey.com/Photos/Sierra-Wireless/MFG_RV50_1102555.JPG,1719-1000-ND,RV50_1102555,Sierra Wireless AirLink,GATEWAY LTE HSPA+ETHERNET N.A.,63,0,"589.00000","0","1","AirLink®","Active","Gateway","GSM, HSPA+, LTE","700MHz, 850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.6GHz","General Purpose","Ethernet, RS-232, USB","-145dBm","29dBm","150Mbps","IoT Gateway"
https://www.hms-networks.com/docs/librariesprovider7/default-document-library/brochures-datasheets/ethernetip-to-serial-linking-device-datasheet.pdf,//media.digikey.com/Photos/HMS-Industrial-Networks/HMS-EN2SE-R_view1.jpg,1976-1036-ND,HMS-EN2SE-R,HMS Networks,ETHERNET/IP-SERIAL/DF1 LINK,35,0,"646.80000","0","1","-","Active","Modem","-","-","-","RS-232, RS-422/485","-","-","57.6kbps","-"
https://www.sierrawireless.com/-/media/iot/pdf/datasheets/sierrawireless_airlink_rv50_datasheet.pdf,//media.digikey.com/Photos/Sierra-Wireless/MFG_RV50X_1103052.jpg,1719-1003-ND,RV50X_1103052,Sierra Wireless AirLink,GATEWAY LTE HSPA+ ETHERNET EMEA,36,0,"689.00000","0","1","AirLink®","Active","Gateway","LTE, HSPA+","700MHz, 800MHz, 850MHz, 900MHz, 1.7GHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.5GHz, 2.6GHz","General Purpose","Ethernet, RS-232, USB","-145dBm","29dBm","300Mbps","IoT Gateway"
http://www.redlion.net/files/138/5277,//media.digikey.com/photos/Red%20Lion%20Photos/RAM-6021.JPG,RLC556-ND,RAM-6021,Red Lion Controls,ROUTER,28,0,"773.71000","0","1","Sixnet® Networking","Active","Router","-","-","General Purpose","RS-232, USB","-","-","-","-"
https://www.digi.com/pdf/ds_digitransportwr44rr.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_WR44RR.jpg,602-2142-ND,WR44-M8G4-AE1-MD,Digi International,CELLULAR ROUTER NA/EMEA 4G LTE,26,0,"2022.00000","0","1","Transport®","Active","-","-","-","-","-","-","-","-","-"
https://www.lantronix.com/wp-content/uploads/pdf/MatchPort-AR_PB.pdf,-,1829-1011-ND,MPR3002000-01,"Lantronix, Inc.","MATCHPORT AR DEVICE SERVER, AES",185,0,"63.50000","0","1","*","Active","Gateway","802.11b/g","2.4GHz","General Purpose","-","-","-","-","-"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_MB5001C%20Series.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_MB5001C.jpg,MB5001C-ND,MB5001C,ATOP Technologies,GATEWAY MODBUS RS-232/485,65,0,"123.62000","0","1","-","Active","Gateway","-","-","General Purpose","RS-232, RS-485","-","-","100Mbps","-"
http://www.multitech.com/documents/publications/data-sheets/86002093.pdf,//media.digikey.com/photos/Multi-Tech%20Photos/MT9234ZBA-NAM.JPG,881-1021-ND,MT9234ZBA-NAM,Multi-Tech Systems Inc.,MODEM V.92 WORLD DATA/FAX,50,0,"187.53000","0","1","MultiModem® ZBA","Active","-","-","-","-","RS-232","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/SmartFlex_SR305.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/SR30500410.jpg",1165-1340-ND,BB-SR30500410,"B&B SmartWorx, Inc.","LTE,3E,USB,2I/O,SD,232,485,2S,",50,28,"618.67000","0","1","SmartFlex™","Active","Router","802.11a/b/g/n, GPS, LTE","700MHz, 850MHz, 900MHz, 1.7GHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.4GHz, 5.4GHz","General Purpose","RS-232, USB","-","-","100Mbps","-"
https://www.digi.com/pdf/ds_connectportx4.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/X4-Z1U-U901-A.jpg,602-1805-ND,X4-Z1U-U901-A,Digi International,GATEWAY HSPA+ ZIGBEE ETHERNET,36,0,"684.00000","0","1","ConnectPort™ X4","Active","Gateway","HSPA+, Zigbee®","850MHz, 900MHz, 1.9GHz, 2.1GHz","General Purpose","Ethernet, RS-232","-","-","21Mbps","IoT Gateway"
http://update.maestro-wireless.com/E200/Maestro_E200Series_Product-brief_v20.pdf,//media.digikey.com/Photos/Maestro%20Wireless/E206XT.JPG,1530-1015-ND,E206XT-B,Maestro Wireless Solutions,ROUTER BNDL M2M 2G WAN LAN WI-FI,48,0,"676.00000","0","1","E200","Active","Router","CDMA, GPRS, GSM, HSDPA, HSPA+","850MHz, 900MHz, 1.8GHz, 1.9GHz, 2.1GHz","General Purpose","-","-","-","14.4Mbps","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-IAP_PB.pdf,//media.digikey.com/Photos/LANTRONIX/XPC10010MB-01.JPG,1829-1004-ND,XPC10010MB-01,"Lantronix, Inc.","XPICO DEVICE SERVER MODULE, EXTE",176,0,"24.43000","0","1","xPico®","Active","Router","-","-","General Purpose","Ethernet","-","-","-","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-240-Product-Brief_A4.pdf,-,1829-1113-ND,XPC240400B-02,"Lantronix, Inc.",XPICO 240 802.11 ON-ANT EDGE CON,187,0,"30.95000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-250-Product-Brief.pdf,//media.digikey.com/Photos/LANTRONIX/MFG_XPC250100B-02.jpg,1829-1111-2-ND,XPC250100B-02,"Lantronix, Inc.",XPICO 250 802.11 BT4.2 LGA,250,0,"31.95000","0","250","*","Active","-","-","-","-","-","-","-","-","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-250-Product-Brief.pdf,//media.digikey.com/Photos/LANTRONIX/MFG_XPC250100B-02.jpg,1829-1111-6-ND,XPC250100B-02,"Lantronix, Inc.",XPICO 250 802.11 BT4.2 LGA,250,0,"49.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-250-Product-Brief.pdf,//media.digikey.com/Photos/LANTRONIX/MFG_XPC250100B-02.jpg,1829-1111-1-ND,XPC250100B-02,"Lantronix, Inc.",XPICO 250 802.11 BT4.2 LGA,250,0,"49.65000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://www.lantronix.com/wp-content/uploads/pdf/MatchPort-AR_UG.pdf,-,1829-1129-ND,MPR4002000-01,"Lantronix, Inc.",MATCHPORT AR DEVICE SERVER W/ 8M,100,0,"70.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://update.maestro-wireless.com/E220/E220-Series_Product-brief.pdf,-,1530-1024-ND,E228#245DH#25,Maestro Wireless Solutions,4-BAND LTE CAT. 4 CELL RTR W/ 2-,26,0,"304.50000","0","1","E220","Active","Router","802.11 b/g/n","2.4GHz","General Purpose","Ethernet, RS-485","-","-","150Mbps","-"
https://accelerated.com/resources/files/products/6310-DX/Accelerated_6310-DX_LTE_Router_Data_Sheet.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_ASB-6310-DX0x-OUS.jpg,602-2228-ND,ASB-6310-DX06-OUS,Digi International,ACCELERATED 6310-DX06 LTE ROUTER,37,0,"399.00000","0","1","6310-DX","Active","Router","LTE","-","General Purpose","RJ-45","-","-","-","IoT Gateway"
http://advdownload.advantech.com/productfile/PIS/BB-SL30200110-XSWH/Product%20-%20Datasheet/DataSheet_SmartStart_SL30_07122017_email20171214055311.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/SL30210110.JPG",1165-1394-ND,BB-SL30210110-XSWH,"B&B SmartWorx, Inc.",GATEWAY 802.11/LTE/WLAN ETHERNET,27,26,"399.99000","0","1","SmartStart™","Active","Gateway","802.11 b/g/n, LTE, WLAN","700MHz, 850MHz, 900MHz, 1.7GHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.4GHz, 2.6GHz","General Purpose","Ethernet, RS-232","-","-","150Mbps","IoT Gateway"
-,-,1468-1014-ND,CG0199-12102,Option NV,OPTION CLOUDGATE LTE GATEWAY WIT,49,0,"447.97000","0","1","Cloudgate","Active","Gateway","LTE","700Hz, 800Hz, 850Hz, 900Hz, 1.7GHz, 1.8GHz, 1.9GHz, 2.1GHz, 2.6GHz","General Purpose","Ethernet, RJ-45","-","-","42Mbps","-"
//media.digikey.com/pdf/Data%20Sheets/Vicotee%20PDFs/Vicotee%20Bifrost%20Gateway%20Datasheet.pdf,//media.digikey.com/Photos/Vicotee/MFG_1100800.jpg,1732-1001-ND,1100800,Vicotee,GATEWAY 802.11N ETHERNET USB,50,0,"457.50000","0","1","Bifrost","Active","Gateway","802.11n","2.4GHz","General Purpose","Ethernet, USB","-93dBm","8dBm","-","IoT Gateway"
https://accelerated.com/resources/files/products/6330-MX/Accelerated_6330-MX_LTE_Router_Data_Sheet.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_ASB-6330-MX04-OUS.jpg,602-2232-ND,ASB-6330-MX06-OUS,Digi International,ACCELERATED 6330-MX06 LTE ROUTER,26,0,"649.00000","0","1","6330-MX","Active","Router","LTE","-","General Purpose","RJ-45","-","-","-","IoT Gateway"
https://accelerated.com/resources/files/products/6350-SR/Accelerated_6350-SR_LTE_Router_Data_Sheet.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_ASN-6350-SR0x-GLB_Front.jpg,602-2235-ND,ASN-6350-SR06-GLB,Digi International,ACCELERATED 6350-SR06 LTE ROUTER,30,0,"699.00000","0","1","6350-SR","Active","Router","LTE","-","General Purpose","RJ-45","-","-","-","IoT Gateway"
//media.digikey.com/pdf/Data%20Sheets/Digi%20International%20PDFs/DIGI_WR54_Preliminary_11-30-18.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_WR54-Ax06_View-1.jpg,602-2279-ND,WR54-A106,Digi International,"TRANSPORT WR54 SINGLE LTE, WI-FI",50,0,"1195.01000","0","1","Transport®","Active","Router","802.11a/b/g/n/ac, HSPA, LTE","850MHz, 900MHz, 1.7GHz, 1.8GHz, 1.9GHz, 2.1GHz","LTE","RJ-45, RS-232","-163dBm","-","600Mbps","-"
//media.digikey.com/pdf/Data%20Sheets/Digi%20International%20PDFs/DIGI_WR54_Preliminary_11-30-18.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_WR54-Ax06_View-1.jpg,602-2280-ND,WR54-A206,Digi International,"TRANSPORT WR54 DUAL LTE, WI-FI,",48,0,"1495.01000","0","1","Transport®","Active","Router","802.11a/b/g/n/ac, HSPA, LTE","850MHz, 900MHz, 1.7GHz, 1.8GHz, 1.9GHz, 2.1GHz","LTE","RJ-45, RS-232","-163dBm","-","600Mbps","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-Wi-Fi-SMT_DS.pdf,-,1829-1001-2-ND,XPCW1002100B,"Lantronix, Inc.",XPICO WI-FI EMBEDDED IEEE 802.11,0,0,"18.75000","0","250","xPico®","Active","Gateway","802.11 b/g/n","2.4GHz","General Purpose","SPI, USB","-93dBm","16.5dBm","65Mbps","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-Wi-Fi-SMT_DS.pdf,-,1829-1001-1-ND,XPCW1002100B,"Lantronix, Inc.",XPICO WI-FI EMBEDDED IEEE 802.11,238,0,"30.71000","0","1","xPico®","Active","Gateway","802.11 b/g/n","2.4GHz","General Purpose","SPI, USB","-93dBm","16.5dBm","65Mbps","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-Wi-Fi-SMT_DS.pdf,-,1829-1001-6-ND,XPCW1002100B,"Lantronix, Inc.",XPICO WI-FI EMBEDDED IEEE 802.11,238,0,"Digi-Reel","0","1","xPico®","Active","Gateway","802.11 b/g/n","2.4GHz","General Purpose","SPI, USB","-93dBm","16.5dBm","65Mbps","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-Wi-Fi-SMT_DS.pdf,-,1829-1002-2-ND,XPCW1003100B,"Lantronix, Inc.",XPICO WI-FI EMBEDDED IEEE 802.11,0,0,"18.75000","0","250","xPico®","Active","Gateway","802.11 b/g/n","2.4GHz","General Purpose","SPI, USB","-93dBm","16.5dBm","54Mbps","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-Wi-Fi-SMT_DS.pdf,-,1829-1002-1-ND,XPCW1003100B,"Lantronix, Inc.",XPICO WI-FI EMBEDDED IEEE 802.11,155,0,"30.71000","0","1","xPico®","Active","Gateway","802.11 b/g/n","2.4GHz","General Purpose","SPI, USB","-93dBm","16.5dBm","54Mbps","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-Wi-Fi-SMT_DS.pdf,-,1829-1002-6-ND,XPCW1003100B,"Lantronix, Inc.",XPICO WI-FI EMBEDDED IEEE 802.11,155,0,"Digi-Reel","0","1","xPico®","Active","Gateway","802.11 b/g/n","2.4GHz","General Purpose","SPI, USB","-93dBm","16.5dBm","54Mbps","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-240-Product-Brief_A4.pdf,//media.digikey.com/Photos/LANTRONIX/MFG_XPC240200B-02.jpg,1829-1110-2-ND,XPC240200B-02,"Lantronix, Inc.",XPICO 240 802.11 ON-ANT LGA,0,0,"28.50000","0","250","*","Active","-","-","-","-","-","-","-","-","-"
https://www.lantronix.com/wp-content/uploads/pdf/xPico-240-Product-Brief_A4.pdf,//media.digikey.com/Photos/LANTRONIX/MFG_XPC240200B-02.jpg,1829-1110-1-ND,XPC240200B-02,"Lantronix, Inc.",XPICO 240 802.11 ON-ANT LGA,240,0,"44.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
