Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Configuration","Number of Ports","Copper Ports","Copper Type","Fiber Ports","Fiber Type","SFP/XFP Ports","SFP/XFP Type","PoE Ports","Connector Type","Voltage - Input","Ingress Protection","Mounting Type","Operating Temperature"
http://advdownload.advantech.com/productfile/PIS/BB-ESW205/Product%20-%20Datasheet/ESW20x-Series_3713ds20171129111009.pdf,//media.digikey.com/Photos/B&B%20Electronics/ESW205.jpg,1165-1115-ND,BB-ESW205,"B&B SmartWorx, Inc.",NETWORK 5 PORT HARDWARE,19,5,"119.00000","0","1","-","Active","-","Fixed","5","5","10/100","-","-","-","-","-","RJ45","12 ~ 36VDC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EH2308-PR%26EH2304-PR-V3.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_EH2308-PR.jpg,EH2308-PR-ND,EH2308-PR,ATOP Technologies,NETWORK SWITCH-UNMANAGED 8 PORT,3,0,"120.53000","0","1","EH","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","-","-","DIN Rail","-10°C ~ 70°C"
-,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_FCOPPER-SFP-100.jpg,RLC555-ND,FCOPPER-SFP-100,Red Lion Controls,NETWORK SFP TRANSCEIVER 1 PORT,3,0,"135.14000","0","1","-","Active","SFP Transceiver","Fixed + SFP","1","1","10/100","-","SFP","-","-","-","RJ45, SFP","-","-","DIN Rail","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/24030080010_100564876DRW000A.pdf,//media.digikey.com/Photos/Harting/24030080010.jpg,1195-3611-ND,24030080010,HARTING,NETWORK SWITCH-UNMANAGED 8 PORT,9,0,"154.43000","0","1","eCon 3000","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","9 ~ 60VDC","IP30","DIN Rail","0°C ~ 55°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_EHG7300%20v1_0.pdf,//media.digikey.com/Photos/ATOP-Technologies/EHG7306-1SFP.jpg,EHG7306-1SFP-ND,EHG7306-1SFP,ATOP Technologies,NETWORK SWITCH-UNMANAGED 6 PORT,4,0,"164.02000","0","1","EH","Active","Switch - Unmanaged","Fixed + SFP","6","5","10/100/1000","Up to 1","SFP","1","SFP, Gigabit","-","RJ45, SFP","-","IP30","DIN Rail","-40°C ~ 70°C"
http://advdownload.advantech.com/productfile/PIS/BB-ESW205/Product%20-%20Datasheet/ESW20x-Series_3713ds20171129111009.pdf,//media.digikey.com/Photos/B&B%20Electronics/ESW205-T.JPG,1165-1169-ND,BB-ESW205-T,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,2,8,"179.00000","0","1","ESW","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","-","RJ45","12 ~ 36VDC, 10 ~ 24VAC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.belden.com/docs/upload/SPIDER-SL-20-01T1M29999SZ9HHHH.pdf,//media.digikey.com/photos/Hirschmann/SPIDER-SL-20-01T1M29999SZ9HHHH.JPG,1797-1004-ND,SPIDER-SL-20-01T1M29999SZ9HHHH,Hirschmann,NETWORK SWITCH-UNMANAGED 1 PORT,3,0,"179.79000","0","1","-","Active","Switch - Unmanaged","Fixed","1","1","10/100","-","-","-","-","-","RJ45","-","IP30","DIN Rail","0°C ~ 60°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24030080000_100564875DRW000A.pdf,//media.digikey.com/Photos/Harting/24030080000.jpg,1195-5493-ND,24030080000,HARTING,NETWORK SWITCH-UNMANAGED 8 PORT,6,0,"183.73000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","9 ~ 60VDC","IP30","DIN Rail","-40°C ~ 70°C"
http://www.belden.com/docs/upload/SPIDER-SL-20-08T1999999SZ9HHHH.pdf,//media.digikey.com/Photos/Hirschmann/MFG_SPIDER-SL-20-08T1999999SZ9HHHH.jpg,1797-1006-ND,SPIDER-SL-20-08T1999999SZ9HHHH,Hirschmann,NETWORK SWITCH-UNMANAGED 8 PORT,2,0,"186.71000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","-","IP30","DIN Rail","0°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/BB-ESW105/Product%20-%20Datasheet/ESW10x-Series_4814ds20171129111002.pdf,//media.digikey.com/Photos/B&B%20Electronics/ESW105-ML.jpg,1165-1043-ND,BB-ESW105-ML,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,8,100,"199.00000","0","1","ESW","Active","Switch - Unmanaged","Fixed","5","4","10/100","1","100BASE-FX (Multimode)","-","-","-","RJ45, LC","12 ~ 36VDC, 10 ~ 24VAC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.belden.com/docs/upload/SPIDER-III-Standard-and-Premium-Line-Switches-Brochure.pdf,//media.digikey.com/Photos/Hirschmann/MFG_SPIDER-SL-20-04T1M29999SZ9HHHH.jpg,1797-1008-ND,SPIDER-SL-20-04T1M29999SZ9HHHH,Hirschmann,NETWORK SWITCH-UNMANAGED 4 PORT,7,0,"200.55000","0","1","-","Active","Switch - Unmanaged","Fixed","4","4","10/100","-","-","-","-","-","RJ45","-","IP30","DIN Rail","0°C ~ 60°C"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2891027,//media.digikey.com/Photos/Phoenix%20Photos/2891027.JPG,277-3191-ND,2891027,Phoenix Contact,NETWORK SWITCH-UNMANAGED 5 PORT,9,113,"225.00000","0","1","-","Active","Switch - Unmanaged","Fixed","5","4","10/100","1","100BASE-FX (Multimode)","-","-","-","RJ45, SC-D","12 ~ 48VDC","IP20","DIN Rail","0°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/Ethernet_Switch_SG.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_EKI-5525M-AE.jpg,EKI-5525MI-AE-ND,EKI-5525MI-AE,"B&B SmartWorx, Inc.",NETWORK SWITCH-ADVANCED 5 PORT,9,0,"235.00000","0","1","EKI","Active","Switch - Advanced","Fixed","5","4","10/100","1","100BASE-FX (Multimode)","-","-","-","RJ45, SC","12 ~ 48VDC","IP30","DIN Rail","-40°C ~ 75°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24034060010_100573121DRW000A.pdf,//media.digikey.com/Photos/Harting/24034060010.jpg,1195-3618-ND,24034060010,HARTING,NETWORK SWITCH-UNMANAGED 6 PORT,2,0,"249.81000","0","1","eCon 3000","Active","Switch - Unmanaged","Fixed","6","6","10/100/1000","-","-","-","-","-","RJ45","9 ~ 60VDC","IP30","DIN Rail","0°C ~ 55°C"
http://www.belden.com/docs/upload/SPIDER-III-Standard-and-Premium-Line-Switches-Brochure.pdf,//media.digikey.com/Photos/Hirschmann/MFG_SPIDER-SL-40-08T1999999SY9HHHH.jpg,1797-1010-ND,SPIDER-SL-40-08T1999999SY9HHHH,Hirschmann,NETWORK SWITCH-UNMANAGED 8 PORT,3,0,"263.61000","0","1","-","Active","Switch - Unmanaged","Fixed","8","8","10/100/1000","-","-","-","-","-","RJ45","-","IP30","DIN Rail","0°C ~ 60°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_EHG7300%20v1_0.pdf,//media.digikey.com/Photos/ATOP-Technologies/EHG7307-4POE-2SFP.jpg,EHG7307-4POE-2SFP-ND,EHG7307-4POE-2SFP,ATOP Technologies,NETWORK SWITCH-UNMANAGED 7 PORT,6,0,"282.65000","0","1","EH","Active","Switch - Unmanaged","Fixed + SFP","7","5","10/100/1000","Up to 2","SFP","2","SFP, Gigabit","4","RJ45, SFP","-","IP30","DIN Rail","-40°C ~ 70°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24030060030_100564852DRW000A.pdf,//media.digikey.com/Photos/Harting/24030060030.JPG,1195-3614-ND,24030060030,HARTING,NETWORK SWITCH-UNMANAGED 6 PORT,2,0,"288.72000","0","1","eCon 3000","Active","Switch - Unmanaged","Fixed","6","6","10/100","-","-","-","-","4","RJ45","47 ~ 60VDC","IP30","DIN Rail","0°C ~ 55°C"
http://advdownload.advantech.com/productfile/PIS/BB-ESW105/Product%20-%20Datasheet/ESW10x-Series_4814ds20171129111002.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_ESW105-SL.jpg,1165-1044-ND,BB-ESW105-SL,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 5 PORT,3,0,"299.00000","0","1","ESW","Active","Switch - Unmanaged","Fixed","5","4","10/100","1","100BASE-FX (Singlemode)","-","-","-","RJ45, LC","12 ~ 36VDC, 10 ~ 24VAC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.redlion.net/sites/default/files/138/3500/105TX-POE%20Data%20Sheet_0.pdf,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_105TX-POE.jpg,RLC266-ND,105TX-POE,Red Lion Controls,NETWORK SWITCH-UNMANAGED 5 PORT,4,0,"320.79000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100","-","-","-","-","4","RJ45","46 ~ 49VDC","-","DIN Rail","-40°C ~ 80°C"
https://www.e-catalog.beldensolutions.com/pdfreport_pimobject.xhtml?ip=false&path=57078-24455-402707-402708&locale=en&ip=false,//media.digikey.com/Photos/Hirschmann/GECKO-4TX.jpg,1797-1011-ND,GECKO 4TX,Hirschmann,NETWORK SWITCH-MANAGED 4 PORT,24,0,"321.55000","0","1","Gecko","Active","Switch - Managed","Fixed","4","4","10/100","-","-","-","-","-","RJ45","-","IP30","DIN Rail","0°C ~ 60°C"
http://www.belden.com/docs/upload/SPIDER-III-Standard-and-Premium-Line-Switches-Brochure.pdf,//media.digikey.com/Photos/Hirschmann/SPIDER-SL-20-06T1M2M299SY9HHHH.jpg,1797-1012-ND,SPIDER-SL-20-06T1M2M299SY9HHHH,Hirschmann,NETWORK SWITCH-UNMANAGED 8 PORT,25,0,"338.84000","0","1","-","Active","Switch - Unmanaged","Fixed","8","6","10/100","2","Gigabit (Multimode)","-","-","-","RJ45","-","IP30","DIN Rail","0°C ~ 60°C"
http://www.redlion.net/files/138/3432,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_306TX.jpg,RLC272-ND,306TX,Red Lion Controls,NETWORK SWITCH-UNMANAGED 6 PORT,5,0,"338.91000","0","1","N-TRON®","Active","Switch - Unmanaged","Fixed","6","6","10/100","-","-","-","-","-","RJ45","10 ~ 30VDC","-","DIN Rail","-40°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891391.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891391.jpg,277-10377-ND,2891391,Phoenix Contact,NETWORK SWITCH-UNMANAGED 4 PORT,12,7,"355.00000","0","1","-","Active","Switch - Unmanaged","Fixed","4","4","10/100/1000","-","-","-","-","-","RJ45","10 ~ 60VDC","IP20","DIN Rail","-40°C ~ 75°C"
http://advdownload.advantech.com/productfile/PIS/EKI-2706E-1GFPI/Product%20-%20Datasheet/EKI-2706E-1GFP_I_2706G-1GFP_I_DS(02.07.18)20180208101019.pdf,-,EKI-2706G-1GFP-AE-ND,EKI-2706G-1GFP-AE,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 6 PORT,2,0,"359.00000","0","1","-","Active","Switch - Unmanaged","Fixed + SFP","6","5","10/100/1000","Up to 1","SFP","1","SFP, Gigabit","4","RJ45, SFP","48VDC","IP30","DIN Rail","-10°C ~ 60°C"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2891110,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891110.jpg,277-2445-ND,2891110,Phoenix Contact,NETWORK SWITCH-MANAGED 8 PORT,3,0,"365.00000","0","1","-","Active","Switch - Managed","Fixed","8","7","10/100","1","100BASE-FX (Multimode)","-","-","-","RJ45, ST","12 ~ 24VDC","IP20","DIN Rail","0°C ~ 60°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24034060030_100573098DRW000A.pdf,//media.digikey.com/Photos/Harting/24034060030.JPG,1195-3621-ND,24034060030,HARTING,NETWORK SWITCH-UNMANAGED 6 PORT,10,0,"393.92000","0","1","eCon 3000","Active","Switch - Unmanaged","Fixed","6","6","10/100/1000","-","-","-","-","4","RJ45","47 ~ 60VDC","IP30","DIN Rail","0°C ~ 55°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EH7506%2608%2612_v3_2017.pdf,//media.digikey.com/Photos/ATOP-Technologies/EH7506-2SFP.jpg,EH7506-2SFP-ND,EH7506-2SFP,ATOP Technologies,NETWORK SWITCH-MANAGED 6 PORT,2,0,"395.42000","0","1","EH","Active","Switch - Managed","Fixed + SFP","6","4","10/100/1000","Up to 2","SFP","2","SFP, Gigabit","-","RJ45, SFP","-","IP30","DIN Rail","-20°C ~ 70°C"
http://www.redlion.net/files/138/3435,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_309FX-ST.jpg,RLC548-ND,309FX-ST,Red Lion Controls,NETWORK SWITCH-UNMANAGED 9 PORT,5,0,"410.28000","0","1","N-TRON®","Active","Switch - Unmanaged","Fixed","9","8","10/100","1","100BASE-FX (Multimode)","-","-","-","RJ45, ST","10 ~ 30VDC","-","DIN Rail","-40°C ~ 85°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EH7310-V3.pdf,//media.digikey.com/Photos/ATOP-Technologies/EH7310-x-2Fx.jpg,EH7310-2FS-ND,EH7310-2FS,ATOP Technologies,NETWORK SWITCH-UNMANAGED 10 PORT,6,0,"424.05000","0","1","EH","Active","Switch - Unmanaged","Fixed","10","8","10/100","2","100BASE-FX (Multimode)","-","-","-","RJ45, SC","12 ~ 48VDC","IP30","DIN Rail","-40°C ~ 80°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24034041130_100573116DRW000A.pdf,//media.digikey.com/Photos/Harting/24034041130.JPG,1195-3623-ND,24034041130,HARTING,NETWORK SWITCH-UNMANAGED 5 PORT,2,0,"436.66000","0","1","eCon 3000","Active","Switch - Unmanaged","Fixed","5","4","10/100/1000","1","Gigabit (Multimode)","-","-","4","RJ45, SC","47 ~ 60VDC","IP30","DIN Rail","0°C ~ 55°C"
http://downloadt.advantech.com/ProductFile/PIS/EKI-5526-PN/Product%20-%20Datasheet/EKI-5526_I-PN_EKI-5528_I-PN20161013155416.pdf,-,EKI-5528-PN-AE-ND,EKI-5528-PN-AE,"B&B SmartWorx, Inc.",NETWORK SWITCH-MANAGED 8 PORT,3,0,"469.00000","0","1","-","Active","Switch - Managed","Fixed","8","8","10/100","-","-","-","-","-","RJ45","12 ~ 48VDC","IP30","DIN Rail","-10°C ~ 60°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EH7506%2608%2612_v3_2017.pdf,//media.digikey.com/photos/Recom%20Power%20Inc/EH7508-4G-4POE-4SFP.JPG,EH7508-4G-4POE-4SFP-ND,EH7508-4G-4POE-4SFP,ATOP Technologies,NETWORK SWITCH-MANAGED 6 PORT,5,0,"469.04000","0","1","EH","Active","Switch - Managed","Fixed + SFP","6","4","10/100/1000","Up to 2","SFP","2","SFP, Gigabit","4","RJ45, SFP","-","IP30","DIN Rail","-20°C ~ 70°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EH7506%2608%2612_v3_2017.pdf,//media.digikey.com/Photos/ATOP-Technologies/EH7512-4G-4SFP.JPG,EH7512-4G-4SFP-ND,EH7512-4G-4SFP,ATOP Technologies,NETWORK SWITCH-MANAGED 16 PORT,3,0,"482.68000","0","1","EH","Active","Switch - Managed","Fixed + SFP","16","12","10/100/1000","Up to 4","SFP","4","SFP, Gigabit","-","RJ45, SFP","-","IP30","DIN Rail","-20°C ~ 70°C"
http://select.phoenixcontact.com/phoenix/dwld/db_en_fl_hub_8_16tx_zf_7179_en_03.pdf;jsessionid=8D02705F905BA15D1514EDB086DF8477.select-lin-dmz-app02-download?cp=y&asid2=8462120184194,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2832551.jpg,277-3034-ND,2832551,Phoenix Contact,NETWORK HUB 8 PORT,5,0,"489.00000","0","1","-","Active","Hub","Fixed","8","8","10/100","-","-","-","-","-","RJ45","18.5 ~ 30.5VDC","IP20","DIN Rail","0°C ~ 60°C"
http://select.phoenixcontact.com/phoenix/dwld/2732_en_D.pdf?cp=y&asid2=217789019353132,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891314.jpg,277-2446-ND,2891314,Phoenix Contact,NETWORK SWITCH-UNMANAGED 8 PORT,4,0,"515.00000","0","1","-","Active","Switch - Unmanaged","Fixed","8","6","10/100","2","100BASE-FX (Multimode)","-","-","-","RJ45, SC","12 ~ 24VDC","IP20","DIN Rail","-25°C ~ 75°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24031080030_100627437DRW002A.pdf,//media.digikey.com/Photos/Harting/MFG_24031080030.jpg,1195-5584-ND,24031080030,HARTING,NETWORK SWITCH-UNMANAGED 8 PORT,3,0,"526.42000","0","1","eCon 3000","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","4","RJ45","18 ~ 60VDC","IP30","DIN Rail","0°C ~ 55°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EH7506%2608%2612_v3_2017.pdf,//media.digikey.com/Photos/ATOP-Technologies/EH7512-4G-4POE-4SFP.JPG,EH7512-4G-4POE-4SFP-ND,EH7512-4G-4POE-4SFP,ATOP Technologies,NETWORK SWITCH-MANAGED 16 PORT,2,0,"527.67000","0","1","EH","Active","Switch - Managed","Fixed + SFP","16","12","10/100/1000","Up to 4","SFP","4","SFP, Gigabit","4","RJ45, SFP","-","IP30","DIN Rail","-20°C ~ 70°C"
http://www.redlion.net/sites/default/files/138/3499/105FX-POE%20Data%20Sheet_0.pdf,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_105FXE-SC-15-POE.jpg,RLC546-ND,105FXE-SC-15-POE,Red Lion Controls,NETWORK SWITCH-UNMANAGED 5 PORT,2,0,"547.72000","0","1","N-TRON®","Active","Switch - Unmanaged","Fixed","5","4","10/100","1","100BASE-FX (Singlemode)","-","-","4","RJ45, SC","46 ~ 49VDC","-","DIN Rail","-40°C ~ 85°C"
https://www.e-catalog.beldensolutions.com/pdfreport_pimobject.xhtml?ip=false&path=57078-24455-49855-50103-40941&locale=en&ip=false,//media.digikey.com/Photos/Hirschmann/MFG_SPIDER-II-GIGA-5T%5E2S-EEC.jpg,1797-1014-ND,SPIDER II GIGA 5T/2S EEC,Hirschmann,NETWORK SWITCH-UNMANAGED 5 PORT,11,0,"561.31000","0","1","-","Active","Switch - Unmanaged","Fixed","5","5","10/100/1000","-","-","-","-","-","RJ45","18 ~ 32VDC","IP30","DIN Rail","-10°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2832726.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2832726.jpg,277-3078-ND,2832726,Phoenix Contact,NETWORK SWITCH-UNMANAGED 8 PORT,3,456,"579.00000","0","1","-","Active","Switch - Unmanaged","Fixed","8","7","10/100","1","100BASE-FX (Multimode)","-","-","-","RJ45, SC","18.5 ~ 30.2VDC","IP20","-","0°C ~ 55°C"
http://www.redlion.net/files/138/3438,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_508TX.jpg,RLC550-ND,508TX,Red Lion Controls,NETWORK SWITCH-UNMANAGED 8 PORT,2,0,"581.23000","0","1","N-TRON®","Active","Switch - Unmanaged","Fixed","8","8","10/100","-","-","-","-","-","RJ45","10 ~ 30VDC","-","DIN Rail","-40°C ~ 85°C"
-,//media.digikey.com/Photos/Phoenix%20Photos/2891952.JPG,277-7437-ND,2891952,Phoenix Contact,NETWORK SWITCH-UNMANAGED 16 PORT,3,68,"585.00000","0","1","-","Active","Switch - Unmanaged","Fixed","16","16","10/100","-","-","-","-","-","RJ45","12 ~ 48VDC","IP20","-","0°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2832577.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2832577.jpg,277-3162-ND,2832577,Phoenix Contact,NETWORK SWITCH-UNMANAGED 8 PORT,2,89,"585.00000","0","1","-","Active","Switch - Unmanaged","Fixed","8","7","10/100","1","100BASE-FX (Multimode)","-","-","-","ST","18.5 ~ 30.2VDC","IP20","-","0°C ~ 55°C"
http://advdownload.advantech.com/productfile/PIS/BB-ESWGP206-2SFP-T/Product%20-%20Datasheet/ESWGP206-2SFP-T_R1_3715ds20171129111056.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_ESWGP206-2SFP-T.jpg,1165-1246-ND,BB-ESWGP206-2SFP-T,"B&B SmartWorx, Inc.",NETWORK SWITCH-UNMANAGED 6 PORT,2,6,"599.00000","0","1","ESW","Active","Switch - Unmanaged","Fixed + SFP","6","4","10/100/1000","-","-","2","SFP, Gigabit","4","RJ45, SFP","24 ~ 52VDC","IP30","DIN Rail","-40°C ~ 85°C"
http://www.redlion.net/files/138/4002,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_ET-8MS-OEM-1.jpg,RLC648-ND,ET-8MS-OEM-1,Red Lion Controls,8-PORT MNGS OPT PC104 SIZE,9,0,"609.24000","0","1","Sixnet® Networking","Active","Switch - Managed","Fixed","8","8","10/100/1000","-","-","-","-","-","-","5VDC","-","DIN Rail","-40°C ~ 75°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24034160010_100651580DRW002A.pdf,//media.digikey.com/Photos/Harting/24034160010.jpg,1195-5679-ND,24034160010,HARTING,NETWORK SWITCH-UNMANAGED 16 PORT,2,0,"631.80000","0","1","-","Active","Switch - Unmanaged","Fixed","16","16","10/100/1000","-","-","-","-","-","RJ45","9 ~ 60VDC","-","DIN Rail","-40°C ~ 70°C"
http://www.redlion.net/files/138/3432,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_306FX2-N-ST.jpg,RLC271-ND,306FX2-N-ST,Red Lion Controls,NETWORK SWITCH-ADVANCED 6 PORT,4,0,"644.86000","0","1","N-TRON®","Active","Switch - Advanced","Fixed","6","4","10/100","2","100BASE-FX (Multimode)","-","-","-","RJ45, ST","10 ~ 30VDC","-","DIN Rail","-20°C ~ 70°C"
https://www.e-catalog.beldensolutions.com/pdfreport_pimobject.xhtml?ip=false&path=57078-24455-49855-50103-400961&locale=en&ip=false,//media.digikey.com/Photos/Hirschmann/MFG_SPIDER-II-16TX-EEC.jpg,1797-1016-ND,SPIDER II 16TX EEC,Hirschmann,NETWORK SWITCH-UNMANAGED 16 PORT,18,0,"657.70000","0","1","-","Active","Switch - Unmanaged","Fixed","16","16","10/100","-","-","-","-","-","RJ45","18 ~ 32VDC","IP30","DIN Rail","-40°C ~ 70°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24024160010_100650333DRW002A.pdf,//media.digikey.com/Photos/Harting/24020160010.JPG,1195-5677-ND,24024160010,HARTING,NETWORK SWITCH-UNMANAGED 16 PORT,3,0,"660.56000","0","1","-","Active","Switch - Unmanaged","Fixed","16","16","10/100/1000","-","-","-","-","-","RJ45","9 ~ 60VDC","-","DIN Rail","0°C ~ 55°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_EH7520.pdf,//media.digikey.com/Photos/ATOP-Technologies/EH7520.JPG,EH7520-4G-4SFP-ND,EH7520-4G-4SFP,ATOP Technologies,NETWORK SWITCH-MANAGED 24 PORT,7,0,"663.07000","0","1","EH","Active","Switch - Managed","Fixed + SFP","24","20","10/100/1000","Up to 4","SFP","4","SFP, Gigabit","-","RJ45, SFP","-","IP30","DIN Rail","-20°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/FL_Switch_300.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891031.jpg,277-12419-ND,2891031,Phoenix Contact,NETWORK SWITCH-MANAGED 8 PORT,3,0,"665.01000","0","1","-","Active","Switch - Managed","Fixed","8","8","10/100","-","-","-","-","-","RJ45","12 ~ 48VDC","IP20","DIN Rail","-10°C ~ 60°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/24024160000_100614054DRW002A.pdf,//media.digikey.com/Photos/Harting/24020160000.JPG,1195-5676-ND,24024160000,HARTING,NETWORK SWITCH-UNMANAGED 16 PORT,2,0,"668.25000","0","1","-","Active","Switch - Unmanaged","Fixed","16","16","10/100/1000","-","-","-","-","-","RJ45","9 ~ 60VDC","-","DIN Rail","-40°C ~ 70°C"
http://www.redlion.net/files/138/3471,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_7506GX2.jpg,RLC278-ND,7506GX2,Red Lion Controls,NETWORK SWITCH-MANAGED 6 PORT,2,0,"690.49000","0","1","N-TRON®","Active","Switch - Managed","Fixed + SFP","6","4","10/100/1000","-","-","2","SFP, Gigabit","-","RJ45, SFP","10 ~ 49VDC","-","DIN Rail","-40°C ~ 80°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2832632.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2832632.jpg,277-2926-ND,2832632,Phoenix Contact,NETWORK SWITCH-MANAGED 8 PORT,7,57,"691.01000","0","1","-","Active","Switch - Managed","Fixed","8","8","10/100","-","-","-","-","-","RJ45","18.5 ~ 30.5VDC","IP20","DIN Rail","-40°C ~ 70°C"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2891934,//media.digikey.com/Photos/Phoenix%20Photos/2891934.JPG,277-7436-ND,2891934,Phoenix Contact,NETWORK SWITCH-UNMANAGED 16 PORT,2,33,"729.00000","0","1","-","Active","Switch - Unmanaged","Fixed","16","15","10/100","1","100BASE-FX (Multimode)","-","-","-","RJ45, SC","12 ~ 48VDC","IP20","DIN Rail","0°C ~ 60°C"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2891035,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891035.jpg,277-14754-ND,2891035,Phoenix Contact,NETWORK SWITCH-MANAGED 8 PORT,3,0,"735.00000","0","1","-","Active","Switch - Managed","Fixed","8","8","10/100","-","-","-","-","-","RJ45","12 ~ 48VDC","IP20","DIN Rail","-40°C ~ 75°C"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2891935,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891935.jpg,277-3107-ND,2891935,Phoenix Contact,NETWORK SWITCH-UNMANAGED 16 PORT,4,33,"935.00000","0","1","-","Active","Switch - Unmanaged","Fixed","16","14","10/100","2","100BASE-FX (Multimode)","-","-","-","RJ45, SC","12 ~ 48VDC","IP20","-","0°C ~ 60°C"
