Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Features","For Use With/Related Products"
https://www.mgchemicals.com/downloads/tds/tds-8331S-2parts.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_8331S-15G.jpg,473-1178-ND,8331S-15G,MG Chemicals,SILVER CONDUC EPOXY 15G SYR,156,0,"58.57000","0","1","8331S","Active","Epoxy, 2 Part","Conductive","Steel, Aluminum, Plastic, Rubber, Glass"
https://tdsna.henkel.com/NA/UT/HNAUTTDS.nsf/web/F70E295D336288C1882571870000D7D7/$File/SI%205140-EN.pdf,//media.digikey.com/Photos/Loctite/135263.jpg,1000-117-ND,135263,LOCTITE,SI 5140 METHOXY 300ML CQ/BN,241,0,"64.10000","0","1","LOCTITE® 5140™","Active","Potting Compound, 1 Part","Non-Corrosive","Potting"
http://multimedia.3m.com/mws/media/66773O/3mtm-scotch-weldtm-epoxy-potting-compound-adhesive-dp270.pdf,//media.digikey.com/photos/3M%20Photos/DP270-BLACK-200ML.jpg,3M6437-ND,DP270-BLACK-200ML,3M,POTTING COMPOUND BLACK 200ML,115,0,"71.48000","0","1","Scotch-Weld™ DP270","Active","Potting Compound, 2 Part","Black, 200mL","Sealing Electronic Components"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/RTV162.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_RTV162-300ML.jpg,473-1203-ND,RTV162-300ML,MG Chemicals,ADHESIVE SEAL SIL NON-CORROSIVE,349,0,"86.98000","0","1","RTV","Active","Potting Compound, 1 Part","-","Non Corrosive"
http://multimedia.3m.com/mws/media/66998O/scotch-weldtm-epoxy-adhesive-dp420-blck-ns-blck-offwhit-lh.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_DP420NS.jpg,3M156063-ND,DP420NS-BLACK-200ML,3M,EPOXY ADHESIVE BLACK 200ML,91,0,"101.70000","0","1","Scotch-Weld™ DP420NS","Active","Epoxy, 2 Part","Black, 200mL","Multi-Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2-1773464-2_adhesives&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/S1125-KIT-1.jpg,A121115-ND,S1125-KIT-1,"TE Connectivity Aerospace, Defense and Marine",SEALANT/ADHESIVE,30,0,"110.37000","0","1","-","Active","-","-","-"
http://multimedia.3m.com/mws/media/66773O/3mtm-scotch-weldtm-epoxy-potting-compound-adhesive-dp270.pdf,//media.digikey.com/photos/3M%20Photos/DP270-BLACK-400ML.jpg,3M6436-ND,DP270-BLACK-400ML,3M,POTTING COMPOUND BLACK 400ML,140,0,"115.50000","0","1","Scotch-Weld™ DP270","Active","Potting Compound, 2 Part","Black, 400mL","Sealing Electronic Components"
https://www.chemtronics.com/content/msds/TDS_CW2400.pdf,//media.digikey.com/photos/Chemtronics/CW2400.JPG,CW2400-ND,CW2400,Chemtronics,EPOXY,129,0,"121.98000","0","1","*","Active","-","-","-"
http://www.mgchemicals.com/downloads/tds/tds-832b-2parts.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_832B-3L.jpg,473-1095-ND,832B-3L,MG Chemicals,"BLACK EPOXY, POTTING COMPOUND",37,0,"128.99000","0","1","832B","Active","Potting Compound, 2 Part","-","Sealing Electronic Components"
https://www.chemtronics.com/content/msds/CW2460.pdf,//media.digikey.com/photos/ITW%20Chemtronics%20Photos/CW2460.JPG,CW2460-ND,CW2460,Chemtronics,60 MINUTE CONDUCTIVE EPOXY,63,0,"168.08000","0","1","CircuitWorks®","Active","Epoxy, 2 Part","Conductive","Sealing Electronic Components"
http://multimedia.3m.com/mws/media/44021O/hot-melt-bonding-systems-guide.pdf,//media.digikey.com/photos/3M%20Photos/3764-TC.jpg,3M6420-ND,3764-TC,3M,HOT MELT ADHESIVE 5/8""X2"",3310,0,"1.19000","0","1","Scotch-Weld™","Active","Hot Melt","-","HSE/LSE Plastics"
http://multimedia.3m.com/mws/media/1245163O/3m-hot-melt-adhesive-3764-3748-technical-data-sheet.pdf,//media.digikey.com/photos/3M%20Photos/3748-TC-5%20SERIES.jpg,3M6418-ND,3748-TC-5/8""X2"",3M,HOT MELT ADHESIVE 5/8""X2"",3333,0,"1.37000","0","1","Scotch-Weld™","Active","Hot Melt","Non-Corrosive","Ceramic, Glass, Polyolefin"
http://multimedia.3m.com/mws/media/1245163O/3m-hot-melt-adhesive-3764-3748-technical-data-sheet.pdf,//media.digikey.com/photos/3M%20Photos/3748%20VO-TC.jpg,3M6416-ND,3748 VO-TC,3M,HOT MELT ADHESIVE VO 5/8""X2"",3116,0,"1.39000","0","1","Scotch-Weld™","Active","Hot Melt","Non-Corrosive","Ceramic, Glass, Polyolefin"
http://multimedia.3m.com/mws/media/44021O/hot-melt-bonding-systems-guide.pdf,//media.digikey.com/photos/3M%20Photos/3797TC.jpg,3M6414-ND,3797TC,3M,HOT MELT ADHESVE 5/8""X2"" OFF-WHT,1105,0,"1.47000","0","1","Scotch-Weld™","Active","Hot Melt","-","Potting"
http://multimedia.3m.com/mws/media/44021O/hot-melt-bonding-systems-guide.pdf,//media.digikey.com/photos/3M%20Photos/3764-Q.jpg,3M6419-ND,3764-Q,3M,HOT MELT ADHESIVE Q 5/8""X8"",603,0,"3.59000","0","1","Scotch-Weld™","Active","Hot Melt","-","HSE/LSE Plastics"
http://www.mgchemicals.com/downloads/tds/tds-8333.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/MFG_8333-3G.jpg,473-1209-ND,8333-3G,MG Chemicals,SUPER GLUE LIQUID 0.1 OZ,121,0,"3.68000","0","1","8333","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/RTV108.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/RTV108-300ML.jpg,473-1140-ND,RTV108-300ML,MG Chemicals,ADHESIVE SEALANT SIL TRANSLUCENT,692,0,"26.30000","0","1","RTV","Active","Potting Compound, 1 Part","High Strength","Multi-Purpose"
https://multimedia.3m.com/mws/media/1468817O/structural-adhesive-duo-pak-delivery-system-updates.pdf ,//media.digikey.com/Photos/3M%20Photos/MFG_DP810NS-TAN.jpg,3M157669-ND,DP810NS-TAN,3M,ACRYLIC ADH LOW ODOR TAN 48.5ML,165,0,"35.74000","0","1","Scotch-Weld™ DP810NS","Active","Acrylic","Tan, 48.5mL, 2 Part","Multi-Purpose"
https://multimedia.3m.com/mws/media/1468817O/structural-adhesive-duo-pak-delivery-system-updates.pdf ,//media.digikey.com/Photos/3M%20Photos/62281414367.JPG,3M157670-ND,DP405-BLACK,3M,SCOTCH-WELD EPOXY ADHESIVE D,108,0,"40.99000","0","1","Scotch-Weld™ DP405","Active","Epoxy, 2 Part","Black, 50mL","Multi-Purpose"
http://multimedia.3m.com/mws/media/66998O/scotch-weldtm-epoxy-adhesive-dp420-blck-ns-blck-offwhit-lh.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_DP420.jpg,3M155924-ND,DP420,3M,OFF WHITE EPXY ADH 200 ML,50,0,"96.49000","0","1","Scotch-Weld™ DP420","Active","Epoxy, 2 Part","Off-White, 200mL","Multi-Purpose"
http://multimedia.3m.com/mws/media/66773O/3mtm-scotch-weldtm-epoxy-potting-compound-adhesive-dp270.pdf,//media.digikey.com/photos/3M%20Photos/DP270-CLEAR-400ML.JPG,3M6433-ND,DP270-CLEAR-400ML,3M,POTTING COMPOUND CLEAR 400ML,53,0,"115.50000","0","1","Scotch-Weld™ DP270","Active","Potting Compound, 2 Part","Clear, 400mL","Sealing Electronic Components"
http://multimedia.3m.com/mws/media/328280O/3mtm-scotch-weldtm-structural-adhesives-sel-gd.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_DP100FR-400ML.jpg,3M161118-ND,DP100FR-400ML,3M,SCOTCH WELD EPXY ADH DP 100 FR,32,0,"133.25000","0","1","Scotch-Weld™ DP100FR","Active","Epoxy, 2 Part","Off-White, 400mL","Multi-Purpose"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=275442&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Amp%20Photos/275442-1.jpg,A113255-ND,275442-1,TE Connectivity Raychem Cable Protection,SEALING & DIELECTRIC COMPOUND,261,0,"3.73000","0","1","AMP","Active","Sealant","-","Multi-Purpose"
http://i-fiberoptics.com/pdf/epo-tek.pdf,//media.digikey.com/Photos/Industrial%20Fiberoptics%20Photos/MFG_40-0005.jpg,FB194-ND,40 0005,Industrial Fiberoptics,EPOXY FIBER PMMA,185,0,"9.60000","0","1","EPO-TEK®301","Active","Epoxy","2 Part","Fiber Optics"
http://multimedia.3m.com/mws/media/66710O/3m-scotch-weld-epoxy-adhesive-dp190-translucent-gray.PDF,-,3M156243-ND,DP190-TRANS-400ML,3M,EPOXY ADHESIVE DP190 TRANSLUCENT,29,0,"126.43000","0","1","Scotch-Weld™","Active","-","-","-"
https://multimedia.3m.com/mws/media/706439O/3m-scotchcast-connector-sealing-pack-3570g-n-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3570G-N.jpg,3M158999-ND,3570G-N,3M,CONN SEALING PACK,1090,0,"4.65000","0","1","*","Active","-","-","-"
http://multimedia.3m.com/mws/media/1245168O/3m-hot-melt-adhesive-3747-3779-3789-3797-technical-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3779PG.jpg,3M157174-ND,3779PG,3M,HOT MELT ADHESIVE,799,0,"6.04000","0","1","Scotch-Weld™","Active","Hot Melt","Heat Resistant","Hot Melt Applicator"
http://multimedia.3m.com/mws/media/66784O/scotch-weld-epoxy-adhesives-dp-100-clear-dp-100-ns-translucent.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_DP100-200ML.jpg,3M156893-ND,DP100-200ML,3M,S/W DP-100 CLR EPXY ADHESIVE 200,140,0,"58.13000","0","1","Scotch-Weld™ DP100","Active","Epoxy, 2 Part","-","Multi-Purpose"
https://multimedia.3m.com/mws/media/169554O/3m-thermal-bonding-film-588.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_588-Series.jpg,3M162804-ND,588-1.5""X60YD,3M,THERM BONDG FILM 1 1/2""X60YD,26,0,"81.47000","0","1","588","Active","Bonding Film","Heat or Solvent Activated","Multi-Purpose"
http://multimedia.3m.com/mws/media/66122O/3mtm-scotch-weld-tm-epoxy-adhesive-dp460-ns-and-off-white.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_DP460NS-200ML.jpg,3M161130-ND,DP460NS-200ML,3M,EPXY ADHESIVE NS 200 ML DUO-PAK,28,0,"100.82000","0","1","Scotch-Weld™ DP460NS","Active","Epoxy, 2 Part","Off-White, 200mL","Multi-Purpose"
http://multimedia.3m.com/mws/media/122551O/3m-thermal-bonding-film-af42-3-mil.pdf,//media.digikey.com/Photos/3M%20Photos/AF42-1X72YD.jpg,3M156454-ND,AF42-1""X72YD,3M,TAPE EPOXY CLEAR 1""X 72YDS,34,0,"134.52000","0","1","AF42","Active","Epoxy","Translucent","Glass, Metal"
http://multimedia.3m.com/mws/media/66773O/3mtm-scotch-weldtm-epoxy-potting-compound-adhesive-dp270.pdf,//media.digikey.com/photos/3M%20Photos/DP270-CLEAR.JPG,3M157672-ND,DP270-CLEAR,3M,POTTING COMPOUND CLEAR 48.5ML,29,0,"26.36000","0","1","Scotch-Weld™ DP270","Active","Epoxy, 2 Part","Clear, 48.5mL","Potting"
https://multimedia.3m.com/mws/media/1468817O/structural-adhesive-duo-pak-delivery-system-updates.pdf ,//media.digikey.com/Photos/3M%20Photos/DP190-TRANSLUCENT.jpg,3M157678-ND,DP190-TRANSLUCENT,3M,EPOXY ADH TRANSLUCENT 48.5ML,12,0,"29.41000","0","1","Scotch-Weld™ DP190","Active","Epoxy, 2 Part","Translucent, 48.5mL","Multi-Purpose"
https://multimedia.3m.com/mws/media/1468817O/structural-adhesive-duo-pak-delivery-system-updates.pdf ,//media.digikey.com/Photos/3M%20Photos/62329114367.JPG,3M157681-ND,DP125-TRANSLUCENT,3M,EPOXY ADH TRANSLUCENT 48.5ML,87,0,"32.07000","0","1","Scotch-Weld™ DP125","Active","Epoxy, 2 Part","Translucent, 48.5mL","Multi-Purpose"
https://multimedia.3m.com/mws/media/1468817O/structural-adhesive-duo-pak-delivery-system-updates.pdf ,//media.digikey.com/photos/3M%20Photos/DP100FR-CREAM.JPG,3M157684-ND,DP100FR-CREAM,3M,EPOXY ADH DP100FR 48.5ML,32,0,"37.02000","0","1","Scotch-Weld™ DP100FR","Active","Epoxy, 2 Part","Cream, 48.5mL, Flame Retardant","Fire Barriers"
https://multimedia.3m.com/mws/media/1468817O/structural-adhesive-duo-pak-delivery-system-updates.pdf ,//media.digikey.com/Photos/3M%20Photos/DP420-OFFWHT.jpg,3M157677-ND,DP420-OFFWHT,3M,EPOXY ADHESIVE OFF-WHITE 50ML,94,0,"38.82000","0","1","Scotch-Weld™ DP420","Active","Epoxy, 2 Part","Off-White, 50mL","Multi-Purpose"
http://multimedia.3m.com/mws/media/961619O/3m-scotch-weld-structural-plastic-adhesives-8010-dp8010-blue.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_8010-490_P.jpg,3M157656-ND,DP8010-BLUE-45ML,3M,STRUCTURAL PLSTC ADH BLUE 45ML,48,0,"52.41000","0","1","Scotch-Weld™","Active","Acrylic Adhesive, 2 Part","Blue, 45mL","Multi-Purpose"
http://multimedia.3m.com/mws/media/769041O/3mtm-heat-shrink-tubing-and-devices-product-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/TPA150.jpg,3M155944-ND,TPA150,3M,MAINTENANCE ADHESIVE KIT W/OUT G,84,0,"61.42000","0","1","-","Active","Epoxy, 2 Part","-","Multi-Purpose"
//media.digikey.com/pdf/Data%20Sheets/Loctite%20PDFs/TRA-DUCT%202902-EN.pdf,//media.digikey.com/Photos/Hysol%20Photos/1402586.JPG,1000-141-ND,1402586,LOCTITE,2902 EL COND ADH 2.65g BIPAX,73,0,"70.50000","0","1","TRA-DUCT 2902","Active","Epoxy, 2 Part","Thermally Conductive","Sealing Electronic Components"
http://multimedia.3m.com/mws/media/66773O/3mtm-scotch-weldtm-epoxy-potting-compound-adhesive-dp270.pdf,//media.digikey.com/photos/3M%20Photos/DP-270-CLEAR-200ML.jpg,3M6434-ND,DP270-CLEAR-200ML,3M,POTTING COMPOUND CLEAR 200ML,44,0,"71.48000","0","1","Scotch-Weld™ DP270","Active","Potting Compound, 2 Part","Clear, 200mL","Sealing Electronic Components"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/TSE3941.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_TSE3941-150G.jpg,473-1206-ND,TSE3941-150G,MG Chemicals,ADHESIVE SEAL SIL WH FAST CURE,20,0,"73.87000","0","1","RTV","Active","Potting Compound, 1 Part","Thermally Conductive","Non Corrosive"
http://www.mgchemicals.com/downloads/tds/tds-8330-2parts.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_8330-19G.jpg,473-1222-ND,8330-19G,MG Chemicals,"SILVER CONDUCTIVE EPOXY, 10 MIN.",19,0,"78.23000","0","1","8330","Active","-","-","-"
https://www.mgchemicals.com/downloads/tds/tds-8330S-2parts.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_8330S-21G.jpg,473-1177-ND,8330S-21G,MG Chemicals,SILVER CONDUC EPOXY 21G SYR,24,0,"82.11000","0","1","8330S","Active","Epoxy, 2 Part","Conductive","Steel, Aluminum, Plastic, Rubber, Glass"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/RTV167.pdf,//media.digikey.com/photos/MG%20Chemicals%20Photos/RTV167-85ML.jpg,473-1189-ND,RTV167-85ML,MG Chemicals,ADHESIVE SEALANT SIL HI STRENGTH,59,0,"84.62000","0","1","RTV","Active","Silicone","High Strength","Non Corrosive"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/RTV11.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/RTV60-1P.JPG,473-1272-ND,RTV11-1P,MG Chemicals,POTTING COMPOUND SILICONE 2 PART,11,0,"121.47000","0","1","RTV","Active","Potting Compound, 2 Part","-","Multi-Purpose"
http://multimedia.3m.com/mws/media/66710O/3m-scotch-weld-epoxy-adhesive-dp190-translucent-gray.PDF,//media.digikey.com/Photos/3M%20Photos/DP190.jpg,3M156225-ND,DP190,3M,GRAY EPOXY ADHESIVE 400 ML,14,0,"126.43000","0","1","Scotch-Weld™ DP190","Active","Epoxy, 2 Part","-","Multi-Purpose"
//media.digikey.com/pdf/Data%20Sheets/MG%20Chemicals%20PDFs/RTV60.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/RTV60-1P.JPG,473-1253-ND,RTV60-1P,MG Chemicals,POTTING COMPOUND RED HIGH TEMP,22,0,"162.03000","0","1","RTV","Active","Potting Compound, 2 Part","High Temperature","Multi-Purpose"
http://multimedia.3m.com/mws/media/764981O/iatd-product-info.pdf,//media.digikey.com/Photos/3M%20Photos/3792LM-AE-.45X12%5E-11LB.jpg,3M159074-ND,3792LM AE-.45X12""-11LB,3M,HOT MELT ADHESIVE 3792 LM,764,0,"3.26000","0","1","Scotch-Weld™","Active","Hot Melt","Clear","Hot Melt Applicator"
http://multimedia.3m.com/mws/media/44021O/hot-melt-bonding-systems-guide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3762-Q.jpg,3M157180-ND,3762-LM-Q,3M,HOT MELT ADHESIVE,311,0,"3.27000","0","1","Scotch-Weld™","Active","Hot Melt","-","Q Adhesives"
http://www.chipquik.com/datasheets/SG1-0.5.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SG1-0.5.JPG,SG1-0.5-ND,SG1-0.5,Chip Quik Inc.,SUPER GLUE - THIN VISCOSITY - PE,45,0,"4.95000","0","1","CHIPQUIK®","Active","Adhesive","Fast Cure, 15mL","Multi-Purpose"
http://www.chipquik.com/datasheets/SG3-0.5.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SG3-0.5.JPG,SG3-0.5-ND,SG3-0.5,Chip Quik Inc.,SUPER GLUE - THICK VISCOSITY - B,42,0,"4.95000","0","1","CHIPQUIK®","Active","Adhesive","Fast Cure, 15mL","Multi-Purpose"
