Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Tape Type","Adhesive","Backing, Carrier","Thickness","Thickness - Adhesive","Thickness - Backing, Carrier","Width","Length","Color","Usage","Temperature Range"
http://multimedia.3m.com/mws/media/104064O/high-performance-adhesive-transfer-tapes-with-3m-adhesive-200mp.pdf,//media.digikey.com/Photos/3M%20Photos/1-5-468MP.jpg,3M9721-ND,1-5-468MP,3M (TC),TAPE ADHSV TRNSFR CLEAR 1""X 5YDS,31,0,"6.74000","0","1","Roll","468MP","Active","Adhesive Transfer","Acrylic, 200MP","Polycoated Kraft Liner","0.0093"" (9.3 mils, 0.236mm)","0.0051"" (5.1 mils, 0.130mm)","0.0042"" (4.2 mils, 0.107mm)","1.00"" (25.40mm)","15' (4.6m) 5 yds","Clear","Attachment, High Temperature Applications","-40°F ~ 300°F (-40°C ~ 149°C)"
https://multimedia.3m.com/mws/media/778900O/3mtm-aluminum-foil-tape-3380.pdf,//media.digikey.com/Photos/3M%20Photos/2-5-3380.jpg,3M10459-ND,2-5-3380,3M (TC),TAPE ALUM FOIL SILVER 2""X 5YDS,39,0,"6.86000","0","1","Roll","3380","Active","Aluminum Foil","Acrylic","Aluminum Foil","0.0033"" (3.3 mils, 0.084mm)","0.0013"" (1.3 mils, 0.033mm)","0.0020"" (2.0 mils, 0.051mm)","2.00"" (50.80mm)","15' (4.6m) 5 yds","Silver","Heat Dissipation, Reflection","-30°F ~ 260°F (-34°C ~ 127°C)"
https://multimedia.3m.com/mws/media/627864O/3mtm-vhbtm-acrylic-foam-tape-rp16-rp25-rp32-rp45-and-rp62.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_RP16.jpg,3M157710-ND,0.25-5-RP16,3M (TC),TAPE DBL COATED GRAY 1/4""X 5YDS,38,0,"7.75000","0","1","-","VHB™ RP16","Active","Double Coated, Double Sided","Acrylic","Acrylic Foam","0.0160"" (16.0 mils, 0.406mm)","-","-","0.25"" (6.35mm) 1/4""","15' (4.6m) 5 yds","Gray","-","200°F (93°C) Max"
http://multimedia.3m.com/mws/media/41159O/scotch-vinyl-electrical-tape-35.pdf,//media.digikey.com/photos/3M%20Photos/35%20ORANGE%20X66%20SERIES.jpg,3M35-OR-ND,35 ORANGE (3/4""X66'),3M,TAPE ELECTRICAL ORG 3/4""X 22YDS,91,0,"7.91000","0","1","Roll","Scotch® 35","Active","Electrical","Rubber","PVC (Poly Vinyl Chloride)","0.0070"" (7.0 mils, 0.178mm)","-","-","0.75"" (19.05mm) 3/4""","66' (20.1m) 22 yds","Orange","Color Coding","176°F (80°C)"
http://multimedia.3m.com/mws/media/41159O/scotch-vinyl-electrical-tape-35.pdf,//media.digikey.com/photos/3M%20Photos/35%20BLUE%20X66%20SERIES.jpg,3M35-BL-ND,35 BLUE (3/4""X66'),3M,TAPE ELECTRICAL BLUE 3/4""X 22YDS,77,0,"7.91000","0","1","Roll","Scotch® 35","Active","Electrical","Rubber","PVC (Poly Vinyl Chloride)","0.0070"" (7.0 mils, 0.178mm)","-","-","0.75"" (19.05mm) 3/4""","66' (20.1m) 22 yds","Blue","Color Coding","176°F (80°C)"
http://multimedia.3m.com/mws/media/41159O/scotch-vinyl-electrical-tape-35.pdf,//media.digikey.com/photos/3M%20Photos/35%20GRAY%20(34X66').jpg,3M35-GY-ND,35 GRAY (3/4""X66'),3M,TAPE ELECTRICAL GRAY 3/4""X 22YDS,41,0,"7.91000","0","1","Roll","Scotch® 35","Active","Electrical","Rubber","PVC (Poly Vinyl Chloride)","0.0070"" (7.0 mils, 0.178mm)","-","-","0.75"" (19.05mm) 3/4""","66' (20.1m) 22 yds","Gray","Color Coding","176°F (80°C)"
http://multimedia.3m.com/mws/media/41159O/scotch-vinyl-electrical-tape-35.pdf,//media.digikey.com/photos/3M%20Photos/35%20VIOLET%20X66%20SERIES.jpg,3M35-VL-ND,35 VIOLET (3/4""X66'),3M,TAPE ELECT VIOLET 3/4""X 22YDS,26,0,"7.91000","0","1","Roll","Scotch® 35","Active","Electrical","Rubber","PVC (Poly Vinyl Chloride)","0.0070"" (7.0 mils, 0.178mm)","-","-","0.75"" (19.05mm) 3/4""","66' (20.1m) 22 yds","Violet","Color Coding","176°F (80°C)"
http://multimedia.3m.com/mws/media/41159O/scotch-vinyl-electrical-tape-35.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_vinyl%20electrical%20type%20brown.jpg,3M155891-ND,35-BROWN-3/4,3M,TAPE ELECTRICAL BRN 3/4""X 22YDS,26,0,"7.91000","0","1","Roll","Scotch® 35","Active","Electrical","Rubber","PVC (Poly Vinyl Chloride)","0.0070"" (7.0 mils, 0.178mm)","-","-","0.75"" (19.05mm) 3/4""","66' (20.1m) 22 yds","Brown","Color Coding","176°F (80°C)"
http://multimedia.3m.com/mws/media/326683O/vhbtm-adhesive-transfer-tapes-f9460pc-f9469pc-f9473pc.pdf,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-F9469PC.jpg,3M10382-ND,1/2-5-F9469PC,3M (TC),TAPE ADHSV TRNSFR CLR 1/2""X 5YDS,60,0,"7.96000","0","1","Roll","VHB™ F9469PC","Active","Adhesive Transfer","Acrylic, 100MP","Polycoated Kraft Liner","0.0090"" (9.0 mils, 0.229mm)","0.0050"" (5.0 mils, 0.127mm)","0.0040"" (4.0 mils, 0.102mm)","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Clear","Attachment, High Temperature Applications","-"
http://multimedia.3m.com/mws/media/326683O/vhbtm-adhesive-transfer-tapes-f9460pc-f9469pc-f9473pc.pdf,//media.digikey.com/Photos/3M%20Photos/12X12-6-F9460PC.JPG,3M10368-ND,12X12-6-F9460PC,3M (TC),TAPE ADHSV TRNSFR CLEAR 12""X 12"",42,0,"8.30000","0","1","Bulk","VHB™ F9460PC","Active","Adhesive Transfer","Acrylic, 100MP","Polycoated Kraft Liner","0.0060"" (6.0 mils, 0.152mm)","0.0020"" (2.0 mils, 0.051mm)","0.0040"" (4.0 mils, 0.102mm)","12.00"" (304.80mm)","12.00"" (304.80mm)","Clear","Attachment, High Temperature Applications","300°F (149°C)"
http://multimedia.3m.com/mws/media/133686O/scotch-thread-sealant-and-lubricant-48.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_48%20Series.jpg,3M156006-ND,48-1/4""X260"",3M,TAPE SEALANT WHITE 1/4""X 7.2YD,68,0,"8.61000","0","1","Roll","Scotch® 48","Active","Lubricant, Sealant","-","PTFE (Polytetrafluoroethylene)","0.0030"" (3.0 mils, 0.076mm)","-","-","0.25"" (6.35mm) 1/4""","21.7' (6.6m) 7.2 yds","White","High Temperature Sealant","400°F (204°C)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/40xx%20Series%20Datasheet.pdf,//media.digikey.com/Photos/3M%20Photos/4026W-1%5E2.jpg,3M156328-ND,4026W-1/2"",3M,TAPE DBL COATED NAT 1/2""X 5YDS,26,0,"9.28000","0","1","Roll","4026","Active","Double Coated, Double Sided","Acrylic, 100","Polyurethane Foam","0.0630"" (63.0 mils, 1.600mm) 1/16""","-","-","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Natural","Holding, Joining, Mounting","70°F ~ 100°F (21°C ~ 38°C)"
http://documents.desco.com/PDF/79200.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_79211.jpg,16-1468-ND,79211,Desco,TAPE ESD CLEAR 1""X 72YDS,50,0,"9.60000","0","1","Roll","-","Active","Antistatic - ESD Symbols","Rubber","Cellulose","0.0024"" (2.4 mils, 0.061mm)","-","-","1.00"" (25.40mm)","216' (66.0m) 72 yds","Clear","Packaging","14 ~ 160°F (-10 ~ 71°C)"
-,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-5491.JPG,3M156001-ND,1/2-5-5906,3M (TC),TAPE DBL COATED BLACK 1/2""X 5YDS,50,0,"10.40000","0","1","-","VHB™ 5906","Active","Double Coated, Double Sided","Acrylic","Acrylic Foam","0.0060"" (6.0 mils, 0.152mm)","-","-","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Black","General Purpose","200°F (93°C)"
http://multimedia.3m.com/mws/media/771683O/3mtm-double-coated-tapes-9474le-9495le.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_9495LE-5YD.jpg,3M9745-ND,1-5-9495LE,3M (TC),TAPE DBL COATED CLEAR 1""X 5YDS,38,0,"10.53000","0","1","Roll","9495LE","Active","Double Coated, Double Sided","Acrylic, 300LSE","Carrier - Polyester, Liner - Polycoated Kraft","0.0067"" (6.7 mils, 0.170mm)","0.0062"" (6.2 mils, 0.157mm)","0.0005"" (0.5 mils, 0.013mm)","1.00"" (25.40mm)","15' (4.6m) 5 yds","Clear","Holding, Joining, Mounting","70°F ~ 100°F (21°C ~ 38°C)"
http://multimedia.3m.com/mws/media/104064O/high-performance-adhesive-transfer-tapes-with-3m-adhesive-200mp.pdf,//media.digikey.com/Photos/3M%20Photos/2-5-467MP.JPG,3M9729-ND,2-5-467MP,3M (TC),TAPE ADHSV TRNSFR CLEAR 2""X 5YDS,79,0,"10.65000","0","1","Roll","467MP","Active","Adhesive Transfer","Acrylic, 200MP","Polycoated Kraft Liner","0.0065"" (6.5 mils, 0.165mm)","0.0023"" (2.3 mils, 0.058mm)","0.0042"" (4.2 mils, 0.107mm)","2.00"" (50.80mm)","15' (4.6m) 5 yds","Clear","Attachment, High Temperature Applications","-40°F ~ 300°F (-40°C ~ 149°C)"
-,//media.digikey.com/Photos/3M%20Photos/3%5E4-5-9324.JPG,3M155900-ND,1/2-5-5908,3M (TC),TAPE DBL COATED BLACK 1/2""X 5YDS,32,0,"11.48000","0","1","-","VHB™ 5908","Active","Double Coated, Double Sided","Acrylic","Acrylic Foam","0.0100"" (10.0 mils, 0.254mm)","-","-","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Black","General Purpose","200°F (93°C)"
http://multimedia.3m.com/mws/media/326683O/vhbtm-adhesive-transfer-tapes-f9460pc-f9469pc-f9473pc.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_F9460PC-5YD.jpg,3M10369-ND,1-5-F9460PC,3M (TC),TAPE ADHSV TRNSFR CLEAR 1""X 5YDS,54,0,"11.62000","0","1","Roll","VHB™ F9460PC","Active","Adhesive Transfer","Acrylic, 100MP","Polycoated Kraft Liner","0.0060"" (6.0 mils, 0.152mm)","0.0020"" (2.0 mils, 0.051mm)","0.0040"" (4.0 mils, 0.102mm)","1.00"" (25.40mm)","15' (4.6m) 5 yds","Clear","Attachment, High Temperature Applications","300°F (149°C)"
http://multimedia.3m.com/mws/media/104064O/high-performance-adhesive-transfer-tapes-with-3m-adhesive-200mp.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_468MP-5YD.jpg,3M9723-ND,2-5-468MP,3M (TC),TAPE ADHSV TRNSFR CLEAR 2""X 5YDS,31,0,"12.94000","0","1","Roll","468MP","Active","Adhesive Transfer","Acrylic, 200MP","Polycoated Kraft Liner","0.0093"" (9.3 mils, 0.236mm)","0.0051"" (5.1 mils, 0.130mm)","0.0042"" (4.2 mils, 0.107mm)","2.00"" (50.80mm)","15' (4.6m) 5 yds","Clear","Attachment, High Temperature Applications","-40°F ~ 300°F (-40°C ~ 149°C)"
http://multimedia.3m.com/mws/media/85972O/scotch-cellophane-film-tape-610.pdf,//media.digikey.com/Photos/3M%20Photos/610-1%5E2'X72YD.JPG,3M15496-ND,610-1/2""X72YD,3M,TAPE FILM CLEAR 1/2""X 72YDS,59,0,"13.29000","0","1","Roll","Scotch® 610","Active","Film","Pressure Sensitive Adhesive (PSA)","Cellophane","0.0023"" (2.3 mils, 0.058mm)","0.0009"" (0.9 mils, 0.023mm)","0.0014"" (1.4 mils, 0.036mm)","0.50"" (12.70mm) 1/2""","216' (66.0m) 72 yds","Clear","General Purpose","300°F (149°C)"
http://multimedia.3m.com/mws/media/22851O/3m-glass-cloth-electrical-tape-27.pdf,//media.digikey.com/photos/3M%20Photos/27-12X66'.JPG,3M15442-ND,27-1/2""X66',3M,TAPE GLASS CLOTH WHT 1/2""X 66',34,0,"13.87000","0","1","Roll","Scotch® 27","Active","Electrical, Glass Cloth","Rubber","Glass Cloth","0.0070"" (7.0 mils, 0.178mm)","0.0020"" (2.0 mils, 0.051mm)","0.0050"" (5.0 mils, 0.127mm)","0.50"" (12.70mm) 1/2""","66' (20.1m) 22 yds","White","Insulating","266°F (130°C) Max"
http://multimedia.3m.com/mws/media/326683O/vhbtm-adhesive-transfer-tapes-f9460pc-f9469pc-f9473pc.pdf,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-F9473PC.jpg,3M10376-ND,1/2-5-F9473PC,3M (TC),TAPE ADHSV TRNSFR CLR 1/2""X 5YDS,51,0,"14.19000","0","1","Roll","VHB™ F9473PC","Active","Adhesive Transfer","Acrylic, 100MP","Polycoated Kraft Liner","0.0140"" (14.0 mils, 0.356mm)","0.0100"" (10.0 mils, 0.254mm)","0.0040"" (4.0 mils, 0.102mm)","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Clear","Attachment, High Temperature Applications","-"
https://multimedia.3m.com/mws/media/86180O/3m-1350f-1-1350f-2-tape.pdf,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-5491.JPG,3M156674-ND,3M 1350F-1 0.50"" X 72YD- BLACK,3M (TC),TAPE FILM BLACK 1/2""X 72YDS,48,0,"15.84000","0","1","-","1350F","Active","Film","Acrylic","Polyester Film","0.0025"" (2.5 mils, 0.064mm)","0.0015"" (1.5 mils, 0.038mm)","0.0010"" (1.0 mils, 0.025mm)","0.50"" (12.70mm) 1/2""","216' (66.0m) 72 yds","Black","Insulating, High Temperature","266°F (130°C) Max"
http://multimedia.3m.com/mws/media/589506O/double-coated-tape-with-adhesive-360-9628-9629pc-9629b-9629fl.pdf,//media.digikey.com/Photos/3M%20Photos/9628FL-1%5E2-60.JPG,3M10585-ND,9628FL-1/2-60,3M,TAPE DBL COATED CLR 1/2""X 20YDS,44,0,"16.14000","0","1","Roll","9628FL","Active","Double Coated, Double Sided","Quick-Stick","Polyethylene-Terephthalate (PET)","0.0020"" (2.0 mils, 0.051mm)","0.0008"" (0.8 mils, 0.021mm)","0.0008"" (0.8 mils, 0.021mm)","0.50"" (12.70mm) 1/2""","60' (18.3m) 20 yds","Clear","General Purpose","70°F ~ 100°F (21°C ~ 38°C)"
http://multimedia.3m.com/mws/media/326683O/vhbtm-adhesive-transfer-tapes-f9460pc-f9469pc-f9473pc.pdf,//media.digikey.com/Photos/3M%20Photos/12X12-6-F9473PC.JPG,3M10374-ND,12X12-6-F9473PC,3M (TC),TAPE ADHSV TRNSFR CLEAR 12""X 12"",40,0,"17.45000","0","1","Bulk","VHB™ F9473PC","Active","Adhesive Transfer","Acrylic, 100MP","Polycoated Kraft Liner","0.0140"" (14.0 mils, 0.356mm)","0.0100"" (10.0 mils, 0.254mm)","0.0040"" (4.0 mils, 0.102mm)","12.00"" (304.80mm)","12.00"" (304.80mm)","Clear","Attachment, High Temperature Applications","-"
http://multimedia.3m.com/mws/media/411618O/3m-tape-1218-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/3%5E4-5-1218.jpg,3M10232-ND,3/4-5-1218,3M (TC),TAPE INSULATING AMBER 3/4""X 5YDS,34,0,"17.69000","0","1","Roll","1218","Active","Insulating, High Temperature","Acrylic","Polyimide","0.0030"" (3.0 mils, 0.076mm)","0.0020"" (2.0 mils, 0.051mm)","0.0010"" (1.0 mils, 0.025mm)","0.75"" (19.05mm) 3/4""","15' (4.6m) 5 yds","Amber","Insulating, High Temperature","356°F (180°C)"
http://multimedia.3m.com/mws/media/37380O/3m-polyimide-film-tape-1205-with-acrylic-adhesive.pdf,//media.digikey.com/Photos/3M%20Photos/3%5E4-5-1205.JPG,3M10226-ND,3/4-5-1205,3M (TC),TAPE FILM AMBER 3/4""X 5YDS,30,0,"18.00000","0","1","Roll","1205","Active","Film","Acrylic","Polyimide","0.0030"" (3.0 mils, 0.076mm)","0.0020"" (2.0 mils, 0.051mm)","0.0010"" (1.0 mils, 0.025mm)","0.75"" (19.05mm) 3/4""","15' (4.6m) 5 yds","Amber","Insulating, High Temperature","-40°F ~ 311°F (-40°C ~ 155°C)"
http://multimedia.3m.com/mws/media/986695O/3m-vhb-tape-specialty-tapes.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_4646-5YD.jpg,3M10131-ND,1/2-5-4646,3M (TC),TAPE DBL COATED GRAY 1/2""X 5YDS,27,0,"18.17000","0","1","Roll","VHB™ 4646","Active","Double Coated, Double Sided","Pressure Sensitive Adhesive (PSA)","Acrylic Foam","0.0250"" (25.0 mils, 0.635mm)","0.0200"" (20.0 mils, 0.508mm)","0.0050"" (5.0 mils, 0.127mm)","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Gray","General Purpose","300°F (149°C)"
http://multimedia.3m.com/mws/media/37434O/3m-92-tape.pdf,//media.digikey.com/Photos/3M%20Photos/92-AMBER-1%5E4%60x36YD.jpg,3M156010-ND,92-AMBER-1/4""X36YD,3M,TAPE ELECTRICAL AMBER 1/4""X 36YD,73,0,"18.33000","0","1","Roll","92","Active","Electrical","Silicone Thermosetting","Polyimide","0.0030"" (3.0 mils, 0.076mm)","0.0020"" (2.0 mils, 0.051mm)","0.0010"" (1.0 mils, 0.025mm)","0.25"" (6.35mm) 1/4""","108' (32.9m) 36 yds","Amber","Electrically Insulating","32°F ~ 356°F (0°C ~ 180°C)"
http://multimedia.3m.com/mws/media/771683O/3mtm-double-coated-tapes-9474le-9495le.pdf,//media.digikey.com/Photos/3M%20Photos/2-5-9495LE-Roll.jpg,3M9747-ND,2-5-9495LE,3M (TC),TAPE DBL COATED CLEAR 2""X 5YDS,59,0,"18.46000","0","1","Roll","9495LE","Active","Double Coated, Double Sided","Acrylic, 300LSE","Carrier - Polyester, Liner - Polycoated Kraft","0.0067"" (6.7 mils, 0.170mm)","0.0062"" (6.2 mils, 0.157mm)","0.0005"" (0.5 mils, 0.013mm)","2.00"" (50.80mm)","15' (4.6m) 5 yds","Clear","Holding, Joining, Mounting","70°F ~ 100°F (21°C ~ 38°C)"
http://multimedia.3m.com/mws/media/104064O/high-performance-adhesive-transfer-tapes-with-3m-adhesive-200mp.pdf,//media.digikey.com/Photos/3M%20Photos/3-5-468MP.jpg,3M9724-ND,3-5-468MP,3M (TC),TAPE ADHSV TRNSFR CLEAR 3""X 5YDS,26,0,"19.40000","0","1","Roll","468MP","Active","Adhesive Transfer","Acrylic, 200MP","Polycoated Kraft Liner","0.0093"" (9.3 mils, 0.236mm)","0.0051"" (5.1 mils, 0.130mm)","0.0042"" (4.2 mils, 0.107mm)","3.00"" (76.20mm)","15' (4.6m) 5 yds","Clear","Attachment, High Temperature Applications","-40°F ~ 300°F (-40°C ~ 149°C)"
http://multimedia.3m.com/mws/media/864226O/heavy-duty-duct-tape-3939.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_3939-silver.jpg,3M155890-ND,3939-48MMX55M,3M,TAPE DUCT CLOTH SIL 1.89""X 60YDS,38,0,"19.56000","0","1","Roll","3939","Active","Duct Cloth","Rubber","Polyethylene over Cloth","0.0090"" (9.0 mils, 0.229mm)","-","-","1.89"" (48.00mm)","180' (55.0m) 60 yds","Silver","Packaging, Sealing, Shipping, Splicing","200°F (93°C)"
-,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-7413.jpg,3M10241-ND,1/2-5-7413,3M (TC),TAPE MASKING AMBER 1/2""X 5YDS,6,0,"20.06000","0","1","Roll","7413T","Active","Masking","Silicone Thermosetting","Polyimide","0.0024"" (2.4 mils, 0.061mm)","0.0014"" (1.4 mils, 0.036mm)","0.0010"" (1.0 mils, 0.025mm)","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Amber","Masking, High Temperature","-100 ~ 500°F (-73 ~ 260°C)"
http://multimedia.3m.com/mws/media/387510O/3mtm-low-static-polyimide-film-tape-7419.pdf,//media.digikey.com/Photos/3M%20Photos/1%5E2-5-7419.jpg,3M10247-ND,1/2-5-7419,3M (TC),TAPE FILM AMBER 1/2""X 5YDS,61,0,"20.44000","0","1","Roll","7419","Active","Film","Acrylic","Polyimide","0.0018"" (1.8 mils, 0.046mm)","0.0008"" (0.8 mils, 0.021mm)","0.0010"" (1.0 mils, 0.025mm)","0.50"" (12.70mm) 1/2""","15' (4.6m) 5 yds","Amber","Masking, Protection, Sealing","-"
-,//media.digikey.com/photos/3M%20Photos/3M40A-ND.jpg,3M40A-ND,40 X 1/2"",3M,TAPE ANTISTATIC CLR 1/2""X 72YDS,92,0,"20.85000","0","1","Roll","40","Active","Antistatic","Acrylic","Polyester Film","0.0022"" (2.2 mils, 0.056mm)","-","-","0.50"" (12.70mm) 1/2""","216' (66.0m) 72 yds","Clear","Anti-Static","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/40%20Series.pdf,//media.digikey.com/photos/3M%20Photos/3M41A-ND.jpg,3M41A-ND,40 PR (PRINTED) X 1/2"",3M,TAPE ESD CLEAR/BLACK 1/2""X 72YD,75,0,"20.85000","0","1","Roll","40","Active","Antistatic - ESD Symbols","Acrylic","Polyester Film","0.0022"" (2.2 mils, 0.056mm)","-","-","0.50"" (12.70mm) 1/2""","216' (66.0m) 72 yds","Clear, Black Print","Anti-Static","-"
http://multimedia.3m.com/mws/media/986695O/3m-vhb-tape-specialty-tapes.pdf,//media.digikey.com/Photos/3M%20Photos/12X12-6-4646.JPG,3M10129-ND,12X12-6-4646,3M (TC),TAPE DBL COATED GRAY 12""X 12"",54,0,"21.03000","0","1","Bulk","VHB™ 4646","Active","Double Coated, Double Sided","Pressure Sensitive Adhesive (PSA)","Acrylic Foam","0.0250"" (25.0 mils, 0.635mm)","0.0200"" (20.0 mils, 0.508mm)","0.0050"" (5.0 mils, 0.127mm)","12.00"" (304.80mm)","12.00"" (304.80mm)","Gray","General Purpose","300°F (149°C)"
http://multimedia.3m.com/mws/media/22851O/3m-glass-cloth-electrical-tape-27.pdf,//media.digikey.com/Photos/3M%20Photos/27-3%5E4%20%5E%5EX66'%20(DK%20%23%203M10851-ND).JPG,3M10851-ND,27-3/4""X66',3M,TAPE GLASS CLOTH WHT 3/4""X 22YD,52,0,"21.25000","0","1","Roll","Scotch® 27","Active","Electrical, Glass Cloth","Rubber","Glass Cloth","0.0070"" (7.0 mils, 0.178mm)","0.0020"" (2.0 mils, 0.051mm)","0.0050"" (5.0 mils, 0.127mm)","0.75"" (19.05mm) 3/4""","66' (20.1m) 22 yds","White","Insulating","266°F (130°C) Max"
https://multimedia.3m.com/mws/media/142939O/adhesive-transfer-tapes-with-adhesive-300lse.pdf,//media.digikey.com/Photos/3M%20Photos/9471LE-1%5EX60YD.JPG,3M157559-ND,9471LE-1""X60YD,3M,ADH TRANSFER TAPE CLEAR,6,0,"21.33000","0","1","-","9471LE","Active","Adhesive Transfer","Acrylic, 300LSE","Polycoated Kraft Liner","0.0063"" (6.3 mils, 0.160mm)","0.0023"" (2.3 mils, 0.058mm)","0.0040"" (4.0 mils, 0.102mm)","1.00"" (25.40mm)","180' (55.0m) 60 yds","-","Bonding","-"
http://multimedia.3m.com/mws/media/411618O/3m-tape-1218-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/1-5-1218.jpg,3M10228-ND,1-5-1218,3M (TC),TAPE INSULATING AMBER 1""X 5YDS,65,0,"21.42000","0","1","Roll","1218","Active","Insulating, High Temperature","Acrylic","Polyimide","0.0030"" (3.0 mils, 0.076mm)","0.0020"" (2.0 mils, 0.051mm)","0.0010"" (1.0 mils, 0.025mm)","1.00"" (25.40mm)","15' (4.6m) 5 yds","Amber","Insulating, High Temperature","356°F (180°C)"
https://multimedia.3m.com/mws/media/887990O/3m-electrical-tape-mastics-special-use-tapes-2013-catalog.pdf,//media.digikey.com/photos/3M%20Photos/130C%20(3^4%20INCHX30%20FEET).jpg,3M130C-ND,130C (3/4""X30'),3M,TAPE ELECTRICAL BLK 3/4""X 10YDS,57,0,"21.49000","0","1","Roll","Scotch® 130C","Active","Electrical","Rubber, Self Fusing","Rubber","0.0300"" (30.0 mils, 0.762mm)","-","-","0.75"" (19.05mm) 3/4""","30' (9.1m) 10 yds","Black","Electrically Insulating","194°F (90°C)"
http://documents.staticcontrol.com/pdf/AISLETAPE54_Aisle-Marking-Tape.pdf,//media.digikey.com/Photos/SCS/MFG_AISLETAPE54.jpg,SCP639-ND,AISLETAPE54,SCS,TAPE MARKING YLW/BLACK 3""X 18YD,68,0,"21.50000","0","1","Roll","-","Active","Marking - Printed","-","PVC (Poly Vinyl Chloride)","0.0060"" (6.0 mils, 0.152mm)","-","-","3.00"" (76.20mm)","54' (16.5m) 18 yds","Yellow, Black Print","Aisle Marking","-"
http://multimedia.3m.com/mws/media/104064O/high-performance-adhesive-transfer-tapes-with-3m-adhesive-200mp.pdf,//media.digikey.com/Photos/3M%20Photos/4-5-468MP.JPG,3M10821-ND,4-5-468MP,3M (TC),TAPE ADHSV TRNSFR CLEAR 4""X 5YDS,14,0,"21.54000","0","1","Roll","468MP","Active","Adhesive Transfer","Acrylic, 200MP","Polycoated Kraft Liner","0.0093"" (9.3 mils, 0.236mm)","0.0051"" (5.1 mils, 0.130mm)","0.0042"" (4.2 mils, 0.107mm)","4.00"" (101.60mm)","15' (4.6m) 5 yds","Clear","Attachment, High Temperature Applications","-40°F ~ 300°F (-40°C ~ 149°C)"
http://multimedia.3m.com/mws/media/986695O/3m-vhb-tape-specialty-tapes.pdf,//media.digikey.com/Photos/3M%20Photos/3%5E4-5-4646.jpg,3M10134-ND,3/4-5-4646,3M (TC),TAPE DBL COATED GRAY 3/4""X 5YDS,55,0,"21.56000","0","1","Roll","VHB™ 4646","Active","Double Coated, Double Sided","Pressure Sensitive Adhesive (PSA)","Acrylic Foam","0.0250"" (25.0 mils, 0.635mm)","0.0200"" (20.0 mils, 0.508mm)","0.0050"" (5.0 mils, 0.127mm)","0.75"" (19.05mm) 3/4""","15' (4.6m) 5 yds","Gray","General Purpose","300°F (149°C)"
http://documents.desco.com/PDF/81270.pdf,//media.digikey.com/Photos/Desco%20Photos/81270.JPG,16-1262-ND,81270,Desco,TAPE HIGH TEMP GOLD 1/4""X 36YD,53,0,"21.58000","0","1","Roll","-","Active","High Temp Polyimide","Polysiloxide","Polyimide","0.0024"" (2.4 mils, 0.061mm)","0.0014"" (1.4 mils, 0.036mm)","0.0010"" (1.0 mils, 0.025mm)","0.25"" (6.35mm) 1/4""","108' (32.9m) 36 yds","Gold","Wave Soldering","500°F (260°C)"
http://multimedia.3m.com/mws/media/37390O/3m-polyester-film-electrical-tape-56.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_56-72YD.jpg,3M10885-ND,56-YELLOW-1""X72YD*,3M,TAPE MASKING YELLOW 1""X 72YDS,58,0,"21.68000","0","1","Roll","56","Active","Masking","Rubber","Polyester Film","0.0023"" (2.3 mils, 0.058mm)","0.0013"" (1.3 mils, 0.033mm)","0.0010"" (1.0 mils, 0.025mm)","1.00"" (25.40mm)","216' (66.0m) 72 yds","Yellow","Insulating","266°F (130°C) Max"
