Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Number of LEDs","Color","Controller Type","Utilized LED","Interface","Mounting Type","Size / Dimension"
https://learn.adafruit.com/downloads/pdf/adafruit-led-backpack.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1912.jpg,1528-1448-ND,1912,Adafruit Industries LLC,ADDRESS LED 14 SEG I2C BLUE,41,0,"13.95000","0","1","-","Active","14 Segment","4 Digit","Blue","-","-","I²C","User Defined","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1376_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2538.jpg,1528-1217-ND,2538,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,80,0,"16.95000","0","1","Neopixel","Active","Strip (White)","30","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","1000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1270_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_12xx.JPG,1528-1876-ND,1270,Adafruit Industries LLC,ADDRESS LED 7 SEG I2C RED,61,0,"17.50000","0","1","-","Active","7 Segment","4 Digit","Red","-","-","I²C","User Defined","120.0mm L x 50.0mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2862_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2862.jpg,1528-2333-ND,2862,Adafruit Industries LLC,ADDRESS LED RING SERIAL RGBW,19,0,"19.95000","0","1","Neopixel","Active","Ring","24","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","65.5mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2863_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2863.jpg,1528-2334-ND,2863,Adafruit Industries LLC,ADDRESS LED RING SERIAL RGBW,8,0,"19.95000","0","1","Neopixel","Active","Ring","24","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","65.5mm Dia"
https://www.parallax.com/sites/default/files/downloads/28085-WS2812B-RGB-LED-Datasheet.pdf,//media.digikey.com/Photos/Parallax%20Photos/28086.jpg,28086-ND,28086,Parallax Inc.,ADDRESS LED MODULE SER RGB 10PK,15,0,"24.92000","0","1","-","Active","Module","10","Red, Green, Blue (RGB)","-","WS2812 (5050)","Serial (Shift Register)","User Defined","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3444_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3444.jpg,1528-1918-ND,3444,Adafruit Industries LLC,ADDRESS LED MATRIX SERIAL RGB,59,0,"24.95000","0","1","Dotstar","Active","Matrix","64 (8 x 8)","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","36.0mm Dia x 25.5mm H"
https://cdn-shop.adafruit.com/product-files/1138/SK6812+LED+datasheet+.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2963.JPG,1528-1633-ND,2963,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,40,0,"24.95000","0","1","Neopixel","Active","Strip (White)","60","Red, Green, Blue (RGB)","-","SK6812 (3535)","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-dotstar-leds.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2328.jpg,1528-2455-ND,2328,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB,35,0,"24.95000","0","1","Dotstar","Active","Strip (Black)","72","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","500.00mm L"
https://cdn-shop.adafruit.com/product-files/1138/SK6812+LED+datasheet+.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2968.JPG,1528-1634-ND,2968,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,28,0,"24.95000","0","1","Neopixel","Active","Strip (Black)","60","Red, Green, Blue (RGB)","-","SK6812 (3535)","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-dotstar-leds.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2329.jpg,1528-2456-ND,2329,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB,23,0,"24.95000","0","1","Dotstar","Active","Strip (White)","72","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","500.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2842_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2846.JPG,1528-1556-ND,2846,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGBW 1M,46,0,"26.95000","0","1","Neopixel","Active","Strip (White)","60","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","1000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3631_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3631.jpg,1528-2498-ND,3631,Adafruit Industries LLC,ADDRESS LED STRIP RGBW,50,0,"27.50000","0","1","Neopixel","Active","Strip","20","Red, Green, Blue, White (RGBW)","-","-","-","User Defined","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3587_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3587.jpg,1528-2392-ND,3587,Adafruit Industries LLC,ADDRESS LED DISCR SER RGB 100PK,61,0,"29.95000","0","1","-","Active","Discrete","100","Red, Green, Blue (RGB)","-","-","Serial (Shift Register)","Surface Mount","2.00mm L x 2.00mm W"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-neopixel-uberguide.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1487.JPG,1528-1094-ND,1487,Adafruit Industries LLC,ADDRESS LED MATRIX SERIAL RGB,51,0,"34.95000","0","1","Neopixel","Active","Matrix","64 (8 x 8)","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","71.0mm L x 71.0mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3634_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3634.jpg,1528-2499-ND,3634,Adafruit Industries LLC,ADDRESS LED STRIP 1M,44,0,"34.95000","0","1","-","Active","Strip (Black)","120","-","-","-","-","User Defined","1000.00mm L"
https://learn.adafruit.com/downloads/pdf/32x16-32x32-rgb-led-matrix.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_607.jpg,1528-1355-ND,607,Adafruit Industries LLC,ADDRESS LED MATRIX RGB,79,0,"49.95000","0","1","-","Active","Matrix","1024 (32 x 32)","Red, Green, Blue (RGB)","74HC595","-","-","User Defined","128mm L x 128mm W"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-dotstar-leds.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2242.jpg,1528-1483-ND,2242,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,14,0,"49.95000","0","1","Dotstar","Active","Strip (White)","144","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-neopixel-uberguide.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1507.jpg,1528-1098-ND,1507,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 1M,92,0,"59.95000","0","1","Neopixel","Active","Strip (White)","144","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","1000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2848_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2848.jpg,1528-2490-ND,2848,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGBW 1M,34,0,"69.95000","0","1","Neopixel","Active","Strip (Black)","144","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn-shop.adafruit.com/product-files/3776/3776_datasheet.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/3776.jpg,1528-2606-ND,3776,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGB,15,0,"74.95000","0","1","Dotstar","Active","Module","128","Red, Green, Blue (RGB)","-","APA102C","Serial (Shift Register)","User Defined","384.00mm L x 10.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3649.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/3649.jpg,1528-2558-ND,3649,Adafruit Industries LLC,ADDRESS LED MATRIX SERIAL RGB,14,0,"74.95000","0","1","-","Active","Matrix","4096 (64 x 64)","Red, Green, Blue (RGB)","-","-","Serial","User Defined","160mm L x 160mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1376_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1376.jpg,1528-1086-ND,1376,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 5M,43,0,"84.75000","0","1","Neopixel","Active","Strip (White)","150","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","5000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1461_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1461.jpg,1528-1092-ND,1461,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB 4M,25,0,"99.80000","0","1","Neopixel","Active","Strip (Black)","240","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","4000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2294_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2294.jpg,1528-2330-ND,2294,Adafruit Industries LLC,ADDRESS LED MATRIX SERIAL RGB,16,0,"99.95000","0","1","Neopixel","Active","Matrix","256 (8 x 32)","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","320.0mm L x 80.0mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2735_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2735.jpg,1528-2331-ND,2735,Adafruit Industries LLC,ADDRESS LED MATRIX SERIAL RGB,14,0,"99.95000","0","1","Dotstar","Active","Matrix","256 (16 x 16)","Red, Green, Blue (RGB)","-","APA102","Serial (Shift Register)","User Defined","162mm L x 162mm W"
https://cdn-shop.adafruit.com/product-files/2757/p2757_SK6812RGBW_REV01.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2760.jpg,1528-1590-ND,2760,Adafruit Industries LLC,ADDRESS LED DISCR SER RGBW 1=10,69,0,"5.95000","0","1","Neopixel","Active","Discrete","10","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2867_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2867.jpg,1528-1593-ND,2867,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGBW,35,0,"7.95000","0","1","Neopixel","Active","Module","8","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","51.1mm L x 10.2mm W"
https://learn.adafruit.com/downloads/pdf/adafruit-led-backpack.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_LED-Backpack.jpg,1528-1417-ND,872,Adafruit Industries LLC,ADDRESS LED MATRIX I2C GREEN,37,0,"9.95000","0","1","-","Active","Matrix","64 (8 x 8)","Green","-","-","I²C","User Defined","40.6mm L x 32.0mm W"
https://learn.adafruit.com/downloads/pdf/adafruit-led-backpack.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_LED-Backpack.jpg,1528-1415-ND,870,Adafruit Industries LLC,ADDRESS LED MATRIX I2C RED,30,0,"9.95000","0","1","-","Active","Matrix","64 (8 x 8)","Red","-","-","I²C","User Defined","40.6mm L x 32.0mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2874_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2874.jpg,1528-1601-ND,2874,Adafruit Industries LLC,ADDRESS LED RING 1/4 SER RGBW,46,0,"11.95000","0","1","Neopixel","Active","Ring, 1/4","15","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","-"
https://learn.adafruit.com/downloads/pdf/adafruit-led-backpack.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_LED-Backpack.jpg,1528-1419-ND,1080,Adafruit Industries LLC,ADDRESS LED MATRIX I2C WHITE,66,0,"13.50000","0","1","-","Active","Matrix","64 (8 x 8)","White","-","-","I²C","User Defined","40.6mm L x 32.0mm W"
https://cdn-shop.adafruit.com/datasheets/2153datasheet.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2160.jpg,1528-1478-ND,2157,Adafruit Industries LLC,ADDRESS LED 14 SEG I2C WHITE,27,0,"13.95000","0","1","-","Active","14 Segment","4 Digit","White","HT16K33","-","I²C","User Defined","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/322_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_322.jpg,1528-2146-ND,322,Adafruit Industries LLC,ADDRESS LED STRIP SPI RGB 12MM,33,0,"39.95000","0","1","-","Active","Strip","25","Red, Green, Blue (RGB)","-","WS2801 (5050)","SPI","User Defined","12.00mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1558_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1558.JPG,1528-1194-ND,1558,Adafruit Industries LLC,ADDRESS LED MODULE SER RGB 1=25,15,0,"39.95000","0","1","Neopixel","Active","Module","25","Red, Green, Blue (RGB)","-","SK6812 or WS2812","Serial (Shift Register)","User Defined","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2871_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2871.jpg,1528-1863-ND,2871,Adafruit Industries LLC,ADDRESS LED MATRIX SERIAL RGBW,31,0,"44.95000","0","1","Neopixel","Active","Matrix","64 (8 x 8)","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","71.0mm L x 71.0mm W"
https://www.kitronik.co.uk/pdf/35129-zip-strip-datasheet.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_35129.jpg,1927-1044-ND,35129,Kitronik Ltd.,ADDRESS LED MODULE SERIAL RGB,52,0,"3.59000","0","1","-","Active","Module","5","Red, Green, Blue (RGB)","-","WS2812","Serial (Shift Register)","Surface Mount","34.30mm L x 10.20mm W"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14452_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14452.jpg,1568-1732-ND,COM-14452,SparkFun Electronics,ADDRESS LED MODULE,34,0,"4.95000","0","1","-","Active","Module","3","-","-","APA102C","-","Surface Mount","35.56mm L x 17.78mm W"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14358_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14358.jpg,1568-1733-ND,COM-14358,SparkFun Electronics,ADDRESS LED MODULE,76,0,"5.00000","0","1","-","Active","Module","3","-","-","APA102C","-","Surface Mount","35.56mm L x 17.78mm W"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14353_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14353.jpg,1568-1736-ND,COM-14353,SparkFun Electronics,ADDRESS LED MODULE,30,0,"5.00000","0","1","-","Active","Module","4","-","-","APA102C","-","Surface Mount","21.5mm L x 21.5mm W"
https://www.kitronik.co.uk/pdf/35134-zip-arc-medium-datasheet.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_35134.jpg,1927-1046-ND,35134,Kitronik Ltd.,ADDRESS LED MODULE SERIAL RGB,45,0,"6.34000","0","1","-","Active","Module","12","Red, Green, Blue (RGB)","-","WS2812","Serial (Shift Register)","Surface Mount","108.60mm Dia"
https://www.kitronik.co.uk/pdf/35135-zip-circle-datasheet.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_35135.jpg,1927-1047-ND,35135,Kitronik Ltd.,ADDRESS LED MODULE SERIAL RGB,44,0,"6.73000","0","1","-","Active","Module","12","Red, Green, Blue (RGB)","-","WS2812","Serial (Shift Register)","Surface Mount","44.20mm Dia"
https://www.kitronik.co.uk/pdf/35133-zip-arc-large-datasheet.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_35133.jpg,1927-1045-ND,35133,Kitronik Ltd.,ADDRESS LED MODULE SERIAL RGB,49,0,"7.78000","0","1","-","Active","Module","15","Red, Green, Blue (RGB)","-","WS2812","Serial (Shift Register)","Surface Mount","135.20mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14967_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14967.jpg,1568-1976-ND,COM-14967,SparkFun Electronics,LUMINI LED RING 1"" 20XAPA102-202,88,0,"9.95000","0","1","-","Active","Ring","20","Red, Green, Blue (RGB)","APA102C","APA102C","Serial","User Defined","25.40mm Dia"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0439_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0439_2.jpg,1738-1319-ND,DFR0439,DFRobot,ADDRESS LED STRIP 4M,50,0,"10.20000","0","1","-","Active","Strip","40","-","-","-","-","User Defined","4000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0448_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0448_2.jpg,1738-1320-ND,DFR0448,DFRobot,ADDRESS LED STRIP WHITE 4M,50,0,"10.20000","0","1","-","Active","Strip","40","White","-","-","-","User Defined","4000.00mm L"
https://cdn.sparkfun.com/assets/7/1/5/e/8/S60SK6812.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14730.jpg,1568-1868-ND,COM-14730,SparkFun Electronics,ADDRESS LED STRIP SERIAL RGB 1M,54,0,"15.00000","0","1","-","Active","Strip","60","Red, Green, Blue (RGB)","-","SK6812","Serial (Shift Register)","User Defined","1000.00mm L"
https://cdn.sparkfun.com/assets/d/5/9/0/e/S60SK6812SIDEV5.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14731.jpg,1568-1869-ND,COM-14731,SparkFun Electronics,ADDRESS LED STRIP SERIAL RGB 1M,46,0,"15.00000","0","1","-","Active","Strip","60","Red, Green, Blue (RGB)","-","SK6812","Serial (Shift Register)","User Defined","1000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14966_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14966.jpg,1568-1979-ND,COM-14966,SparkFun Electronics,LUMINI LED RING 2"" 40XAPA102-202,43,0,"15.95000","0","1","-","Active","Ring","40","Red, Green, Blue (RGB)","APA102C","APA102C","Serial","User Defined","50.80mm Dia"
https://cdn.sparkfun.com/assets/c/8/b/5/b/APA-104-260-5050_Flex_Strips_1.2_APR_2019.pdf,-,1568-COM-15206-ND,COM-15206,SparkFun Electronics,"LED RGB STRIP - ADDRESSABLE, BAR",60,0,"20.00000","0","1","-","Active","Strip","60","Red, Green, Blue (RGB)","-","APA104","Serial","User Defined","1000.00mm L"
https://cdn.sparkfun.com/assets/1/b/8/e/7/APA-104-260-5050_Flex_Strips_1.2_APR_2019.pdf,-,1568-COM-15205-ND,COM-15205,SparkFun Electronics,"LED RGB STRIP - ADDRESSABLE, SEA",60,0,"24.95000","0","1","-","Active","Strip","60","Red, Green, Blue (RGB)","-","APA104","Serial","User Defined","1000.00mm L"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-15047_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-15047.jpg,1568-COM-15047-ND,COM-15047,SparkFun Electronics,LUMINI LED MATRIX - 8X8 (64 X AP,30,0,"25.95000","0","1","-","Active","Matrix","64 (8 x 8)","Red, Green, Blue, White (RGBW)","APA102C","APA102C","Serial","User Defined","2.00mm L x 2.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14965_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14965.jpg,1568-1981-ND,COM-14965,SparkFun Electronics,LUMINI LED RING 3"" 60XAPA102-202,14,0,"25.95000","0","1","-","Active","Ring","60","Red, Green, Blue (RGB)","APA102C","APA102C","Serial","User Defined","76.20mm Dia"
https://cdn.sparkfun.com/datasheets/Components/LED/WS2801%20LED%20pixel.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-11020.jpg,1568-1620-ND,COM-11020,SparkFun Electronics,ADDRESS LED STRIP SERIAL RGB,10,0,"34.95000","0","1","-","Active","Strip (White)","20","Red, Green, Blue (RGB)","-","WS2801 (5050)","Serial (Shift Register)","User Defined","2133.60mm L"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-14718_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14718.jpg,1568-1864-ND,COM-14718,SparkFun Electronics,ADDRESS LED MATRIX SERIAL RGB,10,0,"50.00000","0","1","-","Active","Matrix","2048 (32 x 64)","Red, Green, Blue (RGB)","-","-","Serial","Surface Mount","254.00mm L x 127.00mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HRGB32K-3-TRB.pdf,//media.digikey.com/Photos/American-Bright-Optoelectronics-Corporation/MFG_BL-HRGB32K-3-TRB.jpg,BL-HRGB32K-3-TRBTR-ND,BL-HRGB32K-3-TRB,American Bright Optoelectronics Corporation,5050 PLCC4 RGB W IC,0,0,"0.27135","0","1000","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA104","Serial","Surface Mount","5.00mm L x 5.00mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HRGB32K-3-TRB.pdf,//media.digikey.com/Photos/American-Bright-Optoelectronics-Corporation/MFG_BL-HRGB32K-3-TRB.jpg,BL-HRGB32K-3-TRBCT-ND,BL-HRGB32K-3-TRB,American Bright Optoelectronics Corporation,5050 PLCC4 RGB W IC,275,0,"0.90000","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA104","Serial","Surface Mount","5.00mm L x 5.00mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HRGB32K-3-TRB.pdf,//media.digikey.com/Photos/American-Bright-Optoelectronics-Corporation/MFG_BL-HRGB32K-3-TRB.jpg,BL-HRGB32K-3-TRBDKR-ND,BL-HRGB32K-3-TRB,American Bright Optoelectronics Corporation,5050 PLCC4 RGB W IC,275,0,"Digi-Reel","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA104","Serial","Surface Mount","5.00mm L x 5.00mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HBGR32L-3-TRB-8.pdf,//media.digikey.com/photos/American-Bright-Optoelectronics-Corporation/MFG_BL-HBGR32L-3-TRB-8.jpg,BL-HBGR32L-3-TRB-8TR-ND,BL-HBGR32L-3-TRB-8,American Bright Optoelectronics Corporation,5050 PLCC6 RGB W/ IC,0,0,"0.26460","0","2000","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA102C","Serial","Surface Mount","5.00mm L x 5.00mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HBGR32L-3-TRB-8.pdf,//media.digikey.com/photos/American-Bright-Optoelectronics-Corporation/MFG_BL-HBGR32L-3-TRB-8.jpg,BL-HBGR32L-3-TRB-8CT-ND,BL-HBGR32L-3-TRB-8,American Bright Optoelectronics Corporation,5050 PLCC6 RGB W/ IC,710,0,"0.94000","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA102C","Serial","Surface Mount","5.00mm L x 5.00mm W"
http://americanbrightled.com/pdffiles/plcc/BL-HBGR32L-3-TRB-8.pdf,//media.digikey.com/photos/American-Bright-Optoelectronics-Corporation/MFG_BL-HBGR32L-3-TRB-8.jpg,BL-HBGR32L-3-TRB-8DKR-ND,BL-HBGR32L-3-TRB-8,American Bright Optoelectronics Corporation,5050 PLCC6 RGB W/ IC,710,0,"Digi-Reel","0","1","-","Active","Discrete","1","Red, Green, Blue (RGB)","-","APA102C","Serial","Surface Mount","5.00mm L x 5.00mm W"
https://cdn-shop.adafruit.com/product-files/2343/APA102C.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2351.jpg,1528-2382-ND,2351,Adafruit Industries LLC,ADDRESS LED DISCRETE SER WHITE,39,0,"4.95000","0","1","-","Active","Discrete","10","White","-","APA102C","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
https://cdn-shop.adafruit.com/product-files/2757/p2757_SK6812RGBW_REV01.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/2762.JPG,1528-2387-ND,2762,Adafruit Industries LLC,ADDRESS LED DISCR SER RGBW 1=10,68,0,"5.95000","0","1","Neopixel","Active","Discrete","10","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","Surface Mount","5.00mm L x 5.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2858_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2859.jpg,1528-2491-ND,2858,Adafruit Industries LLC,ADDRESS LED MODULE SERIAL RGBW,30,0,"6.95000","0","1","Neopixel","Active","Module","7","Red, Green, Blue, White (RGBW)","-","SK6812 (5050)","Serial (Shift Register)","User Defined","23mm Dia"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/104020109_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_104020109.jpg,1597-1673-ND,104020109,"Seeed Technology Co., Ltd",GROVE WS2813 RGB LED STRIP WATER,33,0,"9.13000","0","1","-","Active","Strip","60","Red, Green, Blue (RGB)","-","WS2813","Serial","User Defined","1000.00mm L"
https://cdn-learn.adafruit.com/downloads/pdf/adafruit-neopixel-uberguide.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1632.jpg,1528-2503-ND,1632,Adafruit Industries LLC,ADDRESS LED MATRIX I2C GREEN,40,0,"10.95000","0","1","-","Active","Matrix","64 (8 x 8)","Green","-","-","I²C","User Defined","40.6mm L x 32.0mm W"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3811_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3811.jpg,1528-2594-ND,3811,Adafruit Industries LLC,ADDRESS LED STRIP SERIAL RGB,58,0,"12.50000","0","1","-","Active","Strip (Black)","30","Red, Green, Blue (RGB)","-","SK6812","Serial (Shift Register)","User Defined","500.00mm L"
