Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Function","Voltage - Supply","Trip Range","Delay Time","Mounting Type","Termination Style","Features","Operating Temperature"
https://www.gavazzionline.com/pdf/DPD_DS_ENG_2016_11_10.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_DPD02.jpg,1864-1670-ND,DPD02DM44B,Carlo Gavazzi Inc.,3PH MONITORING RELAY 240V,4,0,"255.75000","0","1","DPD","Active","Multiple","120 ~ 277VAC","102 ~ 318V AC","0 ~ 60s","DIN Rail","Screw Terminal","-","-20°C ~ 60°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_terminations_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/SE-TA6.jpg,F10452-ND,SE-TA6,Littelfuse Inc.,TERM ASSY 5.6V 50W,6,0,"326.21000","0","1","*","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,//media.digikey.com/Photos/Omron%20Auto/K2CM-1LS.JPG,Z8259-ND,K2CM-1LS,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 2-8A,18,0,"339.57000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/777-LR-P2.jpg,F10490-ND,777-LR-P2,Littelfuse Inc.,3-PHASE OVERLOAD RELAY/200-480,5,0,"416.49000","0","1","777","Active","-","200 ~ 480VAC","200 ~ 480V AC","-","Chassis Mount","-","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_kw_hp_p2_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/777-KW%5EHP-P2.jpg,F10489-ND,777-KW/HP-P2,Littelfuse Inc.,3-PHASE POWER MONITOR/200-480V,7,0,"499.77000","0","1","777-KW/HP-P2","Active","Multiple","200 ~ 480VAC","200 ~ 480V AC","-","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_mp8000_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MP8000.jpg,F10597-ND,MP8000,Littelfuse Inc.,MOTOR OVERLOAD PROTECTION 8000,7,0,"567.60000","0","1","MP8000","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_se_703_datasheet.pdf,-,F11762-ND,SE-703-0U-00,Littelfuse Inc.,MONITOR EARTH LEAKAGE,2,0,"828.08000","0","1","SE-703","Active","Ground Fault","120/240VAC/DC","25mA ~ 0.5A","0 ~ 0.5s","Chassis Mount, DIN Rail","Screw Terminal","CT Loop Monitoring, Harmonic Filtering, Manual Reset, Test Button","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_se_701_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/SE-701-0x.jpg,F10444-ND,SE-701-0D,Littelfuse Inc.,MONITOR GRND FAULT RELAY 12/24V,3,0,"936.54000","0","1","POWR-GARD®","Active","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773466-4_multigig-rt-2-r&DocType=DS&DocLang=English,-,A132328-ND,WD2759-003,"TE Connectivity Aerospace, Defense and Marine",WD2759-003=OVER/UNDERVOLTAGE R,6,0,"937.41000","0","1","WD2759","Active","Overvoltage, Undervoltage","100 ~ 140VAC, 100 ~ 200VDC","72 ~ 672VAC","0.5 ~ 10s","Chassis Mount, DIN Rail","Screw Terminal","-","-40°C ~ 60°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/arc-flash-detection/littelfuse_protectionrelays_af0100_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_AF0100-Series.jpg,F10410-ND,AF0100-00,Littelfuse Inc.,"ARC-FLASH RELAY, UNIVERSAL SUPPL",6,0,"1082.47000","0","1","AF0100","Active","Arc-Flash","100 ~ 240VAC/DC, 24 ~ 48VDC","10 ~ 25 klux","-","Chassis Mount, DIN Rail","Screw Terminal","-","-40°C ~ 70°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_el731_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_EL731-00-00.jpg,F10418-ND,EL731-00-00,Littelfuse Inc.,AC/DC EARTH-LKGE RELAY 75-275V,2,0,"1104.57000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_Section11&DocType=CS&DocLang=English,-,A132297-ND,D101X,"TE Connectivity Aerospace, Defense and Marine","D101X=RELAY, CLOSE DIFFERENTIA",3,0,"1205.24000","0","1","D101X","Active","Overvoltage","120VAC","79.2 ~ 120VAC","-","Chassis Mount","Stud","-","-20°C ~ 85°C"
https://www.littelfuse.com/products/protection-relays-and-controls/protection-relays/ground-fault-relays/pgr-2601/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_se_601_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/SE-601-0D.JPG,F12006-ND,SE-601-0D,Littelfuse Inc.,DC GROUND FAULT RELAY 9-36 VDC,2,0,"1209.11000","0","1","POWR-GARD®","Active","-","-","-","-","-","-","-","-"
-,//media.digikey.com/photos/TE%20Connectivity/3-1618100-0.JPG,A132098-ND,3-1618100-0,"TE Connectivity Aerospace, Defense and Marine",RELAY VOLTAGE 3 PHASE 480 VAC,5,0,"1405.86000","0","1","D101X","Active","Overvoltage","480VAC","320 ~ 480V AC","-","Chassis Mount","Stud","-","-20°C ~ 85°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/arc-flash-detection/littelfuse_protectionrelays_pgr_8800_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/PGR-8800-00.jpg,F10429-ND,PGR-8800-00,Littelfuse Inc.,ARC-FLASH RELAY NO COMM. UL&C-TI,4,0,"3402.61000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,K6EL-100-ND,K6EL-100,Omron Automation and Safety,EARTH LEAKAGE RELAY,2,0,"238.39000","0","1","K6EL","Active","Ground Fault","100/110VAC, 200/220VAC","0.1/0.2A","-","Socketable","Plug In, 11 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 55°C"
https://www.littelfuse.com/products/protection-relays-and-controls/protection-relays/ground-fault-relays/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_el3100_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_EL3100-00.jpg,F11308-ND,EL3100-00,Littelfuse Inc.,GRND FAULT INDICATE SYST 3PHASE,4,0,"654.50000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/777-P2.jpg,F10492-ND,777-P2,Littelfuse Inc.,3-PHASE OLR/200-480V/2-800FLA+,1,0,"416.49000","0","1","777","Active","Multiple","200 ~ 480VAC","200 ~ 480V AC","-","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_pgr_4300_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/PGR-4300-24.jpg,F10427-ND,PGR-4300-24,Littelfuse Inc.,GEN GRND FAULT RELAY-24VDC SUP,1,0,"1506.61000","0","1","POWR-GARD®","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/arc-flash-detection/littelfuse_protectionrelays_af0500_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/AF0500-00.jpg,F10411-ND,AF0500-00,Littelfuse Inc.,ARC-FLASH RELAY,1,0,"2694.04000","0","1","AF0500","Active","Arc-Flash","100 ~ 240VAC, 110 ~ 250VDC, 24 ~ 48VDC","-","-","Chassis Mount","Screw Terminal","-","-40°C ~ 70°C"
http://www.altechcorp.com/ProcessControllers/ProcessControllers.pdf,//media.digikey.com/Photos/Altech-Corporation/600PSR-165%5E300-CU.jpg,1920-1728-ND,600PSR-165/300-CU,Altech Corporation,PROTECTION RELAY 3PH 165-300V AC,5,0,"59.38000","0","1","600PSR","Active","Phase Loss, Phase Sequence, Phase Imbalance","165 ~ 300VAC","-","0.2 ~ 10s","DIN Rail","Screw Terminal","Automatic Reset","0°C ~ 50°C"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_77c_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_77C.jpg,F10493-ND,77C,Littelfuse Inc.,1-PHASE OVERLOAD RELAY/ 100-24,0,0,"268.41000","0","1","77C","Active","-","100 ~ 240VAC","100 ~ 240V AC","-","Chassis Mount","-","-","-20°C ~ 70°C"
-,//media.digikey.com/Photos/Omron%20Auto/S8M-CP04.jpg,Z10061-ND,S8M-CP04,Omron Automation and Safety,PWR MULTICIRCUIT PROTECT,0,0,"347.76000","0","1","S8M","Active","Overcurrent, Overtemperature, Overvoltage, Undervoltage","24VDC","0.5mA ~ 4A, 18.0 ~ 28.8VDC","-","DIN Rail","Screw Terminal","-","-10°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/se_ds_e_8_2_csm393.pdf,//media.digikey.com/photos/Omron%20Auto/SE-K4N.JPG,Z10084-ND,SE-K4N,Omron Automation and Safety,MOTOR PROTECTIVE RELAY,1,0,"363.83000","0","1","SE","Active","Overcurrent, Phase Loss, Phase Sequence","380/400/440VAC","1 ~ 160A","1 ~ 40s","Panel Mount","Screw Terminal","Manual Reset, Test Button","-10°C ~ 60°C"
-,-,Z10062-ND,S8M-CP04-R,Omron Automation and Safety,PWR MULTICIRCUIT PROTECT RS-232,1,0,"395.48000","0","1","S8M","Active","Overcurrent, Overtemperature, Overvoltage, Undervoltage","24VDC","0.5mA ~ 4A, 18.0 ~ 28.8VDC","-","DIN Rail","Screw Terminal","-","-10°C ~ 60°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_protectionrelays_se_704_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/SE-70x-0U.jpg,F10448-ND,SE-704-0U,Littelfuse Inc.,MONITOR EARTH LEAKAGE 120/240VAC,1,0,"795.63000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_se_703_datasheet.pdf,-,F11761-ND,SE-703-03-00,Littelfuse Inc.,MONITOR EARTH LEAKAGE,1,0,"828.08000","0","1","SE-703","Active","Ground Fault","24VAC","25mA ~ 0.5A","0 ~ 0.5s","Chassis Mount, DIN Rail","Screw Terminal","CT Loop Monitoring, Harmonic Filtering, Manual Reset, Test Button","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_relays_se_105_107.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_SE-107.jpg,F10437-ND,SE-107,Littelfuse Inc.,GROUND-FAULT GROUND-CHECK MON,1,0,"1065.14000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_pgr_4700_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/PGR-4700-24.jpg,F10428-ND,PGR-4700-24,Littelfuse Inc.,SENS GRND FAULT RELAY 24VDC SUP,1,0,"1156.96000","0","1","POWR-GARD®","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_se_325_datasheet.pdf,-,F10440-ND,SE-325E,Littelfuse Inc.,NGR MONITOR 240VAC SUPPLY,1,0,"1196.77000","0","1","SE-325","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/data%20sheets/littelfuse_protectionrelays_se_325_datasheet.pdf,-,F12004-ND,SE-325D,Littelfuse Inc.,NGR MONITOR SUPPLY: 120 VAC/VDC,1,0,"1564.12000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_protectionrelays_se_330_datasheet-new-rev.pdf,//media.digikey.com/photos/Littelfuse%20Photos/SE-330-00-00.jpg,F10443-ND,SE-330-20-00,Littelfuse Inc.,GRND RES RELAY LOCAL ONLY DC SUP,1,0,"3574.73000","0","1","SE-330","Active","Ground Fault","48VDC","20 ~ 10000VAC","0.1 ~ 10s","Panel Mount","Screw Terminal","Harmonic Filtering, Manual Reset","-40°C ~ 60°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical-resources/documents/data-sheets/littelfuse_protectionrelays_se_330_datasheet-new-rev.pdf,//media.digikey.com/photos/Littelfuse%20Photos/SE-330-00-00.jpg,F10442-ND,SE-330-07-00,Littelfuse Inc.,NGR MON UNIV SC FIBER RJ45 61850,1,0,"4984.53000","0","1","SE-330","Active","Ground Fault","120/240VAC/DC","20 ~ 10000VAC","0.1 ~ 10s","Panel Mount","Screw Terminal","Harmonic Filtering, Manual Reset","-40°C ~ 60°C"
-,-,RES020K-ND,RES020K,Littelfuse Inc.,NGR MONITOR TEST RESISTOR 20 KOH,0,0,"11.95000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,RES100K-ND,RES100K,Littelfuse Inc.,NGR MONITOR TEST RESISTOR 100 KO,0,0,"11.95000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,RES200K-ND,RES200K,Littelfuse Inc.,NGR MONITOR TEST RESISTOR 200 KO,0,0,"11.95000","0","1","*","Active","-","-","-","-","-","-","-","-"
-,-,APR-S440-ND,APR-S440,Omron Automation and Safety,440V MOTER REVERSE DETECT,0,0,"86.75000","0","1","*","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/apr-s_ds_e_3_3_csm372.pdf,-,APR-S-ND,APR-S,Omron Automation and Safety,PHASE REVERSAL RELAY 200/220V,0,0,"94.80000","0","1","APR-S","Active","-","-","-","-","-","-","-","-"
-,-,777-P2-DEMO-ND,777-P2-DEMO,Littelfuse Inc.,777-P2 STANDALONE DEMO,0,0,"123.15000","0","1","777","Active","Multiple","200 ~ 480VAC","200 ~ 480V AC","-","Chassis Mount","Screw Terminal","Demo Kit with CIO-EN","-20°C ~ 70°C"
http://www.gavazzionline.com/pdf/DEA71_DS.pdf,-,DEA71DM24A030-ND,DEA71DM24A030,Carlo Gavazzi Inc.,EARTH LEAKAGE MONITORING RELAY,0,0,"137.45000","0","1","DEA71","Active","Ground Fault","24 ~ 240VAC","300mA","-","DIN Rail","Screw Terminal","-","-25°C ~ 60°C"
-,-,K6EL-A200-ND,K6EL-A200,Omron Automation and Safety,GROUND FAULT RELAY MAN 200/500MA,0,0,"177.28000","0","1","K6EL","Active","Ground Fault","100/110VAC, 200/220VAC","0.2/0.5A","0.3/0.8s","Socketable","Plug In, 11 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 55°C"
-,-,K6EL-A500-ND,K6EL-A500,Omron Automation and Safety,GROUND FAULT RELAY MAN 500MA/1A,0,0,"181.71000","0","1","K6EL","Active","Ground Fault","100/110VAC, 200/220VAC","0.5/1A","0.3/0.8s","Socketable","Plug In, 11 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/k6el_ds_e_9_4_csm377.pdf,-,K6EL-30-ND,K6EL-30,Omron Automation and Safety,RELAY GRND FAULT .03A SWITCHABLE,0,0,"186.14000","0","1","K6EL","Active","Ground Fault","100/110VAC, 200/220VAC","30mA","-","Socketable","Plug In, 11 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 55°C"
-,-,K6EL-A100-ND,K6EL-A100,Omron Automation and Safety,EARTH LEAKAGE RELAY,0,0,"205.13000","0","1","K6EL","Active","Ground Fault","100/110VAC, 200/220VAC","0.1/0.2A","0.3/0.8s","Socketable","Plug In, 11 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/k6el_ds_e_9_4_csm377.pdf,-,K6EL-200-ND,K6EL-200,Omron Automation and Safety,RELAY GRD FAULT .2/.5A SWITCHABL,0,0,"215.51000","0","1","K6EL","Active","Ground Fault","100/110VAC, 200/220VAC","0.2/0.5A","-","Socketable","Plug In, 11 Pin (Octal)","Manual Reset, Test Button","-10°C ~ 55°C"
https://www.littelfuse.com/~/media/files/littelfuse/technical%20resources/documents/application%20notes/tn-rg06_se-vs1002k-voltage-scaler.pdf,-,SE-VS1002K-ND,SE-VS1002K,Littelfuse Inc.,NGR VOLTAGE SCALER 100-2KV,0,0,"260.19000","0","1","*","Active","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/motor-pump-protection/littelfuse_protectionrelays_777_77c_datasheet.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/MFG_77C.jpg,77C-LR-ND,77C-LR,Littelfuse Inc.,1-PHASE OVERLOAD RELAY/ 100-24,0,0,"268.41000","0","1","77C","Active","Multiple","100 ~ 240VAC","1 ~ 9A, 85 ~ 264VAC","0.2 ~ 500s","Chassis Mount","Screw Terminal","-","-20°C ~ 70°C"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-1H-ND,K2CM-1H,Omron Automation and Safety,RELAY MOTOR PROTICTIVE 50-160A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-1HA-ND,K2CM-1HA,Omron Automation and Safety,RELAY MOTOR PROTICTIVE 50-160A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-1L-ND,K2CM-1L,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-1LA-ND,K2CM-1LA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q1H-ND,K2CM-Q1H,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q1HA-ND,K2CM-Q1HA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q1L-ND,K2CM-Q1L,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q1LA-ND,K2CM-Q1LA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q1M-ND,K2CM-Q1M,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q1MA-ND,K2CM-Q1MA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q2H-ND,K2CM-Q2H,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q2HA-ND,K2CM-Q2HA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q2L-ND,K2CM-Q2L,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q2LA-ND,K2CM-Q2LA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q2M-ND,K2CM-Q2M,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q2MA-ND,K2CM-Q2MA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 20-65A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q4H-ND,K2CM-Q4H,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q4HA-ND,K2CM-Q4HA,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 50-160A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/k2cm_ds_e_6_3_csm373.pdf,-,K2CM-Q4L-ND,K2CM-Q4L,Omron Automation and Safety,RELAY MOTOR PROTECTIVE 8-26A,0,0,"272.08000","0","1","K2CM","Active","-","-","-","-","-","-","-","-"
