Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Type","Memory Size","Speed","Technology","Operating Temperature"
https://www.swissbit.com/data/view.php?q=S-450u/S-450u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_S-450uSeries.JPG,1052-1203-ND,SFSD1024N1BM1TO-I-DF-221-STD,Swissbit,MEM CARD MICROSDHC 1GB UHS SLC,461,0,"27.86000","0","1","S-450u","Active","microSD™","1GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/AFxGSD3A,%20AFxGUD3A.pdf",//media.digikey.com/Photos/ATP%20Electronics/AF8GUD3A-OEM.jpg,AF8GUD3A-OEM-ND,AF8GUD3A-OEM,"ATP Electronics, Inc.",MEM CARD MICROSD 8GB CLS10 AMLC,606,0,"28.04000","0","1","-","Active","microSD™","8GB","Class 10","aMLC","-25°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-200/S-200_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSD2048L1BN2TO-E-DF-161-STD.jpg,1052-1168-ND,SFSD0512L1BN1TO-I-ME-161-STD,Swissbit,MEMORY CARD SD 512MB CLASS 6 SLC,289,0,"28.68000","0","1","S-200","Not For New Designs","SD™","512MB","Class 6","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20microSD_SDHC.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF16GUD3-OEM.jpg,AF16GUD3-OEM-ND,AF16GUD3-OEM,"ATP Electronics, Inc.",MEM CARD MICROSD 16GB CLS10 MLC,1771,0,"28.86000","0","1","-","Active","microSD™","16GB","Class 10","MLC","-25°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/AFxGSD3A,%20AFxGUD3A.pdf",//media.digikey.com/Photos/ATP%20Electronics/AF8GSD3A-OEM.JPG,AF8GSD3A-OEM-ND,AF8GSD3A-OEM,"ATP Electronics, Inc.",MEMORY CARD SD 8GB CLASS 10 AMLC,157,0,"29.50000","0","1","-","Active","SD™","8GB","Class 10","aMLC","-25°C ~ 85°C"
http://www.wintecind.com/oem/datasheets/wintec_w7cfxxx-h4_and_w8cfxxx-h4_series_datasheet_v1_08.pdf,//media.digikey.com/Photos/Wintec/H4%20SERIES.JPG,385-1122-ND,W7CF001G1XA-H40TF-01D.A6,Wintec Industries,MEMORY CARD COMPACTFLASH 1GB SLC,122,0,"30.04000","0","1","H4","Active","CompactFlash®","1GB","-","SLC","0°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/RP-SMPExxDA1.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SMPE08DA1.jpg,P17025-ND,RP-SMPE08DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 8GB UHS PSLC,3856,0,"30.08000","0","1","PE","Active","microSDHC™","8GB","Class 10, UHS Class 1","pSLC","-25°C ~ 85°C"
http://eflash.apacerus.com/spec/Card/microSD/Consumer/EDM_mSD(SLC).pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AP-MSD01GISI-T.jpg,1582-1108-ND,AP-MSD01GISI-T,Apacer Memory America,MEMORY CARD MICROSD 1GB SLC,361,0,"31.01000","0","1","-","Active","microSD™","1GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP_SD_Series.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF16GSD3-OEM.jpg,AF16GSD3-OEM-ND,AF16GSD3-OEM,"ATP Electronics, Inc.",MEM CARD SDHC 16GB CLASS 10 MLC,294,0,"31.86000","0","1","-","Active","SDHC™","16GB","Class 10","MLC","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20microSD_SDHC.pdf,//media.digikey.com/photos/ATP%20Electronics/AF2GUDI-5ACXX.JPG,AF2GUDI-OEM-ND,AF2GUDI-OEM,"ATP Electronics, Inc.",MEM CARD MICROSD 2GB CLASS 6 SLC,4171,0,"32.04000","0","1","-","Active","microSD™","2GB","-","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-45u/S-45u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_S-450uSeries.JPG,1052-1250-ND,SFSD016GN3BM1TO-I-LF-2B1-STD,Swissbit,MEMORY CARD MICROSDHC 16GB MLC,876,0,"32.04000","0","1","S-45u","Active","microSDHC™","16GB","Class 10, UHS Class 1","MLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-kc-series-data-sheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMKC04.jpg,PCR234-ND,RP-SMKC04DA1,Panasonic Electronic Components,MEM CARD MICROSD 4GB CLASS 2 MLC,4484,0,"32.42000","0","1","KC","Active","microSD™","4GB","Class 2","MLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-46u/S-46u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSD8192N3BM1TO-I-LF-2CP-STD.jpg,1052-1262-ND,SFSD8192N3BM1TO-I-LF-2CP-STD,Swissbit,MEMORY CARD MICROSDHC 8GB PSLC,647,0,"32.77000","0","1","S-46u","Active","microSDHC™","8GB","Class 10, UHS Class 1","pSLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP_SD_Series.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF2GSDI-2ACXX.jpg,AF2GSDI-OEM-ND,AF2GSDI-OEM,"ATP Electronics, Inc.",MEMORY CARD SD 2GB CLASS 6 SLC,481,0,"33.59000","0","1","-","Active","SD™","2GB","Class 6","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=C-300/C-300_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCF_CompactFlash.jpg,1052-1117-ND,SFCF0512H1BK2TO-I-MS-553-SMA,Swissbit,MEM CARD COMPACTFLASH 512MB SLC,586,0,"35.41000","0","1","C-300","Not For New Designs","CompactFlash®","512MB","-","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-fx-series-data-sheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SDF02G.jpg,PCR232-ND,RP-SDF02GDA1,Panasonic Electronic Components,MEMORY CARD SD 2GB CLASS 6 SLC,785,0,"35.43000","0","1","FX","Active","SD™","2GB","Class 6","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/S-200u_Series_FS.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSD_microSD_S-200uSeries.jpg,1052-1136-ND,SFSD1024N1BN1TO-I-DF-161-STD,Swissbit,MEM CARD MICROSD 1GB CLASS 6 SLC,2959,0,"36.68000","0","1","S-200u","Not For New Designs","microSD™","1GB","Class 6","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-pt-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMPT08DA1.jpg,P122422-ND,RP-SMPT08DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 8GB UHS PSLC,271,0,"40.23000","0","1","PT","Active","microSDHC™","8GB","Class 10, UHS Class 1","pSLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20CF_Series.pdf,//media.digikey.com/photos/ATP%20Electronics/AF1GCFI-7ACXP.JPG,AF1GCFI-OEM-ND,AF1GCFI-OEM,"ATP Electronics, Inc.",MEMORY CARD COMPACTFLASH 1GB SLC,220,0,"40.33000","0","1","-","Active","CompactFlash®","1GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20CF_Series.pdf,//media.digikey.com/photos/ATP%20Electronics/AF2GCFI-7ACXP.JPG,AF2GCFI-OEM-ND,AF2GCFI-OEM,"ATP Electronics, Inc.",MEMORY CARD COMPACTFLASH 2GB SLC,462,0,"40.80000","0","1","-","Active","CompactFlash®","2GB","-","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-450u/S-450u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_S-450uSeries.JPG,1052-1212-ND,SFSD2048N1BM1MT-I-ME-221-STD,Swissbit,MEM CARD MICROSDHC 2GB UHS SLC,209,0,"41.25000","0","1","S-450u","Active","microSD™","2GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCF_CompactFlash.jpg,1052-1118-ND,SFCF1024H1BK2TO-I-MS-553-SMA,Swissbit,MEMORY CARD COMPACTFLASH 1GB SLC,2029,0,"43.58000","0","1","C-300","Not For New Designs","CompactFlash®","1GB","-","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-kc-series-data-sheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMKC08.jpg,PCR237-ND,RP-SMKC08DA1,Panasonic Electronic Components,MEM CARD MICROSD 8GB CLASS 2 MLC,298,0,"48.27000","0","1","KC","Active","microSD™","8GB","Class 2","MLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-45u/S-45u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_S-450uSeries.JPG,1052-1251-ND,SFSD032GN3BM1TO-I-HG-2B1-STD,Swissbit,MEMORY CARD MICROSDHC 32GB MLC,446,0,"52.37000","0","1","S-45u","Active","microSDHC™","32GB","Class 10, UHS Class 1","MLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-46u/S-46u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFSD016GN3BM1TO-I-HG-2CP-STD.JPG,1052-1259-ND,SFSD016GN3BM1TO-I-HG-2CP-STD,Swissbit,MEMORY CARD MICROSDHC 16GB PSLC,219,0,"53.44000","0","1","S-46u","Active","microSDHC™","16GB","Class 10, UHS Class 1","pSLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-300u/S-300u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFSD2048N1BW1MT-I-ME-111-STD.JPG,1052-1108-ND,SFSD2048N1BW1MT-I-ME-111-STD,Swissbit,MEM CARD MICROSD 2GB CLASS 6 SLC,474,0,"54.52000","0","1","S-300U","Not For New Designs","microSD™","2GB","Class 6","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/RP-SMPExxDA1.pdf,//media.digikey.com/Photos/Panasonic%20Photos/RP-SMPE16DA1.jpg,P17026-ND,RP-SMPE16DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 16GB UHS PSLC,479,0,"56.08000","0","1","PE","Active","microSDHC™","16GB","Class 10, UHS Class 1","pSLC","-25°C ~ 85°C"
"//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/AFxGSD3A,%20AFxGUD3A.pdf",//media.digikey.com/Photos/ATP%20Electronics/AF16GUD3A-OEM.JPG,AF16GUD3A-OEM-ND,AF16GUD3A-OEM,"ATP Electronics, Inc.",MEM CARD MICROSD 16GB CLS10 AMLC,319,0,"56.13000","0","1","-","Active","microSD™","16GB","Class 10","aMLC","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20microSD_SDHC.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF32GUD3-OEM.jpg,AF32GUD3-OEM-ND,AF32GUD3-OEM,"ATP Electronics, Inc.",MEM CARD MICROSD 32GB CLS10 MLC,424,0,"56.49000","0","1","-","Active","microSD™","32GB","Class 10","MLC","-25°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20microSD_SDHC.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF4GUDI-2AAXX.JPG,AF4GUDI-OEM-ND,AF4GUDI-OEM,"ATP Electronics, Inc.",MEM CARD MICROSD 4GB CLASS10 SLC,1060,0,"58.29000","0","1","-","Active","microSD™","4GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/S-200u_Series_FS.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSD_microSD_S-200uSeries.jpg,1052-1137-ND,SFSD2048N1BN1TO-I-QF-161-STD,Swissbit,MEM CARD MICROSD 2GB CLASS 6 SLC,434,0,"60.53000","0","1","S-200u","Not For New Designs","microSD™","2GB","Class 6","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP%20CF_Series.pdf,//media.digikey.com/photos/ATP%20Electronics/AF4GCFI-7ACXP.JPG,AF4GCFI-OEM-ND,AF4GCFI-OEM,"ATP Electronics, Inc.",MEMORY CARD COMPACTFLASH 4GB SLC,498,0,"61.81000","0","1","-","Active","CompactFlash®","4GB","-","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/ATP_SD_Series.pdf,//media.digikey.com/photos/ATP%20Electronics/AF4GSDI-2ABXX.JPG,AF4GSDI-OEM-ND,AF4GSDI-OEM,"ATP Electronics, Inc.",MEM CARD SDHC 4GB CLASS 10 SLC,133,0,"61.96000","0","1","-","Active","SDHC™","4GB","Class 10","SLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/TT_Series_RP-SMTTxxDA1.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMTT32DA1.jpg,P122039-ND,RP-SMTT32DA1,Panasonic Electronic Components,MEMORY CARD MICROSDHC 32GB MLC,310,0,"64.03000","0","1","TT","Active","microSDHC™","32GB","Class 10, UHS Class 3","MLC","-40°C ~ 85°C"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/C-400.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFCF_CompactFlash.jpg,1052-1111-ND,SFCF2048H2BU2TO-I-MS-527-STD,Swissbit,MEMORY CARD COMPACTFLASH 2GB SLC,156,0,"65.61000","0","1","C-440","Active","CompactFlash®","2GB","-","SLC","-40°C ~ 85°C"
https://na.industrial.panasonic.com/sites/default/pidsa/files/downloads/files/panasonic-pt-series-datasheet.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_RP-SMPT16DA1.jpg,P122423-ND,RP-SMPT16DA1,Panasonic Electronic Components,MEM CARD MICROSDHC 16GB UHS PSLC,451,0,"70.49000","0","1","PT","Active","microSDHC™","16GB","Class 10, UHS Class 1","pSLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-450u/S-450u_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_S-450uSeries.JPG,1052-1213-ND,SFSD4096N1BM1MT-I-DF-221-STD,Swissbit,MEM CARD MICROSDHC 4GB UHS SLC,1092,0,"71.88000","0","1","S-450u","Active","microSDHC™","4GB","Class 10, UHS Class 1","SLC","-40°C ~ 85°C"
https://www.swissbit.com/data/view.php?q=S-45/S-45_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_S-45Series.JPG,1052-1237-ND,SFSD064GL3BM1TO-I-HG-2B1-STD,Swissbit,MEM CARD SDXC 64GB CLASS 10 UHS1,125,0,"73.65000","0","1","S-45","Active","SDXC™","64GB","Class 10, UHS Class 1","MLC","-40°C ~ 85°C"
