Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Size","Memory Type","Form Factor","Speed - Read","Speed - Write","Voltage - Supply","Type","Current - Max","Operating Temperature","Weight","Size / Dimension"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/X-200s_Series_FS.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA4096V1BR4TO-I-MS-236-STD.jpg,1052-1149-ND,SFSA4096V1BR4TO-I-MS-236-STD,Swissbit,SSD 4GB SLIM-SATA SLC SATA II 5V,88,0,"107.38000","0","1","X-200S","Active","4GB","FLASH - NAND (SLC)","Slim-SATA","110MB/s","47MB/s","5V","SATA II","320mA","-40°C ~ 85°C","3.17 oz (90g)","54.00mm x 39.00mm x 4.00mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB009-1114-03-StorFly-25-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/MFG_StorFly-25.jpg,1550-1099-ND,VSFB25XI016G-150,Virtium LLC,2.5"" 7MM SATA-III 6GB,30,0,"111.90000","0","1","StorFly® 25","Active","16GB","FLASH - NAND (MLC)","2.5""","300MB/s","135MB/s","5V","SATA III","-","-40°C ~ 85°C","-","100.50mm x 69.85mm x 5.00mm"
https://www.swissbit.com/data/view.php?q=X-200m/X-200m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA8192U1BR4TO-I-DT-236-STD.jpg,1052-1144-ND,SFSA8192U1BR4TO-I-DT-236-STD,Swissbit,SSD 8GB MSATA SLC SATA II 3.3V,57,0,"197.53000","0","1","X-200M","Not For New Designs","8GB","FLASH - NAND (SLC)","mSATA","120MB/s","95MB/s","3.3V","SATA II","-","-40°C ~ 85°C","0.24 oz (6.84g)","50.80mm x 29.85mm x 3.30mm"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/X-200s_Series_FS.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA8192V1BR4TO-I-DT-236-STD.jpg,1052-1150-ND,SFSA8192V1BR4TO-I-DT-236-STD,Swissbit,SSD 8GB SLIM-SATA SLC SATA II 5V,31,0,"200.59000","0","1","X-200S","Active","8GB","FLASH - NAND (SLC)","Slim-SATA","120MB/s","95MB/s","5V","SATA II","320mA","-40°C ~ 85°C","3.17 oz (90g)","54.00mm x 39.00mm x 4.00mm"
https://www.swissbit.com/data/view.php?q=X-200m/X-200m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA16GBU1BR4TO-I-QT-236-STD.jpg,1052-1145-ND,SFSA16GBU1BR4TO-I-QT-236-STD,Swissbit,SSD 16GB MSATA SLC SATA II 3.3V,62,0,"283.57000","0","1","X-200M","Not For New Designs","16GB","FLASH - NAND (SLC)","mSATA","120MB/s","95MB/s","3.3V","SATA II","-","-40°C ~ 85°C","0.24 oz (6.84g)","50.80mm x 29.85mm x 3.30mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB009-1114-03-StorFly-25-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/VSFB25PC032G-100.jpg,1550-1033-ND,VSFB25PC032G-100,Virtium LLC,SSD 32GB 2.5"" SLC SATA III 5V,42,0,"325.76000","0","1","StorFly® 25","Active","32GB","FLASH - NAND (SLC)","2.5""","370MB/s","280MB/s","5V","SATA III","-","0°C ~ 70°C","-","100.50mm x 69.85mm x 5.00mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB009-1114-03-StorFly-25-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/VSFB25PC032G-100.jpg,1550-1035-ND,VSFB25PI032G-100,Virtium LLC,SSD 32GB 2.5"" SLC SATA III 5V,35,0,"356.58000","0","1","StorFly® 25","Active","32GB","FLASH - NAND (SLC)","2.5""","370MB/s","280MB/s","5V","SATA III","-","-40°C ~ 85°C","-","100.50mm x 69.85mm x 5.00mm"
https://www.swissbit.com/data/view.php?q=X-600m2/X-600m2_2242_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA008GM1AA1TO-I-DB-216-STD.jpg,1052-1287-ND,SFSA032GM1AA2TO-I-QC-216-STD,Swissbit,SSD 32GB M.2 SLC SATA III 3.3V,39,0,"375.94000","0","1","X-600M2","Active","32GB","FLASH - NAND (SLC)","M.2 Module","520MB/s","245MB/s","3.3V","SATA III","500mA","-40°C ~ 85°C","-","42.00mm x 22.00mm x 3.30mm"
//media.digikey.com/pdf/Data%20Sheets/Swissbit.pdf/X-200s_Series_FS.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA16GBV1BR4TO-I-QT-236-STD.jpg,1052-1151-ND,SFSA16GBV1BR4TO-I-QT-236-STD,Swissbit,SSD 16GB SLIM-SATA SLC SATAII 5V,41,0,"285.98000","0","1","X-200S","Not For New Designs","16GB","FLASH - NAND (SLC)","Slim-SATA","120MB/s","95MB/s","5V","SATA II","320mA","-40°C ~ 85°C","3.17 oz (90g)","54.00mm x 39.00mm x 4.00mm"
https://www.swissbit.com/data/view.php?q=X-60s/X-60s_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA060GV1AA2TO-I-LB-216-STD.jpg,1052-1220-ND,SFSA060GV1AA2TO-I-LB-216-STD,Swissbit,SSD 60GB SLIM-SATA MLC 5V,36,0,"107.73000","0","1","X-60S","Active","60GB","FLASH - NAND (MLC)","Slim-SATA","520MB/s","90MB/s","5V","SATA III","295mA","-40°C ~ 85°C","0.353 oz (10g)","54.00mm x 39.00mm x 4.00mm"
http://en.siliconmotion.com/EW_Pages/PCIE_FERRISSD_PB_EN.pdf,-,1984-1010-ND,SM689GXE AES,"Silicon Motion, Inc.",FERRI PCIE BGA PCIE 3D TLC NAND,58,0,"159.81000","0","1","FerriSSD®","Active","256GB","FLASH - NAND (TLC)","-","1.45GB/s","650MB/s","-","NVMe","-","0°C ~ 70°C (TA)","-","20.00mm x 16.00mm"
https://www.swissbit.com/data/view.php?q=X-60s/X-60s_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA120GV1AA4TO-I-LB-216-STD.jpg,1052-1230-ND,SFSA120GV1AA4TO-I-LB-216-STD,Swissbit,SSD 120GB SLIM-SATA MLC 5V,38,0,"167.51000","0","1","X-60S","Active","120GB","FLASH - NAND (MLC)","Slim-SATA","520MB/s","185MB/s","5V","SATA III","390mA","-40°C ~ 85°C","0.353 oz (10g)","54.00mm x 39.00mm x 4.00mm"
-,-,1984-1006-ND,SM659GEC CDZ,"Silicon Motion, Inc.",FERRISSD BGA SSD SLCMODE NAND DR,49,0,"173.91000","0","1","-","Active","64GB","FLASH - NAND (SLC)","-","-","-","-","SATA III","-","-40°C ~ 85°C (TA)","-","20.00mm x 16.00mm"
//media.digikey.com/pdf/Data%20Sheets/Viking%20PDFs/VPFEM2zzzGZCxMTL_Web.pdf,//media.digikey.com/Photos/Viking%20Technology/VPFEM2256GZCAMTL.JPG,1803-1010-ND,VPFEM2256GZCAMTL,Viking Technology,SSD 256GB MSATA MLC SATAIII 3.3V,65,0,"211.23000","0","1","-","Active","256GB","FLASH - NAND (MLC)","mSATA","-","-","3.3V","SATA III","-","0°C ~ 70°C","-","50.80mm x 29.85mm x 4.00mm"
https://www.swissbit.com/data/view.php?q=X-60m/X-60m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA240GU2AA4TO-I-HC-216-STD.jpg,1052-1303-ND,SFSA240GU2AA4TO-I-HC-216-STD,Swissbit,SSD 240GB MSATA MLC SATAIII 3.3V,51,0,"248.28000","0","1","X-60M","Active","240GB","FLASH - NAND (MLC)","mSATA","520MB/s","355MB/s","3.3V","SATA III","805mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.50mm"
https://www.micron.com/~/media/documents/products/data-sheet/ssd/5100_ssd.pdf,-,557-1810-ND,MTFDDAK480TCB-1AR1ZABYY,Micron Technology Inc.,SSD 5100 480GB 2.5"",48,0,"288.96000","0","1","5100","Obsolete","480GB","FLASH - NAND (TLC)","2.5""","540MB/s","410MB/s","5V, 12V","SATA III","-","0°C ~ 70°C","2.47 oz (70.38g)","100.45mm x 69.85mm x 7.00mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB009-1114-03-StorFly-25-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/VSFB25CC.jpg,1550-1031-ND,VSFB25CC240G-100,Virtium LLC,SSD 240GB 2.5"" MLC SATA III 5V,26,0,"392.26000","0","1","StorFly® 25","Active","240GB","FLASH - NAND (MLC)","2.5""","530MB/s","430MB/s","5V","SATA III","-","0°C ~ 70°C","-","100.50mm x 69.85mm x 5.00mm"
https://www.swissbit.com/data/view.php?q=X-60m/X-60m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA480GU2AA4TO-I-OC-216-STD.jpg,1052-1304-ND,SFSA480GU2AA4TO-I-OC-216-STD,Swissbit,SSD 480GB MSATA MLC SATAIII 3.3V,57,0,"456.45000","0","1","X-60M","Active","480GB","FLASH - NAND (MLC)","mSATA","520MB/s","450MB/s","3.3V","SATA III","960mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.50mm"
http://en.siliconmotion.com/EW_Pages/SATAPATA_FERRISSD_PB_%20201805.pdf,-,1984-1003-ND,SM631GEB-BA,"Silicon Motion, Inc.",FERRISSD BGA SSD SLC NAND I-TEMP,200,0,"465.31000","0","1","FerriSSD®","Active","32GB","FLASH - NAND (SLC)","-","-","-","-","SATA II","-","-40°C ~ 85°C (TA)","-","20.00mm x 16.00mm"
//media.digikey.com/pdf/Data%20Sheets/Viking%20PDFs/PSFEM6zzzzZzzz.pdf,//media.digikey.com/Photos/Viking%20Technology/MFG_M.2_Above-256GB.jpg,1803-1011-ND,VPFEM6480GZCFMTL,Viking Technology,SSD 480GB M.2 MLC SATAIII 3.3V,72,0,"476.00000","0","1","-","Active","480GB","FLASH - NAND (MLC)","M.2 Module","560MB/s","465MB/s","3.3V","SATA III","-","0°C ~ 70°C","-","42.00mm x 22.00mm x 3.80mm"
https://www.swissbit.com/data/view.php?q=X-200m/X-200m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA32GBU1BR4TO-I-NC-236-STD.jpg,1052-1146-ND,SFSA32GBU1BR4TO-I-NC-236-STD,Swissbit,SSD 32GB MSATA SLC SATA II 3.3V,43,0,"569.27000","0","1","X-200M","Obsolete","32GB","FLASH - NAND (SLC)","mSATA","100MB/s","90MB/s","3.3V","SATA II","-","-40°C ~ 85°C","0.24 oz (6.84g)","50.80mm x 29.85mm x 3.30mm"
https://www.micron.com/~/media/documents/products/data-sheet/ssd/5100_ssd.pdf,-,557-1807-ND,MTFDDAK240TCB-1AR1ZABYY,Micron Technology Inc.,SSD 5100 240GB 2.5"",13,0,"198.45000","0","1","5100","Active","240GB","FLASH - NAND (TLC)","2.5""","540MB/s","250MB/s","5V, 12V","SATA III","-","0°C ~ 70°C","2.47 oz (70.38g)","100.45mm x 69.85mm x 7.00mm"
https://swissbit.com/data/X-60/X-60_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA030GQ1AA1TO-I-LB-216-STD.jpg,1052-1274-ND,SFSA960GQ1AA8TO-I-OC-216-STD,Swissbit,SSD 960GB 2.5"" MLC SATA III 5V,7,0,"880.90000","0","1","X-60","Active","960GB","FLASH - NAND (MLC)","2.5""","-","-","5V","SATA III","-","-40°C ~ 85°C","-","100.20mm x 69.85mm x 7.00mm"
-,//media.digikey.com/Photos/ATP%20Electronics/AF4GSSGH-AABXP.JPG,AF4GSSGH-OEM-ND,AF4GSSGH-OEM,"ATP Electronics, Inc.",SSD 4GB EUSB SLC 5V,48,0,"52.01000","0","1","-","Active","4GB","FLASH - NAND (SLC)","Disk-On-Module, eUSB","30MB/s","27MB/s","5V","-","-","-40°C ~ 85°C","-","36.90mm x 26.60mm x 11.50mm"
https://www.swissbit.com/data/view.php?q=X-60m2/X-60m2_2280_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA120GM1AA4TO-I-LB-616-STD.jpg,1052-1311-ND,SFSA120GM1AA4TO-I-LB-616-STD,Swissbit,SSD 120GB M.2 MLC SATA III 3.3V,18,0,"163.13000","0","1","X-60M2","Active","120GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","185MB/s","3.3V","SATA III","500mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.30mm"
http://www.atpinc.com/downloadlog/ef088f3267f69470,//media.digikey.com/photos/ATP%20Electronics/AF32GSSHI-OEM_Side-A.jpg,AF32GSSHI-OEM-ND,AF32GSSHI-OEM,"ATP Electronics, Inc.",SSD 32GB MSATA SLC SATA III 3.3V,12,0,"269.33000","0","1","-","Active","32GB","FLASH - NAND (SLC)","mSATA","530MB/s","430MB/s","3.3V","SATA III","-","-40°C ~ 85°C","-","50.80mm x 29.80mm x 3.70mm"
https://www.swissbit.com/data/view.php?q=X-600m/X-600m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA032GU1AA4TO-I-DB-216-STD.jpg,1052-1227-ND,SFSA032GU1AA4TO-I-DB-216-STD,Swissbit,SSD 32GB MSATA SLC SATA III 3.3V,22,0,"377.40000","0","1","X-600M","Active","32GB","FLASH - NAND (SLC)","mSATA","520MB/s","250MB/s","3.3V","SATA III","470mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.50mm"
https://www.swissbit.com/data/view.php?q=X-600s/X-600s_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA032GV1AA4TO-I-DB-216-STD.jpg,1052-1300-ND,SFSA032GV1AA4TO-I-DB-216-STD,Swissbit,SSD 32GB SLIM SLC SATA III 5V,10,0,"379.43000","0","1","X-600S","Active","32GB","FLASH - NAND (SLC)","Slim-SATA","520MB/s","250MB/s","5V","SATA III","405mA","-40°C ~ 85°C","0.353 oz (10g)","54.00mm x 39.00mm x 4.00mm"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/SATA%20SSD's%202.5.pdf,//media.digikey.com/photos/ATP%20Electronics/AF128GSSCJ-OEM.JPG,AF128GSSCJ-OEM-ND,AF128GSSCJ-OEM,"ATP Electronics, Inc.",SSD 128GB 2.5"" SLC SATA III,12,0,"988.00000","0","1","-","Active","128GB","FLASH - NAND (SLC)","2.5""","520MB/s","420MB/s","-","SATA III","-","-40°C ~ 85°C","-","100.0mm x 69.90mm x 9.20mm"
https://www.swissbit.com/data/view.php?q=X-600m/X-600m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA128GU1AA4TO-I-NC-216-STD.jpg,1052-1229-ND,SFSA128GU1AA4TO-I-NC-216-STD,Swissbit,SSD 128GB MSATA SLC SATAIII 3.3V,19,0,"1017.08000","0","1","X-600M","Active","128GB","FLASH - NAND (SLC)","mSATA","520MB/s","405MB/s","3.3V","SATA III","730mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.50mm"
http://www.virtium.com/wp-content/uploads/2016/01/PB009-1114-03-StorFly-25-Product-Brief.pdf,//media.digikey.com/Photos/Virtium/MFG_StorFly-25.jpg,1550-1104-ND,VSFB25XI480G-150,Virtium LLC,2.5"" 7MM SATA-III 6GB,4,0,"1047.87000","0","1","StorFly® 25","Active","480GB","FLASH - NAND (MLC)","2.5""","530MB/s","460MB/s","5V","SATA III","-","-40°C ~ 85°C","-","100.50mm x 69.85mm x 5.00mm"
//media.digikey.com/pdf/Data%20Sheets/Virtium/VTDU31P.pdf,//media.digikey.com/photos/Virtium/VTDU31PI004G-100.JPG,1550-1087-ND,VTDU31PI004G-1A0,Virtium LLC,SSD 4GB EUSB SLC,39,0,"62.04000","0","1","TuffDrive®","Active","4GB","FLASH - NAND (SLC)","Disk-On-Module, eUSB","27MB/s","16.5MB/s","-","-","-","-40°C ~ 85°C","0.18 oz (5.13g)","36.90mm x 26.60mm x 9.75mm"
https://www.swissbit.com/data/view.php?q=X-200m/X-200m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA2048U1BR2TO-I-MS-236-STD.jpg,1052-1142-ND,SFSA2048U1BR2TO-I-MS-236-STD,Swissbit,SSD 2GB MSATA SLC SATA II 3.3V,44,0,"66.32000","0","1","X-200M","Active","2GB","FLASH - NAND (SLC)","mSATA","60MB/s","26MB/s","3.3V","SATA II","-","-40°C ~ 85°C","0.24 oz (6.84g)","50.80mm x 29.85mm x 3.30mm"
-,//media.digikey.com/Photos/Apacer%20Photos/UDMIIPlus_TypeC_img2_LO.jpg,1582-1253-ND,AP-UM004GR13CS-2MSNRT,Apacer Memory America,SSD 4GB SLC 5V,48,0,"70.26000","0","1","-","Active","4GB","FLASH - NAND (SLC)","-","28MB/s","21MB/s","5V","-","-","0°C ~ 70°C","-","37.80mm x 26.65mm x 10.50mm"
//media.digikey.com/pdf/Data%20Sheets/Virtium/VTDU34P.pdf,//media.digikey.com/Photos/Virtium/VTDU24CC032G-100.JPG,1550-1090-ND,VTDU34PI008G-1A0,Virtium LLC,SSD 8GB EUSB SLC 5V,19,0,"109.60000","0","1","TuffDrive®","Active","8GB","FLASH - NAND (SLC)","Disk-On-Module, eUSB","34MB/s","21MB/s","5V","-","-","-40°C ~ 85°C","0.18 oz (5.13g)","45.35mm x 17.90mm x 6.20mm"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/M.2%20ATP%20Embedded%20Modules.pdf,//media.digikey.com/Photos/ATP%20Electronics/AF8GSSIA-OEM_SIDE-A.jpg,AF8GSSIA-OEM-ND,AF8GSSIA-OEM,"ATP Electronics, Inc.",SSD 8GB M.2 SLC SATA III,5,0,"136.53000","0","1","-","Active","8GB","FLASH - NAND (SLC)","M.2 Module","530MB/s","400MB/s","-","SATA III","-","-40°C ~ 85°C","-","42.00mm x 22.00mm x 3.50mm"
https://www.swissbit.com/data/view.php?q=X-600m2/X-600m2_2242_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA008GM1AA1TO-I-DB-216-STD.jpg,1052-1289-ND,SFSA008GM1AA1TO-I-DB-216-STD,Swissbit,SSD 8GB M.2 SLC SATA III 3.3V,5,0,"156.31000","0","1","X-600M2","Active","8GB","FLASH - NAND (SLC)","M.2 Module","245MB/s","65MB/s","3.3V","SATA III","255mA","-40°C ~ 85°C","-","42.00mm x 22.00mm x 3.30mm"
https://www.swissbit.com/data/view.php?q=X-600m/X-600m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA008GU1AA1TO-I-DB-216-STD.jpg,1052-1285-ND,SFSA008GU1AA1TO-I-DB-216-STD,Swissbit,SSD 8GB MSATA SLC SATA III 3.3V,23,0,"157.97000","0","1","X-600M","Active","8GB","FLASH - NAND (SLC)","mSATA","245MB/s","65MB/s","3.3V","SATA III","260mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.50mm"
https://www.swissbit.com/data/view.php?q=X-60m2/X-60m2_2260_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA120GM1AA4TO-I-LB-416-STD.jpg,1052-1308-ND,SFSA120GM1AA4TO-I-LB-416-STD,Swissbit,SSD 120GB M.2 MLC SATA III 3.3V,5,0,"163.13000","0","1","X-60M2","Active","120GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","185MB/s","3.3V","SATA III","500mA","-40°C ~ 85°C","-","60.00mm x 22.00mm x 3.30mm"
https://www.swissbit.com/data/view.php?q=X-60m2/X-60m2_2280_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA240GM1AA4TO-I-HC-616-STD.jpg,1052-1312-ND,SFSA240GM1AA4TO-I-HC-616-STD,Swissbit,SSD 240GB M.2 MLC SATA III 3.3V,3,0,"246.93000","0","1","X-60M2","Active","240GB","FLASH - NAND (MLC)","M.2 Module","520MB/s","355MB/s","3.3V","SATA III","805mA","-40°C ~ 85°C","-","80.00mm x 22.00mm x 3.30mm"
https://www.swissbit.com/data/view.php?q=X-600m/X-600m_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA016GU1AA2TO-I-DB-216-STD.jpg,1052-1284-ND,SFSA016GU1AA2TO-I-DB-216-STD,Swissbit,SSD 16GB MSATA SLC SATA III 3.3V,17,0,"260.63000","0","1","X-600M","Active","16GB","FLASH - NAND (SLC)","mSATA","470MB/s","125MB/s","3.3V","SATA III","360mA","-40°C ~ 85°C","-","50.80mm x 29.85mm x 3.50mm"
-,//media.digikey.com/photos/ATP%20Electronics/AF256GSSCJ-OEM.JPG,AF32GSSCJ-OEM-ND,AF32GSSCJ-OEM,"ATP Electronics, Inc.",SSD 32GB 2.5"" SLC SATA III,11,0,"345.87000","0","1","-","Active","32GB","FLASH - NAND (SLC)","2.5""","520MB/s","420MB/s","-","SATA III","-","-40°C ~ 85°C","-","100.0mm x 69.90mm x 9.20mm"
https://www.swissbit.com/data/view.php?q=X-600m2/X-600m2_2260_fact_sheet.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/MFG_SFSA064GM1AA4TO-I-QC-416-STD.jpg,1052-1292-ND,SFSA032GM1AA4TO-I-DB-416-STD,Swissbit,SSD 32GB M.2 SLC SATA III 3.3V,16,0,"375.94000","0","1","X-600M2","Active","32GB","FLASH - NAND (SLC)","M.2 Module","520MB/s","250MB/s","3.3V","SATA III","515mA","-40°C ~ 85°C","-","60.00mm x 22.00mm x 3.30mm"
http://www.atpinc.com/downloadlog/ef088f3267f69470,//media.digikey.com/photos/ATP%20Electronics/AF64GSSHI-OEM_Side-A.jpg,AF64GSSHI-OEM-ND,AF64GSSHI-OEM,"ATP Electronics, Inc.",SSD 64GB MSATA SLC SATA III 3.3V,7,0,"498.23000","0","1","-","Active","64GB","FLASH - NAND (SLC)","mSATA","530MB/s","430MB/s","3.3V","SATA III","-","-40°C ~ 85°C","-","50.80mm x 29.80mm x 3.70mm"
