Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Technology","Type","Duty Cycle","Voltage - Rated","Stroke Length","Power (Watts)","DC Resistance (DCR)","Bushing Thread","Mounting Type","Termination Style","Size / Dimension","Diameter - Shaft","Shaft Detail"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0216.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0216-05.jpg,1144-1281-ND,DSTL-0216-12,Delta Electronics,SOLENOID PULL CONTINUOUS 12V,229,0,"11.18000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","12VDC","0.106"" (2.70mm)","1.1W","144Ohm","10-32 NF-2A","Chassis Mount","Wire Leads with Connector","0.378"" Dia x 0.520"" L (9.60mm x 13.20mm)","0.110"" (2.79mm)","Groove"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0216.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0216-05.jpg,1144-1283-ND,DSTL-0216-24,Delta Electronics,SOLENOID PULL CONTINUOUS 24V,137,0,"11.18000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","24VDC","0.106"" (2.70mm)","1.1W","480Ohm","10-32 NF-2A","Chassis Mount","Wire Leads with Connector","0.378"" Dia x 0.520"" L (9.60mm x 13.20mm)","0.110"" (2.79mm)","Groove"
http://www.deltaww.com/filecenter/Products/download/04/0409/SFA%20DSOL-0630_0307.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-Series.jpg,1144-1405-ND,DSOL-0630-12E,Delta Electronics,"DC SOLENOID, OPEN FRAME PULL TYP",408,0,"12.40000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.500"" (12.70mm)","8.5W","17Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/SFA%20DSOL-0630_0307.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-Series.jpg,1144-1404-ND,DSOL-0630-12C,Delta Electronics,"DC SOLENOID, OPEN FRAME PULL TYP",209,0,"12.40000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Continuous","12VDC","0.500"" (12.70mm)","4W","36Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSOL-0844.pdf,//media.digikey.com/Photos/Delta%20Photos/DSOL-0844-12.JPG,1144-1301-ND,DSOL-0844-12,Delta Electronics,SOLENOID PULL CONTINUOUS 12V,264,0,"13.07000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Continuous","12VDC","0.500"" (12.70mm)","20W","7.7Ohm","-","Chassis Mount","Wire Leads","1.730"" L x 0.840"" W x 1.130"" H (43.94mm x 21.34mm x 28.70mm)","0.313"" (7.95mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSOL-0844.pdf,//media.digikey.com/Photos/Delta%20Photos/DSOL-0844-12.JPG,1144-1303-ND,DSOL-0844-24,Delta Electronics,SOLENOID PULL CONTINUOUS 24V,149,0,"13.07000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","0.500"" (12.70mm)","20W","29Ohm","-","Chassis Mount","Wire Leads","1.730"" L x 0.840"" W x 1.130"" H (43.94mm x 21.34mm x 28.70mm)","0.313"" (7.95mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-0630_Series_Ds.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-0630.jpg,1144-1421-ND,DSML-0630-12P,Delta Electronics,SOLENOID LATCH PULL PULSE 12V,189,0,"13.65000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Pulse","12VDC","0.500"" (12.70mm)","40W","3.6Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.200"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/413_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_413.jpg,1528-1552-ND,413,Adafruit Industries LLC,SOLENOID PULL INTERMITTENT 12V,250,0,"14.95000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.394"" (10.00mm)","10W","12Ohm","-","Chassis Mount","Wire Leads","1.555"" L x 0.984"" W x 1.142"" H (39.50mm x 25.00mm x 29.00mm)","0.425"" (10.80mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSMS-0730.pdf,//media.digikey.com/Photos/Delta%20Photos/DSMS-0730-xx.jpg,1144-1319-ND,DSMS-0730-24,Delta Electronics,SOLENOID PUSH PULSE 24V,124,0,"20.16000","0","1","DSMS","Active","Electromechanical","Open Frame Latching (Push)","Pulse","24VDC","0.138"" (3.50mm)","35W","16Ohm","-","Chassis Mount","Wire Leads with Connector","1.181"" L x 0.630"" W x 0.551"" H (30.00mm x 16.00mm x 14.00mm)","0.236"" (6.00mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSMS-0730.pdf,//media.digikey.com/Photos/Delta%20Photos/DSMS-0730-xx.jpg,1144-1315-ND,DSMS-0730-05,Delta Electronics,SOLENOID PUSH PULSE 5V,101,0,"20.16000","0","1","DSMS","Active","Electromechanical","Open Frame Latching (Push)","Pulse","5VDC","0.138"" (3.50mm)","30W","850mOhm","-","Chassis Mount","Wire Leads with Connector","1.181"" L x 0.630"" W x 0.551"" H (30.00mm x 16.00mm x 14.00mm)","0.236"" (6.00mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0829.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0829-xx.jpg,1144-1286-ND,DSTL-0829-12,Delta Electronics,SOLENOID PULL CONTINUOUS 12V,180,0,"23.49000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","12VDC","0.500"" (12.70mm)","72W","2Ohm","3/4-16 UNF-2A","Chassis Mount","Wire Leads with Connector","0.961"" Dia x 1.142"" L (24.40mm x 29.00mm)","0.307"" (7.80mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0840.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0840-24.jpg,1144-1291-ND,DSTL-0840-12,Delta Electronics,SOLENOID PULL CONTINUOUS 12V,142,0,"24.43000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","12VDC","0.500"" (12.70mm)","7.6W","19Ohm","9/16-18 UNF-2A","Chassis Mount","Wire Leads with Connector","0.772"" Dia x 1.575"" L (19.60mm x 40.00mm)","0.307"" (7.80mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0840.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0840-24.jpg,1144-1293-ND,DSTL-0840-24,Delta Electronics,SOLENOID PULL CONTINUOUS 24V,121,0,"24.43000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","24VDC","0.500"" (12.70mm)","7.4W","77.4Ohm","9/16-18 UNF-2A","Chassis Mount","Wire Leads with Connector","0.772"" Dia x 1.575"" L (19.60mm x 40.00mm)","0.307"" (7.80mm)","Clevis"
https://library.johnsonelectric.com/2d/solenoids/195203-XXX.pdf,-,2024-1073-ND,195203-237,"Ledex Dormeyer Saia, a Division of Johnson Electric",TUBULAR SOLENOID STA PUSH 1/2 X,118,0,"27.60000","0","1","STA","Active","Electromechanical","Closed Frame (Push), Tubular","Continuous","24VDC","0.250"" (6.35mm)","4.1W","141.9Ohm","3/8-32 UNEF","Panel Mount","Wire Leads","0.500"" Dia x 1.000"" L (12.70mm x 25.40mm)","0.062"" (1.58mm)","Round"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-15.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0494A.JPG,527-1035-ND,F0494A,Pontiac Coil Inc.,SOLENOID PULL INTERMITTENT 24V,313,0,"50.82000","0","1","L-15-2","Active","Electromechanical","Closed Frame (Pull), Tubular","Intermittent","24VDC","1.250"" (31.75mm)","60W","10Ohm","1-27 UNS-2A","Panel Mount","Wire Leads","1.490"" Dia x 2.380"" L (37.85mm x 60.45mm)","0.500"" (12.70mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSOS-0416.pdf,//media.digikey.com/Photos/Delta%20Photos/DSOS-Series.jpg,1144-1313-ND,DSOS-0416-102D,Delta Electronics,SOLENOID PUSH INTERMITTENT 102V,297,0,"5.50000","0","1","DSOS","Active","Electromechanical","Open Frame (Push)","Intermittent","102VDC","0.125"" (3.18mm)","346W","30Ohm","-","Chassis Mount","-","-","0.165"" (4.19mm)","Round"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSOS-0416.pdf,//media.digikey.com/Photos/Delta%20Photos/DSOS-Series.jpg,1144-1314-ND,DSOS-0416-204D,Delta Electronics,SOLENOID PUSH INTERMITTENT 204V,136,0,"5.50000","0","1","DSOS","Active","Electromechanical","Open Frame (Push)","Intermittent","204VDC","0.125"" (3.18mm)","302W","138Ohm","-","Chassis Mount","-","-","0.165"" (4.19mm)","Round"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/412_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_412.jpg,1528-1551-ND,412,Adafruit Industries LLC,SOLENOID PULL 12V,368,0,"7.50000","0","1","-","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VDC","0.217"" (5.50mm)","-","40Ohm","-","Chassis Mount","Wire Leads","1.354"" L x 0.551"" W x 0.669"" H (34.40mm x 14.00mm x 17.00mm)","0.197"" (5.00mm)","Round"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3992_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_3992.jpg,1528-2797-ND,3992,Adafruit Industries LLC,MEDIUM PUSH-PULL SOLENOID - 5V O,171,0,"7.50000","0","1","-","Active","Electromechanical","Open Frame (Pull)","-","5 ~ 6VDC","0.394"" (10.00mm)","-","6Ohm","-","Chassis Mount","Wire Leads","1.024"" L x 0.984"" W x 0.866"" H (26.00mm x 25.00mm x 22.00mm)","0.276"" (7.00mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0418.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0418-12.jpg,1144-1298-ND,DSTL-0418-24,Delta Electronics,SOLENOID PULL CONTINUOUS 24V,319,0,"8.13000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","24VDC","0.125"" (3.18mm)","1.4W","407Ohm","-","Chassis Mount","Wire Leads with Connector","0.504"" Dia x 0.689"" L (12.80mm x 17.50mm)","0.156"" (3.97mm)","Round"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSML-0224.pdf,//media.digikey.com/photos/Delta%20Photos/DSML-0224-05.jpg,1144-1324-ND,DSML-0224-24,Delta Electronics,SOLENOID PULL PULSE 24V,266,0,"9.13000","0","1","DSML","Active","Electromechanical","Open Frame (Pull)","Pulse","24VDC","0.200"" (5.08mm)","13W","44Ohm","-","Chassis Mount","Wire Leads","0.910"" L x 0.280"" W x 0.330"" H (23.11mm x 7.11mm x 8.38mm)","0.130"" (3.30mm)","Round"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSOL-1341.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-1341-24.jpg,1144-1309-ND,DSOL-1341-12,Delta Electronics,SOLENOID PULL INTERMITTENT 12V,1488,0,"11.18000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Intermittent","12VAC","0.787"" (20.00mm)","250W","570mOhm","-","Chassis Mount","Quick Connect","1.609"" L x 1.312"" W x 1.468"" H (40.87mm x 33.33mm x 37.29mm)","0.247"" (6.27mm)","Groove"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSTL-0216.pdf,//media.digikey.com/Photos/Delta%20Photos/DSTL-0216-05.jpg,1144-1282-ND,DSTL-0216-18,Delta Electronics,SOLENOID PULL CONTINUOUS 18V,246,0,"11.18000","0","1","DSTL","Active","Electromechanical","Closed Frame (Pull), Tubular","Continuous","18VDC","0.106"" (2.70mm)","1.1W","285Ohm","10-32 NF-2A","Chassis Mount","Wire Leads with Connector","0.378"" Dia x 0.520"" L (9.60mm x 13.20mm)","0.110"" (2.79mm)","Groove"
http://www.deltaww.com/filecenter/Products/download/04/0409/SFA%20DSOL-0630_0307.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-Series.jpg,1144-1409-ND,DSOL-0630-24E,Delta Electronics,"DC SOLENOID, OPEN FRAME PULL TYP",314,0,"12.40000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Intermittent","24VDC","0.500"" (12.70mm)","8.5W","68Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/SFA%20DSOL-0630_0307.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-Series.jpg,1144-1403-ND,DSOL-0630-05E,Delta Electronics,"DC SOLENOID, OPEN FRAME PULL TYP",299,0,"12.40000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Intermittent","5VDC","0.500"" (12.70mm)","8.2W","3.2Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/SFA%20DSOL-0630_0307.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-Series.jpg,1144-1408-ND,DSOL-0630-24C,Delta Electronics,"DC SOLENOID, OPEN FRAME PULL TYP",293,0,"12.40000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Continuous","24VDC","0.500"" (12.70mm)","4W","144Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/SFA%20DSOL-0630_0307.pdf,//media.digikey.com/photos/Delta%20Photos/DSOL-Series.jpg,1144-1402-ND,DSOL-0630-05C,Delta Electronics,"DC SOLENOID, OPEN FRAME PULL TYP",247,0,"12.40000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Continuous","5VDC","0.500"" (12.70mm)","4W","6Ohm","-","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","1.160"" L x 0.750"" W x 0.750"" H (29.46mm x 19.05mm x 19.05mm)","0.250"" (6.35mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSOL-0844.pdf,//media.digikey.com/Photos/Delta%20Photos/DSOL-0844-12.JPG,1144-1300-ND,DSOL-0844-09,Delta Electronics,SOLENOID PULL CONTINUOUS 9V,125,0,"13.07000","0","1","DSOL","Active","Electromechanical","Open Frame (Pull)","Continuous","9VDC","0.500"" (12.70mm)","20W","4Ohm","-","Chassis Mount","Wire Leads","1.730"" L x 0.840"" W x 1.130"" H (43.94mm x 21.34mm x 28.70mm)","0.313"" (7.95mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1512_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1512.jpg,1528-1191-ND,1512,Adafruit Industries LLC,SOLENOID PULL 12V,144,0,"14.95000","0","1","-","Active","Electromechanical","Closed Frame (Pull)","Intermittent","12VDC","-","-","-","-","Chassis Mount","Wire Leads with Connector","2.110"" L x 0.945"" W x 1.102"" H (53.57mm x 24.00mm x 28.00mm)","0.394"" (10.00mm)","Slanted Slug"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1412-ND,DSML-1153-12P,Delta Electronics,SOLENOID LATCH PULL PULSE 12V,288,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Pulse","12VDC","0.750"" (19.05mm)","70W","2Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1418-ND,DSML-1153-24P,Delta Electronics,SOLENOID LATCH PULL PULSE 24V,276,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Pulse","24VDC","0.750"" (19.05mm)","70W","8.2Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1416-ND,DSML-1153-24C,Delta Electronics,SOLENOID LATCH PULL CONT 24V,271,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Continuous","24VDC","0.750"" (19.05mm)","7W","82Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1410-ND,DSML-1153-12C,Delta Electronics,SOLENOID LATCH PULL CONT 12V,267,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Continuous","12VDC","0.750"" (19.05mm)","7W","20Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1411-ND,DSML-1153-12E,Delta Electronics,SOLENOID LATCH PULL INTER 12V,266,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Intermittent","12VDC","0.750"" (19.05mm)","20W","7.5Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
//media.digikey.com/pdf/Data%20Sheets/Delta%20PDFs/DSML-1153_DS.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_DSML-1153.jpg,1144-1417-ND,DSML-1153-24E,Delta Electronics,SOLENOID LATCH PULL INTER 24V,178,0,"15.23000","0","1","DSML","Active","Electromechanical","Open Frame Latching (Pull)","Intermittent","24VDC","0.750"" (19.05mm)","20W","29Ohm","-","Chassis Mount","Quick Connect - 0.110""/0.187""","2.010"" L x 1.000"" W x 1.220"" H (51.05mm x 25.40mm x 30.99mm)","0.438"" (11.13mm)","Clevis"
http://www.deltaww.com/filecenter/Products/download/04/0409/DSMS-0730.pdf,//media.digikey.com/Photos/Delta%20Photos/DSMS-0730-xx.jpg,1144-1316-ND,DSMS-0730-09,Delta Electronics,SOLENOID PUSH PULSE 9V,158,0,"20.16000","0","1","DSMS","Active","Electromechanical","Open Frame Latching (Push)","Pulse","9VDC","0.138"" (3.50mm)","30W","2.7Ohm","-","Chassis Mount","Wire Leads with Connector","1.181"" L x 0.630"" W x 0.551"" H (30.00mm x 16.00mm x 14.00mm)","0.236"" (6.00mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-75.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0474A.jpg,527-1027-ND,F0474A,Pontiac Coil Inc.,SOLENOID PULL INTERMITTENT 24V,133,0,"22.13000","0","1","L-75-2","Active","Electromechanical","Closed Frame (Pull), Tubular","Intermittent","24VDC","0.875"" (22.20mm)","40W","14.4Ohm","15/32-32 UNF-2A","Panel Mount","Wire Leads","0.737"" Dia x 1.490"" L (18.72mm x 37.85mm)","0.312"" (7.93mm)","Clevis"
//media.digikey.com/pdf/Data Sheets/Pontiac Coil Inc PDFs/L-75.pdf,//media.digikey.com/Photos/Pontiac%20Coil%20Inc%20Photos/F0472A.JPG,527-1025-ND,F0472A,Pontiac Coil Inc.,SOLENOID PULL INTERMITTENT 12V,124,0,"22.82000","0","1","L-75-2","Active","Electromechanical","Closed Frame (Pull), Tubular","Intermittent","12VDC","0.875"" (22.20mm)","40W","3.6Ohm","15/32-32 UNF-2A","Panel Mount","Wire Leads","0.737"" Dia x 1.490"" L (18.72mm x 37.85mm)","0.312"" (7.93mm)","Clevis"
