Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Voltage - Rated","Size / Dimension","Width","Air Flow","Static Pressure","Bearing Type","Fan Type","Features","Noise","Power (Watts)","RPM","Termination","Ingress Protection","Operating Temperature","Approvals","Weight"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/4715MS12TB20A00.jpg,P12892-ND,4715MS-12T-B20-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC TERM,5882,0,"13.61000","0","1","11938MB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","67.0 CFM (1.88m³/min)","0.098 in H2O (24.5 Pa)","Ball","Tubeaxial","-","30.0 dB","7.00W","1950 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/4715FS.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/4715FS-12T-B50-D00.JPG,P12896-ND,4715FS-12T-B50-D00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC TERM,2794,0,"13.61000","0","1","11938FB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","110.0 CFM (3.08m³/min)","0.370 in H2O (92.2 Pa)","Ball","Tubeaxial","-","45.0 dB","14.40W","3100 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/4715MS23TB20A00,%204715MS23TB30A00,%204715MS23TB50A00.jpg",P12894-ND,4715MS-23T-B50-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 230VAC TERM,2498,0,"13.61000","0","1","11938MB","Active","230VAC","Square - 119mm L x 119mm H","38.00mm","102.0 CFM (2.86m³/min)","0.283 in H2O (70.5 Pa)","Ball","Tubeaxial","-","41.0 dB","14.00W","2900 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/4715MS12TB50A00,%204715MS12TB10A00,%204715MS12TB40A00.jpg",P12893-ND,4715MS-12T-B50-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC TERM,2145,0,"13.61000","0","1","11938MB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","102.0 CFM (2.86m³/min)","0.306 in H2O (76.4 Pa)","Ball","Tubeaxial","-","41.0 dB","14.50W","2900 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/4715FS.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/4715FS-23T-B50-D00.jpg,P12898-ND,4715FS-23T-B50-D00,NMB Technologies Corporation,FAN AXIAL 119X38MM 230VAC TERM,1361,0,"13.61000","0","1","11938FB","Active","230VAC","Square - 119mm L x 119mm H","38.00mm","110.0 CFM (3.08m³/min)","0.370 in H2O (92.2 Pa)","Ball","Tubeaxial","-","45.0 dB","14.00W","3100 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/4715MS12TB50A00,%204715MS12TB10A00,%204715MS12TB40A00.jpg",P13109-ND,4715MS-12T-B40-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC TERM,1145,0,"13.61000","0","1","11938MB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","95.0 CFM (2.66m³/min)","0.259 in H2O (64.6 Pa)","Ball","Tubeaxial","-","39.0 dB","13.00W","2750 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/4715MS23TB20A00,%204715MS23TB30A00,%204715MS23TB50A00.jpg",P13110-ND,4715MS-23T-B20-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 230VAC TERM,767,0,"13.61000","0","1","11938MB","Active","230VAC","Square - 119mm L x 119mm H","38.00mm","67.0 CFM (1.88m³/min)","0.860 in H2O (214.2 Pa)","Ball","Tubeaxial","-","30.0 dB","7.50W","1900 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/4715MS12TB50A00,%204715MS12TB10A00,%204715MS12TB40A00.jpg",P12891-ND,4715MS-12T-B10-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC TERM,515,0,"13.61000","0","1","11938MB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","49.4 CFM (1.38m³/min)","0.066 in H2O (16.6 Pa)","Ball","Tubeaxial","-","28.0 dB","5.50W","1450 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11938MB.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/4715MS-12T-B30-A00.JPG,P15676-ND,4715MS-12T-B30-A00,NMB Technologies Corporation,FAN AXIAL 119X38MM 115VAC TERM,388,0,"13.61000","0","1","11938MB","Active","115VAC","Square - 119mm L x 119mm H","38.00mm","88.2 CFM (2.47m³/min)","0.200 in H2O (49.8 Pa)","Ball","Tubeaxial","-","37.0 dB","10.00W","2600 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11925PB.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/4710PS12TB20A00.jpg,P12887-ND,4710PS-12T-B20-A00,NMB Technologies Corporation,FAN AXIAL 119X25.5MM 115VAC TERM,324,0,"13.76000","0","1","11925PB","Active","115VAC","Square - 119mm L x 119mm H","25.50mm","53.0 CFM (1.48m³/min)","0.086 in H2O (21.5 Pa)","Ball","Tubeaxial","-","30.0 dB","7.00W","2000 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.8 lb (362.87g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11925PB.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/4710PS23TB30A00.jpg,P12890-ND,4710PS-23T-B30-A00,NMB Technologies Corporation,FAN AXIAL 119X25.5MM 230VAC TERM,286,0,"13.76000","0","1","11925PB","Active","230VAC","Square - 119mm L x 119mm H","25.50mm","70.6 CFM (1.98m³/min)","0.160 in H2O (40.0 Pa)","Ball","Tubeaxial","-","38.0 dB","11.00W","2700 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.8 lb (362.87g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/11925PB.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/4710PS12TB30A00.jpg,P12888-ND,4710PS-12T-B30-A00,NMB Technologies Corporation,FAN AXIAL 119X25.5MM 115VAC TERM,206,0,"13.76000","0","1","11925PB","Active","115VAC","Square - 119mm L x 119mm H","25.50mm","70.6 CFM (1.98m³/min)","0.160 in H2O (39.8 Pa)","Ball","Tubeaxial","-","38.0 dB","11.00W","2700 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.8 lb (362.87g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/06030PB.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/2412PS12WB30A00.jpg,P12871-ND,2412PS-12W-B30-A00,NMB Technologies Corporation,FAN AXIAL 60X30MM 115VAC WIRE,2500,0,"13.85000","0","1","06030PB","Active","115VAC","Square - 60mm L x 60mm H","30.00mm","9.1 CFM (0.255m³/min)","0.090 in H2O (22.5 Pa)","Ball","Tubeaxial","-","29.0 dB","4.00W","2600 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.3 lb (136.08g)"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/SP101A-1123HST.GN.pdf,"//media.digikey.com/photos/Sunon%20Photos/SP101A-1123HST.GN,%20SP101A-1123HBT.GN.jpg",259-1388-ND,SP101A-1123HST.GN,Sunon Fans,FAN AXIAL 120X38MM 115VAC TERM,1062,0,"17.98000","0","1","SP","Active","115VAC","Square - 120mm L x 120mm H","38.00mm","105.0 CFM (2.94m³/min)","0.300 in H2O (74.7 Pa)","Sleeve","Tubeaxial","-","48.0 dB(A)","18.00W","2900 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","1.2 lbs (544.3g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/3110ps.pdf,//media.digikey.com/photos/NMB%20Tech%20Photos/3110PS-12W-B30-A00.jpg,P12872-ND,3110PS-12W-B30-A00,NMB Technologies Corporation,FAN AXIAL 80X25MM 115VAC WIRE,704,0,"14.51000","0","1","3110PS","Active","115VAC","Square - 80mm L x 80mm H","25.00mm","19.7 CFM (0.552m³/min)","0.216 in H2O (53.9 Pa)","Ball","Tubeaxial","-","33.0 dB","5.00W","3100 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL","0.481 lb (218.18g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/09225PB.pdf,"//media.digikey.com/photos/NMB%20Tech%20Photos/3610PS12TB10A00,%203610PS12TB20A00,%203610PS12TB30A00%20.jpg",P12883-ND,3610PS-12T-B30-A00,NMB Technologies Corporation,FAN AXIAL 92X25MM 115VAC TERM,1126,0,"14.85000","0","1","09225PB","Active","115VAC","Square - 92mm L x 92mm H","25.00mm","34.5 CFM (0.966m³/min)","0.243 in H2O (60.7 Pa)","Ball","Tubeaxial","-","38.0 dB","9.00W","3100 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL, VDE","0.66 lb (299.37g)"
https://orionfans.com/productFiles/datasheet/OA4715.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_OA4715%20Series.jpg,1053-1072-ND,OA4715-12TB,Orion Fans,FAN AXIAL 120X38MM 120VAC TERM,861,0,"14.97000","0","1","OA4715","Active","120VAC","Square - 120mm L x 120mm H","38.00mm","110.0 CFM (3.08m³/min)","0.370 in H2O (92.2 Pa)","Ball","Tubeaxial","-","44.0 dB","24.00W","3000 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","cURus, TUV","-"
http://www.qualtekusa.com/images/Fans/pdf_files/FAA1-08025.pdf,//media.digikey.com/Photos/Qualtek%20Photos/FAA1-08025NBHT31.jpg,Q562-ND,FAA1-08025NBHT31,Qualtek,FAN AXIAL 80X25MM 115VAC TERM,854,200,"15.24000","0","1","FAA1-08025","Active","115VAC","Square - 80mm L x 80mm H","25.00mm","21.0 CFM (0.588m³/min)","0.125 in H2O (31.1 Pa)","Ball","Tubeaxial","-","27.8 dB(A)","7.00W","2800 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.463 lb (210.01g)"
http://www.qualtekusa.com/images/Fans/pdf_files/FAA1-08038.pdf,//media.digikey.com/Photos/Qualtek%20Photos/FAA1-08038NBHT31.jpg,Q574-ND,FAA1-08038NBMT31,Qualtek,FAN AXIAL 80X38MM 115VAC TERM,1189,240,"15.83000","0","1","FAA1-08038","Active","115VAC","Square - 80mm L x 80mm H","38.00mm","24.0 CFM (0.672m³/min)","0.110 in H2O (27.4 Pa)","Ball","Tubeaxial","-","26.2 dB(A)","4.00W","2400 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.706 lb (320.24g)"
https://orionfans.com/productFiles/datasheet/OA80AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA80-2%20TERMINALS.JPG,1053-1079-ND,OA80AP-11-1TB,Orion Fans,FAN AXIAL 80X38MM 115VAC TERM,625,0,"16.08000","0","1","OA80","Active","115VAC","Square - 80mm L x 80mm H","38.00mm","30.0 CFM (0.840m³/min)","0.220 in H2O (54.8 Pa)","Ball","Tubeaxial","-","36.0 dB","9.00W","3000 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313330372F3136353330372F28413132303033313130472D3030292D332E706466,//media.digikey.com/Photos/Sunon%20Photos/DP%20SERIES.jpg,259-1433-ND,DP200A-2123XBT.GN,Sunon Fans,FAN AXIAL 120X38MM 220/240VAC,1857,0,"18.15000","0","1","DP","Active","220 ~ 240VAC","Square - 120mm L x 120mm H","38.00mm","117.0 CFM (3.28m³/min)","0.390 in H2O (97.1 Pa)","Ball","Tubeaxial","-","50.0 dB(A)","21.00W","3150 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL","1.2 lbs (544.3g)"
https://www.mechatronics.com/pdf/UF12A.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/UF12A12-BTHR.jpg,1570-1000-ND,UF12A12-BTHR,Mechatronics Fan Group,FAN AXIAL 120X38MM 115VAC,773,0,"16.45000","0","1","UF12A","Active","115VAC","Square - 120mm L x 120mm H","38.00mm","106.0 CFM (2.97m³/min)","0.350 in H2O (87.2 Pa)","Ball","Tubeaxial","-","46.0 dB(A)","12.00W","3100 RPM","2 Terminals","-","-40 ~ 158°F (-40 ~ 70°C)","CE, cUL, TUV, UL","1.2 lbs (544.3g)"
https://www.mechatronics.com/pdf/UF12A.pdf,//media.digikey.com/Photos/Mechatronics%20Fan%20Group/UF12A12-BWHR.JPG,1570-1014-ND,UF12A12-BWHR,Mechatronics Fan Group,FAN AXIAL 120X38MM 115VAC,512,0,"16.45000","0","1","UF12A","Active","115VAC","Square - 120mm L x 120mm H","38.00mm","106.0 CFM (2.97m³/min)","0.350 in H2O (87.2 Pa)","Ball","Tubeaxial","-","46.0 dB(A)","12.00W","3100 RPM","2 Wire Leads","-","-40 ~ 158°F (-40 ~ 70°C)","CE, cUL, TUV, UL","1.2 lbs (544.3g)"
https://www.mechatronics.com/pdf/UF12B.pdf,//media.digikey.com/photos/Mechatronics%20Fan%20Group/UF12B12-BTHR.JPG,1570-1002-ND,UF12B12-BTHR,Mechatronics Fan Group,FAN AXIAL 120X25MM 115VAC,622,0,"17.14000","0","1","UF12B","Active","115VAC","Square - 120mm L x 120mm H","25.00mm","75.0 CFM (2.10m³/min)","0.240 in H2O (59.8 Pa)","Ball","Tubeaxial","-","42.0 dB(A)","11.00W","2900 RPM","2 Terminals","-","-40 ~ 158°F (-40 ~ 70°C)","CE, cUL, TUV, UL","0.725 lb (328.85g)"
https://orionfans.com/productFiles/datasheet/OA109AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA109-2TERMINALS.JPG,1053-1008-ND,OA109AP-22-1TB,Orion Fans,FAN AXIAL 120X38MM 230VAC TERM,2244,0,"17.19000","0","1","OA109","Active","230VAC","Square - 120mm L x 120mm H","38.50mm","110.0 CFM (3.08m³/min)","0.280 in H2O (69.7 Pa)","Ball","Tubeaxial","-","42.0 dB","15.00W","3000 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","1.1 lbs (499g)"
https://orionfans.com/productFiles/datasheet/OA109AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA109-2TERMINALS.JPG,1053-1001-ND,OA109AP-11-1TB,Orion Fans,FAN AXIAL 120X38MM 115VAC TERM,1145,0,"17.19000","0","1","OA109","Active","115VAC","Square - 119.5mm L x 119.5mm H","38.00mm","110.0 CFM (3.08m³/min)","0.280 in H2O (69.7 Pa)","Ball","Tubeaxial","-","42.0 dB","15.00W","3000 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA109AP.pdf,//media.digikey.com/Photos/Orion%20Fans/OA109-2TERMINALS.JPG,1053-1007-ND,OA109AP-11-3TB,Orion Fans,FAN AXIAL 120X38MM 115VAC TERM,1042,0,"17.19000","0","1","OA109","Active","115VAC","Square - 120mm L x 120mm H","38.50mm","51.0 CFM (1.43m³/min)","0.150 in H2O (37.4 Pa)","Ball","Tubeaxial","-","25.0 dB","8.00W","1600 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","1.1 lbs (499g)"
https://orionfans.com/productFiles/datasheet/OA60AP.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_OA60%20Series.jpg,1053-1076-ND,OA60AP-11-1WB,Orion Fans,FAN AXIAL 60X30MM 115VAC WIRE,851,0,"17.74000","0","1","OA60","Active","115VAC","Square - 60mm L x 60mm H","30.00mm","11.0 CFM (0.308m³/min)","0.110 in H2O (27.4 Pa)","Ball","Tubeaxial","-","28.0 dB","4.00W","3100 RPM","2 Wire Leads","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OA125AP.pdf,//media.digikey.com/Photos/Orion%20Fans/MFG_OA125%20Series.jpg,1053-1021-ND,OA125AP-11-1TB,Orion Fans,FAN AXIAL 119.5X26.2MM 115VAC,628,0,"17.74000","0","1","OA125","Active","115VAC","Square - 120.1mm L x 120.1mm H","25.00mm","81.0 CFM (2.27m³/min)","0.230 in H2O (57.3 Pa)","Ball","Tubeaxial","-","33.0 dB","13.00W","2900 RPM","2 Terminals","-","-4 ~ 176°F (-20 ~ 80°C)","cURus, TUV","-"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313330372F3136353330372F28413132303033323630472D3030292D322E706466,"//media.digikey.com/photos/Sunon%20Photos/SP100A-1123XST.GN,SP100A-1123XBT.GN.jpg",259-1385-ND,SP100A-1123XBT.GN,Sunon Fans,FAN AXIAL 120X38MM 115VAC TERM,618,0,"22.63000","0","1","SP","Active","115VAC","Square - 120mm L x 120mm H","38.00mm","117.0 CFM (3.28m³/min)","0.390 in H2O (97.1 Pa)","Ball","Tubeaxial","-","50.0 dB(A)","20.00W","3150 RPM","2 Terminals","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, TUV, UL","1.2 lbs (544.3g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313330372F3136353330372F28413038303030353130472D3030292D322E706466,"//media.digikey.com/photos/Sunon%20Photos/SF11580A-1083HBL.GN,%20SF11580A-1083HSL.GN.jpg",259-1380-ND,SF11580A-1083HSL.GN,Sunon Fans,FAN AXIAL 80X38MM 115VAC WIRE,236,0,"21.58000","0","1","SF","Active","115VAC","Square - 80mm L x 80mm H","38.00mm","30.0 CFM (0.840m³/min)","0.180 in H2O (44.8 Pa)","Sleeve","Tubeaxial","-","35.0 dB(A)","12.00W","2750 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.75 lb (340.19g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3131323934332F28413036303030303130472D3030292D312E706466,//media.digikey.com/Photos/Sunon%20Photos/MA1062-HVL.GN.JPG,259-1429-ND,MA1062-HVL.GN,Sunon Fans,FAN AXIAL 60X25MM 115VAC WIRE,892,0,"20.15000","0","1","MagLev® MA","Active","115VAC","Square - 60mm L x 60mm H","25.00mm","18.0 CFM (0.504m³/min)","0.200 in H2O (49.8 Pa)","Vapo-Bearing™","Tubeaxial","-","31.0 dB(A)","3.60W","4200 RPM","2 Wire Leads","-","-","CUR, TUV, UL","0.18 lb (81.65g)"
