Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Voltage - Rated","Size / Dimension","Width","Air Flow","Static Pressure","Bearing Type","Fan Type","Features","Noise","Power (Watts)","RPM","Termination","Ingress Protection","Operating Temperature","Approvals","Weight"
https://orionfans.com/productFiles/datasheet/OD4010_sealedsleeve.pdf,//media.digikey.com/Photos/Orion%20Fans/OD4010-12HSS.jpg,1053-1205-ND,OD4010-12HSS,Orion Fans,FAN AXIAL 40X10.5MM 12VDC WIRE,1043,0,"5.22000","0","1","OD4010","Active","12VDC","Square - 40mm L x 40mm H","10.50mm","6.7 CFM (0.188m³/min)","0.100 in H2O (24.9 Pa)","Sealed Sleeve","Tubeaxial","-","25.0 dB","-","6000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","cURus, TUV","-"
https://orionfans.com/productFiles/datasheet/OD6025_sealedsleeve.pdf,//media.digikey.com/Photos/Orion%20Fans/OD60252%20SERIES.JPG,1053-1244-ND,OD6025-24HSS,Orion Fans,FAN AXIAL 60X25MM 24VDC WIRE,931,0,"5.22000","0","1","OD6025","Active","24VDC","Square - 60mm L x 60mm H","25.00mm","25.0 CFM (0.700m³/min)","0.200 in H2O (49.8 Pa)","Sealed Sleeve","Tubeaxial","Auto Restart","35.0 dB","3.60W","4600 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","cURus, TUV","-"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_MF60151VX_V1_V2_V3_MF60152V1_V2.jpg,259-1802-ND,MF60151VX-1000U-A99,Sunon Fans,60X60X15 12VDC VAPO 30.4CFM,4046,0,"5.33000","0","1","MagLev® MF","Active","12VDC","Square - 60mm L x 60mm H","15.00mm","30.4 CFM (0.851m³/min)","0.220 in H2O (54.8 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","36.2 dB(A)","2.22W","5400 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.077 lb (34.93g)"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_MF40200V1_V2_V3_MF40201VX_V1_V2_V3_MF40202VX_V1.jpg,259-1800-ND,MF40201VX-1000U-A99,Sunon Fans,40X40X20 12VDC VAPO 10.8CFM,808,0,"5.36000","0","1","MagLev® MF","Active","12VDC","Square - 40mm L x 40mm H","20.00mm","10.8 CFM (0.302m³/min)","0.290 in H2O (72.2 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","27.5 dB(A)","960mW","8000 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.064 lb (29.03g)"
https://www.cui.com/product/resource/digikeypdf/cfm-60v.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CFM-60-SERIES.jpg,102-4369-ND,CFM-6015V-154-362,CUI Inc.,FAN AXIAL 60X15MM 12VDC WIRE,831,0,"5.46000","0","1","CFM-60V","Active","12VDC","Square - 60mm L x 60mm H","15.00mm","30.4 CFM (0.851m³/min)","0.220 in H2O (54.8 Pa)","omniCOOL™ Magnetic Sleeve","Tubeaxial","Auto Restart","36.2 dB(A)","2.56W","5400 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.078 lb (35.38g)"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/MF40101VX-1000U-G99.jpg,259-1808-ND,MF40101VX-1000U-G99,Sunon Fans,FAN 12VDC 40X10MM VAPO 9.9CFM,1667,0,"6.86000","0","1","MagLev® MF","Active","12VDC","Square - 40mm L x 40mm H","10.00mm","9.9 CFM (0.277m³/min)","0.250 in H2O (62.3 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart, Speed Sensor (Tach)","31.4 dB(A)","1.05W","8500 RPM","3 Wire Leads","-","-","CE, CUR, TUV, UL","0.034 lb (15.42g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313430312F3137363536332F28443033303231393430472D3030292D332E706466,//media.digikey.com/Photos/Sunon%20Photos/HA30101V3-000U-A99.jpg,259-1615-ND,HA30101V3-000U-A99,Sunon Fans,FAN AXIAL 30X10MM 12VDC WIRE,1607,0,"6.18000","0","1","MagLev® HA","Active","12VDC","Square - 30mm L x 30mm H","10.00mm","3.5 CFM (0.098m³/min)","0.080 in H2O (19.9 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","17.6 dB(A)","440mW","7000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.019 lb (8.62g)"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_HA60151V4.jpg,259-1792-ND,HA60151V4-1000U-A99,Sunon Fans,60X60X15 12VDC VAPO 12.7CFM,813,0,"5.62000","0","1","MagLev® HA","Active","12VDC","Square - 60mm L x 60mm H","15.00mm","12.7 CFM (0.356m³/min)","0.040 in H2O (10.0 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","14.5 dB(A)","270mW","2200 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.077 lb (34.93g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313630392F3233383338382F28443034313131333930472D3030292D312E706466,//media.digikey.com/Photos/Sunon%20Photos/MFG_MF40200V1_V2_V3_MF40201VX_V1_V2_V3_MF40202VX_V1.jpg,259-1799-ND,MF40201V2-1000U-A99,Sunon Fans,40X40X20 12VDC VAPO 7.7CFM,1623,0,"6.28000","0","1","MagLev® MF","Active","12VDC","Square - 40mm L x 40mm H","20.00mm","7.7 CFM (0.216m³/min)","0.170 in H2O (42.3 Pa)","Vapo-Bearing™","Tubeaxial","-","21.0 dB(A)","540mW","6000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.064 lb (29.03g)"
http://www.qualtekusa.com/images/Fans/pdf_files/FAD1-04010.pdf,//media.digikey.com/Photos/Orion%20Fans/FAD1-040102-SERIES.jpg,Q608-ND,FAD1-04010BBLW11,Qualtek,FAN AXIAL 40X10MM BALL 5VDC WIRE,3266,0,"5.77000","0","1","FAD1-04010","Active","5VDC","Square - 40mm L x 40mm H","10.00mm","4.2 CFM (0.118m³/min)","0.060 in H2O (14.9 Pa)","Ball","Tubeaxial","-","21.0 dB(A)","350mW","4200 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.037 lb (16.78g)"
http://www.qualtekusa.com/images/Fans/pdf_files/FAD1-04010.pdf,//media.digikey.com/Photos/Orion%20Fans/FAD1-040102-SERIES.jpg,Q612-ND,FAD1-04010CBMW11,Qualtek,FAN AXIAL 40X10MM 12VDC WIRE,752,0,"5.77000","0","1","FAD1-04010","Active","12VDC","Square - 40mm L x 40mm H","10.00mm","5.0 CFM (0.140m³/min)","0.078 in H2O (19.4 Pa)","Ball","Tubeaxial","-","22.0 dB(A)","720mW","4800 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, cURus, TUV","0.037 lb (16.78g)"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_MF60251VX_V1_V2_V3_MF60252VX_V1_V2_V3.jpg,259-1803-ND,MF60251V1-1000U-A99,Sunon Fans,60X60X25 12VDC VAPO 23.5CFM,1401,0,"6.21000","0","1","MagLev® MF","Active","12VDC","Square - 60mm L x 60mm H","25.00mm","23.5 CFM (0.658m³/min)","0.210 in H2O (52.3 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","27.0 dB(A)","900mW","4500 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.099 lb (44.91g)"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_MF60251VX_V1_V2_V3_MF60252VX_V1_V2_V3.jpg,259-1779-ND,MF60251V2-1000U-A99,Sunon Fans,60X60X25 12VDC VAPO 19.3CFM,723,0,"6.86000","0","1","MagLev® MF","Active","12VDC","Square - 60mm L x 60mm H","25.00mm","19.3 CFM (0.540m³/min)","0.150 in H2O (37.3 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","22.0 dB(A)","870mW","3800 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.099 lb (44.91g)"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_MF40200V1_V2_V3_MF40201VX_V1_V2_V3_MF40202VX_V1.jpg,259-1801-ND,MF40202V2-1000U-A99,Sunon Fans,40X40X20 24VDC VAPO 7.7CFM,231,0,"6.21000","0","1","MagLev® MF","Active","24VDC","Square - 40mm L x 40mm H","20.00mm","7.7 CFM (0.216m³/min)","0.170 in H2O (42.3 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","21.0 dB(A)","600mW","6000 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.064 lb (29.03g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313630382F3233373936312F28443035303539313930472D3030292D312E706466,-,259-1820-ND,MF50151VX-1000U-A99,Sunon Fans,FAN AXIAL 50X15MM VAPO 12VDC,222,0,"6.21000","0","1","MagLev® MF","Active","12VDC","Square - 50mm L x 50mm H","15.00mm","25.2 CFM (0.706m³/min)","0.310 in H2O (77.2 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","38.1 dB(A)","1.38W","7200 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.073 lb (33.11g)"
//media.digikey.com/pdf/Data%20Sheets/Sunon%20PDFs/MF40201VX-1000U-G99.pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_MF4020.jpg,259-1848-ND,MF40201VX-1000U-G99,Sunon Fans,FAN AXIAL 40X20MM VAPO 12VDC,1847,0,"6.88000","0","1","MagLev® MF","Active","12VDC","Square - 40mm L x 40mm H","20.00mm","10.8 CFM (0.302m³/min)","0.290 in H2O (72.2 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart, Speed Sensor (Tach)","27.5 dB(A)","960mW","8000 RPM","3 Wire Leads","-","-","CE, CUR, TUV, UL","0.064 lb (29.03g)"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/ME80151V1-000U-A99.jpg,259-1649-ND,ME80151V1-000U-A99,Sunon Fans,FAN AXIAL 80X15MM 12VDC WIRE,1323,0,"6.30000","0","1","MagLev® ME","Active","12VDC","Square - 80mm L x 80mm H","15.00mm","37.0 CFM (1.04m³/min)","0.140 in H2O (34.9 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","34.7 dB(A)","1.96W","3000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.15 lb (68.04g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313530372F3231333033302F5F443035303535303230472D30305F2D325B315D2E706466,//media.digikey.com/Photos/Sunon%20Photos/MF50151VX-B00U-A99.jpg,259-1829-ND,MF50151VX-B00U-A99,Sunon Fans,FAN BLOWER 51.7X15MM 12VDC WIRE,1797,0,"7.27000","0","1","MagLev® MF","Active","12VDC","Square/Rounded - 51.7mm L x 51.6mm H","15.00mm","5.4 CFM (0.151m³/min)","0.970 in H2O (241.6 Pa)","Vapo-Bearing™","Blower","Auto Restart","42.2 dB(A)","2.04W","6000 RPM","2 Wire Leads","-","14 ~ 122°F (-10 ~ 50°C)","CE, CUR, TUV, UL","0.066 lb (29.94g)"
http://www.delta-fan.com/Download/Spec/AUB0812VH-AIT.pdf,//media.digikey.com/Photos/Delta%20Photos/AUB0812VH-AIT.jpg,603-1215-ND,AUB0812VH-AIT,Delta Electronics,FAN AXIAL 80X25.4MM 12VDC WIRE,2518,0,"6.86000","0","1","AUB","Active","12VDC","Square - 80mm L x 80mm H","25.40mm","46.6 CFM (1.30m³/min)","0.256 in H2O (63.8 Pa)","Superflo","Tubeaxial","-","39.0 dB(A)","3.24W","3600 RPM","2 Wire Leads","-","14 ~ 140°F (-10 ~ 60°C)","CE, CSA, UL, VDE","0.194 lb (88g)"
http://www.sunon.com/uFiles/file/03_products/08-catalog%20download/Sunon%20DC%20Brushless%20Fan%20&%20Blower_(240-E).pdf,//media.digikey.com/Photos/Sunon%20Photos/MFG_MF60151VX_V1_V2_V3_MF60152V1_V2.jpg,259-1783-ND,MF60152V1-1000U-A99,Sunon Fans,60X60X15 24VDC VAPO 26.4CFM,504,0,"8.75000","0","1","MagLev® MF","Active","24VDC","Square - 60mm L x 60mm H","15.00mm","26.4 CFM (0.739m³/min)","0.180 in H2O (44.8 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","34.2 dB(A)","1.80W","4700 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.077 lb (34.93g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313430312F3137363536332F28443033303230393030472D3030292D332E706466,//media.digikey.com/Photos/Sunon%20Photos/MC30060V1-000U-A99.jpg,259-1545-ND,MC30060V1-000U-A99,Sunon Fans,FAN AXIAL 30X6.9MM 5VDC WIRE,7425,0,"6.88000","0","1","MagLev® MC","Active","5VDC","Square - 30mm L x 30mm H","6.90mm","4.9 CFM (0.137m³/min)","0.140 in H2O (34.9 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","28.0 dB(A)","560mW","9500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.013 lb (5.9g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313430312F3137363536322F28443032303139393030472D3030292D342E706466,//media.digikey.com/Photos/Sunon%20Photos/M6.9-SERIES.jpg,259-1552-ND,MC25060V1-000U-A99,Sunon Fans,FAN AXIAL 25X6.9MM 5VDC WIRE,6380,0,"7.37000","0","1","MagLev® MC","Active","5VDC","Square - 25mm L x 25mm H","6.90mm","3.0 CFM (0.084m³/min)","0.220 in H2O (54.8 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","31.0 dB(A)","580mW","13000 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.011 lb (4.99g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313430312F3137363536332F28443033303230363430472D3030292D342E706466,//media.digikey.com/Photos/Sunon%20Photos/M35-SERIES.jpg,259-1574-ND,MC35100V2-000U-A99,Sunon Fans,FAN AXIAL 35X10MM VAPO 5VDC WIRE,4422,0,"7.37000","0","1","MagLev® MC","Active","5VDC","Square - 35mm L x 35mm H","10.00mm","6.5 CFM (0.182m³/min)","0.120 in H2O (29.9 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","22.0 dB(A)","380mW","7500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.024 lb (10.89g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313430312F3137363536322F28443033303230343930472D3030292D342E706466,//media.digikey.com/Photos/Sunon%20Photos/M30-SERIES.jpg,259-1541-ND,MC30100V1-000U-A99,Sunon Fans,FAN AXIAL 30X10MM VAPO 5VDC WIRE,2357,0,"6.88000","0","1","MagLev® MC","Active","5VDC","Square - 30mm L x 30mm H","10.00mm","5.5 CFM (0.154m³/min)","0.150 in H2O (37.3 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","23.0 dB(A)","600mW","9500 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.019 lb (8.62g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313430312F3137363536322F28443032303139363930472D3030292D332E706466,//media.digikey.com/Photos/Sunon%20Photos/M25-SERIES.jpg,259-1557-ND,MC25100V1-000U-A99,Sunon Fans,FAN AXIAL 25X10MM VAPO 5VDC WIRE,2290,0,"6.88000","0","1","MagLev® MC","Active","5VDC","Square - 25mm L x 25mm H","10.00mm","3.5 CFM (0.098m³/min)","0.250 in H2O (62.3 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","23.0 dB(A)","600mW","13000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CUR, TUV, UL","0.017 lb (7.71g)"
http://portal.sunon.com.tw/pls/portal/sunonap.sunon_html_d_pkg.open_file?input_file_name=7264646F632F3230313430312F3137363536332F28443033303230393330472D3030292D332E706466,//media.digikey.com/Photos/Sunon%20Photos/MC30060V2-000U-A99.jpg,259-1572-ND,MC30060V2-000U-A99,Sunon Fans,FAN AXIAL 30X6.9MM 5VDC WIRE,354,0,"7.37000","0","1","MagLev® MC","Active","5VDC","Square - 30mm L x 30mm H","6.90mm","3.7 CFM (0.104m³/min)","0.090 in H2O (22.4 Pa)","Vapo-Bearing™","Tubeaxial","Auto Restart","24.0 dB(A)","360mW","7500 RPM","2 Wire Leads","-","-","CE, CUR, TUV, UL","0.013 lb (5.9g)"
http://www.delta-fan.com/Download/Spec/ASB0312HA-AF00.pdf,//media.digikey.com/Photos/Delta%20Photos/ASB0312LA-CF00.jpg,603-1723-ND,ASB0312HA-AF00,Delta Electronics,FAN AXIAL 30X10MM 12VDC WIRE,1945,0,"6.96000","0","1","ASB","Active","12VDC","Square - 30mm L x 30mm H","10.00mm","4.3 CFM (0.120m³/min)","0.220 in H2O (54.8 Pa)","Sleeve","Tubeaxial","Locked Rotor Protection, Speed Sensor (Tach)","30.0 dB(A)","960mW","11000 RPM","3 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, UR, VDE","0.02 lb (9.07g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/08025SA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/3110SB2%20Series.jpg,P14752-ND,3110SB-05W-B40-E00,NMB Technologies Corporation,FAN AXIAL 80X25MM 24VDC WIRE,8773,0,"7.01000","0","1","08025SA","Active","24VDC","Square - 80mm L x 80mm H","25.00mm","36.0 CFM (1.01m³/min)","0.116 in H2O (29.0 Pa)","Ball","Tubeaxial","-","26.0 dB(A)","1.44W","2700 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, CSA, UL, VDE","0.176 lb (79.83g)"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/06025SA.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/2410SB2%20SERIES.JPG,P14745-ND,2410SB-05W-B40-B00,NMB Technologies Corporation,FAN AXIAL 60X25MM 24VDC WIRE,5246,0,"7.01000","0","1","06025SA","Active","24VDC","Square - 60mm L x 60mm H","25.00mm","19.8 CFM (0.554m³/min)","0.184 in H2O (46.0 Pa)","Ball","Tubeaxial","-","26.5 dB(A)","1.44W","4000 RPM","2 Wire Leads","-","14 ~ 158°F (-10 ~ 70°C)","CE, UL, VDE","0.123 lb (55.79g)"
