Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Convert From (Adapter End)","Convert To (Adapter End)","Features","Color"
http://www.amphenolltw.com/download/product_item/RJS-12X08FF-LS7001.pdf,//media.digikey.com/Photos/Amphenol%20Photos/RJS-12X08FF-LS7001.jpg,1754-1258-ND,RJS-12X08FF-LS7001,Amphenol LTW,ADAPT CIRC 8POS TO RJ45 JACK BLK,132,0,"38.88000","0","1","-","Active","Circular Connector, Female Sockets, 8 Pos","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Waterproof","Black"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1414398.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1414398.jpg,277-11914-ND,1414398,Phoenix Contact,ADAPT CIRC 4POS TO RJ45 JACK BLK,115,172,"52.01000","0","1","PLUSCON","Active","Circular Connector, Female Sockets, 4 Pos","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Waterproof","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/369_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/369.jpg,1528-1387-ND,369,Adafruit Industries LLC,ADAPT TERM BL 2POS TO 2.1MM PLG,719,0,"2.00000","0","1","-","Active","Terminal Blocks, Screw Connection, 2 Pos, 1 Row","2.1mm DC Plug","-","Black, Green"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/368_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/368.jpg,1528-1386-ND,368,Adafruit Industries LLC,ADAPT TERM BL 2POS TO 2.1MM JCK,661,0,"2.00000","0","1","-","Active","Terminal Blocks, Screw Connection, 2 Pos, 1 Row","2.1mm DC Jack","-","Black, Green"
https://cinchconnectivity.com/OA_MEDIA/drawings/dr-VA206.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/MFG_VA206.jpg,1427-1097-ND,VA206,Cinch Connectivity Solutions Vitelec,ADAPT BNC PLUG TO RCA JACK SILV,241,0,"3.31000","0","1","-","Active","BNC Plug, Male Pin","Phono (RCA) Jack","-","Silver"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK25P70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/RJADK25P7080831.JPG,RJADK25P7080831-ND,RJADK25P7080831,NorComp Inc.,ADAPT DB25M TO RJ45 JACK GRAY,476,0,"4.18000","0","1","RJADK","Active","D-Sub, 25 Pin Male","Modular, Female Jack, 8p8c (RJ45)","-","Gray"
https://www.norcomp.net/rohspdfs/BackShells/RJADK/RJADK25P70808Y1.pdf,//media.digikey.com/photos/Norcomp%20Photos/RJADK25P7080811.JPG,RJADK25P7080811-ND,RJADK25P7080811,NorComp Inc.,ADAPT DB25M TO RJ45 JACK BLACK,143,0,"4.18000","0","1","RJADK","Active","D-Sub, 25 Pin Male","Modular, Female Jack, 8p8c (RJ45)","-","Black"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-23052-R_REV00.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-23052-R.jpg,AE10303-ND,AT-23052,Assmann WSW Components,ADAPT DB25M TO 6P6C JACK BEIGE,856,0,"4.36000","0","1","AT","Active","D-Sub, 25 Pin Male","Modular, Female Jack, 6p6c (RJ11, RJ12, RJ14, RJ25)","-","Beige"
http://www.assmann-wsw.com/fileadmin/datasheets/AT-23053-R.pdf,//media.digikey.com/photos/Assmann%20Photos/AT-23053-R.jpg,AE10304-ND,AT-23053,Assmann WSW Components,ADAPT DB25F TO 6P6C JACK BEIGE,170,0,"4.36000","0","1","AT","Active","D-Sub, 25 Pin Female","Modular, Female Jack, 6p6c (RJ11, RJ12, RJ14, RJ25)","-","Beige"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3629_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3629_A.jpg,1528-2461-ND,3629,Adafruit Industries LLC,ADAPT USB-A RCP TO TERM BLK 4POS,185,0,"4.95000","0","1","-","Active","USB - A, Receptacle","Terminal Blocks, Header, 4 Pos, 1 Row","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2912_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2912.jpg,1528-2174-ND,2912,Adafruit Industries LLC,ADAPT TERM BL 8P TO RJ45 JCK BLK,363,0,"5.95000","0","1","-","Active","Terminal Block, 8 Pos","Modular, Female Jack, 8p8c (RJ45)","-","Black"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2913_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2913.jpg,1528-2175-ND,2913,Adafruit Industries LLC,ADAPT RJ45 PLG TO TERM BLK 8POS,175,0,"5.95000","0","1","-","Active","RJ45 Plug","Terminal Block, 8 Positions","-","Black, Green"
https://www.pomonaelectronics.com/file/17327/download?token=dtTfxJNM,//media.digikey.com/Photos/Pomona%20Photos/3777A-2.JPG,501-2433-ND,3744A-2,Pomona Electronics,ADAPT SPADE LUG TO BAN JACK RED,708,0,"2.34000","0","1","-","Active","Spade Lug","Banana Jack","-","Red"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,//media.digikey.com/photos/Pomona%20Photos/MFG_5699_0.jpg,501-2450-ND,5699-0,Pomona Electronics,ADAPT 6/32 SCRW TO BAN JACK BLK,142,0,"5.69000","0","1","-","Active","6/32"" Threaded Screw","Banana Jack","-","Black"
https://www.pomonaelectronics.com/file/17831/download?token=kMjvYdES,//media.digikey.com/photos/Pomona%20Photos/5699-9.JPG,501-2338-ND,5699-9,Pomona Electronics,ADAPT 6/32 SCRW TO BAN JACK WHT,107,0,"5.69000","0","1","-","Active","6/32"" Threaded Screw","Banana Jack","-","White"
//media.digikey.com/pdf/Data%20Sheets/Bomar%20PDFs/Between_Series_Adapters.pdf,//media.digikey.com/Photos/Bomar%20Inter%20Photos/R0849.jpg,991-1111-ND,R0849,Winchester Interconnect,ADAPT RCA PLUG TO F JACK SILVER,390,0,"4.80000","0","1","-","Active","RCA Plug, Male Pin","F Jack, Female Socket","-","Silver"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3972_Web.pdf,-,1528-2796-ND,3972,Adafruit Industries LLC,USB MICRO B MALE PLUG TO 5-PIN T,178,0,"6.50000","0","1","-","Active","USB - mini B, Plug","Terminal Block, 5 Positions","-","Black, Green"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3970_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/3970.JPG,1528-2794-ND,3970,Adafruit Industries LLC,USB MICRO B FEMALE SOCKET TO 5-P,140,0,"6.50000","0","1","-","Active","USB - mini B Receptacle","Terminal Block, 5 Positions","-","Black, Green"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3971_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/3971.JPG,1528-2795-ND,3971,Adafruit Industries LLC,USB MINI B MALE PLUG TO 5-PIN TE,138,0,"6.50000","0","1","-","Active","USB - mini B, Plug","Terminal Block, 5 Positions","-","Black, Green"
http://www.switchcraft.com/Documents/EDG4.pdf#page=32,//media.digikey.com/photos/Switchcraft%20Photos/387A.JPG,SC1127-ND,387AX,Switchcraft Inc.,ADAPT MALE XLR TO 1/4"" PLUG,203,0,"15.87000","0","1","Q-G®","Active","XLR, Male Pins, 3 Positions","Phone Plug, Stereo, 6.35mm (0.250"", 1/4"")","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1414396.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1414396.jpg,277-11912-ND,1414396,Phoenix Contact,ADAPT CIRC 8POS TO RJ45 JACK BLK,91,438,"64.74000","0","1","PLUSCON","Active","Circular Connector, Female Sockets, 8 Pos","Modular, Female Jack, 8p8c (RJ45)","Dust Tight, Waterproof","Black"
