Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Contact Type","Mounting Type","Maximum Working Height","Recommended Working Height","Minimum Working Height","Pad Layout Dimension","Operating Force - Initial","Operating Force - Mid Compression","Plunger Size","Features","Mating Cycles","Contact Material","Contact Finish","Contact Finish Thickness"
https://cdn.harwin.com/pdfs/P70-230.pdf,//media.digikey.com/Photos/Harwin/MFG_P70-2300045R.jpg,952-3135-2-ND,P70-2300045R,Harwin Inc.,CONTACT SPRING LOADED T/H GOLD,7540,0,"0.55621","0","580","Tape & Reel (TR)","-","Active","Sleeve & Plunger","Through Hole","0.205"" (5.21mm)","0.193"" (4.90mm)","0.181"" (4.60mm)","Circular - 0.071"" (1.80mm) (TH)","-","84.64gf","0.035"" (0.90mm) Dia","-","10000","Brass","Gold","16.0µin (0.41µm)"
https://cdn.harwin.com/pdfs/P70-230.pdf,//media.digikey.com/Photos/Harwin/MFG_P70-2300045R.jpg,952-3135-1-ND,P70-2300045R,Harwin Inc.,CONTACT SPRING LOADED T/H GOLD,8364,0,"0.99000","0","1","Cut Tape (CT)","-","Active","Sleeve & Plunger","Through Hole","0.205"" (5.21mm)","0.193"" (4.90mm)","0.181"" (4.60mm)","Circular - 0.071"" (1.80mm) (TH)","-","84.64gf","0.035"" (0.90mm) Dia","-","10000","Brass","Gold","16.0µin (0.41µm)"
https://cdn.harwin.com/pdfs/P70-230.pdf,//media.digikey.com/Photos/Harwin/MFG_P70-2300045R.jpg,952-3135-6-ND,P70-2300045R,Harwin Inc.,CONTACT SPRING LOADED T/H GOLD,8364,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sleeve & Plunger","Through Hole","0.205"" (5.21mm)","0.193"" (4.90mm)","0.181"" (4.60mm)","Circular - 0.071"" (1.80mm) (TH)","-","84.64gf","0.035"" (0.90mm) Dia","-","10000","Brass","Gold","16.0µin (0.41µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0906-3-15-20-75-14-11-0.jpg,ED8183-ND,0906-3-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,335,0,"0.57000","0","1","Bulk","0906","Active","Sleeve & Plunger","Through Hole","0.217"" (5.51mm)","0.189"" (4.81mm)","0.162"" (4.11mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90453TR-ND,0910-0-57-20-76-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,4000,0,"0.57000","0","2000","Tape & Reel (TR)","0910","Active","Sleeve & Plunger","Surface Mount","0.137"" (3.48mm)","0.117"" (2.98mm)","0.098"" (2.50mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90453CT-ND,0910-0-57-20-76-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,5695,0,"1.21000","0","1","Cut Tape (CT)","0910","Active","Sleeve & Plunger","Surface Mount","0.137"" (3.48mm)","0.117"" (2.98mm)","0.098"" (2.50mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90453DKR-ND,0910-0-57-20-76-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,5695,0,"Digi-Reel","0","1","Digi-Reel®","0910","Active","Sleeve & Plunger","Surface Mount","0.137"" (3.48mm)","0.117"" (2.98mm)","0.098"" (2.50mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0906-4-15-20-75-14-11-0.jpg,ED8184-ND,0906-4-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,2399,0,"0.58000","0","1","Bulk","0906","Active","Sleeve & Plunger","Through Hole","0.236"" (6.00mm)","0.208"" (5.29mm)","0.181"" (4.60mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0906-2-15-20-75-14-11-0.jpg,ED8182-ND,0906-2-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,1697,0,"0.59000","0","1","Bulk","0906","Active","Sleeve & Plunger","Through Hole","0.197"" (5.00mm)","0.169"" (4.30mm)","0.142"" (3.60mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
//media.digikey.com/pdf/Data%20Sheets/Preci-Dip/90022-AS_REV3.pdf,//media.digikey.com/Photos/Preci-Dip%20Photos/MFG_90022-AS.jpg,1212-1846-ND,90022-AS,Preci-Dip,CONTACT SPRING LOADED SMD GOLD,31630,0,"0.60000","0","1","Bulk","-","Active","Sleeve & Plunger","Surface Mount","0.167"" (4.25mm)","-","0.112"" (2.85mm)","Circular - 0.072"" (1.83mm)","25.49gf","61.18gf","0.042"" (1.07mm) Dia","-","40000","Brass Alloy","Gold","20.0µin (0.51µm)"
//media.digikey.com/pdf/Data%20Sheets/Preci-Dip/90024-AS_REV3.pdf,//media.digikey.com/Photos/Preci-Dip%20Photos/MFG_90024-AS.jpg,1212-1848-ND,90024-AS,Preci-Dip,CONTACT SPRING LOADED SMD GOLD,21030,0,"0.60000","0","1","Bulk","-","Active","Sleeve & Plunger","Surface Mount","0.197"" (5.00mm)","-","0.142"" (3.60mm)","Circular - 0.072"" (1.83mm)","25.49gf","61.18gf","0.042"" (1.07mm) Dia","-","40000","Brass Alloy","Gold","20.0µin (0.51µm)"
//media.digikey.com/pdf/Data%20Sheets/Preci-Dip/90041-AS_REV2.pdf,//media.digikey.com/Photos/Preci-Dip%20Photos/90041-AS.JPG,1212-1854-ND,90041-AS,Preci-Dip,CONTACT SPRING LOADED SMD GOLD,9126,0,"0.60000","0","1","Bulk","-","Active","Sleeve & Plunger","Surface Mount","0.138"" (3.50mm)","-","0.098"" (2.50mm)","Circular - 0.072"" (1.83mm)","25.49gf","61.18gf","0.042"" (1.07mm) Dia","-","40000","Brass Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90456TR-ND,0910-3-57-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,6600,0,"0.61456","0","1100","Tape & Reel (TR)","0910","Active","Sleeve & Plunger","Surface Mount","0.217"" (5.51mm)","0.189"" (4.81mm)","0.162"" (4.11mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90456CT-ND,0910-3-57-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,7269,0,"1.23000","0","1","Cut Tape (CT)","0910","Active","Sleeve & Plunger","Surface Mount","0.217"" (5.51mm)","0.189"" (4.81mm)","0.162"" (4.11mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90456DKR-ND,0910-3-57-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,7269,0,"Digi-Reel","0","1","Digi-Reel®","0910","Active","Sleeve & Plunger","Surface Mount","0.217"" (5.51mm)","0.189"" (4.81mm)","0.162"" (4.11mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90457TR-ND,0910-4-57-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,4400,0,"0.61872","0","1100","Tape & Reel (TR)","0910","Active","Sleeve & Plunger","Surface Mount","0.236"" (6.00mm)","0.208"" (5.29mm)","0.181"" (4.60mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90457CT-ND,0910-4-57-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,4909,0,"1.23000","0","1","Cut Tape (CT)","0910","Active","Sleeve & Plunger","Surface Mount","0.236"" (6.00mm)","0.208"" (5.29mm)","0.181"" (4.60mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/026.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0910-2-57-20-75-14-11-0.jpg,ED90457DKR-ND,0910-4-57-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,4909,0,"Digi-Reel","0","1","Digi-Reel®","0910","Active","Sleeve & Plunger","Surface Mount","0.236"" (6.00mm)","0.208"" (5.29mm)","0.181"" (4.60mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/027.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/0985-0-15-20-71-14-11-0.JPG,ED1122-ND,0985-0-15-20-71-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,20835,0,"0.62000","0","1","Bulk","0985","Active","Sleeve & Plunger","Through Hole","0.247"" (6.27mm)","0.219"" (5.57mm)","0.192"" (4.87mm)","Circular - 0.043"" (1.09mm) (TH)","15gf","60gf","0.019"" (0.48mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/019.8.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/MFG_806-22-001-30-01x191.jpg,ED10988TR-ND,806-22-001-30-014191,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,3850,0,"0.64080","0","550","Tape & Reel (TR)","806","Active","Sleeve & Plunger","Surface Mount","0.295"" (7.49mm)","0.267"" (6.79mm)","-","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","Pick & Place","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/019.8.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/MFG_806-22-001-30-01x191.jpg,ED10988CT-ND,806-22-001-30-014191,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,4390,0,"1.14000","0","1","Cut Tape (CT)","806","Active","Sleeve & Plunger","Surface Mount","0.295"" (7.49mm)","0.267"" (6.79mm)","-","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","Pick & Place","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/019.8.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/MFG_806-22-001-30-01x191.jpg,ED10988DKR-ND,806-22-001-30-014191,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,4390,0,"Digi-Reel","0","1","Digi-Reel®","806","Active","Sleeve & Plunger","Surface Mount","0.295"" (7.49mm)","0.267"" (6.79mm)","-","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","Pick & Place","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0908-0-15-20-75-14-11-0.JPG,ED90384-ND,0908-0-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,10334,0,"0.66000","0","1","Bulk","0908","Active","Sleeve & Plunger","Through Hole","0.255"" (6.48mm)","0.228"" (5.78mm)","0.200"" (5.08mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0908-1-15-20-75-14-11-0.JPG,ED90385-ND,0908-1-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,21882,0,"0.67000","0","1","Bulk","0908","Active","Sleeve & Plunger","Through Hole","0.275"" (6.99mm)","0.248"" (6.29mm)","0.220"" (5.60mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
//media.digikey.com/pdf/Data%20Sheets/Preci-Dip/90156-AS_REV3.pdf,//media.digikey.com/Photos/Preci-Dip%20Photos/MFG_90156-AS.jpg,1212-1872-ND,90156-AS,Preci-Dip,CONTACT SPRING LOADED T/H GOLD,14293,0,"0.68000","0","1","Bulk","-","Active","Sleeve & Plunger","Through Hole","0.295"" (7.49mm)","-","0.240"" (6.10mm)","Circular - 0.072"" (1.83mm) (TH)","25.49gf","86.68gf","0.042"" (1.07mm) Dia","-","40000","Brass Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/024.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/0926-0-15-20-76-14-11-0.jpg,ED1648-ND,0926-0-15-20-76-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,2567,0,"0.68000","0","1","Bulk","0926","Active","Sleeve & Plunger","Through Hole","0.091"" (2.31mm)","0.071"" (1.81mm)","0.052"" (1.32mm)","Circular - 0.085"" (2.16mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0908-3-15-20-75-14-11-0.JPG,ED90417-ND,0908-3-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,55439,0,"0.70000","0","1","Bulk","0908","Active","Sleeve & Plunger","Through Hole","0.315"" (8.00mm)","0.287"" (7.30mm)","0.260"" (6.60mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/024.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/0926-1-15-20-75-14-11-0.JPG,ED1652-ND,0926-1-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,18089,0,"0.70000","0","1","Bulk","0926","Active","Sleeve & Plunger","Through Hole","0.125"" (3.18mm)","0.098"" (2.50mm)","0.070"" (1.78mm)","Circular - 0.085"" (2.16mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0908-7-15-20-75-14-11-0.JPG,ED90390-ND,0908-7-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,2212,0,"0.72000","0","1","Bulk","0908","Active","Sleeve & Plunger","Through Hole","0.390"" (9.91mm)","0.363"" (9.21mm)","0.335"" (8.51mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0908-8-15-20-75-14-11-0.JPG,ED90391-ND,0908-8-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,3288,0,"0.73000","0","1","Bulk","0908","Active","Sleeve & Plunger","Through Hole","0.410"" (10.41mm)","0.382"" (9.71mm)","0.355"" (9.01mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/024.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/0921-1-15-20-75-14-11-0.JPG,ED1655-ND,0921-1-15-20-75-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,1265,0,"0.74000","0","1","Bulk","0921","Active","Sleeve & Plunger","Through Hole","0.205"" (5.21mm)","0.178"" (4.51mm)","0.150"" (3.81mm)","Circular - 0.078"" (1.98mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/023.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/0928-0-15-20-77-14-11-0.JPG,ED90349-ND,0928-0-15-20-77-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,95780,0,"0.75000","0","1","Bulk","0928","Active","Sleeve & Plunger","Surface Mount","0.295"" (7.49mm)","0.256"" (6.50mm)","0.217"" (5.50mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/023.pdf,//media.digikey.com/Renders/Mill-Max%20Renders/0913-0-15-20-77-14-11-0.jpg,ED1424-ND,0913-0-15-20-77-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED SMD GOLD,5437,0,"0.75000","0","1","Bulk","0913","Active","Sleeve & Plunger","Surface Mount","0.288"" (7.32mm)","0.243"" (6.18mm)","0.198"" (5.03mm)","Circular - 0.072"" (1.83mm)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
https://www.mill-max.com/assets/pdfs/025.pdf,//media.digikey.com/Photos/Mill-Max%20Mfg%20Photos/MFG_0914-1-15-20-77-14-11-0.jpg,ED1397-ND,0914-1-15-20-77-14-11-0,Mill-Max Manufacturing Corp.,CONTACT SPRING LOADED T/H GOLD,3497,0,"0.77000","0","1","Bulk","0914","Active","Sleeve & Plunger","Through Hole","0.304"" (7.72mm)","0.259"" (6.58mm)","0.214"" (5.43mm)","Circular - 0.072"" (1.83mm) (TH)","25gf","60gf","0.042"" (1.07mm) Dia","-","1000000","Copper Alloy","Gold","20.0µin (0.51µm)"
