Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Connector Style","Connector Type","Number of Positions","Number of Rows","Shell Size, Connector Layout","Contact Type","Mounting Type","Flange Feature","Termination","Features","Shell Material, Finish","Contact Finish","Contact Finish Thickness","Ingress Protection","Material Flammability Rating","Current Rating (Amps)","Operating Temperature"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747150&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5747150-8.JPG,A34072-ND,5747150-8,TE Connectivity AMP Connectors,CONN D-SUB RCPT 9POS VERT SOLDER,1156,0,"5.88000","0","1","Tube","AMPLIMITE HD-20","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole","Housing/Shell (4-40)","Solder","-","Steel, Tin Plated","Gold","30.0µin (0.76µm)","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=750678&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/750678-1.jpg,A121635-ND,750678-1,TE Connectivity AMP Connectors,CONN D-SUB RCPT 9POS VERT SOLDER,965,0,"5.95000","0","1","Tube","AMPLIMITE HD-20","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Tin Plated","Gold","30.0µin (0.76µm)","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747843&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5747843-4.JPG,A32103-ND,5747843-4,TE Connectivity AMP Connectors,CONN D-SUB PLUG 37POS R/A SOLDER,819,0,"7.15000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Plug, Male Pins","37","2","4 (DC, C)","Signal","Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents","Steel, Tin Plated","Gold","-","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5748003&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/2-5748003-0.JPG,A32058-ND,2-5748003-0,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS VERT SOLDER,1906,0,"5.99000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents","Steel, Tin Plated","Gold","-","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/172-E/172-EYY-21YRYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/172-E25-213R001.jpg,1525FNEA-ND,172-E25-213R001,NorComp Inc.,CONN D-SUB RCPT 25P PNL MNT SLDR,691,0,"6.00000","0","1","Tray","172-E, M Series","Active","D-Sub","Receptacle, Female Sockets","25","2","3 (DB, B)","Signal","Panel Mount, Through Hole","Housing/Shell (Unthreaded)","Solder","-","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=745492&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1-745492-8.JPG,A31930-ND,1-745492-8,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS IDC,2995,0,"6.01000","0","1","Bulk","AMPLIMITE HDE-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Discrete Wire","Grounding Indents","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","Varies by Wire Gauge","-55°C ~ 105°C"
https://b2b.harting.com/files/download/PRD/PDF_TS/0966152X6X3_BL01_R31892_100078742DRW002A.pdf,//media.digikey.com/Photos/Harting/09661526613.JPG,1195-2522-ND,09661526613,HARTING,CONN D-SUB RCPT 9POS R/A SOLDER,714,0,"6.03000","0","1","Tray","-","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel","-","-","-","UL94 V-0","6.5A","-55°C ~ 125°C"
https://www.amphenol-icc.com/media/wysiwyg/files/drawing/c-dsub-0067.pdf,//media.digikey.com/photos/FCI%20Photos/DEP09P465TXLF.jpg,609-2818-ND,DEP09P465TXLF,Amphenol ICC (FCI),CONN D-SUB PLUG 9POS PNL MNT WW,1585,0,"6.04000","0","1","Tray","DP","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole","Housing/Shell (Unthreaded)","Wire Wrap","Grounding Indents","Steel, Tin Plated","Gold, GXT™","30.0µin (0.76µm)","-","UL94 V-0","7.5A","-55°C ~ 125°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=747913&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5-747913-2.JPG,A32508-ND,5-747913-2,TE Connectivity AMP Connectors,CONN D-SUB RCPT 25P SLDR CUP,1945,0,"6.14000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Receptacle, Female Sockets","25","2","3 (DB, B)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Solder Cup","-","Steel, Tin Plated","Gold","8.00µin (0.203µm)","-","UL94 V-0","3A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-113RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-037-113R911.jpg,9237ME-ND,171-037-113R911,NorComp Inc.,CONN D-SUB PLUG 37P PNL MNT SLDR,311,0,"6.15000","0","1","Tray","171","Active","D-Sub","Plug, Male Pins","37","2","4 (DC, C)","Signal","Panel Mount, Through Hole","Board Side (4-40); Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
http://multimedia.3m.com/mws/media/22108O/3mtm-d-sub-socket-8300-series-ts0235.pdf,//media.digikey.com/photos/3M%20Photos/8315-6000.JPG,MFR15K-ND,8315-6000,3M,CONN DSUB RCPT 15POS PNL MNT IDC,884,0,"6.16000","0","1","Tray","8300","Active","D-Sub","Receptacle, Female Sockets","15","2","2 (DA, A)","Signal","Panel Mount","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through","Steel, Tin Plated","Gold","30.0µin (0.76µm)","-","UL94 V-0","1A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747238&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/5747238-4.JPG,A32074-ND,5747238-4,TE Connectivity AMP Connectors,CONN D-SUB PLUG 25POS R/A SOLDER,939,0,"6.27000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Plug, Male Pins","25","2","3 (DB, B)","Signal","Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Ground Strap, Grounding Indents","Steel, Tin Plated","Gold","-","-","UL94 V-0","6A","-55°C ~ 105°C"
http://multimedia.3m.com/mws/media/22107O/3mtm-d-sub-plug-8200-series-ts0234.pdf,//media.digikey.com/photos/3M%20Photos/8209-6000.jpg,MMR09K-ND,8209-6000,3M,CONN D-SUB PLUG 9POS PNL MNT IDC,1531,0,"6.34000","0","1","Tray","8200","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Grounding Indents","Steel, Tin Plated","Gold","30.0µin (0.76µm)","-","UL94 V-0","1A","-55°C ~ 105°C"
https://www.amphenolcanada.com/ProductSearch/drawings/AC/Lxx7Dxxxx.pdf,//media.digikey.com/photos/Amphenol%20Photos/L77DE09S.jpg,L77DE09S-ND,L77DE09S,Amphenol ICC (Commercial Products),CONN DSUB RCPT 9POS SLDR CUP,446,0,"6.35000","0","1","Bag","D","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Solder Cup","-","Steel, Tin Plated","Gold","8.00µin (0.203µm)","-","UL94 V-0","7.5A","-55°C ~ 125°C"
http://switches-connectors-custom.cwind.com/Asset/CWR-280-XX-0203.pdf,//media.digikey.com/photos/CW%20Ind%20Photos/CWR-280-15-0003.jpg,CMM15S-ND,CWR-280-15-0203,CW Industries,CONN D-SUB RCPT 15POS IDC,954,0,"6.38000","0","1","Bulk","CWR","Active","D-Sub","Receptacle, Male Pins","15","2","2 (DA, A)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Shielded, Strain Relief","Steel, Tin Plated","Tin","100.0µin (2.54µm)","-","UL94 V-0","1A","-"
http://switches-connectors-custom.cwind.com/Asset/CWR-281-XX-0000.PDF,//media.digikey.com/photos/CW%20Ind%20Photos/CWR-281-09-0000.jpg,CFM09G-ND,CWR-281-09-0000,CW Industries,CONN D-SUB PLUG 9POS IDC,1189,0,"6.48000","0","1","Bulk","CWR","Active","D-Sub","Plug, Female Sockets","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through, Shielded, Strain Relief","Steel, Tin Plated","Gold","10.0µin (0.25µm)","-","UL94 V-0","1A","-"
https://www.norcomp.net/rohspdfs/Connectors/17Y/171/171-YYY-213RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/171-050-213R911.jpg,9250FE-ND,171-050-213R911,NorComp Inc.,CONN D-SUB RCPT 50P PNL MNT SLDR,2060,0,"6.50000","0","1","Tray","171","Active","D-Sub","Receptacle, Female Sockets","50","3","5 (DD, D)","Signal","Panel Mount, Through Hole","Board Side (4-40); Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747845&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5747845-6.JPG,A32123-ND,5747845-6,TE Connectivity AMP Connectors,CONN D-SUB RCPT 15POS R/A SOLDER,1054,0,"6.59000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Receptacle, Female Sockets","15","2","2 (DA, A)","Signal","Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Ground Strap","Steel, Tin Plated","Gold","30.0µin (0.76µm)","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=338309&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/1-338309-2.jpg,A35163-ND,1-338309-2,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS VERT SOLDER,1149,0,"6.62000","0","1","Tray","AMPLIMITE HDP-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents","Steel, Tin Plated","Gold","-","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/IP67/772-EYY-113RYY1.pdf,//media.digikey.com/Photos/Norcomp%20Photos/772-E09-113R051.JPG,NOR1051-ND,772-E09-113R051,NorComp Inc.,CONN DSUB PLUG 9POS PNL MNT SLDR,8216,0,"6.65000","0","1","Tray","Seal-D 772-E","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Panel Mount, Through Hole","Board Side (4-40)","Solder","Board Lock, Grounding Indents","Steel, Nickel Plated","Gold","Flash","IP67 - Dust Tight, Waterproof","UL94 V-0","5A","-50°C ~ 100°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747150&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/1-5747150-4.jpg,A32059-ND,1-5747150-4,TE Connectivity AMP Connectors,CONN D-SUB RCPT 9POS VERT SOLDER,1058,0,"6.73000","0","1","Tube","AMPLIMITE HD-20","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","-","Steel, Tin Plated","Gold","30.0µin (0.76µm)","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658608&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1658608-4.JPG,AML09B-ND,1658608-4,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS IDC,5468,0,"8.07000","0","1","Bulk","AMPLIMITE HDF-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (4-40)","IDC, Ribbon Cable","Feed Through, Grounding Indents","Steel, Tin Plated","Gold","-","-","UL94 V-0","1.25A","-55°C ~ 105°C"
https://belfuse.com/resources/1201193492-DXUH-XXP.PDF,//media.digikey.com/Photos/Cinch%20Connectors%20Waldom%20Elect%20Photos/DEUH-9P.jpg,116-1025-ND,DEUH-9P,Cinch Connectivity Solutions,CONN D-SUB PLUG 9P PNL MNT CRIMP,2289,0,"6.89000","0","1","Bulk","D*U","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Crimp","-","Steel, Clear Chromate Plated Zinc","Gold","Flash","-","UL94 V-0","5A","-65°C ~ 125°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=747909&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5-747909-2.JPG,A32504-ND,5-747909-2,TE Connectivity AMP Connectors,CONN D-SUB RCPT 15P SLDR CUP,1780,0,"6.93000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Receptacle, Female Sockets","15","2","2 (DA, A)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","Solder Cup","-","Steel, Tin Plated","Gold","8.00µin (0.203µm)","-","UL94 V-0","3A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1658614&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1658614-4.JPG,AFS09B-ND,1658614-4,TE Connectivity AMP Connectors,CONN D-SUB RCPT 9POS IDC,2436,0,"6.94000","0","1","Tube","AMPLIMITE HDF-20","Active","D-Sub","Receptacle, Female Sockets","9","2","1 (DE, E)","Signal","Free Hanging (In-Line)","Housing/Shell (Unthreaded)","IDC, Ribbon Cable","Feed Through","-","Gold","30.0µin (0.76µm)","-","UL94 V-0","1.25A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/180-M/180-MYY-21YRYYY.pdf,//media.digikey.com/photos/Norcomp%20Photos/180-M1591DFN.JPG,180-M1591DFN-ND,180-M15-213R911,NorComp Inc.,CONN D-SUB HD RCPT 15POS PNL MNT,2881,0,"7.03000","0","1","Tray","180-M, M Series","Active","D-Sub, High Density","Receptacle, Female Sockets","15","3","1 (DE, E) High Density","Signal","Panel Mount, Through Hole","Board Side (4-40); Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 125°C"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/c01-8646-0709.pdf,//media.digikey.com/photos/FCI%20Photos/D3W3P36A6GX08LF.JPG,609-2826-ND,D3W3P36A6GX08LF,Amphenol ICC (FCI),CONN D-SUB PLUG 3POS R/A SOLDER,409,0,"7.03000","0","1","Tray","Delta D","Active","D-Sub, Combo","Plug, Male Pins","3 (Power)","1","2 (DA, A) - 3W3","Power","Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents","Steel, Tin Plated","Gold","30.0µin (0.76µm)","-","UL94 V-0","30A","-55°C ~ 125°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/172/172-YYY-212RYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/172-015-212R911.jpg,2915FA-ND,172-015-212R911,NorComp Inc.,CONN D-SUB RCPT 15P PNL MNT SLDR,3312,0,"7.10000","0","1","Tray","172, M Series","Active","D-Sub","Receptacle, Female Sockets","15","2","2 (DA, A)","Signal","Panel Mount, Through Hole","Board Side (4-40); Mating Side, Female Screwlock (4-40)","Solder","Board Lock","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=338309&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/3-338309-2.JPG,A35169-ND,3-338309-2,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS VERT SOLDER,759,0,"7.16000","0","1","Tray","AMPLIMITE HDP-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents","Steel, Tin Plated","Gold","-","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/180/180-YYY-10YLYY1.pdf,//media.digikey.com/photos/Norcomp%20Photos/NORCOMP%20INC-%20180-026-103L001.jpg,T826ME-ND,180-026-103L001,NorComp Inc.,CONN D-SUB HD PLUG 26POS PNL MNT,451,0,"7.20000","0","1","Tray","180","Active","D-Sub, High Density","Plug, Male Pins","26","3","2 (DA, A) High Density","Signal","Panel Mount","Housing/Shell (Unthreaded)","Solder Cup","Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-50°C ~ 100°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747846&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/5747846-3.JPG,A32125-ND,5747846-3,TE Connectivity AMP Connectors,CONN D-SUB RCPT 25POS R/A SOLDER,942,0,"7.26000","0","1","Tray","AMPLIMITE HD-20","Active","D-Sub","Receptacle, Female Sockets","25","2","3 (DB, B)","Signal","Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Ground Strap","Steel, Tin Plated","Gold","Flash","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/178/613/178-YYY-613R571.pdf,//media.digikey.com/photos/Norcomp%20Photos/178-009-613R571.jpg,1109MME-ND,178-009-613R571,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SLDR,9371,0,"7.32000","0","1","Tray","178","Active","D-Sub - Stacked","Plug, Male Pins","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/178/313/178-YYY-313R571.pdf,//media.digikey.com/photos/Norcomp%20Photos/178-009-313R571.jpg,1109FME-ND,178-009-313R571,NorComp Inc.,CONN D-SUB PLUG/RCPT 9POS R/A,4180,0,"7.32000","0","1","Tray","178","Active","D-Sub - Stacked","Plug, Male Pins; Receptacle, Female Sockets","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/189/613/189-YYY-613R571.pdf,//media.digikey.com/photos/Norcomp%20Photos/189-009-613R571.jpg,1009MME-ND,189-009-613R571,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SLDR,3693,0,"7.32000","0","1","Tray","189","Active","D-Sub - Stacked","Plug, Male Pins","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/178/413/178-YYY-413R571.pdf,//media.digikey.com/photos/Norcomp%20Photos/178-009-413R571.jpg,1109MFE-ND,178-009-413R571,NorComp Inc.,CONN D-SUB PLUG/RCPT 9POS R/A,3601,0,"7.32000","0","1","Tray","178","Active","D-Sub - Stacked","Plug, Male Pins; Receptacle, Female Sockets","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/178/613/178-YYY-613R491.pdf,//media.digikey.com/photos/Norcomp%20Photos/178-009-613R491.JPG,178-409MME-ND,178-009-613R491,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SLDR,2625,0,"7.32000","0","1","Tray","178","Active","D-Sub - Stacked","Plug, Male Pins","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/178/513/178-YYY-513R491.pdf,//media.digikey.com/photos/Norcomp%20Photos/178-009-513R491.JPG,178-209FFE-ND,178-009-513R491,NorComp Inc.,CONN D-SUB RCPT 9POS R/A SLDR,2559,0,"7.32000","0","1","Tray","178","Active","D-Sub - Stacked","Receptacle, Female Sockets","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/178/613/178-YYY-613R691.pdf,//media.digikey.com/photos/Norcomp%20Photos/178-009-613R691.JPG,178-509MME-ND,178-009-613R691,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SLDR,1955,0,"7.32000","0","1","Tray","178","Active","D-Sub - Stacked","Plug, Male Pins","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/178/513/178-YYY-513R691.pdf,//media.digikey.com/photos/Norcomp%20Photos/178-009-513r691.JPG,178-309FFE-ND,178-009-513R691,NorComp Inc.,CONN D-SUB RCPT 9POS R/A SLDR,1903,0,"7.32000","0","1","Tray","178","Active","D-Sub - Stacked","Receptacle, Female Sockets","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/189/513/189-YYY-513R571.pdf,//media.digikey.com/photos/Norcomp%20Photos/189-009-513R571.jpg,1009FFE-ND,189-009-513R571,NorComp Inc.,CONN D-SUB RCPT 9POS R/A SLDR,1728,0,"7.32000","0","1","Tray","189","Active","D-Sub - Stacked","Receptacle, Female Sockets","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/17Y/178/413/178-YYY-413R491.pdf,//media.digikey.com/photos/Norcomp%20Photos/178-009-413R491.JPG,178-09MFE-ND,178-009-413R491,NorComp Inc.,CONN D-SUB PLUG/RCPT 9POS R/A,1581,0,"7.32000","0","1","Tray","178","Active","D-Sub - Stacked","Plug, Male Pins; Receptacle, Female Sockets","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/189/613/189-YYY-613R491.pdf,//media.digikey.com/Photos/Norcomp%20Photos/189-009-613R491.JPG,189-409MME-ND,189-009-613R491,NorComp Inc.,CONN D-SUB PLUG 9POS R/A SLDR,1398,0,"7.32000","0","1","Tray","189","Active","D-Sub - Stacked","Plug, Male Pins","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Housing/Shell (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.norcomp.net/rohspdfs/Connectors/18Y/189/413/189-YYY-413R571.pdf,//media.digikey.com/photos/Norcomp%20Photos/189-009-413R571.JPG,1009MFE-ND,189-009-413R571,NorComp Inc.,CONN D-SUB PLUG/RCPT 9POS R/A,688,0,"7.32000","0","1","Tray","189","Active","D-Sub - Stacked","Plug, Male Pins; Receptacle, Female Sockets","9, 9","2, 2","1 (DE, E); 1 (DE, E)","Signal","Panel Mount, Through Hole, Right Angle","Mating Side, Female Screwlock (4-40)","Solder","Board Lock, Grounding Indents, Shielded","Steel, Nickel Plated","Gold","Flash","-","UL94 V-0","5A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5747872&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5747872-8.JPG,A34075-ND,5747872-8,TE Connectivity AMP Connectors,CONN D-SUB PLUG 15POS VERT SLDR,594,0,"7.36000","0","1","Tube","AMPLIMITE HD-20","Active","D-Sub","Plug, Male Pins","15","2","2 (DA, A)","Signal","Through Hole","Housing/Shell (4-40)","Solder","Grounding Indents","Steel, Tin Plated","Gold","-","-","UL94 V-0","6A","-55°C ~ 105°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5745071&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/5745071-4.JPG,A34025-ND,5745071-4,TE Connectivity AMP Connectors,CONN D-SUB PLUG 9POS VERT SOLDER,2150,0,"7.57000","0","1","Tube","AMPLIMITE HD-20","Active","D-Sub","Plug, Male Pins","9","2","1 (DE, E)","Signal","Through Hole","Mating Side, Female Screwlock (4-40)","Solder","-","-","Gold","Flash","-","UL94 V-0","6A","-55°C ~ 105°C"
