Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Outputs","Voltage - Input","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Applications","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension"
https://www.cui.com/product/resource/digikeypdf/pbo-5.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_PBO-5-Series.JPG,102-4080-ND,PBO-5-S15,CUI Inc.,AC DC CONVERTER 15V 5W,294,0,"10.96000","0","1","PBO-5 (5W)","Active","Open Frame","1","85 ~ 264 VAC, 100 ~ 400 VDC","15V","-","-","-","340mA","5W","ITE (Commercial)","Universal Input","-25°C ~ 85°C (With Derating)","77%","Through Hole","14-SIP Module, 6 Leads","1.57"" L x 0.50"" W x 0.79"" H (40.0mm x 12.8mm x 20.0mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC01_02-SC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC01-SC.jpg,945-1400-5-ND,RAC01-3.3SC,Recom Power,AC/DC CONVERTER 3.3V 1W,1260,616,"12.95000","0","1","POWERLINE RAC01-C (1W)","Active","Enclosed","1","80 ~ 264 VAC","3.3V","-","-","-","300mA","1W","ITE (Commercial)","SCP","-25°C ~ 85°C (With Derating)","65%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC01_02-SC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC02-SC.jpg,945-1401-5-ND,RAC02-05SC,Recom Power,AC/DC CONVERTER 5V 2W,4236,990,"12.97000","0","1","POWERLINE RAC02-C (2W)","Active","Enclosed","1","80 ~ 264 VAC","5V","-","-","-","400mA","2W","ITE (Commercial)","SCP","-25°C ~ 85°C (With Derating)","70%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC01_02-SC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC02-SC.jpg,945-1402-5-ND,RAC02-12SC,Recom Power,AC/DC CONVERTER 12V 2W,2641,0,"12.97000","0","1","POWERLINE RAC02-C (2W)","Active","Enclosed","1","80 ~ 264 VAC","12V","-","-","-","167mA","2W","ITE (Commercial)","SCP","-25°C ~ 85°C (With Derating)","74%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s2.pdf,//media.digikey.com/Photos/CUI%20Photos/VSK-S2-3R3U.JPG,102-2589-ND,VSK-S2-5U,CUI Inc.,POWER SUPPLY SWITCHING 5V 2W,4822,0,"13.25000","0","1","VSK-S2 (2W)","Active","Enclosed","1","85 ~ 305 VAC","5V","-","-","-","400mA","2W","ITE (Commercial)","OCP, SCP","-25°C ~ 70°C (With Derating)","70%","Through Hole","4-DIP Module","1.33"" L x 0.87"" W x 0.71"" H (33.7mm x 22.2mm x 18.0mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s3.pdf,//media.digikey.com/photos/CUI%20Photos/VSK-S3-24U.JPG,102-1804-ND,VSK-S3-12U,CUI Inc.,CONVERTER AC-DC 12V@250MA 3W PCB,1479,0,"13.86000","0","1","VSK-S3 (3W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","250mA","3W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","76%","Through Hole","26-DIP Module, 7 Leads","1.46"" L x 0.91"" W x 0.61"" H (37.0mm x 23.0mm x 15.5mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s3.pdf,//media.digikey.com/photos/CUI%20Photos/VSK-S3-24U.JPG,102-1802-ND,VSK-S3-5U,CUI Inc.,CONVERTER AC-DC 5V@600MA 3W PCB,681,0,"13.86000","0","1","VSK-S3 (3W)","Active","Enclosed","1","85 ~ 264 VAC","5V","-","-","-","600mA","3W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","72%","Through Hole","26-DIP Module, 7 Leads","1.46"" L x 0.91"" W x 0.61"" H (37.0mm x 23.0mm x 15.5mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC03-SC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC03-SC.jpg,945-1406-5-ND,RAC03-12SC,Recom Power,AC/DC CONVERTER 12V 3W,5426,312,"14.18000","0","1","POWERLINE RAC03-C (3W)","Active","Enclosed","1","90 ~ 264 VAC","12V","-","-","-","250mA","3W","ITE (Commercial)","OTP, SCP","-25°C ~ 85°C (With Derating)","76%","Through Hole","16-DIP Module, 5 Leads","1.49"" L x 0.94"" W x 0.64"" H (37.8mm x 23.9mm x 16.2mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-SC.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-SC.jpg,945-2166-5-ND,RAC04-12SC,Recom Power,AC/DC CONVERTER 12V 4W,1487,12,"14.32000","0","1","POWERLINE RAC04-C (4W)","Active","Enclosed","1","80 ~ 264 VAC","12V","-","-","-","333mA","4W","ITE (Commercial)","OCP, SCP","-25°C ~ 85°C (With Derating)","74%","Through Hole","16-DIP Module, 5 Leads","1.49"" L x 0.94"" W x 0.65"" H (37.8mm x 23.9mm x 16.4mm)"
https://www.xppower.com/Portals/0/pdfs/SF_VCP15.pdf,//media.digikey.com/Photos/XP%20Power/MFG_VCP15_sml.jpg,1470-2267-ND,VCP15US24,XP Power,AC/DC CONVERTER 24V 15W,1564,0,"15.07000","0","1","VCP (15W)","Active","Open Frame","1","90 ~ 264 VAC","24V","-","-","-","630mA","15W","ITE (Commercial), Medical","OVP, SCP","0°C ~ 70°C (With Derating)","84%","Through Hole","5-DIP Module","2.56"" L x 1.50"" W x 1.06"" H (65.0mm x 38.0mm x 26.9mm)"
https://www.recom-power.com/pdf/Powerline_AC-DC/RAC05-K_480.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC05-K.jpg,945-3186-ND,RAC05-12SK/480,Recom Power,5W AC/DC-CONVERTER 'POWERLINE' 4,288,570,"15.40000","0","1","POWERLINE RAC05-K/480 (5W)","Active","Enclosed","1","85 ~ 528 VAC, 120 ~ 745 VDC","12V","-","-","-","420mA","5W","ITE (Commercial)","-","-40°C ~ 80°C (With Derating)","65%","Through Hole","4-DIP Module","2.07"" L x 1.08"" W x 0.91"" H (52.5mm x 27.4mm x 23.0mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC03-SE_277.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_POWERLINE-RAC03-SE%5E277.jpg,945-2246-ND,RAC03-05SE/277,Recom Power,AC/DC CONVERTER 5V 3W,1025,96,"15.45000","0","1","POWERLINE RAC03-SE/277 (3W)","Active","Enclosed","1","85 ~ 305 VAC","5V","-","-","-","600mA","3W","Household Appliances, ITE (Commercial)","OCP, OVP, SCP","-40°C ~ 85°C (With Derating)","76%","Through Hole","16-DIP Module, 5 Leads","1.50"" L x 0.96"" W x 0.69"" H (38.1mm x 24.3mm x 17.4mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-S_DC_230.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-S_DC_230.jpg,945-2182-5-ND,RAC04-24SC/230,Recom Power,AC/DC CONVERTER 24V 4W,2345,36,"15.79000","0","1","POWERLINE RAC04-C/230 (4W)","Active","Enclosed","1","80 ~ 264 VAC","24V","-","-","-","167mA","4W","ITE (Commercial)","SCP","-40°C ~ 80°C (With Derating)","79%","Through Hole","7-DIP Module, 6 Leads","1.44"" L x 1.07"" W x 0.67"" H (36.7mm x 27.2mm x 17.1mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-S_DC_230.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-S_DC_230.jpg,945-2179-5-ND,RAC04-05SC/230,Recom Power,AC/DC CONVERTER 5V 4W,1766,276,"15.79000","0","1","POWERLINE RAC04-C/230 (4W)","Active","Enclosed","1","80 ~ 264 VAC","5V","-","-","-","800mA","4W","ITE (Commercial)","SCP","-40°C ~ 80°C (With Derating)","75%","Through Hole","7-DIP Module, 6 Leads","1.44"" L x 1.07"" W x 0.67"" H (36.7mm x 27.2mm x 17.1mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s5.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S5.jpg,102-2388-ND,VSK-S5-12UA,CUI Inc.,CONV AC/DC 5W 12V 0.42A PCB,1450,0,"16.33000","0","1","VSK-S5 (5W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","420mA","5W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","76%","Through Hole","4-DIP Module","2.00"" L x 1.00"" W x 0.62"" H (50.8mm x 25.4mm x 15.7mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s5.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S5.jpg,102-2390-ND,VSK-S5-24UA,CUI Inc.,CONV AC/DC 5W 24V 0.23A PCB,740,0,"16.33000","0","1","VSK-S5 (5W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","230mA","5W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","78%","Through Hole","4-DIP Module","2.00"" L x 1.00"" W x 0.62"" H (50.8mm x 25.4mm x 15.7mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s5.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S5.jpg,102-2386-ND,VSK-S5-5UA,CUI Inc.,CONV AC/DC 5W 5V 1A PCB,639,0,"16.33000","0","1","VSK-S5 (5W)","Active","Enclosed","1","85 ~ 264 VAC","5V","-","-","-","1A","5W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","72%","Through Hole","4-DIP Module","2.00"" L x 1.00"" W x 0.62"" H (50.8mm x 25.4mm x 15.7mm)"
https://en.cosel.co.jp/tool/tag/pdf/SFE_TUHS.pdf,//media.digikey.com/Photos/Cosel/MFG_TUHS5F.jpg,1776-1795-ND,TUHS5F12,"Cosel USA, Inc.",AC/DC CONVERTER,1618,0,"16.50000","0","1","TUH (5W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","12V","-","-","-","450mA","5W","ITE (Commercial)","DC Input Capable, Universal Input","-40°C ~ 85°C (With Derating)","82%","Through Hole","6-DIP Module","1.13"" L x 0.69"" W x 0.50"" H (28.7mm x 17.5mm x 12.7mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-S_DC_277.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-SC%20277.jpg,945-2100-5-ND,RAC04-05SC/277,Recom Power,AC/DC CONVERTER 5V 800MA,801,0,"17.09000","0","1","POWERLINE RAC04-C/277 (4W)","Active","Enclosed","1","80 ~ 305 VAC","5V","-","-","-","800mA","4W","ITE (Commercial)","SCP","-25°C ~ 80°C (With Derating)","75%","Through Hole","7-DIP Module, 6 Leads","1.44"" L x 1.07"" W x 0.67"" H (36.7mm x 27.2mm x 17.1mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECE05-10.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECE05.jpg,1470-1108-ND,ECE05US05,XP Power,AC/DC CONVERTER 5V 5W,2042,0,"18.54000","0","1","ECE (5W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","5V","-","-","-","1A","5W","ITE (Commercial)","OVP, SCP","-25°C ~ 70°C (With Derating)","80%","Through Hole","5-DIP Module","1.00"" L x 1.00"" W x 0.60"" H (25.4mm x 25.4mm x 15.2mm)"
https://www.xppower.com/Portals/0/pdfs/SF_ECE05-10.pdf,//media.digikey.com/Photos/XP%20Power/MFG_ECE05.jpg,1470-1110-ND,ECE05US12,XP Power,AC/DC CONVERTER 12V 5W,1433,0,"18.54000","0","1","ECE (5W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","12V","-","-","-","410mA","5W","ITE (Commercial)","OVP, SCP","-25°C ~ 70°C (With Derating)","82%","Through Hole","5-DIP Module","1.00"" L x 1.00"" W x 0.60"" H (25.4mm x 25.4mm x 15.2mm)"
https://www.us.tdk-lambda.com/ftp/Specs/kpsa.pdf,//media.digikey.com/photos/Lambda%20Americas%20Photos/MFG_KPS%20SERIES.jpg,285-1754-ND,KPSA512,TDK-Lambda Americas Inc.,PWR SPLY BRD MNT 12V 0.42A 5W,182,0,"19.42000","0","1","KPSA (5W)","Active","Open Frame","1","85 ~ 264 VAC","12V","-","-","-","420mA","5W","ITE (Commercial)","OVP, SCP","0°C ~ 70°C (With Derating)","72%","Through Hole","4-DIP Module","2.17"" L x 1.28"" W x 0.83"" H (55.1mm x 32.6mm x 21.1mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s10_series.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S10.jpg,102-2393-ND,VSK-S10-9UA,CUI Inc.,CONV AC/DC 10W 9V 1.1A PCB,2624,0,"20.13000","0","1","VSK-S10 (10W)","Active","Enclosed","1","85 ~ 264 VAC","9V","-","-","-","1.1A","10W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","76%","Through Hole","4-DIP Module","2.10"" L x 1.12"" W x 0.75"" H (53.3mm x 28.5mm x 19.5mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s10_series.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S10.jpg,102-2392-ND,VSK-S10-5UA,CUI Inc.,CONV AC/DC 10W 5V 2A PCB,1445,0,"20.13000","0","1","VSK-S10 (10W)","Active","Enclosed","1","85 ~ 264 VAC","5V","-","-","-","2A","10W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","74%","Through Hole","4-DIP Module","2.10"" L x 1.12"" W x 0.75"" H (53.3mm x 28.5mm x 19.5mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s10_series.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S10.jpg,102-2394-ND,VSK-S10-12UA,CUI Inc.,CONV AC/DC 10W 12V 0.9A PCB,909,0,"20.13000","0","1","VSK-S10 (10W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","900mA","10W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","76%","Through Hole","4-DIP Module","2.10"" L x 1.12"" W x 0.75"" H (53.3mm x 28.5mm x 19.5mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s10_series.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S10.jpg,102-2396-ND,VSK-S10-24UA,CUI Inc.,CONV AC/DC 10W 24V 0.45A PCB,619,0,"20.13000","0","1","VSK-S10 (10W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","450mA","10W","ITE (Commercial)","OTP, OVP, SCP","-25°C ~ 70°C (With Derating)","80%","Through Hole","4-DIP Module","2.10"" L x 1.12"" W x 0.75"" H (53.3mm x 28.5mm x 19.5mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s15_series.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S15.jpg,102-2402-ND,VSK-S15-12U,CUI Inc.,CONV AC/DC 15W 12V 1.25A PCB,1725,0,"21.25000","0","1","VSK-S15 (15W)","Active","Enclosed","1","85 ~ 264 VAC","12V","-","-","-","1.25A","15W","ITE (Commercial)","OCP, OVP, SCP","-40°C ~ 70°C (With Derating)","80%","Through Hole","4-DIP Module","2.44"" L x 1.77"" W x 0.91"" H (62.0mm x 45.0mm x 23.0mm)"
https://www.cui.com/product/resource/digikeypdf/vsk-s15_series.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VSK-S15.jpg,102-2404-ND,VSK-S15-24U,CUI Inc.,CONV AC/DC 15W 24V 0.625A PCB,803,0,"21.25000","0","1","VSK-S15 (15W)","Active","Enclosed","1","85 ~ 264 VAC","24V","-","-","-","625mA","15W","ITE (Commercial)","OCP, OVP, SCP","-40°C ~ 70°C (With Derating)","84%","Through Hole","4-DIP Module","2.44"" L x 1.77"" W x 0.91"" H (62.0mm x 45.0mm x 23.0mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-SA.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-SA.jpg,945-1064-ND,RAC04-05SA,Recom Power,AC/DC CONVERTER 5V 4W,1097,0,"22.17000","0","1","POWERLINE RAC04 (4W)","Not For New Designs","Enclosed","1","90 ~ 264 VAC","5V","-","-","-","800mA","4W","ITE (Commercial)","OCP, OVP, SCP","-40°C ~ 70°C (With Derating)","72%","Through Hole","7-DIP Module","1.44"" L x 1.07"" W x 0.69"" H (36.7mm x 27.0mm x 17.6mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC04-SA.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC04-SA.jpg,945-1069-ND,RAC04-24SA,Recom Power,AC/DC CONVERTER 24V 4W,314,72,"22.17000","0","1","POWERLINE RAC04 (4W)","Not For New Designs","Enclosed","1","90 ~ 264 VAC","24V","-","-","-","167mA","4W","ITE (Commercial)","OCP, OVP, SCP","-40°C ~ 70°C (With Derating)","77%","Through Hole","7-DIP Module","1.44"" L x 1.07"" W x 0.69"" H (36.7mm x 27.0mm x 17.6mm)"
https://en.cosel.co.jp/tool/tag/pdf/SFE_TUHS.pdf,//media.digikey.com/Photos/Cosel/MFG_TUHS10F.jpg,1776-1786-ND,TUHS10F12,"Cosel USA, Inc.",AC/DC CONVERTER,309,0,"23.07000","0","1","TUH (10W)","Active","Enclosed","1","85 ~ 264 VAC, 120 ~ 370 VDC","12V","-","-","-","900mA","10W","ITE (Commercial)","DC Input Capable, Universal Input","-40°C ~ 85°C (With Derating)","85%","Through Hole","6-DIP Module","1.30"" L x 0.86"" W x 0.59"" H (33.0mm x 21.8mm x 15.0mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC20-N.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC20-N-Series.jpg,945-2930-ND,RAC20-12SN,Recom Power,AC/DC CONVERTER 12V 20W,625,0,"23.31000","0","1","POWERLINE RAC20-N (20W)","Active","Enclosed","1","90 ~ 264 VAC","12V","-","-","-","1.66A","20W","ITE (Commercial)","Universal Input","-40°C ~ 70°C (With Derating)","82%","Through Hole","4-DIP Module","2.07"" L x 1.08"" W x 0.93"" H (52.5mm x 27.4mm x 23.5mm)"
https://www.recom-power.com/pdf/Powerline-AC-DC/RAC20-N.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RAC20-N-Series.jpg,945-2932-ND,RAC20-24SN,Recom Power,AC/DC CONVERTER 24V 20W,238,240,"23.31000","0","1","POWERLINE RAC20-N (20W)","Active","Enclosed","1","90 ~ 264 VAC","24V","-","-","-","833mA","20W","ITE (Commercial)","Universal Input","-40°C ~ 70°C (With Derating)","83%","Through Hole","4-DIP Module","2.07"" L x 1.08"" W x 0.93"" H (52.5mm x 27.4mm x 23.5mm)"
https://www.cui.com/product/resource/digikeypdf/vof-15.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VOF-15_Series.jpg,102-2048-ND,VOF-15-24,CUI Inc.,PWR SUPPLY 15W OPEN 24V 0.63A,3420,0,"23.36000","0","1","VOF-15 (15W)","Active","Open Frame","1","85 ~ 264 VAC","24V","-","-","-","630mA","15W","ITE (Commercial)","OCP, OVP, SCP","0°C ~ 60°C (With Derating)","82%","Through Hole","4-DIP Module","2.76"" L x 1.91"" W x 0.91"" H (70.0mm x 48.6mm x 23.1mm)"
https://www.us.tdk-lambda.com/ftp/Specs/kwsa.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_KWS-A_Series-38.1mm.jpg,285-2485-ND,KWS10A-5,TDK-Lambda Americas Inc.,AC/DC CONVERTER 5V 10W,637,0,"24.29000","0","1","KWS-A (10W)","Active","Enclosed","1","85 ~ 265 VAC","5V","-","-","-","2A","10W","ITE (Commercial)","DC Input Capable, Universal Input","-10°C ~ 85°C (With Derating)","77%","Through Hole","4-DIP Module","1.50"" L x 1.00"" W x 0.85"" H (38.1mm x 25.4mm x 21.5mm)"
https://www.us.tdk-lambda.com/ftp/Specs/kpsa.pdf,//media.digikey.com/photos/Lambda%20Americas%20Photos/MFG_KPS%20SERIES.jpg,285-1750-ND,KPSA1012,TDK-Lambda Americas Inc.,PWR SPLY BRD MNT 12V 0.84A 10W,1157,0,"24.87000","0","1","KPSA (10W)","Active","Open Frame","1","85 ~ 264 VAC","12V","-","-","-","840mA","10W","ITE (Commercial)","OVP, SCP","0°C ~ 70°C (With Derating)","75%","Through Hole","4-DIP Module","2.40"" L x 1.55"" W x 0.90"" H (61.0mm x 39.4mm x 22.9mm)"
