Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Material","Size, Supplied","Thickness","Number of Carriers","Wire Gauge - Ends","Length"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN0.jpg,1030-1303-ND,MBN0.06SV100,Techflex,GROUND BRAID TUBE 0.062""DIAX100',196,0,"33.06000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.062"" (1.57mm, 1/16"") - Outer Dia","0.013"" (0.33mm)","24","36 AWG","100.0' (30.48m)"
https://www.molex.com/pdm_docs/sd/2076020000_sd.pdf,//media.digikey.com/photos/Molex/2076025001.JPG,WM24862-ND,2076025001,Molex,GROUND BRAID FLAT 0.540"" X 0.5',172,0,"9.43000","0","1","Triton 207602","Active","Flat","Copper, Tin Plated","0.540"" (13.72mm) - Width","-","-","-","0.5' (0.15m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132465-DS-ND,RAY-103-3.0(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.118""DIA M,322,0,"12.77000","0","1","RAYBRAID®","Active","Tubular","Copper, Nickel Plated","0.118"" (3.00mm) - Inner Dia","-","16","38 AWG","Digi-Spool™, Continuous Spool"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RAY-10X&DocType=Customer+Drawing&DocLang=English,-,A132466-DS-ND,RAY-103-4.0(100),"TE Connectivity Aerospace, Defense and Marine",GROUND BRAID TUBE 0.157""DIA M,195,0,"20.18000","0","1","RAYBRAID®","Active","Tubular","Copper, Nickel Plated","0.157"" (4.00mm) - Inner Dia","-","24","36 AWG","Digi-Spool™, Continuous Spool"
https://catalog.belden.com/techdata/EN/8661_techdata.pdf,//media.digikey.com/Photos/Belden/MFG_8661-000250.jpg,BEL1709-250-ND,8661 000250,Belden Inc.,GROUND BRAID TUBE 0.200""DIAX250',39,0,"610.72000","0","1","-","Active","Tubular","Copper, Tinned","0.200"" (5.08mm, 1/5"") - Inner Dia","-","-","32 AWG","250.0' (76.20m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN0_16SV.jpg,1030-1164-ND,MBN0.16SV100,Techflex,GROUND BRAID TUBE 0.156""DIAX100',83,0,"53.38000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.156"" (3.96mm, 5/32"") - Outer Dia","0.013"" (0.33mm)","24","36 AWG","100.0' (30.48m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN0_50SV.jpg,1030-1170-ND,MBN0.50SV50,Techflex,GROUND BRAID TUBE 0.5""DIA X 50',62,0,"64.13000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.500"" (12.70mm, 1/2"") - Outer Dia","0.013"" (0.33mm)","48","36 AWG","50.0' (15.24m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN0_38SV.jpg,1030-1168-ND,MBN0.38SV100,Techflex,GROUND BRAID TUBE 0.375""DIAX100',52,0,"86.78000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.375"" (9.53mm, 3/8"") - Outer Dia","0.013"" (0.33mm)","48","36 AWG","100.0' (30.48m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1309-ND,MBN1.50SV50,Techflex,GROUND BRAID TUBE 1.5""DIA X 50',4,0,"168.67000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","1.500"" (38.10mm, 1 1/2"") - Outer Dia","0.025"" (0.64mm)","48","30 AWG","50.0' (15.24m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN0_88SV.jpg,1030-1173-ND,MBN0.88SV,Techflex,GROUND BRAID TUBE 0.875""DIAX100',11,0,"196.39000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.875"" (22.23mm, 7/8"") - Outer Dia","0.025"" (0.64mm)","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1230?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1230SV-100-ND,1230 SV005,Alpha Wire,GROUND BRAID FLAT 0.187"" X 100',28,0,"197.17000","0","1","FIT®","Active","Flat","Copper, Tinned","0.187"" (4.75mm, 3/16"") - Width","0.020"" (0.51mm)","24","36 AWG","100.0' (30.48m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN1_00SV.jpg,1030-1175-ND,MBN1.00SV,Techflex,GROUND BRAID TUBE 1""DIA X 100',17,0,"225.12000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","1.000"" (25.40mm) - Outer Dia","0.025"" (0.64mm)","48","30 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1233?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1233SV005-ND,1233 SV005,Alpha Wire,GROUND BRAID FLAT 0.625"" X 100',7,0,"405.90000","0","1","FIT®","Active","Flat","Copper, Tinned","0.625"" (15.88mm, 5/8"") - Width","0.030"" (0.76mm)","48","36 AWG","100.0' (30.48m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1310-ND,MBN2.25SV,Techflex,GROUND BRAID TUBE 2.25""DIAX100',17,0,"410.93000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","2.250"" (57.15mm, 2 1/4"") - Outer Dia","0.025"" (0.64mm)","48","30 AWG","100.0' (30.48m)"
http://multimedia.3m.com/mws/media/287223O/3mtm-electromagnetic-shielding-sleeves-ds-fs-series.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_DS%20series.jpg,3M157451-ND,DS-7,3M,GRD BRAID TUBE 0.276""DIAX328.1',14,0,"491.43000","0","1","DS","Active","Tubular","Copper, Tin Plated","0.276"" (7.00mm, 8/29) - Inner Dia","-","-","-","328.1' (100.00m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2172?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2172SV005-ND,2172 SV005,Alpha Wire,GROUND BRAID TUBE 0.375""DIAX100',9,56,"566.54000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.375"" (9.53mm, 3/8"") - Inner Dia","-","48","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2174?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2174SV005-ND,2174 SV005,Alpha Wire,GROUND BRAID TUBE 0.5""DIA X 100',5,0,"776.53000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.500"" (12.70mm, 1/2"") - Inner Dia","-","48","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1234?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1234SV005-ND,1234 SV005,Alpha Wire,GROUND BRAID FLAT 0.750"" X 100',22,0,"912.53000","0","1","FIT®","Active","Flat","Copper, Tinned","0.750"" (19.05mm, 3/4"") - Width","0.040"" (1.02mm)","48","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1235?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1235SV005-ND,1235 SV005,Alpha Wire,GROUND BRAID FLAT 1"" X 100',13,8,"976.16000","0","1","FIT®","Active","Flat","Copper, Tinned","1.000"" (25.40mm) - Width","0.045"" (1.14mm)","48","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2178?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2178SV005-100-ND,2178 SV005,Alpha Wire,GROUND BRAID TUBE 1""DIA X 100',2,4,"1625.68000","0","1","FIT®","Active","Tubular","Copper, Tinned","1.000"" (25.40mm) - Inner Dia","-","48","30 AWG","100.0' (30.48m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbc.pdf,//media.digikey.com/Photos/Techflex/MFG_MBC0.13CP.jpg,1030-1244-ND,MBC0.13CP25,Techflex,GROUND BRAID TUBE 0.125""DIAX25',83,0,"22.80000","0","1","Flexo® Copper","Active","Tubular","Copper","0.125"" (3.18mm, 1/8"") - Outer Dia","0.015"" (0.38mm)","-","-","25.0' (7.62m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbc.pdf,//media.digikey.com/Photos/Techflex/MFG_MBC0.38CP.jpg,1030-1245-ND,MBC0.25CP25,Techflex,GROUND BRAID TUBE 0.25""DIA X 25',23,0,"37.05000","0","1","Flexo® Copper","Active","Tubular","Copper","0.250"" (6.35mm, 1/4"") - Outer Dia","0.025"" (0.64mm)","-","-","25.0' (7.62m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbc.pdf,//media.digikey.com/Photos/Techflex/MFG_MBC0.38CP.jpg,1030-1246-ND,MBC0.38CP25,Techflex,GROUND BRAID TUBE 0.375""DIAX25',11,0,"37.62000","0","1","Flexo® Copper","Active","Tubular","Copper","0.375"" (9.53mm, 3/8"") - Outer Dia","0.018"" (0.46mm)","-","-","25.0' (7.62m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1305-ND,MBN0.13SV100,Techflex,GROUND BRAID TUBE 0.125""DIAX100',42,0,"46.51000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.125"" (3.18mm, 1/8"") - Outer Dia","0.013"" (0.33mm)","24","36 AWG","100.0' (30.48m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbc.pdf,//media.digikey.com/Photos/Techflex/MFG_MBC0.38CP.jpg,1030-1247-ND,MBC0.50CP25,Techflex,GROUND BRAID TUBE 0.5""DIA X 25',19,0,"49.02000","0","1","Flexo® Copper","Active","Tubular","Copper","0.500"" (12.70mm, 1/2"") - Outer Dia","0.020"" (0.51mm)","-","-","25.0' (7.62m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1302-ND,MBN0.06SV,Techflex,GROUND BRAID TUBE 0.062""DIAX250',19,0,"54.15000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.062"" (1.57mm, 1/16"") - Outer Dia","0.013"" (0.33mm)","24","36 AWG","250.0' (76.20m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN0_63SV.jpg,1030-1172-ND,MBN0.63SV50,Techflex,GROUND BRAID TUBE 0.625""DIAX50',21,0,"67.97000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.625"" (15.88mm, 5/8"") - Outer Dia","0.016"" (0.41mm)","48","34 AWG","50.0' (15.24m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1304-ND,MBN0.13SV,Techflex,GROUND BRAID TUBE 0.125""DIAX250',20,0,"73.92000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.125"" (3.18mm, 1/8"") - Outer Dia","0.013"" (0.33mm)","24","36 AWG","250.0' (76.20m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1248-ND,MBN0.78SV50,Techflex,GROUND BRAID TUBE 0.781""DIAX50',11,0,"93.31000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.781"" (19.84mm, 25/32"") - Outer Dia","0.013"" (0.33mm)","48","36 AWG","50.0' (15.24m)"
https://catalog.belden.com/techdata/EN/8660_techdata.pdf,//media.digikey.com/Photos/Belden/8660-00050.jpg,BEL1708-50-ND,8660 00050,Belden Inc.,GROUND BRAID TUBE 0.125""DIAX50',6,0,"99.12000","0","1","-","Active","Tubular","Copper, Tinned","0.125"" (3.18mm, 1/8"") - Inner Dia","-","-","34 AWG","50.0' (15.24m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN0_16SV.jpg,1030-1163-ND,MBN0.16SV,Techflex,GROUND BRAID TUBE 0.156""DIAX250',18,0,"109.44000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.156"" (3.96mm, 5/32"") - Outer Dia","0.013"" (0.33mm)","24","36 AWG","250.0' (76.20m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN0_88SV.jpg,1030-1174-ND,MBN0.88SV50,Techflex,GROUND BRAID TUBE 0.875""DIAX50',14,0,"121.82000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","0.875"" (22.23mm, 7/8"") - Outer Dia","0.025"" (0.64mm)","48","30 AWG","50.0' (15.24m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/95106?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/95106-NC00x.jpg,A95106-100-ND,95106 NC005,Alpha Wire,GROUND BRAID FLAT 0.062"" X 100',10,0,"122.33000","0","1","FIT®","Active","Flat","Copper","0.062"" (1.57mm, 1/16"") - Width","0.016"" (0.41mm)","16","20 AWG","100.0' (30.48m)"
https://catalog.belden.com/techdata/EN/8663_techdata.pdf,//media.digikey.com/photos/Belden/8663-00050.jpg,BEL1714-50-ND,8663 00050,Belden Inc.,GROUND BRAID TUBE 0.210""DIAX50',20,0,"142.23000","0","1","-","Active","Tubular","Copper, Tinned","0.210"" (5.33mm, 21/100"") - Inner Dia","-","-","34 AWG","50.0' (15.24m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1224?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1224SV005-ND,1224 SV005,Alpha Wire,GROUND BRAID FLAT 0.094"" X 100',10,0,"161.12000","0","1","FIT®","Active","Flat","Copper, Tinned","0.094"" (2.39mm, 3/32"") - Width","0.020"" (0.51mm)","16","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1229?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1229SV005-ND,1229 SV005,Alpha Wire,GROUND BRAID FLAT 0.125"" X 100',21,21,"180.29000","0","1","FIT®","Active","Flat","Copper, Tinned","0.125"" (3.18mm, 1/8"") - Width","0.020"" (0.51mm)","24","36 AWG","100.0' (30.48m)"
https://cdn.techflex.com/assets/pdfs/specification-sheets/mbs.pdf,//media.digikey.com/Photos/Techflex/MFG_MBS.jpg,1030-1390-ND,MBS0.50SV50,Techflex,GROUND BRAID TUBE 0.5""DIA X 50',4,0,"211.68000","0","1","Metal Braid","Active","Tubular","Copper, Silver Plated","0.500"" (12.70mm, 1/2"") - Outer Dia","-","48","36 AWG","50.0' (15.24m)"
http://cdn.techflex.com/assets/pdfs/specification-sheets/mbn.pdf,//media.digikey.com/Photos/Techflex/MFG_MBN-Copper.jpg,1030-1249-ND,MBN2.25SV50,Techflex,GROUND BRAID TUBE 2.25""DIA X 50',6,0,"213.86000","0","1","Metal Braid","Active","Tubular","Copper, Tinned","2.250"" (57.15mm, 2 1/4"") - Outer Dia","0.025"" (0.64mm)","48","30 AWG","50.0' (15.24m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2164?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2164SV005-ND,2164 SV005,Alpha Wire,GROUND BRAID TUBE 0.109""DIAX100',7,4,"261.88000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.109"" (2.77mm, 7/64"") - Inner Dia","-","24","36 AWG","100.0' (30.48m)"
https://catalog.belden.com/techdata/EN/8669_techdata.pdf,//media.digikey.com/photos/Belden/8663-00050.jpg,BEL1717-50-ND,8669 00050,Belden Inc.,GROUND BRAID TUBE 0.5""DIA X 50',4,0,"266.74000","0","1","-","Active","Tubular","Copper, Tinned","0.500"" (12.70mm, 1/2"") - Inner Dia","-","-","34 AWG","50.0' (15.24m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2140?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2140-100-ND,2140 SV005,Alpha Wire,GROUND BRAID TUBE 0.187""DIAX100',11,31,"286.81000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.187"" (4.75mm, 3/16"") - Inner Dia","-","24","34 AWG","100.0' (30.48m)"
https://cdn.techflex.com/assets/pdfs/specification-sheets/mbs.pdf,//media.digikey.com/Photos/Techflex/MFG_MBS.jpg,1030-1388-ND,MBS0.25SV100,Techflex,GROUND BRAID TUBE 0.25""DIAX100',24,0,"302.40000","0","1","Metal Braid","Active","Tubular","Copper, Silver Plated","0.250"" (6.35mm, 1/4"") - Outer Dia","-","24","36 AWG","100.0' (30.48m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2142?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,2142SV005-ND,2142 SV005,Alpha Wire,GROUND BRAID TUBE 0.25""DIAX100',8,5,"346.64000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.250"" (6.35mm, 1/4"") - Inner Dia","-","24","34 AWG","100.0' (30.48m)"
http://multimedia.3m.com/mws/media/287223O/3mtm-electromagnetic-shielding-sleeves-ds-fs-series.pdf,//media.digikey.com/Photos/3M%20Photos/DS-5.JPG,3M10616-ND,DS-5,3M,GRD BRAID TUBE 0.196""DIAX328.1',13,0,"369.98000","0","1","DS","Active","Tubular","Copper, Tinned","0.196"" (5.00mm, 1/5"") - Inner Dia","-","-","-","328.1' (100.00m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2166?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2166SV-250-ND,2166 SV003,Alpha Wire,GROUND BRAID TUBE 0.125""DIAX250',6,3,"514.11000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.125"" (3.18mm, 1/8"") - Inner Dia","-","24","36 AWG","250.0' (76.20m)"
https://catalog.belden.com/techdata/EN/8663_techdata.pdf,-,BEL1713-250-ND,8663 000250,Belden Inc.,GROUND BRAID TUBE 0.210""DIAX250',3,0,"628.50000","0","1","-","Active","Tubular","Copper, Tinned","0.210"" (5.33mm, 21/100"") - Inner Dia","-","-","34 AWG","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/2168?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_2171-SV005.jpg,A2168SV-250-ND,2168 SV003,Alpha Wire,GROUND BRAID TUBE 0.171""DIAX250',6,0,"661.58000","0","1","FIT®","Active","Tubular","Copper, Tinned","0.171"" (4.34mm, 11/64"") - Inner Dia","-","24","36 AWG","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1231?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,A1231SV-500-ND,1231 SV002,Alpha Wire,GROUND BRAID FLAT 0.25"" X 500',3,0,"884.37000","0","1","FIT®","Active","Flat","Copper, Tinned","0.250"" (6.35mm, 1/4"") - Width","0.030"" (0.76mm)","24","36 AWG","500.0' (152.40m)"
https://catalog.belden.com/techdata/EN/8669_techdata.pdf,//media.digikey.com/photos/Belden/8663-00050.jpg,BEL1716-250-ND,8669 000250,Belden Inc.,GROUND BRAID TUBE 0.5""DIA X 250',9,0,"1226.23000","0","1","-","Active","Tubular","Copper, Tinned","0.500"" (12.70mm, 1/2"") - Inner Dia","-","-","34 AWG","250.0' (76.20m)"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Braid/1233_2?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/1233%5E2%20SV005.JPG,1233/2SV002-500-ND,1233/2 SV002,Alpha Wire,GROUND BRAID FLAT 0.5"" X 500',7,0,"1640.88000","0","1","FIT®","Active","Flat","Copper, Tinned","0.500"" (12.70mm, 1/2"") - Width","0.030"" (0.76mm)","48","36 AWG","500.0' (152.40m)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=LWB-10X&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/INSTALITE_SERIES.jpg,A123382-100-ND,LWB-103-6.0(100),"TE Connectivity Aerospace, Defense and Marine",GRD BRAID TUBE 0.236""DIAX328.1',2,0,"1807.40000","0","1","INSTALITE","Active","Tubular","Copper, Nickel Plated","0.236"" (6.00mm) - Inner Dia","-","-","-","328.1' (100.00m)"
