Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Material","Features"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-BASE175-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-BASE175-Q.jpg,298-10453-ND,QB-BASE175-Q,Panduit Corp,QBHB UNI MNT BSE 1.75 IN SQ 1=25,10,0,"153.30000","0","1","Quick-Build™","Active","Mounting Platform","Quick-Build™ Harness Board System","Polyamide (PA), Nylon","1.75"" W x 1.75"" L (44.45mm x 44.45mm)"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-MOUNT-L--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-MOUNT-L.jpg,298-10458-ND,QB-MOUNT-L,Panduit Corp,QBHB UNIVERSAL MNTING PEG 1=50,25,0,"305.15000","0","1","Quick-Build™","Active","Mounting Peg","Quick-Build™ Harness Board System","-","Repositionable"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2525&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/TMS-CCUV-SLEEVE-3-X-65MM.JPG,TMS-CCUV-SLEEVE-3-X-65MM-ND,TMS-CCUV-SLEEVE-3-X-65MM,TE Connectivity Raychem Cable Protection,PROTECT SLV HEATSHNK 6.4MMX65MM,578,0,"0.85000","0","1","TMS-CCUV","Active","Protective Sleeve, Heat Shrinkable","NBC and TMS Heat Shrinkable Sleeves and TMS Cable Markers","Fluoropolymer","0.25"" Dia x 2.56"" L (6.4mm x 65.0mm)"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/Cable_Grips.pdf,//media.digikey.com/Photos/American%20Elect%20Photos/8000.20.jpg,288-1465-ND,8000.20,American Electrical Inc.,LOCKNUT NICKEL PLATED BRASS M20,105,0,"1.33000","0","1","-","Active","Locknut","M20 Thread - Cable Glands","Brass, Nickel Plated","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3063950,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3063950.jpg,277-15223-ND,3063950,Phoenix Contact,CABLE SLEEVE PLUG 6MM DIA BLK,45,350,"2.61000","0","1","PLUSCON CES","Active","Cable Sleeve Plug","PLUSCON CES Cable Sleeves and Sealing Frames","Polyamide (PA), Nylon","Diameter - 0.24"" (6.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RT-555-X/X-YYY-A260-0&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/RT-555-3%5E8-4.75-A260-0.JPG,A101759-ND,RT-555-3/8-4.75-A260-0,"TE Connectivity Aerospace, Defense and Marine",SEALING SLEEVE 4.75X3X0.35"",55,0,"7.73000","0","1","RT-555","Active","Sealing Sleeve, Heat Shrinkable","Splices","Fluoropolymer, Irradiated","0.35"" Dia x 4.75"" L (8.9mm x 120.7mm)"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-CONN--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-CONN.jpg,298-10454-ND,QB-CONN,Panduit Corp,QBHB BOARD TILE CONNECT 1=5PC,51,0,"70.86000","0","1","Quick-Build™","Active","Grid Tile Connector","Quick-Build™ Harness Board System","Polyamide (PA), Nylon","3.03"" W x 3.03"" L (76.96mm x 76.96mm)"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-SN1-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-SN2-Q.jpg,298-10460-ND,QB-SN2-Q,Panduit Corp,QBHB SINGLE NAIL BASE 2"" 1 = 25,12,0,"153.30000","0","1","Quick-Build™","Active","Nail Holder","Quick-Build™ Harness Board System","Acrylonitrile Butadiene Styrene (ABS)","Accommodates One 2"" Nail, Black"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-FN1-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-FN1-Q.jpg,298-10455-ND,QB-FN1-Q,Panduit Corp,QBHB MULTI(5)NAIL BASE 1"" 1 = 25,16,0,"221.44000","0","1","Quick-Build™","Active","Nail Holder","Quick-Build™ Harness Board System","Acrylonitrile Butadiene Styrene (ABS)","Accommodates up to Five 1"" Nails, White"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-FN1-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-FN2-Q.jpg,298-10456-ND,QB-FN2-Q,Panduit Corp,QBHB MULTI(5)NAIL BASE 2"" 1 = 25,8,0,"221.44000","0","1","Quick-Build™","Active","Nail Holder","Quick-Build™ Harness Board System","Acrylonitrile Butadiene Styrene (ABS)","Accommodates up to Five 2"" Nails, Black"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411205.pdf,//media.digikey.com/photos/Phoenix%20Photos/1411205.JPG,277-17034-ND,1411205,Phoenix Contact,A-INL-M12-P-GY,920,0,"0.23000","0","1","-","Active","Counter Nut","M12 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411208,-,277-18062-ND,1411208,Phoenix Contact,A-INL-M25-P-GY,985,10,"0.35000","0","1","-","Active","Counter Nut","M25 Thread - Cable Glands","Polyamide (PA), Nylon","-"
-,-,298-19696-ND,CR4H-M30,Panduit Corp,CABLE TIE MOUNT,1000,0,"0.45000","0","1","CR","Active","Connector Ring","M, I, S, HS, and LH Ties","Polyamide (PA66), Nylon 6/6","Heat Stabilized"
-,-,2081-23055.9-ND,23055.9,Pflitsch,PG 21 LOCKNUT PALG,1000,0,"0.49000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","PG21 Thread"
-,-,2081-23204.9-ND,23204.9,"Conta-Clip, Inc.",NPT 1/2"" LOCKNUT PALG,1000,0,"0.54000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","1/2"" NPT Thread"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/8216.pdf,//media.digikey.com/photos/American%20Elect%20Photos/A8216.JPG,288-1658-ND,A8216,American Electrical Inc.,LOCKNUT PG 16 NYLON GRAY,799,0,"0.58000","0","1","-","Active","Locknut","PG16 Thread - Cable Glands","Polyamide (PA), Nylon","-"
-,-,2081-23065.9-ND,23065.9,"Conta-Clip, Inc.",PG 21 LOCKNUT PABK,1000,0,"0.70000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","PG21 Thread"
-,//media.digikey.com/Photos/Pflitsch/25502.9.JPG,2081-25502.9-ND,25502.9,Pflitsch,M20X1.5 LOCKNUT NPB,950,0,"0.70000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M20 Thread"
http://www.panduit.com/heiler/PartDrawings/C-SSMS8W50-C4-N41148--ENG.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_MSBWxx-C(4,6).jpg",298-14972-ND,MSBW50-C4,Panduit Corp,STEEL STRAP BUCKLES,800,0,"0.74000","0","1","MSBW","Active","Buckle","0.5"" Strap","Stainless Steel 304","-"
http://www.panduit.com/heiler/CatalogCutSheets/DTRH-LR0%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_DTHEH-Q0.jpg,298-13582-ND,DTHEH-Q0,Panduit Corp,CABLE TIE HEADS,900,0,"0.75000","0","1","-","Active","Cable Tie Heads","Cable Ties","Plastic","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/8211.pdf,//media.digikey.com/photos/American%20Elect%20Photos/A8211.JPG,288-1659-ND,A8211,American Electrical Inc.,LOCKNUT PG 11 NYLON GRAY,475,0,"0.77000","0","1","-","Active","Locknut","PG11 Thread - Cable Glands","Polyamide (PA), Nylon","-"
-,-,2081-23005.9-ND,23005.9,Pflitsch,PG 21 LOCKNUT NPB,1000,0,"0.80000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","PG21 Thread"
-,//media.digikey.com/Photos/Weidmuller/MFG_1772460000.JPG,281-5870-ND,1772460000,Weidmüller,SKMU M20-K GR,738,250,"0.85000","0","1","-","Active","Locknut","Cable Glands","Plastic","M20 Thread"
-,//media.digikey.com/Photos/Pflitsch/25503.9.JPG,2081-25503.9-ND,25503.9,Pflitsch,M25X1.5 LOCKNUT NPB,800,0,"0.90000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M25 Thread"
-,-,2081-23205.9-ND,23205.9,"Conta-Clip, Inc.",NPT 3/4"" LOCKNUT PALG,500,0,"0.92000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","3/4"" NPT Thread"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Enclosures&Cable_Glands_Cat.pdf,//media.digikey.com/photos/Weidmuller/1736230000.JPG,281-5840-ND,1736230000,Weidmüller,SEALING RING GWDR M16-NP,136,900,"1.02000","0","1","GWDR","Active","Sealing Ring","Cable Glands, Sealing Plugs","Neoprene","M16 Thread"
-,-,2081-23056.9-ND,23056.9,Pflitsch,PG 29 LOCKNUT PALG,500,0,"1.03000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","PG29 Thread"
-,-,2081-23066.9-ND,23066.9,"Conta-Clip, Inc.",PG 29 LOCKNUT PABK,500,0,"1.03000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","PG29 Thread"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/0375LN.pdf,//media.digikey.com/photos/American%20Elect%20Photos/A0375.LN.JPG,288-1406-ND,A0375.LN,American Electrical Inc.,LOCKNUT NPT 3/8"" GALVANIZD STEEL,400,0,"1.03000","0","1","-","Active","Locknut","NPT 3/8"" Thread - Cable Glands","Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411244.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1411244.jpg,277-17035-ND,1411244,Phoenix Contact,A-INL-M32-N-S,186,0,"1.12000","0","1","-","Active","Counter Nut","M32 Thread - Cable Glands","Brass, Nickel Plated","-"
-,//media.digikey.com/Photos/Pflitsch/25514.9.JPG,2081-25514.9-ND,25514.9,Pflitsch,M32X1.5 LOCKNUT PALG,500,0,"1.13000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","M32 Thread"
-,"//media.digikey.com/Photos/Pflitsch/25724,9.jpg",2081-25724.9-ND,25724.9,Pflitsch,M32X1.5 LOCKNUT PABK,500,0,"1.13000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","M32 Thread"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDWH-Q.jpg,298-13234-ND,PCBANDWH-Q,Panduit Corp,"PATCH CORD COLOR BAND, WHITE",505,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDEI-Q.jpg,298-13228-ND,PCBANDEI-Q,Panduit Corp,"PATCH CORD COLOR BAND, ELECTRIC",490,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDBL-Q.jpg,298-13226-ND,PCBANDBL-Q,Panduit Corp,"PATCH CORD COLOR BAND, BLACK",480,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDIG-Q.jpg,298-13230-ND,PCBANDIG-Q,Panduit Corp,"PATCH CORD COLOR BAND, INTL GRAY",480,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDOR-Q.jpg,298-13231-ND,PCBANDOR-Q,Panduit Corp,"PATCH CORD COLOR BAND, ORANGE",480,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDGR-Q.jpg,298-13229-ND,PCBANDGR-Q,Panduit Corp,"PATCH CORD COLOR BAND, GREEN",470,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDYL-Q.jpg,298-13235-ND,PCBANDYL-Q,Panduit Corp,"PATCH CORD COLOR BAND, YELLOW",470,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDVL-Q.jpg,298-13233-ND,PCBANDVL-Q,Panduit Corp,"PATCH CORD COLOR BAND, VIOLET",460,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDRD-Q.jpg,298-13232-ND,PCBANDRD-Q,Panduit Corp,"PATCH CORD COLOR BAND, RED",370,0,"1.14000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pc/pcb/pcba/pcbandblq/media/C-COPCBANDXX-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PCBANDBU-Q.jpg,298-13227-ND,PCBANDBU-Q,Panduit Corp,"PATCH CORD COLOR BAND, BLUE",331,0,"1.14000","0","1","*","Active","-","-","-","-"
-,-,2081-23006.9-ND,23006.9,Pflitsch,PG 29 LOCKNUT NPB,800,0,"1.17000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","PG29 Thread"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1736250000.pdf,//media.digikey.com/Photos/Weidmuller/1736250000.jpg,281-4709-ND,1736250000,Weidmüller,CONN GASKET SEAL RING 9005 M25,644,150,"1.17000","0","1","GWDR","Active","Sealing Ring","Cable Glands, Sealing Plugs","Neoprene","M25 Thread"
http://www.panduit.com/heiler/PartDrawings/Corrugated%20Tubing%20Fittings_CF_GB0239HF.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CFxxxxxxF-Q.jpg,298-19679-ND,CF502550F-Q,Panduit Corp,CLT FITTING .50 X .25 X .50,250,0,"1.17000","0","1","*","Active","-","-","-","-"
-,//media.digikey.com/Photos/Pflitsch/25504.9.JPG,2081-25504.9-ND,25504.9,Pflitsch,M32X1.5 LOCKNUT NPB,700,0,"1.21000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M32 Thread"
http://www.panduit.com/heiler/PartDrawings/Corrugated%20Tubing%20Fittings_CF_GB0239HF.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CFxxxxxxF-Q.jpg,298-13446-ND,CF503850F-Q,Panduit Corp,CLT FITTING .50 X .38 X .50,115,0,"1.21000","0","1","*","Active","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/HBN_01.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_HBN4-T.jpg,298-14548-ND,HBN4-T,Panduit Corp,HARNESS BOARD NAILS,1000,0,"1.23000","0","1","Quick-Build™","Active","Nails, Harness Board","Harness Board","Steel, Nickel Plated","0.142"" Dia, 4.67"" Total Length, 4.00"" Exposed Length"
-,-,2081-23210.9-ND,23210.9,"Conta-Clip, Inc.",NPT 1"" LOCKNUT PABK,500,0,"1.25000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","1"" NPT Thread"
-,-,2081-23206.9-ND,23206.9,"Conta-Clip, Inc.",NPT 1"" LOCKNUT PALG,350,0,"1.25000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","1"" NPT Thread"
http://www.panduit.com/heiler/PartDrawings/Corrugated%20Tubing%20Fittings_CF_GB0239HF.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CFxxxxxxF-Q.jpg,298-19680-ND,CF752575F-Q,Panduit Corp,CLT FITTING .75 X .25 X .75,250,0,"1.29000","0","1","*","Active","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/Corrugated%20Tubing%20Fittings_CF_GB0239HF.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CFxxxxxxF-Q.jpg,298-19681-ND,CF753875F-Q,Panduit Corp,CLT FITTING .75 X .38 X .75,50,0,"1.32000","0","1","*","Active","-","-","-","-"
http://www.panduit.com/heiler/Catalogs/D-CMCB02--SA-ENG-StrongHoldCatalog-W.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PBC.jpg,298-15211-ND,PBC,Panduit Corp,CLAMP SCREW-ON BEAM 1/2"" FLANGE,380,0,"1.48000","0","1","StrongHold™","Active","Beam Clamp","Threaded Rod, 1/4""-20","Steel, Spring Tempered","Beam Mount, Screw-On Installation"
http://www.panduit.com/heiler/PartDrawings/C-SSMS8W75-C2-N41285--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_MSBW75-C2.jpg,298-14973-ND,MSBW75-C2,Panduit Corp,BUCKLES,300,0,"1.59000","0","1","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411246.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1411259.jpg,277-17036-ND,1411246,Phoenix Contact,A-INL-M40-N-S,196,0,"1.74000","0","1","-","Active","Counter Nut","M40 Thread - Cable Glands","Brass, Nickel Plated","-"
-,-,2081-23007.9-ND,23007.9,Pflitsch,PG 36 LOCKNUT NPB,300,0,"1.95000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","PG36 Thread"
-,-,2081-22869.9-ND,22869.9,Pflitsch,ENLARGER PG11/PG13.5,400,0,"2.08000","0","1","-","Active","Adapter","Cable Glands","Brass, Nickel Plated","PG11 to PG13.5"
-,-,2081-23067.9-ND,23067.9,"Conta-Clip, Inc.",PG 36 LOCKNUT PABK,300,0,"2.09000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","PG36 Thread"
-,-,2081-23057.9-ND,23057.9,Pflitsch,PG 36 LOCKNUT PALG,250,0,"2.09000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","PG36 Thread"
-,//media.digikey.com/Photos/Pflitsch/25505.9.JPG,2081-25505.9-ND,25505.9,Pflitsch,M40X1.5 LOCKNUT NPB,250,0,"2.29000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M40 Thread"
-,-,2081-25890.9-ND,25890.9,Pflitsch,M12X1.5 LOCK NUT NPB EMI/RFI,200,0,"2.31000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M12 Thread"
-,-,2081-25515.9-ND,25515.9,Pflitsch,M40X1.5 LOCKNUT PALG,250,0,"2.39000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","M40 Thread"
-,-,2081-25725.9-ND,25725.9,Pflitsch,M40X1.5 LOCKNUT PABK,250,0,"2.39000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","M40 Thread"
-,-,2081-23068.9-ND,23068.9,"Conta-Clip, Inc.",PG 42 LOCKNUT PABK,250,0,"2.47000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","PG42 Thread"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=3063976,//media.digikey.com/Photos/Phoenix%20Photos/MFG_3063976.jpg,277-16887-ND,3063976,Phoenix Contact,CABLE SLEEVE PLUG 8MM DIA BLK,85,0,"2.47000","0","1","PLUSCON CES","Active","Cable Sleeve Plug","PLUSCON CES Cable Sleeves and Sealing Frames","Polyamide (PA), Nylon","Diameter - 0.31"" (8.00mm)"
-,-,2080-28664.3-ND,28664.3,"Conta-Clip, Inc.",KDS-FP-IVR OG,240,0,"2.54000","0","1","-","Active","Inner Lock","KDS Cable Entry Frames","Polyamide (PA66), Nylon 6/6, Glass Filled","-"
-,-,2081-23200.9-ND,23200.9,Pflitsch,NPT 3/8"" LOCKNUT NPB,200,0,"2.61000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","3/8"" NPT Thread"
-,-,2081-25873.9-ND,25873.9,"Conta-Clip, Inc.",M20X1.5 THREADED PLUG,200,0,"2.61000","0","1","-","Active","-","-","-","-"
-,-,2081-23069.9-ND,23069.9,"Conta-Clip, Inc.",PG 48 LOCKNUT PABK,200,0,"2.81000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","PG48 Thread"
-,-,298-18917-ND,CVRSBC4,Panduit Corp,"INSULATING COVER (FOR SBC8, SBC6",75,0,"2.82000","0","1","*","Active","-","-","-","-"
-,"//media.digikey.com/photos/Conta-Clip,%20Inc/23211.9.JPG",2081-23211.9-ND,23211.9,"Conta-Clip, Inc.",NPT 1"" LOCKNUT NPB,100,0,"3.15000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","1"" NPT Thread"
http://www.panduit.com/heiler/PartDrawings/10B015EG_00_CUST.PDF,-,298-20341-ND,RER.5E-X,Panduit Corp,REPLACEMENT ELASTIC RER.5-S6-X,100,0,"3.53000","0","1","Quick-Build™","Active","Elastic Band","Replacement Elastic for RER.5-S6-X","Polyamide (PA), Nylon","-"
-,-,2081-23014.9-ND,23014.9,Pflitsch,PG 16 NPB LOCKNUT EMI/RFI,100,0,"3.62000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","PG16 Thread"
http://www.panduit.com/heiler/PartDrawings/10B015EG_00_CUST.PDF,-,298-20342-ND,RER.75E-X,Panduit Corp,REPLACEMENT ELASTIC RER.75-S6-X,100,0,"3.63000","0","1","Quick-Build™","Active","Elastic Band","Replacement Elastic for RER.75-S6-X","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/PFLITSCH%20PDFs/UNI_Split_Gland.pdf,//media.digikey.com/Photos/Pflitsch/25513.9-GGM.JPG,2081-25513.9/GGM-ND,25513.9/GGM,Pflitsch,SPLIT M25X1.5 LOCKNUT PALG,95,0,"3.76000","0","1","-","Active","Locknut","Cable Glands","Polyamide (PA), Nylon","M25 Thread"
-,-,298-18915-ND,CVRSBC2,Panduit Corp,INSULATING COVER (FOR SBC3 AND S,50,0,"3.76000","0","1","*","Active","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSB-4.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_OFSB-4-85-xx.jpg,RPC4586-ND,OFSB-4-85-01,Essentra Components,OPT FIBER SUPT BASE SCREW MOUNT,480,0,"3.86000","0","1","-","Active","Support Base - Fiber Optic","STL, LWS-A, WS-A Series","Polyamide (PA), Nylon","Screws"
http://www.panduit.com/heiler/PartDrawings/10B015EG_00_CUST.PDF,-,298-20343-ND,RER1.25E-X,Panduit Corp,REPLACEMENT ELASTIC RER1.25-S6-X,100,0,"3.87000","0","1","Quick-Build™","Active","Elastic Band","Replacement Elastic for RER1.25-S6-X","Polyamide (PA), Nylon","-"
-,-,2081-97602.9-ND,97602.9,Pflitsch,M18X1.5 NPB LOCK NUT EMI/RFI,100,0,"3.95000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","M18 Thread"
-,-,298-20334-ND,QB-RERBASE-X,Panduit Corp,QUICK-BUILD PEG SUITABLE TO UTIL,90,0,"4.00000","0","1","*","Active","-","-","-","-"
-,-,2081-23015.9-ND,23015.9,Pflitsch,PG 21 NPB LOCKNUT EMI/RFI,100,0,"4.02000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","PG21 Thread"
http://www.panduit.com/heiler/PartDrawings/10B015EG_00_CUST.PDF,-,298-20344-ND,RER2.0E-X,Panduit Corp,REPLACEMENT ELASTIC RER2.0-S6-X,100,0,"4.26000","0","1","Quick-Build™","Active","Elastic Band","Replacement Elastic for RER2.0-S6-X","Polyamide (PA), Nylon","-"
-,-,2081-25616.9-ND,25616.9,Pflitsch,M32X1.5 TO M25X1.5 REDUCTION,100,0,"4.29000","0","1","-","Active","Reducing Adapter","Cable Glands","Brass, Nickel Plated","M32 to M25"
-,-,2081-23016.9-ND,23016.9,Pflitsch,PG 29 NPB LOCKNUT EMI/RFI,100,0,"4.36000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","PG29 Thread"
-,-,2080-28507.4-ND,28507.4,"Conta-Clip, Inc.",KDS INNER LOCKING FRAME BLACK,80,0,"4.62000","0","1","KDSClick","Active","Locking Frame","KDSClick Frames","Polyamide (PA66), Nylon 6/6, Glass Filled","-"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSB-4.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_OFSB-4-85-xxA.jpg,RPC4587-ND,OFSB-4-85-01A,Essentra Components,OPT FIBER SUPT BASE W/ADH,490,0,"4.68000","0","1","-","Active","Support Base - Fiber Optic","STL, LWS-A, WS-A Series","Polyamide (PA), Nylon","Adhesive"
http://www.essentracomponents.com.sg/images-line/pdfs/OFSB-4.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_OFSB-4-85-xx.jpg,RPC4588-ND,OFSB-4-85-19,Essentra Components,OPT FIBER SUPT BASE SCREW MNT FR,245,0,"4.68000","0","1","-","Active","Support Base - Fiber Optic","STL, LWS-A, WS-A Series","Polyamide (PA), Nylon","Flame Retardant"
-,-,298-18916-ND,CVRSBC2/0,Panduit Corp,INSULATING COVER (FOR SBC1/0 AND,50,0,"4.92000","0","1","*","Active","-","-","-","-"
-,-,2081-23216.9-ND,23216.9,Pflitsch,NPT 1 1/4"" LOCKNUT NPB,75,0,"4.96000","0","1","-","Active","Locknut","Cable Glands","Brass, Nickel Plated","1 1/4"" NPT Thread"
https://catalog.conta-clip.com/en/DataSheet/index/ordernumber/28501.4,-,2080-28501.4-ND,28501.4,"Conta-Clip, Inc.",KDS INNER LOCKING FRAME BLACK,100,0,"5.13000","0","1","KDSClick","Active","Locking Frame","KDSClick Frames","Polyamide (PA66), Nylon 6/6, Glass Filled","-"
https://cdn.techflex.com/assets/pdfs/specification-sheets/cns.pdf,-,1030-1410-ND,CNS1.25SV,Techflex,THERMASHIELD CONNECTOR SHIELD 1-,50,0,"5.25000","0","1","ThermaShield","Active","Heat Shield - Connector, Wire","-","Fiberglass, Aluminized","-"
