Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Sensitivity","Data Rate (Max)","Modulation or Protocol","Applications","Current - Receiving","Data Interface","Memory Size","Antenna Connector","Features","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
https://www.u-blox.com/sites/default/files/MAX-M8-FW3_DataSheet_%28UBX-15031506%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_MAX.jpg,672-1003-1-ND,MAX-M8Q-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 18LCC,10080,0,"21.00000","0","1","Cut Tape (CT)","MAX-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","23mA","I²C, UART","-","-","-","2.7V ~ 3.6V","-40°C ~ 85°C","18-SMD Module","-"
https://www.u-blox.com/sites/default/files/MAX-M8-FW3_DataSheet_%28UBX-15031506%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_MAX.jpg,672-1003-6-ND,MAX-M8Q-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 18LCC,10080,0,"Digi-Reel","0","1","Digi-Reel®","MAX-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","23mA","I²C, UART","-","-","-","2.7V ~ 3.6V","-40°C ~ 85°C","18-SMD Module","-"
//media.digikey.com/pdf/Data%20Sheets/Sierra%20Wireless%20PDFs/AirPrime_XM1110_Spec_Rev1_6-23-17.pdf,-,1645-1092-2-ND,XM1110_1103886,Sierra Wireless,RF RX GLONASS 1.575GHZ MODULE,1500,0,"10.29639","0","1500","Tape & Reel (TR)","XM","Active","1.575GHz, 1.598GHz ~ 1.605GHz","-165dBm","-","GLONASS, GPS","General Purpose","32mA","I²C, SPI, UART","-","Castellation","-","3V ~ 4.3V","-40°C ~ 85°C","20-SMD Module","Module"
//media.digikey.com/pdf/Data%20Sheets/Sierra%20Wireless%20PDFs/AirPrime_XM1110_Spec_Rev1_6-23-17.pdf,-,1645-1092-1-ND,XM1110_1103886,Sierra Wireless,RF RX GLONASS 1.575GHZ MODULE,1660,0,"17.06000","0","1","Cut Tape (CT)","XM","Active","1.575GHz, 1.598GHz ~ 1.605GHz","-165dBm","-","GLONASS, GPS","General Purpose","32mA","I²C, SPI, UART","-","Castellation","-","3V ~ 4.3V","-40°C ~ 85°C","20-SMD Module","Module"
//media.digikey.com/pdf/Data%20Sheets/Sierra%20Wireless%20PDFs/AirPrime_XM1110_Spec_Rev1_6-23-17.pdf,-,1645-1092-6-ND,XM1110_1103886,Sierra Wireless,RF RX GLONASS 1.575GHZ MODULE,1660,0,"Digi-Reel","0","1","Digi-Reel®","XM","Active","1.575GHz, 1.598GHz ~ 1.605GHz","-165dBm","-","GLONASS, GPS","General Purpose","32mA","I²C, SPI, UART","-","Castellation","-","3V ~ 4.3V","-40°C ~ 85°C","20-SMD Module","Module"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1007-2-ND,NEO-M8M-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,500,0,"10.68908","0","250","Tape & Reel (TR)","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1007-1-ND,NEO-M8M-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,607,0,"25.00000","0","1","Cut Tape (CT)","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1007-6-ND,NEO-M8M-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,607,0,"Digi-Reel","0","1","Digi-Reel®","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
https://www.u-blox.com/sites/default/files/MAX-M8-FW3_DataSheet_%28UBX-15031506%29.pdf,//media.digikey.com/Photos/U-Blox%20America/MFG_MAX-M8.jpg,672-1004-2-ND,MAX-M8W-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 18LCC,7000,0,"11.47650","0","500","Tape & Reel (TR)","MAX-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","23mA","I²C, UART","-","-","-","2.7V ~ 3.6V","-40°C ~ 85°C","18-SMD Module","-"
https://www.u-blox.com/sites/default/files/MAX-M8-FW3_DataSheet_%28UBX-15031506%29.pdf,//media.digikey.com/Photos/U-Blox%20America/MFG_MAX-M8.jpg,672-1004-1-ND,MAX-M8W-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 18LCC,7477,0,"21.00000","0","1","Cut Tape (CT)","MAX-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","23mA","I²C, UART","-","-","-","2.7V ~ 3.6V","-40°C ~ 85°C","18-SMD Module","-"
https://www.u-blox.com/sites/default/files/MAX-M8-FW3_DataSheet_%28UBX-15031506%29.pdf,//media.digikey.com/Photos/U-Blox%20America/MFG_MAX-M8.jpg,672-1004-6-ND,MAX-M8W-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 18LCC,7477,0,"Digi-Reel","0","1","Digi-Reel®","MAX-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","23mA","I²C, UART","-","-","-","2.7V ~ 3.6V","-40°C ~ 85°C","18-SMD Module","-"
http://www.antenova-m2m.com/wp-content/uploads/2017/10/M20050-1-PS-1.0.pdf,//media.digikey.com/Photos/Antenova%20Photos/MFG_M10578-A2-U1.JPG,627-1100-2-ND,M20050-1,Antenova,RF RCVR GPS 1.575GHZ MODULE,3000,0,"11.89399","0","1000","Tape & Reel (TR)","RADIONOVA®","Active","1.575GHz","-165dBm","-","GPS","General Purpose","29mA","UART","-","On-Board, Trace","-","3.3V","-40°C ~ 85°C","Module","Module"
http://www.antenova-m2m.com/wp-content/uploads/2017/10/M20050-1-PS-1.0.pdf,//media.digikey.com/Photos/Antenova%20Photos/MFG_M10578-A2-U1.JPG,627-1100-1-ND,M20050-1,Antenova,RF RCVR GPS 1.575GHZ MODULE,3637,0,"19.70000","0","1","Cut Tape (CT)","RADIONOVA®","Active","1.575GHz","-165dBm","-","GPS","General Purpose","29mA","UART","-","On-Board, Trace","-","3.3V","-40°C ~ 85°C","Module","Module"
http://www.antenova-m2m.com/wp-content/uploads/2017/10/M20050-1-PS-1.0.pdf,//media.digikey.com/Photos/Antenova%20Photos/MFG_M10578-A2-U1.JPG,627-1100-6-ND,M20050-1,Antenova,RF RCVR GPS 1.575GHZ MODULE,3637,0,"Digi-Reel","0","1","Digi-Reel®","RADIONOVA®","Active","1.575GHz","-165dBm","-","GPS","General Purpose","29mA","UART","-","On-Board, Trace","-","3.3V","-40°C ~ 85°C","Module","Module"
https://www.u-blox.com/sites/default/files/SAM-M8Q_DataSheet_%28UBX-16012619%29.pdf,//media.digikey.com/Photos/U-Blox%20America/MFG_SAM-top.jpg,672-1054-2-ND,SAM-M8Q-0-10,U-Blox America Inc.,RF RX GALILEO 1.575GHZ/1.602GHZ,8250,0,"13.26156","0","250","Tape & Reel (TR)","SAM-M8Q","Active","1.575GHz, 1.602GHz","-165dBm","400kbps","Galileo, GLONASS, GPS","GPS","-","I²C, SPI, UART, USB","-","-","-","2.7V ~ 3.6V","-40°C ~ 85°C","20-SMD Module","-"
https://www.u-blox.com/sites/default/files/SAM-M8Q_DataSheet_%28UBX-16012619%29.pdf,//media.digikey.com/Photos/U-Blox%20America/MFG_SAM-top.jpg,672-1054-1-ND,SAM-M8Q-0-10,U-Blox America Inc.,RF RX GALILEO 1.575GHZ/1.602GHZ,8358,0,"25.00000","0","1","Cut Tape (CT)","SAM-M8Q","Active","1.575GHz, 1.602GHz","-165dBm","400kbps","Galileo, GLONASS, GPS","GPS","-","I²C, SPI, UART, USB","-","-","-","2.7V ~ 3.6V","-40°C ~ 85°C","20-SMD Module","-"
https://www.u-blox.com/sites/default/files/SAM-M8Q_DataSheet_%28UBX-16012619%29.pdf,//media.digikey.com/Photos/U-Blox%20America/MFG_SAM-top.jpg,672-1054-6-ND,SAM-M8Q-0-10,U-Blox America Inc.,RF RX GALILEO 1.575GHZ/1.602GHZ,8358,0,"Digi-Reel","0","1","Digi-Reel®","SAM-M8Q","Active","1.575GHz, 1.602GHz","-165dBm","400kbps","Galileo, GLONASS, GPS","GPS","-","I²C, SPI, UART, USB","-","-","-","2.7V ~ 3.6V","-40°C ~ 85°C","20-SMD Module","-"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1009-2-ND,NEO-M8Q-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,2500,0,"13.31400","0","250","Tape & Reel (TR)","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1009-1-ND,NEO-M8Q-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,2770,0,"25.00000","0","1","Cut Tape (CT)","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1009-6-ND,NEO-M8Q-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,2770,0,"Digi-Reel","0","1","Digi-Reel®","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
https://www.u-blox.com/sites/default/files/CAM-M8-FW3_DataSheet_%28UBX-15031574%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_CAM-M8x.jpg,672-1014-2-ND,CAM-M8C-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ MODULE,500,0,"13.47154","0","500","Tape & Reel (TR)","CAM-M8","Active","1.575GHz","-167dBm","-","BeiDou, GLONASS, GNSS, GPS","General Purpose","29mA","SPI, UART","-","On-Board, Chip","-","1.6V ~ 3.6V","-40°C ~ 85°C","31-SMD Module","Module"
https://www.u-blox.com/sites/default/files/CAM-M8-FW3_DataSheet_%28UBX-15031574%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_CAM-M8x.jpg,672-1014-1-ND,CAM-M8C-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ MODULE,703,0,"25.00000","0","1","Cut Tape (CT)","CAM-M8","Active","1.575GHz","-167dBm","-","BeiDou, GLONASS, GNSS, GPS","General Purpose","29mA","SPI, UART","-","On-Board, Chip","-","1.6V ~ 3.6V","-40°C ~ 85°C","31-SMD Module","Module"
https://www.u-blox.com/sites/default/files/CAM-M8-FW3_DataSheet_%28UBX-15031574%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_CAM-M8x.jpg,672-1014-6-ND,CAM-M8C-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ MODULE,703,0,"Digi-Reel","0","1","Digi-Reel®","CAM-M8","Active","1.575GHz","-167dBm","-","BeiDou, GLONASS, GNSS, GPS","General Purpose","29mA","SPI, UART","-","On-Board, Chip","-","1.6V ~ 3.6V","-40°C ~ 85°C","31-SMD Module","Module"
https://www.u-blox.com/sites/default/files/CAM-M8-FW3_DataSheet_%28UBX-15031574%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_CAM-M8x.jpg,672-1013-2-ND,CAM-M8Q-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ MODULE,500,0,"14.46904","0","500","Tape & Reel (TR)","CAM-M8","Active","1.575GHz","-167dBm","-","BeiDou, GLONASS, GNSS, GPS","General Purpose","29mA","SPI, UART","-","On-Board, Chip","-","1.6V ~ 3.6V","-40°C ~ 85°C","31-SMD Module","Module"
https://www.u-blox.com/sites/default/files/CAM-M8-FW3_DataSheet_%28UBX-15031574%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_CAM-M8x.jpg,672-1013-1-ND,CAM-M8Q-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ MODULE,855,0,"25.00000","0","1","Cut Tape (CT)","CAM-M8","Active","1.575GHz","-167dBm","-","BeiDou, GLONASS, GNSS, GPS","General Purpose","29mA","SPI, UART","-","On-Board, Chip","-","1.6V ~ 3.6V","-40°C ~ 85°C","31-SMD Module","Module"
https://www.u-blox.com/sites/default/files/CAM-M8-FW3_DataSheet_%28UBX-15031574%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_CAM-M8x.jpg,672-1013-6-ND,CAM-M8Q-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ MODULE,855,0,"Digi-Reel","0","1","Digi-Reel®","CAM-M8","Active","1.575GHz","-167dBm","-","BeiDou, GLONASS, GNSS, GPS","General Purpose","29mA","SPI, UART","-","On-Board, Chip","-","1.6V ~ 3.6V","-40°C ~ 85°C","31-SMD Module","Module"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1008-2-ND,NEO-M8N-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,6250,0,"15.04652","0","250","Tape & Reel (TR)","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1008-1-ND,NEO-M8N-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,6467,0,"25.00000","0","1","Cut Tape (CT)","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
https://www.u-blox.com/sites/default/files/NEO-M8-FW3_DataSheet_%28UBX-15031086%29.pdf,//media.digikey.com/photos/U-Blox%20America/MFG_NEO.jpg,672-1008-6-ND,NEO-M8N-0,U-Blox America Inc.,RF RCVR GNSS/GPS 1.575GHZ 24LCC,6467,0,"Digi-Reel","0","1","Digi-Reel®","NEO-M8","Active","1.575GHz","-167dBm","-","BeiDou, Galileo, GLONASS, GNSS, GPS","General Purpose","21mA","I2C, SPI, UART, USB","-","-","-","1.65V ~ 3.6V","-40°C ~ 85°C","24-SMD Module","-"
http://update.maestro-wireless.com/GNSS/A2035-H/Maestro_GPS_Receiver_A2035_H_Product_Brief_v13.pdf,//media.digikey.com/Photos/Maestro%20Wireless/MFG_A2035-H.jpg,1530-1009-2-ND,A2035-H,Maestro Wireless Solutions,RF RCVR GPS 1.575GHZ MODULE,1400,0,"15.11100","0","700","Tape & Reel (TR)","SiRFstarIV™","Active","1.575GHz","-163dBm","4.8Mbps","GPS","General Purpose","40mA","-","-","On-Board, Trace","-","3V ~ 3.6V","-40°C ~ 85°C","21-SMD Module","-"
http://update.maestro-wireless.com/GNSS/A2035-H/Maestro_GPS_Receiver_A2035_H_Product_Brief_v13.pdf,//media.digikey.com/Photos/Maestro%20Wireless/MFG_A2035-H.jpg,1530-1009-1-ND,A2035-H,Maestro Wireless Solutions,RF RCVR GPS 1.575GHZ MODULE,1869,0,"23.00000","0","1","Cut Tape (CT)","SiRFstarIV™","Active","1.575GHz","-163dBm","4.8Mbps","GPS","General Purpose","40mA","-","-","On-Board, Trace","-","3V ~ 3.6V","-40°C ~ 85°C","21-SMD Module","-"
http://update.maestro-wireless.com/GNSS/A2035-H/Maestro_GPS_Receiver_A2035_H_Product_Brief_v13.pdf,//media.digikey.com/Photos/Maestro%20Wireless/MFG_A2035-H.jpg,1530-1009-6-ND,A2035-H,Maestro Wireless Solutions,RF RCVR GPS 1.575GHZ MODULE,1869,0,"Digi-Reel","0","1","Digi-Reel®","SiRFstarIV™","Active","1.575GHz","-163dBm","4.8Mbps","GPS","General Purpose","40mA","-","-","On-Board, Trace","-","3V ~ 3.6V","-40°C ~ 85°C","21-SMD Module","-"
https://www.silabs.com/documents/public/data-shorts/Si4689-A10-short.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;48QFN-.90-7x7;M;48.jpg,336-4159-ND,SI4689-A10-GM,Silicon Labs,RF RX AM/FM 520KHZ-1.71MHZ 48QFN,430,0,"15.33000","0","1","Tray","-","Active","520kHz ~ 1.71MHz, 76MHz ~ 108MHz, 168MHz ~ 240MHz","-","-","AM, FM, RBDS/RDS","General Purpose","-","I²C, SPI","-","PCB, Surface Mount","-","1.71V ~ 2V","-40°C ~ 85°C (TA)","48-VFQFN Exposed Pad","48-QFN (7x7)"
https://linxtechnologies.com/wp/wp-content/uploads/rxm-fff-lr.pdf,//media.digikey.com/photos/Linx%20Tech%20Photos/RXM-315-LR.jpg,RXM-315-LR-ND,RXM-315-LR,Linx Technologies Inc.,RF RECEIVER ASK/OOK 315MHZ,909,0,"16.39000","0","1","Tube","LR","Active","315MHz","-112dBm","10kbps","ASK, OOK","Home/Industrial Automation, Lighting, Remote Control, RKE, Security","5.2mA","Serial","-","Castellation","Long Range","2.1V ~ 3.6V","-40°C ~ 70°C","16-SMD Module","-"
