Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Function","Frequency","RF Type","Secondary Attributes","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/MA-Com%20Technology%20PDFs/MADR-009443-000100.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/20-VQFN%20Exposed%20Pad.jpg,1465-1072-2-ND,MADR-009443-0001TR,M/A-Com Technology Solutions,QUAD FET AND PIN DRIVER PQFN,2000,1000,"4.29800","0","1000","Tape & Reel (TR)","-","Active","Driver","-","General Purpose","-","20-VFQFN Exposed Pad","20-PQFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/MA-Com%20Technology%20PDFs/MADR-009443-000100.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/20-VQFN%20Exposed%20Pad.jpg,1465-1072-1-ND,MADR-009443-0001TR,M/A-Com Technology Solutions,QUAD FET AND PIN DRIVER PQFN,2738,1000,"8.04000","0","1","Cut Tape (CT)","-","Active","Driver","-","General Purpose","-","20-VFQFN Exposed Pad","20-PQFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/MA-Com%20Technology%20PDFs/MADR-009443-000100.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/20-VQFN%20Exposed%20Pad.jpg,1465-1072-6-ND,MADR-009443-0001TR,M/A-Com Technology Solutions,QUAD FET AND PIN DRIVER PQFN,2738,1000,"Digi-Reel","0","1","Digi-Reel®","-","Active","Driver","-","General Purpose","-","20-VFQFN Exposed Pad","20-PQFN (4x4)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc432.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-1037-2-ND,HMC432ETR,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,500,6500,"5.69640","0","500","Tape & Reel (TR)","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 2","SOT-23-6","SOT-26"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc432.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-1037-1-ND,HMC432ETR,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,957,6500,"9.57000","0","1","Cut Tape (CT)","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 2","SOT-23-6","SOT-26"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc432.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-1037-6-ND,HMC432ETR,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,957,6500,"Digi-Reel","0","1","Digi-Reel®","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 2","SOT-23-6","SOT-26"
https://developer.acconeer.com/download/a111-datasheet-pdf/,//media.digikey.com/Photos/Acconeer/MFG_A111.jpg,1891-1000-2-ND,A111,Acconeer AB,IC SENSOR PCR RADAR 60GHZ CSP,6000,0,"5.87125","0","3000","Tape & Reel (TR)","-","Active","Sensor","60GHz","Radar","-","50-SMD Module","50-FCCSP (5.5x5.2)"
https://developer.acconeer.com/download/a111-datasheet-pdf/,//media.digikey.com/Photos/Acconeer/MFG_A111.jpg,1891-1000-1-ND,A111,Acconeer AB,IC SENSOR PCR RADAR 60GHZ CSP,8148,0,"13.39000","0","1","Cut Tape (CT)","-","Active","Sensor","60GHz","Radar","-","50-SMD Module","50-FCCSP (5.5x5.2)"
https://developer.acconeer.com/download/a111-datasheet-pdf/,//media.digikey.com/Photos/Acconeer/MFG_A111.jpg,1891-1000-6-ND,A111,Acconeer AB,IC SENSOR PCR RADAR 60GHZ CSP,8163,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Sensor","60GHz","Radar","-","50-SMD Module","50-FCCSP (5.5x5.2)"
http://www.psemi.com/pdf/datasheets/pe45450ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/12-XFQFN%20Exposed%20Pad.jpg,1046-1117-2-ND,PE45450A-X,pSemi,RF POWER LIMITER 6GHZ 50W 12QFN,2000,0,"6.00002","0","500","Tape & Reel (TR)","UltraCMOS®","Active","Limiter","9kHz ~ 6GHz","General Purpose","-","12-UFQFN Exposed Pad","12-QFN (3x3)"
http://www.psemi.com/pdf/datasheets/pe45450ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/12-XFQFN%20Exposed%20Pad.jpg,1046-1117-1-ND,PE45450A-X,pSemi,RF POWER LIMITER 6GHZ 50W 12QFN,2816,0,"8.58000","0","1","Cut Tape (CT)","UltraCMOS®","Active","Limiter","9kHz ~ 6GHz","General Purpose","-","12-UFQFN Exposed Pad","12-QFN (3x3)"
http://www.psemi.com/pdf/datasheets/pe45450ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/12-XFQFN%20Exposed%20Pad.jpg,1046-1117-6-ND,PE45450A-X,pSemi,RF POWER LIMITER 6GHZ 50W 12QFN,2816,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®","Active","Limiter","9kHz ~ 6GHz","General Purpose","-","12-UFQFN Exposed Pad","12-QFN (3x3)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc434.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-1039-2-ND,HMC434ETR,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,1000,2500,"6.93870","0","500","Tape & Reel (TR)","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 8","SOT-23-6","SOT-26"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc434.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-1039-1-ND,HMC434ETR,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,1234,2500,"11.66000","0","1","Cut Tape (CT)","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 8","SOT-23-6","SOT-26"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc434.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-1039-6-ND,HMC434ETR,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,1234,2500,"Digi-Reel","0","1","Digi-Reel®","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 8","SOT-23-6","SOT-26"
https://cdn.macom.com/datasheets/MADRCC0004.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,MADRCC0004-ND,MADRCC0004,M/A-Com Technology Solutions,"DRIVER,PB-FREE VERSION OF DR65-0",1272,5804,"7.34000","0","1","Tube","-","Active","-","-","-","-","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.psemi.com/pdf/datasheets/pe44820ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN%20Exposed%20Pad.jpg,1046-1144-2-ND,PE44820B-X,pSemi,IC PHASE SHIFT 8-BIT 32-QFN,3000,0,"7.50000","0","500","Tape & Reel (TR)","UltraCMOS®","Active","Phase Shifter","1.7GHz ~ 2.2GHz","Radar","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.psemi.com/pdf/datasheets/pe44820ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN%20Exposed%20Pad.jpg,1046-1144-1-ND,PE44820B-X,pSemi,IC PHASE SHIFT 8-BIT 32-QFN,3445,0,"10.73000","0","1","Cut Tape (CT)","UltraCMOS®","Active","Phase Shifter","1.7GHz ~ 2.2GHz","Radar","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
http://www.psemi.com/pdf/datasheets/pe44820ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/32-VFQFN%20Exposed%20Pad.jpg,1046-1144-6-ND,PE44820B-X,pSemi,IC PHASE SHIFT 8-BIT 32-QFN,3445,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®","Active","Phase Shifter","1.7GHz ~ 2.2GHz","Radar","-","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.analog.com/media/en/technical-documentation/data-sheets/AD607.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/20-SSOP_SOT266-1.jpg,AD607ARSZ-ND,AD607ARSZ,Analog Devices Inc.,IC LIN RCVR IF SUBSYS LP 20-SSOP,1652,0,"9.04000","0","1","Tube","-","Active","Receiver IF Subsystem","500MHz","Cellular, GSM, CDMA, TDMA, TETRA","-8dBm Input Third Order Intercept","20-SSOP (0.209"", 5.30mm Width)","20-SSOP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc432.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,1127-2958-ND,HMC432E,Analog Devices Inc.,IC FREQ DIVIDER DC-8GHZ SOT26,260,4003,"9.11000","0","1","Strip","-","Active","Prescaler","0Hz ~ 8GHz","General Purpose","Divide by 2","SOT-23-6","SOT-26"
https://datasheets.maximintegrated.com/en/ds/MAX2870.pdf,//media.digikey.com/renders/Maxim%20Renders/32-TQFN_21-0140L.jpg,MAX2870ETJ+-ND,MAX2870ETJ+,Maxim Integrated,RF FRACT INTR N SYNTH VCO 32TQFN,905,0,"11.13000","0","1","Tube","-","Active","Fractional, Integer-N Synthesizer/ VCO","23.5MHz ~ 6GHz","General Purpose","-","32-WFQFN Exposed Pad","32-TQFN (5x5)"
https://datasheets.maximintegrated.com/en/ds/MAX2871.pdf,//media.digikey.com/renders/Maxim%20Renders/32-TQFN_21-0140L.jpg,MAX2871ETJ+-ND,MAX2871ETJ+,Maxim Integrated,IC SYNTHESIZER FRAC-N VCO 32QFN,15,0,"11.27000","0","1","Tray","-","Active","Fractional, Integer-N Synthesizer/ VCO","23.5MHz ~ 6GHz","General Purpose","-","32-WFQFN Exposed Pad","32-TQFN (5x5)"
http://cdn.macom.com/datasheets/MAPS-010143.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/24-QFN%20Exposed%20Pad.jpg,1465-1342-2-ND,MAPS-010143-TR0500,M/A-Com Technology Solutions,PHASE SHIFTER 4-BIT 1.4-2.4 GHZ,500,0,"13.66200","0","500","Tape & Reel (TR)","-","Active","Driver","-","VSAT, DBS","4-Bit","24-VFQFN Exposed Pad","24-PQFN (4x4)"
http://cdn.macom.com/datasheets/MAPS-010143.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/24-QFN%20Exposed%20Pad.jpg,1465-1342-1-ND,MAPS-010143-TR0500,M/A-Com Technology Solutions,PHASE SHIFTER 4-BIT 1.4-2.4 GHZ,842,0,"20.72000","0","1","Cut Tape (CT)","-","Active","Driver","-","VSAT, DBS","4-Bit","24-VFQFN Exposed Pad","24-PQFN (4x4)"
http://cdn.macom.com/datasheets/MAPS-010143.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/24-QFN%20Exposed%20Pad.jpg,1465-1342-6-ND,MAPS-010143-TR0500,M/A-Com Technology Solutions,PHASE SHIFTER 4-BIT 1.4-2.4 GHZ,942,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Driver","-","VSAT, DBS","4-Bit","24-VFQFN Exposed Pad","24-PQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmx2582,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-43791-2-ND,LMX2582RHAT,Texas Instruments,IC RF SYNTHESIZER 40VQFN,250,0,"13.66200","0","250","Tape & Reel (TR)","-","Active","VCO","20MHz ~ 5.5GHz","Cellular","-","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmx2582,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-43791-1-ND,LMX2582RHAT,Texas Instruments,IC RF SYNTHESIZER 40VQFN,312,0,"20.08000","0","1","Cut Tape (CT)","-","Active","VCO","20MHz ~ 5.5GHz","Cellular","-","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmx2582,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-43791-6-ND,LMX2582RHAT,Texas Instruments,IC RF SYNTHESIZER 40VQFN,312,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","VCO","20MHz ~ 5.5GHz","Cellular","-","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://cdn.macom.com/datasheets/MAPS-010144.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/24-QFN%20Exposed%20Pad.jpg,1465-1343-2-ND,MAPS-010144-TR0500,M/A-Com Technology Solutions,PHASE SHIFTER 4-BIT 2.3-3.8 GHZ,1000,2000,"16.15950","0","500","Tape & Reel (TR)","-","Active","Phase Shifter","2.3GHz ~ 3.8GHz","Radar","-","24-VFQFN Exposed Pad","24-PQFN (4x4)"
