Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Attenuation Value","Frequency Range","Power (Watts)","Impedance","Package / Case"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOJ0002+EXB24AT3AR3X+7+WW,//media.digikey.com/Renders/Panasonic%20Renders/EXB24AB.jpg,P11105CT-ND,EXB-24AT3AR3X,Panasonic Electronic Components,RF ATTENUATOR 3DB 50OHM 0404,330979,0,"0.15000","0","1","Cut Tape (CT)","-","Active","3dB","0Hz ~ 3GHz","40mW","50 Ohms","0404 (1010 Metric), Concave"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOJ0002+EXB24AT3AR3X+7+WW,//media.digikey.com/Renders/Panasonic%20Renders/EXB24AB.jpg,P11105DKR-ND,EXB-24AT3AR3X,Panasonic Electronic Components,RF ATTENUATOR 3DB 50OHM 0404,330979,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","3dB","0Hz ~ 3GHz","40mW","50 Ohms","0404 (1010 Metric), Concave"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT125TR-ND,PAT1220-C-5DB-T5,Susumu,RF ATTENUATOR 5DB 50OHM 0805,20000,0,"0.12569","0","5000","Tape & Reel (TR)","-","Active","5dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT125CT-ND,PAT1220-C-5DB-T5,Susumu,RF ATTENUATOR 5DB 50OHM 0805,23672,0,"0.35000","0","1","Cut Tape (CT)","-","Active","5dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT125DKR-ND,PAT1220-C-5DB-T5,Susumu,RF ATTENUATOR 5DB 50OHM 0805,23672,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","5dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT124TR-ND,PAT1220-C-4DB-T5,Susumu,RF ATTENUATOR 4DB 50OHM 0805,5000,0,"0.12569","0","5000","Tape & Reel (TR)","-","Active","4dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT124CT-ND,PAT1220-C-4DB-T5,Susumu,RF ATTENUATOR 4DB 50OHM 0805,5628,0,"0.35000","0","1","Cut Tape (CT)","-","Active","4dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT124DKR-ND,PAT1220-C-4DB-T5,Susumu,RF ATTENUATOR 4DB 50OHM 0805,5628,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","4dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT127TR-ND,PAT1220-C-7DB-T5,Susumu,RF ATTENUATOR 7DB 50OHM 0805,5000,0,"0.12569","0","5000","Tape & Reel (TR)","-","Active","7dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT127CT-ND,PAT1220-C-7DB-T5,Susumu,RF ATTENUATOR 7DB 50OHM 0805,7084,0,"0.35000","0","1","Cut Tape (CT)","-","Active","7dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT127DKR-ND,PAT1220-C-7DB-T5,Susumu,RF ATTENUATOR 7DB 50OHM 0805,7084,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","7dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT128TR-ND,PAT1220-C-8DB-T5,Susumu,RF ATTENUATOR 8DB 50OHM 0805,5000,0,"0.12569","0","5000","Tape & Reel (TR)","-","Active","8dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT128CT-ND,PAT1220-C-8DB-T5,Susumu,RF ATTENUATOR 8DB 50OHM 0805,6562,0,"0.35000","0","1","Cut Tape (CT)","-","Active","8dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
http://www.susumu.co.jp/common/pdf/n_catalog_partition16_en.pdf,//media.digikey.com/photos/Susumu%20Photos/PAT1220%20SERIES.jpg,PAT128DKR-ND,PAT1220-C-8DB-T5,Susumu,RF ATTENUATOR 8DB 50OHM 0805,6562,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","8dB","0Hz ~ 10GHz","100mW","50 Ohms","0805 (2012 Metric)"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_AT0603C10ECAC7.JPG,1284-1590-2-ND,AT0603C10ECATD,American Technical Ceramics,RF ATTENUATOR 10DB 50OHM 0603,1000,0,"3.29000","0","1000","Tape & Reel (TR)","AT","Active","10dB","0Hz ~ 20GHz","750mW","50 Ohms","0603 (1608 Metric)"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_AT0603C10ECAC7.JPG,1284-1590-1-ND,AT0603C10ECATD,American Technical Ceramics,RF ATTENUATOR 10DB 50OHM 0603,1695,0,"6.91000","0","1","Cut Tape (CT)","AT","Active","10dB","0Hz ~ 20GHz","750mW","50 Ohms","0603 (1608 Metric)"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,//media.digikey.com/Photos/American%20Technical%20Ceramics/MFG_AT0603C10ECAC7.JPG,1284-1590-6-ND,AT0603C10ECATD,American Technical Ceramics,RF ATTENUATOR 10DB 50OHM 0603,1695,0,"Digi-Reel","0","1","Digi-Reel®","AT","Active","10dB","0Hz ~ 20GHz","750mW","50 Ohms","0603 (1608 Metric)"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1844-2-ND,AT0603T00ECATB,American Technical Ceramics,RF ATTENUATOR 0DB 50OHM 0603,1000,0,"3.91428","0","500","Tape & Reel (TR)","AT","Active","0dB","0Hz ~ 20GHz","1W","50 Ohms","-"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1844-1-ND,AT0603T00ECATB,American Technical Ceramics,RF ATTENUATOR 0DB 50OHM 0603,1306,0,"6.93000","0","1","Cut Tape (CT)","AT","Active","0dB","0Hz ~ 20GHz","1W","50 Ohms","-"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1844-6-ND,AT0603T00ECATB,American Technical Ceramics,RF ATTENUATOR 0DB 50OHM 0603,1306,0,"Digi-Reel","0","1","Digi-Reel®","AT","Active","0dB","0Hz ~ 20GHz","1W","50 Ohms","-"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1846-2-ND,AT0603T02ECATB,American Technical Ceramics,RF ATTENUATOR 2DB 50OHM 0603,500,0,"3.91428","0","500","Tape & Reel (TR)","AT","Active","2dB","0Hz ~ 20GHz","1W","50 Ohms","-"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1846-1-ND,AT0603T02ECATB,American Technical Ceramics,RF ATTENUATOR 2DB 50OHM 0603,955,0,"6.93000","0","1","Cut Tape (CT)","AT","Active","2dB","0Hz ~ 20GHz","1W","50 Ohms","-"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1846-6-ND,AT0603T02ECATB,American Technical Ceramics,RF ATTENUATOR 2DB 50OHM 0603,955,0,"Digi-Reel","0","1","Digi-Reel®","AT","Active","2dB","0Hz ~ 20GHz","1W","50 Ohms","-"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1851-2-ND,AT0603C09ECATB,American Technical Ceramics,RF ATTENUATOR 9DB 50OHM 0603,500,0,"3.91428","0","500","Tape & Reel (TR)","AT","Active","9dB","0Hz ~ 20GHz","1W","50 Ohms","-"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1851-1-ND,AT0603C09ECATB,American Technical Ceramics,RF ATTENUATOR 9DB 50OHM 0603,627,0,"6.93000","0","1","Cut Tape (CT)","AT","Active","9dB","0Hz ~ 20GHz","1W","50 Ohms","-"
https://www.atceramics.com/UserFiles/AT_attenuator.pdf,-,1284-1851-6-ND,AT0603C09ECATB,American Technical Ceramics,RF ATTENUATOR 9DB 50OHM 0603,627,0,"Digi-Reel","0","1","Digi-Reel®","AT","Active","9dB","0Hz ~ 20GHz","1W","50 Ohms","-"
http://www.skyworksinc.com/uploads/documents/ATN3590_Series_200842E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/ATN3590-XX%20Series.jpg,863-1151-ND,ATN3590-04,Skyworks Solutions Inc.,RF ATTENUATOR 4DB 50OHM DIE,1200,0,"4.07750","0","100","Box","-","Active","4dB","0Hz ~ 40GHz","2W","50 Ohms","Die"
http://www.skyworksinc.com/uploads/documents/ATN3590_Series_200842E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/ATN3590-XX%20Series.jpg,863-1152-ND,ATN3590-05,Skyworks Solutions Inc.,RF ATTENUATOR 5DB 50OHM DIE,1200,0,"4.07750","0","100","Box","-","Active","5dB","0Hz ~ 40GHz","2W","50 Ohms","Die"
http://www.skyworksinc.com/uploads/documents/ATN3590_Series_200842E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/ATN3590-XX%20Series.jpg,863-1150-ND,ATN3590-03,Skyworks Solutions Inc.,RF ATTENUATOR 3DB 50OHM DIE,1000,0,"4.07750","0","100","Box","-","Active","3dB","0Hz ~ 40GHz","2W","50 Ohms","Die"
http://www.skyworksinc.com/uploads/documents/ATN3590_Series_200842E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/ATN3590-XX%20Series.jpg,863-1147-ND,ATN3590-00,Skyworks Solutions Inc.,RF ATTENUATOR 0DB 50OHM DIE,900,0,"4.07750","0","100","Box","-","Active","0dB","0Hz ~ 40GHz","2W","50 Ohms","Die"
http://www.skyworksinc.com/uploads/documents/ATN3590_Series_200842E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/ATN3590-XX%20Series.jpg,863-1148-ND,ATN3590-01,Skyworks Solutions Inc.,RF ATTENUATOR 1DB 50OHM DIE,600,0,"4.07750","0","100","Box","-","Active","1dB","0Hz ~ 40GHz","2W","50 Ohms","Die"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-1508-2-ND,HMC653LP2ETR,Analog Devices Inc.,RF ATTENUATOR 3DB 50OHM 6TDFN,1500,500,"4.36774","0","500","Tape & Reel (TR)","-","Active","3dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-1508-1-ND,HMC653LP2ETR,Analog Devices Inc.,RF ATTENUATOR 3DB 50OHM 6TDFN,1579,500,"6.91000","0","1","Cut Tape (CT)","-","Active","3dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-1508-6-ND,HMC653LP2ETR,Analog Devices Inc.,RF ATTENUATOR 3DB 50OHM 6TDFN,1579,500,"Digi-Reel","0","1","Digi-Reel®","-","Active","3dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-1510-2-ND,HMC655LP2ETR,Analog Devices Inc.,RF ATTENUATOR 6DB 50OHM 6TDFN,500,1000,"4.36774","0","500","Tape & Reel (TR)","-","Active","6dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-1510-1-ND,HMC655LP2ETR,Analog Devices Inc.,RF ATTENUATOR 6DB 50OHM 6TDFN,1082,1000,"6.91000","0","1","Cut Tape (CT)","-","Active","6dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-1510-6-ND,HMC655LP2ETR,Analog Devices Inc.,RF ATTENUATOR 6DB 50OHM 6TDFN,1082,1000,"Digi-Reel","0","1","Digi-Reel®","-","Active","6dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1122.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3609-2-ND,HMC1122LP4METR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,500,0,"5.77216","0","500","Tape & Reel (TR)","-","Active","31.5dB","100MHz ~ 6GHz","-","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1122.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3609-1-ND,HMC1122LP4METR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,823,0,"9.70000","0","1","Cut Tape (CT)","-","Active","31.5dB","100MHz ~ 6GHz","-","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1122.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,1127-3609-6-ND,HMC1122LP4METR,Analog Devices Inc.,RF ATTENUATOR 31.5DB 50OHM 24QFN,823,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","31.5dB","100MHz ~ 6GHz","-","50 Ohms","24-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc656lp2-hmc658lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-3009-ND,HMC656LP2E,Analog Devices Inc.,RF ATTENUATOR 10DB 50OHM 6TDFN,104,0,"6.64000","0","1","Strip","-","Active","10dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-3008-ND,HMC655LP2E,Analog Devices Inc.,RF ATTENUATOR 6DB 50OHM 6TDFN,1,0,"6.71000","0","1","Strip","-","Active","6dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc652lp2-hmc655lp2.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/6-VDFN%20Exposed%20Pad.jpg,1127-3006-ND,HMC652LP2E,Analog Devices Inc.,RF ATTENUATOR 2DB 50OHM 6TDFN,301,0,"6.71000","0","1","Strip","-","Active","2dB","0Hz ~ 25GHz","-","50 Ohms","6-TDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc468alp3e.pdf,//media.digikey.com/Renders/Hittite%20Microwave%20Renders/16-VFQFN%20Exposed%20Pad.jpg,1127-3440-ND,HMC468ALP3E,Analog Devices Inc.,RF ATTENUATOR 7DB 50OHM 16VFQFN,188,831,"7.15000","0","1","Bulk","-","Active","7dB","0Hz ~ 6GHz","657mW","50 Ohms","16-VFQFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1119.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,1127-3659-2-ND,HMC1119LP4METR,Analog Devices Inc.,RF ATTENUATOR 31.75DB 24VFQFN,500,500,"7.22656","0","500","Tape & Reel (TR)","-","Active","31.75dB","100MHz ~ 4GHz","-","-","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1119.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,1127-3659-1-ND,HMC1119LP4METR,Analog Devices Inc.,RF ATTENUATOR 31.75DB 24VFQFN,780,500,"11.91000","0","1","Cut Tape (CT)","-","Active","31.75dB","100MHz ~ 4GHz","-","-","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1119.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,1127-3659-6-ND,HMC1119LP4METR,Analog Devices Inc.,RF ATTENUATOR 31.75DB 24VFQFN,780,500,"Digi-Reel","0","1","Digi-Reel®","-","Active","31.75dB","100MHz ~ 4GHz","-","-","24-VFQFN Exposed Pad, CSP"
https://www.idt.com/document/dst/f1958-datasheet,-,800-3902-ND,F1958NBGK,"IDT, Integrated Device Technology Inc",7-BIT 0.25DB DIGITAL STEP ATTENU,92,0,"7.44000","0","1","Tray","*","Active","-","-","-","-","24-WFQFN Exposed Pad"
https://belfuse.com/resources/AIMCambridge/dr-27-9300-20.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/27-9300-20.jpg,367-1120-ND,27-9300-20,Cinch Connectivity Solutions AIM-Cambridge,RF ATTENUATOR 20DB 50OHM BNC,478,0,"8.14000","0","1","Bulk","-","Active","20dB","-","500mW","50 Ohms","BNC In-Line Module"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc306a.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/10-TFSOP,%2010-MSOP.jpg",1127-3062-ND,HMC306AMS10E,Analog Devices Inc.,RF ATTENUATOR 15.5DB 10TFSOP,394,199,"8.70000","0","1","Strip","-","Active","15.5dB","700MHz ~ 3.8GHz","-","-","10-TFSOP, 10-MSOP (0.118"", 3.00mm Width)"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC973A.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-16-4;CP;16.jpg,1127-3367-2-ND,HMC973ALP3ETR,Analog Devices Inc.,RF ATTENUATOR 28DB 50OHM 16VFQFN,500,0,"9.88386","0","500","Tape & Reel (TR)","-","Active","28dB","500MHz ~ 6GHz","-","50 Ohms","16-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC973A.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-16-4;CP;16.jpg,1127-3367-1-ND,HMC973ALP3ETR,Analog Devices Inc.,RF ATTENUATOR 28DB 50OHM 16VFQFN,755,0,"15.57000","0","1","Cut Tape (CT)","-","Active","28dB","500MHz ~ 6GHz","-","50 Ohms","16-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC973A.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-16-4;CP;16.jpg,1127-3367-6-ND,HMC973ALP3ETR,Analog Devices Inc.,RF ATTENUATOR 28DB 50OHM 16VFQFN,755,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","28dB","500MHz ~ 6GHz","-","50 Ohms","16-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc539alp3e.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/16-VFDFN-Exposed-Pad.jpg,1127-3500-ND,HMC539ALP3E,Analog Devices Inc.,RF ATTENUATOR 8DB 16VFDFN,206,0,"11.00000","0","1","Strip","-","Active","8dB","0Hz ~ 4GHz","-","-","16-VFDFN Exposed Pad"
https://www.analog.com/media/en/technical-documentation/data-sheets/HMC1119.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-24-16;CP;24.jpg,1127-3178-ND,HMC1119LP4ME,Analog Devices Inc.,RF ATTENUATOR 31.75DB 24VFQFN,619,0,"11.56000","0","1","Strip","-","Active","31.75dB","100MHz ~ 4GHz","-","-","24-VFQFN Exposed Pad, CSP"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc650-hmc658.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_HMC656.jpg,1127-3450-ND,HMC656,Analog Devices Inc.,RF ATTENUATOR 10DB 50OHM DIE,300,0,"11.90240","0","50","-","-","Active","10dB","0Hz ~ 50GHz","-","50 Ohms","Die"
https://datasheets.maximintegrated.com/en/ds/MAX19790.pdf,//media.digikey.com/Photos/Maxim%20Photos/MAX19790ETX+.jpg,MAX19790ETX+-ND,MAX19790ETX+,Maxim Integrated,RF ATTENUATOR 22-44DB 36WFQFN,151,0,"12.33000","0","1","Tube","-","Active","22dB ~ 44dB","250MHz ~ 4GHz","2.1W","50 Ohms","36-WFQFN Exposed Pad"
http://www.crystek.com/microwave/spec-sheets/attenuator/CATTEN-01R0.pdf,//media.digikey.com/photos/Crystek%20Photos/MFG_CATTEN-01R0.jpg,744-1255-ND,CATTEN-01R0,Crystek Corporation,RF ATTENUATOR 1DB 50OHM SMA,116,0,"18.55000","0","1","Bulk","-","Active","1dB","0Hz ~ 3GHz","1W","50 Ohms","SMA In-Line Module"
http://www.amphenolrf.com/media/downloads/6372/Cats-1m1f-xxdb2w.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_ATS-1M1F.jpg,ARF2701-ND,ATS-1M1F-01DB2W,Amphenol RF Division,RF ATTENUATOR 1DB 50OHM SMA,232,0,"28.29000","0","1","Bulk","-","Active","1dB","0Hz ~ 6GHz","2W","50 Ohms","SMA In-Line Module"
http://www.amphenolrf.com/media/downloads/6372/Cats-1m1f-xxdb2w.pdf,//media.digikey.com/Photos/Amphenol%20Photos/MFG_ATS-1M1F.jpg,ARF2702-ND,ATS-1M1F-02DB2W,Amphenol RF Division,RF ATTENUATOR 2DB 50OHM SMA,166,0,"28.29000","0","1","Bulk","-","Active","2dB","0Hz ~ 6GHz","2W","50 Ohms","SMA In-Line Module"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/ATT-0263-XX-SMA-02-01.pdf,//media.digikey.com/Photos/Cinch-Connectivity-Solutions/MFG_ATT-0263-03-SMA-02.jpg,652-1065-ND,ATT-0263-03-SMA-02,Cinch Connectivity Solutions Midwest Microwave,RF ATTENUATOR 3DB SMA MODULE,40,0,"97.61000","0","1","Bulk","-","Active","3dB","0Hz ~ 18GHz","2W","-","SMA In-Line Module"
https://www.svmicrowave.com/sites/default/files/pdf/0929-6200-0.5.SF.PDD_0.PDF,//media.digikey.com/Photos/Amphenol%20Photos/MFG_SF0929-6200-XX.jpg,SF0929-6200-03-ND,SF0929-6200-03,Amphenol SV Microwave,RF ATTENUATOR 3DB 50OHM SMA,145,0,"102.00000","0","1","Bulk","-","Active","3dB","0Hz ~ 18GHz","2W","50 Ohms","SMA In-Line Module"
https://www.svmicrowave.com/sites/default/files/pdf/0929-6200-0.5.SF.PDD_0.PDF,//media.digikey.com/Photos/Amphenol%20Photos/MFG_SF0929-6200-XX.jpg,SF0929-6200-20-ND,SF0929-6200-20,Amphenol SV Microwave,RF ATTENUATOR 20DB 50OHM SMA,129,0,"102.00000","0","1","Bulk","-","Active","20dB","0Hz ~ 18GHz","2W","50 Ohms","SMA In-Line Module"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/ATT-0219-XX-NNN-02-01.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/ATT-0219-06-NNN-02.JPG,652-1005-ND,ATT-0219-10-NNN-02,Cinch Connectivity Solutions Midwest Microwave,RF ATTENUATOR 10DB 50OHM NTYPE,50,0,"109.99000","0","1","Bulk","N Type","Active","10dB","0Hz ~ 18GHz","2W","50 Ohms","N-Type In-Line Module"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/ATT-0219-XX-NNN-02-01.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/ATT-0219-06-NNN-02.JPG,652-1014-ND,ATT-0219-03-NNN-02,Cinch Connectivity Solutions Midwest Microwave,RF ATTENUATOR 3DB 50OHM NTYPE,30,0,"109.99000","0","1","Bulk","N Type","Active","3dB","0Hz ~ 18GHz","2W","50 Ohms","N-Type In-Line Module"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/ATT-0219-XX-NNN-02-01.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/ATT-0219-06-NNN-02.JPG,652-1006-ND,ATT-0219-20-NNN-02,Cinch Connectivity Solutions Midwest Microwave,RF ATTENUATOR 20DB 50OHM NTYPE,26,0,"109.99000","0","1","Bulk","N Type","Active","20dB","0Hz ~ 18GHz","2W","50 Ohms","N-Type In-Line Module"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc346alc3b.pdf,-,1127-3697-ND,HMC346ALC3B,Analog Devices Inc.,RF ATTENUATOR 26DB 50OHM 12CLCC,94,439,"117.63000","0","1","Strip","-","Active","26dB","0Hz ~ 18GHz","-","50 Ohms","12-CLCC Exposed Pad"
https://belfuse.com/resources/cinchMidwestMicrowave/Drawings/ATT-0640-XX-29M-02-01.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/ATT-0640-03-29M-02.JPG,652-1007-ND,ATT-0640-10-29M-02,Cinch Connectivity Solutions Midwest Microwave,RF ATTENUATOR 10DB 2.92MM MODULE,41,0,"199.25000","0","1","Bulk","SMK","Active","10dB","0Hz ~ 40GHz","1W","-","2.92mm In-Line Module"
http://www.passivecomponent.com/wp-content/uploads/2013/12/ASC_WA04P.pdf,//media.digikey.com/Renders/Walsin%20Technology/WA04P.jpg,1292-1052-2-ND,WA04P005XBTL,Walsin Technology Corporation,RF ATTENUATOR 5DB 50OHM 0404,10000,0,"0.02984","0","10000","Tape & Reel (TR)","-","Active","5dB","0Hz ~ 3GHz","100mW","50 Ohms","0404 (1010 Metric), Concave"
