Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Frequency","For Use With/Related Products","Supplied Contents"
https://github.com/sparkfun/ESP32_Thing,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-13907.jpg,1568-1444-ND,DEV-13907,SparkFun Electronics,SPARKFUN ESP32 THING,172,0,"21.95000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN), Bluetooth® Smart Ready 4.x Dual Mode","2.4GHz","ESP32","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Semtech%20PDFs/SX1272MB2DAS_HM.PDF,//media.digikey.com/Photos/Semtech%20Photos/SX1272MB2DAS.jpg,SX1272MB2DAS-ND,SX1272MB2DAS,Semtech Corporation,LORA 868/915MHZ BAND MBED SHIELD,171,0,"25.00000","0","1","-","Active","Transceiver; LoRa®","868MHz, 915MHz","SX1272","Board(s)"
http://ww1.microchip.com/downloads/en/DeviceDoc/atmel-42417-getting-started-guide-for-atwinc1500wifi-using-samd21-xplained-pro_userguide.pdf,//media.digikey.com/Photos/Atmel%20Photos/ATWINC1500-XPRO.JPG,ATWINC1500-XPRO-ND,ATWINC1500-XPRO,Microchip Technology,ATWINC1500 EXTENSION BOARD,185,0,"26.99000","0","1","Xplained Pro","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","ATWINC1500","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/WRL-12576_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/WRL-12576.JPG,1568-1265-ND,WRL-12576,SparkFun Electronics,SPARKFUN BLUETOOTH MATE SILVER,105,0,"27.95000","0","1","-","Active","Transceiver; Bluetooth® Classic","2.4GHz","RN-42","Board(s)"
http://www.ti.com/lit/pdf/swru451,//media.digikey.com/Photos/Texas%20Instr%20Photos/LAUNCHXL-CC2650_primary.jpg,296-43750-ND,LAUNCHXL-CC2650,Texas Instruments,SIMPLELINK CC2650 WIRELESS MCU,298,204,"30.11000","0","1","SimpleLink™","Active","Transceiver; 802.15.4 (6LoWPAN, RF4CE, ZigBee®), Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","CC2650","Board(s), Cable(s)"
http://www.ti.com/lit/ug/swru477a/swru477a.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LAUNCHXL-CC1310.JPG,296-44201-ND,LAUNCHXL-CC1310,Texas Instruments,LAUNCHPAD DEVELOPMENT KIT,245,326,"30.11000","0","1","SimpleLink™","Active","Transceiver","-","CC1310","Board(s), Cable(s)"
-,//media.digikey.com/Photos/Sigma%20Designs/MFG_ACC-UZB3-x-STA.jpg,703-1127-ND,ACC-UZB3-E-STA,Silicon Labs,CONTROLLER USB Z-WAVE,324,0,"30.51000","0","1","Z-Wave®","Active","Transceiver, Z-Wave","868MHz","Z-Wave","Board(s)"
-,//media.digikey.com/Photos/Sigma%20Designs/MFG_ACC-UZB3-x-STA.jpg,703-1128-ND,ACC-UZB3-U-STA,Silicon Labs,CONTROLLER USB Z-WAVE,240,0,"30.51000","0","1","Z-Wave®","Active","Transceiver, Z-Wave","908MHz","Z-Wave","Board(s)"
https://www.silabs.com/documents/public/user-guides/ug250-tb001-user-guide.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SLTB001A.JPG,336-3738-ND,SLTB001A,Silicon Labs,THUNDERBOARD SENSE,1597,0,"36.25000","0","1","Mighty Gecko","Active","Transceiver","-","EFR32MG","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/SLTB004A_User_Guide.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SLTB004A.jpg,336-4166-ND,SLTB004A,Silicon Labs,THUNDERBOARD SENSE 2 IOT KIT,672,0,"36.25000","0","1","Mighty Gecko","Active","Transceiver; 802.15.4 (Thread, ZigBee®), Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","EFR32MG12","Board(s)"
https://www.nordicsemi.com/-/media/DocLib/Other/User_Guides/nRF51DevelopmentKitUserGuidev12.pdf,//media.digikey.com/Photos/Nordic%20Semiconductor%20ASA/NRF51-DK.jpg,1490-1038-ND,NRF51-DK,Nordic Semiconductor ASA,DEV KIT FOR NRF51 SERIES,801,0,"39.00000","0","1","-","Active","Transceiver; ANT, Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","nRF51422, nRF51822","Board(s)"
https://www.decawave.com/wp-content/uploads/2019/01/DWM1001-DEV_Datasheet-1.2.pdf,//media.digikey.com/Photos/Decawave%20Limited/MFG_DWM1001-DEV.JPG,1479-1005-ND,DWM1001-DEV,Decawave Limited,DWM1001 BOARD-NO BATTERIES,353,0,"39.00000","0","1","-","Active","Transceiver; 802.15.4 (UWB), Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz, 6.5GHz","DWM1001","Board(s)"
http://infocenter.nordicsemi.com/pdf/nRF52832_PB_v1.7.pdf,//media.digikey.com/photos/Nordic%20Semiconductor%20ASA/NRF52-DK.jpg,1490-1053-ND,NRF52-DK,Nordic Semiconductor ASA,DEV KIT FOR NRF52 BLE/NFC,111,0,"39.00000","0","1","-","Active","Transceiver; ANT, Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","nRF52832","Board(s)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en572344,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MFG_RN-42-EK.jpg,RN-42-EK-ND,RN-42-EK,Microchip Technology,KIT EVAL RN-42 BLUETOOTH,112,0,"39.00000","0","1","-","Active","Transceiver; Bluetooth® Classic","2.4GHz","RN-42","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/P-NUCLEO-WB55_Rev.1_DB.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_P-NUCLEO-WB55.jpg,497-18384-ND,P-NUCLEO-WB55,STMicroelectronics,BLE NUCLEO PACK INCLUDING USB DO,159,0,"43.75000","0","1","-","Active","Transceiver; Bluetooth® 5","2.4GHz","STM32WB55","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/ABX00021.pdf,//media.digikey.com/Photos/Arduino/MFG_ABX00021.jpg,1050-1166-ND,ABX00021,Arduino,ARDUINO UNO WIFI REV2,111,0,"44.90000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz","ATmega4809","Board(s)"
https://pycom.io/wp-content/uploads/2017/11/lopy4Specsheet17.pdf,//media.digikey.com/Photos/Pycom-Ltd/MFG_LOPY4.jpg,1871-1019-ND,LOPY4,Pycom Ltd.,LOPY4 IOT DEV BOARD,674,0,"46.11000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN), Bluetooth® Smart Ready 4.x Dual Mode, LoRa® (LoRaWAN™), Sigfox","433MHz, 470MHz ~ 510MHz, 868MHz, 915MHz, 2.4GHz","ESP32, L04","Board(s)"
-,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SLWRB4306A.jpg,336-4284-ND,SLWRB4306A,Silicon Labs,BLUE GECKO MODULE RADIO BOARD,278,0,"46.25000","0","1","Blue Gecko","Active","Transceiver; Bluetooth® 5","2.4GHz","BGM13P22","Board(s)"
https://developer.acconeer.com/download/xr112-product-brief-pdf/,//media.digikey.com/Photos/Acconeer/MFG_XR112_Front.jpg,1891-1003-ND,XR112,Acconeer AB,RADAR SENSOR MODULE W/FLEX CABLE,190,0,"48.69000","0","1","-","Active","Transceiver; RADAR","60GHz","A111, XC112","Board(s), Cable(s)"
https://www.nordicsemi.com/-/media/DocLib/Other/User_Guides/nRF51DongleUGv10.pdf,//media.digikey.com/Photos/Nordic%20Semiconductor%20ASA/NRF51-DONGLE.JPG,1490-1037-ND,NRF51-DONGLE,Nordic Semiconductor ASA,DEV DONGLE USB FOR NRF51822/422,400,0,"49.00000","0","1","-","Active","Transceiver; ANT, Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","nRF51422, nRF51822","Board(s)"
https://www.nordicsemi.com/-/media/DocLib/Other/User_Guides/nRF52840DKUserGuidev13pdf.pdf,//media.digikey.com/Photos/Nordic%20Semiconductor%20ASA/MFG_NRF52840-DK.jpg,1490-1072-ND,NRF52840-DK,Nordic Semiconductor ASA,EVAL BOARD FOR NRF52840,252,0,"49.00000","0","1","-","Active","Transceiver; 802.15.4 (Thread), ANT, Bluetooth® 5","2.4GHz","nRF52840","Board(s)"
https://pycom.io/wp-content/uploads/2017/08/gpySpecsheetAugust2017.pdf,//media.digikey.com/Photos/Pycom-Ltd/MFG_GPY.jpg,1871-1010-ND,GPY,Pycom Ltd.,GY IOT DEV BOARD,126,0,"50.23000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN), Bluetooth® Smart Ready 4.x Dual Mode","2.4GHz","ESP32, G01","Board(s)"
http://www.ti.com/lit/pdf/snau123,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_ADC-WB-BB.jpg,296-37483-ND,ADC-WB-BB/NOPB,Texas Instruments,BALUN BOARD ADC WIDE BAND,118,297,"50.88000","0","1","-","Active","Balun","4.5MHz ~ 3GHz","TC1-1-13MA+","Board(s)"
http://www.ti.com/lit/ug/swru342/swru342.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/CC2540EMK-USB.JPG,296-30820-ND,CC2540EMK-USB,Texas Instruments,KIT USB EVAL MODULE FOR CC2540,112,1507,"50.88000","0","1","-","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","CC2540","Board(s)"
https://pycom.io/wp-content/uploads/2017/08/fipySpecsheetAugust2017n2-1.pdf,//media.digikey.com/Photos/Pycom-Ltd/MFG_FIPY.jpg,1871-1011-ND,FIPY,Pycom Ltd.,FIPY IOT DEV BOARD,151,0,"61.65000","0","1","-","Active","Transceiver; 802.11 b/g/n (Wi-Fi, WiFi, WLAN), Bluetooth® Smart Ready 4.x Dual Mode, LoRa® (LoRaWAN™), Sigfox","-","ESP32","Board(s)"
https://go.rigado.com/BMD-340-EVAL-User-Guide,//media.digikey.com/Photos/Rigado%20LLC/BMD-340-EVAL.jpg,1604-1027-ND,BMD-340-EVAL,"Rigado, Inc.",EVAL BLE 5.0 NORDIC NRF52840,144,0,"62.19000","0","1","-","Active","Transceiver; 802.15.4 (Thread), Bluetooth® 5","2.4GHz","BMD-340, nRF52840","Board(s)"
http://www.ti.com/lit/ug/swru512/swru512.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LAUNCHCC3220MODASF.jpg,296-47175-ND,LAUNCHCC3220MODASF,Texas Instruments,SIMPLELINK WI-FI CC3220MODASF LA,37,0,"62.29000","0","1","SimpleLink™","Active","Transceiver","2.4GHz","CC3220","Board(s)"
https://developer.acconeer.com/download/xm112-datasheet-pdf/,//media.digikey.com/Photos/Acconeer/MFG_XM112_front.jpg,1891-1005-ND,XM112,Acconeer AB,RADAR SENSOR MODULE,297,0,"62.92000","0","1","-","Active","Transceiver; RADAR","60GHz","XB112","Board(s)"
http://www.st.com/content/ccc/resource/technical/document/data_brief/group0/e5/75/97/e0/46/1f/4b/e0/DM00341454/files/DM00341454.pdf/jcr:content/translations/en.DM00341454.pdf,//media.digikey.com/photos/STMicro%20Photos/MFG_STEVAL-FKI868V1.jpg,497-17940-ND,STEVAL-FKI868V2,STMicroelectronics,EVAL BOARD FOR S2-LP,52,0,"68.75000","0","1","-","Active","Transceiver","860MHz ~ 940MHz","S2-LP","Board(s)"
https://connectivity-staging.s3.us-east-2.amazonaws.com/2019-02/CS-GUIDE-BL654-DVK%20v1_2.pdf,//media.digikey.com/Photos/Laird%20Tech%20Photos/MFG_455-00001.jpg,455-00001-ND,455-00001,Laird - Wireless & Thermal Systems,DEV KIT FOR 451-00001 BL654 MODU,79,0,"69.00000","0","1","-","Active","Transceiver; Bluetooth® 5","13.56MHz, 2.4GHz","BL654","Board(s)"
https://nimbelink.com/Documentation/Development_Kits/NL-AB-BBCL/1001411_NL-AB-BBCL_DataSheet.pdf,//media.digikey.com/Photos/NimbeLink/NL-AB-BBCL.JPG,1477-1049-ND,NL-AB-BBCL,"NimbeLink, LLC",SKYWIRE BEAGLE BONE BLACK CAPE L,76,0,"69.00000","0","1","Skywire™","Active","Cellular Development Platform","-","BeagleBone Boards","Board(s)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en578504,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MFG_DM164139.jpg,DM164139-ND,DM164139,Microchip Technology,RN2903 LORA(R) MOTE,33,0,"69.99000","0","1","-","Active","Transceiver; LoRa® (LoRaWAN™)","915MHz","RN2903","Board(s), Cable(s)"
http://ftp1.digi.com/support/documentation/xbibudev_referenceguide.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/XBIB-U-DEV.JPG,602-1407-ND,XBIB-U-DEV,Digi International,BOARD XBEE/XBEE PRO USB,31,0,"70.00000","0","1","-","Active","Transceiver","2.4GHz","XBee® and XBee® Pro Radios","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Cypress%20PDFs/CY8CKIT-062-BLE_QSG.pdf,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_CY8CKIT-062-BLE.jpg,428-4103-ND,CY8CKIT-062-BLE,Cypress Semiconductor Corp,PSOC6 BLE PIONEER EVAL BOARD,43,0,"70.31000","0","1","PSoC® 6 BLE","Active","Transceiver; Bluetooth® 5","2.4GHz","PSoC® 6 BLE","Board(s)"
https://developer.acconeer.com/download/xb112-product-brief-pdf/,//media.digikey.com/Photos/Acconeer/MFG_XB112_front.jpg,1891-1006-ND,XB112,Acconeer AB,BREAKOUT BOARD FOR XM112,333,0,"70.75000","0","1","-","Active","Transceiver","-","XM112","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/ABX00018_1-10-18.pdf,//media.digikey.com/Photos/Arduino/MFG_ABX00018.jpg,1050-1149-ND,ABX00018,Arduino,MKR GSM 1400,376,0,"71.13000","0","1","-","Active","GSM","880MHz, 915MHz","SAMD21, SARA-U201","Board(s)"
https://www.qualcomm.com/media/documents/files/qualcomm-qca4020-development-kit.pdf,//media.digikey.com/Photos/Qualcomm/MFG_65-YA999-1.jpg,65-YA999-3-ND,65-YA999-3,Qualcomm,QCA4020 KIT WI-FI BLE 802.15.4,99,0,"75.00000","0","1","-","Active","Transceiver; 802.11 a/b/g/n (Wi-Fi, WiFi, WLAN), 802.15.4 (Thread, ZigBee®), Bluetooth® 5","2.4GHz, 5GHz","QCA4020","Board(s)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2510,//media.digikey.com/photos/Texas%20Instr%20Photos/CC2511EMK.JPG,296-23155-ND,CC2511EMK,Texas Instruments,KIT EVAL MODULE FOR CC2511,115,11,"77.88000","0","1","SmartRF®","Active","Transceiver","2.4GHz","CC2511","Board(s)"
http://www.cypress.com/file/370526/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_CYW943907AEVAL1F.jpg,428-4296-ND,CYW943907AEVAL1F,Cypress Semiconductor Corp,EVAL BRD BCM43907 CYW43907 WICED,98,0,"83.44000","0","1","-","Active","Transceiver; 802.11 a/b/g/n (Wi-Fi, WiFi, WLAN)","2.4GHz, 5GHz","CYW43907","Board(s), Cable(s)"
https://www.multitech.com/documents/publications/data-sheets/86002182.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTMDK-XDOT.jpg,591-1289-ND,MTMDK-XDOT-NA1-A00,Multi-Tech Systems Inc.,MICRO DEVELOPMENT KIT LORA,65,0,"84.99000","0","1","MultiConnect® xDot™","Active","Transceiver; LoRa® (LoRaWAN™)","915MHz","MultiConnect® xDot™","Board(s)"
https://www.digi.com/pdf/ds-xbee-zigbee-mesh-kit.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_XKB2-Z7T-WZM.jpg,602-1826-ND,XKB2-Z7T-WZM,Digi International,XBEE ZIGBEE MESH KIT,33,0,"89.00000","0","1","XBee®","Active","Transceiver; 802.15.4 (ZigBee®)","2.4GHz","XBee® Modules","Board(s), Cable(s)"
http://www.cypress.com/file/407731/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_CY8CKIT-062-WIFI-BT.JPG,428-4399-ND,CY8CKIT-062-WIFI-BT,Cypress Semiconductor Corp,PSOC6 WIFI BT PIONEER EVAL,65,0,"92.81000","0","1","PSoC® 6","Active","Transceiver; 802.11 a/b/g/n (Wi-Fi, WiFi, WLAN), Bluetooth® Classic","2.4GHz","PSoC 6","Board(s), Cable(s), Accessories"
https://www.silabs.com/documents/public/schematic-files/WSTK-Main-BRD4001A-A03-assy-draw.pdf,//media.digikey.com/photos/Silicon%20Labs%20Photos/BRD4001A.JPG,336-5498-ND,BRD4001A,Silicon Labs,WSTK MAIN BOARD,745,0,"93.75000","0","1","-","Active","Transceiver","-","-","Board(s)"
http://www.psemi.com/pdf/datasheets/pe42553ds.pdf,//media.digikey.com/Photos/Peregrine%20Semiconductor/EK42553-01.jpg,1046-1129-ND,EK42553-01,pSemi,EVAL BOARD FOR PE42553,30,0,"95.00000","0","1","UltraCMOS®, HaRP™","Active","Switch, SPDT","9kHz ~ 8GHz","PE42553","Board(s)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en608444,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MFG_DM320111.jpg,DM320111-ND,DM320111,Microchip Technology,AM R34 XPLAINED PRO EVALUATION K,133,0,"99.00000","0","1","SAM R","Active","Transceiver; LoRa® (LoRaWAN™)","868MHz, 915MHz","ATSAMR34","Board(s)"
-,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SLWSTK6101C.jpg,336-3813-ND,SLWSTK6101C,Silicon Labs,BLUE GECKO BLUETOOTH MODULE WIRE,85,0,"99.00000","0","1","Blue Gecko","Active","Transceiver; Bluetooth® Smart 4.x Low Energy (BLE)","2.4GHz","BGM11S, BGM111, BGM113, BGM121","Board(s), Cable(s)"
https://www.digi.com/pdf/ds-xbee-900hp-digimesh-kit.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_XKB9-DMT-SHP.jpg,602-1843-ND,XKB9-DMT-UHP,Digi International,XBEE-PRO 900HP DIGIMESH KIT (US/,26,0,"99.00000","0","1","XBee-Pro®","Active","Transceiver, XBeePro","900MHz","Xbee®-PRO Modules","Board(s), Cable(s)"
http://www.ti.com/lit/ml/swru363/swru363.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/CC2538-CC2592EMK.jpg,296-37551-ND,CC2538-CC2592EMK,Texas Instruments,EVAL KIT PA/LNA RF FRONT END,29,0,"102.80000","0","1","-","Active","Transceiver; 802.15.4 (ZigBee®)","2.4GHz","CC2538, CC2592","Board(s)"
https://www.multitech.com/documents/publications/data-sheets/86002155.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MFG_MTUDK2-ST-CELL.jpg,591-1262-ND,MTUDK2-ST-CELL,Multi-Tech Systems Inc.,DEV KIT SOCKETMODEM/DRAGONFLY,41,0,"111.13000","0","1","-","Active","Cellular Development Platform","-","Dragonfly, SocketModem","Board(s), Cable(s)"
https://www.analog.com/media/en/technical-documentation/data-sheets/hmc321a.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EV1HMC321ALP4E.JPG,1127-3592-ND,EV1HMC321ALP4E,Analog Devices Inc.,EVAL BOARD FOR HMC321ALP4E,69,56,"112.49000","0","1","-","Active","Switch, SP8T","0Hz ~ 8GHz","HMC321ALP4E","Board(s)"
https://www.digi.com/pdf/connectcore-for-imx6ul-starter-kit.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_CC-WMX6UL-START.jpg,602-1938-ND,CC-WMX6UL-START,Digi International,CONNECTCORE CC6UL DEV KIT,67,0,"119.00000","0","1","ConnectCore® 6UL","Active","Transceiver; 802.11 a/b/g/n/ac (Wi-Fi, WiFi, WLAN), Bluetooth® Smart Ready 4.x Dual Mode","2.4GHz, 5GHz","i.MX 6UltraLite","Board(s), Cable(s)"
https://mangoh.io/uploaded-documents/Reference/mangOH%20Red/Discover/Hardware%20User%20Guide/mangOH_Red_User_Guide.pdf,//media.digikey.com/Photos/Talon-Communications/MANGOHRED_BASIC.jpg,1788-1017-ND,MANGOHRED_WP7700,"Talon Communications, Inc.",EVAL BOARD MANGOH RED WP7700,450,0,"129.00000","0","1","AirPrime®","Active","Cellular Development Platform","-","WP7700, Sierra Wireless SIM Card","Board(s), Cable(s), Accessories"
https://mangoh.io/uploaded-documents/Reference/mangOH%20Red/Discover/Hardware%20User%20Guide/mangOH_Red_User_Guide.pdf,//media.digikey.com/Photos/Talon-Communications/MANGOHRED_WP7702.jpg,1788-1018-ND,MANGOHRED_WP7702,"Talon Communications, Inc.",EVAL BOARD MANGOH RED WP7702,126,0,"129.00000","0","1","AirPrime®","Active","Cellular Development Platform","-","WP7702, Sierra Wireless SIM Card","Board(s), Cable(s), Accessories"
https://mangoh.io/uploaded-documents/Reference/mangOH%20Red/Discover/Hardware%20User%20Guide/mangOH_Red_User_Guide.pdf,//media.digikey.com/Photos/Talon-Communications/MANGOHRED_WP76xx.jpg,1788-1016-ND,MANGOHRED_WP7607,"Talon Communications, Inc.",EVAL BOARD MANGOH RED WP7607,135,0,"139.00000","0","1","AirPrime®","Active","Cellular Development Platform","-","WP7607, Sierra Wireless SIM Card","Board(s), Cable(s), Accessories"
https://mangoh.io/uploaded-documents/Reference/mangOH%20Red/Discover/Hardware%20User%20Guide/mangOH_Red_User_Guide.pdf,//media.digikey.com/Photos/Talon-Communications/MANGOHRED_WP76xx.jpg,1788-1014-ND,MANGOHRED_WP7603-1,"Talon Communications, Inc.",EVAL BOARD MANGOH RED WP7603-1,94,0,"139.00000","0","1","AirPrime®","Active","Cellular Development Platform","-","WP7603-1, Sierra Wireless SIM Card","Board(s), Cable(s), Accessories"
https://mangoh.io/uploaded-documents/Reference/mangOH%20Red/Discover/Hardware%20User%20Guide/mangOH_Red_User_Guide.pdf,//media.digikey.com/Photos/Talon-Communications/MANGOHRED_WP76xx.jpg,1788-1015-ND,MANGOHRED_WP7603-4,"Talon Communications, Inc.",EVAL BOARD MANGOH RED WP7603-4,80,0,"139.00000","0","1","AirPrime®","Active","Cellular Development Platform","-","WP7603-4, Sierra Wireless SIM Card","Board(s), Cable(s), Accessories"
https://mangoh.io/uploaded-documents/Reference/mangOH%20Red/Discover/Hardware%20User%20Guide/mangOH_Red_User_Guide.pdf,//media.digikey.com/Photos/Talon-Communications/MANGOHRED_WP76xx.jpg,1788-1020-ND,MANGOHRED_WP7608,"Talon Communications, Inc.",EVAL BOARD MANGOH RED WP7608,78,0,"139.00000","0","1","AirPrime®","Active","Cellular Development Platform","-","WP7608, Sierra Wireless SIM Card","Board(s), Cable(s), Accessories"
