Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Frequency","Features","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1190.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-36922-6-ND,CC1190RGVR,Texas Instruments,IC RF FRONT-END 16VQFN,12597,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","ISM","850MHz ~ 950MHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.skyworksinc.com/uploads/documents/SE2432L_201696E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,863-1348-2-ND,SE2432L-R,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ ZIGBEE 24QFN,66000,0,"1.55876","0","3000","Tape & Reel (TR)","SiGe","Active","Zigbee®","2.4GHz ~ 2.483GHz","-","24-VFQFN Exposed Pad","24-QFN (3x4)"
http://www.skyworksinc.com/uploads/documents/SE2432L_201696E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,863-1348-1-ND,SE2432L-R,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ ZIGBEE 24QFN,71331,0,"3.45000","0","1","Cut Tape (CT)","SiGe","Active","Zigbee®","2.4GHz ~ 2.483GHz","-","24-VFQFN Exposed Pad","24-QFN (3x4)"
http://www.skyworksinc.com/uploads/documents/SE2432L_201696E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,863-1348-6-ND,SE2432L-R,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ ZIGBEE 24QFN,71331,0,"Digi-Reel","0","1","Digi-Reel®","SiGe","Active","Zigbee®","2.4GHz ~ 2.483GHz","-","24-VFQFN Exposed Pad","24-QFN (3x4)"
http://www.skyworksinc.com/uploads/documents/SE2431L_202410K.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,863-1347-2-ND,SE2431L-R,Skyworks Solutions Inc.,IC RF FRONT END MOD 2.4GHZ 24QFN,54000,0,"1.55876","0","3000","Tape & Reel (TR)","SiGe","Active","802.15.4, Zigbee®","2.4GHz ~ 2.483GHz","-","24-VFQFN Exposed Pad","24-QFN (3x4)"
http://www.skyworksinc.com/uploads/documents/SE2431L_202410K.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,863-1347-1-ND,SE2431L-R,Skyworks Solutions Inc.,IC RF FRONT END MOD 2.4GHZ 24QFN,55465,0,"3.45000","0","1","Cut Tape (CT)","SiGe","Active","802.15.4, Zigbee®","2.4GHz ~ 2.483GHz","-","24-VFQFN Exposed Pad","24-QFN (3x4)"
http://www.skyworksinc.com/uploads/documents/SE2431L_202410K.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/24-QFN%20Exposed%20Pad.jpg,863-1347-6-ND,SE2431L-R,Skyworks Solutions Inc.,IC RF FRONT END MOD 2.4GHZ 24QFN,55465,0,"Digi-Reel","0","1","Digi-Reel®","SiGe","Active","802.15.4, Zigbee®","2.4GHz ~ 2.483GHz","-","24-VFQFN Exposed Pad","24-QFN (3x4)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1190.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-25826-2-ND,CC1190RGVT,Texas Instruments,IC RF FRONT-END 16VQFN,3750,0,"2.09604","0","250","Tape & Reel (TR)","-","Active","ISM","850MHz ~ 950MHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1190.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-25826-1-ND,CC1190RGVT,Texas Instruments,IC RF FRONT-END 16VQFN,6861,0,"3.33000","0","1","Cut Tape (CT)","-","Active","ISM","850MHz ~ 950MHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/CC1190.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-25826-6-ND,CC1190RGVT,Texas Instruments,IC RF FRONT-END 16VQFN,6861,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","ISM","850MHz ~ 950MHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2590,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-23853-2-ND,CC2590RGVT,Texas Instruments,IC RF FRONT END 2.4GHZ 16-QFN,2500,0,"2.24592","0","250","Tape & Reel (TR)","-","Active","ISM","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2590,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-23853-1-ND,CC2590RGVT,Texas Instruments,IC RF FRONT END 2.4GHZ 16-QFN,5728,0,"3.57000","0","1","Cut Tape (CT)","-","Active","ISM","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2590,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-23853-6-ND,CC2590RGVT,Texas Instruments,IC RF FRONT END 2.4GHZ 16-QFN,5728,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","ISM","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2591,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-25327-2-ND,CC2591RGVR,Texas Instruments,IC RF FRONT END 2.4GHZ 16QFN,5000,0,"2.70389","0","2500","Tape & Reel (TR)","-","Not For New Designs","802.15.4, Zigbee®","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2591,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-25327-1-ND,CC2591RGVR,Texas Instruments,IC RF FRONT END 2.4GHZ 16QFN,6677,0,"5.98000","0","1","Cut Tape (CT)","-","Not For New Designs","802.15.4, Zigbee®","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2591,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-25327-6-ND,CC2591RGVR,Texas Instruments,IC RF FRONT END 2.4GHZ 16QFN,6677,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","802.15.4, Zigbee®","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2591,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-23603-2-ND,CC2591RGVT,Texas Instruments,IC RF FRONT END 2.4GHZ 16-QFN,4500,0,"4.23096","0","250","Tape & Reel (TR)","-","Not For New Designs","802.15.4, Zigbee®","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2591,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-23603-1-ND,CC2591RGVT,Texas Instruments,IC RF FRONT END 2.4GHZ 16-QFN,4705,0,"6.72000","0","1","Cut Tape (CT)","-","Not For New Designs","802.15.4, Zigbee®","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2591,//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN(exposed-pad).jpg,296-23603-6-ND,CC2591RGVT,Texas Instruments,IC RF FRONT END 2.4GHZ 16-QFN,4705,0,"Digi-Reel","0","1","Digi-Reel®","-","Not For New Designs","802.15.4, Zigbee®","2.4GHz","-","16-VQFN Exposed Pad","16-VQFN (4x4)"
http://www.skyworksinc.com/uploads/documents/RFX2411_204379B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE2614BT-R.JPG,863-1830-2-ND,RFX2411,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ ZIGBEE 20QFN,2500,0,"0.68740","0","2500","Tape & Reel (TR)","-","Active","802.15.4, Zigbee®","2.4GHz","-","20-UFQFN Exposed Pad","20-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/RFX2411_204379B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE2614BT-R.JPG,863-1830-1-ND,RFX2411,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ ZIGBEE 20QFN,4995,0,"1.60000","0","1","Cut Tape (CT)","-","Active","802.15.4, Zigbee®","2.4GHz","-","20-UFQFN Exposed Pad","20-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/RFX2411_204379B.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SE2614BT-R.JPG,863-1830-6-ND,RFX2411,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ ZIGBEE 20QFN,4995,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.15.4, Zigbee®","2.4GHz","-","20-UFQFN Exposed Pad","20-QFN (3x3)"
-,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65313-11.JPG,863-1794-2-ND,SKY65364-21,Skyworks Solutions Inc.,SMART ENERGY SIP,4500,0,"1.59201","0","4500","Tape & Reel (TR)","-","Active","ISM","900MHz","-","28-SMD Module","28-MCM (6x6)"
-,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65313-11.JPG,863-1794-1-ND,SKY65364-21,Skyworks Solutions Inc.,SMART ENERGY SIP,8859,0,"3.52000","0","1","Cut Tape (CT)","-","Active","ISM","900MHz","-","28-SMD Module","28-MCM (6x6)"
-,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65313-11.JPG,863-1794-6-ND,SKY65364-21,Skyworks Solutions Inc.,SMART ENERGY SIP,8859,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","ISM","900MHz","-","28-SMD Module","28-MCM (6x6)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en025374,//media.digikey.com/Renders/Microchip%20Tech%20Renders/14-TSSOP.jpg,MCP2030-I/ST-ND,MCP2030-I/ST,Microchip Technology,IC KEYLESS ENTRY AFE 14TSSOP,440,0,"2.28000","0","1","Tube","-","Active","General Purpose","125kHz","10kbps","14-TSSOP (0.173"", 4.40mm Width)","14-TSSOP"
http://www.skyworksinc.com/uploads/documents/SKY65383_11_202668E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65313-11.JPG,863-1798-2-ND,SKY65383-11,Skyworks Solutions Inc.,HIGH POWER 2.4-GHZ FEM,4500,0,"2.34479","0","4500","Tape & Reel (TR)","-","Active","ISM","2.4GHz ~ 2.483GHz","-","28-SMD Module","28-MCM (6x6)"
http://www.skyworksinc.com/uploads/documents/SKY65383_11_202668E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65313-11.JPG,863-1798-1-ND,SKY65383-11,Skyworks Solutions Inc.,HIGH POWER 2.4-GHZ FEM,4500,0,"5.18000","0","1","Cut Tape (CT)","-","Active","ISM","2.4GHz ~ 2.483GHz","-","28-SMD Module","28-MCM (6x6)"
http://www.skyworksinc.com/uploads/documents/SKY65383_11_202668E.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY65313-11.JPG,863-1798-6-ND,SKY65383-11,Skyworks Solutions Inc.,HIGH POWER 2.4-GHZ FEM,4500,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","ISM","2.4GHz ~ 2.483GHz","-","28-SMD Module","28-MCM (6x6)"
http://www.skyworksinc.com/uploads/documents/RFX2402E_204378A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1829-2-ND,RFX2402E,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ WLAN 16QFN,10000,0,"0.31080","0","2500","Tape & Reel (TR)","-","Active","802.11a/b/g/n/ac","2.4GHz","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/RFX2402E_204378A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1829-1-ND,RFX2402E,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ WLAN 16QFN,10742,0,"0.82000","0","1","Cut Tape (CT)","-","Active","802.11a/b/g/n/ac","2.4GHz","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/RFX2402E_204378A.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/16-QFN,S1692.jpg",863-1829-6-ND,RFX2402E,Skyworks Solutions Inc.,IC FRONT END 2.4GHZ WLAN 16QFN,10742,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11a/b/g/n/ac","2.4GHz","-","16-UFQFN Exposed Pad","16-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY66115_11_203309F.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_16-PowerVQFN.jpg,863-1804-2-ND,SKY66115-11,Skyworks Solutions Inc.,472-510 MHZ SMART METERING FEM,4500,0,"0.64540","0","4500","Tape & Reel (TR)","-","Active","-","470MHz ~ 510MHz","-","16-SMD Module","16-MCM (4x4)"
http://www.skyworksinc.com/uploads/documents/SKY66115_11_203309F.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_16-PowerVQFN.jpg,863-1804-1-ND,SKY66115-11,Skyworks Solutions Inc.,472-510 MHZ SMART METERING FEM,7629,0,"1.69000","0","1","Cut Tape (CT)","-","Active","-","470MHz ~ 510MHz","-","16-SMD Module","16-MCM (4x4)"
http://www.skyworksinc.com/uploads/documents/SKY66115_11_203309F.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/MFG_16-PowerVQFN.jpg,863-1804-6-ND,SKY66115-11,Skyworks Solutions Inc.,472-510 MHZ SMART METERING FEM,7629,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","470MHz ~ 510MHz","-","16-SMD Module","16-MCM (4x4)"
