Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Family/Standard","Protocol","Modulation","Frequency","Data Rate","Power - Output","Sensitivity","Serial Interfaces","Antenna Type","Utilized IC / Part","Memory Size","Voltage - Supply","Current - Receiving","Current - Transmitting","Mounting Type","Operating Temperature","Package / Case"
https://www.espressif.com/sites/default/files/documentation/esp32-wrover_datasheet_en.pdf,//media.digikey.com/Photos/Espressif%20Systems/MFG_ESP32-WROVER-I.jpg,1904-1015-2-ND,ESP32-WROVER (16MB),Espressif Systems,WIFI MODULE 128MBITS SPI FLASH,0,0,"5.00002","0","650","Tape & Reel (TR)","ESP32","Active","Bluetooth, WiFi","802.11b/g/n, Bluetooth v4.2 + EDR, Class 1, 2 and 3","CCK, DSSS, OFDM","2.4GHz ~ 2.5GHz","150Mbps","20dBm","-98dBm","GPIO, I²C, I²S, PWM, SDIO, SPI, UART","PCB Trace","ESP32-D0WDQ6","448kB ROM, 536kB SRAM","2.3V ~ 3.6V","-","-","Surface Mount","-40°C ~ 85°C","38-SMD Module"
https://www.espressif.com/sites/default/files/documentation/esp32-wrover_datasheet_en.pdf,//media.digikey.com/Photos/Espressif%20Systems/MFG_ESP32-WROVER-I.jpg,1904-1015-1-ND,ESP32-WROVER (16MB),Espressif Systems,WIFI MODULE 128MBITS SPI FLASH,603,0,"5.00000","0","1","Cut Tape (CT)","ESP32","Active","Bluetooth, WiFi","802.11b/g/n, Bluetooth v4.2 + EDR, Class 1, 2 and 3","CCK, DSSS, OFDM","2.4GHz ~ 2.5GHz","150Mbps","20dBm","-98dBm","GPIO, I²C, I²S, PWM, SDIO, SPI, UART","PCB Trace","ESP32-D0WDQ6","448kB ROM, 536kB SRAM","2.3V ~ 3.6V","-","-","Surface Mount","-40°C ~ 85°C","38-SMD Module"
https://www.espressif.com/sites/default/files/documentation/esp32-wrover_datasheet_en.pdf,//media.digikey.com/Photos/Espressif%20Systems/MFG_ESP32-WROVER-I.jpg,1904-1015-6-ND,ESP32-WROVER (16MB),Espressif Systems,WIFI MODULE 128MBITS SPI FLASH,603,0,"Digi-Reel","0","1","Digi-Reel®","ESP32","Active","Bluetooth, WiFi","802.11b/g/n, Bluetooth v4.2 + EDR, Class 1, 2 and 3","CCK, DSSS, OFDM","2.4GHz ~ 2.5GHz","150Mbps","20dBm","-98dBm","GPIO, I²C, I²S, PWM, SDIO, SPI, UART","PCB Trace","ESP32-D0WDQ6","448kB ROM, 536kB SRAM","2.3V ~ 3.6V","-","-","Surface Mount","-40°C ~ 85°C","38-SMD Module"
https://www.espressif.com/sites/default/files/documentation/esp32-wrover_datasheet_en.pdf,//media.digikey.com/Photos/Espressif%20Systems/MFG_ESP32-WROVER-I.jpg,1904-1008-2-ND,ESP32-WROVER-I,Espressif Systems,"SMD MODULE, ESP32-D0WDQ6, 32MBIT",650,0,"5.02500","0","650","Tape & Reel (TR)","ESP32","Active","Bluetooth, WiFi","802.11b/g/n, Bluetooth v4.2 + EDR, Class 1, 2 and 3","CCK, DSSS, OFDM","2.4GHz ~ 2.5GHz","150Mbps","20dBm","-98dBm","GPIO, I²C, I²S, PWM, SDIO, SPI, UART","Antenna Not Included, I-PEX","ESP32-D0WDQ6","448kB ROM, 536kB SRAM","2.3V ~ 3.6V","-","-","Surface Mount","-40°C ~ 85°C","38-SMD Module"
https://www.espressif.com/sites/default/files/documentation/esp32-wrover_datasheet_en.pdf,//media.digikey.com/Photos/Espressif%20Systems/MFG_ESP32-WROVER-I.jpg,1904-1008-1-ND,ESP32-WROVER-I,Espressif Systems,"SMD MODULE, ESP32-D0WDQ6, 32MBIT",1595,0,"8.44000","0","1","Cut Tape (CT)","ESP32","Active","Bluetooth, WiFi","802.11b/g/n, Bluetooth v4.2 + EDR, Class 1, 2 and 3","CCK, DSSS, OFDM","2.4GHz ~ 2.5GHz","150Mbps","20dBm","-98dBm","GPIO, I²C, I²S, PWM, SDIO, SPI, UART","Antenna Not Included, I-PEX","ESP32-D0WDQ6","448kB ROM, 536kB SRAM","2.3V ~ 3.6V","-","-","Surface Mount","-40°C ~ 85°C","38-SMD Module"
https://www.espressif.com/sites/default/files/documentation/esp32-wrover_datasheet_en.pdf,//media.digikey.com/Photos/Espressif%20Systems/MFG_ESP32-WROVER-I.jpg,1904-1008-6-ND,ESP32-WROVER-I,Espressif Systems,"SMD MODULE, ESP32-D0WDQ6, 32MBIT",1595,0,"Digi-Reel","0","1","Digi-Reel®","ESP32","Active","Bluetooth, WiFi","802.11b/g/n, Bluetooth v4.2 + EDR, Class 1, 2 and 3","CCK, DSSS, OFDM","2.4GHz ~ 2.5GHz","150Mbps","20dBm","-98dBm","GPIO, I²C, I²S, PWM, SDIO, SPI, UART","Antenna Not Included, I-PEX","ESP32-D0WDQ6","448kB ROM, 536kB SRAM","2.3V ~ 3.6V","-","-","Surface Mount","-40°C ~ 85°C","38-SMD Module"
https://www.silabs.com/documents/login/data-sheets/ADS-MW007-ZentriOS-105R.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_AMW007%5ER.jpg,1586-1040-2-ND,AMW007-1.2.0R,Silicon Labs,RF TXRX MODULE WIFI,3000,0,"5.05000","0","1000","Tape & Reel (TR)","-","Active","WiFi","802.11b/g/n","-","2.4GHz","-","20dBm","-93dBm","SPI, UART","-","-","-","3.3V","65mA","100mA ~ 200mA","Surface Mount","-40°C ~ 85°C","Module"
https://www.silabs.com/documents/login/data-sheets/ADS-MW007-ZentriOS-105R.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_AMW007%5ER.jpg,1586-1040-1-ND,AMW007-1.2.0R,Silicon Labs,RF TXRX MOD 2.4GHZ 802.11B/G/N,3774,0,"6.10000","0","1","Cut Tape (CT)","-","Active","WiFi","802.11b/g/n","-","2.4GHz","-","20dBm","-93dBm","SPI, UART","-","-","-","3.3V","65mA","100mA ~ 200mA","Surface Mount","-40°C ~ 85°C","Module"
https://www.silabs.com/documents/login/data-sheets/ADS-MW007-ZentriOS-105R.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_AMW007%5ER.jpg,1586-1040-6-ND,AMW007-1.2.0R,Silicon Labs,RF TXRX MODULE WIFI,3774,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","WiFi","802.11b/g/n","-","2.4GHz","-","20dBm","-93dBm","SPI, UART","-","-","-","3.3V","65mA","100mA ~ 200mA","Surface Mount","-40°C ~ 85°C","Module"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/BGM113.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_BGM113_SIDE-2.jpg,336-3817-2-ND,BGM113A256V2R,Silicon Labs,BLUETOOTH SMART MODULE FCC/CE,5000,0,"5.21100","0","1000","Tape & Reel (TR)","Blue Gecko","Active","Bluetooth","Bluetooth v4.1","-","2.4GHz","1Mbps","3dBm","-93dBm","SPI, UART","Integrated, Chip","EFR32BG","256kB Flash, 32kB RAM","3.8V","8.7mA","8.8mA","Surface Mount","-40°C ~ 85°C","36-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/BGM113.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_BGM113_SIDE-2.jpg,336-3817-1-ND,BGM113A256V2R,Silicon Labs,BLUETOOTH SMART MODULE FCC/CE,5018,0,"9.84000","0","1","Cut Tape (CT)","Blue Gecko","Active","Bluetooth","Bluetooth v4.1","-","2.4GHz","1Mbps","3dBm","-93dBm","SPI, UART","Integrated, Chip","EFR32BG","256kB Flash, 32kB RAM","3.8V","8.7mA","8.8mA","Surface Mount","-40°C ~ 85°C","36-SMD Module"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/BGM113.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_BGM113_SIDE-2.jpg,336-3817-6-ND,BGM113A256V2R,Silicon Labs,BLUETOOTH SMART MODULE FCC/CE,5018,0,"Digi-Reel","0","1","Digi-Reel®","Blue Gecko","Active","Bluetooth","Bluetooth v4.1","-","2.4GHz","1Mbps","3dBm","-93dBm","SPI, UART","Integrated, Chip","EFR32BG","256kB Flash, 32kB RAM","3.8V","8.7mA","8.8mA","Surface Mount","-40°C ~ 85°C","36-SMD Module"
-,//media.digikey.com/Photos/Telit/MFG_BlueMod+S42.jpg,BE890D2S13CR0I1000TR-ND,BE890D2S13CR0I1000,Telit,RF TXRX MOD BLUETOOTH CHIP ANT,3000,0,"5.40000","0","1000","Tape & Reel (TR)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Telit/MFG_BlueMod+S42.jpg,BE890D2S13CR0I1000CT-ND,BE890D2S13CR0I1000,Telit,RF TXRX MOD BLUETOOTH CHIP ANT,3944,0,"10.00000","0","1","Cut Tape (CT)","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Telit/MFG_BlueMod+S42.jpg,BE890D2S13CR0I1000DKR-ND,BE890D2S13CR0I1000,Telit,RF TXRX MOD BLUETOOTH CHIP ANT,3944,0,"Digi-Reel","0","1","Digi-Reel®","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5202AE-CME3R.jpg,703-1071-2-ND,ZM5202AE-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,14000,0,"5.53500","0","1000","Tape & Reel (TR)","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","868MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","3000 SERIES","128kB Flash, 16kB SRAM","2.3V ~ 3.6V","32mA","41mA","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5202AE-CME3R.jpg,703-1071-1-ND,ZM5202AE-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,15853,0,"10.46000","0","1","Cut Tape (CT)","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","868MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","3000 SERIES","128kB Flash, 16kB SRAM","2.3V ~ 3.6V","32mA","41mA","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5202AE-CME3R.jpg,703-1071-6-ND,ZM5202AE-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,15853,0,"Digi-Reel","0","1","Digi-Reel®","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","868MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","3000 SERIES","128kB Flash, 16kB SRAM","2.3V ~ 3.6V","32mA","41mA","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5202AU-CME3R.jpg,703-1072-2-ND,ZM5202AU-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,3000,0,"5.53500","0","1000","Tape & Reel (TR)","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","908MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","3000 SERIES","128kB Flash, 16kB SRAM","2.3V ~ 3.6V","32mA","41mA","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5202AU-CME3R.jpg,703-1072-1-ND,ZM5202AU-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,3983,0,"10.46000","0","1","Cut Tape (CT)","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","908MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","3000 SERIES","128kB Flash, 16kB SRAM","2.3V ~ 3.6V","32mA","41mA","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5202AU-CME3R.jpg,703-1072-6-ND,ZM5202AU-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,3983,0,"Digi-Reel","0","1","Digi-Reel®","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","908MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","3000 SERIES","128kB Flash, 16kB SRAM","2.3V ~ 3.6V","32mA","41mA","Surface Mount","-","Module"
-,//media.digikey.com/Photos/Sigma%20Designs/ZM5202AH-CME3R.jpg,703-1073-2-ND,ZM5202AH-CME3R,Silicon Labs,RF TXRX MODULE ISM<1GHZ,4000,0,"5.53500","0","1000","Tape & Reel (TR)","Z-Wave®","Active","General ISM < 1GHz","Z-Wave®","-","921MHz","100Kbps","4dBm","-103dBm","SPI, UART, USB","-","3000 SERIES","128kB Flash, 16kB SRAM","2.3V ~ 3.6V","32mA","41mA","Surface Mount","-","Module"
