Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Topology","Circuit","Frequency Range","Isolation","Insertion Loss","Test Frequency","P1dB","IIP3","Features","Impedance","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
https://www.infineon.com/dgdl/Infineon-BGS12SN6-DS-v01_02-en.pdf?fileId=db3a30433f1b26e8013f2db58bc03856,//media.digikey.com/Renders/Infineon%20Renders/448;P_PG-TSNP-6-2;;6.jpg,BGS12SN6E6327XTSA1TR-ND,BGS12SN6E6327XTSA1,Infineon Technologies,IC RF SWITCH SPDT 6GHZ TSNP6-2,15000,0,"0.09048","0","15000","Tape & Reel (TR)","-","Active","Bluetooth, WLAN","-","SPDT","100MHz ~ 6GHz","21dB","0.65dB","6GHz","-","-","-","50Ohm","1.8V ~ 3.5V","-40°C ~ 85°C","6-XFDFN","TSNP-6-2"
https://www.infineon.com/dgdl/Infineon-BGS12SN6-DS-v01_02-en.pdf?fileId=db3a30433f1b26e8013f2db58bc03856,//media.digikey.com/Renders/Infineon%20Renders/448;P_PG-TSNP-6-2;;6.jpg,BGS12SN6E6327XTSA1CT-ND,BGS12SN6E6327XTSA1,Infineon Technologies,IC RF SWITCH SPDT 6GHZ TSNP6-2,29308,0,"0.37000","0","1","Cut Tape (CT)","-","Active","Bluetooth, WLAN","-","SPDT","100MHz ~ 6GHz","21dB","0.65dB","6GHz","-","-","-","50Ohm","1.8V ~ 3.5V","-40°C ~ 85°C","6-XFDFN","TSNP-6-2"
https://www.infineon.com/dgdl/Infineon-BGS12SN6-DS-v01_02-en.pdf?fileId=db3a30433f1b26e8013f2db58bc03856,//media.digikey.com/Renders/Infineon%20Renders/448;P_PG-TSNP-6-2;;6.jpg,BGS12SN6E6327XTSA1DKR-ND,BGS12SN6E6327XTSA1,Infineon Technologies,IC RF SWITCH SPDT 6GHZ TSNP6-2,29308,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth, WLAN","-","SPDT","100MHz ~ 6GHz","21dB","0.65dB","6GHz","-","-","-","50Ohm","1.8V ~ 3.5V","-40°C ~ 85°C","6-XFDFN","TSNP-6-2"
http://cdn.macom.com/datasheets/MASWSS0115.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MASWSS0115TR-3000.JPG,1465-1373-2-ND,MASWSS0115TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SC70-6,288000,0,"0.21750","0","3000","Tape & Reel (TR)","-","Active","GSM, DCS, PCS","Reflective","SPDT","DC ~ 3GHz","22dB","0.3dB","3GHz","25dBm","-","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://cdn.macom.com/datasheets/MASWSS0115.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MASWSS0115TR-3000.JPG,1465-1373-1-ND,MASWSS0115TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SC70-6,292362,0,"0.62000","0","1","Cut Tape (CT)","-","Active","GSM, DCS, PCS","Reflective","SPDT","DC ~ 3GHz","22dB","0.3dB","3GHz","25dBm","-","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://cdn.macom.com/datasheets/MASWSS0115.pdf,//media.digikey.com/Photos/MACom%20Technology%20Solutions/MASWSS0115TR-3000.JPG,1465-1373-6-ND,MASWSS0115TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SC70-6,292362,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","GSM, DCS, PCS","Reflective","SPDT","DC ~ 3GHz","22dB","0.3dB","3GHz","25dBm","-","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://www.skyworksinc.com/uploads/documents/SKY13453_385LF_202830E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-6QFN-.5-1x1;-;-6.jpg,863-1602-2-ND,SKY13453-385LF,Skyworks Solutions Inc.,IC RF SWITCH 6GHZ 6QFN,42000,0,"0.23780","0","3000","Tape & Reel (TR)","-","Active","WLAN","-","-","10MHz ~ 6GHz","27dB","0.4dB","2GHz","33dBm","57dBm","-","50Ohm","2.5V ~ 3.5V","-30°C ~ 90°C","6-XFQFN","6-QFN (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13453_385LF_202830E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-6QFN-.5-1x1;-;-6.jpg,863-1602-1-ND,SKY13453-385LF,Skyworks Solutions Inc.,IC RF SWITCH 6GHZ 6QFN,45000,0,"0.63000","0","1","Cut Tape (CT)","-","Active","WLAN","-","-","10MHz ~ 6GHz","27dB","0.4dB","2GHz","33dBm","57dBm","-","50Ohm","2.5V ~ 3.5V","-30°C ~ 90°C","6-XFQFN","6-QFN (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13453_385LF_202830E.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-6QFN-.5-1x1;-;-6.jpg,863-1602-6-ND,SKY13453-385LF,Skyworks Solutions Inc.,IC RF SWITCH 6GHZ 6QFN,45000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","WLAN","-","-","10MHz ~ 6GHz","27dB","0.4dB","2GHz","33dBm","57dBm","-","50Ohm","2.5V ~ 3.5V","-30°C ~ 90°C","6-XFQFN","6-QFN (1x1)"
http://www.cel.com/pdf/datasheets/CG2179M2.pdf,//media.digikey.com/Renders/CEL/6-pin-RF-SPDT-Switch.jpg,CG2179M2-C4TR-ND,CG2179M2-C4,CEL,IC RF SWITCH SPDT 3GHZ 6MINIMOLD,220000,0,"0.24700","0","10000","Tape & Reel (TR)","-","Active","802.11b/g/n/ac","-","SPDT","50MHz ~ 3GHz","23dB","0.45dB","3GHz","-","58dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-SMD, Gull Wing","6-Minimold"
http://www.cel.com/pdf/datasheets/CG2179M2.pdf,//media.digikey.com/Renders/CEL/6-pin-RF-SPDT-Switch.jpg,CG2179M2-C4CT-ND,CG2179M2-C4,CEL,IC RF SWITCH SPDT 3GHZ 6MINIMOLD,228913,0,"0.78000","0","1","Cut Tape (CT)","-","Active","802.11b/g/n/ac","-","SPDT","50MHz ~ 3GHz","23dB","0.45dB","3GHz","-","58dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-SMD, Gull Wing","6-Minimold"
http://www.cel.com/pdf/datasheets/CG2179M2.pdf,//media.digikey.com/Renders/CEL/6-pin-RF-SPDT-Switch.jpg,CG2179M2-C4DKR-ND,CG2179M2-C4,CEL,IC RF SWITCH SPDT 3GHZ 6MINIMOLD,228913,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11b/g/n/ac","-","SPDT","50MHz ~ 3GHz","23dB","0.45dB","3GHz","-","58dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-SMD, Gull Wing","6-Minimold"
http://www.cel.com/pdf/datasheets/CG2214M6.pdf,//media.digikey.com/Renders/CEL/6-pin-lead-less-RF-SPDT-Switch.jpg,CG2214M6-C2TR-ND,CG2214M6-C2,CEL,IC RF SWITCH SPDT 3GHZ 6MINIMOLD,9000,0,"0.32400","0","9000","Tape & Reel (TR)","-","Active","802.11b/g/n/ac","-","SPDT","50MHz ~ 3GHz","23dB","0.35dB","3GHz","-","58dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-SMD, Gull Wing","6-Minimold"
http://www.cel.com/pdf/datasheets/CG2214M6.pdf,//media.digikey.com/Renders/CEL/6-pin-lead-less-RF-SPDT-Switch.jpg,CG2214M6-C2CT-ND,CG2214M6-C2,CEL,IC RF SWITCH SPDT 3GHZ 6MINIMOLD,9482,0,"0.99000","0","1","Cut Tape (CT)","-","Active","802.11b/g/n/ac","-","SPDT","50MHz ~ 3GHz","23dB","0.35dB","3GHz","-","58dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-SMD, Gull Wing","6-Minimold"
http://www.cel.com/pdf/datasheets/CG2214M6.pdf,//media.digikey.com/Renders/CEL/6-pin-lead-less-RF-SPDT-Switch.jpg,CG2214M6-C2DKR-ND,CG2214M6-C2,CEL,IC RF SWITCH SPDT 3GHZ 6MINIMOLD,9482,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11b/g/n/ac","-","SPDT","50MHz ~ 3GHz","23dB","0.35dB","3GHz","-","58dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-SMD, Gull Wing","6-Minimold"
http://www.skyworksinc.com/uploads/documents/SKY13351_378LF_201132I.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,863-1177-2-ND,SKY13351-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,75000,0,"0.37301","0","3000","Tape & Reel (TR)","-","Active","802.11/WiFi, WLAN","Reflective","SPDT","20MHz ~ 6GHz","26dB","0.5dB","6GHz","-","46dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13351_378LF_201132I.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,863-1177-1-ND,SKY13351-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,79760,0,"0.87000","0","1","Cut Tape (CT)","-","Active","802.11/WiFi, WLAN","Reflective","SPDT","20MHz ~ 6GHz","26dB","0.5dB","6GHz","-","46dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13351_378LF_201132I.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,863-1177-6-ND,SKY13351-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,79760,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11/WiFi, WLAN","Reflective","SPDT","20MHz ~ 6GHz","26dB","0.5dB","6GHz","-","46dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
http://cdn.macom.com/datasheets/MASW-007221.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1355-2-ND,MASW-007221-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SC70-6,3000,243000,"0.37800","0","3000","Tape & Reel (TR)","-","Active","Cellular, CDMA, GSM","Reflective","SPDT","DC ~ 3GHz","12dB","0.56dB","3GHz","27dBm","-","-","50Ohm","2.3V ~ 8V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://cdn.macom.com/datasheets/MASW-007221.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1355-1-ND,MASW-007221-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SC70-6,4520,244286,"0.97000","0","1","Cut Tape (CT)","-","Active","Cellular, CDMA, GSM","Reflective","SPDT","DC ~ 3GHz","12dB","0.56dB","3GHz","27dBm","-","-","50Ohm","2.3V ~ 8V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://cdn.macom.com/datasheets/MASW-007221.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1355-6-ND,MASW-007221-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SC70-6,4520,244286,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, CDMA, GSM","Reflective","SPDT","DC ~ 3GHz","12dB","0.56dB","3GHz","27dBm","-","-","50Ohm","2.3V ~ 8V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6 (SOT-363)"
http://www.skyworksinc.com/uploads/documents/200193D.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1238-2-ND,AS213-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,45000,0,"0.39620","0","3000","Tape & Reel (TR)","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","19dB","0.5dB","3GHz","27dBm","40dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/200193D.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1238-1-ND,AS213-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,46528,0,"0.96000","0","1","Cut Tape (CT)","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","19dB","0.5dB","3GHz","27dBm","40dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/200193D.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1238-6-ND,AS213-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,46528,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","19dB","0.5dB","3GHz","27dBm","40dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/200252C.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1240-2-ND,AS222-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,27000,0,"0.39620","0","3000","Tape & Reel (TR)","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","18dB","0.5dB","3GHz","27dBm","44dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/200252C.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1240-1-ND,AS222-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,28828,0,"0.96000","0","1","Cut Tape (CT)","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","18dB","0.5dB","3GHz","27dBm","44dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/200252C.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1240-6-ND,AS222-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,28828,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","18dB","0.5dB","3GHz","27dBm","44dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/201665B.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1455-2-ND,SKY13411-374LF,Skyworks Solutions Inc.,IC RF SWITCH DPDT 6GHZ 6MLPD,12000,0,"0.39837","0","3000","Tape & Reel (TR)","-","Active","802.11a/b/g/n","Reflective","DPDT","100MHz ~ 6GHz","14dB","0.9dB","6GHz","30dBm","50dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/201665B.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1455-1-ND,SKY13411-374LF,Skyworks Solutions Inc.,IC RF SWITCH DPDT 6GHZ 6MLPD,12894,0,"0.97000","0","1","Cut Tape (CT)","-","Active","802.11a/b/g/n","Reflective","DPDT","100MHz ~ 6GHz","14dB","0.9dB","6GHz","30dBm","50dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/201665B.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1455-6-ND,SKY13411-374LF,Skyworks Solutions Inc.,IC RF SWITCH DPDT 6GHZ 6MLPD,12894,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11a/b/g/n","Reflective","DPDT","100MHz ~ 6GHz","14dB","0.9dB","6GHz","30dBm","50dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://cdn.macom.com/datasheets/MASWSS0166.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1382-2-ND,MASWSS0166TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SOT363,9000,108000,"0.40600","0","3000","Tape & Reel (TR)","-","Active","Cellular, GSM, DCS, PCS","Reflective","SPDT","DC ~ 3GHz","12dB","0.55dB","3GHz","27dBm","55dBm","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SOT-363"
http://cdn.macom.com/datasheets/MASWSS0166.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1382-1-ND,MASWSS0166TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SOT363,9033,108416,"1.05000","0","1","Cut Tape (CT)","-","Active","Cellular, GSM, DCS, PCS","Reflective","SPDT","DC ~ 3GHz","12dB","0.55dB","3GHz","27dBm","55dBm","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SOT-363"
http://cdn.macom.com/datasheets/MASWSS0166.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg,1465-1382-6-ND,MASWSS0166TR-3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SOT363,9033,108416,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, GSM, DCS, PCS","Reflective","SPDT","DC ~ 3GHz","12dB","0.55dB","3GHz","27dBm","55dBm","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SOT-363"
http://www.skyworksinc.com/uploads/documents/SKY13335_381LF_201093D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1261-2-ND,SKY13335-381LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,147000,0,"0.41454","0","3000","Tape & Reel (TR)","-","Active","802.11a/b/g/WiFi, WLAN","Reflective","SPDT","100MHz ~ 6GHz","27dB","0.5dB","3GHz","26dBm","41dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD-UT (1.5x2.0)"
http://www.skyworksinc.com/uploads/documents/SKY13335_381LF_201093D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1261-1-ND,SKY13335-381LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,148941,0,"1.01000","0","1","Cut Tape (CT)","-","Active","802.11a/b/g/WiFi, WLAN","Reflective","SPDT","100MHz ~ 6GHz","27dB","0.5dB","3GHz","26dBm","41dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD-UT (1.5x2.0)"
http://www.skyworksinc.com/uploads/documents/SKY13335_381LF_201093D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1261-6-ND,SKY13335-381LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,148941,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11a/b/g/WiFi, WLAN","Reflective","SPDT","100MHz ~ 6GHz","27dB","0.5dB","3GHz","26dBm","41dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD-UT (1.5x2.0)"
http://www.skyworksinc.com/uploads/documents/SKY13348_374LF_201214F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1335-2-ND,SKY13348-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,114000,0,"0.41580","0","3000","Tape & Reel (TR)","-","Active","802.16 WiMAX","Absorptive","SPDT","500MHz ~ 6GHz","24dB","1dB","5.85GHz","37dBm","57dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13348_374LF_201214F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1335-1-ND,SKY13348-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,116766,0,"1.01000","0","1","Cut Tape (CT)","-","Active","802.16 WiMAX","Absorptive","SPDT","500MHz ~ 6GHz","24dB","1dB","5.85GHz","37dBm","57dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13348_374LF_201214F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1335-6-ND,SKY13348-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,116766,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.16 WiMAX","Absorptive","SPDT","500MHz ~ 6GHz","24dB","1dB","5.85GHz","37dBm","57dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/201407C.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1643-2-ND,SKY13330-397LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 12QFN,96000,0,"0.42042","0","3000","Tape & Reel (TR)","-","Active","W-CDMA","-","SPDT","100MHz ~ 6GHz","21dB","0.6dB","6GHz","39dBm","-","-","50Ohm","1.65V ~ 2.7V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/201407C.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1643-1-ND,SKY13330-397LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 12QFN,96966,0,"1.02000","0","1","Cut Tape (CT)","-","Active","W-CDMA","-","SPDT","100MHz ~ 6GHz","21dB","0.6dB","6GHz","39dBm","-","-","50Ohm","1.65V ~ 2.7V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/201407C.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1643-6-ND,SKY13330-397LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 12QFN,96966,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","W-CDMA","-","SPDT","100MHz ~ 6GHz","21dB","0.6dB","6GHz","39dBm","-","-","50Ohm","1.65V ~ 2.7V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.psemi.com/pdf/datasheets/pe4259ds.pdf,"//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/6-TSSOP,%20SC-88,%20SOT-363.jpg",1046-1011-2-ND,4259-63,pSemi,IC RF SWITCH SPDT 3GHZ SC70-6,432000,0,"0.43000","0","3000","Tape & Reel (TR)","UltraCMOS®","Active","General Purpose","Reflective","SPDT","10MHz ~ 3GHz","20dB","0.5dB","2GHz","29dBm","55dBm","Single/Dual Line Control","50Ohm","1.8V ~ 3.3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.psemi.com/pdf/datasheets/pe4259ds.pdf,"//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/6-TSSOP,%20SC-88,%20SOT-363.jpg",1046-1011-1-ND,4259-63,pSemi,IC RF SWITCH SPDT 3GHZ SC70-6,433385,0,"0.65000","0","1","Cut Tape (CT)","UltraCMOS®","Active","General Purpose","Reflective","SPDT","10MHz ~ 3GHz","20dB","0.5dB","2GHz","29dBm","55dBm","Single/Dual Line Control","50Ohm","1.8V ~ 3.3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.psemi.com/pdf/datasheets/pe4259ds.pdf,"//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/6-TSSOP,%20SC-88,%20SOT-363.jpg",1046-1011-6-ND,4259-63,pSemi,IC RF SWITCH SPDT 3GHZ SC70-6,433410,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®","Active","General Purpose","Reflective","SPDT","10MHz ~ 3GHz","20dB","0.5dB","2GHz","29dBm","55dBm","Single/Dual Line Control","50Ohm","1.8V ~ 3.3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.psemi.com/pdf/datasheets/pe42421ds.pdf,"//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/6-TSSOP,%20SC-88,%20SOT-363.jpg",1046-1061-2-ND,PE42421SCAA-Z,pSemi,IC RF SWITCH SPDT 3GHZ SC70-6,6000,0,"0.43000","0","3000","Tape & Reel (TR)","UltraCMOS®","Active","General Purpose","Reflective","SPDT","10MHz ~ 3GHz","20dB","0.5dB","2GHz","30.5dBm","55dBm","Single/Dual Line Control","50Ohm","1.8V ~ 3.3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.psemi.com/pdf/datasheets/pe42421ds.pdf,"//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/6-TSSOP,%20SC-88,%20SOT-363.jpg",1046-1061-1-ND,PE42421SCAA-Z,pSemi,IC RF SWITCH SPDT 3GHZ SC70-6,9566,0,"0.65000","0","1","Cut Tape (CT)","UltraCMOS®","Active","General Purpose","Reflective","SPDT","10MHz ~ 3GHz","20dB","0.5dB","2GHz","30.5dBm","55dBm","Single/Dual Line Control","50Ohm","1.8V ~ 3.3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.psemi.com/pdf/datasheets/pe42421ds.pdf,"//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/6-TSSOP,%20SC-88,%20SOT-363.jpg",1046-1061-6-ND,PE42421SCAA-Z,pSemi,IC RF SWITCH SPDT 3GHZ SC70-6,9566,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®","Active","General Purpose","Reflective","SPDT","10MHz ~ 3GHz","20dB","0.5dB","2GHz","30.5dBm","55dBm","Single/Dual Line Control","50Ohm","1.8V ~ 3.3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
