Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Circuit Type","Resistance (Ohms)","Tolerance","Number of Resistors","Resistor Matching Ratio","Resistor-Ratio-Drift","Number of Pins","Power Per Element","Temperature Coefficient","Operating Temperature","Applications","Mounting Type","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7330CT-ND,EXB-28V330JX,Panasonic Electronic Components,RES ARRAY 4 RES 33 OHM 0804,951270,0,"0.10000","0","1","Cut Tape (CT)","EXB","Active","Isolated","33","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7330DKR-ND,EXB-28V330JX,Panasonic Electronic Components,RES ARRAY 4 RES 33 OHM 0804,951270,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","33","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7101TR-ND,EXB-28V101JX,Panasonic Electronic Components,RES ARRAY 4 RES 100 OHM 0804,580000,0,"0.00839","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","100","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7101CT-ND,EXB-28V101JX,Panasonic Electronic Components,RES ARRAY 4 RES 100 OHM 0804,598689,0,"0.10000","0","1","Cut Tape (CT)","EXB","Active","Isolated","100","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7101DKR-ND,EXB-28V101JX,Panasonic Electronic Components,RES ARRAY 4 RES 100 OHM 0804,598689,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","100","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7510TR-ND,EXB-28V510JX,Panasonic Electronic Components,RES ARRAY 4 RES 51 OHM 0804,500000,0,"0.00839","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","51","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7510CT-ND,EXB-28V510JX,Panasonic Electronic Components,RES ARRAY 4 RES 51 OHM 0804,504584,0,"0.10000","0","1","Cut Tape (CT)","EXB","Active","Isolated","51","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7510DKR-ND,EXB-28V510JX,Panasonic Electronic Components,RES ARRAY 4 RES 51 OHM 0804,504584,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","51","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7103TR-ND,EXB-28V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0804,470000,0,"0.00839","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7103CT-ND,EXB-28V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0804,474885,0,"0.10000","0","1","Cut Tape (CT)","EXB","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7103DKR-ND,EXB-28V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0804,474885,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7270TR-ND,EXB-28V270JX,Panasonic Electronic Components,RES ARRAY 4 RES 27 OHM 0804,380000,0,"0.00839","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","27","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7270CT-ND,EXB-28V270JX,Panasonic Electronic Components,RES ARRAY 4 RES 27 OHM 0804,390770,0,"0.10000","0","1","Cut Tape (CT)","EXB","Active","Isolated","27","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7270DKR-ND,EXB-28V270JX,Panasonic Electronic Components,RES ARRAY 4 RES 27 OHM 0804,390770,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","27","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7152TR-ND,EXB-28V152JX,Panasonic Electronic Components,RES ARRAY 4 RES 1.5K OHM 0804,310000,0,"0.00839","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","1.5k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7152CT-ND,EXB-28V152JX,Panasonic Electronic Components,RES ARRAY 4 RES 1.5K OHM 0804,316180,0,"0.10000","0","1","Cut Tape (CT)","EXB","Active","Isolated","1.5k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7152DKR-ND,EXB-28V152JX,Panasonic Electronic Components,RES ARRAY 4 RES 1.5K OHM 0804,316180,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","1.5k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7472TR-ND,EXB-28V472JX,Panasonic Electronic Components,RES ARRAY 4 RES 4.7K OHM 0804,230000,0,"0.00839","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","4.7k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7472CT-ND,EXB-28V472JX,Panasonic Electronic Components,RES ARRAY 4 RES 4.7K OHM 0804,241989,0,"0.10000","0","1","Cut Tape (CT)","EXB","Active","Isolated","4.7k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBxxV.jpg,Y7472DKR-ND,EXB-28V472JX,Panasonic Electronic Components,RES ARRAY 4 RES 4.7K OHM 0804,241989,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","4.7k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","0804, Convex, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.018"" (0.45mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBN8V%20Pkg.jpg,Y10220TR-ND,EXB-N8V220JX,Panasonic Electronic Components,RES ARRAY 4 RES 22 OHM 0804,820000,0,"0.01007","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","22","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Concave, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBN8V%20Pkg.jpg,Y10220CT-ND,EXB-N8V220JX,Panasonic Electronic Components,RES ARRAY 4 RES 22 OHM 0804,837582,0,"0.11000","0","1","Cut Tape (CT)","EXB","Active","Isolated","22","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Concave, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBN8V%20Pkg.jpg,Y10220DKR-ND,EXB-N8V220JX,Panasonic Electronic Components,RES ARRAY 4 RES 22 OHM 0804,837582,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","22","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Concave, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBN8V%20Pkg.jpg,Y10103TR-ND,EXB-N8V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0804,730000,0,"0.01007","0","10000","Tape & Reel (TR)","EXB","Active","Isolated","10k","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Concave, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBN8V%20Pkg.jpg,Y10103CT-ND,EXB-N8V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0804,743469,0,"0.11000","0","1","Cut Tape (CT)","EXB","Active","Isolated","10k","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Concave, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXBN8V%20Pkg.jpg,Y10103DKR-ND,EXB-N8V103JX,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 0804,743469,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","10k","±5%","4","-","-","8","31mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Concave, Long Side Terminals","0804","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB38V%20Pkg.jpg,Y9103TR-ND,EXB-38V103JV,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 1206,1205000,0,"0.01020","0","5000","Tape & Reel (TR)","EXB","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","1206","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.024"" (0.60mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB38V%20Pkg.jpg,Y9103CT-ND,EXB-38V103JV,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 1206,1205582,0,"0.10000","0","1","Cut Tape (CT)","EXB","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","1206","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.024"" (0.60mm)"
https://industrial.panasonic.com/cdbs/www-data/pdf/AOC0000/AOC0000C14.pdf,//media.digikey.com/Renders/Panasonic%20Renders/EXB38V%20Pkg.jpg,Y9103DKR-ND,EXB-38V103JV,Panasonic Electronic Components,RES ARRAY 4 RES 10K OHM 1206,1205582,0,"Digi-Reel","0","1","Digi-Reel®","EXB","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","Automotive AEC-Q200","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","1206","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.024"" (0.60mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X083%20SERIES.jpg,741X083220JPTR-ND,741X083220JP,CTS Resistor Products,RES ARRAY 4 RES 22 OHM 0804,490000,0,"0.01132","0","10000","Tape & Reel (TR)","741","Active","Isolated","22","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X083%20SERIES.jpg,741X083220JPCT-ND,741X083220JP,CTS Resistor Products,RES ARRAY 4 RES 22 OHM 0804,497618,0,"0.12000","0","1","Cut Tape (CT)","741","Active","Isolated","22","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
https://www.ctscorp.com/wp-content/uploads/74x.pdf,//media.digikey.com/photos/CTS%20Photos/741X083%20SERIES.jpg,741X083220JPDKR-ND,741X083220JP,CTS Resistor Products,RES ARRAY 4 RES 22 OHM 0804,497618,0,"Digi-Reel","0","1","Digi-Reel®","741","Active","Isolated","22","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 125°C","-","Surface Mount","0804, Convex, Long Side Terminals","-","0.079"" L x 0.039"" W (2.00mm x 1.00mm)","0.022"" (0.55mm)"
"//media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/YC102-358,TC122-164_Series_DS.pdf","//media.digikey.com/Renders/Yageo%20Renders/YC164-1206-(3216-Metric),-Convex,-Long-Side-Terminals.jpg",YC164J-10KTR-ND,YC164-JR-0710KL,Yageo,RES ARRAY 4 RES 10K OHM 1206,4195000,0,"0.01189","0","5000","Tape & Reel (TR)","YC164","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 155°C","DDRAM, SDRAM","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.028"" (0.70mm)"
"//media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/YC102-358,TC122-164_Series_DS.pdf","//media.digikey.com/Renders/Yageo%20Renders/YC164-1206-(3216-Metric),-Convex,-Long-Side-Terminals.jpg",YC164J-10KCT-ND,YC164-JR-0710KL,Yageo,RES ARRAY 4 RES 10K OHM 1206,4200002,0,"0.11000","0","1","Cut Tape (CT)","YC164","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 155°C","DDRAM, SDRAM","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.028"" (0.70mm)"
"//media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/YC102-358,TC122-164_Series_DS.pdf","//media.digikey.com/Renders/Yageo%20Renders/YC164-1206-(3216-Metric),-Convex,-Long-Side-Terminals.jpg",YC164J-10KDKR-ND,YC164-JR-0710KL,Yageo,RES ARRAY 4 RES 10K OHM 1206,4200002,0,"Digi-Reel","0","1","Digi-Reel®","YC164","Active","Isolated","10k","±5%","4","-","-","8","62.5mW","±200ppm/°C","-55°C ~ 155°C","DDRAM, SDRAM","Surface Mount","1206 (3216 Metric), Convex, Long Side Terminals","-","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.028"" (0.70mm)"
