Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance","Power (Watts)","Tolerance","Adjustment Type","Fader Type","Travel Range","Size / Dimension","Mounting Type"
https://www.bourns.com/docs/Product-Datasheets/psm.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_PSM60_08.jpg,PSM60-081A-103B2-ND,PSM60-081A-103B2,Bourns Inc.,SLIDE POT 10K OHM 0.5W TOP 60MM,609,0,"19.00000","0","1","Bulk","Pro Audio PSM","Active","10 kOhms","0.5W, 1/2W","±20%","Top","Motor","60mm","Rectangular - 4.409"" L x 0.512"" W x 1.378"" H (112.00mm x 13.00mm x 35.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/psm.pdf,//media.digikey.com/Photos/Bourns%20Photos/PSM01-081A%20Series.JPG,PSM01-081A-103B2-ND,PSM01-081A-103B2,Bourns Inc.,SLIDE POT 10K OHM 0.5W TOP 100MM,420,0,"19.47000","0","1","Bulk","Pro Audio PSM","Active","10 kOhms","0.5W, 1/2W","±20%","Top","Motor","100mm","Rectangular - 5.984"" L x 0.512"" W x 1.378"" H (152.00mm x 13.00mm x 35.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/psm.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_PSM60_08.jpg,PSM60-082A-103B2-ND,PSM60-082A-103B2,Bourns Inc.,SLIDE POT 10K OHM 0.5W TOP 60MM,972,0,"26.83000","0","1","Bulk","Pro Audio PSM","Active","10 kOhms","0.5W, 1/2W","±20%","Top","Motor","60mm","Rectangular - 4.409"" L x 0.512"" W x 1.378"" H (112.00mm x 13.00mm x 35.00mm)","Through Hole"
https://www.bourns.com/docs/product-datasheets/psp.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_PSP01-082A-103B2.jpg,PSP01-082A-103B2-ND,PSP01-082A-103B2,Bourns Inc.,SLIDE POT 10K OHM 0.5W TOP 100MM,974,0,"41.40000","0","1","Tray","Pro Audio PSP","Active","10 kOhms","0.5W, 1/2W","±20%","Top","Motor","100mm","Rectangular - 6.181"" L x 0.551"" W x 1.547"" H (157.00mm x 14.00mm x 39.30mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTB.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTB6043-2010BPB103.JPG,PTB6044-2010BPA103-ND,PTB6044-2010BPA103,Bourns Inc.,SLIDE POT 10KOHM 0.125W TOP 60MM,229,0,"4.95000","0","1","Bulk","Pro Audio PTB","Active","10 kOhms","0.125W, 1/8W","±20%","Top","Dual","60mm","Rectangular - 3.465"" L x 0.630"" W x 0.315"" H (88.00mm x 16.00mm x 8.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PS100.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/PS100-2B1AR10K.JPG,987-1407-ND,PS100-2B1AR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.125W TOP,735,0,"5.49000","0","1","Tray","PS100","Active","10 kOhms","0.125W, 1/8W","±20%","Top","Dual","100mm","Rectangular - 5.039"" L x 0.630"" W x 0.315"" H (128.00mm x 16.00mm x 8.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTL.pdf,//media.digikey.com/Photos/Bourns%20Photos/Pro-Audio-PTL-Series.jpg,PTL01-15R0-103B1-ND,PTL01-15R0-103B1,Bourns Inc.,SLIDE POT 10K OHM 0.2W TOP 100MM,953,0,"5.61000","0","1","Tray","Pro Audio PTL","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard, LED","100mm","Rectangular - 5.039"" L x 0.366"" W x 0.276"" H (128.00mm x 9.30mm x 7.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTB.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTB0143-2010BPB103.JPG,PTB0144-2010BPA103-ND,PTB0144-2010BPA103,Bourns Inc.,SLIDE POT 10KOHM 0.25W TOP 100MM,177,0,"6.15000","0","1","Tray","Pro Audio PTB","Active","10 kOhms","0.25W, 1/4W","±20%","Top","Dual","100mm","Rectangular - 5.039"" L x 0.630"" W x 0.315"" H (128.00mm x 16.00mm x 8.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTE.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTE%20SERIES.JPG,PTE60-151B-103B2-ND,PTE60-151B-103B2,Bourns Inc.,SLIDE POT 10K OHM 0.2W TOP 60MM,207,0,"6.78000","0","1","Bulk","Pro Audio PTE","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","60mm","Rectangular - 3.425"" L x 0.630"" W x 0.394"" H (87.00mm x 16.00mm x 10.00mm)","Through Hole"
https://www.bourns.com/docs/product-datasheets/psl.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_PSL01-1082A-103B1.jpg,PSL01-1082A-103B1-ND,PSL01-1082A-103B1,Bourns Inc.,SLIDE POT 10K OHM 0.5W TOP 100MM,104,0,"40.07000","0","1","-","Pro Audio PSL","Active","10 kOhms","0.5W, 1/2W","±20%","Top","Motor, Dual","100mm","Rectangular - 6.181"" L x 0.591"" W x 1.008"" H (157.00mm x 15.00mm x 25.60mm)","Chassis Mount"
https://www.bourns.com/docs/product-datasheets/psp.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_PSP60-082A-103B1.jpg,PSP60-082A-103B1-ND,PSP60-082A-103B1,Bourns Inc.,SLIDE POT 10K OHM 0.5W TOP 60MM,155,0,"40.15000","0","1","-","Pro Audio PSP","Active","10 kOhms","0.5W, 1/2W","±20%","Top","Motor","60mm","Rectangular - 4.606"" L x 0.551"" W x 1.547"" H (117.00mm x 14.00mm x 39.30mm)","Through Hole"
https://www.bourns.com/docs/product-datasheets/psl.pdf,//media.digikey.com/Photos/Bourns%20Photos/MFG_PSL60-1082A-103B1.jpg,PSL60-1082A-103B1-ND,PSL60-1082A-103B1,Bourns Inc.,SLIDE POT 10K OHM 0.5W TOP 60MM,108,0,"41.78000","0","1","-","Pro Audio PSL","Active","10 kOhms","0.5W, 1/2W","±20%","Top","Motor, Dual","60mm","Rectangular - 4.606"" L x 0.591"" W x 1.008"" H (117.00mm x 15.00mm x 25.60mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electronic%20Components/EVANF.pdf,//media.digikey.com/photos/Panasonic%20Photos/EVA-NF%20100MM%20SERIES.jpg,PNF100SB-ND,EVA-NF3R15B14,Panasonic Electronic Components,SLIDE POT 10K OHM 0.5W TOP 100MM,2184,0,"2.88000","0","1","Bulk","EVA - Single","Obsolete","10 kOhms","0.5W, 1/2W","±20%","Top","Standard","100mm","Rectangular - 5.039"" L x 0.354"" W x 0.315"" H (128.00mm x 9.00mm x 8.00mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Switches%20PDFs/EVANF,EVANE_Rev2003.pdf",//media.digikey.com/photos/Panasonic%20Photos/EVA-NE%2060MM%20SERIES.jpg,PNE060SY-ND,EVA-NE4R15Y14,Panasonic Electronic Components,SLIDE POT 10K OHM 0.1W TOP 60MM,105,0,"7.22000","0","1","Bulk","EVA - Single","Obsolete","10 kOhms","0.1W, 1/10W","±20%","Top","Standard","60mm","Rectangular - 3.465"" L x 0.354"" W x 0.315"" H (88.00mm x 9.00mm x 8.00mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/EVA(B)-JQ,NA.pdf",//media.digikey.com/photos/Panasonic%20Photos/EVB-NA%2060MM%20SERIES.jpg,PNA060DD-ND,EVB-NADR15D14,Panasonic Electronic Components,SLIDE POT 10K OHM 0.1W TOP 60MM,174,0,"9.33000","0","1","Bulk","EVB - Dual","Obsolete","10 kOhms","0.1W, 1/10W","-20%, +40%","Top","Dual","60mm","Rectangular - 3.465"" L x 0.591"" W x 0.315"" H (88.00mm x 15.00mm x 8.00mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Resistors%20Thermistors%20PDFs/EVA(B)-JQ,NA.pdf",//media.digikey.com/photos/Panasonic%20Photos/EVB-NA%2060MM%20SERIES.jpg,PNA060DY-ND,EVB-NADR15Y14,Panasonic Electronic Components,SLIDE POT 10K OHM 0.1W TOP 60MM,153,0,"9.33000","0","1","Bulk","EVB - Dual","Obsolete","10 kOhms","0.1W, 1/10W","-20%, +40%","Top","Dual","60mm","Rectangular - 3.465"" L x 0.591"" W x 0.315"" H (88.00mm x 15.00mm x 8.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2035MM.JPG,PTA2043-2010CIB254-ND,PTA2043-2010CIB254,Bourns Inc.,SLIDE POT 250K OHM 0.1W TOP 20MM,633,0,"1.29000","0","1","Tray","Pro Audio PTA","Active","250 kOhms","0.1W, 1/10W","±20%","Top","Standard","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.256"" H (35.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/photos/Bourns%20Photos/PTA1543-2010CIB103.JPG,PTA1543-2010CIB103-ND,PTA1543-2010CIB103,Bourns Inc.,SLIDE POT 10K OHM 0.05W TOP 15MM,332,0,"1.29000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.05W, 1/20W","±20%","Top","Standard","15mm","Rectangular - 1.181"" L x 0.354"" W x 0.256"" H (30.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2035MM.JPG,PTA2043-2015DPB102-ND,PTA2043-2015DPB102,Bourns Inc.,SLIDE POT 1K OHM 0.1W TOP 20MM,312,0,"1.29000","0","1","Tray","Pro Audio PTA","Active","1 kOhms","0.1W, 1/10W","±20%","Top","Standard","20mm","Rectangular - 1.378"" L x 0.354"" W x 0.256"" H (35.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2015CPB103-ND,PTA3043-2015CPB103,Bourns Inc.,SLIDE POT 10K OHM 0.2W TOP 30MM,614,0,"1.50000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2015DPB103-ND,PTA4543-2015DPB103,Bourns Inc.,SLIDE POT 10K OHM 0.25W TOP 45MM,521,0,"1.50000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2015CPB103-ND,PTA4543-2015CPB103,Bourns Inc.,SLIDE POT 10K OHM 0.25W TOP 45MM,512,0,"1.50000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2010CIB103-ND,PTA4543-2010CIB103,Bourns Inc.,SLIDE POT 10K OHM 0.25W TOP 45MM,365,0,"1.50000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.25W, 1/4W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/PS45M-0MC2BR10K.jpg,987-1406-ND,PS45M-0MC2BR10K,TT Electronics/BI,SLIDE POT 10KOHM 0.125W TOP 45MM,555,0,"1.56000","0","1","Tray","PSxxM","Active","10 kOhms","0.125W, 1/8W","±20%","Top","Dual","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.276"" H (60.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/photos/Bourns%20Photos/PTA6043-2015DPB103.JPG,PTA6043-2015DPB103-ND,PTA6043-2015DPB103,Bourns Inc.,SLIDE POT 10K OHM 0.25W TOP 60MM,703,0,"1.72000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.25W, 1/4W","±20%","Top","Standard","60mm","Rectangular - 2.953"" L x 0.354"" W x 0.256"" H (75.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/photos/Bourns%20Photos/PTA6043-2015DPB103.JPG,PTA6043-2015DPA103-ND,PTA6043-2015DPA103,Bourns Inc.,SLIDE POT 10KOHM 0.125W TOP 60MM,514,0,"1.72000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.125W, 1/8W","±20%","Top","Standard","60mm","Rectangular - 2.953"" L x 0.354"" W x 0.256"" H (75.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/photos/Bourns%20Photos/PTA6043-2015DPB103.JPG,PTA6043-2015CPB103-ND,PTA6043-2015CPB103,Bourns Inc.,SLIDE POT 10K OHM 0.25W TOP 60MM,282,0,"1.72000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.25W, 1/4W","±20%","Top","Standard","60mm","Rectangular - 2.953"" L x 0.354"" W x 0.256"" H (75.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/PS45M-0MC2BR10KN.jpg,987-1405-ND,PS45M-0MC2BR10KN,TT Electronics/BI,SLIDE POT 10KOHM 0.125W TOP 45MM,623,0,"1.75000","0","1","Tray","PSxxM","Active","10 kOhms","0.125W, 1/8W","±20%","Top","Dual","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.276"" H (60.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/PSxxL_PSxxM.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/PS45L-R02BR10K.jpg,987-1404-ND,PS45L-R02BR10K,TT Electronics/BI,SLIDE POT 10K OHM 0.25W TOP 45MM,56,0,"2.05000","0","1","Tray","PSxxL","Active","10 kOhms","0.25W, 1/4W","±20%","Top","Standard, LED","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.276"" H (60.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTL.pdf,//media.digikey.com/Photos/Bourns%20Photos/Pro-Audio-PTL-Series.jpg,PTL30-15R0-103B1-ND,PTL30-15R0-103B1,Bourns Inc.,SLIDE POT 10K OHM 0.1W TOP 30MM,575,0,"2.31000","0","1","Bulk","Pro Audio PTL","Active","10 kOhms","0.1W, 1/10W","±20%","Top","Standard, LED","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.276"" H (45.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTL.pdf,//media.digikey.com/Photos/Bourns%20Photos/Pro-Audio-PTL-Series.jpg,PTL30-15A1-102B1-ND,PTL30-15A1-102B1,Bourns Inc.,SLIDE POT 1K OHM 0.1W TOP 30MM,447,0,"2.31000","0","1","Tray","Pro Audio PTL","Active","1 kOhms","0.1W, 1/10W","±20%","Top","Standard, LED","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.276"" H (45.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTL.pdf,//media.digikey.com/Photos/Bourns%20Photos/Pro-Audio-PTL-Series.jpg,PTL45-15O0-105A2-ND,PTL45-15O0-105A2,Bourns Inc.,SLIDE POT 1M OHM 0.06W TOP 45MM,528,0,"2.48000","0","1","Bulk","Pro Audio PTL","Active","1 MOhms","0.06W","±20%","Top","Standard, LED","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.276"" H (60.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTL.pdf,//media.digikey.com/Photos/Bourns%20Photos/Pro-Audio-PTL-Series.jpg,PTL45-15O0-104B1-ND,PTL45-15O0-104B1,Bourns Inc.,SLIDE POT 100K OHM 0.125W TOP,282,0,"2.48000","0","1","Bulk","Pro Audio PTL","Active","100 kOhms","0.125W, 1/8W","±20%","Top","Standard, LED","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.276"" H (60.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTL.pdf,//media.digikey.com/Photos/Bourns%20Photos/Pro-Audio-PTL-Series.jpg,PTL60-15O1-104B2-ND,PTL60-15O1-104B2,Bourns Inc.,SLIDE POT 100K OHM 0.2W TOP 60MM,834,0,"2.54000","0","1","Bulk","Pro Audio PTL","Active","100 kOhms","0.2W, 1/5W","±20%","Top","Standard, LED","60mm","Rectangular - 2.953"" L x 0.354"" W x 0.276"" H (75.00mm x 9.00mm x 7.00mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/PTS.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTS01-11L-103B1.jpg,PTS01-11L-103B1-ND,PTS01-11L-103B1,Bourns Inc.,SLIDE POT 10K OHM 0.5W TOP 100MM,65,0,"13.03000","0","1","Tray","Pro Audio PTS","Active","10 kOhms","0.5W, 1/2W","±20%","Top","Standard","100mm","Rectangular - 5.247"" L x 0.512"" W x 1.524"" H (132.50mm x 13.00mm x 38.70mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA4543-2015DPB103.JPG,PTA4543-2015DPA103-ND,PTA4543-2015DPA103,Bourns Inc.,SLIDE POT 10KOHM 0.125W TOP 45MM,213,0,"1.50000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.125W, 1/8W","±20%","Top","Standard","45mm","Rectangular - 2.362"" L x 0.354"" W x 0.256"" H (60.00mm x 9.00mm x 6.50mm)","Through Hole"
https://www.bourns.com/docs/Product-Datasheets/pta.pdf,//media.digikey.com/Photos/Bourns%20Photos/PTA%20SERIES%2045MM.JPG,PTA3043-2210CIB103-ND,PTA3043-2210CIB103,Bourns Inc.,SLIDE POT 10K OHM 0.2W TOP 30MM,667,0,"1.67000","0","1","Tray","Pro Audio PTA","Active","10 kOhms","0.2W, 1/5W","±20%","Top","Standard","30mm","Rectangular - 1.772"" L x 0.354"" W x 0.256"" H (45.00mm x 9.00mm x 6.50mm)","Through Hole"
